snapshot,Fischer-Tropsch,H2,H2 Electrolysis,H2 for industry,H2 liquefaction,SMR,SMR CC,Sabatier,land transport fuel cell
2013-01-01 00:00:00,-135.45,-57.11,415.36,-22.35,-57.4,0.0,7.39,-145.33,-5.11
2013-01-01 03:00:00,-143.42,16.09,368.99,-22.35,-57.4,0.0,7.47,-145.31,-24.08
2013-01-01 06:00:00,-143.91,46.33,363.73,-22.35,-57.4,0.0,6.97,-141.04,-52.32
2013-01-01 09:00:00,-143.35,-161.29,561.22,-22.35,-57.4,0.0,5.2,-139.07,-42.96
2013-01-01 12:00:00,-142.51,-115.82,513.33,-22.35,-57.4,0.0,5.4,-131.18,-49.47
2013-01-01 15:00:00,-142.46,75.41,309.07,-22.35,-57.4,0.25,10.21,-116.51,-56.22
2013-01-01 18:00:00,-138.28,69.05,265.87,-22.35,-57.4,0.25,10.84,-100.89,-27.1
2013-01-01 21:00:00,-132.29,64.43,233.29,-22.35,-57.4,0.26,11.54,-86.74,-10.72
2013-01-02 00:00:00,-133.02,77.81,216.81,-22.35,-57.4,0.26,10.93,-87.92,-5.12
2013-01-02 03:00:00,-142.87,123.83,176.03,-22.35,-57.4,0.26,16.45,-70.14,-23.8
2013-01-02 06:00:00,-143.21,172.93,162.06,-22.35,-57.4,0.26,20.03,-79.78,-52.54
2013-01-02 09:00:00,-142.19,-82.84,441.28,-22.35,-57.4,0.26,10.59,-102.89,-44.46
2013-01-02 12:00:00,-140.7,-73.36,435.48,-22.35,-57.4,0.26,11.23,-101.47,-51.69
2013-01-02 15:00:00,-140.98,38.82,322.69,-22.35,-57.4,0.26,19.67,-102.95,-57.77
2013-01-02 18:00:00,-139.22,3.87,337.28,-22.35,-57.4,0.25,14.79,-108.46,-28.76
2013-01-02 21:00:00,-132.21,-63.21,380.01,-22.35,-57.4,0.24,12.05,-105.58,-11.55
2013-01-03 00:00:00,-132.43,-81.36,386.72,-22.35,-57.4,0.21,10.09,-98.22,-5.26
2013-01-03 03:00:00,-141.33,-42.39,365.41,-22.35,-57.4,0.18,9.89,-88.97,-23.03
2013-01-03 06:00:00,-141.68,-4.97,354.81,-22.35,-57.4,0.02,9.31,-86.65,-51.09
2013-01-03 09:00:00,-137.81,-221.04,552.73,-22.35,-57.4,0.0,8.63,-77.92,-44.84
2013-01-03 12:00:00,-130.88,-141.5,470.65,-22.35,-57.4,0.05,9.95,-76.55,-51.97
2013-01-03 15:00:00,-127.62,48.75,254.31,-22.35,-57.4,1.1,22.18,-61.33,-57.65
2013-01-03 18:00:00,-129.04,35.25,253.29,-22.35,-57.4,1.16,22.18,-72.85,-30.24
2013-01-03 21:00:00,-123.84,7.88,262.55,-22.35,-57.4,1.09,21.78,-77.51,-12.21
2013-01-04 00:00:00,-122.4,-14.58,275.87,-22.35,-57.4,1.11,21.6,-76.37,-5.48
2013-01-04 03:00:00,-130.2,7.39,273.69,-22.35,-57.4,1.09,21.26,-71.75,-21.73
2013-01-04 06:00:00,-131.66,29.24,271.03,-22.35,-57.4,0.96,21.7,-63.95,-47.57
2013-01-04 09:00:00,-132.74,-200.92,504.66,-22.35,-57.4,0.23,20.19,-61.59,-50.08
2013-01-04 12:00:00,-129.62,-154.7,470.06,-22.35,-57.4,0.31,20.89,-65.53,-61.66
2013-01-04 15:00:00,-126.75,62.87,222.66,-22.35,-57.4,3.78,23.11,-47.83,-58.09
2013-01-04 18:00:00,-129.87,65.0,196.98,-22.35,-57.4,4.14,26.69,-50.19,-32.99
2013-01-04 21:00:00,-115.88,47.81,187.45,-22.35,-57.4,2.67,26.45,-53.3,-15.46
2013-01-05 00:00:00,-114.37,46.4,178.6,-22.35,-57.4,1.58,26.41,-51.8,-7.09
2013-01-05 03:00:00,-133.18,87.17,141.0,-22.35,-57.4,0.65,26.82,-31.42,-11.27
2013-01-05 06:00:00,-130.33,127.15,121.26,-22.35,-57.4,0.66,28.52,-36.82,-30.69
2013-01-05 09:00:00,-125.68,-74.94,349.77,-22.35,-57.4,0.97,30.64,-52.12,-48.89
2013-01-05 12:00:00,-119.38,-55.4,334.98,-22.35,-57.4,2.08,30.68,-65.07,-48.14
2013-01-05 15:00:00,-122.35,105.1,145.62,-22.35,-57.4,9.29,34.29,-51.12,-41.08
2013-01-05 18:00:00,-126.4,123.6,90.68,-22.35,-57.4,9.98,37.19,-30.71,-24.59
2013-01-05 21:00:00,-105.06,108.59,51.91,-22.35,-57.4,9.75,37.76,-9.98,-13.21
2013-01-06 00:00:00,-102.62,94.95,45.67,-22.35,-57.4,9.93,37.82,-0.31,-5.7
2013-01-06 03:00:00,-127.87,111.37,54.24,-22.35,-57.4,10.95,37.88,-1.24,-5.58
2013-01-06 06:00:00,-128.71,101.64,93.11,-22.35,-57.4,11.91,37.96,-19.72,-16.43
2013-01-06 09:00:00,-123.11,-110.95,335.33,-22.35,-57.4,12.0,37.99,-31.48,-40.02
2013-01-06 12:00:00,-123.12,-62.86,296.75,-22.35,-57.4,19.33,38.06,-40.97,-47.44
2013-01-06 15:00:00,-123.43,128.41,86.31,-22.35,-57.4,22.86,38.25,-25.3,-47.36
2013-01-06 18:00:00,-121.78,125.81,62.0,-22.35,-57.4,23.36,38.25,-17.42,-30.48
2013-01-06 21:00:00,-110.54,102.19,47.29,-22.35,-57.4,23.37,38.25,-9.31,-11.51
2013-01-07 00:00:00,-111.71,98.06,50.59,-22.35,-57.4,23.5,38.25,-13.24,-5.71
2013-01-07 03:00:00,-123.7,133.82,52.12,-22.35,-57.4,24.04,38.26,-17.82,-26.96
2013-01-07 06:00:00,-127.6,151.94,67.67,-22.35,-57.4,24.18,38.26,-21.88,-52.81
2013-01-07 09:00:00,-121.98,-24.05,231.66,-22.35,-57.4,23.76,38.26,-23.13,-44.77
2013-01-07 12:00:00,-119.17,10.61,194.32,-22.35,-57.4,23.84,38.26,-19.09,-49.03
2013-01-07 15:00:00,-120.23,143.22,62.07,-22.35,-57.4,23.84,38.26,-13.48,-53.93
2013-01-07 18:00:00,-121.65,116.59,66.71,-22.35,-57.4,23.85,38.26,-18.12,-25.88
2013-01-07 21:00:00,-110.19,84.55,80.65,-22.35,-57.4,23.85,38.26,-27.25,-10.12
2013-01-08 00:00:00,-111.08,62.57,100.33,-22.35,-57.4,23.72,38.26,-28.91,-5.14
2013-01-08 03:00:00,-123.51,92.52,86.01,-22.35,-57.4,23.72,38.26,-12.93,-24.31
2013-01-08 06:00:00,-128.2,115.2,86.76,-22.35,-57.4,23.85,38.26,-3.56,-52.56
2013-01-08 09:00:00,-126.32,-47.16,243.21,-22.35,-57.4,23.85,38.26,-8.82,-43.26
2013-01-08 12:00:00,-120.87,31.26,170.33,-22.35,-57.4,23.85,38.26,-13.18,-49.89
2013-01-08 15:00:00,-105.26,164.13,24.3,-22.35,-57.4,24.52,38.26,-9.87,-56.34
2013-01-08 18:00:00,-101.62,140.14,14.22,-22.35,-57.4,24.47,38.26,-8.66,-27.06
2013-01-08 21:00:00,-90.35,112.43,13.32,-22.35,-57.4,24.47,38.26,-7.67,-10.7
2013-01-09 00:00:00,-89.59,109.22,7.92,-22.35,-57.4,24.47,38.26,-5.41,-5.12
2013-01-09 03:00:00,-100.81,138.94,8.14,-22.35,-57.4,24.47,38.26,-5.35,-23.89
2013-01-09 06:00:00,-104.19,169.05,8.88,-22.35,-57.4,24.47,38.26,-4.07,-52.65
2013-01-09 09:00:00,-102.55,32.37,141.76,-22.35,-57.4,20.94,38.25,-6.27,-44.76
2013-01-09 12:00:00,-101.88,72.93,109.44,-22.35,-57.4,20.67,38.25,-7.44,-52.23
2013-01-09 15:00:00,-103.25,144.02,41.61,-22.35,-57.4,20.58,38.25,-3.09,-58.37
2013-01-09 18:00:00,-103.26,106.43,47.04,-22.35,-57.4,20.55,38.25,-0.12,-29.15
2013-01-09 21:00:00,-90.69,70.44,54.64,-22.35,-57.4,19.27,37.91,-0.12,-11.71
2013-01-10 00:00:00,-91.72,51.05,71.92,-22.35,-57.4,18.48,35.47,-0.12,-5.33
2013-01-10 03:00:00,-106.59,62.4,93.48,-22.35,-57.4,18.48,35.37,-0.12,-23.26
2013-01-10 06:00:00,-111.54,86.7,102.6,-22.35,-57.4,18.48,35.37,-0.12,-51.75
2013-01-10 09:00:00,-111.93,-89.1,280.94,-22.35,-57.4,18.48,35.39,-8.27,-45.75
2013-01-10 12:00:00,-111.75,-36.62,234.51,-22.35,-57.4,18.48,35.48,-7.1,-53.26
2013-01-10 15:00:00,-112.9,111.77,94.12,-22.35,-57.4,18.48,35.85,-8.42,-59.14
2013-01-10 18:00:00,-107.06,84.57,96.27,-22.35,-57.4,18.5,35.9,-17.42,-31.03
2013-01-10 21:00:00,-100.66,82.62,75.17,-22.35,-57.4,18.51,36.13,-19.46,-12.55
2013-01-11 00:00:00,-102.46,94.27,54.04,-22.35,-57.4,18.57,36.58,-15.61,-5.64
2013-01-11 03:00:00,-109.72,133.83,30.73,-22.35,-57.4,18.78,37.1,-8.58,-22.38
2013-01-11 06:00:00,-110.08,158.58,31.03,-22.35,-57.4,19.74,38.22,-8.54,-49.21
2013-01-11 09:00:00,-120.78,-14.47,217.25,-22.35,-57.4,19.85,38.22,-8.22,-52.1
2013-01-11 12:00:00,-120.14,12.87,205.27,-22.35,-57.4,20.14,38.25,-12.34,-64.3
2013-01-11 15:00:00,-120.55,156.81,56.42,-22.35,-57.4,20.25,38.25,-10.79,-60.64
2013-01-11 18:00:00,-122.15,139.27,45.34,-22.35,-57.4,20.26,38.25,-6.78,-34.44
2013-01-11 21:00:00,-114.32,119.49,36.96,-22.35,-57.4,20.25,38.25,-4.74,-16.14
2013-01-12 00:00:00,-116.51,88.45,58.08,-22.35,-57.4,23.34,38.26,-4.45,-7.41
2013-01-12 03:00:00,-128.24,83.89,77.07,-22.35,-57.4,23.61,38.26,-3.04,-11.8
2013-01-12 06:00:00,-135.94,97.28,92.34,-22.35,-57.4,22.81,38.26,-2.82,-32.17
2013-01-12 09:00:00,-134.95,-81.73,289.79,-22.35,-57.4,22.74,38.26,-3.08,-51.27
2013-01-12 12:00:00,-133.93,-16.22,222.29,-22.35,-57.4,22.89,38.26,-3.07,-50.48
2013-01-12 15:00:00,-123.3,112.6,71.67,-22.35,-57.4,23.92,38.26,-0.29,-43.1
2013-01-12 18:00:00,-119.63,131.97,31.23,-22.35,-57.4,23.89,38.26,-0.21,-25.76
2013-01-12 21:00:00,-104.47,119.84,16.26,-22.35,-57.4,23.8,38.26,-0.12,-13.83
2013-01-13 00:00:00,-105.64,126.75,2.78,-22.35,-57.4,24.32,38.26,-0.75,-5.97
2013-01-13 03:00:00,-111.17,128.6,8.67,-22.35,-57.4,24.34,38.26,-3.1,-5.84
2013-01-13 06:00:00,-112.96,141.52,9.88,-22.35,-57.4,24.38,38.26,-4.14,-17.19
2013-01-13 09:00:00,-112.3,-1.62,175.38,-22.35,-57.4,24.52,38.26,-2.47,-42.02
2013-01-13 12:00:00,-109.88,29.38,147.52,-22.35,-57.4,24.52,38.26,-0.12,-49.93
2013-01-13 15:00:00,-112.11,128.1,50.92,-22.35,-57.4,24.52,38.26,-0.12,-49.83
2013-01-13 18:00:00,-110.8,153.33,6.54,-22.35,-57.4,24.52,38.26,-0.12,-31.98
2013-01-13 21:00:00,-111.53,127.81,12.88,-22.35,-57.4,24.52,38.26,-0.12,-12.06
2013-01-14 00:00:00,-116.2,119.28,22.0,-22.35,-57.4,24.52,38.26,-2.14,-5.96
2013-01-14 03:00:00,-123.98,143.52,38.47,-22.35,-57.4,24.52,38.26,-12.97,-28.06
2013-01-14 06:00:00,-129.42,164.3,50.96,-22.35,-57.4,24.36,38.26,-13.67,-55.05
2013-01-14 09:00:00,-132.63,-37.35,247.12,-22.35,-57.4,23.31,38.26,-12.17,-46.77
2013-01-14 12:00:00,-137.34,-35.52,258.09,-22.35,-57.4,22.64,38.25,-15.09,-51.29
2013-01-14 15:00:00,-141.46,61.99,172.53,-22.35,-57.4,22.73,38.23,-17.96,-56.31
2013-01-14 18:00:00,-139.96,43.25,169.51,-22.35,-57.4,16.39,38.13,-20.64,-26.92
2013-01-14 21:00:00,-133.17,25.44,160.82,-22.35,-57.4,16.64,38.04,-17.52,-10.51
2013-01-15 00:00:00,-132.15,53.89,111.06,-22.35,-57.4,18.48,38.11,-4.34,-5.32
2013-01-15 03:00:00,-133.6,113.98,69.78,-22.35,-57.4,23.47,38.26,-7.09,-25.04
2013-01-15 06:00:00,-118.99,159.21,39.93,-22.35,-57.4,24.28,38.26,-8.51,-54.44
2013-01-15 09:00:00,-119.06,5.81,179.6,-22.35,-57.4,24.28,38.26,-4.31,-44.83
2013-01-15 12:00:00,-116.61,8.75,176.97,-22.35,-57.4,24.32,38.26,-0.26,-51.68
2013-01-15 15:00:00,-115.21,142.45,48.36,-22.35,-57.4,24.49,38.26,-0.12,-58.48
2013-01-15 18:00:00,-120.08,150.62,14.7,-22.35,-57.4,24.49,38.26,-0.12,-28.12
2013-01-15 21:00:00,-115.86,118.05,26.25,-22.35,-57.4,24.49,38.26,-0.31,-11.12
2013-01-16 00:00:00,-113.33,101.12,37.12,-22.35,-57.4,24.49,38.26,-2.59,-5.3
2013-01-16 03:00:00,-114.87,124.09,36.71,-22.35,-57.4,24.52,38.26,-4.33,-24.63
2013-01-16 06:00:00,-115.9,139.64,53.65,-22.35,-57.4,24.52,38.26,-5.79,-54.64
2013-01-16 09:00:00,-111.76,29.26,151.9,-22.35,-57.4,24.52,38.26,-5.89,-46.54
2013-01-16 12:00:00,-108.8,69.9,116.06,-22.35,-57.4,24.52,38.26,-5.82,-54.37
2013-01-16 15:00:00,-109.69,139.12,53.27,-22.35,-57.4,24.52,38.26,-4.89,-60.83
2013-01-16 18:00:00,-107.03,136.71,21.28,-22.35,-57.4,24.52,38.26,-3.69,-30.3
2013-01-16 21:00:00,-101.55,118.75,15.19,-22.35,-57.4,24.52,38.26,-3.25,-12.17
2013-01-17 00:00:00,-98.33,112.41,11.43,-22.35,-57.4,24.52,38.26,-3.01,-5.53
2013-01-17 03:00:00,-109.09,143.75,9.61,-22.35,-57.4,24.52,38.26,-3.13,-24.16
2013-01-17 06:00:00,-113.26,161.1,28.81,-22.35,-57.4,24.52,38.26,-5.74,-53.94
2013-01-17 09:00:00,-126.38,-10.48,208.58,-22.35,-57.4,24.51,38.26,-7.05,-47.68
2013-01-17 12:00:00,-126.04,-8.76,219.06,-22.35,-57.4,24.51,38.26,-11.77,-55.51
2013-01-17 15:00:00,-130.84,96.35,167.49,-22.35,-57.4,24.51,38.26,-54.35,-61.67
2013-01-17 18:00:00,-133.54,73.25,195.44,-22.35,-57.4,23.93,38.26,-85.32,-32.26
2013-01-17 21:00:00,-126.61,26.38,224.38,-22.35,-57.4,21.76,38.25,-91.41,-13.01
2013-01-18 00:00:00,-123.8,6.71,238.23,-22.35,-57.4,19.92,38.25,-93.73,-5.83
2013-01-18 03:00:00,-131.48,31.68,240.08,-22.35,-57.4,18.52,38.25,-94.2,-23.1
2013-01-18 06:00:00,-131.63,1.51,292.29,-22.35,-57.4,14.8,38.25,-84.82,-50.65
2013-01-18 09:00:00,-130.36,-143.47,426.79,-22.35,-57.4,9.75,38.25,-67.47,-53.73
2013-01-18 12:00:00,-128.99,-110.23,390.82,-22.35,-57.4,9.72,36.84,-51.94,-66.46
2013-01-18 15:00:00,-126.87,1.71,265.77,-22.35,-57.4,10.8,35.61,-44.72,-62.56
2013-01-18 18:00:00,-127.31,-21.33,262.43,-22.35,-57.4,10.77,35.38,-44.88,-35.32
2013-01-18 21:00:00,-123.98,-19.62,237.05,-22.35,-57.4,10.68,35.29,-43.19,-16.48
2013-01-19 00:00:00,-127.5,-20.1,223.53,-22.35,-57.4,10.52,35.22,-34.37,-7.54
2013-01-19 03:00:00,-136.04,3.09,201.6,-22.35,-57.4,10.4,35.14,-22.45,-11.99
2013-01-19 06:00:00,-137.8,33.14,187.75,-22.35,-57.4,10.18,35.14,-16.01,-32.64
2013-01-19 09:00:00,-138.88,-47.84,288.26,-22.35,-57.4,8.59,35.13,-13.2,-52.32
2013-01-19 12:00:00,-138.12,-32.76,272.08,-22.35,-57.4,8.37,33.64,-11.71,-51.76
2013-01-19 15:00:00,-137.87,16.34,209.54,-22.35,-57.4,7.89,33.54,-5.68,-44.01
2013-01-19 18:00:00,-138.06,35.35,174.12,-22.35,-57.4,7.76,31.53,-4.83,-26.12
2013-01-19 21:00:00,-133.48,48.64,142.35,-22.35,-57.4,7.3,30.71,-1.8,-13.96
2013-01-20 00:00:00,-138.68,65.25,122.39,-22.35,-57.4,7.2,30.83,-1.23,-6.01
2013-01-20 03:00:00,-142.26,78.73,110.29,-22.35,-57.4,7.2,33.04,-1.39,-5.86
2013-01-20 06:00:00,-137.96,51.15,142.75,-22.35,-57.4,7.54,35.63,-2.14,-17.23
2013-01-20 09:00:00,-135.97,-71.13,282.48,-22.35,-57.4,11.72,37.82,-2.98,-42.2
2013-01-20 12:00:00,-135.72,-72.8,294.08,-22.35,-57.4,12.12,38.25,-5.95,-50.23
2013-01-20 15:00:00,-137.16,21.07,200.66,-22.35,-57.4,13.85,38.25,-7.0,-49.93
2013-01-20 18:00:00,-136.87,5.48,201.53,-22.35,-57.4,15.33,38.25,-12.05,-31.93
2013-01-20 21:00:00,-133.4,-0.83,185.55,-22.35,-57.4,17.17,38.25,-14.97,-12.01
2013-01-21 00:00:00,-133.11,5.59,171.01,-22.35,-57.4,17.47,38.25,-13.54,-5.92
2013-01-21 03:00:00,-131.98,27.04,179.06,-22.35,-57.4,17.52,38.25,-22.38,-27.77
2013-01-21 06:00:00,-127.55,48.18,191.25,-22.35,-57.4,17.53,38.25,-33.35,-54.57
2013-01-21 09:00:00,-128.15,-91.19,330.56,-22.35,-57.4,17.37,38.25,-40.67,-46.43
2013-01-21 12:00:00,-127.93,-125.39,378.64,-22.35,-57.4,17.36,38.25,-50.19,-50.99
2013-01-21 15:00:00,-128.16,-4.79,263.48,-22.35,-57.4,15.27,37.27,-47.21,-56.11
2013-01-21 18:00:00,-122.19,22.76,198.84,-22.35,-57.4,15.47,36.6,-44.83,-26.9
2013-01-21 21:00:00,-121.85,16.93,183.52,-22.35,-57.4,15.47,36.6,-40.4,-10.51
2013-01-22 00:00:00,-121.6,20.1,169.62,-22.35,-57.4,15.44,36.6,-35.1,-5.31
2013-01-22 03:00:00,-124.67,48.62,158.3,-22.35,-57.4,14.91,36.6,-29.0,-25.01
2013-01-22 06:00:00,-124.85,74.03,151.52,-22.35,-57.4,15.58,36.85,-18.94,-54.44
2013-01-22 09:00:00,-129.33,-92.85,306.78,-22.35,-57.4,18.77,38.25,-17.05,-44.81
2013-01-22 12:00:00,-122.32,1.73,206.23,-22.35,-57.4,19.59,38.25,-12.07,-51.67
2013-01-22 15:00:00,-127.62,99.21,114.16,-22.35,-57.4,19.6,38.25,-5.3,-58.55
2013-01-22 18:00:00,-128.29,103.87,75.22,-22.35,-57.4,19.72,38.25,-0.82,-28.2
2013-01-22 21:00:00,-124.83,110.6,45.27,-22.35,-57.4,21.79,38.25,-0.18,-11.15
2013-01-23 00:00:00,-108.51,101.32,30.88,-22.35,-57.4,23.3,38.25,-0.18,-5.32
2013-01-23 03:00:00,-110.01,134.7,17.47,-22.35,-57.4,24.26,38.25,-0.18,-24.74
2013-01-23 06:00:00,-113.13,162.85,22.43,-22.35,-57.4,24.26,38.26,-0.18,-54.74
2013-01-23 09:00:00,-119.51,-34.37,217.65,-22.35,-57.4,24.26,38.26,-0.18,-46.36
2013-01-23 12:00:00,-120.52,11.9,180.03,-22.35,-57.4,24.26,38.26,-0.18,-54.01
2013-01-23 15:00:00,-114.47,123.38,68.92,-22.35,-57.4,24.26,38.26,-0.17,-60.43
2013-01-23 18:00:00,-111.84,132.25,27.25,-22.35,-57.4,24.14,38.26,-0.14,-30.16
2013-01-23 21:00:00,-111.08,119.23,21.3,-22.35,-57.4,24.25,38.26,-0.12,-12.09
2013-01-24 00:00:00,-106.23,109.98,19.12,-22.35,-57.4,24.25,38.26,-0.12,-5.5
2013-01-24 03:00:00,-113.08,142.3,11.91,-22.35,-57.4,24.52,38.26,-0.12,-24.04
2013-01-24 06:00:00,-113.69,173.61,10.8,-22.35,-57.4,24.52,38.26,-0.12,-53.63
2013-01-24 09:00:00,-114.93,33.15,147.44,-22.35,-57.4,24.52,38.26,-1.35,-47.35
2013-01-24 12:00:00,-119.67,43.52,149.85,-22.35,-57.4,24.52,38.26,-1.66,-55.07
2013-01-24 15:00:00,-120.12,135.98,64.2,-22.35,-57.4,24.52,38.26,-1.78,-61.31
2013-01-24 18:00:00,-127.53,132.7,59.03,-22.35,-57.4,24.52,38.26,-15.02,-32.21
2013-01-24 21:00:00,-125.53,119.29,79.36,-22.35,-57.4,24.52,38.26,-43.1,-13.04
2013-01-25 00:00:00,-125.13,111.91,95.39,-22.35,-57.4,24.52,38.26,-59.34,-5.86
2013-01-25 03:00:00,-131.36,129.69,113.27,-22.35,-57.4,24.52,38.26,-71.36,-23.26
2013-01-25 06:00:00,-134.25,135.72,140.29,-22.35,-57.4,23.96,38.26,-73.16,-51.07
2013-01-25 09:00:00,-135.72,-34.01,315.0,-22.35,-57.4,23.5,38.26,-73.4,-53.86
2013-01-25 12:00:00,-137.8,-39.86,347.11,-22.35,-57.4,22.71,38.25,-84.27,-66.39
2013-01-25 15:00:00,-136.32,67.28,242.43,-22.35,-57.4,17.38,38.25,-86.78,-62.5
2013-01-25 18:00:00,-137.75,-24.42,324.47,-22.35,-57.4,13.8,36.5,-97.49,-35.37
2013-01-25 21:00:00,-134.21,-35.09,316.63,-22.35,-57.4,5.35,35.25,-91.66,-16.53
2013-01-26 00:00:00,-131.22,-35.19,310.03,-22.35,-57.4,3.71,35.04,-95.04,-7.57
2013-01-26 03:00:00,-135.92,4.97,260.57,-22.35,-57.4,2.98,35.05,-75.86,-12.04
2013-01-26 06:00:00,-137.12,16.84,257.02,-22.35,-57.4,0.64,35.04,-59.91,-32.76
2013-01-26 09:00:00,-146.37,-185.5,531.7,-22.35,-57.4,0.25,22.09,-90.33,-52.08
2013-01-26 12:00:00,-146.07,-170.34,524.02,-22.35,-57.4,0.25,21.87,-98.95,-51.03
2013-01-26 15:00:00,-145.75,-53.62,385.61,-22.35,-57.4,0.31,35.33,-98.78,-43.36
2013-01-26 18:00:00,-145.71,-62.5,396.33,-22.35,-57.4,0.28,34.39,-117.19,-25.86
2013-01-26 21:00:00,-145.21,-65.39,403.3,-22.35,-57.4,0.26,23.26,-122.63,-13.85
2013-01-27 00:00:00,-145.05,-61.95,398.28,-22.35,-57.4,0.25,18.27,-124.12,-5.94
2013-01-27 03:00:00,-145.76,-68.27,405.62,-22.35,-57.4,0.25,17.56,-123.86,-5.8
2013-01-27 06:00:00,-145.84,-93.44,443.28,-22.35,-57.4,0.25,15.57,-123.04,-17.05
2013-01-27 09:00:00,-146.05,-221.26,593.97,-22.35,-57.4,1.56,14.06,-121.12,-41.41
2013-01-27 12:00:00,-145.79,-195.9,573.91,-22.35,-57.4,1.62,14.71,-119.82,-48.98
2013-01-27 15:00:00,-143.78,-101.87,469.62,-22.35,-57.4,2.64,20.62,-118.71,-48.78
2013-01-27 18:00:00,-143.78,-85.11,429.23,-22.35,-57.4,2.65,27.68,-119.57,-31.36
2013-01-27 21:00:00,-143.55,-108.79,433.72,-22.35,-57.4,2.65,27.7,-120.15,-11.82
2013-01-28 00:00:00,-143.47,-122.79,441.59,-22.35,-57.4,2.65,28.0,-120.39,-5.85
2013-01-28 03:00:00,-143.77,-77.88,415.6,-22.35,-57.4,2.69,28.08,-117.45,-27.51
2013-01-28 06:00:00,-143.77,-38.81,403.77,-22.35,-57.4,2.91,25.1,-115.6,-53.84
2013-01-28 09:00:00,-143.65,-238.52,619.52,-22.35,-57.4,2.78,15.39,-130.28,-45.48
2013-01-28 12:00:00,-143.59,-217.67,602.91,-22.35,-57.4,2.76,15.53,-130.56,-49.63
2013-01-28 15:00:00,-143.76,-132.46,521.02,-22.35,-57.4,2.76,16.77,-130.22,-54.37
2013-01-28 18:00:00,-143.68,-101.57,463.32,-22.35,-57.4,2.63,14.89,-129.86,-25.97
2013-01-28 21:00:00,-143.36,-112.13,458.37,-22.35,-57.4,1.72,14.52,-129.23,-10.12
2013-01-29 00:00:00,-141.85,-125.67,466.45,-22.35,-57.4,1.31,14.43,-129.78,-5.12
2013-01-29 03:00:00,-143.74,-113.45,475.35,-22.35,-57.4,1.02,13.58,-128.9,-24.11
2013-01-29 06:00:00,-143.75,-105.61,501.23,-22.35,-57.4,0.03,8.77,-128.83,-52.09
2013-01-29 09:00:00,-144.11,-300.09,693.69,-22.35,-57.4,0.0,4.39,-131.49,-42.64
2013-01-29 12:00:00,-143.91,-269.68,665.0,-22.35,-57.4,0.0,4.42,-127.12,-48.96
2013-01-29 15:00:00,-147.55,-127.19,530.94,-22.35,-57.4,0.0,5.75,-127.17,-55.04
2013-01-29 18:00:00,-147.52,-99.85,474.93,-22.35,-57.4,0.0,5.74,-127.17,-26.38
2013-01-29 21:00:00,-142.06,-123.78,477.58,-22.35,-57.4,0.0,5.66,-127.21,-10.43
2013-01-30 00:00:00,-140.76,-135.12,484.19,-22.35,-57.4,0.0,5.49,-129.06,-4.98
2013-01-30 03:00:00,-145.12,-116.83,493.49,-22.35,-57.4,0.0,5.22,-133.85,-23.15
2013-01-30 06:00:00,-148.24,-127.4,537.72,-22.35,-57.4,0.0,3.03,-134.38,-50.98
2013-01-30 09:00:00,-146.11,-304.31,709.38,-22.35,-57.4,0.0,0.95,-137.13,-43.02
2013-01-30 12:00:00,-145.84,-283.49,695.34,-22.35,-57.4,0.0,0.93,-137.15,-50.04
2013-01-30 15:00:00,-146.4,-135.86,545.06,-22.35,-57.4,0.0,1.0,-128.01,-56.03
2013-01-30 18:00:00,-146.39,-110.21,491.94,-22.35,-57.4,0.0,1.0,-128.46,-28.13
2013-01-30 21:00:00,-143.91,-135.82,498.17,-22.35,-57.4,0.0,0.96,-128.29,-11.36
2013-01-31 00:00:00,-144.94,-141.62,498.88,-22.35,-57.4,0.0,0.91,-128.28,-5.19
2013-01-31 03:00:00,-148.01,-117.87,495.85,-22.35,-57.4,0.0,0.67,-128.16,-22.73
2013-01-31 06:00:00,-148.27,-146.48,549.64,-22.35,-57.4,0.0,0.01,-124.49,-50.65
2013-01-31 09:00:00,-148.02,-304.71,708.09,-22.35,-57.4,0.0,0.0,-131.27,-44.34
2013-01-31 12:00:00,-147.93,-287.57,699.86,-22.35,-57.4,0.0,0.0,-133.25,-51.36
2013-01-31 15:00:00,-147.39,-146.35,554.44,-22.35,-57.4,0.0,1.37,-125.18,-57.14
2013-01-31 18:00:00,-148.13,-86.87,463.8,-22.35,-57.4,0.0,1.36,-120.29,-30.11
2013-01-31 21:00:00,-146.5,-111.21,471.57,-22.35,-57.4,0.0,1.3,-123.18,-12.22
2013-02-01 00:00:00,-146.6,-98.8,455.31,-22.35,-57.4,0.0,1.12,-125.79,-5.5
2013-02-01 03:00:00,-151.22,-0.88,359.78,-22.35,-57.4,0.0,0.89,-107.01,-21.8
2013-02-01 06:00:00,-151.1,22.84,349.05,-22.35,-57.4,0.0,0.34,-93.5,-47.88
2013-02-01 09:00:00,-150.17,-145.81,513.3,-22.35,-57.4,0.0,0.84,-87.96,-50.45
2013-02-01 12:00:00,-150.06,-81.35,454.36,-22.35,-57.4,0.0,6.79,-87.74,-62.26
2013-02-01 15:00:00,-149.97,110.48,240.77,-22.35,-57.4,0.0,26.79,-89.58,-58.75
2013-02-01 18:00:00,-150.57,135.2,197.93,-22.35,-57.4,0.0,25.93,-95.39,-33.36
2013-02-01 21:00:00,-144.77,66.87,253.34,-22.35,-57.4,0.0,3.86,-83.93,-15.62
