snapshot,Fischer-Tropsch,H2,H2 Electrolysis,H2 for industry,H2 liquefaction,SMR,SMR CC,Sabatier,land transport fuel cell
2013-03-27 15:00:00,-137.92,133.83,103.77,-22.35,-57.4,0.95,37.33,0.0,-58.21
2013-03-27 18:00:00,-117.65,149.37,35.36,-22.35,-57.4,4.52,37.4,0.0,-29.24
2013-03-27 21:00:00,-115.04,132.66,31.54,-22.35,-57.4,4.98,37.42,0.0,-11.82
2013-03-28 00:00:00,-116.54,146.01,12.59,-22.35,-57.4,5.68,37.41,0.0,-5.4
2013-03-28 03:00:00,-123.5,175.64,8.76,-22.35,-57.4,5.06,37.38,0.0,-23.59
2013-03-28 06:00:00,-134.05,152.53,77.09,-22.35,-57.4,0.6,35.84,0.0,-52.27
2013-03-28 09:00:00,-143.9,-139.22,388.19,-22.35,-57.4,0.54,20.62,-0.92,-45.56
2013-03-28 12:00:00,-143.87,-57.5,321.15,-22.35,-57.4,0.57,22.99,-10.65,-52.94
2013-03-28 15:00:00,-145.27,112.74,141.71,-22.35,-57.4,3.7,37.74,-12.08,-58.79
2013-03-28 18:00:00,-140.25,140.4,76.95,-22.35,-57.4,7.21,37.46,-11.02,-31.0
2013-03-28 21:00:00,-132.02,129.17,75.62,-22.35,-57.4,8.67,37.71,-26.81,-12.59
2013-03-29 00:00:00,-131.48,123.41,75.56,-22.35,-57.4,9.02,37.73,-28.84,-5.66
2013-03-29 03:00:00,-137.0,153.35,61.33,-22.35,-57.4,9.06,37.72,-22.35,-22.37
2013-03-29 06:00:00,-143.11,111.63,132.77,-22.35,-57.4,8.53,37.0,-18.21,-48.88
2013-03-29 09:00:00,-146.3,-67.92,339.05,-22.35,-57.4,3.61,36.89,-34.35,-51.24
2013-03-29 12:00:00,-145.86,-10.66,283.35,-22.35,-57.4,5.22,36.93,-25.98,-63.26
2013-03-29 15:00:00,-145.37,95.39,157.31,-22.35,-57.4,12.02,37.54,-17.72,-59.44
2013-03-29 18:00:00,-145.71,144.43,69.66,-22.35,-57.4,12.6,37.99,-5.43,-33.79
2013-03-29 21:00:00,-135.61,139.48,42.35,-22.35,-57.4,12.39,38.14,-1.13,-15.87
2013-03-30 00:00:00,-125.94,136.36,26.83,-22.35,-57.4,12.14,38.13,-0.5,-7.29
2013-03-30 03:00:00,-128.13,147.39,22.26,-22.35,-57.4,11.78,38.13,-0.12,-11.56
2013-03-30 06:00:00,-137.79,104.21,96.83,-22.35,-57.4,10.32,37.87,-0.48,-31.21
2013-03-30 09:00:00,-144.17,-73.42,312.36,-22.35,-57.4,5.59,37.59,-8.6,-49.59
2013-03-30 12:00:00,-134.14,-7.72,235.78,-22.35,-57.4,5.89,37.57,-8.73,-48.9
2013-03-30 15:00:00,-129.97,74.48,135.63,-22.35,-57.4,11.11,37.57,-7.5,-41.57
2013-03-30 18:00:00,-132.82,168.42,22.74,-22.35,-57.4,12.88,37.54,-4.06,-24.95
2013-03-30 21:00:00,-133.44,161.45,20.46,-22.35,-57.4,11.73,37.31,-4.28,-13.49
2013-03-31 00:00:00,-135.27,157.32,25.39,-22.35,-57.4,10.57,36.94,-9.66,-5.52
2013-03-31 03:00:00,-138.59,167.27,37.4,-22.35,-57.4,8.29,36.57,-23.72,-7.46
2013-03-31 06:00:00,-138.26,76.12,172.32,-22.35,-57.4,0.11,32.09,-37.44,-25.19
2013-03-31 09:00:00,-149.42,-71.28,371.08,-22.35,-57.4,0.09,25.27,-51.45,-44.54
2013-03-31 12:00:00,-148.97,-47.51,349.32,-22.35,-57.4,0.08,27.54,-52.31,-48.41
2013-03-31 15:00:00,-150.95,128.05,149.37,-22.35,-57.4,2.05,32.22,-36.5,-44.49
2013-03-31 18:00:00,-150.34,154.35,93.86,-22.35,-57.4,3.98,32.51,-31.25,-23.36
2013-03-31 21:00:00,-150.53,100.98,145.12,-22.35,-57.4,4.43,31.66,-43.8,-8.11
2013-04-01 00:00:00,-150.78,96.24,155.99,-22.35,-57.4,4.42,31.61,-49.92,-7.8
2013-04-01 03:00:00,-151.25,146.8,141.17,-22.35,-57.4,4.42,31.54,-49.87,-43.06
2013-04-01 06:00:00,-151.34,-9.63,329.41,-22.35,-57.4,0.07,11.36,-50.35,-49.76
2013-04-01 09:00:00,-151.3,-265.31,592.49,-22.35,-57.4,0.05,7.39,-58.16,-45.42
2013-04-01 12:00:00,-150.26,-238.69,569.51,-22.35,-57.4,0.05,8.92,-57.13,-52.65
2013-04-01 15:00:00,-151.2,-56.68,353.9,-22.35,-57.4,0.04,24.14,-44.61,-45.84
2013-04-01 18:00:00,-150.53,90.23,153.79,-22.35,-57.4,0.04,28.11,-22.78,-19.11
2013-04-01 21:00:00,-150.07,66.63,161.92,-22.35,-57.4,0.04,27.98,-19.62,-7.13
2013-04-02 00:00:00,-149.95,97.06,127.78,-22.35,-57.4,0.09,28.15,-16.77,-6.6
2013-04-02 03:00:00,-150.56,161.38,94.58,-22.35,-57.4,0.43,28.16,-13.77,-40.48
2013-04-02 06:00:00,-150.56,53.43,227.05,-22.35,-57.4,0.0,10.83,-12.27,-48.72
2013-04-02 09:00:00,-150.54,-206.42,507.79,-22.35,-57.4,0.0,6.5,-33.72,-43.85
2013-04-02 12:00:00,-150.55,-197.4,503.55,-22.35,-57.4,0.0,7.28,-29.66,-53.47
2013-04-02 15:00:00,-150.56,32.54,246.51,-22.35,-57.4,0.0,6.53,-7.77,-47.5
2013-04-02 18:00:00,-150.5,153.22,94.15,-22.35,-57.4,0.0,5.65,-3.05,-19.73
2013-04-02 21:00:00,-150.52,121.82,114.93,-22.35,-57.4,0.0,3.61,-2.65,-7.45
2013-04-03 00:00:00,-150.54,150.9,84.56,-22.35,-57.4,0.0,3.73,-2.47,-6.42
2013-04-03 03:00:00,-150.57,201.9,66.4,-22.35,-57.4,0.0,4.71,-2.89,-39.81
2013-04-03 06:00:00,-150.95,47.91,237.47,-22.35,-57.4,0.0,0.76,-6.46,-48.99
2013-04-03 09:00:00,-151.0,-251.69,549.29,-22.35,-57.4,0.0,0.63,-21.89,-45.59
2013-04-03 12:00:00,-151.1,-205.89,514.78,-22.35,-57.4,0.0,0.66,-23.18,-55.52
2013-04-03 15:00:00,-151.18,25.12,266.81,-22.35,-57.4,0.0,0.7,-12.17,-49.53
2013-04-03 18:00:00,-150.67,87.35,170.15,-22.35,-57.4,0.0,1.05,-6.8,-21.34
2013-04-03 21:00:00,-150.74,58.77,181.15,-22.35,-57.4,0.0,2.44,-3.81,-8.06
2013-04-04 00:00:00,-151.33,81.33,154.32,-22.35,-57.4,0.0,3.8,-1.9,-6.47
2013-04-04 03:00:00,-151.39,124.04,137.39,-22.35,-57.4,0.0,10.87,-2.64,-38.51
2013-04-04 06:00:00,-151.39,-32.01,320.46,-22.35,-57.4,0.0,4.0,-12.65,-48.66
2013-04-04 09:00:00,-151.39,-266.56,562.24,-22.35,-57.4,0.0,4.1,-22.0,-46.64
2013-04-04 12:00:00,-150.67,-237.65,543.25,-22.35,-57.4,0.04,7.78,-26.63,-56.37
2013-04-04 15:00:00,-150.61,-22.74,306.51,-22.35,-57.4,1.98,13.45,-17.95,-50.89
2013-04-04 18:00:00,-150.83,44.69,197.6,-22.35,-57.4,2.07,17.58,-8.51,-22.84
2013-04-04 21:00:00,-150.82,52.53,172.55,-22.35,-57.4,2.08,17.66,-5.66,-8.59
2013-04-05 00:00:00,-150.96,71.08,152.27,-22.35,-57.4,2.09,17.75,-5.85,-6.64
2013-04-05 03:00:00,-151.21,110.01,139.75,-22.35,-57.4,2.15,23.22,-8.09,-36.08
2013-04-05 06:00:00,-150.86,8.46,259.59,-22.35,-57.4,1.72,20.76,-12.57,-47.35
2013-04-05 09:00:00,-150.76,-131.67,415.61,-22.35,-57.4,1.83,18.01,-17.38,-55.89
2013-04-05 12:00:00,-150.78,-92.1,381.76,-22.35,-57.4,1.9,20.21,-17.44,-63.8
2013-04-05 15:00:00,-150.44,60.47,192.58,-22.35,-57.4,1.91,33.78,-6.36,-52.2
2013-04-05 18:00:00,-137.89,152.35,53.04,-22.35,-57.4,5.31,36.54,-3.75,-25.86
2013-04-05 21:00:00,-131.82,152.15,28.83,-22.35,-57.4,7.37,36.55,-1.47,-11.86
2013-04-06 00:00:00,-127.3,153.97,15.54,-22.35,-57.4,8.14,36.54,-0.1,-7.03
2013-04-06 03:00:00,-127.75,175.98,3.08,-22.35,-57.4,8.28,36.55,-0.11,-16.28
2013-04-06 06:00:00,-127.76,98.86,112.25,-22.35,-57.4,6.12,35.25,-4.85,-40.12
2013-04-06 09:00:00,-127.25,-54.25,280.91,-22.35,-57.4,3.96,34.66,-8.01,-50.27
2013-04-06 12:00:00,-127.37,-35.6,258.77,-22.35,-57.4,3.45,34.64,-7.86,-46.29
2013-04-06 15:00:00,-126.95,102.68,104.43,-22.35,-57.4,6.48,35.02,-4.98,-36.94
2013-04-06 18:00:00,-127.09,169.11,16.42,-22.35,-57.4,8.11,35.02,-2.23,-19.59
2013-04-06 21:00:00,-123.78,151.27,23.0,-22.35,-57.4,8.01,34.62,-2.73,-10.64
2013-04-07 00:00:00,-122.59,140.94,28.06,-22.35,-57.4,7.52,34.01,-3.5,-4.71
2013-04-07 03:00:00,-131.4,150.37,33.23,-22.35,-57.4,5.84,33.24,-4.06,-7.46
2013-04-07 06:00:00,-138.17,27.56,203.58,-22.35,-57.4,0.19,23.72,-12.04,-25.08
2013-04-07 09:00:00,-150.59,-112.27,406.59,-22.35,-57.4,0.15,11.38,-31.54,-43.97
2013-04-07 12:00:00,-150.58,-95.04,413.11,-22.35,-57.4,0.14,11.86,-52.18,-47.55
2013-04-07 15:00:00,-149.65,121.32,170.47,-22.35,-57.4,0.14,29.34,-48.26,-43.6
2013-04-07 18:00:00,-149.39,192.24,63.37,-22.35,-57.4,2.64,32.22,-38.35,-22.98
2013-04-07 21:00:00,-148.07,128.29,108.54,-22.35,-57.4,2.81,32.14,-35.95,-8.02
2013-04-08 00:00:00,-149.05,128.19,103.57,-22.35,-57.4,2.81,32.26,-30.3,-7.73
2013-04-08 03:00:00,-150.3,181.16,85.95,-22.35,-57.4,3.28,32.48,-30.23,-42.59
2013-04-08 06:00:00,-150.33,69.38,232.67,-22.35,-57.4,0.38,10.54,-33.8,-49.1
2013-04-08 09:00:00,-149.7,-114.5,436.89,-22.35,-57.4,0.33,7.7,-56.27,-44.7
2013-04-08 12:00:00,-149.45,-105.44,433.78,-22.35,-57.4,0.39,8.5,-56.26,-51.77
2013-04-08 15:00:00,-149.77,45.4,254.36,-22.35,-57.4,0.61,20.95,-46.7,-45.1
2013-04-08 18:00:00,-149.62,94.68,180.83,-22.35,-57.4,0.71,19.16,-47.19,-18.8
2013-04-08 21:00:00,-149.2,24.92,249.92,-22.35,-57.4,0.57,13.98,-53.43,-7.01
2013-04-09 00:00:00,-149.92,26.1,260.02,-22.35,-57.4,0.78,15.28,-66.01,-6.49
2013-04-09 03:00:00,-150.23,64.02,235.34,-22.35,-57.4,1.08,21.68,-52.5,-39.65
2013-04-09 06:00:00,-150.67,-93.12,414.67,-22.35,-57.4,0.71,3.13,-47.3,-47.67
2013-04-09 09:00:00,-150.67,-282.71,597.84,-22.35,-57.4,0.31,2.83,-44.8,-43.04
2013-04-09 12:00:00,-150.67,-180.76,492.99,-22.35,-57.4,0.24,2.86,-32.28,-52.63
2013-04-09 15:00:00,-150.66,23.85,276.56,-22.35,-57.4,0.23,4.62,-28.09,-46.76
2013-04-09 18:00:00,-150.67,116.02,150.65,-22.35,-57.4,0.01,6.29,-23.2,-19.34
2013-04-09 21:00:00,-150.67,88.47,165.73,-22.35,-57.4,0.0,6.42,-22.95,-7.26
2013-04-10 00:00:00,-149.43,102.97,145.3,-22.35,-57.4,0.0,6.59,-19.44,-6.26
2013-04-10 03:00:00,-143.26,152.35,110.44,-22.35,-57.4,0.0,8.0,-9.19,-38.59
2013-04-10 06:00:00,-145.15,41.54,233.81,-22.35,-57.4,0.0,8.18,-11.21,-47.41
2013-04-10 09:00:00,-150.72,-122.4,421.52,-22.35,-57.4,0.0,4.48,-28.89,-44.24
2013-04-10 12:00:00,-150.72,-92.63,403.67,-22.35,-57.4,0.0,3.89,-30.6,-53.87
2013-04-10 15:00:00,-150.71,67.46,229.04,-22.35,-57.4,0.0,9.9,-27.99,-47.95
2013-04-10 18:00:00,-150.71,103.36,160.43,-22.35,-57.4,0.0,15.4,-28.1,-20.63
2013-04-10 21:00:00,-150.71,62.06,191.85,-22.35,-57.4,0.0,12.27,-27.95,-7.77
2013-04-11 00:00:00,-150.71,83.13,175.3,-22.35,-57.4,0.0,5.99,-27.7,-6.25
2013-04-11 03:00:00,-150.72,153.06,127.6,-22.35,-57.4,0.0,4.18,-17.4,-36.99
2013-04-11 06:00:00,-151.4,59.23,249.33,-22.35,-57.4,0.0,0.67,-31.54,-46.55
2013-04-11 09:00:00,-151.4,-94.81,399.61,-22.35,-57.4,0.0,0.55,-29.55,-44.66
2013-04-11 12:00:00,-151.4,-78.3,387.46,-22.35,-57.4,0.0,0.58,-24.5,-54.09
2013-04-11 15:00:00,-151.4,74.05,228.08,-22.35,-57.4,0.0,0.75,-22.92,-48.82
2013-04-11 18:00:00,-151.4,137.0,140.02,-22.35,-57.4,0.0,3.26,-27.24,-21.9
2013-04-11 21:00:00,-151.4,114.59,144.95,-22.35,-57.4,0.0,7.43,-27.58,-8.24
2013-04-12 00:00:00,-151.4,126.69,133.43,-22.35,-57.4,0.0,5.85,-28.45,-6.37
2013-04-12 03:00:00,-151.39,182.03,106.52,-22.35,-57.4,0.0,5.85,-28.63,-34.61
2013-04-12 06:00:00,-151.39,1.06,319.39,-22.35,-57.4,0.0,0.06,-44.11,-45.25
2013-04-12 09:00:00,-151.39,-106.37,436.57,-22.35,-57.4,0.0,0.05,-45.89,-53.2
2013-04-12 12:00:00,-151.39,-111.9,449.22,-22.35,-57.4,0.0,0.04,-45.49,-60.73
2013-04-12 15:00:00,-151.39,29.24,284.39,-22.35,-57.4,0.0,0.01,-32.73,-49.76
2013-04-12 18:00:00,-148.13,175.54,87.32,-22.35,-57.4,0.0,0.0,-10.25,-24.73
2013-04-12 21:00:00,-146.99,155.2,95.14,-22.35,-57.4,0.0,0.0,-12.23,-11.37
2013-04-13 00:00:00,-149.45,149.4,101.34,-22.35,-57.4,0.0,0.0,-14.77,-6.75
2013-04-13 03:00:00,-151.39,173.23,89.07,-22.35,-57.4,0.0,0.0,-15.5,-15.65
2013-04-13 06:00:00,-151.4,-78.75,410.98,-22.35,-57.4,0.0,0.0,-62.74,-38.33
2013-04-13 09:00:00,-151.4,-230.13,628.56,-22.35,-57.4,0.0,0.0,-119.42,-47.86
2013-04-13 12:00:00,-151.4,-245.63,657.92,-22.35,-57.4,0.0,0.0,-137.0,-44.13
2013-04-13 15:00:00,-151.4,-98.1,498.56,-22.35,-57.4,0.0,0.0,-134.09,-35.22
2013-04-13 18:00:00,-151.4,26.62,351.17,-22.35,-57.4,0.0,0.0,-128.01,-18.62
2013-04-13 21:00:00,-151.4,-13.78,383.98,-22.35,-57.4,0.0,0.0,-128.98,-10.07
2013-04-14 00:00:00,-151.4,-35.66,400.63,-22.35,-57.4,0.0,0.0,-129.37,-4.45
2013-04-14 03:00:00,-151.4,-29.75,397.76,-22.35,-57.4,0.0,0.0,-129.84,-7.03
2013-04-14 06:00:00,-151.4,-267.97,666.82,-22.35,-57.4,0.0,0.0,-144.29,-23.4
2013-04-14 09:00:00,-151.4,-285.51,702.37,-22.35,-57.4,0.0,0.0,-144.48,-41.24
2013-04-14 12:00:00,-151.4,-284.19,705.05,-22.35,-57.4,0.0,0.0,-144.58,-45.13
2013-04-14 15:00:00,-151.4,-197.84,615.03,-22.35,-57.4,0.0,0.0,-144.64,-41.39
2013-04-14 18:00:00,-151.4,-83.64,480.93,-22.35,-57.4,0.0,0.0,-144.63,-21.52
2013-04-14 21:00:00,-151.4,-125.78,509.0,-22.35,-57.4,0.0,0.0,-144.59,-7.48
2013-04-15 00:00:00,-151.4,-117.91,500.9,-22.35,-57.4,0.0,0.0,-144.59,-7.25
2013-04-15 03:00:00,-151.4,-84.65,500.73,-22.35,-57.4,0.0,0.0,-144.91,-40.02
2013-04-15 06:00:00,-151.4,-208.62,634.76,-22.35,-57.4,0.0,0.0,-149.22,-45.76
2013-04-15 09:00:00,-151.4,-289.44,711.74,-22.35,-57.4,0.0,0.0,-149.18,-41.96
2013-04-15 12:00:00,-151.4,-282.69,710.67,-22.35,-57.4,0.0,0.0,-147.7,-49.14
2013-04-15 15:00:00,-151.4,-141.85,540.26,-22.35,-57.4,0.0,0.0,-124.53,-42.73
2013-04-15 18:00:00,-151.4,23.22,336.11,-22.35,-57.4,0.0,0.0,-110.51,-17.67
2013-04-15 21:00:00,-151.4,-28.05,380.27,-22.35,-57.4,0.0,0.0,-114.45,-6.62
2013-04-16 00:00:00,-151.4,-35.88,393.16,-22.35,-57.4,0.0,0.0,-119.96,-6.17
2013-04-16 03:00:00,-151.4,-7.68,398.14,-22.35,-57.4,0.0,0.0,-121.55,-37.75
2013-04-16 06:00:00,-151.4,-225.05,641.32,-22.35,-57.4,0.0,0.0,-140.1,-45.02
2013-04-16 09:00:00,-151.4,-298.7,711.76,-22.35,-57.4,0.0,0.0,-141.22,-40.69
2013-04-16 12:00:00,-151.4,-289.3,711.45,-22.35,-57.4,0.0,0.0,-140.84,-50.17
2013-04-16 15:00:00,-151.4,-196.36,610.31,-22.35,-57.4,0.0,0.0,-138.24,-44.56
2013-04-16 18:00:00,-151.4,-14.42,334.02,-22.35,-57.4,0.0,0.0,-70.13,-18.32
2013-04-16 21:00:00,-151.4,-14.6,314.32,-22.35,-57.4,0.0,0.0,-61.66,-6.91
2013-04-17 00:00:00,-151.4,25.29,280.11,-22.35,-57.4,0.0,0.0,-68.25,-5.99
2013-04-17 03:00:00,-151.4,49.62,295.0,-22.35,-57.4,0.0,0.0,-76.43,-37.03
2013-04-17 06:00:00,-151.4,-219.98,641.89,-22.35,-57.4,0.0,0.0,-145.72,-45.04
2013-04-17 09:00:00,-151.4,-290.12,711.89,-22.35,-57.4,0.0,0.0,-148.35,-42.27
2013-04-17 12:00:00,-151.4,-279.54,711.89,-22.35,-57.4,0.0,0.0,-149.09,-52.1
2013-04-17 15:00:00,-151.4,-216.52,643.71,-22.35,-57.4,0.0,0.0,-149.65,-46.4
2013-04-17 18:00:00,-151.4,-91.98,492.12,-22.35,-57.4,0.0,0.0,-149.32,-19.66
2013-04-17 21:00:00,-151.4,-116.03,504.44,-22.35,-57.4,0.0,0.0,-149.85,-7.42
2013-04-18 00:00:00,-151.4,-127.72,515.56,-22.35,-57.4,0.0,0.0,-150.69,-6.01
2013-04-18 03:00:00,-151.4,-106.07,524.0,-22.35,-57.4,0.0,0.0,-150.99,-35.79
2013-04-18 06:00:00,-151.4,-228.36,655.88,-22.35,-57.4,0.0,0.0,-151.48,-44.89
2013-04-18 09:00:00,-151.4,-286.0,711.9,-22.35,-57.4,0.0,0.0,-151.32,-43.43
2013-04-18 12:00:00,-151.4,-276.53,711.9,-22.35,-57.4,0.0,0.0,-151.09,-53.13
2013-04-18 15:00:00,-151.4,-223.72,653.5,-22.35,-57.4,0.0,0.0,-150.74,-47.9
2013-04-18 18:00:00,-151.4,-106.75,509.06,-22.35,-57.4,0.0,0.0,-149.83,-21.33
2013-04-18 21:00:00,-151.4,-109.99,482.76,-22.35,-57.4,0.0,0.0,-133.56,-8.06
2013-04-19 00:00:00,-151.4,-96.83,430.02,-22.35,-57.4,0.0,0.0,-95.77,-6.28
2013-04-19 03:00:00,-151.4,-33.27,363.62,-22.35,-57.4,0.0,0.0,-64.93,-34.28
2013-04-19 06:00:00,-151.4,-147.41,483.55,-22.35,-57.4,0.0,0.0,-60.27,-44.72
2013-04-19 09:00:00,-151.4,-178.26,517.66,-22.35,-57.4,0.0,0.0,-55.45,-52.8
2013-04-19 12:00:00,-151.4,-154.18,500.0,-22.35,-57.4,0.0,0.0,-54.06,-60.6
2013-04-19 15:00:00,-151.4,-35.58,357.65,-22.35,-57.4,0.0,0.0,-41.24,-49.68
2013-04-19 18:00:00,-151.4,87.25,192.98,-22.35,-57.4,0.0,0.0,-24.4,-24.68
2013-04-19 21:00:00,-151.4,72.12,194.02,-22.35,-57.4,0.0,0.0,-23.58,-11.41
2013-04-20 00:00:00,-151.4,104.97,159.25,-22.35,-57.4,0.0,0.0,-26.26,-6.81
2013-04-20 03:00:00,-151.4,157.11,119.11,-22.35,-57.4,0.0,0.0,-29.26,-15.81
2013-04-20 06:00:00,-151.4,-32.25,343.78,-22.35,-57.4,0.0,0.0,-41.64,-38.73
2013-04-20 09:00:00,-151.4,-154.1,509.84,-22.35,-57.4,0.0,0.0,-76.13,-48.46
2013-04-20 12:00:00,-151.4,-159.12,535.28,-22.35,-57.4,0.0,0.0,-100.43,-44.58
2013-04-20 15:00:00,-151.4,14.0,334.08,-22.35,-57.4,0.0,0.0,-81.4,-35.53
2013-04-20 18:00:00,-151.4,178.49,129.1,-22.35,-57.4,0.0,0.0,-57.6,-18.84
2013-04-20 21:00:00,-151.4,157.09,152.34,-22.35,-57.4,0.0,0.0,-68.03,-10.26
2013-04-21 00:00:00,-151.4,152.43,155.43,-22.35,-57.4,0.0,0.0,-72.15,-4.56
2013-04-21 03:00:00,-151.4,166.51,131.31,-22.35,-57.4,0.0,0.0,-59.44,-7.23
2013-04-21 06:00:00,-151.4,32.94,274.89,-22.35,-57.4,0.0,0.0,-52.68,-23.99
2013-04-21 09:00:00,-151.4,-122.75,436.42,-22.35,-57.4,0.0,0.0,-40.49,-42.03
2013-04-21 12:00:00,-151.4,-102.19,408.1,-22.35,-57.4,0.0,0.0,-29.22,-45.54
2013-04-21 15:00:00,-151.4,47.73,248.33,-22.35,-57.4,0.0,0.0,-23.12,-41.78
2013-04-21 18:00:00,-151.4,197.16,65.77,-22.35,-57.4,0.0,0.0,-9.8,-21.98
2013-04-21 21:00:00,-151.4,171.56,80.05,-22.35,-57.4,0.0,0.0,-12.77,-7.69
2013-04-22 00:00:00,-151.4,168.37,90.39,-22.35,-57.4,0.0,0.0,-20.17,-7.44
2013-04-22 03:00:00,-151.4,216.34,85.07,-22.35,-57.4,0.0,0.0,-29.27,-40.99
2013-04-22 06:00:00,-151.4,54.29,297.02,-22.35,-57.4,0.0,0.0,-73.22,-46.94
2013-04-22 09:00:00,-151.4,-194.25,552.73,-22.35,-57.4,0.0,0.0,-84.64,-42.69
2013-04-22 12:00:00,-151.4,-244.94,622.97,-22.35,-57.4,0.0,0.0,-97.28,-49.6
2013-04-22 15:00:00,-151.4,-106.02,475.74,-22.35,-57.4,0.0,0.0,-95.39,-43.17
2013-04-22 18:00:00,-151.4,12.37,322.38,-22.35,-57.4,0.0,0.0,-85.65,-17.95
2013-04-22 21:00:00,-151.4,-28.77,340.7,-22.35,-57.4,0.0,0.0,-74.06,-6.72
2013-04-23 00:00:00,-151.4,-29.34,337.89,-22.35,-57.4,0.0,0.0,-71.16,-6.24
2013-04-23 03:00:00,-151.4,21.68,310.68,-22.35,-57.4,0.0,0.0,-63.01,-38.19
2013-04-23 06:00:00,-151.4,-165.6,524.14,-22.35,-57.4,0.0,0.0,-81.81,-45.57
2013-04-23 09:00:00,-151.4,-290.44,641.54,-22.35,-57.4,0.0,0.0,-78.93,-41.03
2013-04-23 12:00:00,-151.4,-272.94,629.09,-22.35,-57.4,0.0,0.0,-74.73,-50.27
2013-04-23 15:00:00,-151.4,-74.33,408.91,-22.35,-57.4,0.0,0.0,-58.86,-44.56
2013-04-23 18:00:00,-151.4,101.67,181.82,-22.35,-57.4,0.0,0.44,-34.38,-18.4
2013-04-23 21:00:00,-151.4,88.84,180.25,-22.35,-57.4,0.0,0.48,-31.43,-7.0
2013-04-24 00:00:00,-151.4,77.72,216.13,-22.35,-57.4,0.0,0.49,-57.11,-6.09
2013-04-24 03:00:00,-151.4,94.07,229.02,-22.35,-57.4,0.0,0.49,-54.68,-37.75
2013-04-24 06:00:00,-151.4,-171.08,512.57,-22.35,-57.4,0.0,0.0,-64.83,-45.51
2013-04-24 09:00:00,-151.4,-282.95,624.77,-22.35,-57.4,0.0,0.0,-68.42,-42.25
2013-04-24 12:00:00,-151.4,-257.26,597.01,-22.35,-57.4,0.0,0.0,-56.63,-51.97
2013-04-24 15:00:00,-150.87,-40.03,340.39,-22.35,-57.4,0.0,0.0,-23.44,-46.3
2013-04-24 18:00:00,-134.53,137.64,109.39,-22.35,-57.4,0.0,0.0,-13.04,-19.7
2013-04-24 21:00:00,-133.34,146.66,86.16,-22.35,-57.4,0.0,0.0,-12.24,-7.48
2013-04-25 00:00:00,-134.11,173.65,58.47,-22.35,-57.4,0.0,0.0,-12.18,-6.08
2013-04-25 03:00:00,-134.92,212.54,48.97,-22.35,-57.4,0.0,0.0,-10.65,-36.18
2013-04-25 06:00:00,-151.4,59.11,237.49,-22.35,-57.4,0.0,0.0,-20.53,-44.91
2013-04-25 09:00:00,-151.4,-98.17,393.27,-22.35,-57.4,0.0,0.0,-20.63,-43.33
2013-04-25 12:00:00,-151.4,-133.38,438.11,-22.35,-57.4,0.0,0.0,-20.44,-53.14
2013-04-25 15:00:00,-151.4,106.98,183.12,-22.35,-57.4,0.0,0.0,-11.05,-47.91
2013-04-25 18:00:00,-151.4,184.53,72.27,-22.35,-57.4,0.0,0.0,-4.49,-21.17
2013-04-25 21:00:00,-151.4,167.17,76.29,-22.35,-57.4,0.0,0.0,-4.35,-7.96
2013-04-26 00:00:00,-151.4,161.06,83.68,-22.35,-57.4,0.0,0.0,-7.39,-6.2
2013-04-26 03:00:00,-151.4,180.16,95.49,-22.35,-57.4,0.0,0.04,-10.87,-33.66
2013-04-26 06:00:00,-151.4,28.71,267.35,-22.35,-57.4,0.0,0.66,-21.72,-43.86
2013-04-26 09:00:00,-151.4,-70.61,400.24,-22.35,-57.4,0.0,0.45,-46.56,-52.36
2013-04-26 12:00:00,-151.4,-71.25,410.63,-22.35,-57.4,0.0,1.7,-49.43,-60.5
2013-04-26 15:00:00,-151.4,26.14,308.64,-22.35,-57.4,0.0,1.11,-55.08,-49.67
2013-04-26 18:00:00,-151.4,116.63,189.79,-22.35,-57.4,0.0,1.8,-52.57,-24.49
2013-04-26 21:00:00,-151.4,123.15,157.25,-22.35,-57.4,0.0,1.85,-39.86,-11.24
2013-04-27 00:00:00,-151.4,135.75,135.75,-22.35,-57.4,0.0,1.78,-35.45,-6.68
2013-04-27 03:00:00,-151.4,159.41,113.86,-22.35,-57.4,0.0,1.27,-27.92,-15.47
2013-04-27 06:00:00,-151.4,26.19,258.44,-22.35,-57.4,0.0,0.0,-15.18,-38.3
2013-04-27 09:00:00,-151.4,-42.1,336.75,-22.35,-57.4,0.0,0.0,-14.84,-48.66
2013-04-27 12:00:00,-151.4,-37.71,328.67,-22.35,-57.4,0.0,0.0,-14.73,-45.08
2013-04-27 15:00:00,-151.4,42.09,236.46,-22.35,-57.4,0.0,0.0,-11.39,-36.02
2013-04-27 18:00:00,-151.4,170.78,86.56,-22.35,-57.4,0.0,0.0,-7.18,-19.0
2013-04-27 21:00:00,-151.4,169.9,91.79,-22.35,-57.4,0.0,0.0,-20.24,-10.29
2013-04-28 00:00:00,-151.4,163.09,117.04,-22.35,-57.4,0.0,0.0,-44.43,-4.55
2013-04-28 03:00:00,-151.4,165.24,125.99,-22.35,-57.4,0.0,0.0,-52.9,-7.18
2013-04-28 06:00:00,-151.4,7.46,313.95,-22.35,-57.4,0.0,0.0,-66.14,-24.11
2013-04-28 09:00:00,-151.4,-109.17,460.85,-22.35,-57.4,0.0,0.0,-77.7,-42.83
2013-04-28 12:00:00,-151.4,-144.62,509.49,-22.35,-57.4,0.0,0.0,-87.16,-46.56
