snapshot,Fischer-Tropsch,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-01-01 00:00:00,33.86,-5.94,142.88,0.0,0.02,-198.93,20.98,0.0,10.85,49.25,-67.75,14.77
2013-01-01 03:00:00,35.85,-5.94,141.94,0.0,22.04,-315.66,52.43,0.0,12.77,53.57,-21.48,24.47
2013-01-01 06:00:00,35.98,-5.94,141.29,0.0,31.11,-331.58,59.4,0.02,13.03,54.11,-16.9,19.49
2013-01-01 09:00:00,35.84,-5.94,145.76,0.0,16.47,-294.51,46.34,2.37,10.42,52.29,-21.67,12.63
2013-01-01 12:00:00,35.63,-5.94,149.15,0.0,12.5,-282.65,32.07,3.94,11.1,52.42,-20.84,12.62
2013-01-01 15:00:00,35.62,-5.94,145.07,0.0,22.28,-299.51,29.47,0.96,14.34,53.24,-17.87,22.34
2013-01-01 18:00:00,34.57,-5.94,140.42,0.0,21.26,-296.79,31.91,0.0,15.46,53.4,-18.53,24.23
2013-01-01 21:00:00,33.07,-5.94,137.97,0.0,1.03,-210.68,12.3,0.0,10.89,51.86,-46.42,15.91
2013-01-02 00:00:00,33.25,-5.94,133.21,0.0,0.3,-201.93,11.2,0.0,10.73,53.79,-51.5,16.87
2013-01-02 03:00:00,35.72,-5.94,135.19,0.0,20.36,-321.67,40.98,0.0,19.03,54.67,-20.77,42.43
2013-01-02 06:00:00,35.8,-5.94,136.43,0.0,24.93,-336.04,41.4,0.02,19.69,54.67,-18.17,47.21
2013-01-02 09:00:00,35.55,-5.94,142.34,0.0,9.33,-298.4,40.99,3.34,16.04,54.45,-20.15,22.44
2013-01-02 12:00:00,35.18,-5.94,146.42,0.0,6.65,-286.54,31.38,9.06,17.42,54.4,-24.08,16.04
2013-01-02 15:00:00,35.24,-5.94,145.42,0.0,15.02,-303.83,37.25,2.56,19.95,54.67,-21.75,21.39
2013-01-02 18:00:00,34.8,-5.94,143.35,0.0,13.61,-300.55,43.63,0.0,19.22,54.05,-22.27,20.08
2013-01-02 21:00:00,33.05,-5.94,136.56,0.0,0.22,-212.63,11.01,0.0,10.65,50.96,-43.53,19.63
2013-01-03 00:00:00,33.11,-5.94,129.42,0.0,0.02,-177.53,8.55,0.0,10.61,49.77,-71.13,23.1
2013-01-03 03:00:00,35.33,-5.94,138.8,0.0,16.28,-279.52,37.2,0.0,13.52,52.63,-40.06,31.74
2013-01-03 06:00:00,35.42,-5.94,141.44,0.0,17.93,-289.89,40.51,0.0,13.39,53.07,-34.93,28.99
2013-01-03 09:00:00,34.45,-5.94,142.13,0.0,3.23,-258.34,36.09,7.25,11.34,48.71,-40.35,21.4
2013-01-03 12:00:00,32.72,-5.94,147.72,0.0,1.83,-248.65,28.48,14.88,11.44,47.39,-50.91,21.03
2013-01-03 15:00:00,31.9,-5.94,142.01,0.0,6.44,-263.48,37.63,4.34,11.92,48.83,-35.97,22.3
2013-01-03 18:00:00,32.26,-5.94,137.55,0.0,6.73,-260.03,39.55,0.0,11.86,48.38,-34.28,23.91
2013-01-03 21:00:00,30.96,-5.94,122.61,0.0,0.05,-185.4,13.92,0.0,8.72,44.51,-53.13,23.68
2013-01-04 00:00:00,30.6,-5.94,116.7,0.0,0.04,-165.59,13.2,0.0,7.55,43.5,-63.96,23.89
2013-01-04 03:00:00,32.55,-5.94,134.17,0.0,9.97,-257.75,38.54,0.0,8.15,44.81,-31.49,26.99
2013-01-04 06:00:00,32.91,-5.94,139.89,0.0,11.59,-268.38,40.15,0.0,8.67,45.58,-26.57,22.09
2013-01-04 09:00:00,33.19,-5.94,139.59,0.0,2.6,-239.54,26.34,5.47,7.07,42.4,-30.7,19.5
2013-01-04 12:00:00,32.4,-5.94,143.48,0.0,1.26,-230.55,18.18,12.38,6.62,43.33,-41.15,19.98
2013-01-04 15:00:00,31.69,-5.94,141.2,0.0,3.78,-243.9,21.05,4.14,8.0,51.15,-31.95,20.77
2013-01-04 18:00:00,32.47,-5.94,137.47,0.0,4.35,-241.01,22.19,0.0,8.01,51.53,-31.72,22.63
2013-01-04 21:00:00,28.97,-5.94,120.11,0.0,0.06,-174.09,5.54,0.0,6.49,48.01,-51.47,22.3
2013-01-05 00:00:00,28.59,-5.94,119.0,0.0,0.06,-176.52,10.13,0.0,6.15,48.42,-51.2,21.3
2013-01-05 03:00:00,33.29,-5.94,139.35,0.0,11.56,-270.78,34.41,0.0,7.17,54.91,-24.91,20.92
2013-01-05 06:00:00,32.58,-5.94,142.82,0.0,9.62,-275.94,36.06,0.0,7.09,54.58,-20.22,19.33
2013-01-05 09:00:00,31.42,-5.94,140.05,0.0,2.5,-247.05,24.9,6.63,6.02,53.71,-27.07,14.82
2013-01-05 12:00:00,29.85,-5.94,141.29,0.0,1.92,-238.67,23.4,14.12,6.04,52.88,-39.71,14.82
2013-01-05 15:00:00,30.59,-5.94,141.77,0.0,5.08,-255.72,23.85,4.56,8.58,54.08,-21.99,15.12
2013-01-05 18:00:00,31.6,-5.94,139.13,0.0,4.7,-255.65,24.5,0.0,8.92,55.12,-20.44,18.05
2013-01-05 21:00:00,26.27,-5.94,114.21,0.0,0.0,-184.21,7.42,0.0,7.78,55.12,-36.32,15.65
2013-01-06 00:00:00,25.65,-5.94,111.22,0.0,0.91,-188.77,11.38,0.0,8.32,55.12,-33.57,15.67
2013-01-06 03:00:00,31.97,-5.94,140.73,0.0,18.67,-291.56,38.96,0.0,11.68,55.12,-19.32,19.68
2013-01-06 06:00:00,32.18,-5.94,141.67,0.0,16.9,-297.43,40.18,0.0,12.18,55.12,-17.51,22.63
2013-01-06 09:00:00,30.78,-5.94,141.92,0.0,5.87,-265.91,30.49,7.99,9.82,55.12,-25.11,14.97
2013-01-06 12:00:00,30.78,-5.94,147.65,0.0,6.27,-256.77,24.99,14.96,10.31,55.12,-40.7,13.32
2013-01-06 15:00:00,30.86,-5.94,102.12,27.86,28.28,-275.37,5.24,4.3,22.57,55.12,-19.02,23.97
2013-01-06 18:00:00,30.44,-5.94,102.96,32.86,30.13,-275.2,2.33,0.0,22.57,55.12,-18.42,23.13
2013-01-06 21:00:00,27.63,-5.94,70.73,24.35,9.68,-196.5,1.82,0.0,22.57,55.12,-24.92,15.44
2013-01-07 00:00:00,27.93,-5.94,63.01,30.63,14.04,-197.04,1.96,0.0,22.57,55.12,-27.91,15.61
2013-01-07 03:00:00,30.92,-5.94,89.47,63.06,55.99,-313.32,1.71,0.0,22.57,55.12,-19.98,20.38
2013-01-07 06:00:00,31.9,-5.94,96.41,63.33,57.92,-325.33,1.5,0.0,22.57,55.12,-17.5,20.0
2013-01-07 09:00:00,30.49,-5.94,112.44,32.37,38.55,-289.32,1.85,7.98,22.57,55.12,-20.03,13.9
2013-01-07 12:00:00,29.79,-5.94,120.58,24.36,30.82,-278.32,1.32,16.53,22.57,55.12,-30.04,13.18
2013-01-07 15:00:00,30.06,-5.94,86.18,59.51,48.63,-295.25,0.56,4.96,22.57,55.12,-19.76,13.35
2013-01-07 18:00:00,30.41,-5.94,90.29,50.48,51.41,-291.02,0.98,0.0,22.57,55.12,-19.43,15.12
2013-01-07 21:00:00,27.55,-5.94,72.73,27.95,16.82,-205.94,0.51,0.0,22.57,55.12,-25.52,14.13
2013-01-08 00:00:00,27.77,-5.94,70.88,28.73,24.13,-208.36,1.18,0.0,22.57,55.12,-30.94,14.83
2013-01-08 03:00:00,30.88,-5.94,94.51,53.27,79.35,-334.04,0.49,0.0,22.57,55.12,-21.82,25.59
2013-01-08 06:00:00,32.05,-5.94,99.59,56.61,82.14,-345.54,0.6,0.03,22.57,55.12,-17.09,19.85
2013-01-08 09:00:00,31.58,-5.94,108.98,34.22,61.47,-307.06,0.67,7.57,22.57,55.12,-21.22,12.01
2013-01-08 12:00:00,30.22,-5.94,109.88,30.44,53.3,-295.5,0.56,15.66,22.57,55.12,-27.14,10.81
2013-01-08 15:00:00,26.31,-5.94,80.08,65.77,64.97,-313.91,0.29,4.87,22.57,55.12,-14.62,14.47
2013-01-08 18:00:00,25.41,-5.94,74.48,69.24,67.46,-308.93,1.62,0.0,22.57,55.12,-14.46,13.42
2013-01-08 21:00:00,22.59,-5.94,52.76,47.32,33.16,-217.07,1.36,0.0,22.57,55.12,-23.98,12.09
2013-01-09 00:00:00,22.4,-5.94,51.76,46.37,38.73,-215.89,0.9,0.0,22.57,55.12,-25.72,9.7
2013-01-09 03:00:00,25.2,-5.94,90.87,70.87,77.91,-345.58,1.27,0.0,22.57,55.12,-10.26,17.96
2013-01-09 06:00:00,26.05,-5.94,101.58,65.62,89.52,-360.84,0.19,0.0,22.57,55.12,-8.68,14.79
2013-01-09 09:00:00,25.64,-5.94,112.74,36.6,61.11,-320.25,8.97,5.19,22.57,55.12,-9.76,7.99
2013-01-09 12:00:00,25.47,-5.94,103.35,40.4,52.83,-307.67,8.32,10.53,22.57,55.12,-12.7,7.7
2013-01-09 15:00:00,25.81,-5.94,98.09,55.01,63.97,-326.52,9.41,2.4,22.57,55.12,-10.03,10.09
2013-01-09 18:00:00,25.82,-5.94,94.94,53.18,68.01,-322.2,9.61,0.0,22.57,55.12,-10.08,8.95
2013-01-09 21:00:00,22.67,-5.94,69.28,36.25,29.67,-226.99,3.9,0.0,22.57,55.12,-14.7,8.16
2013-01-10 00:00:00,22.93,-5.94,66.97,34.13,26.3,-215.45,5.93,0.0,22.57,55.12,-20.23,7.66
2013-01-10 03:00:00,26.65,-5.94,104.25,53.69,72.33,-343.59,13.15,0.0,22.57,55.12,-8.1,9.86
2013-01-10 06:00:00,27.88,-5.94,112.63,56.58,79.58,-361.75,12.75,0.0,22.57,55.12,-6.79,7.36
2013-01-10 09:00:00,27.98,-5.94,137.8,11.36,53.11,-320.88,18.43,2.48,22.53,55.12,-8.05,6.04
2013-01-10 12:00:00,27.94,-5.94,141.66,6.02,43.78,-307.82,16.69,6.48,22.53,55.12,-12.12,5.66
2013-01-10 15:00:00,28.23,-5.94,136.87,25.95,47.85,-326.33,16.78,1.96,22.53,55.12,-8.96,5.94
2013-01-10 18:00:00,26.76,-5.94,133.41,28.08,47.5,-323.05,17.32,0.0,22.53,55.12,-8.54,6.78
2013-01-10 21:00:00,25.16,-5.94,111.0,8.3,14.64,-228.52,8.01,0.0,22.53,55.12,-16.87,6.55
2013-01-11 00:00:00,25.61,-5.94,114.31,11.04,5.87,-230.26,11.56,0.0,22.57,55.12,-16.3,6.39
2013-01-11 03:00:00,27.43,-5.94,131.37,57.07,62.63,-370.14,19.22,0.0,22.57,55.12,-6.82,7.47
2013-01-11 06:00:00,27.52,-5.94,129.82,60.66,81.36,-389.38,16.9,0.0,22.57,55.12,-5.67,7.02
2013-01-11 09:00:00,30.19,-5.94,135.04,17.63,74.74,-344.77,14.43,3.6,22.57,55.12,-7.17,4.54
2013-01-11 12:00:00,30.03,-5.94,137.91,20.73,55.66,-330.44,13.54,9.34,22.57,55.12,-13.07,4.54
2013-01-11 15:00:00,30.14,-5.94,135.75,54.67,46.75,-350.52,12.4,2.66,22.57,55.12,-8.39,4.8
2013-01-11 18:00:00,30.54,-5.94,129.65,55.95,49.0,-347.34,13.18,0.0,22.57,55.12,-7.88,5.13
2013-01-11 21:00:00,28.58,-5.94,94.63,39.46,10.32,-245.35,8.62,0.0,22.57,55.12,-13.42,5.4
2013-01-12 00:00:00,29.13,-5.94,98.43,38.21,18.27,-257.44,9.68,0.0,22.57,55.12,-13.9,5.85
2013-01-12 03:00:00,32.06,-5.94,124.75,56.98,111.65,-408.48,9.02,0.0,22.57,55.12,-7.53,9.79
2013-01-12 06:00:00,33.99,-5.94,121.92,59.73,123.71,-419.5,7.67,0.0,22.57,55.12,-6.2,6.93
2013-01-12 09:00:00,33.74,-5.94,128.53,0.34,131.57,-372.53,4.96,4.42,22.57,55.12,-7.06,4.27
2013-01-12 12:00:00,33.48,-5.94,130.23,14.71,100.88,-358.37,3.05,9.62,22.57,55.12,-9.58,4.22
2013-01-12 15:00:00,30.83,-5.94,124.56,66.86,87.56,-385.56,4.32,2.15,22.57,55.12,-7.13,4.67
2013-01-12 18:00:00,29.91,-5.94,117.09,67.13,97.76,-386.86,5.36,0.0,22.57,55.12,-6.8,4.64
2013-01-12 21:00:00,26.12,-5.94,90.18,49.37,35.36,-272.19,2.7,0.0,22.57,55.12,-8.49,5.17
2013-01-13 00:00:00,26.41,-5.94,82.35,54.82,36.56,-270.35,1.38,0.0,22.57,55.12,-9.23,6.29
2013-01-13 03:00:00,27.79,-5.94,109.21,74.06,139.4,-430.17,3.52,0.0,22.57,55.12,-4.88,9.31
2013-01-13 06:00:00,28.24,-5.94,111.92,73.45,148.67,-442.93,3.85,0.03,22.57,55.12,-4.4,9.4
2013-01-13 09:00:00,28.08,-5.94,118.71,49.22,117.76,-392.97,4.42,2.81,22.57,55.12,-4.81,5.02
2013-01-13 12:00:00,27.47,-5.94,122.74,57.49,91.71,-377.73,3.12,5.77,22.57,55.12,-5.87,3.54
2013-01-13 15:00:00,28.03,-5.94,108.49,73.98,119.22,-406.45,5.26,0.98,22.57,55.12,-4.81,3.54
2013-01-13 18:00:00,27.7,-5.94,106.41,73.99,122.67,-408.17,6.53,0.0,22.57,55.12,-4.69,3.79
2013-01-13 21:00:00,27.88,-5.94,78.27,69.89,39.02,-285.64,3.14,0.0,22.57,55.12,-8.09,3.76
2013-01-14 00:00:00,29.05,-5.94,73.73,69.24,27.64,-265.61,2.88,0.0,22.57,55.12,-12.9,4.19
2013-01-14 03:00:00,31.0,-5.94,88.91,74.12,160.31,-431.84,5.9,0.0,22.57,55.12,-6.0,5.84
2013-01-14 06:00:00,32.35,-5.94,87.26,67.42,188.41,-455.27,5.93,0.0,22.57,55.12,-4.82,6.95
2013-01-14 09:00:00,33.16,-5.94,112.14,42.32,133.19,-401.98,8.85,3.01,22.57,55.12,-5.96,3.5
2013-01-14 12:00:00,34.34,-5.94,124.5,42.63,101.95,-384.69,6.06,7.09,22.57,55.12,-7.11,3.46
2013-01-14 15:00:00,35.37,-5.94,115.1,52.5,125.17,-408.42,9.76,1.82,22.57,55.12,-6.63,3.56
2013-01-14 18:00:00,34.99,-5.94,105.0,39.46,144.91,-405.03,11.16,0.0,22.57,55.12,-6.36,4.11
2013-01-14 21:00:00,33.29,-5.94,85.54,44.78,49.15,-282.7,4.92,0.0,22.57,55.12,-10.42,3.67
2013-01-15 00:00:00,33.04,-5.94,81.08,43.58,40.39,-263.71,4.29,0.0,22.57,55.12,-14.38,3.95
2013-01-15 03:00:00,33.4,-5.94,86.32,62.97,162.43,-428.07,10.59,0.0,22.57,55.12,-5.84,6.42
2013-01-15 06:00:00,29.75,-5.94,61.6,72.99,195.83,-452.84,8.17,0.0,22.57,55.12,-4.27,17.01
2013-01-15 09:00:00,29.76,-5.94,56.48,73.63,159.69,-399.74,6.25,1.66,22.57,55.12,-4.68,5.18
2013-01-15 12:00:00,29.15,-5.94,46.99,71.14,156.17,-382.29,2.35,5.49,22.57,55.12,-5.15,4.38
2013-01-15 15:00:00,28.8,-5.94,29.75,74.13,194.55,-405.67,3.18,2.6,22.57,55.12,-4.81,5.71
2013-01-15 18:00:00,30.02,-5.94,27.0,74.13,193.73,-402.98,4.31,0.0,22.57,55.12,-4.7,6.73
2013-01-15 21:00:00,28.96,-5.94,15.89,74.13,96.74,-281.78,1.99,0.0,22.57,55.12,-11.34,3.66
2013-01-16 00:00:00,28.33,-5.94,15.62,74.13,109.52,-278.67,0.31,0.0,22.57,55.12,-25.04,4.03
2013-01-16 03:00:00,28.72,-5.94,32.05,74.11,216.28,-453.46,3.42,0.0,22.57,55.12,-5.22,32.34
2013-01-16 06:00:00,28.97,-5.94,31.18,74.11,216.67,-481.35,3.71,0.0,22.57,55.12,-4.72,59.66
2013-01-16 09:00:00,27.94,-5.94,46.13,74.11,197.29,-424.45,3.25,2.79,22.57,55.12,-6.08,7.26
2013-01-16 12:00:00,27.2,-5.94,41.27,74.12,188.76,-405.55,2.25,5.76,22.57,55.12,-9.98,4.38
2013-01-16 15:00:00,27.42,-5.94,42.8,74.13,205.25,-430.31,2.57,1.44,22.57,55.12,-5.31,10.24
2013-01-16 18:00:00,26.76,-5.94,46.54,74.12,202.15,-427.92,3.24,0.0,22.57,55.12,-4.89,8.22
2013-01-16 21:00:00,25.39,-5.94,17.95,74.12,128.55,-298.87,0.25,0.0,22.57,55.12,-22.97,3.81
2013-01-17 00:00:00,24.58,-5.94,18.19,74.13,138.1,-281.12,0.01,0.0,22.57,55.12,-49.85,4.19
2013-01-17 03:00:00,27.27,-5.94,44.64,74.12,217.01,-458.41,1.12,0.0,22.57,55.12,-6.2,28.67
2013-01-17 06:00:00,28.31,-5.94,41.57,74.12,219.23,-484.66,1.59,0.0,22.57,55.12,-4.91,52.97
2013-01-17 09:00:00,31.6,-5.94,98.98,49.67,172.34,-427.45,2.28,3.13,22.57,55.12,-7.33,5.03
2013-01-17 12:00:00,31.51,-5.94,112.41,44.48,148.82,-408.71,1.69,7.86,22.57,55.12,-13.76,3.93
2013-01-17 15:00:00,32.71,-5.94,112.24,64.02,152.19,-433.91,2.49,2.44,22.57,55.12,-8.65,4.71
2013-01-17 18:00:00,33.38,-5.94,107.8,60.18,156.65,-430.79,4.01,0.0,22.57,55.12,-8.37,5.36
2013-01-17 21:00:00,31.65,-5.94,88.95,31.08,93.57,-300.21,2.15,0.0,22.57,55.12,-23.13,4.18
2013-01-18 00:00:00,30.95,-5.94,83.38,24.22,98.03,-282.35,1.78,0.0,22.57,55.12,-32.0,4.22
2013-01-18 03:00:00,32.87,-5.94,111.57,25.91,210.0,-460.86,4.05,0.0,22.57,55.12,-9.73,14.42
2013-01-18 06:00:00,32.91,-5.94,114.43,17.82,219.52,-486.65,6.8,0.0,22.57,55.12,-5.37,28.78
2013-01-18 09:00:00,32.59,-5.94,120.49,0.11,187.59,-429.31,12.95,4.64,22.57,55.12,-7.81,6.98
2013-01-18 12:00:00,32.25,-5.94,123.41,0.11,167.48,-410.65,12.13,10.71,22.57,55.12,-12.09,4.88
2013-01-18 15:00:00,31.72,-5.94,121.89,0.86,194.25,-436.14,13.87,1.77,22.57,55.12,-8.35,8.37
2013-01-18 18:00:00,31.83,-5.94,118.99,0.97,194.08,-432.73,15.65,0.0,22.57,55.12,-8.3,7.74
2013-01-18 21:00:00,31.0,-5.94,106.54,0.2,95.14,-302.53,9.69,0.0,22.57,55.12,-16.49,4.69
2013-01-19 00:00:00,31.88,-5.94,108.26,0.2,94.51,-289.15,5.46,0.0,22.57,55.12,-27.69,4.77
2013-01-19 03:00:00,34.01,-5.94,117.54,10.26,192.95,-462.39,24.9,0.0,22.57,55.12,-5.09,16.05
2013-01-19 06:00:00,34.45,-5.94,118.21,4.62,201.75,-476.63,28.49,0.0,22.57,55.12,-4.4,21.74
2013-01-19 09:00:00,34.72,-5.94,121.74,1.52,170.45,-422.39,21.38,1.11,22.57,55.12,-5.21,4.92
2013-01-19 12:00:00,34.53,-5.94,123.81,0.64,156.79,-405.72,19.17,2.76,22.57,55.12,-7.39,3.65
2013-01-19 15:00:00,34.47,-5.94,121.75,9.81,175.26,-436.83,22.28,0.32,22.57,55.12,-5.13,6.32
2013-01-19 18:00:00,34.51,-5.94,120.68,8.65,177.92,-439.15,25.1,0.0,22.57,55.12,-4.85,5.36
2013-01-19 21:00:00,33.37,-5.94,121.1,0.21,75.62,-307.51,14.32,0.0,22.57,55.12,-12.56,3.68
2013-01-20 00:00:00,34.67,-5.94,117.46,0.15,64.29,-272.82,12.29,0.0,22.17,55.12,-31.39,3.99
2013-01-20 03:00:00,35.56,-5.94,118.5,7.78,157.7,-433.55,37.34,0.0,22.17,55.12,-6.88,12.17
2013-01-20 06:00:00,34.49,-5.94,119.42,7.15,167.23,-447.97,42.32,0.0,21.68,55.12,-4.6,11.09
2013-01-20 09:00:00,33.99,-5.94,124.78,0.5,144.4,-397.16,26.86,1.64,21.41,55.12,-8.96,3.35
2013-01-20 12:00:00,33.93,-5.94,127.63,0.54,133.22,-381.3,20.88,4.45,21.41,55.12,-13.31,3.35
2013-01-20 15:00:00,34.29,-5.94,123.52,5.45,154.24,-410.07,24.02,0.87,22.57,55.12,-7.79,3.71
2013-01-20 18:00:00,34.22,-5.94,124.08,4.14,157.65,-412.72,23.17,0.0,22.57,55.12,-6.36,4.06
2013-01-20 21:00:00,33.35,-5.94,117.72,0.0,66.57,-289.49,10.28,0.0,22.57,55.12,-13.75,3.55
2013-01-21 00:00:00,33.28,-5.94,117.04,0.0,45.41,-253.43,8.4,0.0,22.57,55.12,-26.31,3.85
2013-01-21 03:00:00,32.99,-5.94,123.73,4.18,156.08,-409.27,18.12,0.0,22.57,55.12,-6.37,8.77
2013-01-21 06:00:00,31.89,-5.94,124.48,9.94,176.63,-434.2,15.38,0.0,22.35,55.12,-4.82,9.16
2013-01-21 09:00:00,32.04,-5.94,128.53,0.38,138.79,-383.43,10.76,3.78,21.79,55.12,-7.39,5.55
2013-01-21 12:00:00,31.98,-5.94,131.17,0.3,121.69,-366.56,7.19,10.23,21.8,55.12,-11.7,4.71
2013-01-21 15:00:00,32.04,-5.94,128.62,1.05,141.88,-388.62,9.91,3.41,22.17,55.12,-5.96,6.31
2013-01-21 18:00:00,30.55,-5.94,124.92,2.5,144.05,-386.43,12.95,0.0,22.01,55.12,-5.55,5.83
2013-01-21 21:00:00,30.46,-5.94,121.72,0.45,61.13,-271.41,8.0,0.0,21.62,55.12,-24.8,3.64
2013-01-22 00:00:00,30.4,-5.94,120.66,0.0,63.04,-264.59,10.17,0.0,21.6,55.12,-34.44,3.97
2013-01-22 03:00:00,31.17,-5.94,121.54,9.28,169.47,-429.24,15.27,0.0,22.35,55.12,-5.46,16.44
2013-01-22 06:00:00,31.21,-5.94,120.79,14.81,188.56,-455.03,11.4,0.0,22.34,55.12,-4.16,20.88
2013-01-22 09:00:00,32.33,-5.94,124.99,0.36,155.6,-401.57,8.99,5.3,21.62,55.12,-5.5,8.67
2013-01-22 12:00:00,30.58,-5.94,129.19,0.69,138.35,-383.86,7.49,10.45,22.34,55.12,-9.39,4.96
2013-01-22 15:00:00,31.9,-5.94,119.45,61.07,113.28,-407.21,7.54,3.41,22.57,55.12,-5.47,4.27
2013-01-22 18:00:00,32.07,-5.94,112.6,61.11,122.86,-404.89,6.96,0.0,22.57,55.12,-6.56,4.08
2013-01-22 21:00:00,31.21,-5.94,96.33,57.15,59.23,-283.35,3.08,0.0,22.57,55.12,-38.88,3.46
2013-01-23 00:00:00,27.13,-5.94,95.26,63.41,89.53,-271.6,1.98,0.0,22.57,55.12,-81.29,3.8
2013-01-23 03:00:00,27.5,-5.94,51.02,72.73,215.63,-442.12,4.74,0.0,22.57,55.12,-17.39,16.13
2013-01-23 06:00:00,28.28,-5.94,31.99,74.12,222.3,-467.23,5.96,0.02,22.57,55.12,-4.05,36.82
2013-01-23 09:00:00,29.88,-5.94,31.04,74.12,196.59,-412.29,5.06,4.37,22.57,55.12,-6.75,6.21
2013-01-23 12:00:00,30.13,-5.94,25.89,74.12,188.02,-394.3,2.63,9.11,22.57,55.12,-11.41,4.04
2013-01-23 15:00:00,28.62,-5.94,11.81,74.13,215.64,-418.57,4.94,1.73,22.57,55.12,-5.65,15.6
2013-01-23 18:00:00,27.96,-5.94,10.88,74.13,217.12,-415.65,4.96,0.0,22.57,55.12,-6.33,15.18
2013-01-23 21:00:00,27.77,-5.94,9.35,74.13,136.73,-289.98,1.11,0.0,22.57,55.12,-35.29,4.41
2013-01-24 00:00:00,26.56,-5.94,8.86,74.13,154.83,-272.81,0.11,0.0,22.57,55.12,-68.14,4.69
2013-01-24 03:00:00,28.27,-5.94,8.72,74.13,235.82,-444.3,1.83,0.0,22.57,55.12,-7.33,31.1
2013-01-24 06:00:00,28.42,-5.94,12.88,74.13,233.36,-469.28,2.77,0.0,22.57,55.12,-5.21,51.17
2013-01-24 09:00:00,28.73,-5.94,19.18,74.13,206.27,-414.14,4.2,4.92,22.57,55.12,-6.32,11.27
2013-01-24 12:00:00,29.92,-5.94,19.34,74.13,194.9,-396.15,1.74,12.35,22.57,55.12,-14.13,6.13
2013-01-24 15:00:00,30.03,-5.94,18.06,74.13,211.63,-420.61,4.01,3.45,22.57,55.12,-7.04,14.59
2013-01-24 18:00:00,31.88,-5.94,17.32,74.13,209.31,-417.5,4.91,0.0,22.57,55.12,-6.53,14.71
2013-01-24 21:00:00,31.38,-5.94,16.11,74.13,130.21,-291.12,2.24,0.0,22.57,55.12,-40.11,5.4
2013-01-25 00:00:00,31.28,-5.94,13.3,73.61,167.89,-286.72,3.14,0.0,22.57,55.12,-80.36,6.09
2013-01-25 03:00:00,32.84,-5.94,15.24,73.61,234.34,-469.17,5.58,0.0,22.57,55.12,-8.82,44.6
2013-01-25 06:00:00,33.56,-5.94,22.36,73.03,228.8,-494.75,5.27,0.0,22.57,55.12,-6.56,66.52
2013-01-25 09:00:00,33.93,-5.94,114.18,18.12,176.32,-436.36,17.58,6.97,22.57,55.12,-7.48,4.98
2013-01-25 12:00:00,34.45,-5.94,119.74,11.12,160.53,-417.41,16.72,13.88,22.57,55.12,-15.76,4.97
2013-01-25 15:00:00,34.08,-5.94,117.95,20.38,176.5,-443.49,21.29,3.91,22.57,55.12,-9.0,6.61
2013-01-25 18:00:00,34.44,-5.94,115.98,11.78,180.19,-439.94,24.88,0.0,22.57,55.12,-7.41,8.31
2013-01-25 21:00:00,33.55,-5.94,104.02,0.74,97.71,-306.92,14.78,0.0,22.57,55.12,-21.85,6.19
2013-01-26 00:00:00,32.8,-5.94,97.8,0.64,105.19,-278.77,3.45,0.0,22.57,55.12,-40.76,7.86
2013-01-26 03:00:00,33.98,-5.94,117.26,16.52,174.46,-446.55,19.42,0.0,22.57,55.12,-10.64,23.79
2013-01-26 06:00:00,34.28,-5.94,118.35,8.13,170.92,-457.04,30.65,0.0,22.57,55.12,-9.47,32.4
2013-01-26 09:00:00,36.59,-5.94,125.16,1.02,108.48,-405.48,61.18,7.32,22.57,55.12,-14.66,8.61
2013-01-26 12:00:00,36.52,-5.94,130.79,0.71,94.17,-390.16,53.89,15.77,22.57,55.12,-22.4,8.94
2013-01-26 15:00:00,36.44,-5.94,129.45,3.01,121.01,-420.42,57.98,5.25,22.57,55.12,-17.16,12.7
2013-01-26 18:00:00,36.43,-5.94,125.94,3.3,122.05,-421.62,61.94,0.0,22.57,55.12,-14.13,14.32
2013-01-26 21:00:00,36.3,-5.94,121.93,0.0,36.87,-294.17,40.7,0.0,22.57,55.12,-25.63,12.25
2013-01-27 00:00:00,36.26,-5.94,121.17,0.0,32.45,-243.9,15.66,0.0,21.93,55.12,-45.56,12.79
2013-01-27 03:00:00,36.44,-5.94,128.37,2.85,95.28,-387.19,47.2,0.0,22.57,55.12,-17.31,22.6
2013-01-27 06:00:00,36.46,-5.94,129.76,2.57,94.73,-394.9,49.86,0.0,22.57,55.12,-13.31,23.07
2013-01-27 09:00:00,36.51,-5.94,135.05,0.4,58.26,-351.25,49.81,6.4,22.44,55.12,-17.96,11.16
2013-01-27 12:00:00,36.45,-5.94,139.71,0.48,50.9,-338.58,42.9,10.92,21.3,55.12,-24.13,10.87
2013-01-27 15:00:00,35.94,-5.94,137.21,4.44,74.05,-364.52,44.3,1.15,22.57,55.12,-17.78,13.45
2013-01-27 18:00:00,35.94,-5.94,133.12,4.17,73.83,-364.76,48.67,0.0,22.57,55.12,-16.58,13.84
2013-01-27 21:00:00,35.89,-5.94,129.26,1.48,22.25,-254.86,14.53,0.0,22.35,55.12,-34.71,14.62
