snapshot,Fischer-Tropsch,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-06-18 06:00:00,37.85,-5.94,42.77,0.0,0.0,-47.15,0.52,2.67,0.0,0.0,-89.53,58.8
2013-06-18 09:00:00,37.85,-5.94,61.77,0.0,0.0,-46.73,0.49,14.44,0.0,0.0,-118.43,56.54
2013-06-18 12:00:00,37.85,-5.94,126.72,0.0,0.0,-46.69,0.36,15.45,0.0,0.0,-178.9,51.14
2013-06-18 15:00:00,37.61,-5.94,31.89,0.0,0.0,-46.94,0.0,4.61,0.0,0.0,-79.16,57.91
2013-06-18 18:00:00,32.44,-5.94,21.74,0.0,0.0,-46.52,0.0,0.0,0.0,0.0,-76.35,74.62
2013-06-18 21:00:00,32.36,-5.94,5.79,0.0,0.0,-45.49,0.0,0.0,0.0,0.0,-77.58,90.85
2013-06-19 00:00:00,32.41,-5.94,0.58,0.0,0.0,-46.04,0.0,0.0,0.0,0.0,-76.81,95.79
2013-06-19 03:00:00,32.6,-5.94,0.5,0.0,0.0,-47.82,0.0,0.0,0.0,0.0,-74.43,95.09
2013-06-19 06:00:00,37.85,-5.94,41.29,0.0,0.0,-47.46,0.06,2.41,0.0,0.0,-81.35,53.13
2013-06-19 09:00:00,37.85,-5.94,52.95,0.0,0.0,-47.0,0.06,14.83,0.0,0.0,-109.74,56.98
2013-06-19 12:00:00,37.85,-5.94,91.76,0.0,0.0,-46.95,0.06,17.3,0.0,0.0,-145.92,51.84
2013-06-19 15:00:00,37.85,-5.94,34.22,0.0,0.0,-47.22,0.0,5.39,0.0,0.0,-82.8,58.49
2013-06-19 18:00:00,37.85,-5.94,31.84,0.0,0.0,-46.79,0.0,0.0,0.0,0.0,-82.49,65.53
2013-06-19 21:00:00,37.85,-5.94,27.07,0.0,0.0,-45.66,0.0,0.0,0.0,0.0,-84.22,70.9
2013-06-20 00:00:00,37.85,-5.94,21.23,0.0,0.0,-46.51,0.0,0.0,0.0,0.0,-83.17,76.53
2013-06-20 03:00:00,37.85,-5.94,21.13,0.0,0.0,-48.62,0.0,0.0,0.0,0.0,-80.39,75.97
2013-06-20 06:00:00,37.85,-5.94,41.76,0.0,0.0,-48.34,0.28,1.96,0.0,0.0,-85.36,57.79
2013-06-20 09:00:00,37.85,-5.94,47.61,0.0,0.0,-47.77,0.4,14.22,0.0,0.0,-105.15,58.77
2013-06-20 12:00:00,37.85,-5.94,62.35,0.0,0.0,-47.68,0.53,15.03,0.0,0.0,-117.18,55.03
2013-06-20 15:00:00,37.85,-5.94,34.26,0.0,0.0,-48.0,0.0,4.12,0.0,0.0,-83.72,61.42
2013-06-20 18:00:00,37.85,-5.94,30.66,0.0,0.0,-47.58,0.0,0.0,0.0,0.06,-83.01,67.96
2013-06-20 21:00:00,37.85,-5.94,17.55,0.0,0.0,-46.17,0.0,0.0,0.0,0.1,-84.41,81.01
2013-06-21 00:00:00,37.85,-5.94,9.65,0.0,0.0,-45.76,0.0,0.0,0.0,0.15,-84.81,88.86
2013-06-21 03:00:00,37.85,-5.94,6.71,0.0,0.0,-47.47,0.0,0.0,0.0,0.2,-82.8,91.45
2013-06-21 06:00:00,37.85,-5.94,41.7,0.0,0.0,-47.2,0.1,1.98,0.0,0.0,-86.88,58.38
2013-06-21 09:00:00,37.85,-5.94,51.74,0.0,0.0,-46.76,0.1,13.73,0.0,0.0,-108.28,57.55
2013-06-21 12:00:00,37.85,-5.94,71.79,0.0,0.0,-46.7,0.11,15.97,0.0,0.0,-128.67,55.57
2013-06-21 15:00:00,37.85,-5.94,32.11,0.0,0.0,-46.96,0.0,4.26,0.0,0.0,-81.73,60.4
2013-06-21 18:00:00,37.85,-5.94,31.25,0.0,0.0,-46.64,0.0,0.0,0.0,0.01,-83.08,66.54
2013-06-21 21:00:00,37.85,-5.94,29.02,0.0,0.0,-45.53,0.0,0.0,0.0,0.01,-84.4,68.99
2013-06-22 00:00:00,37.85,-5.94,25.57,0.0,0.0,-48.28,0.0,0.0,0.0,0.01,-81.53,72.33
2013-06-22 03:00:00,37.85,-5.94,24.87,0.0,0.0,-51.68,0.0,0.0,0.0,0.01,-77.8,72.7
2013-06-22 06:00:00,37.85,-5.94,72.91,0.0,0.0,-51.48,4.4,1.28,0.0,0.0,-114.92,55.9
2013-06-22 09:00:00,37.85,-5.94,93.86,0.0,0.0,-50.51,4.44,12.45,0.0,0.0,-146.02,53.85
2013-06-22 12:00:00,37.85,-5.94,107.84,0.0,0.0,-50.31,3.93,15.05,0.0,0.0,-161.02,52.6
2013-06-22 15:00:00,37.85,-5.94,47.36,0.0,0.0,-50.95,1.53,5.0,0.0,0.0,-94.92,60.06
2013-06-22 18:00:00,37.85,-5.94,29.33,0.0,0.0,-50.74,0.44,0.0,0.0,0.0,-81.14,70.18
2013-06-22 21:00:00,37.85,-5.94,20.81,0.0,0.0,-48.18,0.46,0.0,0.0,0.0,-83.52,78.52
2013-06-23 00:00:00,37.85,-5.94,17.74,0.0,0.0,-53.29,0.63,0.0,0.0,0.0,-81.89,84.9
2013-06-23 03:00:00,37.85,-5.94,18.14,0.0,0.0,-59.74,1.15,0.0,0.0,0.0,-77.17,85.69
2013-06-23 06:00:00,37.85,-5.94,67.87,0.0,0.0,-58.77,4.66,1.58,0.0,0.0,-101.28,54.03
2013-06-23 09:00:00,37.85,-5.94,91.55,0.0,0.0,-56.98,5.03,10.58,0.0,0.0,-133.84,51.75
2013-06-23 12:00:00,37.85,-5.94,110.15,0.0,0.0,-56.78,2.96,11.74,0.0,0.0,-149.77,49.77
2013-06-23 15:00:00,37.85,-5.94,56.95,0.0,0.0,-58.03,1.91,4.12,0.0,0.0,-88.53,51.66
2013-06-23 18:00:00,37.85,-5.94,47.89,0.0,0.0,-57.16,0.4,0.0,0.0,0.92,-78.59,54.63
2013-06-23 21:00:00,37.85,-5.94,36.43,0.0,0.0,-52.31,0.0,0.0,0.0,0.64,-77.66,60.98
2013-06-24 00:00:00,37.85,-5.94,44.49,0.0,0.0,-64.61,0.0,0.0,0.0,1.95,-77.04,63.29
2013-06-24 03:00:00,37.85,-5.94,55.38,0.0,0.0,-80.06,0.0,0.0,0.0,3.54,-72.26,61.49
2013-06-24 06:00:00,37.85,-5.94,58.65,0.0,0.0,-77.56,0.16,1.38,0.0,2.83,-70.73,53.34
2013-06-24 09:00:00,37.85,-5.94,57.91,0.0,0.0,-73.62,0.03,11.98,0.0,1.68,-81.06,51.15
2013-06-24 12:00:00,37.85,-5.94,61.15,0.0,0.0,-73.08,0.02,15.21,0.0,0.79,-84.79,48.78
2013-06-24 15:00:00,37.85,-5.94,58.72,0.0,0.0,-75.44,0.11,5.33,0.0,2.55,-73.55,50.35
2013-06-24 18:00:00,37.85,-5.94,49.38,0.0,0.0,-72.49,0.0,0.0,0.0,2.91,-74.05,62.33
2013-06-24 21:00:00,37.85,-5.94,28.71,0.0,0.0,-62.34,0.0,0.0,0.0,2.29,-77.21,76.64
2013-06-25 00:00:00,37.85,-5.94,28.46,0.0,0.0,-66.34,0.0,0.0,0.0,2.49,-77.42,80.9
2013-06-25 03:00:00,37.85,-5.94,33.81,0.0,0.0,-82.97,0.0,0.0,0.0,5.88,-72.88,84.25
2013-06-25 06:00:00,37.85,-5.94,64.85,0.0,0.0,-79.69,0.43,1.78,0.0,0.39,-75.36,55.69
2013-06-25 09:00:00,37.85,-5.94,71.6,0.0,0.0,-75.59,0.32,15.17,0.0,0.33,-94.26,50.51
2013-06-25 12:00:00,37.85,-5.94,91.41,0.0,0.0,-75.17,0.5,17.74,0.0,0.24,-117.08,50.45
2013-06-25 15:00:00,37.85,-5.94,61.05,0.0,0.0,-77.74,0.09,5.78,0.0,2.49,-74.4,50.8
2013-06-25 18:00:00,37.85,-5.94,54.22,0.0,0.0,-74.18,0.0,0.0,0.0,3.21,-75.9,60.74
2013-06-25 21:00:00,37.85,-5.94,42.78,0.0,0.0,-63.39,0.0,0.0,0.0,1.82,-79.61,66.48
2013-06-26 00:00:00,37.85,-5.94,38.71,0.0,0.0,-67.88,0.0,0.0,0.0,2.76,-79.04,73.54
2013-06-26 03:00:00,37.85,-5.94,43.97,0.0,0.0,-85.56,0.0,0.0,0.0,7.03,-74.79,77.43
2013-06-26 06:00:00,37.82,-5.94,63.11,0.0,0.0,-81.55,0.37,1.84,0.0,1.1,-72.72,55.95
2013-06-26 09:00:00,37.8,-5.94,75.63,0.0,0.0,-77.31,0.19,15.5,0.0,0.01,-99.92,54.02
2013-06-26 12:00:00,37.8,-5.94,85.37,0.0,0.0,-77.02,0.19,18.94,0.0,0.35,-111.93,52.21
2013-06-26 15:00:00,37.85,-5.94,62.81,0.0,0.0,-79.79,0.0,6.22,0.0,2.58,-77.01,53.26
2013-06-26 18:00:00,37.85,-5.94,57.31,0.0,0.0,-75.64,0.0,0.0,0.0,4.22,-75.89,58.09
2013-06-26 21:00:00,37.85,-5.94,49.38,0.0,0.0,-64.28,0.0,0.0,0.0,1.85,-79.86,61.0
2013-06-27 00:00:00,37.85,-5.94,48.73,0.0,0.0,-69.12,0.0,0.0,0.0,2.64,-78.09,63.93
2013-06-27 03:00:00,37.85,-5.94,56.51,0.0,0.0,-87.76,0.0,0.0,0.0,6.61,-71.86,64.59
2013-06-27 06:00:00,37.85,-5.94,64.78,0.0,0.0,-83.99,0.0,1.39,0.0,3.78,-70.86,52.99
2013-06-27 09:00:00,37.85,-5.94,62.49,0.0,0.0,-79.43,0.0,11.59,0.0,1.59,-77.9,49.74
2013-06-27 12:00:00,37.85,-5.94,76.48,0.0,0.0,-79.02,0.0,14.31,0.0,1.47,-94.89,49.72
2013-06-27 15:00:00,37.85,-5.94,64.73,0.0,0.0,-81.92,0.0,4.3,0.0,3.46,-73.37,50.88
2013-06-27 18:00:00,37.85,-5.94,56.06,0.0,0.0,-77.84,0.0,0.0,0.0,3.8,-73.92,59.99
2013-06-27 21:00:00,37.85,-5.94,41.31,0.0,0.0,-65.71,0.0,0.0,0.0,1.95,-78.76,69.29
2013-06-28 00:00:00,37.85,-5.94,29.28,0.0,0.0,-61.96,0.0,0.0,0.0,2.13,-80.69,79.32
2013-06-28 03:00:00,37.85,-5.94,28.8,0.0,0.0,-75.33,0.0,0.0,0.0,4.43,-78.31,88.5
2013-06-28 06:00:00,37.85,-5.94,56.7,0.0,0.0,-72.2,0.0,1.57,0.0,2.16,-77.54,57.39
2013-06-28 09:00:00,37.85,-5.94,55.9,0.0,0.0,-69.02,0.0,13.61,0.0,0.25,-87.25,54.58
2013-06-28 12:00:00,37.85,-5.94,64.49,0.0,0.0,-68.82,0.0,16.43,0.0,0.22,-98.14,53.89
2013-06-28 15:00:00,37.85,-5.94,56.19,0.0,0.0,-70.92,0.0,5.14,0.0,1.53,-77.94,54.08
2013-06-28 18:00:00,37.85,-5.94,53.42,0.0,0.0,-67.72,0.0,0.0,0.0,2.63,-78.41,58.15
2013-06-28 21:00:00,37.85,-5.94,45.72,0.0,0.0,-59.28,0.0,0.0,0.0,1.56,-81.25,61.33
2013-06-29 00:00:00,37.85,-5.94,41.7,0.0,0.0,-56.27,0.0,0.0,0.0,2.0,-81.04,61.7
2013-06-29 03:00:00,37.85,-5.94,46.21,0.0,0.0,-64.4,0.0,0.0,0.0,3.43,-78.49,61.33
2013-06-29 06:00:00,37.85,-5.94,47.87,0.0,0.0,-62.4,0.0,1.47,0.0,2.19,-77.85,56.81
2013-06-29 09:00:00,37.85,-5.94,47.32,0.0,0.0,-60.3,0.0,10.67,0.0,0.86,-84.3,53.82
2013-06-29 12:00:00,37.85,-5.94,67.28,0.0,0.0,-60.31,0.0,11.38,0.0,1.79,-105.59,53.51
2013-06-29 15:00:00,37.85,-5.94,57.13,0.0,0.0,-61.94,0.0,4.17,0.0,2.29,-86.91,53.33
2013-06-29 18:00:00,37.85,-5.94,44.98,0.0,0.0,-60.2,0.0,0.0,0.0,2.41,-79.55,60.44
2013-06-29 21:00:00,37.85,-5.94,38.42,0.0,0.0,-54.23,0.0,0.0,0.0,1.55,-83.61,65.96
2013-06-30 00:00:00,37.85,-5.94,37.87,0.0,0.0,-54.0,0.0,0.0,0.0,1.04,-84.82,67.99
2013-06-30 03:00:00,37.85,-5.94,41.39,0.0,0.0,-60.67,0.0,0.0,0.0,1.75,-81.38,66.99
2013-06-30 06:00:00,37.85,-5.94,56.74,0.0,0.0,-58.95,3.33,1.6,0.0,0.0,-91.49,56.84
2013-06-30 09:00:00,37.85,-5.94,76.49,0.0,0.0,-57.25,3.88,14.24,0.0,0.0,-125.11,55.84
2013-06-30 12:00:00,37.85,-5.94,126.43,0.0,0.0,-57.3,3.95,16.34,0.0,0.0,-175.13,53.78
2013-06-30 15:00:00,37.85,-5.94,87.9,0.0,0.0,-58.65,0.0,5.61,0.0,0.0,-125.27,58.49
2013-06-30 18:00:00,37.85,-5.94,38.84,0.0,0.0,-57.12,0.0,0.0,0.0,0.1,-80.48,66.75
2013-06-30 21:00:00,37.85,-5.94,32.16,0.0,0.0,-52.14,0.0,0.0,0.0,0.11,-82.68,70.63
2013-07-01 00:00:00,37.85,-5.94,23.23,0.0,0.0,-48.1,0.0,0.0,0.0,0.44,-81.28,73.79
2013-07-01 03:00:00,37.85,-5.94,25.23,0.0,0.0,-51.56,0.0,0.0,0.0,0.71,-76.83,70.53
2013-07-01 06:00:00,37.85,-5.94,44.8,0.0,0.0,-51.28,1.42,2.13,0.0,0.0,-84.4,55.41
2013-07-01 09:00:00,37.85,-5.94,58.99,0.0,0.0,-50.34,1.81,16.02,0.0,0.0,-111.79,53.39
2013-07-01 12:00:00,37.85,-5.94,76.49,0.0,0.0,-50.17,2.03,19.09,0.0,0.0,-129.41,50.04
2013-07-01 15:00:00,37.85,-5.94,33.71,0.0,0.0,-50.7,0.02,5.75,0.0,0.0,-74.55,53.85
2013-07-01 18:00:00,34.65,-5.94,19.65,0.0,0.0,-50.2,0.01,0.0,0.0,0.04,-73.94,75.71
2013-07-01 21:00:00,34.49,-5.94,6.55,0.0,0.0,-47.81,0.02,0.0,0.0,0.07,-77.35,89.98
2013-07-02 00:00:00,36.86,-5.94,2.95,0.0,0.0,-49.29,0.02,0.0,0.0,0.08,-77.44,92.76
2013-07-02 03:00:00,37.13,-5.94,4.19,0.0,0.0,-53.74,0.02,0.0,0.0,0.62,-73.08,90.8
2013-07-02 06:00:00,37.85,-5.94,44.81,0.0,0.0,-53.59,1.07,2.13,0.0,0.0,-79.78,53.45
2013-07-02 09:00:00,37.85,-5.94,51.86,0.0,0.0,-52.35,1.03,16.54,0.0,0.0,-99.97,50.98
2013-07-02 12:00:00,37.85,-5.94,67.56,0.0,0.0,-52.06,0.97,18.3,0.0,0.0,-117.46,50.77
2013-07-02 15:00:00,37.85,-5.94,36.02,0.0,0.0,-52.73,0.0,5.26,0.0,0.0,-75.81,55.34
2013-07-02 18:00:00,37.85,-5.94,35.64,0.0,0.0,-52.26,0.0,0.0,0.0,0.05,-76.21,60.86
2013-07-02 21:00:00,37.85,-5.94,30.36,0.0,0.0,-49.15,0.0,0.0,0.0,0.06,-79.99,66.81
2013-07-03 00:00:00,37.85,-5.94,26.03,0.0,0.0,-45.83,0.0,0.0,0.0,0.09,-84.8,72.59
2013-07-03 03:00:00,37.85,-5.94,26.87,0.0,0.0,-47.59,0.0,0.0,0.0,0.59,-84.44,72.66
2013-07-03 06:00:00,37.85,-5.94,40.26,0.0,0.0,-47.3,0.7,0.93,0.0,0.01,-87.38,60.86
2013-07-03 09:00:00,37.85,-5.94,42.24,0.0,0.0,-46.85,0.89,7.99,0.0,0.06,-94.18,57.94
2013-07-03 12:00:00,37.85,-5.94,51.71,0.0,0.0,-46.79,0.43,11.17,0.0,0.04,-104.74,56.27
2013-07-03 15:00:00,37.85,-5.94,35.69,0.0,0.0,-47.06,0.0,3.76,0.0,0.75,-83.23,58.17
2013-07-03 18:00:00,37.85,-5.94,33.36,0.0,0.0,-46.72,0.0,0.0,0.0,0.72,-85.29,66.02
2013-07-03 21:00:00,37.85,-5.94,28.31,0.0,0.0,-45.56,0.0,0.0,0.0,0.53,-86.98,71.79
2013-07-04 00:00:00,37.85,-5.94,24.39,0.0,0.0,-44.63,0.0,0.0,0.0,0.45,-87.83,75.72
2013-07-04 03:00:00,37.85,-5.94,22.87,0.0,0.0,-45.53,0.0,0.0,0.0,0.66,-87.43,77.52
2013-07-04 06:00:00,37.85,-5.94,38.43,0.0,0.0,-45.36,0.0,1.48,0.0,0.0,-88.16,61.7
2013-07-04 09:00:00,37.85,-5.94,40.39,0.0,0.0,-45.14,0.0,13.2,0.0,0.0,-97.99,57.62
2013-07-04 12:00:00,37.85,-5.94,57.16,0.0,0.0,-45.11,0.0,16.03,0.0,0.0,-115.33,55.33
2013-07-04 15:00:00,37.85,-5.94,34.38,0.0,0.0,-45.25,0.0,5.49,0.0,0.05,-84.46,57.87
2013-07-04 18:00:00,37.84,-5.94,31.28,0.0,0.0,-45.07,0.0,0.0,0.0,0.06,-84.07,65.89
2013-07-04 21:00:00,37.75,-5.94,28.18,0.0,0.0,-44.48,0.0,0.0,0.0,0.06,-85.01,69.44
2013-07-05 00:00:00,37.15,-5.94,26.3,0.0,0.0,-44.3,0.0,0.0,0.0,0.07,-83.59,70.3
2013-07-05 03:00:00,35.89,-5.94,24.96,0.0,0.0,-44.96,0.0,0.0,0.0,0.29,-81.07,70.84
2013-07-05 06:00:00,34.85,-5.94,35.59,0.0,0.0,-44.87,0.0,1.97,0.0,0.0,-78.42,56.8
2013-07-05 09:00:00,34.64,-5.94,42.12,0.0,0.0,-44.7,0.0,14.54,0.0,0.0,-90.02,49.34
2013-07-05 12:00:00,34.55,-5.94,57.65,0.0,0.0,-44.67,0.0,17.3,0.0,0.0,-111.22,52.32
2013-07-05 15:00:00,34.37,-5.94,33.2,0.0,0.0,-44.77,0.0,6.34,0.0,0.01,-76.29,53.07
2013-07-05 18:00:00,32.9,-5.94,30.06,0.0,0.0,-44.65,0.0,0.0,0.0,0.05,-72.52,60.1
2013-07-05 21:00:00,33.69,-5.94,27.21,0.0,0.0,-44.22,0.0,0.0,0.0,0.04,-74.62,63.83
2013-07-06 00:00:00,33.89,-5.94,23.81,0.0,0.0,-43.84,0.0,0.0,0.0,0.04,-76.54,68.58
2013-07-06 03:00:00,34.16,-5.94,19.99,0.0,0.0,-44.12,0.0,0.0,0.0,0.05,-77.14,73.0
2013-07-06 06:00:00,34.52,-5.94,42.93,0.0,0.0,-44.05,0.63,2.11,0.0,0.0,-84.76,54.55
2013-07-06 09:00:00,35.19,-5.94,53.23,0.0,0.0,-43.98,0.78,15.99,0.0,0.0,-108.89,53.6
2013-07-06 12:00:00,35.32,-5.94,78.73,0.0,0.0,-43.98,0.26,18.5,0.0,0.0,-139.14,56.24
2013-07-06 15:00:00,34.72,-5.94,31.16,0.0,0.0,-44.03,0.0,6.43,0.0,0.0,-75.73,53.38
2013-07-06 18:00:00,34.08,-5.94,25.84,0.0,0.0,-43.98,0.0,0.0,0.0,0.0,-74.91,64.9
2013-07-06 21:00:00,33.97,-5.94,21.8,0.0,0.0,-43.77,0.0,0.0,0.0,0.0,-77.34,71.27
2013-07-07 00:00:00,33.86,-5.94,17.88,0.0,0.0,-43.86,0.0,0.0,0.0,0.0,-77.43,75.49
2013-07-07 03:00:00,33.73,-5.94,19.61,0.0,0.0,-44.15,0.0,0.0,0.0,0.0,-75.0,71.74
2013-07-07 06:00:00,33.89,-5.94,43.61,0.0,0.0,-44.07,1.11,2.2,0.0,0.0,-81.87,51.06
2013-07-07 09:00:00,33.98,-5.94,69.18,0.0,0.0,-44.0,1.92,15.3,0.0,0.0,-124.57,54.12
2013-07-07 12:00:00,33.99,-5.94,112.09,0.0,0.0,-44.0,0.79,17.27,0.0,0.0,-167.58,53.36
2013-07-07 15:00:00,33.98,-5.94,33.42,0.0,0.0,-44.06,0.0,5.37,0.0,0.0,-69.71,46.92
2013-07-07 18:00:00,33.46,-5.94,26.13,0.0,0.0,-43.99,0.0,0.0,0.0,0.0,-72.89,63.22
2013-07-07 21:00:00,33.15,-5.94,15.36,0.0,0.0,-43.78,0.0,0.0,0.0,0.0,-74.57,75.77
2013-07-08 00:00:00,33.1,-5.94,14.23,0.0,0.0,-44.07,0.0,0.0,0.0,0.0,-74.7,77.37
2013-07-08 03:00:00,33.15,-5.94,13.39,0.0,0.0,-44.54,0.0,0.0,0.0,0.0,-72.91,76.83
2013-07-08 06:00:00,33.24,-5.94,35.88,0.0,0.0,-44.42,0.0,2.26,0.0,0.0,-74.42,53.39
2013-07-08 09:00:00,33.55,-5.94,58.31,0.0,0.0,-44.3,0.0,16.24,0.0,0.0,-110.36,52.48
2013-07-08 12:00:00,33.58,-5.94,110.11,0.0,0.0,-44.3,0.0,15.64,0.0,0.0,-161.72,52.61
2013-07-08 15:00:00,33.23,-5.94,35.21,0.0,0.0,-44.37,0.0,4.38,0.0,0.0,-68.47,45.94
2013-07-08 18:00:00,32.69,-5.94,30.52,0.0,0.0,-44.25,0.0,0.0,0.0,0.01,-72.15,59.11
2013-07-08 21:00:00,32.66,-5.94,22.27,0.0,0.0,-43.96,0.0,0.0,0.0,0.01,-73.72,68.66
2013-07-09 00:00:00,32.68,-5.94,13.43,0.0,0.0,-44.16,0.0,0.0,0.0,0.02,-73.49,77.45
2013-07-09 03:00:00,32.76,-5.94,12.45,0.0,0.0,-44.69,0.0,0.0,0.0,0.04,-71.5,76.87
2013-07-09 06:00:00,33.49,-5.94,34.98,0.0,0.0,-44.55,0.0,2.03,0.0,0.0,-70.68,50.65
2013-07-09 09:00:00,34.03,-5.94,38.4,0.0,0.0,-44.42,0.0,15.85,0.0,0.0,-90.79,52.86
2013-07-09 12:00:00,34.05,-5.94,61.24,0.0,0.0,-44.42,0.0,16.04,0.0,0.0,-112.86,51.87
2013-07-09 15:00:00,34.13,-5.94,35.31,0.0,0.0,-44.5,0.0,3.93,0.0,0.01,-70.7,47.75
2013-07-09 18:00:00,34.0,-5.94,30.33,0.0,0.0,-44.36,0.0,0.0,0.0,0.01,-74.98,60.93
2013-07-09 21:00:00,33.96,-5.94,20.87,0.0,0.0,-44.03,0.0,0.0,0.0,0.02,-75.09,70.2
2013-07-10 00:00:00,33.86,-5.94,14.71,0.0,0.0,-44.68,0.0,0.0,0.0,0.02,-73.55,75.58
2013-07-10 03:00:00,33.54,-5.94,13.97,0.0,0.0,-45.59,0.0,0.0,0.0,0.04,-71.0,74.98
2013-07-10 06:00:00,33.18,-5.94,44.54,0.0,0.0,-45.38,0.01,2.21,0.0,0.0,-79.0,50.36
2013-07-10 09:00:00,32.86,-5.94,83.71,0.0,0.0,-45.16,0.01,16.22,0.0,0.0,-132.08,50.37
2013-07-10 12:00:00,32.77,-5.94,151.1,0.0,0.0,-45.14,0.0,16.84,0.0,0.0,-196.21,46.55
2013-07-10 15:00:00,32.79,-5.94,36.81,0.0,0.0,-45.28,0.0,4.46,0.0,0.0,-70.6,47.74
2013-07-10 18:00:00,32.76,-5.94,31.52,0.0,0.0,-45.06,0.0,0.0,0.0,0.01,-70.53,57.23
2013-07-10 21:00:00,32.85,-5.94,23.62,0.0,0.0,-44.48,0.0,0.0,0.0,0.01,-71.71,65.65
2013-07-11 00:00:00,32.88,-5.94,21.33,0.0,0.0,-45.79,0.0,0.0,0.0,0.03,-71.92,69.4
2013-07-11 03:00:00,32.88,-5.94,22.59,0.0,0.0,-47.46,0.0,0.0,0.0,0.05,-70.5,68.37
2013-07-11 06:00:00,32.88,-5.94,38.13,0.0,0.0,-47.09,0.0,2.23,0.0,0.0,-70.1,49.88
2013-07-11 09:00:00,32.99,-5.94,47.47,0.0,0.0,-46.68,0.0,16.41,0.0,0.0,-94.02,49.76
2013-07-11 12:00:00,32.72,-5.94,74.56,0.0,0.0,-46.65,0.0,18.14,0.0,0.0,-122.16,49.31
2013-07-11 15:00:00,32.57,-5.94,36.81,0.0,0.0,-46.91,0.0,5.5,0.0,0.0,-66.92,44.88
2013-07-11 18:00:00,31.24,-5.94,29.88,0.0,0.0,-46.5,0.0,0.0,0.0,0.02,-69.2,60.49
2013-07-11 21:00:00,31.15,-5.94,22.11,0.0,0.0,-45.43,0.0,0.0,0.0,0.03,-70.84,68.92
2013-07-12 00:00:00,31.09,-5.94,9.65,0.0,0.0,-45.18,0.0,0.0,0.0,0.03,-70.57,80.91
2013-07-12 03:00:00,31.13,-5.94,7.55,0.0,0.0,-46.45,0.0,0.0,0.0,0.05,-69.17,82.82
2013-07-12 06:00:00,32.04,-5.94,35.56,0.0,0.0,-46.13,0.0,2.13,0.0,0.0,-68.08,50.41
2013-07-12 09:00:00,32.97,-5.94,41.6,0.0,0.0,-45.83,0.0,16.52,0.0,0.0,-87.96,48.63
2013-07-12 12:00:00,33.04,-5.94,73.97,0.0,0.0,-45.82,0.0,19.16,0.0,0.0,-122.43,48.0
2013-07-12 15:00:00,32.74,-5.94,35.63,0.0,0.0,-46.02,0.0,6.16,0.0,0.0,-67.71,45.12
2013-07-12 18:00:00,30.94,-5.94,28.27,0.0,0.0,-45.69,0.0,0.0,0.0,0.0,-69.06,61.47
2013-07-12 21:00:00,30.84,-5.94,22.38,0.0,0.0,-44.9,0.0,0.0,0.0,0.0,-70.31,67.93
2013-07-13 00:00:00,30.87,-5.94,13.03,0.0,0.0,-44.7,0.0,0.0,0.0,0.0,-70.4,77.14
2013-07-13 03:00:00,31.05,-5.94,12.66,0.0,0.0,-45.48,0.0,0.0,0.0,0.0,-69.2,76.91
2013-07-13 06:00:00,33.06,-5.94,39.25,0.0,0.0,-45.26,0.08,2.4,0.0,0.0,-73.69,50.09
2013-07-13 09:00:00,34.24,-5.94,51.04,0.0,0.0,-45.06,0.09,16.52,0.0,0.0,-100.51,49.61
2013-07-13 12:00:00,34.34,-5.94,92.04,0.0,0.0,-45.07,0.1,19.14,0.0,0.0,-143.16,48.52
2013-07-13 15:00:00,34.39,-5.94,33.85,0.0,0.0,-45.23,0.0,6.11,0.0,0.0,-71.46,48.27
2013-07-13 18:00:00,32.88,-5.94,27.12,0.0,0.0,-45.03,0.0,0.0,0.0,0.0,-71.3,62.27
2013-07-13 21:00:00,31.7,-5.94,21.95,0.0,0.0,-44.46,0.0,0.0,0.0,0.0,-70.87,67.61
2013-07-14 00:00:00,31.39,-5.94,19.82,0.0,0.0,-45.04,0.0,0.0,0.0,0.0,-70.56,70.32
2013-07-14 03:00:00,31.53,-5.94,19.0,0.0,0.0,-45.99,0.0,0.0,0.0,0.0,-69.33,70.72
2013-07-14 06:00:00,33.36,-5.94,50.87,0.0,0.0,-45.72,1.8,2.3,0.0,0.0,-88.6,51.92
2013-07-14 09:00:00,34.33,-5.94,77.1,0.0,0.0,-45.47,1.96,16.43,0.0,0.0,-128.09,49.66
2013-07-14 12:00:00,34.46,-5.94,131.42,0.0,0.0,-45.48,1.86,18.33,0.0,0.0,-181.29,46.62
2013-07-14 15:00:00,34.54,-5.94,32.89,0.0,0.0,-45.68,0.0,6.16,0.0,0.0,-71.26,49.28
2013-07-14 18:00:00,31.64,-5.94,28.84,0.0,0.0,-45.43,0.0,0.0,0.0,0.0,-70.48,61.36
2013-07-14 21:00:00,31.53,-5.94,22.58,0.0,0.0,-44.71,0.0,0.0,0.0,0.0,-71.08,67.63
2013-07-15 00:00:00,31.59,-5.94,13.28,0.0,0.0,-44.68,0.0,0.0,0.0,0.0,-71.28,77.02
2013-07-15 03:00:00,31.74,-5.94,12.17,0.0,0.0,-45.52,0.0,0.0,0.0,0.0,-70.59,78.14
