snapshot,AC,BEV charger,DC,H2 Electrolysis,OCGT,PHS,V2G,agriculture electricity,battery charger,battery discharger,electricity,home battery charger,home battery discharger,hydro,industry electricity,offwind-ac,offwind-dc,onwind,residential rural ground heat pump,residential rural resistive heater,residential urban decentral air heat pump,residential urban decentral resistive heater,ror,services rural ground heat pump,services rural resistive heater,services urban decentral air heat pump,services urban decentral resistive heater,solar,solar rooftop,urban central air heat pump,urban central gas CHP,urban central resistive heater,urban central solid biomass CHP,urban central solid biomass CHP CC
2013-01-01 00:00:00,0.0,-147.38,0.0,-610.82,0.0,-1.12,0.01,-5.12,-0.04,10.73,-152.86,-0.02,0.01,33.14,-194.35,29.08,120.45,1055.44,-18.85,0.0,-33.25,-1.7,12.34,-15.73,-0.23,-16.14,-3.13,0.0,0.0,-61.32,0.0,-21.19,4.56,17.49
2013-01-01 03:00:00,-0.0,-91.81,0.0,-542.63,0.0,-1.82,1.48,-5.12,-0.03,31.89,-118.17,-0.02,0.02,31.87,-194.35,22.36,107.12,996.83,-29.81,-7.09,-45.4,-22.15,12.39,-18.32,-5.46,-19.36,-12.39,0.0,0.0,-61.47,0.0,-52.96,5.37,19.03
2013-01-01 06:00:00,-0.0,-122.7,0.0,-534.89,0.0,-2.88,1.37,-5.12,-17.32,0.04,-119.28,-0.02,0.02,24.23,-194.35,23.23,128.61,936.38,-30.89,-10.64,-47.27,-29.25,12.52,-18.27,-5.49,-19.37,-13.19,126.26,15.01,-61.47,0.0,-60.0,5.47,19.22
2013-01-01 09:00:00,0.0,-238.35,-0.0,-825.33,0.0,-30.58,0.02,-5.12,-48.51,0.02,-149.54,-0.02,0.01,14.94,-194.35,21.46,146.03,819.88,-29.35,-4.01,-45.58,-15.26,12.69,-17.37,-1.46,-18.26,-5.55,631.61,67.31,-61.47,0.0,-46.81,4.38,18.57
2013-01-01 12:00:00,0.0,-225.22,-0.0,-754.9,0.0,-3.38,4.49,-5.12,-44.14,0.02,-157.28,-0.02,0.01,22.09,-194.35,21.26,161.42,797.0,-28.83,-2.85,-44.43,-11.02,12.97,-16.86,-0.52,-17.36,-3.07,507.68,52.97,-61.47,0.0,-32.39,4.67,18.62
2013-01-01 15:00:00,0.0,-71.44,0.0,-454.52,0.0,3.05,7.69,-5.12,-0.01,30.34,-177.33,-0.01,0.02,36.46,-194.35,22.12,169.13,756.65,-30.15,-5.9,-46.61,-13.42,13.13,-16.85,-0.29,-17.58,-2.34,58.47,5.17,-61.47,0.0,-29.77,6.03,18.91
2013-01-01 18:00:00,0.0,-43.99,0.0,-390.99,0.0,5.62,2.1,-5.12,-0.02,40.7,-182.1,-0.01,0.02,39.04,-194.35,26.47,168.83,724.34,-30.37,-5.85,-47.61,-16.66,13.13,-16.19,-0.02,-17.14,-1.58,0.0,0.0,-61.47,0.0,-32.24,6.5,18.97
2013-01-01 21:00:00,0.0,-69.39,-0.0,-343.07,0.0,4.61,0.37,-5.12,-0.03,16.01,-170.06,-0.01,0.01,40.26,-194.35,26.95,164.42,657.54,-21.51,0.0,-38.44,-0.56,13.18,-14.57,0.0,-15.17,-0.25,0.0,0.0,-61.37,0.0,-12.42,4.57,18.42
2013-01-02 00:00:00,-0.0,-67.8,-0.0,-318.83,0.0,2.86,3.45,-5.12,-0.03,2.25,-144.59,-0.02,0.01,41.34,-194.35,27.01,161.38,614.62,-18.68,0.0,-34.36,-0.08,13.19,-15.84,-0.0,-17.36,-1.49,0.0,0.0,-59.86,0.0,-11.32,4.51,19.1
2013-01-02 03:00:00,0.0,-34.88,0.0,-258.86,0.0,4.53,2.74,-5.12,-0.02,36.65,-134.41,-0.01,0.02,48.57,-194.35,24.03,151.86,582.24,-30.24,-4.58,-46.34,-22.18,13.16,-18.59,-4.69,-19.23,-15.24,0.0,0.0,-61.05,0.0,-41.39,8.0,19.42
2013-01-02 06:00:00,0.0,-42.64,0.0,-238.33,0.0,7.94,8.12,-5.12,-11.26,5.16,-185.25,-0.01,0.01,44.23,-194.35,18.76,136.82,573.39,-31.54,-6.14,-47.89,-29.47,13.1,-18.63,-4.3,-19.47,-15.21,105.23,12.42,-61.47,0.0,-41.82,8.27,19.42
2013-01-02 09:00:00,-0.0,-178.73,0.0,-648.94,0.0,-9.99,17.13,-5.12,-64.54,0.01,-215.23,-0.02,0.01,27.54,-194.35,14.0,124.06,607.52,-29.55,-1.9,-46.59,-14.6,13.02,-17.58,-0.94,-18.85,-6.0,652.43,73.94,-61.43,0.0,-41.4,6.74,19.34
2013-01-02 12:00:00,-0.0,-161.87,0.0,-640.42,0.0,-9.3,8.86,-5.12,-60.47,0.01,-214.62,-0.02,0.01,26.58,-194.35,18.85,124.24,691.7,-28.87,-1.44,-45.31,-10.26,13.0,-16.99,-0.3,-17.98,-2.98,533.94,59.15,-61.01,0.0,-31.69,7.32,19.32
2013-01-02 15:00:00,-0.0,-42.21,-0.0,-474.55,0.0,9.65,9.32,-5.12,-0.02,31.31,-228.75,-0.01,0.02,46.63,-194.35,28.37,157.38,779.89,-30.6,-3.92,-46.37,-16.31,13.0,-16.98,-0.18,-17.98,-2.78,68.86,6.75,-61.2,0.0,-37.63,8.38,19.42
2013-01-02 18:00:00,-0.0,-45.8,-0.0,-496.0,0.0,3.13,2.96,-5.12,-0.02,29.82,-218.26,-0.01,0.01,43.69,-194.35,32.66,171.18,877.16,-30.9,-3.51,-46.75,-19.18,12.93,-16.26,-0.03,-17.38,-1.88,0.0,0.0,-61.3,0.0,-44.07,8.08,19.2
2013-01-02 21:00:00,0.0,-120.15,0.0,-558.85,0.0,0.86,0.03,-5.12,-0.03,14.29,-193.09,-0.02,0.01,43.63,-194.35,30.37,172.67,934.77,-21.21,-0.0,-38.01,-0.81,12.83,-14.63,-0.0,-15.33,-0.36,0.0,0.0,-58.94,0.0,-11.12,4.48,18.1
2013-01-03 00:00:00,-0.0,-150.45,-0.0,-568.7,0.0,0.83,0.0,-5.12,-0.03,8.61,-165.15,-0.01,0.01,44.46,-194.35,27.64,170.04,941.39,-17.16,-0.0,-30.19,-0.26,12.77,-15.0,-0.03,-14.77,-1.88,0.0,0.0,-56.16,0.0,-8.64,4.46,17.68
2013-01-03 03:00:00,-0.0,-101.28,0.0,-537.37,0.0,2.59,0.0,-5.12,-0.02,40.16,-154.83,-0.01,0.01,46.44,-194.35,26.84,169.14,905.46,-27.82,-2.96,-40.83,-16.95,12.7,-17.69,-3.17,-17.06,-10.66,0.0,0.0,-60.01,0.0,-37.58,5.68,18.69
2013-01-03 06:00:00,0.0,-112.68,0.0,-521.78,0.0,0.64,0.0,-5.12,-4.75,20.47,-204.87,-0.01,0.02,42.34,-194.35,25.31,167.38,866.33,-29.08,-4.02,-42.18,-21.98,12.66,-17.68,-2.93,-17.15,-10.55,116.61,14.43,-60.62,0.0,-40.92,5.63,18.85
2013-01-03 09:00:00,-0.0,-215.85,0.0,-812.83,0.0,-21.68,3.03,-5.12,-69.9,0.01,-228.83,-0.02,0.01,30.68,-194.35,21.39,157.58,761.2,-27.05,-1.38,-40.19,-13.5,12.59,-16.6,-0.8,-16.01,-5.25,677.02,78.82,-58.6,0.0,-36.45,4.77,17.3
2013-01-03 12:00:00,-0.0,-219.58,-0.0,-692.14,0.0,-8.19,0.48,-5.12,-69.9,0.01,-225.37,-0.02,0.01,34.4,-194.35,21.5,160.09,739.68,-26.44,-1.1,-39.11,-9.57,12.6,-16.05,-0.35,-15.26,-2.74,558.02,64.52,-58.93,0.0,-28.77,4.81,16.83
2013-01-03 15:00:00,0.0,-69.77,0.0,-373.99,0.0,1.17,4.5,-5.12,-0.02,34.61,-237.53,-0.01,0.02,52.42,-194.35,17.72,155.99,713.69,-28.13,-2.98,-40.54,-13.31,12.58,-16.04,-0.33,-15.28,-2.45,72.54,7.44,-57.17,0.0,-38.01,5.01,17.34
2013-01-03 18:00:00,0.0,-43.33,0.0,-372.49,0.0,1.74,1.92,-5.12,-0.02,58.02,-225.43,-0.01,0.01,50.15,-194.35,16.66,140.9,753.39,-28.4,-2.66,-41.2,-15.92,12.56,-15.33,-0.19,-14.79,-1.66,0.0,0.0,-56.66,0.0,-39.95,4.98,17.18
2013-01-03 21:00:00,0.0,-83.26,0.0,-386.11,0.0,1.04,1.89,-5.12,-0.03,11.99,-196.57,-0.01,0.01,40.64,-194.35,18.37,123.95,781.02,-19.33,-0.13,-32.46,-0.78,12.55,-13.89,-0.13,-12.94,-0.52,0.0,0.0,-51.22,0.0,-14.06,3.66,15.81
2013-01-04 00:00:00,-0.0,-120.24,0.0,-405.69,0.0,0.37,0.19,-5.12,-0.02,2.55,-165.94,-0.01,0.01,37.58,-194.35,20.8,141.36,792.05,-15.68,-0.13,-27.15,-0.21,12.55,-14.15,-0.15,-13.5,-1.23,0.0,0.0,-49.18,0.0,-13.33,3.17,15.45
2013-01-04 03:00:00,0.0,-79.99,0.0,-402.48,0.0,-1.49,0.19,-5.12,-0.03,25.84,-157.32,-0.01,0.01,36.36,-194.35,22.68,158.64,782.16,-25.55,-1.55,-39.27,-12.51,12.56,-16.92,-1.87,-16.78,-7.17,0.0,0.0,-56.45,0.0,-38.93,3.42,15.92
2013-01-04 06:00:00,0.0,-109.75,-0.0,-398.57,0.0,-0.68,0.37,-5.12,-10.99,5.84,-207.6,-0.01,0.01,28.68,-194.35,22.2,163.82,760.76,-26.83,-1.66,-41.35,-13.76,12.57,-16.92,-1.43,-16.95,-6.49,123.8,13.76,-58.61,0.0,-40.55,3.64,16.19
2013-01-04 09:00:00,-0.0,-240.88,0.0,-742.15,0.0,-16.76,1.98,-5.12,-69.9,0.01,-231.05,-0.02,0.01,15.33,-194.35,18.93,159.41,706.59,-24.56,-0.64,-38.71,-5.17,12.57,-15.64,-0.39,-15.35,-1.97,681.49,71.38,-56.48,0.0,-26.61,2.97,15.06
2013-01-04 12:00:00,0.0,-246.43,0.0,-691.26,0.0,-6.95,0.05,-5.12,-69.89,0.02,-224.94,-0.02,0.01,20.5,-194.35,16.79,159.77,737.76,-23.99,-0.44,-37.24,-3.09,12.6,-15.09,-0.15,-14.32,-0.69,582.26,60.87,-56.48,0.0,-18.36,2.78,15.39
2013-01-04 15:00:00,-0.0,-87.29,0.0,-327.44,0.0,1.7,0.09,-5.12,-0.02,17.57,-235.33,-0.01,0.01,28.89,-194.35,18.18,158.48,685.94,-25.84,-1.04,-39.51,-7.08,12.63,-15.08,-0.14,-14.47,-0.78,78.74,7.44,-56.43,0.0,-21.27,3.36,18.17
2013-01-04 18:00:00,0.0,-54.44,0.0,-289.67,0.0,4.86,5.45,-5.12,-0.02,34.4,-222.42,-0.01,0.01,29.19,-194.35,19.52,149.73,672.89,-25.97,-1.07,-40.51,-8.81,12.65,-14.45,-0.04,-13.94,-0.51,0.0,0.0,-56.62,0.0,-22.41,3.37,18.3
2013-01-04 21:00:00,-0.0,-68.48,0.0,-275.66,0.0,1.6,1.95,-5.12,-0.02,12.64,-195.99,-0.01,0.01,29.74,-194.35,18.4,139.34,633.62,-17.61,-0.0,-30.31,-0.29,12.74,-13.31,-0.0,-12.25,-0.21,0.0,0.0,-50.6,0.0,-5.6,2.73,17.05
2013-01-05 00:00:00,-0.0,-82.28,-0.0,-262.65,0.0,0.24,0.08,-5.12,-0.03,21.27,-160.89,-0.01,0.01,28.2,-194.35,14.35,132.44,613.54,-16.14,-0.0,-27.89,-0.33,12.84,-15.08,-0.17,-14.84,-2.15,0.0,0.0,-50.57,0.0,-10.23,2.58,17.2
2013-01-05 03:00:00,0.0,-60.14,-0.0,-207.35,0.0,2.49,2.68,-5.12,-0.02,57.03,-140.84,-0.01,0.01,39.29,-194.35,9.93,104.23,577.66,-26.47,-2.02,-40.97,-13.46,12.93,-17.48,-1.6,-17.82,-7.25,0.0,0.0,-59.12,0.0,-34.76,3.01,19.5
2013-01-05 06:00:00,-0.0,-69.78,0.0,-178.32,0.0,1.11,5.4,-5.12,-10.39,1.92,-168.99,-0.01,0.01,68.99,-194.35,7.9,65.74,544.98,-27.95,-1.71,-43.27,-14.39,12.99,-16.8,-0.77,-17.2,-4.86,107.73,11.75,-60.54,0.0,-36.43,2.98,19.39
2013-01-05 09:00:00,0.0,-205.38,-0.0,-514.37,0.0,-5.11,2.83,-5.12,-63.89,0.02,-200.27,-0.01,0.01,61.43,-194.35,6.62,48.1,535.06,-25.48,-0.77,-40.3,-6.49,13.03,-15.59,-0.23,-15.54,-1.63,622.85,65.65,-57.53,0.0,-25.15,2.53,19.08
2013-01-05 12:00:00,0.0,-217.02,0.0,-492.62,0.0,-7.04,0.87,-5.12,-63.15,0.02,-197.49,-0.01,0.01,66.67,-194.35,7.73,45.04,595.06,-24.86,-0.62,-38.73,-5.12,13.04,-15.16,-0.11,-14.57,-1.04,550.12,57.38,-56.61,0.0,-23.64,2.54,18.78
2013-01-05 15:00:00,0.0,-59.84,0.0,-214.15,0.0,3.52,10.87,-5.12,-0.03,29.18,-211.56,-0.01,0.01,79.09,-194.35,7.02,41.86,585.12,-26.79,-1.29,-41.3,-9.08,13.08,-15.52,-0.21,-15.34,-1.42,78.04,7.39,-57.89,0.0,-24.09,3.61,19.21
2013-01-05 18:00:00,0.0,-42.04,0.0,-133.35,0.0,4.33,17.14,-5.12,-0.02,43.51,-204.45,-0.01,0.01,78.9,-194.35,9.84,58.24,527.76,-27.02,-1.23,-42.55,-10.71,13.07,-15.22,-0.12,-15.34,-1.31,0.0,0.0,-58.54,0.0,-24.75,3.75,19.58
2013-01-05 21:00:00,-0.0,-57.48,-0.0,-76.34,0.0,4.02,0.02,-5.12,-0.02,10.37,-186.57,-0.01,0.01,78.28,-194.35,11.18,82.54,433.05,-18.24,-0.02,-32.19,-0.32,13.05,-13.97,-0.02,-13.62,-0.51,0.0,0.0,-49.1,0.0,-7.49,3.27,19.58
2013-01-06 00:00:00,0.0,-71.17,-0.0,-67.16,0.0,4.0,4.22,-5.12,-0.02,10.14,-153.41,-0.01,0.01,78.69,-194.35,13.48,107.81,380.34,-17.47,0.0,-30.24,-0.85,13.03,-15.78,-0.41,-15.76,-3.3,0.0,0.0,-48.24,0.0,-11.49,3.5,19.58
2013-01-06 03:00:00,0.0,-34.23,0.0,-79.77,0.0,6.62,4.11,-5.12,-0.02,28.52,-128.87,-0.01,0.01,82.9,-194.35,15.33,122.73,390.62,-28.21,-5.07,-43.02,-19.3,13.02,-18.03,-3.4,-18.6,-10.01,0.0,0.0,-60.98,0.0,-39.35,4.91,19.58
2013-01-06 06:00:00,0.0,-67.38,0.0,-136.92,0.0,4.22,3.3,-5.12,-9.71,10.15,-146.51,-0.01,0.01,78.82,-194.35,16.21,137.95,389.32,-29.69,-5.2,-45.45,-21.08,13.0,-17.52,-1.63,-18.14,-6.93,116.88,13.1,-61.43,0.0,-40.59,5.12,19.58
2013-01-06 09:00:00,-0.0,-226.12,0.0,-493.13,0.0,0.66,2.23,-5.12,-67.87,0.03,-182.31,-0.02,0.0,73.29,-194.35,11.67,128.46,395.49,-27.72,-1.43,-42.39,-11.87,12.95,-16.39,-0.3,-16.44,-2.93,659.83,70.36,-59.53,0.0,-30.79,4.13,19.58
2013-01-06 12:00:00,-0.0,-199.74,0.0,-436.4,0.0,1.74,0.19,-5.12,-66.45,0.03,-182.42,-0.02,0.0,79.02,-194.35,9.02,98.87,444.95,-27.04,-1.22,-40.69,-8.0,12.99,-15.92,-0.16,-15.44,-1.57,552.08,57.23,-60.26,0.0,-25.24,4.33,19.58
2013-01-06 15:00:00,-0.0,-98.83,0.0,-126.93,0.0,7.52,1.64,-5.12,-1.28,1.84,-199.08,-0.0,0.01,97.86,-194.35,7.85,73.97,440.99,-28.61,-2.48,-42.97,-4.72,12.98,-16.31,-0.26,-16.08,-0.64,76.8,7.24,-42.65,27.86,-5.3,9.49,19.58
2013-01-06 18:00:00,-0.0,-48.93,-0.0,-91.18,0.0,13.41,2.15,-5.12,-1.2,32.13,-199.1,-0.0,0.0,98.31,-194.35,9.4,47.25,421.03,-29.08,-1.86,-44.16,-4.8,12.96,-15.99,-0.13,-16.06,-0.61,0.0,0.0,-43.63,32.86,-2.36,9.49,19.58
2013-01-06 21:00:00,0.0,-38.34,0.0,-69.55,0.0,12.4,3.16,-5.12,-0.74,24.61,-182.23,-0.0,0.0,99.03,-194.35,7.18,33.08,359.92,-19.84,0.0,-34.45,-0.11,12.94,-14.47,0.0,-14.18,-0.18,0.0,0.0,-30.35,24.35,-1.83,9.49,19.58
2013-01-07 00:00:00,-0.0,-48.92,0.0,-74.4,0.0,12.49,2.07,-5.12,-0.01,25.5,-154.18,-0.0,0.0,99.03,-194.35,6.07,34.25,338.43,-19.04,0.0,-31.95,-0.21,12.93,-15.85,-0.24,-15.72,-1.02,0.0,0.0,-27.47,30.63,-1.98,9.49,19.58
2013-01-07 03:00:00,0.0,-15.93,0.0,-76.65,0.0,14.4,1.75,-5.12,-0.0,41.23,-151.55,-0.0,0.0,99.06,-194.35,6.29,39.31,318.32,-29.29,-7.71,-44.01,-11.38,12.92,-18.27,-4.72,-18.64,-6.45,0.0,0.0,-39.62,63.06,-1.73,9.49,19.58
2013-01-07 06:00:00,-0.0,-24.16,0.0,-99.52,0.0,13.55,0.89,-5.12,-10.68,11.68,-215.0,-0.0,0.01,96.77,-194.35,8.51,42.22,322.78,-30.55,-7.85,-45.99,-11.72,12.92,-18.32,-3.93,-18.9,-5.62,120.71,13.2,-42.4,63.33,-1.51,9.49,19.58
2013-01-07 09:00:00,0.0,-224.04,-0.0,-340.67,0.0,-6.73,8.82,-5.12,-69.49,0.0,-236.07,-0.01,0.0,95.89,-194.35,12.3,47.6,308.46,-28.91,-3.63,-43.67,-5.72,12.91,-17.38,-1.16,-17.65,-1.96,630.11,68.29,-47.38,32.37,-1.87,9.49,19.58
2013-01-07 12:00:00,-0.0,-210.6,0.0,-285.77,0.0,-3.76,6.21,-5.12,-65.91,0.01,-234.47,-0.01,0.0,95.96,-194.35,15.02,61.18,322.17,-28.36,-3.27,-42.24,-4.66,12.9,-16.88,-0.58,-16.66,-0.98,539.61,58.09,-49.61,24.36,-1.33,9.49,19.58
2013-01-07 15:00:00,0.0,-33.48,-0.0,-91.29,0.0,15.06,4.47,-5.12,-0.01,14.14,-246.13,-0.0,0.0,99.03,-194.35,16.89,77.55,325.07,-29.68,-6.56,-44.23,-8.65,12.89,-16.88,-0.56,-16.81,-1.05,70.76,6.31,-35.37,59.51,-0.57,9.49,19.58
2013-01-07 18:00:00,-0.0,-34.43,0.0,-98.11,0.0,13.28,1.08,-5.12,-0.01,53.46,-233.05,-0.0,0.0,99.03,-194.35,18.99,91.03,357.41,-30.04,-5.29,-45.28,-8.56,12.86,-16.27,-0.1,-16.39,-0.51,0.0,0.0,-38.19,50.48,-0.99,9.49,19.58
2013-01-07 21:00:00,-0.0,-75.84,0.0,-118.61,0.0,10.22,0.59,-5.12,-0.01,23.34,-201.49,-0.0,0.0,99.03,-194.35,20.9,103.61,386.51,-21.43,-0.0,-35.98,-0.1,12.85,-14.71,0.0,-14.38,-0.11,0.0,0.0,-31.42,27.95,-0.51,9.49,19.58
2013-01-08 00:00:00,0.0,-129.04,0.0,-147.55,0.0,10.28,0.49,-5.12,-0.01,15.2,-168.54,-0.0,0.0,99.03,-194.35,25.12,120.0,425.8,-20.36,-0.14,-32.75,-1.44,12.83,-16.32,-0.78,-16.43,-1.7,0.0,0.0,-30.83,28.73,-1.2,9.49,19.58
2013-01-08 03:00:00,-0.0,-104.91,0.0,-126.48,0.0,10.42,4.24,-5.12,-1.68,23.49,-162.32,-0.0,0.0,99.03,-194.35,24.99,102.63,436.42,-30.2,-13.41,-44.49,-18.24,12.82,-18.47,-7.21,-18.54,-8.99,0.0,0.0,-41.47,53.27,-0.49,9.49,19.58
2013-01-08 06:00:00,0.0,-123.25,0.0,-127.6,0.0,9.77,1.79,-5.12,-13.48,8.03,-224.7,-0.0,0.0,96.14,-194.35,24.19,83.74,442.97,-31.32,-14.02,-45.99,-18.93,12.8,-18.55,-6.17,-18.76,-8.13,116.65,12.82,-43.62,56.61,-0.61,9.49,19.58
2013-01-08 09:00:00,-0.0,-232.44,0.0,-357.66,0.0,-5.3,1.89,-5.12,-69.72,0.01,-242.74,-0.01,0.0,94.21,-194.35,23.33,64.55,400.34,-29.92,-7.98,-44.47,-11.43,12.77,-17.77,-2.36,-17.94,-3.63,569.09,60.11,-46.06,34.22,-0.68,9.49,19.58
2013-01-08 12:00:00,-0.0,-226.92,0.0,-250.48,0.0,-4.23,0.84,-5.12,-58.48,0.01,-239.53,-0.01,0.0,96.36,-194.35,24.05,58.06,361.62,-29.42,-7.37,-43.52,-9.81,12.76,-17.3,-1.55,-17.27,-2.28,491.09,49.1,-45.21,30.44,-0.56,9.49,19.58
2013-01-08 15:00:00,0.0,-37.85,0.0,-35.73,0.0,11.33,5.2,-5.12,-0.01,14.05,-251.71,-0.0,0.0,99.03,-194.35,23.54,52.89,312.65,-30.57,-12.18,-44.8,-14.79,12.73,-17.29,-1.54,-17.32,-2.37,67.83,5.45,-33.6,65.77,-0.3,9.49,19.58
2013-01-08 18:00:00,0.0,-15.52,-0.0,-20.91,0.0,15.25,2.41,-5.12,-0.0,46.3,-237.87,-0.0,0.0,99.03,-194.35,23.01,58.57,289.91,-30.9,-10.9,-45.41,-14.89,12.71,-16.71,-0.56,-16.91,-1.53,0.0,0.0,-32.29,69.24,-1.63,9.49,19.58
2013-01-08 21:00:00,0.0,-43.62,0.0,-19.59,0.0,13.87,0.21,-5.12,-0.0,32.01,-205.85,-0.0,0.0,99.03,-194.35,22.65,62.27,266.88,-22.81,-0.03,-37.48,-1.47,12.69,-15.18,-0.07,-15.12,-0.59,0.0,0.0,-23.33,47.32,-1.37,9.49,19.58
2013-01-09 00:00:00,-0.0,-57.41,-0.0,-11.65,0.0,12.02,0.18,-5.12,-0.0,15.49,-172.21,-0.0,0.0,99.03,-194.35,23.04,63.91,256.73,-20.21,-0.17,-35.01,-1.99,12.67,-16.34,-0.86,-17.27,-1.98,0.0,0.0,-23.02,46.37,-0.91,9.49,19.58
2013-01-09 03:00:00,-0.0,-26.13,0.0,-11.97,0.0,11.87,6.21,-5.12,-0.0,19.32,-164.17,-0.0,0.0,99.03,-194.35,21.64,68.66,265.45,-30.52,-12.45,-46.77,-17.65,12.66,-18.7,-6.6,-19.31,-8.76,0.0,0.0,-40.97,70.87,-1.28,9.49,19.58
2013-01-09 06:00:00,-0.0,-53.78,0.0,-13.06,0.0,13.11,7.42,-5.12,-11.95,0.52,-225.74,-0.0,0.01,98.24,-194.35,16.67,76.66,280.9,-31.68,-14.04,-47.88,-20.2,12.66,-18.71,-6.09,-19.46,-8.48,105.17,10.53,-45.83,65.62,-0.19,9.49,19.58
2013-01-09 09:00:00,-0.0,-191.01,-0.0,-208.47,0.0,5.69,23.61,-5.12,-69.89,0.0,-244.01,-0.01,0.0,96.48,-194.35,10.77,81.71,274.27,-30.15,-8.44,-46.92,-12.87,12.65,-17.87,-2.34,-18.94,-4.0,492.96,48.88,-49.25,36.6,-9.06,9.49,19.58
2013-01-09 12:00:00,0.0,-192.24,0.0,-160.94,0.0,0.73,12.2,-5.12,-51.14,0.0,-241.15,-0.01,0.0,98.16,-194.35,9.71,78.41,290.79,-29.63,-7.78,-46.21,-10.65,12.65,-17.4,-1.53,-18.37,-2.45,420.25,39.05,-44.07,40.4,-8.41,9.49,19.58
2013-01-09 15:00:00,-0.0,-23.94,0.0,-61.19,0.0,29.56,18.01,-5.12,-0.01,30.47,-250.81,-0.0,0.01,98.41,-194.35,8.15,81.95,312.77,-30.93,-11.91,-47.36,-15.61,12.65,-17.39,-1.51,-18.42,-2.55,53.1,3.99,-42.53,55.01,-9.51,9.49,19.58
2013-01-09 18:00:00,-0.0,-30.06,-0.0,-69.18,0.0,26.53,3.91,-5.12,-0.01,49.45,-236.89,-0.0,0.01,96.73,-194.35,7.95,94.26,357.9,-31.23,-11.08,-47.91,-16.52,12.65,-16.77,-0.67,-18.06,-1.78,0.0,0.0,-42.31,53.18,-9.71,9.49,19.58
2013-01-09 21:00:00,0.0,-102.6,-0.0,-80.36,0.0,14.96,0.5,-5.12,-0.02,30.89,-205.66,-0.0,0.0,96.05,-194.35,7.89,96.9,395.78,-22.82,-0.32,-40.52,-1.63,12.66,-15.18,-0.08,-16.17,-0.67,0.0,0.0,-31.5,36.25,-3.94,9.49,19.58
2013-01-10 00:00:00,-0.0,-148.23,0.0,-105.76,0.0,12.55,0.19,-5.12,-0.01,13.82,-175.24,-0.0,0.0,98.16,-194.35,8.62,97.12,451.71,-19.76,0.0,-35.96,-0.78,12.66,-16.25,-0.39,-17.91,-1.62,0.0,0.0,-30.66,34.13,-5.99,9.49,19.58
2013-01-10 03:00:00,-0.0,-106.9,-0.0,-137.47,0.0,12.42,3.47,-5.12,-0.01,17.11,-167.38,-0.0,0.0,98.45,-194.35,8.83,92.22,497.22,-31.25,-8.31,-47.67,-15.11,12.67,-19.0,-4.22,-19.44,-8.33,0.0,0.0,-47.31,53.69,-13.28,9.49,19.58
2013-01-10 06:00:00,-0.0,-111.88,0.0,-150.88,0.0,9.6,2.24,-5.12,-2.44,3.03,-227.87,-0.0,0.01,88.14,-194.35,9.42,98.13,509.31,-32.44,-9.91,-47.91,-20.22,12.68,-18.99,-4.06,-19.43,-8.51,90.79,8.98,-51.08,56.58,-12.88,9.49,19.58
2013-01-10 09:00:00,-0.0,-192.34,0.0,-413.15,0.0,-8.61,2.06,-5.12,-56.48,0.0,-244.6,-0.01,0.0,77.29,-194.35,9.99,115.54,527.46,-30.58,-5.59,-47.15,-12.7,12.68,-17.98,-1.59,-18.99,-4.28,498.66,48.72,-60.69,11.36,-18.61,9.47,19.58
2013-01-10 12:00:00,-0.0,-199.36,0.0,-344.87,0.0,-7.08,0.18,-5.12,-49.37,0.01,-241.46,-0.01,0.0,77.83,-194.35,10.76,106.74,531.82,-29.94,-4.86,-46.56,-10.2,12.69,-17.4,-0.86,-18.49,-2.56,433.42,41.67,-60.86,6.02,-16.86,9.47,19.58
2013-01-10 15:00:00,-0.0,-76.3,0.0,-138.41,0.0,5.09,1.82,-5.12,-0.01,32.12,-251.78,-0.01,0.01,94.15,-194.35,12.17,103.1,496.35,-31.6,-8.28,-47.24,-14.34,12.7,-17.4,-0.82,-18.52,-2.49,64.76,5.6,-59.25,25.95,-16.95,9.47,19.58
2013-01-10 18:00:00,-0.0,-64.04,0.0,-141.57,0.0,6.01,2.23,-5.12,-0.01,32.43,-238.33,-0.0,0.0,96.79,-194.35,14.07,103.31,535.14,-31.93,-7.73,-47.59,-15.53,12.73,-16.72,-0.24,-18.26,-1.74,0.0,0.0,-59.17,28.08,-17.5,9.47,19.58
2013-01-10 21:00:00,-0.0,-115.39,0.0,-110.54,0.0,5.49,0.0,-5.12,-0.02,6.58,-207.83,-0.01,0.0,97.24,-194.35,15.66,88.5,525.98,-22.68,-0.14,-41.55,-1.69,12.74,-15.11,0.0,-16.56,-0.48,0.0,0.0,-49.98,8.3,-8.09,9.47,19.58
2013-01-11 00:00:00,0.0,-138.0,-0.0,-79.47,0.0,5.76,0.18,-5.12,-0.02,6.02,-174.57,-0.01,0.0,97.4,-194.35,15.8,74.57,501.52,-20.92,0.0,-39.47,-0.77,12.77,-17.1,-0.22,-18.61,-1.51,0.0,0.0,-52.32,11.04,-11.68,9.49,19.58
2013-01-11 03:00:00,0.0,-108.47,0.0,-45.19,0.0,8.69,0.75,-5.12,-0.01,11.36,-164.72,-0.0,0.0,96.94,-194.35,13.51,62.93,459.41,-32.26,-6.03,-48.04,-11.58,12.79,-19.14,-6.55,-19.55,-10.94,0.0,0.0,-61.15,57.07,-19.41,9.49,19.58
