snapshot,Fischer-Tropsch,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural solar thermal,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-01-01 00:00:00,33.86,-21.63,-5.94,0.0,63.86,-63.85,0.0,0.0,-0.04,0.02,74.1,0.07,-75.7,1.53,0.0,-0.02,0.01,0.01,53.16,-31.74,0.21,-0.04,0.02,36.58,0.24,-39.63,2.81,0.0,-0.02,0.01,142.88,0.0,0.02,-198.93,20.98,0.0,10.85,49.25,-67.75,14.77
2013-01-01 03:00:00,35.85,-21.63,-5.94,1.02,100.87,-108.26,6.38,0.0,-0.03,0.02,101.87,4.53,-126.33,19.93,0.0,-0.01,0.01,0.44,61.82,-45.54,4.92,-0.03,0.02,44.07,1.44,-56.66,11.15,0.0,-0.01,0.0,141.94,0.0,22.04,-315.66,52.43,0.0,12.77,53.57,-21.48,24.47
2013-01-01 06:00:00,35.98,-21.63,-5.94,0.51,104.45,-114.53,9.58,0.0,-0.03,0.02,106.04,3.18,-135.55,26.32,0.0,-0.01,0.0,0.24,61.65,-45.19,4.94,-0.02,0.01,43.9,0.9,-56.67,11.87,0.0,-0.01,0.0,141.29,0.0,31.11,-331.58,59.4,0.02,13.03,54.11,-16.9,19.49
2013-01-01 09:00:00,35.84,-21.63,-5.94,0.45,99.34,-103.39,3.61,0.0,-0.04,0.02,106.07,2.57,-122.38,13.74,0.0,-0.02,0.01,0.2,58.65,-38.52,1.31,-0.04,0.02,42.62,0.74,-48.35,4.99,0.0,-0.02,0.01,145.76,0.0,16.47,-294.51,46.34,2.37,10.42,52.29,-21.67,12.63
2013-01-01 12:00:00,35.63,-21.63,-5.94,0.47,97.58,-100.6,2.56,0.0,-0.04,0.02,106.27,2.65,-118.83,9.92,0.0,-0.02,0.01,0.18,56.91,-35.92,0.47,-0.04,0.02,41.54,0.73,-45.03,2.76,0.0,-0.02,0.01,149.15,0.0,12.5,-282.65,32.07,3.94,11.1,52.42,-20.84,12.62
2013-01-01 15:00:00,35.62,-21.63,-5.94,2.05,101.92,-109.29,5.31,0.0,-0.02,0.01,108.61,8.01,-128.69,12.07,0.0,-0.01,0.0,0.37,56.86,-35.86,0.26,-0.02,0.01,41.01,1.82,-44.94,2.11,0.0,-0.01,0.01,145.07,0.0,22.28,-299.51,29.47,0.96,14.34,53.24,-17.87,22.34
2013-01-01 18:00:00,34.57,-21.63,-5.94,2.17,102.65,-110.08,5.26,0.0,-0.02,0.01,107.63,7.79,-130.41,15.0,0.0,-0.0,0.0,0.06,54.64,-33.08,0.02,-0.03,0.01,38.75,1.47,-41.64,1.42,0.0,-0.01,0.01,140.42,0.0,21.26,-296.79,31.91,0.0,15.46,53.4,-18.53,24.23
2013-01-01 21:00:00,33.07,-21.63,-5.94,0.0,72.73,-72.72,0.0,0.0,-0.03,0.01,85.13,1.89,-87.51,0.5,0.0,-0.01,0.0,0.0,49.17,-27.54,0.0,-0.03,0.01,33.65,0.75,-34.62,0.22,0.0,-0.01,0.01,137.97,0.0,1.03,-210.68,12.3,0.0,10.89,51.86,-46.42,15.91
2013-01-02 00:00:00,33.25,-21.63,-5.94,0.0,63.07,-63.06,0.0,0.0,-0.02,0.01,75.05,1.27,-76.39,0.08,0.0,-0.01,0.0,0.13,53.4,-31.89,0.0,-0.03,0.01,38.19,1.14,-40.67,1.35,0.0,-0.01,0.0,133.21,0.0,0.3,-201.93,11.2,0.0,10.73,53.79,-51.5,16.87
2013-01-02 03:00:00,35.72,-21.63,-5.94,0.95,102.04,-107.11,4.13,0.0,-0.02,0.01,101.51,6.69,-128.17,19.96,0.0,-0.0,0.0,0.62,62.62,-45.83,4.22,-0.02,0.01,42.26,2.33,-58.31,13.71,0.0,-0.0,0.0,135.19,0.0,20.36,-321.67,40.98,0.0,19.03,54.67,-20.77,42.43
2013-01-02 06:00:00,35.8,-21.63,-5.94,0.89,106.37,-112.78,5.52,0.0,-0.02,0.01,105.39,4.81,-136.73,26.53,0.0,-0.0,0.0,0.36,62.73,-45.33,3.87,-0.02,0.01,42.88,1.51,-58.08,13.69,0.0,-0.0,0.0,136.43,0.0,24.93,-336.04,41.4,0.02,19.69,54.67,-18.17,47.21
2013-01-02 09:00:00,35.55,-21.63,-5.94,0.5,99.66,-101.86,1.71,0.0,-0.03,0.01,106.85,3.47,-123.47,13.14,0.0,-0.01,0.0,0.21,59.22,-38.64,0.84,-0.03,0.01,43.17,0.95,-49.52,5.4,0.0,-0.01,0.0,142.34,0.0,9.33,-298.4,40.99,3.34,16.04,54.45,-20.15,22.44
2013-01-02 12:00:00,35.18,-21.63,-5.94,0.51,97.37,-99.17,1.3,0.0,-0.02,0.01,107.38,3.34,-119.96,9.24,0.01,-0.01,0.0,0.18,57.24,-36.06,0.27,-0.02,0.01,42.61,0.86,-46.15,2.68,0.0,-0.01,0.01,146.42,0.0,6.65,-286.54,31.38,9.06,17.42,54.4,-24.08,16.04
2013-01-02 15:00:00,35.24,-21.63,-5.94,1.09,103.18,-107.79,3.53,0.0,-0.02,0.01,108.71,6.66,-130.06,14.68,0.0,-0.01,0.0,0.28,57.2,-36.01,0.16,-0.02,0.01,42.13,1.45,-46.07,2.5,0.0,-0.01,0.01,145.42,0.0,15.02,-303.83,37.25,2.56,19.95,54.67,-21.75,21.39
2013-01-02 18:00:00,34.8,-21.63,-5.94,1.16,104.15,-108.46,3.16,0.0,-0.02,0.01,107.73,6.63,-131.62,17.26,0.0,-0.01,0.0,0.04,54.75,-33.17,0.02,-0.03,0.01,39.87,1.06,-42.61,1.69,0.0,-0.01,0.01,143.35,0.0,13.61,-300.55,43.63,0.0,19.22,54.05,-22.27,20.08
2013-01-02 21:00:00,33.05,-21.63,-5.94,0.0,71.47,-71.46,0.0,0.0,-0.03,0.01,85.89,1.22,-87.84,0.73,0.0,-0.01,0.01,0.0,49.26,-27.63,0.0,-0.03,0.01,34.58,0.53,-35.43,0.32,0.0,-0.01,0.01,136.56,0.0,0.22,-212.63,11.01,0.0,10.65,50.96,-43.53,19.63
2013-01-03 00:00:00,33.11,-21.63,-5.94,0.0,57.8,-57.79,0.0,0.0,-0.03,0.01,66.83,0.62,-67.68,0.24,0.0,-0.01,0.01,0.02,50.46,-28.86,0.02,-0.03,0.01,32.87,0.69,-35.24,1.69,0.0,-0.01,0.01,129.42,0.0,0.02,-177.53,8.55,0.0,10.61,49.77,-71.13,23.1
2013-01-03 03:00:00,35.33,-21.63,-5.94,0.78,93.73,-97.17,2.67,0.0,-0.02,0.01,91.35,5.35,-111.96,15.26,0.0,-0.01,0.01,0.49,59.52,-41.24,2.86,-0.02,0.01,38.42,2.07,-50.08,9.59,0.0,-0.01,0.0,138.8,0.0,16.28,-279.52,37.2,0.0,13.52,52.63,-40.06,31.74
2013-01-03 06:00:00,35.42,-21.63,-5.94,0.26,97.98,-101.85,3.62,0.0,-0.02,0.01,95.61,3.01,-118.4,19.78,0.0,-0.01,0.01,0.23,59.46,-40.7,2.63,-0.02,0.01,38.98,1.18,-49.66,9.5,0.0,-0.01,0.01,141.44,0.0,17.93,-289.89,40.51,0.0,13.39,53.07,-34.93,28.99
2013-01-03 09:00:00,34.45,-21.63,-5.94,0.0,91.08,-92.18,1.24,0.0,-0.49,0.34,95.21,0.01,-107.25,12.15,0.01,-0.41,0.29,0.0,55.82,-34.77,0.72,-0.49,0.34,37.9,0.0,-42.51,4.72,0.0,-0.39,0.28,142.13,0.0,3.23,-258.34,36.09,7.25,11.34,48.71,-40.35,21.4
2013-01-03 12:00:00,32.72,-21.63,-5.94,0.0,89.0,-89.85,0.99,0.0,-0.49,0.34,95.91,0.0,-104.41,8.61,0.02,-0.43,0.3,0.0,53.96,-32.5,0.32,-0.49,0.34,37.37,0.0,-39.73,2.47,0.0,-0.41,0.29,147.72,0.0,1.83,-248.65,28.48,14.88,11.44,47.39,-50.91,21.03
2013-01-03 15:00:00,31.9,-21.63,-5.94,0.32,94.7,-97.56,2.68,0.0,-0.49,0.34,98.76,2.44,-113.07,11.98,0.0,-0.42,0.29,0.01,53.92,-32.46,0.3,-0.49,0.34,37.18,0.41,-39.67,2.2,0.0,-0.42,0.29,142.01,0.0,6.44,-263.48,37.63,4.34,11.92,48.83,-35.97,22.3
2013-01-03 18:00:00,32.26,-21.63,-5.94,0.17,95.57,-98.0,2.4,0.0,-0.49,0.34,98.3,1.55,-114.05,14.33,0.0,-0.41,0.29,0.0,51.51,-29.92,0.17,-0.49,0.34,35.16,0.16,-36.69,1.5,0.0,-0.43,0.3,137.55,0.0,6.73,-260.03,39.55,0.0,11.86,48.38,-34.28,23.91
2013-01-03 21:00:00,30.96,-21.63,-5.94,0.0,65.01,-64.98,0.12,0.0,-0.5,0.35,76.18,0.0,-76.74,0.7,0.0,-0.47,0.33,0.0,46.69,-25.03,0.12,-0.49,0.34,30.4,0.0,-30.74,0.47,0.0,-0.44,0.31,122.61,0.0,0.05,-185.4,13.92,0.0,8.72,44.51,-53.13,23.68
2013-01-04 00:00:00,30.6,-21.63,-5.94,0.0,52.87,-52.84,0.12,0.0,-0.51,0.35,63.31,0.0,-63.35,0.18,0.0,-0.47,0.33,0.0,47.63,-25.99,0.14,-0.49,0.34,31.66,0.0,-32.64,1.1,0.0,-0.43,0.3,116.7,0.0,0.04,-165.59,13.2,0.0,7.55,43.5,-63.96,23.89
2013-01-04 03:00:00,32.55,-21.63,-5.94,0.0,86.21,-87.47,1.4,0.0,-0.46,0.32,91.81,0.37,-103.33,11.26,0.0,-0.39,0.27,0.02,56.93,-36.86,1.68,-0.46,0.32,39.55,0.19,-46.09,6.45,0.0,-0.35,0.25,134.17,0.0,9.97,-257.75,38.54,0.0,8.15,44.81,-31.49,26.99
2013-01-04 06:00:00,32.91,-21.63,-5.94,0.0,90.47,-91.9,1.5,0.0,-0.24,0.17,97.36,0.0,-109.7,12.39,0.0,-0.16,0.11,0.0,56.89,-36.48,1.29,-0.25,0.17,40.07,0.0,-45.88,5.84,0.0,-0.15,0.1,139.89,0.0,11.59,-268.38,40.15,0.0,8.67,45.58,-26.57,22.09
2013-01-04 09:00:00,33.19,-21.63,-5.94,0.0,82.81,-83.32,0.57,0.0,-0.22,0.15,94.9,0.0,-99.51,4.66,0.0,-0.16,0.11,0.0,52.59,-31.25,0.35,-0.23,0.16,37.62,0.0,-39.35,1.78,0.0,-0.15,0.11,139.59,0.0,2.6,-239.54,26.34,5.47,7.07,42.4,-30.7,19.5
2013-01-04 12:00:00,32.4,-21.63,-5.94,0.0,80.84,-81.22,0.4,0.0,-0.07,0.04,94.09,0.0,-96.87,2.78,0.01,-0.04,0.03,0.0,50.74,-29.23,0.14,-0.07,0.04,36.17,0.0,-36.78,0.62,0.0,-0.04,0.03,143.48,0.0,1.26,-230.55,18.18,12.38,6.62,43.33,-41.15,19.98
2013-01-04 15:00:00,31.69,-21.63,-5.94,0.0,87.07,-88.0,0.94,0.0,-0.03,0.02,98.25,0.06,-104.67,6.37,0.0,-0.02,0.01,0.0,50.69,-29.19,0.13,-0.03,0.02,36.01,0.01,-36.72,0.7,0.0,-0.02,0.01,141.2,0.0,3.78,-243.9,21.05,4.14,8.0,51.15,-31.95,20.77
2013-01-04 18:00:00,32.47,-21.63,-5.94,0.0,87.49,-88.45,0.97,0.0,-0.02,0.01,97.7,0.04,-105.67,7.93,0.0,-0.01,0.01,0.0,48.56,-26.96,0.04,-0.02,0.01,33.58,0.0,-34.04,0.46,0.0,-0.01,0.01,137.47,0.0,4.35,-241.01,22.19,0.0,8.01,51.53,-31.72,22.63
2013-01-04 21:00:00,28.97,-21.63,-5.94,0.0,59.28,-59.27,0.0,0.0,-0.02,0.01,71.57,0.0,-71.82,0.26,0.0,-0.01,0.0,0.0,44.7,-23.06,0.0,-0.02,0.01,28.91,0.0,-29.1,0.19,0.0,-0.01,0.0,120.11,0.0,0.06,-174.09,5.54,0.0,6.49,48.01,-51.47,22.3
2013-01-05 00:00:00,28.59,-21.63,-5.94,0.0,54.11,-54.1,0.0,0.0,-0.02,0.01,65.18,0.0,-65.47,0.3,0.0,-0.01,0.0,0.0,50.55,-29.07,0.16,-0.02,0.01,34.92,0.0,-36.85,1.94,0.0,-0.01,0.0,119.0,0.0,0.06,-176.52,10.13,0.0,6.15,48.42,-51.2,21.3
2013-01-05 03:00:00,33.29,-21.63,-5.94,0.01,88.82,-90.64,1.82,0.0,-0.01,0.0,95.96,0.21,-108.29,12.11,0.0,-0.0,0.0,0.01,58.58,-38.4,1.44,-0.01,0.0,41.99,0.18,-48.69,6.52,0.0,-0.0,0.0,139.35,0.0,11.56,-270.78,34.41,0.0,7.17,54.91,-24.91,20.92
2013-01-05 06:00:00,32.58,-21.63,-5.94,0.01,93.71,-95.26,1.54,0.0,-0.01,0.0,101.6,0.4,-114.96,12.95,0.0,-0.0,0.0,0.01,56.29,-35.36,0.7,-0.01,0.0,40.4,0.23,-45.01,4.38,0.0,-0.0,0.0,142.82,0.0,9.62,-275.94,36.06,0.0,7.09,54.58,-20.22,19.33
2013-01-05 09:00:00,31.42,-21.63,-5.94,0.01,85.43,-86.13,0.69,0.0,-0.01,0.0,97.78,0.35,-103.97,5.84,0.0,-0.0,0.0,0.0,52.23,-30.81,0.2,-0.01,0.0,37.62,0.16,-39.25,1.47,0.0,-0.0,0.0,140.05,0.0,2.5,-247.05,24.9,6.63,6.02,53.71,-27.07,14.82
2013-01-05 12:00:00,29.85,-21.63,-5.94,0.01,83.33,-83.9,0.56,0.0,-0.01,0.0,96.13,0.39,-101.14,4.61,0.01,-0.0,0.0,0.0,50.78,-29.26,0.1,-0.01,0.0,36.11,0.17,-37.22,0.94,0.0,-0.0,0.0,141.29,0.0,1.92,-238.67,23.4,14.12,6.04,52.88,-39.71,14.82
2013-01-05 15:00:00,30.59,-21.63,-5.94,0.01,89.8,-90.97,1.16,0.0,-0.01,0.0,100.64,0.57,-109.39,8.17,0.0,-0.0,0.0,0.0,52.0,-30.56,0.19,-0.01,0.0,37.36,0.22,-38.85,1.28,0.0,-0.0,0.0,141.77,0.0,5.08,-255.72,23.85,4.56,8.58,54.08,-21.99,15.12
2013-01-05 18:00:00,31.6,-21.63,-5.94,0.01,90.53,-91.65,1.11,0.0,-0.0,0.0,100.57,0.46,-110.67,9.64,0.0,-0.0,0.0,0.0,50.98,-29.46,0.11,-0.0,0.0,36.2,0.16,-37.54,1.18,0.0,-0.0,0.0,139.13,0.0,4.7,-255.65,24.5,0.0,8.92,55.12,-20.44,18.05
2013-01-05 21:00:00,26.27,-21.63,-5.94,0.0,61.09,-61.1,0.02,0.0,-0.01,0.0,74.34,0.09,-74.71,0.29,0.0,-0.0,0.0,0.0,46.76,-25.15,0.02,-0.01,0.0,31.5,0.12,-32.07,0.46,0.0,-0.0,0.0,114.21,0.0,0.0,-184.21,7.42,0.0,7.78,55.12,-36.32,15.65
2013-01-06 00:00:00,25.65,-21.63,-5.94,0.0,58.45,-58.44,0.0,0.0,-0.01,0.0,68.96,0.26,-69.98,0.77,0.0,-0.0,0.0,0.01,52.78,-31.52,0.37,-0.01,0.0,36.24,0.24,-39.45,2.97,0.0,-0.0,0.0,111.22,0.0,0.91,-188.77,11.38,0.0,8.32,55.12,-33.57,15.67
2013-01-06 03:00:00,31.97,-21.63,-5.94,0.07,94.35,-98.99,4.57,0.0,-0.01,0.0,98.36,1.04,-116.77,17.37,0.0,-0.0,0.0,0.04,60.29,-41.77,3.06,-0.0,0.0,42.79,0.46,-52.25,9.01,0.0,-0.0,0.0,140.73,0.0,18.67,-291.56,38.96,0.0,11.68,55.12,-19.32,19.68
2013-01-06 06:00:00,32.18,-21.63,-5.94,0.06,99.29,-104.03,4.68,0.0,-0.0,0.0,104.13,1.02,-124.13,18.98,0.0,-0.0,0.0,0.03,58.56,-38.43,1.47,-0.01,0.0,41.61,0.46,-48.3,6.23,0.0,-0.0,0.0,141.67,0.0,16.9,-297.43,40.18,0.0,12.18,55.12,-17.51,22.63
2013-01-06 09:00:00,30.78,-21.63,-5.94,0.02,92.63,-93.92,1.28,0.0,-0.04,0.02,100.22,1.2,-112.1,10.68,0.01,-0.03,0.02,0.01,54.78,-33.42,0.27,-0.04,0.02,38.87,0.55,-42.05,2.64,0.0,-0.03,0.02,141.92,0.0,5.87,-265.91,30.49,7.99,9.82,55.12,-25.11,14.97
2013-01-06 12:00:00,30.78,-21.63,-5.94,0.03,90.36,-91.47,1.1,0.0,-0.05,0.02,98.56,3.26,-109.01,7.2,0.01,-0.03,0.02,0.01,53.21,-31.72,0.14,-0.05,0.02,37.42,1.02,-39.84,1.41,0.0,-0.03,0.02,147.65,0.0,6.27,-256.77,24.99,14.96,10.31,55.12,-40.7,13.32
2013-01-06 15:00:00,30.86,-21.63,-5.94,1.48,95.59,-99.31,2.23,0.0,-0.0,0.0,102.79,10.99,-118.03,4.25,0.0,-0.0,0.0,0.04,54.49,-33.14,0.23,-0.0,0.0,38.54,2.49,-41.61,0.58,0.0,-0.0,0.0,102.12,27.86,28.28,-275.37,5.24,4.3,22.57,55.12,-19.02,23.97
2013-01-06 18:00:00,30.44,-21.63,-5.94,1.18,97.14,-99.99,1.67,0.0,-0.0,0.0,103.05,11.97,-119.35,4.32,0.0,-0.0,0.0,0.0,53.44,-31.93,0.11,-0.0,0.0,37.48,2.16,-40.18,0.55,0.0,-0.0,0.0,102.96,32.86,30.13,-275.2,2.33,0.0,22.57,55.12,-18.42,23.13
2013-01-06 21:00:00,27.63,-21.63,-5.94,0.0,66.26,-66.25,0.0,0.0,-0.0,0.0,78.65,1.47,-80.22,0.1,0.0,-0.0,0.0,0.0,48.35,-26.72,0.0,-0.0,0.0,32.47,1.06,-33.69,0.16,0.0,-0.0,0.0,70.73,24.35,9.68,-196.5,1.82,0.0,22.57,55.12,-24.92,15.44
2013-01-07 00:00:00,27.93,-21.63,-5.94,0.0,63.52,-63.52,0.0,0.0,-0.0,0.0,71.72,3.07,-74.97,0.19,0.0,-0.0,0.0,0.24,52.9,-31.72,0.22,-0.0,0.0,35.65,2.69,-39.25,0.92,0.0,-0.0,0.0,63.01,30.63,14.04,-197.04,1.96,0.0,22.57,55.12,-27.91,15.61
2013-01-07 03:00:00,30.92,-21.63,-5.94,3.39,97.71,-108.05,6.94,0.0,-0.0,0.0,98.92,16.41,-125.57,10.24,0.0,-0.0,0.0,1.9,60.99,-45.51,4.25,-0.0,0.0,42.24,8.01,-56.06,5.81,0.0,-0.0,0.0,89.47,63.06,55.99,-313.32,1.71,0.0,22.57,55.12,-19.98,20.38
2013-01-07 06:00:00,31.9,-21.63,-5.94,4.14,101.9,-113.11,7.06,0.0,-0.0,0.0,103.37,19.05,-132.96,10.55,0.0,-0.0,0.0,1.82,61.14,-44.86,3.53,-0.0,0.0,42.69,7.88,-55.63,5.06,0.0,-0.0,0.0,96.41,63.33,57.92,-325.33,1.5,0.0,22.57,55.12,-17.5,20.0
2013-01-07 09:00:00,30.49,-21.63,-5.94,2.56,96.39,-102.22,3.27,0.0,-0.0,0.0,101.11,13.95,-120.21,5.15,0.01,-0.0,0.0,0.89,57.96,-38.26,1.04,-0.0,0.0,40.96,4.78,-47.51,1.77,0.0,-0.0,0.0,112.44,32.37,38.55,-289.32,1.85,7.98,22.57,55.12,-20.03,13.9
2013-01-07 12:00:00,29.79,-21.63,-5.94,2.17,94.54,-99.65,2.95,0.0,-0.0,0.0,100.16,12.64,-117.0,4.19,0.02,-0.0,0.0,0.56,56.3,-35.74,0.52,-0.0,0.0,39.56,3.89,-44.34,0.89,0.0,-0.0,0.0,120.58,24.36,30.82,-278.32,1.32,16.53,22.57,55.12,-30.04,13.18
2013-01-07 15:00:00,30.06,-21.63,-5.94,3.54,98.93,-108.38,5.9,0.0,-0.0,0.0,103.35,15.76,-126.89,7.78,0.0,-0.0,0.0,0.56,56.26,-35.7,0.51,-0.0,0.0,39.32,4.0,-44.27,0.94,0.0,-0.0,0.0,86.18,59.51,48.63,-295.25,0.56,4.96,22.57,55.12,-19.76,13.35
2013-01-07 18:00:00,30.41,-21.63,-5.94,3.75,100.14,-108.66,4.76,0.0,-0.0,0.0,102.95,17.19,-127.84,7.7,0.0,-0.0,0.0,0.12,54.24,-32.82,0.09,-0.0,0.0,37.21,3.19,-40.87,0.46,0.0,-0.0,0.0,90.29,50.48,51.41,-291.02,0.98,0.0,22.57,55.12,-19.43,15.12
2013-01-07 21:00:00,27.55,-21.63,-5.94,0.0,71.39,-71.39,0.0,0.0,-0.0,0.0,79.94,5.22,-85.26,0.09,0.0,-0.0,0.0,0.0,49.04,-27.41,0.0,-0.0,0.0,32.0,2.03,-34.13,0.1,0.0,-0.0,0.0,72.73,27.95,16.82,-205.94,0.51,0.0,22.57,55.12,-25.52,14.13
2013-01-08 00:00:00,27.77,-21.63,-5.94,0.0,68.01,-68.13,0.13,0.0,-0.0,0.0,71.73,6.33,-79.35,1.29,0.0,-0.0,0.0,0.44,54.43,-33.94,0.7,-0.0,0.0,36.32,3.59,-41.44,1.53,0.0,-0.0,0.0,70.88,28.73,24.13,-208.36,1.18,0.0,22.57,55.12,-30.94,14.83
2013-01-08 03:00:00,30.88,-21.63,-5.94,4.12,100.76,-116.95,12.07,0.0,-0.0,0.0,97.63,20.19,-134.24,16.41,0.0,-0.0,0.0,2.4,61.6,-48.86,6.49,-0.0,0.0,41.07,10.25,-59.41,8.1,0.0,-0.0,0.0,94.51,53.27,79.35,-334.04,0.49,0.0,22.57,55.12,-21.82,25.59
2013-01-08 06:00:00,32.05,-21.63,-5.94,5.12,104.47,-122.21,12.62,0.0,-0.0,0.0,101.43,23.04,-141.51,17.04,0.0,-0.0,0.0,2.34,61.84,-48.1,5.55,-0.0,0.0,41.63,9.85,-58.8,7.32,0.0,-0.0,0.0,99.59,56.61,82.14,-345.54,0.6,0.03,22.57,55.12,-17.09,19.85
2013-01-08 09:00:00,31.58,-21.63,-5.94,3.34,99.8,-110.33,7.19,0.0,-0.0,0.0,100.92,16.63,-127.85,10.29,0.01,-0.0,0.0,1.24,59.23,-40.97,2.12,-0.0,0.0,40.88,6.0,-50.15,3.27,0.0,-0.0,0.0,108.98,34.22,61.47,-307.06,0.67,7.57,22.57,55.12,-21.22,12.01
2013-01-08 12:00:00,30.22,-21.63,-5.94,2.85,98.09,-107.57,6.63,0.0,-0.0,0.0,101.11,14.54,-124.49,8.83,0.02,-0.0,0.0,0.82,57.67,-38.26,1.39,-0.0,0.0,40.27,4.48,-46.81,2.05,0.0,-0.0,0.0,109.88,30.44,53.3,-295.5,0.56,15.66,22.57,55.12,-27.14,10.81
2013-01-08 15:00:00,26.31,-21.63,-5.94,4.26,101.92,-117.15,10.96,0.0,-0.0,0.0,103.04,18.88,-135.24,13.31,0.0,-0.0,0.0,0.82,57.63,-38.21,1.38,-0.0,0.0,39.94,4.67,-46.74,2.13,0.0,-0.0,0.0,80.08,65.77,64.97,-313.91,0.29,4.87,22.57,55.12,-14.62,14.47
2013-01-08 18:00:00,25.41,-21.63,-5.94,4.51,103.0,-117.31,9.81,0.0,-0.0,0.0,102.18,20.42,-136.01,13.4,0.0,-0.0,0.0,0.51,55.69,-35.08,0.51,-0.0,0.0,38.02,3.69,-43.08,1.37,0.0,-0.0,0.0,74.48,69.24,67.46,-308.93,1.62,0.0,22.57,55.12,-14.46,13.42
2013-01-08 21:00:00,22.59,-21.63,-5.94,0.4,76.08,-76.51,0.03,0.0,-0.0,0.0,82.57,6.02,-89.91,1.33,0.0,-0.0,0.0,0.24,50.58,-29.25,0.06,-0.0,0.0,33.39,2.0,-35.92,0.53,0.0,-0.0,0.0,52.76,47.32,33.16,-217.07,1.36,0.0,22.57,55.12,-23.98,12.09
2013-01-09 00:00:00,22.4,-21.63,-5.94,0.57,67.37,-68.09,0.15,0.0,-0.0,0.0,76.22,4.09,-82.09,1.79,0.0,-0.0,0.0,0.32,54.39,-33.86,0.77,-0.0,0.0,38.15,3.14,-43.07,1.78,0.0,-0.0,0.0,51.76,46.37,38.73,-215.89,0.9,0.0,22.57,55.12,-25.72,9.7
2013-01-09 03:00:00,25.2,-21.63,-5.94,3.54,101.58,-116.33,11.21,0.0,-0.0,0.0,102.34,20.32,-138.55,15.89,0.0,-0.0,0.0,2.11,62.25,-48.67,5.94,-0.0,0.0,42.63,11.27,-61.78,7.88,0.0,0.0,0.0,90.87,70.87,77.91,-345.58,1.27,0.0,22.57,55.12,-10.26,17.96
2013-01-09 06:00:00,26.05,-21.63,-5.94,4.25,105.45,-122.34,12.64,0.0,0.0,0.0,104.82,24.62,-147.62,18.18,0.0,0.0,0.0,2.02,62.26,-48.14,5.48,0.0,0.0,42.86,11.07,-61.56,7.64,0.0,0.0,0.0,101.58,65.62,89.52,-360.84,0.19,0.0,22.57,55.12,-8.68,14.79
2013-01-09 09:00:00,25.64,-21.63,-5.94,2.49,100.32,-110.41,7.6,0.0,-0.0,0.0,105.55,16.05,-133.19,11.59,0.01,0.0,0.0,1.07,59.45,-41.0,2.1,-0.0,0.0,42.72,6.13,-52.46,3.6,0.0,0.0,0.0,112.74,36.6,61.11,-320.25,8.97,5.19,22.57,55.12,-9.76,7.99
2013-01-09 12:00:00,25.47,-21.63,-5.94,2.01,98.56,-107.57,7.0,0.0,-0.0,0.0,106.44,13.46,-129.5,9.58,0.01,-0.0,0.0,0.63,57.86,-38.25,1.38,-0.0,0.0,42.39,4.27,-48.86,2.2,0.0,-0.0,0.0,103.35,40.4,52.83,-307.67,8.32,10.53,22.57,55.12,-12.7,7.7
2013-01-09 15:00:00,25.81,-21.63,-5.94,3.44,102.86,-117.02,10.72,0.0,-0.0,0.0,107.77,18.7,-140.53,14.05,0.0,0.0,0.0,0.63,57.82,-38.18,1.36,-0.0,0.0,41.99,4.48,-48.76,2.3,0.0,-0.0,0.0,98.09,55.01,63.97,-326.52,9.41,2.4,22.57,55.12,-10.03,10.09
2013-01-09 18:00:00,25.82,-21.63,-5.94,3.52,103.85,-117.35,9.97,0.0,-0.0,0.0,106.24,20.64,-141.74,14.87,0.0,0.0,0.0,0.37,55.78,-35.12,0.6,-0.0,0.0,40.09,3.35,-45.04,1.6,0.0,0.0,0.0,94.94,53.18,68.01,-322.2,9.61,0.0,22.57,55.12,-10.08,8.95
2013-01-09 21:00:00,22.67,-21.63,-5.94,0.72,75.94,-76.95,0.29,0.0,-0.0,0.0,87.9,4.78,-94.15,1.47,0.0,-0.0,0.0,0.32,50.49,-29.25,0.08,-0.0,0.0,35.29,1.54,-37.44,0.6,0.0,-0.0,0.0,69.28,36.25,29.67,-226.99,3.9,0.0,22.57,55.12,-14.7,8.16
2013-01-10 00:00:00,22.93,-21.63,-5.94,0.72,65.48,-66.2,0.0,0.0,-0.0,0.0,77.25,3.95,-81.9,0.7,0.0,-0.0,0.0,0.32,53.87,-32.91,0.35,-0.0,0.0,38.94,2.6,-43.0,1.46,0.0,0.0,0.0,66.97,34.13,26.3,-215.45,5.93,0.0,22.57,55.12,-20.23,7.66
