snapshot,Fischer-Tropsch,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural solar thermal,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-10-02 21:00:00,37.85,-21.63,-5.94,0.0,33.22,-33.21,0.0,0.0,-0.03,0.01,37.64,0.0,-37.64,0.0,0.0,-0.01,0.0,0.0,34.94,-13.3,0.0,-0.03,0.01,15.64,0.0,-15.64,0.0,0.0,-0.01,0.0,70.94,0.0,0.0,-91.9,0.0,0.0,0.0,15.79,-81.75,55.01
2013-10-03 00:00:00,37.85,-21.63,-5.94,0.0,39.47,-39.47,0.0,0.0,-0.03,0.01,41.54,0.0,-41.57,0.03,0.0,-0.01,0.0,0.0,38.93,-17.29,0.0,-0.03,0.01,18.44,0.0,-18.55,0.11,0.0,-0.01,0.0,69.27,0.0,0.0,-103.7,1.22,0.0,0.0,23.11,-77.79,55.97
2013-10-03 03:00:00,37.85,-21.63,-5.94,0.0,59.21,-59.21,0.0,0.0,-0.03,0.01,56.19,0.0,-60.1,3.92,0.0,-0.01,0.0,0.0,43.73,-22.1,0.0,-0.03,0.01,21.49,0.0,-23.25,1.76,0.0,-0.01,0.0,73.14,0.0,0.0,-143.79,6.57,0.0,0.0,34.38,-70.51,68.3
2013-10-03 06:00:00,37.85,-21.63,-5.94,0.0,54.84,-54.83,0.0,0.0,-0.04,0.02,54.88,0.0,-56.06,1.18,0.0,-0.02,0.01,0.0,41.41,-19.77,0.0,-0.04,0.02,20.58,0.0,-20.99,0.42,0.0,-0.02,0.01,79.96,0.0,0.0,-132.91,12.2,0.36,0.0,23.72,-72.65,57.4
2013-10-03 09:00:00,37.85,-21.63,-5.94,0.0,51.24,-51.23,0.0,0.0,-0.04,0.02,52.6,0.0,-52.7,0.09,0.01,-0.02,0.01,0.0,39.3,-17.67,0.0,-0.04,0.02,18.93,0.0,-18.93,0.0,0.0,-0.02,0.01,106.87,0.0,0.0,-123.56,9.86,8.09,0.0,13.97,-105.26,58.11
2013-10-03 12:00:00,37.85,-21.63,-5.94,0.0,51.88,-51.87,0.0,0.0,-0.04,0.02,53.04,0.0,-53.24,0.19,0.01,-0.02,0.01,0.0,38.81,-17.17,0.0,-0.04,0.02,18.45,0.0,-18.45,0.0,0.0,-0.02,0.01,141.36,0.0,0.0,-123.67,7.7,10.1,0.0,19.89,-138.37,51.07
2013-10-03 15:00:00,37.85,-21.63,-5.94,0.0,56.06,-56.05,0.0,0.0,-0.03,0.02,56.33,0.0,-57.15,0.82,0.0,-0.02,0.01,0.0,38.74,-17.1,0.0,-0.03,0.02,18.38,0.0,-18.38,0.0,0.0,-0.02,0.01,89.01,0.0,0.0,-130.29,4.6,1.76,0.0,26.38,-79.73,56.33
2013-10-03 18:00:00,37.85,-21.63,-5.94,0.0,50.62,-50.61,0.0,0.0,-0.03,0.02,52.01,0.0,-52.27,0.26,0.0,-0.02,0.01,0.0,36.51,-14.87,0.0,-0.03,0.02,16.22,0.0,-16.21,0.0,0.0,-0.02,0.01,83.24,0.0,0.0,-118.12,2.85,0.0,0.0,25.63,-79.92,54.4
2013-10-03 21:00:00,37.85,-21.63,-5.94,0.0,35.29,-35.28,0.0,0.0,-0.03,0.02,37.91,0.0,-37.91,0.0,0.0,-0.02,0.01,0.0,35.78,-14.15,0.0,-0.03,0.02,15.5,0.0,-15.49,0.0,0.0,-0.02,0.0,70.87,0.0,0.0,-92.12,0.05,0.0,0.0,19.76,-84.27,53.79
2013-10-04 00:00:00,37.85,-21.63,-5.94,0.0,38.41,-38.4,0.0,0.0,-0.03,0.02,38.61,0.0,-38.75,0.15,0.0,-0.02,0.0,0.0,38.07,-16.43,0.0,-0.03,0.02,16.26,0.0,-16.52,0.26,0.0,-0.01,0.0,66.6,0.0,0.0,-95.35,1.87,0.0,0.0,20.38,-79.3,53.88
2013-10-04 03:00:00,37.85,-21.63,-5.94,0.0,56.96,-56.95,0.0,0.0,-0.03,0.02,49.92,0.0,-54.52,4.6,0.0,-0.01,0.0,0.0,42.5,-20.87,0.0,-0.03,0.02,18.48,0.0,-20.38,1.9,0.0,-0.01,0.0,71.23,0.0,0.0,-129.2,10.86,0.0,0.0,27.71,-71.42,58.91
2013-10-04 06:00:00,37.85,-21.63,-5.94,0.0,52.81,-52.8,0.0,0.0,-0.03,0.02,49.38,0.0,-51.01,1.63,0.0,-0.02,0.01,0.0,40.35,-18.71,0.0,-0.03,0.02,17.94,0.0,-18.49,0.56,0.0,-0.02,0.0,74.29,0.0,0.0,-119.88,9.07,0.29,0.0,24.24,-72.89,52.97
2013-10-04 09:00:00,37.85,-21.63,-5.94,0.0,49.42,-49.41,0.0,0.0,-0.03,0.02,47.94,0.0,-48.13,0.18,0.0,-0.02,0.01,0.0,38.39,-16.76,0.0,-0.03,0.02,16.79,0.0,-16.79,0.01,0.0,-0.02,0.01,88.41,0.0,0.0,-111.99,4.45,6.07,0.0,21.14,-90.69,50.69
2013-10-04 12:00:00,37.85,-21.63,-5.94,0.0,50.06,-50.05,0.0,0.0,-0.03,0.02,48.39,0.0,-48.66,0.27,0.0,-0.02,0.01,0.0,37.94,-16.3,0.0,-0.03,0.02,16.4,0.0,-16.4,0.0,0.0,-0.02,0.0,97.61,0.0,0.0,-112.21,4.23,8.25,0.0,20.49,-98.04,47.75
2013-10-04 15:00:00,35.67,-21.63,-5.94,0.0,54.0,-54.0,0.0,0.0,-0.02,0.01,51.13,0.0,-52.0,0.88,0.0,-0.01,0.0,0.0,37.86,-16.23,0.0,-0.02,0.01,16.33,0.0,-16.33,0.01,0.0,-0.01,0.0,77.67,0.0,0.0,-117.88,2.0,1.73,0.0,25.19,-72.94,54.5
2013-10-04 18:00:00,35.78,-21.63,-5.94,0.0,48.71,-48.7,0.0,0.0,-0.02,0.01,47.19,0.0,-47.58,0.39,0.0,-0.0,0.0,0.0,35.79,-14.16,0.0,-0.02,0.01,14.52,0.0,-14.52,0.0,0.0,-0.01,0.0,69.66,0.0,0.0,-107.12,2.37,0.0,0.0,25.08,-72.6,52.76
2013-10-04 21:00:00,35.7,-21.63,-5.94,0.0,34.15,-34.15,0.0,0.0,-0.02,0.01,35.23,0.0,-35.23,0.0,0.0,-0.0,0.0,0.0,35.48,-13.85,0.0,-0.02,0.01,14.25,0.0,-14.26,0.01,0.0,-0.0,0.0,56.37,0.0,0.0,-85.37,0.12,0.0,0.0,22.82,-77.1,53.4
2013-10-05 00:00:00,35.41,-21.63,-5.94,0.0,34.92,-34.91,0.0,0.0,-0.02,0.01,36.17,0.0,-36.28,0.12,0.0,-0.0,0.0,0.0,37.54,-15.91,0.0,-0.02,0.01,16.15,0.0,-16.35,0.21,0.0,-0.0,0.0,58.59,0.0,0.0,-90.8,0.95,0.0,0.0,24.99,-77.96,54.75
2013-10-05 03:00:00,35.19,-21.63,-5.94,0.0,50.97,-50.96,0.0,0.0,-0.02,0.01,48.78,0.0,-50.38,1.6,0.0,-0.0,0.0,0.0,39.37,-17.74,0.0,-0.02,0.01,17.62,0.0,-18.04,0.42,0.0,-0.0,0.0,65.39,0.0,0.0,-118.03,2.95,0.0,0.07,30.74,-69.02,58.65
2013-10-05 06:00:00,34.31,-21.63,-5.94,0.0,47.43,-47.42,0.0,0.0,-0.02,0.01,47.1,0.0,-47.4,0.31,0.0,-0.0,0.0,0.0,37.61,-15.98,0.0,-0.03,0.01,16.43,0.0,-16.46,0.04,0.0,-0.0,0.0,67.82,0.0,0.0,-110.16,2.84,0.23,0.0,28.13,-68.41,51.17
2013-10-05 09:00:00,35.6,-21.63,-5.94,0.0,44.46,-44.46,0.0,0.0,-0.02,0.01,44.78,0.0,-44.78,0.0,0.0,-0.0,0.0,0.0,36.06,-14.43,0.0,-0.02,0.01,15.06,0.0,-15.06,0.0,0.0,-0.0,0.0,71.99,0.0,0.0,-103.22,2.75,6.64,0.0,16.98,-73.95,49.15
2013-10-05 12:00:00,35.28,-21.63,-5.94,0.0,44.96,-44.96,0.0,0.0,-0.02,0.0,45.17,0.0,-45.17,0.0,0.0,-0.01,0.0,0.0,36.09,-14.46,0.0,-0.02,0.0,15.08,0.0,-15.07,0.0,0.0,-0.01,0.0,76.08,0.0,0.0,-103.93,0.88,8.87,0.0,18.82,-77.33,47.26
2013-10-05 15:00:00,35.32,-21.63,-5.94,0.0,48.38,-48.38,0.0,0.0,-0.02,0.0,48.04,0.0,-48.16,0.12,0.0,-0.0,0.0,0.0,36.45,-14.82,0.0,-0.02,0.0,15.41,0.0,-15.41,0.0,0.0,-0.0,0.0,46.59,0.0,0.0,-109.65,0.0,2.49,1.2,48.77,-70.88,52.08
2013-10-05 18:00:00,35.5,-21.63,-5.94,0.0,43.95,-43.94,0.0,0.0,-0.01,0.0,44.45,0.0,-44.44,0.0,0.0,-0.0,0.0,0.0,35.23,-13.6,0.0,-0.01,0.0,14.32,0.0,-14.32,0.0,0.0,-0.0,0.0,37.33,0.0,0.0,-101.37,0.0,0.0,0.58,47.97,-72.24,58.14
2013-10-05 21:00:00,35.61,-21.63,-5.94,0.0,31.43,-31.43,0.0,0.0,-0.01,0.0,33.46,0.0,-33.46,0.0,0.0,-0.0,0.0,0.0,34.41,-12.77,0.0,-0.01,0.0,13.56,0.0,-13.56,0.0,0.0,-0.0,0.0,25.04,0.0,0.0,-81.1,0.0,0.0,0.05,42.95,-76.24,59.63
2013-10-06 00:00:00,35.82,-21.63,-5.94,0.0,30.26,-30.26,0.0,0.0,-0.01,0.0,34.7,0.0,-34.7,0.0,0.0,-0.0,0.0,0.0,35.15,-13.52,0.0,-0.01,0.0,15.94,0.0,-15.96,0.03,0.0,-0.0,0.0,24.99,0.0,0.0,-87.4,0.0,0.0,0.16,43.42,-73.47,62.41
2013-10-06 03:00:00,35.99,-21.63,-5.94,0.0,42.52,-42.51,0.0,0.0,-0.01,0.0,47.41,0.0,-47.74,0.33,0.0,-0.0,0.0,0.0,36.59,-14.96,0.0,-0.01,0.0,17.66,0.0,-17.7,0.05,0.0,-0.0,0.0,32.57,0.0,0.0,-112.88,0.01,0.0,0.77,50.82,-68.18,66.85
2013-10-06 06:00:00,35.65,-21.63,-5.94,0.0,39.8,-39.79,0.0,0.0,-0.02,0.0,45.21,0.0,-45.21,0.0,0.0,-0.0,0.0,0.0,35.21,-13.57,0.0,-0.02,0.0,16.19,0.0,-16.19,0.0,0.0,-0.0,0.0,46.03,0.0,0.0,-105.91,0.15,0.17,0.0,48.67,-67.87,49.03
2013-10-06 09:00:00,35.66,-21.63,-5.94,0.0,37.53,-37.53,0.0,0.0,-0.02,0.0,42.74,0.0,-42.75,0.0,0.01,-0.0,0.0,0.0,33.99,-12.35,0.0,-0.02,0.0,14.82,0.0,-14.82,0.0,0.0,-0.0,0.0,43.96,0.0,0.0,-99.3,0.04,8.55,0.0,42.77,-75.37,49.62
2013-10-06 12:00:00,35.66,-21.63,-5.94,0.0,37.93,-37.92,0.0,0.0,-0.02,0.0,43.04,0.0,-43.04,0.0,0.0,-0.01,0.0,0.0,34.01,-12.38,0.0,-0.02,0.0,14.8,0.0,-14.8,0.0,0.0,-0.0,0.0,58.66,0.0,0.0,-99.78,0.05,10.54,0.0,43.3,-89.6,47.09
2013-10-06 15:00:00,35.43,-21.63,-5.94,0.0,40.54,-40.54,0.0,0.0,-0.02,0.0,45.79,0.0,-45.78,0.0,0.0,-0.0,0.0,0.0,34.3,-12.66,0.0,-0.02,0.0,15.14,0.0,-15.13,0.0,0.0,-0.0,0.0,45.02,0.0,0.0,-105.08,0.01,2.71,0.12,49.21,-69.76,48.28
2013-10-06 18:00:00,34.77,-21.63,-5.94,0.0,37.1,-37.1,0.0,0.0,-0.01,0.0,42.61,0.0,-42.61,0.0,0.0,-0.0,0.0,0.0,33.33,-11.7,0.0,-0.01,0.0,14.12,0.0,-14.11,0.0,0.0,-0.0,0.0,36.97,0.0,0.0,-97.84,0.0,0.0,0.02,47.4,-69.68,54.29
2013-10-06 21:00:00,35.37,-21.63,-5.94,0.0,27.62,-27.62,0.0,0.0,-0.02,0.0,32.5,0.0,-32.49,0.0,0.0,-0.0,0.0,0.0,32.45,-10.82,0.0,-0.02,0.0,13.08,0.0,-13.07,0.0,0.0,-0.0,0.0,25.63,0.0,0.0,-78.6,0.0,0.0,0.0,40.35,-73.72,56.9
2013-10-07 00:00:00,35.49,-21.63,-5.94,0.0,27.31,-27.3,0.0,0.0,-0.02,0.0,31.88,0.0,-31.88,0.0,0.0,-0.0,0.0,0.0,32.83,-11.2,0.0,-0.02,0.0,13.66,0.0,-13.66,0.0,0.0,-0.0,0.0,17.95,0.0,0.0,-78.55,0.01,0.0,0.0,41.05,-77.46,67.44
2013-10-07 03:00:00,35.67,-21.63,-5.94,0.0,37.08,-37.08,0.0,0.0,-0.01,0.0,42.49,0.0,-42.49,0.0,0.0,-0.0,0.0,0.0,35.28,-13.64,0.0,-0.02,0.0,16.52,0.0,-16.52,0.0,0.0,-0.0,0.0,22.66,0.0,0.0,-101.78,0.01,0.0,0.0,49.54,-74.89,74.72
2013-10-07 06:00:00,35.41,-21.63,-5.94,0.0,34.88,-34.87,0.0,0.0,-0.02,0.0,40.3,0.0,-40.29,0.0,0.0,-0.0,0.0,0.0,34.08,-12.45,0.0,-0.02,0.0,15.2,0.0,-15.19,0.0,0.0,-0.0,0.0,40.59,0.0,0.0,-95.72,0.01,0.27,0.0,46.66,-74.83,53.55
2013-10-07 09:00:00,35.05,-21.63,-5.94,0.0,33.09,-33.08,0.0,0.0,-0.02,0.0,38.34,0.0,-38.34,0.0,0.01,-0.0,0.0,0.0,33.0,-11.37,0.0,-0.02,0.0,13.94,0.0,-13.94,0.0,0.0,-0.0,0.0,43.87,0.0,0.0,-90.18,0.01,8.71,0.0,36.6,-82.92,54.8
2013-10-07 12:00:00,34.79,-21.63,-5.94,0.0,33.43,-33.43,0.0,0.0,-0.02,0.0,38.62,0.0,-38.63,0.0,0.01,-0.0,0.0,0.0,32.75,-11.12,0.0,-0.02,0.0,13.64,0.0,-13.64,0.0,0.0,-0.01,0.0,58.25,0.0,0.0,-90.15,0.01,10.5,0.0,32.58,-91.87,51.82
2013-10-07 15:00:00,34.24,-21.63,-5.94,0.0,35.52,-35.52,0.0,0.0,-0.01,0.0,40.86,0.0,-40.86,0.0,0.0,-0.0,0.0,0.0,32.71,-11.08,0.0,-0.01,0.0,13.6,0.0,-13.6,0.0,0.0,-0.0,0.0,39.66,0.0,0.0,-93.94,0.01,2.69,0.0,47.44,-77.04,52.85
2013-10-07 18:00:00,34.06,-21.63,-5.94,0.0,32.69,-32.68,0.0,0.0,-0.01,0.0,38.14,0.0,-38.14,0.0,0.0,-0.0,0.0,0.0,31.56,-9.93,0.0,-0.01,0.0,12.31,0.0,-12.31,0.0,0.0,-0.0,0.0,34.08,0.0,0.0,-87.02,0.01,0.0,0.0,45.76,-78.05,57.09
2013-10-07 21:00:00,34.43,-21.63,-5.94,0.0,25.07,-25.07,0.0,0.0,-0.01,0.0,29.89,0.0,-29.89,0.0,0.0,-0.0,0.0,0.0,31.2,-9.57,0.0,-0.01,0.0,11.85,0.0,-11.84,0.0,0.0,-0.0,0.0,24.68,0.0,0.0,-71.99,0.0,0.0,0.0,41.21,-82.15,59.76
2013-10-08 00:00:00,34.9,-21.63,-5.94,0.0,26.24,-26.24,0.0,0.0,-0.01,0.0,29.69,0.0,-29.68,0.0,0.0,-0.0,0.0,0.0,32.46,-10.82,0.0,-0.01,0.0,12.43,0.0,-12.43,0.0,0.0,-0.0,0.0,17.09,0.0,0.0,-72.64,0.0,0.0,0.0,45.32,-83.79,65.05
2013-10-08 03:00:00,35.1,-21.63,-5.94,0.0,35.41,-35.4,0.0,0.0,-0.01,0.0,38.55,0.0,-38.56,0.0,0.0,-0.0,0.0,0.0,34.81,-13.18,0.0,-0.01,0.0,14.8,0.0,-14.8,0.0,0.0,-0.0,0.0,19.8,0.0,0.0,-92.04,0.01,0.0,0.0,51.25,-76.58,68.39
2013-10-08 06:00:00,34.18,-21.63,-5.94,0.0,33.48,-33.48,0.0,0.0,-0.02,0.0,36.72,0.0,-36.72,0.0,0.0,-0.0,0.0,0.0,33.71,-12.08,0.0,-0.02,0.0,13.7,0.0,-13.69,0.0,0.0,-0.0,0.0,33.69,0.0,0.0,-86.96,0.01,0.22,0.0,45.29,-72.95,52.47
2013-10-08 09:00:00,34.53,-21.63,-5.94,0.0,31.79,-31.79,0.0,0.0,-0.02,0.0,35.08,0.0,-35.09,0.0,0.01,-0.0,0.0,0.0,32.67,-11.04,0.0,-0.02,0.0,12.65,0.0,-12.65,0.0,0.0,-0.0,0.0,34.84,0.0,0.0,-82.36,0.01,9.38,0.0,35.18,-76.98,51.33
2013-10-08 12:00:00,34.5,-21.63,-5.94,0.0,32.06,-32.06,0.0,0.0,-0.02,0.0,35.32,0.0,-35.33,0.0,0.01,-0.01,0.0,0.0,32.42,-10.79,0.0,-0.02,0.0,12.4,0.0,-12.4,0.0,0.0,-0.01,0.0,50.74,0.0,0.0,-82.33,0.01,10.69,0.0,26.46,-84.3,50.16
2013-10-08 15:00:00,34.43,-21.63,-5.94,0.0,34.0,-34.0,0.0,0.0,-0.02,0.0,37.19,0.0,-37.19,0.0,0.0,-0.0,0.0,0.0,32.39,-10.76,0.0,-0.02,0.0,12.37,0.0,-12.37,0.0,0.0,-0.0,0.0,33.28,0.0,0.0,-85.49,0.02,2.66,0.0,45.64,-75.76,51.15
2013-10-08 18:00:00,34.88,-21.63,-5.94,0.0,31.55,-31.54,0.0,0.0,-0.01,0.0,34.94,0.0,-34.94,0.0,0.0,-0.0,0.0,0.0,31.32,-9.69,0.0,-0.01,0.0,11.3,0.0,-11.29,0.0,0.0,-0.0,0.0,28.25,0.0,0.0,-79.75,0.01,0.0,0.0,43.56,-74.42,53.4
2013-10-08 21:00:00,35.28,-21.63,-5.94,0.0,24.41,-24.4,0.0,0.0,-0.02,0.0,28.05,0.0,-28.05,0.0,0.0,-0.0,0.0,0.0,30.94,-9.31,0.0,-0.02,0.0,10.92,0.0,-10.91,0.0,0.0,-0.0,0.0,21.97,0.0,0.0,-67.2,0.0,0.0,0.0,37.7,-76.77,54.94
2013-10-09 00:00:00,35.6,-21.63,-5.94,0.0,27.54,-27.54,0.0,0.0,-0.02,0.0,32.42,0.0,-32.42,0.0,0.0,-0.0,0.0,0.0,33.27,-11.64,0.0,-0.02,0.0,14.12,0.0,-14.11,0.0,0.0,-0.0,0.0,26.21,0.0,0.0,-80.27,0.01,0.0,0.0,44.18,-72.95,53.16
2013-10-09 03:00:00,35.92,-21.63,-5.94,0.0,38.04,-38.03,0.0,0.0,-0.01,0.0,43.95,0.0,-43.95,0.0,0.0,-0.0,0.0,0.0,36.07,-14.43,0.0,-0.01,0.0,17.37,0.0,-17.37,0.0,0.0,-0.0,0.0,34.26,0.0,0.0,-105.78,0.02,0.0,0.0,50.35,-61.98,53.13
2013-10-09 06:00:00,36.97,-21.63,-5.94,0.0,36.31,-36.3,0.0,0.0,-0.03,0.0,42.34,0.0,-42.33,0.0,0.0,-0.0,0.0,0.0,34.95,-13.31,0.0,-0.02,0.01,16.17,0.0,-16.16,0.0,0.0,-0.0,0.0,64.5,0.0,0.0,-100.91,0.02,0.21,0.0,21.09,-58.27,42.32
2013-10-09 09:00:00,36.81,-21.63,-5.94,0.0,34.29,-34.28,0.0,0.0,-0.02,0.01,40.08,0.0,-40.08,0.0,0.0,-0.01,0.0,0.0,33.7,-12.07,0.0,-0.02,0.01,14.72,0.0,-14.72,0.0,0.0,-0.01,0.0,72.68,0.0,0.0,-94.53,0.01,8.96,0.0,6.2,-65.59,41.38
2013-10-09 12:00:00,36.76,-21.63,-5.94,0.0,34.46,-34.45,0.0,0.0,-0.02,0.01,40.16,0.0,-40.17,0.0,0.0,-0.01,0.0,0.0,33.37,-11.74,0.0,-0.02,0.01,14.32,0.0,-14.32,0.0,0.0,-0.01,0.0,106.0,0.0,0.0,-93.99,0.01,10.56,0.0,4.35,-99.19,41.42
2013-10-09 15:00:00,36.66,-21.63,-5.94,0.0,36.65,-36.65,0.0,0.0,-0.02,0.01,42.55,0.0,-42.55,0.0,0.0,-0.01,0.0,0.0,33.34,-11.71,0.0,-0.02,0.01,14.29,0.0,-14.29,0.0,0.0,-0.01,0.0,86.1,0.0,0.0,-98.04,0.02,2.81,0.0,9.28,-72.77,41.88
2013-10-09 18:00:00,36.65,-21.63,-5.94,0.0,34.31,-34.3,0.0,0.0,-0.02,0.01,40.34,0.0,-40.33,0.0,0.0,-0.01,0.0,0.0,32.19,-10.56,0.0,-0.03,0.01,13.02,0.0,-13.02,0.0,0.0,-0.01,0.0,68.36,0.0,0.0,-92.03,0.01,0.0,0.0,10.98,-61.53,43.5
2013-10-09 21:00:00,36.64,-21.63,-5.94,0.0,26.05,-26.04,0.0,0.0,-0.02,0.01,31.24,0.0,-31.24,0.0,0.0,-0.01,0.0,0.0,31.63,-10.0,0.0,-0.02,0.01,12.32,0.0,-12.32,0.0,0.0,-0.01,0.0,52.1,0.0,0.0,-75.13,0.0,0.0,0.0,12.25,-63.74,43.81
2013-10-10 00:00:00,36.68,-21.63,-5.94,0.0,32.53,-32.53,0.0,0.0,-0.02,0.01,44.96,0.0,-44.96,0.0,0.0,-0.0,0.0,0.0,36.92,-15.28,0.0,-0.02,0.01,22.78,0.0,-22.77,0.0,0.0,-0.0,0.0,77.71,0.0,0.0,-116.83,0.01,0.0,0.0,24.47,-55.49,39.39
2013-10-10 03:00:00,36.9,-21.63,-5.94,0.0,47.88,-47.88,0.0,0.0,-0.02,0.01,68.03,0.0,-68.1,0.08,0.0,-0.0,0.0,0.0,41.31,-19.68,0.0,-0.02,0.01,29.67,0.0,-29.76,0.09,0.0,-0.0,0.0,103.32,0.0,0.0,-168.81,0.03,0.0,0.0,42.28,-44.76,36.98
2013-10-10 06:00:00,36.46,-21.63,-5.94,0.0,45.55,-45.54,0.0,0.0,-0.03,0.01,64.89,0.0,-64.99,0.1,0.0,-0.0,0.0,0.0,39.61,-17.98,0.0,-0.03,0.01,27.14,0.0,-27.19,0.05,0.0,-0.0,0.0,107.37,0.0,0.0,-159.01,0.02,0.2,0.0,31.43,-44.13,33.58
2013-10-10 09:00:00,36.46,-21.63,-5.94,0.0,42.6,-42.59,0.0,0.0,-0.02,0.01,60.48,0.0,-60.49,0.0,0.0,-0.01,0.0,0.0,37.68,-16.04,0.0,-0.02,0.01,24.12,0.0,-24.12,0.0,0.0,-0.01,0.0,107.21,0.0,0.0,-145.95,0.03,8.01,0.0,25.23,-58.54,33.47
2013-10-10 12:00:00,36.45,-21.63,-5.94,0.0,42.74,-42.73,0.0,0.0,-0.02,0.01,60.55,0.0,-60.55,0.0,0.0,-0.01,0.0,0.0,37.16,-15.53,0.0,-0.02,0.01,23.28,0.0,-23.28,0.0,0.0,-0.01,0.0,112.41,0.0,0.0,-144.61,0.03,9.17,0.0,25.2,-66.38,33.64
2013-10-10 15:00:00,36.45,-21.63,-5.94,0.0,45.89,-45.89,0.0,0.0,-0.02,0.01,65.24,0.0,-65.27,0.03,0.0,-0.01,0.0,0.0,37.12,-15.49,0.0,-0.02,0.01,23.23,0.0,-23.22,0.0,0.0,-0.0,0.0,104.93,0.0,0.0,-152.65,0.04,2.66,0.0,32.08,-50.13,32.54
2013-10-10 18:00:00,36.45,-21.63,-5.94,0.0,42.94,-42.94,0.0,0.0,-0.03,0.01,61.32,0.0,-61.35,0.03,0.0,-0.0,0.0,0.0,35.37,-13.74,0.0,-0.03,0.01,20.54,0.0,-20.54,0.0,0.0,-0.0,0.0,95.67,0.0,0.0,-141.26,0.06,0.0,0.0,31.67,-51.76,35.1
2013-10-10 21:00:00,36.5,-21.63,-5.94,0.0,30.92,-30.91,0.0,0.0,-0.03,0.01,43.19,0.0,-43.18,0.0,0.0,-0.0,0.0,0.0,34.46,-12.83,0.0,-0.03,0.01,19.02,0.0,-19.01,0.0,0.0,-0.0,0.0,65.0,0.0,0.0,-107.29,0.0,0.0,0.0,33.4,-60.41,38.72
2013-10-11 00:00:00,37.0,-21.63,-5.94,0.0,34.31,-34.3,0.0,0.0,-0.03,0.01,47.81,0.0,-47.8,0.0,0.0,-0.0,0.0,0.0,38.36,-16.73,0.0,-0.03,0.01,24.87,0.0,-24.91,0.05,0.0,-0.0,0.0,73.74,0.0,0.0,-125.43,0.01,0.0,0.0,39.86,-60.54,41.3
2013-10-11 03:00:00,37.0,-21.63,-5.94,0.0,51.42,-51.41,0.0,0.0,-0.02,0.01,72.05,0.0,-73.43,1.38,0.0,-0.0,0.0,0.0,43.33,-21.7,0.0,-0.02,0.01,31.4,0.0,-32.64,1.24,0.0,-0.0,0.0,105.54,0.0,0.0,-182.98,0.19,0.0,0.0,43.23,-52.2,55.15
2013-10-11 06:00:00,37.77,-21.63,-5.94,0.0,48.61,-48.61,0.0,0.0,-0.03,0.01,68.61,0.0,-69.33,0.73,0.0,-0.01,0.0,0.0,41.32,-19.69,0.0,-0.03,0.01,29.16,0.0,-29.54,0.39,0.0,-0.01,0.0,112.54,0.0,0.0,-170.55,0.41,0.38,0.0,33.01,-52.28,44.65
2013-10-11 09:00:00,37.78,-21.63,-5.94,0.0,45.38,-45.37,0.0,0.0,-0.02,0.01,64.37,0.0,-64.48,0.11,0.01,-0.01,0.0,0.0,39.15,-17.52,0.0,-0.02,0.01,26.14,0.0,-26.17,0.04,0.0,-0.01,0.0,109.78,0.0,0.0,-156.38,0.05,11.72,0.0,27.84,-63.57,38.71
2013-10-11 12:00:00,37.76,-21.63,-5.94,0.0,45.56,-45.56,0.0,0.0,-0.02,0.01,64.65,0.0,-64.72,0.05,0.01,-0.01,0.0,0.0,38.58,-16.95,0.0,-0.02,0.01,25.28,0.0,-25.29,0.01,0.0,-0.01,0.0,124.02,0.0,0.0,-155.25,0.03,16.03,0.0,26.01,-80.97,38.29
2013-10-11 15:00:00,37.4,-21.63,-5.94,0.0,49.07,-49.07,0.0,0.0,-0.02,0.01,69.61,0.0,-69.96,0.35,0.0,-0.01,0.0,0.0,38.54,-16.91,0.0,-0.02,0.01,25.21,0.0,-25.22,0.01,0.0,-0.01,0.0,120.07,0.0,0.0,-164.17,0.09,3.66,0.69,34.67,-66.65,40.18
2013-10-11 18:00:00,36.89,-21.63,-5.94,0.0,45.74,-45.74,0.0,0.0,-0.02,0.01,64.98,0.0,-65.16,0.18,0.0,-0.0,0.0,0.0,36.52,-14.88,0.0,-0.02,0.01,22.09,0.0,-22.09,0.01,0.0,-0.0,0.0,100.15,0.0,0.0,-150.5,0.02,0.0,0.0,34.83,-59.64,44.17
2013-10-11 21:00:00,37.55,-21.63,-5.94,0.0,32.33,-32.33,0.0,0.0,-0.02,0.01,45.07,0.0,-45.07,0.0,0.0,-0.0,0.0,0.0,35.87,-14.24,0.0,-0.02,0.01,21.07,0.0,-21.07,0.01,0.0,-0.0,0.0,71.57,0.0,0.0,-114.09,0.0,0.0,0.0,34.56,-69.27,45.61
