snapshot,AC,DC,H2 Electrolysis,OCGT,PHS,battery charger,battery discharger,electricity distribution grid,hydro,offwind-ac,offwind-dc,onwind,ror,solar,urban central gas CHP,urban central solid biomass CHP,urban central solid biomass CHP CC
2013-01-01 00:00:00,0.0,0.0,-610.82,0.0,-1.12,-0.04,10.73,-671.26,33.14,29.08,120.45,1055.44,12.34,0.0,0.0,4.56,17.49
2013-01-01 03:00:00,-0.0,0.0,-542.63,0.0,-1.82,-0.03,31.89,-682.38,31.87,22.36,107.12,996.83,12.39,0.0,0.0,5.37,19.03
2013-01-01 06:00:00,-0.0,0.0,-534.89,0.0,-2.88,-17.32,0.04,-720.9,24.23,23.23,128.61,936.38,12.52,126.26,0.0,5.47,19.22
2013-01-01 09:00:00,0.0,-0.0,-825.33,0.0,-30.58,-48.51,0.02,-765.16,14.94,21.46,146.03,819.88,12.69,631.61,0.0,4.38,18.57
2013-01-01 12:00:00,0.0,-0.0,-754.9,0.0,-3.38,-44.14,0.02,-743.31,22.09,21.26,161.42,797.0,12.97,507.68,0.0,4.67,18.62
2013-01-01 15:00:00,0.0,0.0,-454.52,0.0,3.05,-0.01,30.34,-659.75,36.46,22.12,169.13,756.65,13.13,58.47,0.0,6.03,18.91
2013-01-01 18:00:00,0.0,0.0,-390.99,0.0,5.62,-0.02,40.7,-652.58,39.04,26.47,168.83,724.34,13.13,0.0,0.0,6.5,18.97
2013-01-01 21:00:00,0.0,-0.0,-343.07,0.0,4.61,-0.03,16.01,-602.86,40.26,26.95,164.42,657.54,13.18,0.0,0.0,4.57,18.42
2013-01-02 00:00:00,-0.0,-0.0,-318.83,0.0,2.86,-0.03,2.25,-567.43,41.34,27.01,161.38,614.62,13.19,0.0,0.0,4.51,19.1
2013-01-02 03:00:00,0.0,0.0,-258.86,0.0,4.53,-0.02,36.65,-629.56,48.57,24.03,151.86,582.24,13.16,0.0,0.0,8.0,19.42
2013-01-02 06:00:00,0.0,0.0,-238.33,0.0,7.94,-11.26,5.16,-682.75,44.23,18.76,136.82,573.39,13.1,105.23,0.0,8.27,19.42
2013-01-02 09:00:00,-0.0,0.0,-648.94,0.0,-9.99,-64.54,0.01,-741.22,27.54,14.0,124.06,607.52,13.02,652.43,0.0,6.74,19.34
2013-01-02 12:00:00,-0.0,0.0,-640.42,0.0,-9.3,-60.47,0.01,-724.8,26.58,18.85,124.24,691.7,13.0,533.94,0.0,7.32,19.32
2013-01-02 15:00:00,-0.0,-0.0,-474.55,0.0,9.65,-0.02,31.31,-688.32,46.63,28.37,157.38,779.89,13.0,68.86,0.0,8.38,19.42
2013-01-02 18:00:00,-0.0,-0.0,-496.0,0.0,3.13,-0.02,29.82,-701.82,43.69,32.66,171.18,877.16,12.93,0.0,0.0,8.08,19.2
2013-01-02 21:00:00,0.0,0.0,-558.85,0.0,0.86,-0.03,14.29,-673.11,43.63,30.37,172.67,934.77,12.83,0.0,0.0,4.48,18.1
2013-01-03 00:00:00,-0.0,-0.0,-568.7,0.0,0.83,-0.03,8.61,-659.16,44.46,27.64,170.04,941.39,12.77,0.0,0.0,4.46,17.68
2013-01-03 03:00:00,-0.0,0.0,-537.37,0.0,2.59,-0.02,40.16,-690.32,46.44,26.84,169.14,905.46,12.7,0.0,0.0,5.68,18.69
2013-01-03 06:00:00,0.0,0.0,-521.78,0.0,0.64,-4.75,20.47,-749.69,42.34,25.31,167.38,866.33,12.66,116.61,0.0,5.63,18.85
2013-01-03 09:00:00,-0.0,0.0,-812.83,0.0,-21.68,-69.9,0.01,-778.14,30.68,21.39,157.58,761.2,12.59,677.02,0.0,4.77,17.3
2013-01-03 12:00:00,-0.0,-0.0,-692.14,0.0,-8.19,-69.9,0.01,-777.74,34.4,21.5,160.09,739.68,12.6,558.02,0.0,4.81,16.83
2013-01-03 15:00:00,0.0,0.0,-373.99,0.0,1.17,-0.02,34.61,-709.08,52.42,17.72,155.99,713.69,12.58,72.54,0.0,5.01,17.34
2013-01-03 18:00:00,0.0,0.0,-372.49,0.0,1.74,-0.02,58.02,-683.08,50.15,16.66,140.9,753.39,12.56,0.0,0.0,4.98,17.18
2013-01-03 21:00:00,0.0,0.0,-386.11,0.0,1.04,-0.03,11.99,-622.89,40.64,18.37,123.95,781.02,12.55,0.0,0.0,3.66,15.81
2013-01-04 00:00:00,-0.0,0.0,-405.69,0.0,0.37,-0.02,2.55,-620.17,37.58,20.8,141.36,792.05,12.55,0.0,0.0,3.17,15.45
2013-01-04 03:00:00,0.0,0.0,-402.48,0.0,-1.49,-0.03,25.84,-653.59,36.36,22.68,158.64,782.16,12.56,0.0,0.0,3.42,15.92
2013-01-04 06:00:00,0.0,-0.0,-398.57,0.0,-0.68,-10.99,5.84,-727.26,28.68,22.2,163.82,760.76,12.57,123.8,0.0,3.64,16.19
2013-01-04 09:00:00,-0.0,0.0,-742.15,0.0,-16.76,-69.9,0.01,-783.57,15.33,18.93,159.41,706.59,12.57,681.49,0.0,2.97,15.06
2013-01-04 12:00:00,0.0,0.0,-691.26,0.0,-6.95,-69.89,0.02,-779.77,20.5,16.79,159.77,737.76,12.6,582.26,0.0,2.78,15.39
2013-01-04 15:00:00,-0.0,0.0,-327.44,0.0,1.7,-0.02,17.57,-696.2,28.89,18.18,158.48,685.94,12.63,78.74,0.0,3.36,18.17
2013-01-04 18:00:00,0.0,0.0,-289.67,0.0,4.86,-0.02,34.4,-655.22,29.19,19.52,149.73,672.89,12.65,0.0,0.0,3.37,18.3
2013-01-04 21:00:00,-0.0,0.0,-275.66,0.0,1.6,-0.02,12.64,-592.18,29.74,18.4,139.34,633.62,12.74,0.0,0.0,2.73,17.05
2013-01-05 00:00:00,-0.0,-0.0,-262.65,0.0,0.24,-0.03,21.27,-579.98,28.2,14.35,132.44,613.54,12.84,0.0,0.0,2.58,17.2
2013-01-05 03:00:00,0.0,-0.0,-207.35,0.0,2.49,-0.02,57.03,-618.72,39.29,9.93,104.23,577.66,12.93,0.0,0.0,3.01,19.5
2013-01-05 06:00:00,-0.0,0.0,-178.32,0.0,1.11,-10.39,1.92,-645.02,68.99,7.9,65.74,544.98,12.99,107.73,0.0,2.98,19.39
2013-01-05 09:00:00,0.0,-0.0,-514.37,0.0,-5.11,-63.89,0.02,-725.35,61.43,6.62,48.1,535.06,13.03,622.85,0.0,2.53,19.08
2013-01-05 12:00:00,0.0,0.0,-492.62,0.0,-7.04,-63.15,0.02,-736.19,66.67,7.73,45.04,595.06,13.04,550.12,0.0,2.54,18.78
2013-01-05 15:00:00,0.0,0.0,-214.15,0.0,3.52,-0.03,29.18,-645.54,79.09,7.02,41.86,585.12,13.08,78.04,0.0,3.61,19.21
2013-01-05 18:00:00,0.0,0.0,-133.35,0.0,4.33,-0.02,43.51,-625.61,78.9,9.84,58.24,527.76,13.07,0.0,0.0,3.75,19.58
2013-01-05 21:00:00,-0.0,-0.0,-76.34,0.0,4.02,-0.02,10.37,-578.99,78.28,11.18,82.54,433.05,13.05,0.0,0.0,3.27,19.58
2013-01-06 00:00:00,0.0,-0.0,-67.16,0.0,4.0,-0.02,10.14,-563.39,78.69,13.48,107.81,380.34,13.03,0.0,0.0,3.5,19.58
2013-01-06 03:00:00,0.0,0.0,-79.77,0.0,6.62,-0.02,28.52,-604.45,82.9,15.33,122.73,390.62,13.02,0.0,0.0,4.91,19.58
2013-01-06 06:00:00,0.0,0.0,-136.92,0.0,4.22,-9.71,10.15,-644.62,78.82,16.21,137.95,389.32,13.0,116.88,0.0,5.12,19.58
2013-01-06 09:00:00,-0.0,0.0,-493.13,0.0,0.66,-67.87,0.03,-745.1,73.29,11.67,128.46,395.49,12.95,659.83,0.0,4.13,19.58
2013-01-06 12:00:00,-0.0,0.0,-436.4,0.0,1.74,-66.45,0.03,-719.78,79.02,9.02,98.87,444.95,12.99,552.08,0.0,4.33,19.58
2013-01-06 15:00:00,-0.0,0.0,-126.93,0.0,7.52,-1.28,1.84,-648.53,97.86,7.85,73.97,440.99,12.98,76.8,27.86,9.49,19.58
2013-01-06 18:00:00,-0.0,-0.0,-91.18,0.0,13.41,-1.2,32.13,-604.03,98.31,9.4,47.25,421.03,12.96,0.0,32.86,9.49,19.58
2013-01-06 21:00:00,0.0,0.0,-69.55,0.0,12.4,-0.74,24.61,-532.29,99.03,7.18,33.08,359.92,12.94,0.0,24.35,9.49,19.58
2013-01-07 00:00:00,-0.0,0.0,-74.4,0.0,12.49,-0.01,25.5,-513.99,99.03,6.07,34.25,338.43,12.93,0.0,30.63,9.49,19.58
2013-01-07 03:00:00,0.0,0.0,-76.65,0.0,14.4,-0.0,41.23,-547.01,99.06,6.29,39.31,318.32,12.92,0.0,63.06,9.49,19.58
2013-01-07 06:00:00,-0.0,0.0,-99.52,0.0,13.55,-10.68,11.68,-611.32,96.77,8.51,42.22,322.78,12.92,120.71,63.33,9.49,19.58
2013-01-07 09:00:00,0.0,-0.0,-340.67,0.0,-6.73,-69.49,0.0,-751.82,95.89,12.3,47.6,308.46,12.91,630.11,32.37,9.49,19.58
2013-01-07 12:00:00,-0.0,0.0,-285.77,0.0,-3.76,-65.91,0.01,-744.83,95.96,15.02,61.18,322.17,12.9,539.61,24.36,9.49,19.58
2013-01-07 15:00:00,0.0,-0.0,-91.29,0.0,15.06,-0.01,14.14,-628.65,99.03,16.89,77.55,325.07,12.89,70.76,59.51,9.49,19.58
2013-01-07 18:00:00,-0.0,0.0,-98.11,0.0,13.28,-0.01,53.46,-627.5,99.03,18.99,91.03,357.41,12.86,0.0,50.48,9.49,19.58
2013-01-07 21:00:00,-0.0,0.0,-118.61,0.0,10.22,-0.01,23.34,-594.86,99.03,20.9,103.61,386.51,12.85,0.0,27.95,9.49,19.58
2013-01-08 00:00:00,0.0,0.0,-147.55,0.0,10.28,-0.01,15.2,-618.5,99.03,25.12,120.0,425.8,12.83,0.0,28.73,9.49,19.58
2013-01-08 03:00:00,-0.0,0.0,-126.48,0.0,10.42,-1.68,23.49,-663.97,99.03,24.99,102.63,436.42,12.82,0.0,53.27,9.49,19.58
2013-01-08 06:00:00,0.0,0.0,-127.6,0.0,9.77,-13.48,8.03,-738.9,96.14,24.19,83.74,442.97,12.8,116.65,56.61,9.49,19.58
2013-01-08 09:00:00,-0.0,0.0,-357.66,0.0,-5.3,-69.72,0.01,-794.91,94.21,23.33,64.55,400.34,12.77,569.09,34.22,9.49,19.58
2013-01-08 12:00:00,-0.0,0.0,-250.48,0.0,-4.23,-58.48,0.01,-790.26,96.36,24.05,58.06,361.62,12.76,491.09,30.44,9.49,19.58
2013-01-08 15:00:00,0.0,0.0,-35.73,0.0,11.33,-0.01,14.05,-653.13,99.03,23.54,52.89,312.65,12.73,67.83,65.77,9.49,19.58
2013-01-08 18:00:00,0.0,-0.0,-20.91,0.0,15.25,-0.0,46.3,-622.18,99.03,23.01,58.57,289.91,12.71,0.0,69.24,9.49,19.58
2013-01-08 21:00:00,0.0,0.0,-19.59,0.0,13.87,-0.0,32.01,-566.2,99.03,22.65,62.27,266.88,12.69,0.0,47.32,9.49,19.58
2013-01-09 00:00:00,-0.0,-0.0,-11.65,0.0,12.02,-0.0,15.49,-546.68,99.03,23.04,63.91,256.73,12.67,0.0,46.37,9.49,19.58
2013-01-09 03:00:00,-0.0,0.0,-11.97,0.0,11.87,-0.0,19.32,-586.59,99.03,21.64,68.66,265.45,12.66,0.0,70.87,9.49,19.58
2013-01-09 06:00:00,-0.0,0.0,-13.06,0.0,13.11,-11.95,0.52,-673.6,98.24,16.67,76.66,280.9,12.66,105.17,65.62,9.49,19.58
2013-01-09 09:00:00,-0.0,-0.0,-208.47,0.0,5.69,-69.89,0.0,-761.86,96.48,10.77,81.71,274.27,12.65,492.96,36.6,9.49,19.58
2013-01-09 12:00:00,0.0,0.0,-160.94,0.0,0.73,-51.14,0.0,-768.1,98.16,9.71,78.41,290.79,12.65,420.25,40.4,9.49,19.58
2013-01-09 15:00:00,-0.0,0.0,-61.19,0.0,29.56,-0.01,30.47,-649.95,98.41,8.15,81.95,312.77,12.65,53.1,55.01,9.49,19.58
2013-01-09 18:00:00,-0.0,-0.0,-69.18,0.0,26.53,-0.01,49.45,-658.54,96.73,7.95,94.26,357.9,12.65,0.0,53.18,9.49,19.58
2013-01-09 21:00:00,0.0,-0.0,-80.36,0.0,14.96,-0.02,30.89,-640.09,96.05,7.89,96.9,395.78,12.66,0.0,36.25,9.49,19.58
2013-01-10 00:00:00,-0.0,0.0,-105.76,0.0,12.55,-0.01,13.82,-652.08,98.16,8.62,97.12,451.71,12.66,0.0,34.13,9.49,19.58
2013-01-10 03:00:00,-0.0,-0.0,-137.47,0.0,12.42,-0.01,17.11,-684.21,98.45,8.83,92.22,497.22,12.67,0.0,53.69,9.49,19.58
2013-01-10 06:00:00,-0.0,0.0,-150.88,0.0,9.6,-2.44,3.03,-753.42,88.14,9.42,98.13,509.31,12.68,90.79,56.58,9.49,19.58
2013-01-10 09:00:00,-0.0,0.0,-413.15,0.0,-8.61,-56.48,0.0,-803.82,77.29,9.99,115.54,527.46,12.68,498.66,11.36,9.47,19.58
2013-01-10 12:00:00,-0.0,0.0,-344.87,0.0,-7.08,-49.37,0.01,-807.04,77.83,10.76,106.74,531.82,12.69,433.42,6.02,9.47,19.58
2013-01-10 15:00:00,-0.0,0.0,-138.41,0.0,5.09,-0.01,32.12,-737.02,94.15,12.17,103.1,496.35,12.7,64.76,25.95,9.47,19.58
2013-01-10 18:00:00,-0.0,0.0,-141.57,0.0,6.01,-0.01,32.43,-716.04,96.79,14.07,103.31,535.14,12.73,0.0,28.08,9.47,19.58
2013-01-10 21:00:00,-0.0,0.0,-110.54,0.0,5.49,-0.02,6.58,-678.98,97.24,15.66,88.5,525.98,12.74,0.0,8.3,9.47,19.58
2013-01-11 00:00:00,0.0,-0.0,-79.47,0.0,5.76,-0.02,6.02,-674.46,97.4,15.8,74.57,501.52,12.77,0.0,11.04,9.49,19.58
2013-01-11 03:00:00,0.0,0.0,-45.19,0.0,8.69,-0.01,11.36,-706.57,96.94,13.51,62.93,459.41,12.79,0.0,57.07,9.49,19.58
2013-01-11 06:00:00,-0.0,0.0,-45.64,0.0,6.55,-4.31,15.53,-731.83,97.31,10.98,57.53,397.67,12.79,93.68,60.66,9.49,19.58
2013-01-11 09:00:00,-0.0,0.0,-319.49,0.0,-7.2,-68.37,0.03,-791.32,94.56,7.13,49.21,362.95,12.76,613.04,17.63,9.49,19.58
2013-01-11 12:00:00,-0.0,0.0,-301.87,0.0,-8.24,-68.37,0.02,-785.83,94.6,3.78,42.1,412.71,12.74,548.53,20.73,9.49,19.58
2013-01-11 15:00:00,0.0,0.0,-82.97,0.0,0.49,-0.15,20.41,-687.63,97.74,4.19,45.89,429.78,12.77,75.73,54.67,9.49,19.58
2013-01-11 18:00:00,0.0,-0.0,-66.68,0.0,9.48,-0.01,28.89,-664.78,97.99,4.8,45.98,446.55,12.76,0.0,55.95,9.49,19.58
2013-01-11 21:00:00,0.0,0.0,-54.36,0.0,10.31,-0.11,30.81,-672.98,98.0,6.81,41.73,458.55,12.71,0.0,39.46,9.49,19.58
2013-01-12 00:00:00,0.0,0.0,-85.41,0.0,10.35,-0.01,21.12,-660.25,98.0,9.21,42.61,484.46,12.64,0.0,38.21,9.49,19.58
2013-01-12 03:00:00,0.0,0.0,-113.35,0.0,11.54,-0.01,20.64,-693.37,97.29,15.31,55.0,508.32,12.57,0.0,56.98,9.49,19.58
2013-01-12 06:00:00,0.0,0.0,-135.79,0.0,7.47,-11.83,1.63,-761.42,97.29,18.62,62.58,512.06,12.52,108.09,59.73,9.49,19.58
2013-01-12 09:00:00,0.0,-0.0,-426.16,0.0,-30.05,-67.13,0.0,-812.69,94.29,19.27,57.58,497.68,12.48,625.32,0.34,9.49,19.58
2013-01-12 12:00:00,0.0,0.0,-326.9,0.0,-4.36,-57.46,0.0,-799.78,98.0,17.79,48.39,462.74,12.44,505.34,14.71,9.49,19.58
2013-01-12 15:00:00,-0.0,0.0,-105.4,0.0,6.0,-1.64,13.66,-679.46,99.03,20.18,54.78,420.97,12.43,63.53,66.86,9.49,19.58
2013-01-12 18:00:00,0.0,0.0,-45.92,0.0,7.01,-0.0,26.93,-654.86,99.03,24.51,63.8,370.88,12.43,0.0,67.13,9.49,19.58
2013-01-12 21:00:00,0.0,0.0,-23.92,0.0,7.05,-0.01,15.53,-589.99,98.9,23.31,59.56,318.68,12.44,0.0,49.37,9.49,19.58
2013-01-13 00:00:00,0.0,0.0,-4.09,0.0,5.79,-0.0,5.02,-547.97,98.76,20.61,50.84,274.72,12.44,0.0,54.82,9.49,19.58
2013-01-13 03:00:00,-0.0,0.0,-12.75,0.0,8.68,-0.02,49.69,-591.78,99.03,19.0,48.17,264.41,12.44,0.0,74.06,9.49,19.58
2013-01-13 06:00:00,-0.0,0.0,-14.53,0.0,6.75,-10.75,0.05,-648.4,98.17,16.97,51.11,275.57,12.44,110.12,73.45,9.49,19.58
2013-01-13 09:00:00,-0.0,-0.0,-257.92,0.0,2.04,-60.58,0.0,-799.13,96.44,14.75,48.93,274.2,12.44,590.51,49.22,9.49,19.58
2013-01-13 12:00:00,0.0,-0.0,-216.94,0.0,-6.44,-42.5,0.02,-784.5,91.14,13.35,41.24,307.87,12.45,497.74,57.49,9.49,19.58
2013-01-13 15:00:00,0.0,0.0,-74.88,0.0,9.61,-0.02,29.64,-671.3,99.41,13.54,43.38,366.84,12.47,68.26,73.98,9.49,19.58
2013-01-13 18:00:00,-0.0,0.0,-9.62,0.0,10.27,-0.56,30.33,-672.18,98.34,12.41,42.24,373.22,12.49,0.0,73.99,9.49,19.58
2013-01-13 21:00:00,-0.0,-0.0,-18.93,0.0,8.23,-0.57,10.19,-622.79,97.71,8.85,41.84,364.0,12.52,0.0,69.89,9.49,19.58
2013-01-14 00:00:00,-0.0,0.0,-32.35,0.0,7.69,-0.54,5.63,-609.54,97.47,5.77,32.55,382.44,12.57,0.0,69.24,9.49,19.58
2013-01-14 03:00:00,0.0,-0.0,-56.57,0.0,8.28,-0.0,30.73,-648.58,98.16,5.36,31.6,415.24,12.6,0.0,74.12,9.49,19.58
2013-01-14 06:00:00,0.0,-0.0,-74.94,0.0,9.16,-2.35,17.23,-731.13,98.1,7.38,42.43,444.52,12.63,80.5,67.42,9.49,19.58
2013-01-14 09:00:00,0.0,-0.0,-363.41,0.0,-2.91,-67.18,0.0,-791.66,92.03,9.76,49.26,455.98,12.63,534.1,42.32,9.49,19.58
2013-01-14 12:00:00,0.0,-0.0,-379.55,0.0,-6.57,-59.28,0.01,-817.65,88.33,16.36,58.37,563.97,12.68,451.61,42.63,9.49,19.58
2013-01-14 15:00:00,-0.0,-0.0,-253.73,0.0,3.13,-0.02,1.53,-766.83,97.47,26.59,75.35,647.23,12.75,74.96,52.5,9.49,19.58
2013-01-14 18:00:00,0.0,0.0,-249.29,0.0,5.09,-0.02,5.27,-773.02,98.16,30.4,93.42,708.66,12.79,0.0,39.46,9.49,19.58
2013-01-14 21:00:00,-0.0,-0.0,-236.5,0.0,4.27,-0.03,13.77,-746.83,98.16,30.3,82.66,667.53,12.82,0.0,44.78,9.49,19.58
2013-01-15 00:00:00,0.0,-0.0,-163.33,0.0,4.67,-0.03,7.19,-705.51,98.16,29.14,72.89,571.32,12.84,0.0,43.58,9.49,19.58
2013-01-15 03:00:00,-0.0,-0.0,-102.61,0.0,9.77,-0.01,32.01,-703.75,99.07,28.15,55.72,476.74,12.86,0.0,62.97,9.49,19.58
2013-01-15 06:00:00,0.0,0.0,-58.72,6.98,10.9,-1.28,18.6,-747.44,99.14,29.23,55.35,388.76,12.9,83.51,72.99,9.49,19.58
2013-01-15 09:00:00,-0.0,0.0,-264.12,6.85,7.69,-38.35,1.03,-789.6,97.51,23.63,48.15,307.51,12.94,484.05,73.63,9.49,19.58
2013-01-15 12:00:00,-0.0,0.0,-260.25,17.11,2.28,-24.86,0.0,-747.02,91.3,16.33,39.11,324.46,12.96,428.36,71.14,9.49,19.58
2013-01-15 15:00:00,-0.0,-0.0,-71.11,20.28,18.65,-0.55,24.95,-657.74,99.52,15.12,40.08,320.49,12.98,74.15,74.13,9.49,19.58
2013-01-15 18:00:00,0.0,-0.0,-21.62,20.28,17.73,-0.0,41.28,-640.33,99.52,14.28,40.29,312.39,12.98,0.0,74.13,9.49,19.58
2013-01-15 21:00:00,-0.0,0.0,-38.6,20.28,10.64,-0.27,18.67,-603.21,98.92,11.79,36.31,329.31,12.98,0.0,74.13,9.49,19.58
2013-01-16 00:00:00,-0.0,-0.0,-54.58,20.28,7.17,-0.3,7.05,-609.13,98.51,10.22,31.58,373.01,12.99,0.0,74.13,9.49,19.58
2013-01-16 03:00:00,0.0,0.0,-53.99,20.27,21.23,-0.24,11.47,-647.18,97.9,10.56,29.97,393.8,13.02,0.0,74.11,9.49,19.58
2013-01-16 06:00:00,-0.0,-0.0,-78.9,20.27,29.84,-15.78,7.06,-716.76,96.53,10.86,33.86,408.1,13.07,88.66,74.11,9.49,19.58
2013-01-16 09:00:00,-0.0,0.0,-223.38,19.66,7.51,-46.75,0.0,-779.96,97.33,10.68,34.7,352.34,13.21,411.47,74.11,9.49,19.58
2013-01-16 12:00:00,-0.0,0.0,-170.67,20.27,9.41,-26.82,0.01,-765.26,98.82,10.76,29.03,338.19,13.4,339.64,74.12,9.49,19.58
2013-01-16 15:00:00,-0.0,-0.0,-78.33,20.28,28.51,-0.28,24.13,-681.43,99.4,13.23,32.73,379.81,13.48,45.28,74.13,9.49,19.58
2013-01-16 18:00:00,0.0,-0.0,-31.3,20.28,12.77,-0.16,15.78,-683.92,99.02,14.83,36.92,399.07,13.52,0.0,74.12,9.49,19.58
2013-01-16 21:00:00,0.0,0.0,-22.34,20.28,11.55,-0.16,9.11,-666.19,98.99,12.73,36.03,383.23,13.55,0.0,74.12,9.49,19.58
2013-01-17 00:00:00,0.0,0.0,-16.81,20.27,10.01,-0.14,14.12,-674.5,99.0,13.0,36.49,381.8,13.56,0.0,74.13,9.49,19.58
2013-01-17 03:00:00,-0.0,-0.0,-14.13,20.27,11.06,-0.08,15.59,-689.5,98.57,10.97,31.18,399.28,13.58,0.0,74.12,9.49,19.58
2013-01-17 06:00:00,0.0,0.0,-42.37,15.36,10.38,-14.6,12.14,-757.56,96.23,8.34,32.71,432.43,13.6,90.14,74.12,9.49,19.58
2013-01-17 09:00:00,0.0,0.0,-306.74,0.0,-3.01,-60.61,0.16,-788.88,93.11,4.05,36.13,445.37,13.51,488.15,49.67,9.49,19.58
2013-01-17 12:00:00,-0.0,0.0,-322.15,0.0,-7.19,-46.32,0.16,-781.34,93.1,3.89,30.67,520.42,13.59,421.6,44.48,9.49,19.58
2013-01-17 15:00:00,0.0,0.0,-246.32,0.0,1.95,-0.14,19.51,-750.28,96.05,5.28,36.42,665.92,13.65,64.87,64.02,9.49,19.58
2013-01-17 18:00:00,0.0,-0.0,-287.41,0.0,4.35,-0.15,9.78,-764.17,96.52,8.74,58.18,771.29,13.63,0.0,60.18,9.49,19.58
2013-01-17 21:00:00,0.0,0.0,-329.97,0.0,4.7,-0.15,13.72,-740.31,95.13,12.32,73.41,797.39,13.61,0.0,31.08,9.49,19.58
2013-01-18 00:00:00,0.0,0.0,-350.34,0.0,6.23,-0.15,20.93,-759.67,91.99,14.92,89.77,819.41,13.63,0.0,24.22,9.49,19.58
2013-01-18 03:00:00,0.0,-0.0,-353.06,0.0,3.31,-0.15,23.69,-802.86,87.68,19.44,118.79,834.48,13.71,0.0,25.91,9.49,19.58
2013-01-18 06:00:00,-0.0,-0.0,-429.85,0.0,-5.32,-4.92,2.97,-810.56,79.19,24.47,154.92,844.4,13.75,84.06,17.82,9.49,19.58
2013-01-18 09:00:00,-0.0,-0.0,-627.63,0.0,-30.25,-47.62,0.01,-816.6,67.95,30.57,170.49,826.36,13.83,383.69,0.11,9.49,19.58
2013-01-18 12:00:00,0.0,-0.0,-574.73,0.0,-26.92,-42.7,0.02,-813.85,71.95,33.54,169.52,806.12,13.95,333.91,0.11,9.49,19.58
2013-01-18 15:00:00,0.0,-0.0,-390.84,0.0,-4.9,-0.15,18.24,-796.95,86.92,36.02,176.37,787.63,14.06,43.68,0.86,9.49,19.58
2013-01-18 18:00:00,-0.0,-0.0,-385.93,0.0,-2.74,-0.16,26.11,-798.04,89.79,35.16,177.34,814.16,14.27,0.0,0.97,9.49,19.58
2013-01-18 21:00:00,0.0,0.0,-348.61,0.0,-3.71,-0.17,19.79,-783.25,88.13,31.99,174.4,777.6,14.56,0.0,0.2,9.49,19.58
2013-01-19 00:00:00,-0.0,0.0,-328.72,0.0,-3.62,-0.15,22.11,-771.71,85.23,30.88,173.79,748.33,14.62,0.0,0.2,9.49,19.58
2013-01-19 03:00:00,0.0,0.0,-296.46,0.0,-3.75,-0.16,28.07,-783.31,83.5,31.26,173.94,712.97,14.62,0.0,10.26,9.49,19.58
2013-01-19 06:00:00,-0.0,0.0,-276.1,0.0,-4.15,-7.95,7.11,-802.67,82.67,30.87,172.97,650.44,14.63,98.5,4.62,9.49,19.58
2013-01-19 09:00:00,0.0,0.0,-423.92,0.0,-12.94,-51.34,0.01,-806.83,72.41,29.04,163.74,646.66,14.65,337.9,1.52,9.49,19.58
2013-01-19 12:00:00,-0.0,-0.0,-400.12,0.0,-10.45,-42.1,0.02,-782.65,77.6,28.97,161.0,650.34,14.66,273.04,0.64,9.49,19.58
2013-01-19 15:00:00,-0.0,0.0,-308.15,0.0,-0.32,-0.67,24.92,-767.39,82.66,30.13,163.43,678.49,14.71,43.3,9.81,9.49,19.58
2013-01-19 18:00:00,0.0,0.0,-256.06,0.0,-2.65,-2.17,18.76,-752.5,81.37,31.59,160.86,668.31,14.78,0.0,8.65,9.49,19.58
2013-01-19 21:00:00,0.0,0.0,-209.33,0.0,-2.1,-1.39,7.06,-725.87,79.07,30.9,153.06,624.41,14.92,0.0,0.21,9.49,19.58
2013-01-20 00:00:00,-0.0,0.0,-179.99,0.0,-4.29,-1.69,11.7,-717.0,85.27,31.27,145.82,584.81,15.05,0.0,0.15,9.32,19.58
2013-01-20 03:00:00,-0.0,0.0,-162.19,0.0,0.74,-0.24,11.95,-725.8,87.35,27.7,146.31,562.32,15.17,0.0,7.78,9.32,19.58
2013-01-20 06:00:00,0.0,-0.0,-209.93,0.0,-2.94,-7.25,11.83,-765.35,87.11,24.47,151.0,578.72,15.23,81.28,7.15,9.11,19.58
2013-01-20 09:00:00,-0.0,0.0,-415.42,0.0,-12.15,-50.51,0.01,-788.88,68.71,21.16,151.89,560.85,15.28,419.97,0.5,9.0,19.58
2013-01-20 12:00:00,0.0,0.0,-432.47,0.0,-12.44,-42.53,0.01,-776.26,77.71,17.89,159.59,605.36,15.37,358.64,0.54,9.0,19.58
2013-01-20 15:00:00,-0.0,-0.0,-295.09,0.0,1.42,-0.67,27.87,-739.78,85.41,16.99,168.05,644.45,15.47,41.38,5.45,9.49,19.58
2013-01-20 18:00:00,-0.0,-0.0,-296.37,0.0,-4.16,-0.94,24.71,-737.83,81.39,17.71,169.42,697.34,15.52,0.0,4.14,9.49,19.58
2013-01-20 21:00:00,0.0,0.0,-272.86,0.0,-4.37,-0.88,6.91,-723.88,72.78,17.24,164.81,695.65,15.55,0.0,0.0,9.49,19.58
2013-01-21 00:00:00,0.0,0.0,-251.48,0.0,-4.23,-3.3,9.35,-716.39,69.42,18.33,162.8,670.85,15.57,0.0,0.0,9.49,19.58
2013-01-21 03:00:00,0.0,-0.0,-263.33,0.0,-2.31,-2.66,26.3,-725.51,65.88,17.06,164.19,671.53,15.61,0.0,4.18,9.49,19.58
2013-01-21 06:00:00,0.0,0.0,-281.25,0.0,2.33,-3.85,22.79,-774.0,65.28,19.07,167.75,721.78,15.63,5.56,9.94,9.39,19.58
