snapshot,DAC,OCGT,SMR,SMR CC,agriculture machinery oil emissions,biogas to gas,co2,gas for industry CC,oil emissions,process emissions CC,residential rural gas boiler,residential urban decentral gas boiler,services rural gas boiler,services urban decentral gas boiler,solid biomass for industry CC,urban central gas CHP,urban central gas CHP CC,urban central gas boiler,urban central solid biomass CHP CC
2013-03-18 09:00:00,-0.0,0.0,0.0,0.08,2.67,-7.89,14.11,0.67,27.66,1.58,0.38,1.77,0.13,0.67,-24.05,0.0,0.0,2.56,-20.33
2013-03-18 12:00:00,-0.0,0.0,0.0,0.1,2.67,-7.89,15.34,0.67,27.66,1.58,0.32,1.58,0.09,0.55,-24.05,0.0,0.0,1.71,-20.33
2013-03-18 15:00:00,-0.0,0.0,0.26,0.77,2.67,-7.89,12.26,0.67,27.66,1.58,0.49,1.95,0.1,0.57,-24.05,0.0,0.0,3.3,-20.33
2013-03-18 18:00:00,-0.0,0.0,1.47,0.8,2.67,-7.89,11.0,0.67,27.66,1.58,0.53,2.24,0.06,0.53,-24.05,0.0,0.0,3.08,-20.33
2013-03-18 21:00:00,-0.0,0.0,1.6,0.81,2.67,-7.89,16.13,0.67,27.66,1.58,0.0,0.7,0.01,0.26,-24.05,0.0,0.0,0.19,-20.33
2013-03-19 00:00:00,-0.0,0.0,1.53,0.81,2.67,-7.89,16.25,0.67,27.66,1.58,0.0,0.41,0.03,0.42,-24.05,0.0,0.0,0.25,-20.33
2013-03-19 03:00:00,-0.0,0.0,1.41,0.81,2.67,-7.89,7.65,0.67,27.66,1.58,0.58,3.13,0.32,1.9,-24.05,0.0,0.0,3.89,-20.33
2013-03-19 06:00:00,-0.0,0.0,1.26,0.7,2.67,-7.89,6.12,0.67,27.66,1.58,0.82,3.36,0.28,1.48,-24.05,0.0,0.0,5.68,-20.33
2013-03-19 09:00:00,-0.0,0.0,0.24,0.38,2.67,-7.89,10.6,0.67,27.66,1.58,0.55,2.53,0.18,1.0,-24.05,0.0,0.0,3.13,-19.25
2013-03-19 12:00:00,-0.0,0.0,0.23,0.4,2.67,-7.89,13.21,0.67,27.66,1.58,0.46,2.12,0.13,0.71,-24.05,0.0,0.0,2.34,-20.24
2013-03-19 15:00:00,-0.0,0.0,0.92,1.0,2.67,-7.89,9.64,0.67,27.66,1.58,0.69,2.78,0.13,0.71,-24.05,0.0,0.0,3.82,-20.33
2013-03-19 18:00:00,-0.0,0.0,1.3,1.04,2.67,-7.89,5.99,0.67,27.66,1.58,0.78,3.73,0.05,0.63,-24.05,0.0,0.0,6.17,-20.33
2013-03-19 21:00:00,-0.0,0.0,1.35,1.04,2.67,-7.89,15.01,0.67,27.66,1.58,0.0,0.71,0.0,0.28,-24.05,0.0,0.0,1.3,-20.33
2013-03-20 00:00:00,-0.0,0.0,1.31,1.04,2.67,-7.89,15.7,0.67,27.66,1.58,0.0,0.32,0.03,0.66,-24.05,0.0,0.0,0.64,-20.33
2013-03-20 03:00:00,-0.0,0.0,1.13,1.03,2.67,-7.89,1.28,0.67,27.66,1.58,1.0,4.51,0.52,2.54,-24.05,0.0,0.0,7.68,-20.33
2013-03-20 06:00:00,-0.0,0.0,0.26,0.98,2.67,-7.89,0.24,0.67,27.66,1.58,1.0,4.37,0.36,2.0,-24.05,0.0,0.0,10.48,-20.32
2013-03-20 09:00:00,-0.0,0.0,0.25,0.51,2.67,-7.89,6.6,0.67,27.66,1.58,0.76,3.34,0.26,1.4,-24.05,0.0,0.0,6.35,-20.09
2013-03-20 12:00:00,-0.0,0.0,0.29,0.53,2.67,-7.89,8.64,0.67,27.66,1.58,0.66,2.99,0.19,1.12,-24.05,0.0,0.0,5.24,-20.29
2013-03-20 15:00:00,-0.0,0.0,2.7,1.04,2.67,-7.89,2.37,0.67,27.66,1.58,1.03,4.03,0.22,1.17,-24.05,0.0,0.0,7.14,-20.33
2013-03-20 18:00:00,-0.0,0.0,2.92,1.05,2.67,-7.89,-1.94,0.67,27.66,1.58,1.1,4.68,0.09,0.97,-24.05,0.0,0.0,10.82,-20.33
2013-03-20 21:00:00,-0.0,0.0,2.9,1.04,2.67,-7.89,11.57,0.67,27.66,1.58,0.0,0.93,0.0,0.36,-24.05,0.0,0.0,2.89,-20.33
2013-03-21 00:00:00,-0.0,0.0,2.83,1.04,2.67,-7.89,12.44,0.67,27.66,1.58,0.0,0.48,0.07,0.98,-24.05,0.0,0.0,1.86,-20.33
2013-03-21 03:00:00,-0.0,0.0,2.71,1.03,2.67,-7.89,-7.62,0.67,27.66,1.58,1.27,5.24,0.59,2.71,-24.05,0.0,0.0,13.75,-20.33
2013-03-21 06:00:00,-0.0,0.0,2.38,0.98,2.67,-7.89,-6.11,0.67,27.66,1.58,1.42,5.25,0.51,2.35,-24.05,0.0,0.0,12.93,-20.33
2013-03-21 09:00:00,-0.0,0.0,0.0,0.64,2.67,-7.89,7.63,0.67,27.66,1.58,0.74,3.12,0.25,1.23,-24.05,0.0,0.0,4.74,-18.99
2013-03-21 12:00:00,-0.0,0.0,0.0,0.64,2.67,-7.89,9.42,0.67,27.66,1.58,0.64,2.83,0.2,1.02,-24.05,0.0,0.0,3.2,-18.58
2013-03-21 15:00:00,-0.0,0.0,0.0,0.71,2.67,-7.89,8.59,0.67,27.66,1.58,0.87,3.45,0.2,1.03,-24.05,0.0,0.0,4.85,-20.32
2013-03-21 18:00:00,-0.0,0.0,0.0,0.62,2.67,-7.89,8.19,0.67,27.66,1.58,0.9,3.71,0.09,0.91,-24.05,0.0,0.0,5.27,-20.33
2013-03-21 21:00:00,-0.0,0.0,0.0,0.55,2.67,-7.89,17.14,0.67,27.66,1.58,0.0,1.08,0.0,0.44,-24.05,0.0,0.0,0.48,-20.33
2013-03-22 00:00:00,-0.0,0.0,0.0,0.49,2.67,-7.89,16.48,0.67,27.66,1.58,0.01,0.83,0.16,0.98,-24.05,0.0,0.0,0.73,-20.32
2013-03-22 03:00:00,-0.0,0.0,0.0,0.3,2.67,-7.89,2.68,0.67,27.66,1.58,1.1,4.12,0.4,1.78,-24.05,0.0,0.0,9.33,-20.33
2013-03-22 06:00:00,-0.0,0.0,0.0,0.04,2.67,-7.89,-0.86,0.67,27.66,1.58,1.25,4.46,0.4,1.77,-24.05,0.0,0.0,12.3,-19.99
2013-03-22 09:00:00,-0.0,0.0,0.0,0.03,2.67,-7.89,3.62,0.67,27.66,1.58,1.04,3.51,0.33,1.38,-24.05,0.0,0.0,6.65,-17.19
2013-03-22 12:00:00,-0.0,0.0,0.0,0.02,2.67,-7.89,5.33,0.67,27.66,1.58,0.99,3.28,0.29,1.19,-24.05,0.0,0.0,4.82,-16.57
2013-03-22 15:00:00,-0.0,0.0,0.0,0.01,2.67,-7.89,5.84,0.67,27.66,1.58,1.09,3.67,0.3,1.22,-24.05,0.0,0.0,6.87,-19.63
2013-03-22 18:00:00,-0.0,0.0,0.0,0.0,2.67,-7.89,6.01,0.67,27.66,1.58,1.1,3.84,0.23,1.1,-24.05,0.0,0.0,7.16,-20.08
2013-03-22 21:00:00,-0.0,0.0,0.0,0.0,2.67,-7.89,16.16,0.67,27.66,1.58,0.0,1.58,0.03,0.69,-24.05,0.0,0.0,0.83,-19.93
2013-03-23 00:00:00,-0.0,0.0,0.0,0.0,2.67,-7.89,15.11,0.67,27.66,1.58,0.0,1.36,0.33,1.38,-24.05,0.0,0.0,1.11,-19.93
2013-03-23 03:00:00,-0.0,0.0,0.0,0.0,2.67,-7.89,-2.18,0.67,27.66,1.58,1.31,4.43,0.45,1.83,-24.05,0.0,0.0,13.73,-20.21
2013-03-23 06:00:00,-0.0,0.0,0.0,0.0,2.67,-7.89,-4.24,0.67,27.66,1.58,1.32,4.53,0.43,1.72,-24.05,0.0,0.0,15.79,-20.2
2013-03-23 09:00:00,-0.0,0.0,0.0,0.0,2.67,-7.89,1.14,0.67,27.66,1.58,1.18,3.6,0.38,1.36,-24.05,0.0,0.0,10.38,-18.67
2013-03-23 12:00:00,-0.0,0.0,0.0,0.01,2.67,-7.89,4.45,0.67,27.66,1.58,1.13,3.47,0.36,1.27,-24.05,0.0,0.0,8.3,-19.63
2013-03-23 15:00:00,-0.0,0.0,0.14,0.13,2.67,-7.89,0.65,0.67,27.66,1.58,1.25,3.96,0.4,1.41,-24.05,0.0,0.0,11.53,-20.11
2013-03-23 18:00:00,-0.0,0.0,0.18,0.16,2.67,-7.89,-0.84,0.67,27.66,1.58,1.27,4.2,0.4,1.43,-24.05,0.0,0.0,12.7,-20.14
2013-03-23 21:00:00,-0.0,0.0,0.19,0.16,2.67,-7.89,12.99,0.67,27.66,1.58,0.37,2.31,0.26,1.11,-24.05,0.0,0.0,2.1,-20.12
2013-03-24 00:00:00,-0.0,0.0,0.18,0.15,2.67,-7.89,14.6,0.67,27.66,1.58,0.0,1.38,0.36,1.41,-24.05,0.0,0.0,1.42,-20.14
2013-03-24 03:00:00,-0.0,0.0,0.15,0.14,2.67,-7.89,-4.19,0.67,27.66,1.58,1.32,4.56,0.45,1.86,-24.05,0.0,0.0,15.41,-20.33
2013-03-24 06:00:00,-0.0,0.0,0.06,0.04,2.67,-7.89,-6.27,0.67,27.66,1.58,1.3,4.35,0.42,1.63,-24.05,0.0,0.0,18.17,-20.33
2013-03-24 09:00:00,-0.0,0.0,0.06,0.04,2.67,-7.89,1.47,0.67,27.66,1.58,1.1,3.68,0.35,1.39,-24.05,0.0,0.0,11.45,-20.18
2013-03-24 12:00:00,-0.0,0.0,0.07,0.05,2.67,-7.89,4.29,0.67,27.66,1.58,1.08,3.59,0.34,1.29,-24.05,0.0,0.0,8.92,-20.26
2013-03-24 15:00:00,-0.0,0.0,0.27,0.14,2.67,-7.89,-0.23,0.67,27.66,1.58,1.22,4.06,0.39,1.45,-24.05,0.0,0.0,12.38,-20.31
2013-03-24 18:00:00,-0.0,0.0,0.28,0.14,2.67,-7.89,-1.7,0.67,27.66,1.58,1.24,4.27,0.38,1.47,-24.05,0.0,0.0,13.61,-20.33
2013-03-24 21:00:00,-0.0,0.0,0.28,0.14,2.67,-7.89,13.9,0.67,27.66,1.58,0.15,2.11,0.19,1.0,-24.05,0.0,0.0,1.88,-20.28
2013-03-25 00:00:00,-0.0,0.0,0.25,0.14,2.67,-7.89,16.64,0.67,27.66,1.58,0.0,0.75,0.22,1.11,-24.05,0.0,0.0,0.58,-20.33
2013-03-25 03:00:00,-0.0,0.0,0.23,0.14,2.67,-7.89,-3.52,0.67,27.66,1.58,1.44,5.31,0.48,2.07,-24.05,0.0,0.0,13.54,-20.33
2013-03-25 06:00:00,-0.0,0.0,0.04,0.09,2.67,-7.89,-8.19,0.67,27.66,1.58,1.61,5.64,0.53,2.17,-24.05,0.0,0.0,17.81,-20.33
2013-03-25 09:00:00,-0.0,0.0,0.03,0.06,2.67,-7.89,0.61,0.67,27.66,1.58,1.38,4.65,0.45,1.77,-24.05,0.0,0.0,10.53,-20.11
2013-03-25 12:00:00,-0.0,0.0,0.02,0.06,2.67,-7.89,3.68,0.67,27.66,1.58,1.34,4.43,0.42,1.58,-24.05,0.0,0.0,7.78,-19.93
2013-03-25 15:00:00,-0.0,0.0,0.01,0.07,2.67,-7.89,0.16,0.67,27.66,1.58,1.47,5.03,0.44,1.63,-24.05,0.0,0.0,10.88,-20.33
2013-03-25 18:00:00,-0.0,0.0,0.01,0.03,2.67,-7.89,-0.46,0.67,27.66,1.58,1.47,5.28,0.36,1.47,-24.05,0.0,0.0,11.54,-20.33
2013-03-25 21:00:00,-0.0,0.0,0.01,0.03,2.67,-7.89,15.76,0.67,27.66,1.58,0.0,1.95,0.02,0.77,-24.05,0.0,0.0,1.15,-20.33
2013-03-26 00:00:00,-0.0,0.0,0.01,0.03,2.67,-7.89,16.93,0.67,27.66,1.58,0.0,0.68,0.24,1.34,-24.05,0.0,0.0,0.47,-20.33
2013-03-26 03:00:00,-0.0,0.0,0.04,0.03,2.67,-7.89,-4.17,0.67,27.66,1.58,1.5,5.57,0.5,2.18,-24.05,0.0,0.0,14.04,-20.33
2013-03-26 06:00:00,-0.0,0.0,0.04,0.02,2.67,-7.89,-8.93,0.67,27.66,1.58,1.66,5.92,0.54,2.39,-24.05,0.0,0.0,18.06,-20.33
2013-03-26 09:00:00,-0.0,0.0,0.03,0.02,2.67,-7.89,0.42,0.67,27.66,1.58,1.42,5.06,0.47,1.97,-24.05,0.0,0.0,10.3,-20.33
2013-03-26 12:00:00,-0.0,0.0,0.03,0.04,2.67,-7.89,3.71,0.67,27.66,1.58,1.37,4.76,0.44,1.69,-24.05,0.0,0.0,7.66,-20.33
2013-03-26 15:00:00,-0.0,0.0,0.04,0.33,2.67,-7.89,-0.85,0.67,27.66,1.58,1.53,5.62,0.45,1.76,-24.05,0.0,0.0,10.82,-20.33
2013-03-26 18:00:00,-0.0,0.0,0.44,0.88,2.67,-7.89,-3.09,0.67,27.66,1.58,1.6,6.22,0.36,1.63,-24.05,0.0,0.0,11.66,-20.33
2013-03-26 21:00:00,-0.0,0.0,0.91,0.89,2.67,-7.89,13.89,0.67,27.66,1.58,0.0,1.96,0.01,0.8,-24.05,0.0,0.0,1.25,-20.33
2013-03-27 00:00:00,-0.0,0.0,0.96,0.89,2.67,-7.89,15.15,0.67,27.66,1.58,0.0,0.54,0.16,1.42,-24.05,0.0,0.0,0.58,-20.33
2013-03-27 03:00:00,-0.0,0.0,0.77,0.88,2.67,-7.89,-7.75,0.67,27.66,1.58,1.66,7.04,0.61,2.84,-24.05,0.0,0.0,13.65,-20.33
2013-03-27 06:00:00,-0.0,0.0,0.1,0.36,2.67,-7.89,-9.1,0.67,27.66,1.58,1.65,6.48,0.56,2.55,-24.05,0.0,0.0,17.1,-20.33
2013-03-27 09:00:00,-0.0,0.0,0.08,0.31,2.67,-7.89,0.98,0.67,27.66,1.58,1.4,5.25,0.47,2.02,-24.05,0.0,0.0,9.09,-20.23
2013-03-27 12:00:00,-0.0,0.0,0.09,0.36,2.67,-7.89,4.83,0.67,27.66,1.58,1.33,4.62,0.43,1.58,-24.05,0.0,0.0,6.4,-20.29
2013-03-27 15:00:00,-0.0,0.0,0.25,1.08,2.67,-7.89,-1.64,0.67,27.66,1.58,1.65,6.48,0.48,1.84,-24.05,0.0,0.0,9.56,-20.33
2013-03-27 18:00:00,-0.0,0.0,1.19,1.08,2.67,-7.89,-7.98,0.67,27.66,1.58,1.73,6.96,0.27,1.52,-24.05,0.0,0.0,14.93,-20.33
2013-03-27 21:00:00,-0.0,0.0,1.31,1.08,2.67,-7.89,12.37,0.67,27.66,1.58,0.0,1.5,0.0,0.64,-24.05,0.0,0.0,2.79,-20.33
2013-03-28 00:00:00,-0.0,0.0,1.49,1.08,2.67,-7.89,14.15,0.67,27.66,1.58,0.0,0.16,0.03,1.18,-24.05,0.0,0.0,1.59,-20.33
2013-03-28 03:00:00,-0.0,0.0,1.33,1.08,2.67,-7.89,-8.35,0.67,27.66,1.58,1.4,6.46,0.65,2.96,-24.05,0.0,0.0,14.16,-20.33
2013-03-28 06:00:00,-0.0,0.0,0.16,1.04,2.67,-7.89,-7.62,0.67,27.66,1.58,1.59,6.72,0.58,2.87,-24.05,0.0,0.0,14.36,-20.33
2013-03-28 09:00:00,-0.0,0.0,0.14,0.6,2.67,-7.89,5.24,0.67,27.66,1.58,0.95,4.68,0.41,1.94,-24.05,0.0,0.0,5.73,-20.33
2013-03-28 12:00:00,-0.0,0.0,0.15,0.67,2.67,-7.89,8.82,0.67,27.66,1.58,0.76,3.89,0.24,1.38,-24.05,0.0,0.0,3.8,-20.33
2013-03-28 15:00:00,-0.0,0.0,0.97,1.09,2.67,-7.89,2.88,0.67,27.66,1.58,1.4,5.34,0.26,1.44,-24.05,0.0,0.0,6.31,-20.33
2013-03-28 18:00:00,-0.0,0.0,1.9,1.09,2.67,-7.89,-0.79,0.67,27.66,1.58,1.5,5.95,0.05,1.15,-24.05,0.0,0.0,8.84,-20.33
2013-03-28 21:00:00,-0.0,0.0,2.28,1.09,2.67,-7.89,13.72,0.67,27.66,1.58,0.0,0.84,0.0,0.35,-24.05,0.0,0.0,1.42,-20.33
2013-03-29 00:00:00,-0.0,0.0,2.37,1.09,2.67,-7.89,14.25,0.67,27.66,1.58,0.0,0.12,0.02,1.12,-24.05,0.0,0.0,0.72,-20.33
2013-03-29 03:00:00,-0.0,0.0,2.39,1.09,2.67,-7.89,-4.14,0.67,27.66,1.58,1.06,5.48,0.62,2.71,-24.05,0.0,0.0,10.49,-20.33
2013-03-29 06:00:00,-0.0,0.0,2.25,1.07,2.67,-7.89,-6.98,0.67,27.66,1.58,1.3,5.83,0.57,2.64,-24.05,0.0,0.0,13.01,-20.33
2013-03-29 09:00:00,-0.0,0.0,0.95,1.07,2.67,-7.89,4.05,0.67,27.66,1.58,0.65,4.44,0.29,1.93,-24.05,0.0,0.0,6.3,-20.33
2013-03-29 12:00:00,-0.0,0.0,1.37,1.07,2.67,-7.89,6.93,0.67,27.66,1.58,0.51,3.88,0.15,1.46,-24.05,0.0,0.0,4.33,-20.33
2013-03-29 15:00:00,-0.0,0.0,3.16,1.09,2.67,-7.89,0.31,0.67,27.66,1.58,1.15,4.96,0.18,1.49,-24.05,0.0,0.0,7.35,-20.33
2013-03-29 18:00:00,-0.0,0.0,3.32,1.1,2.67,-7.89,-4.09,0.67,27.66,1.58,1.35,5.38,0.05,1.22,-24.05,0.0,0.0,11.37,-20.33
2013-03-29 21:00:00,-0.0,0.0,3.26,1.11,2.67,-7.89,11.25,0.67,27.66,1.58,0.0,1.01,0.0,0.53,-24.05,0.0,0.0,2.53,-20.33
2013-03-30 00:00:00,-0.0,0.0,3.19,1.11,2.67,-7.89,12.34,0.67,27.66,1.58,0.0,0.08,0.07,1.35,-24.05,0.0,0.0,1.55,-20.33
2013-03-30 03:00:00,-0.0,0.0,3.1,1.11,2.67,-7.89,-4.91,0.67,27.66,1.58,1.01,4.97,0.6,2.55,-24.05,0.0,0.0,11.27,-20.33
2013-03-30 06:00:00,-0.0,0.0,2.72,1.1,2.67,-7.89,-3.98,0.67,27.66,1.58,1.33,5.3,0.47,2.23,-24.05,0.0,0.0,10.54,-20.33
2013-03-30 09:00:00,-0.0,0.0,1.47,1.09,2.67,-7.89,6.52,0.67,27.66,1.58,0.63,3.72,0.16,1.36,-24.05,0.0,0.0,4.71,-20.3
2013-03-30 12:00:00,-0.0,0.0,1.55,1.09,2.67,-7.89,9.01,0.67,27.66,1.58,0.48,3.1,0.08,1.0,-24.05,0.0,0.0,3.39,-20.33
2013-03-30 15:00:00,-0.0,0.0,2.92,1.09,2.67,-7.89,2.85,0.67,27.66,1.58,1.05,4.55,0.17,1.34,-24.05,0.0,0.0,5.72,-20.33
2013-03-30 18:00:00,-0.0,0.0,3.39,1.09,2.67,-7.89,-5.16,0.67,27.66,1.58,1.23,5.58,0.12,1.49,-24.05,0.0,0.0,11.95,-20.33
2013-03-30 21:00:00,-0.0,0.0,3.09,1.08,2.67,-7.89,11.77,0.67,27.66,1.58,0.0,1.05,0.01,0.79,-24.05,0.0,0.0,1.91,-20.33
2013-03-31 00:00:00,-0.0,0.0,2.78,1.07,2.67,-7.89,8.38,0.67,27.66,1.58,0.0,0.79,0.5,2.44,-24.05,0.0,0.0,3.74,-20.33
2013-03-31 03:00:00,-0.0,0.0,2.18,1.06,2.67,-7.89,-18.1,0.67,27.66,1.58,2.01,7.18,0.7,3.04,-24.05,0.0,0.0,21.61,-20.33
2013-03-31 06:00:00,-0.0,0.0,0.03,0.93,2.67,-7.89,7.37,0.67,27.66,1.58,0.06,0.6,0.03,0.28,-24.05,0.0,0.0,9.62,-19.55
2013-03-31 09:00:00,-0.0,0.0,0.02,0.73,2.67,-7.89,12.44,0.67,27.66,1.58,0.04,0.21,0.02,0.11,-24.05,0.0,0.0,3.73,-17.94
2013-03-31 12:00:00,-0.0,0.0,0.02,0.8,2.67,-7.89,13.75,0.67,27.66,1.58,0.05,0.24,0.02,0.11,-24.05,0.0,0.0,3.18,-18.81
2013-03-31 15:00:00,-0.0,0.0,0.54,0.93,2.67,-7.89,10.53,0.67,27.66,1.58,0.11,0.43,0.03,0.15,-24.05,0.0,0.0,6.19,-19.55
2013-03-31 18:00:00,-0.0,0.0,1.05,0.94,2.67,-7.89,11.8,0.67,27.66,1.58,0.06,0.62,0.01,0.2,-24.05,0.0,0.0,4.64,-19.95
2013-03-31 21:00:00,-0.0,0.0,1.17,0.92,2.67,-7.89,17.25,0.67,27.66,1.58,0.0,0.0,0.0,0.07,-24.05,0.0,0.0,0.0,-20.04
2013-04-01 00:00:00,-0.0,0.0,1.16,0.92,2.67,-7.89,17.06,0.67,27.66,1.58,0.0,0.05,0.02,0.11,-24.05,0.0,0.0,0.1,-20.05
2013-04-01 03:00:00,-0.0,0.0,1.16,0.91,2.67,-7.89,5.72,0.67,27.66,1.58,0.15,1.21,0.09,0.61,-24.05,0.0,0.0,9.84,-20.33
2013-04-01 06:00:00,-0.0,0.0,0.02,0.33,2.67,-7.89,11.05,0.67,27.66,1.58,0.04,0.2,0.02,0.09,-24.05,0.0,0.0,7.07,-19.46
2013-04-01 09:00:00,-0.0,0.0,0.01,0.21,2.67,-7.89,15.76,0.67,27.66,1.58,0.03,0.12,0.02,0.06,-24.05,0.0,0.0,2.28,-19.13
2013-04-01 12:00:00,-0.0,0.0,0.01,0.26,2.67,-7.89,16.74,0.67,27.66,1.58,0.03,0.11,0.02,0.05,-24.05,0.0,0.0,1.36,-19.21
2013-04-01 15:00:00,-0.0,0.0,0.01,0.7,2.67,-7.89,15.44,0.67,27.66,1.58,0.04,0.16,0.02,0.05,-24.05,0.0,0.0,3.28,-20.33
2013-04-01 18:00:00,-0.0,0.0,0.01,0.81,2.67,-7.89,17.05,0.67,27.66,1.58,0.03,0.13,0.0,0.03,-24.05,0.0,0.0,1.63,-20.33
2013-04-01 21:00:00,-0.0,0.0,0.01,0.81,2.67,-7.89,18.84,0.67,27.66,1.58,0.0,0.01,0.0,0.03,-24.05,0.0,0.0,0.0,-20.33
2013-04-02 00:00:00,-0.0,0.0,0.02,0.82,2.67,-7.89,18.72,0.67,27.66,1.58,0.0,0.03,0.01,0.06,-24.05,0.0,0.0,0.03,-20.33
2013-04-02 03:00:00,-0.0,0.0,0.11,0.82,2.67,-7.89,3.07,0.67,27.66,1.58,1.56,4.89,0.52,2.0,-24.05,0.0,0.0,6.73,-20.33
2013-04-02 06:00:00,-0.0,0.0,0.0,0.31,2.67,-7.89,13.43,0.67,27.66,1.58,0.14,0.42,0.07,0.21,-24.05,0.0,0.0,4.89,-20.12
2013-04-02 09:00:00,-0.0,0.0,0.0,0.19,2.67,-7.89,15.51,0.67,27.66,1.58,0.06,0.16,0.03,0.07,-24.05,0.0,0.0,0.92,-17.56
2013-04-02 12:00:00,-0.0,0.0,0.0,0.21,2.67,-7.89,17.43,0.67,27.66,1.58,0.06,0.14,0.02,0.06,-24.05,0.0,0.0,0.25,-18.81
2013-04-02 15:00:00,-0.0,0.0,0.0,0.19,2.67,-7.89,17.34,0.67,27.66,1.58,0.08,0.22,0.02,0.06,-24.05,0.0,0.0,1.75,-20.31
2013-04-02 18:00:00,-0.0,0.0,0.0,0.16,2.67,-7.89,18.52,0.67,27.66,1.58,0.04,0.14,0.0,0.03,-24.05,0.0,0.0,0.7,-20.23
2013-04-02 21:00:00,-0.0,0.0,0.0,0.1,2.67,-7.89,19.44,0.67,27.66,1.58,0.0,0.0,0.0,0.02,-24.05,0.0,0.0,0.0,-20.2
2013-04-03 00:00:00,-0.0,0.0,0.0,0.11,2.67,-7.89,19.5,0.67,27.66,1.58,0.0,0.01,0.01,0.06,-24.05,0.0,0.0,0.01,-20.33
2013-04-03 03:00:00,-0.0,0.0,0.0,0.14,2.67,-7.89,11.88,0.67,27.66,1.58,0.28,0.89,0.14,0.48,-24.05,0.0,0.0,5.89,-20.33
2013-04-03 06:00:00,-0.0,0.0,0.0,0.02,2.67,-7.89,13.98,0.67,27.66,1.58,0.12,0.37,0.06,0.18,-24.05,0.0,0.0,4.61,-19.98
2013-04-03 09:00:00,-0.0,0.0,0.0,0.02,2.67,-7.89,15.38,0.67,27.66,1.58,0.04,0.14,0.02,0.06,-24.05,0.0,0.0,1.27,-17.58
2013-04-03 12:00:00,-0.0,0.0,0.0,0.02,2.67,-7.89,17.1,0.67,27.66,1.58,0.04,0.14,0.01,0.05,-24.05,0.0,0.0,0.76,-18.75
2013-04-03 15:00:00,-0.0,0.0,0.0,0.02,2.67,-7.89,16.87,0.67,27.66,1.58,0.08,0.23,0.02,0.07,-24.05,0.0,0.0,2.06,-20.0
2013-04-03 18:00:00,-0.0,0.0,0.0,0.03,2.67,-7.89,18.5,0.67,27.66,1.58,0.04,0.15,0.0,0.03,-24.05,0.0,0.0,0.95,-20.33
2013-04-03 21:00:00,-0.0,0.0,0.0,0.07,2.67,-7.89,19.61,0.67,27.66,1.58,0.0,0.0,0.0,0.02,-24.05,0.0,0.0,0.0,-20.33
2013-04-04 00:00:00,-0.0,0.0,0.0,0.11,2.67,-7.89,19.52,0.67,27.66,1.58,0.0,0.0,0.01,0.05,-24.05,0.0,0.0,0.0,-20.33
2013-04-04 03:00:00,-0.0,0.0,0.0,0.32,2.67,-7.89,14.39,0.67,27.66,1.58,0.16,0.44,0.09,0.26,-24.05,0.0,0.0,4.05,-20.33
2013-04-04 06:00:00,-0.0,0.0,0.0,0.12,2.67,-7.89,15.86,0.67,27.66,1.58,0.07,0.19,0.04,0.09,-24.05,0.0,0.0,3.25,-20.26
2013-04-04 09:00:00,-0.0,0.0,0.0,0.12,2.67,-7.89,17.78,0.67,27.66,1.58,0.03,0.11,0.01,0.05,-24.05,0.0,0.0,1.0,-19.73
2013-04-04 12:00:00,-0.0,0.0,0.01,0.23,2.67,-7.89,18.31,0.67,27.66,1.58,0.03,0.1,0.01,0.04,-24.05,0.0,0.0,0.63,-19.98
2013-04-04 15:00:00,-0.0,0.0,0.52,0.39,2.67,-7.89,16.97,0.67,27.66,1.58,0.17,0.28,0.01,0.05,-24.05,0.0,0.0,1.3,-20.33
2013-04-04 18:00:00,-0.0,0.0,0.54,0.51,2.67,-7.89,17.55,0.67,27.66,1.58,0.05,0.14,0.0,0.01,-24.05,0.0,0.0,0.9,-20.33
2013-04-04 21:00:00,-0.0,0.0,0.55,0.51,2.67,-7.89,18.63,0.67,27.66,1.58,0.0,0.0,0.0,0.01,-24.05,0.0,0.0,0.0,-20.33
2013-04-05 00:00:00,-0.0,0.0,0.55,0.51,2.67,-7.89,18.57,0.67,27.66,1.58,0.0,0.0,0.01,0.05,-24.05,0.0,0.0,0.0,-20.33
2013-04-05 03:00:00,-0.0,0.0,0.57,0.67,2.67,-7.89,13.53,0.67,27.66,1.58,0.32,0.77,0.14,0.36,-24.05,0.0,0.0,3.33,-20.33
2013-04-05 06:00:00,-0.0,0.0,0.45,0.6,2.67,-7.89,14.89,0.67,27.66,1.58,0.12,0.34,0.06,0.16,-24.05,0.0,0.0,3.08,-20.33
2013-04-05 09:00:00,-0.0,0.0,0.48,0.52,2.67,-7.89,17.45,0.67,27.66,1.58,0.04,0.21,0.02,0.09,-24.05,0.0,0.0,0.84,-20.27
2013-04-05 12:00:00,-0.0,0.0,0.5,0.59,2.67,-7.89,17.78,0.67,27.66,1.58,0.04,0.2,0.01,0.07,-24.05,0.0,0.0,0.51,-20.33
2013-04-05 15:00:00,-0.0,0.0,0.5,0.98,2.67,-7.89,16.38,0.67,27.66,1.58,0.13,0.34,0.01,0.08,-24.05,0.0,0.0,1.28,-20.33
2013-04-05 18:00:00,-0.0,0.0,1.4,1.06,2.67,-7.89,16.68,0.67,27.66,1.58,0.03,0.18,0.0,0.02,-24.05,0.0,0.0,0.33,-20.33
