snapshot,AC,BEV charger,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,V2G,agriculture electricity,battery charger,battery discharger,electricity,home battery charger,home battery discharger,hydro,industry electricity,offwind-ac,offwind-dc,onwind,residential rural ground heat pump,residential rural resistive heater,residential urban decentral air heat pump,residential urban decentral resistive heater,ror,services rural ground heat pump,services rural resistive heater,services urban decentral air heat pump,services urban decentral resistive heater,solar,solar rooftop,urban central air heat pump,urban central gas CHP,urban central resistive heater,urban central solid biomass CHP,urban central solid biomass CHP CC
2013-06-08 15:00:00,0.0,-85.66,-0.0,-422.4,0.0,0.0,-2.11,0.18,-5.12,-10.52,0.55,-179.34,-0.01,0.01,16.74,-194.35,22.89,71.41,303.51,-5.75,0.0,-8.19,0.0,29.64,-8.27,0.0,-2.87,0.0,438.6,47.27,-6.22,0.0,-0.0,0.0,0.0
2013-06-08 18:00:00,0.0,-14.41,-0.0,-202.38,0.0,0.0,4.89,30.18,-5.12,-0.02,85.45,-177.17,-0.01,0.02,34.57,-194.35,23.47,75.07,328.39,-5.65,0.0,-8.55,0.0,29.59,-8.22,0.0,-2.95,0.0,12.98,0.82,-6.6,0.0,0.0,0.0,0.0
2013-06-08 21:00:00,-0.0,-10.91,0.0,-157.0,0.0,0.0,4.86,17.66,-5.12,-0.02,83.98,-158.38,-0.01,0.01,30.89,-194.35,21.69,60.82,304.67,-5.09,0.0,-8.05,0.0,29.52,-8.15,0.0,-3.02,0.0,0.0,0.0,-3.98,0.0,0.0,0.0,0.0
2013-06-09 00:00:00,0.0,-6.39,0.0,-121.54,0.0,0.0,6.74,17.14,-5.12,-0.03,92.45,-133.49,-0.01,0.01,33.13,-194.35,19.4,56.0,238.49,-5.35,0.0,-9.18,0.0,29.46,-8.46,0.0,-4.05,0.0,0.0,0.0,-4.86,0.0,0.0,0.0,0.01
2013-06-09 03:00:00,0.0,-8.32,0.0,-120.55,0.0,0.0,5.16,3.2,-5.12,-0.03,58.7,-127.92,-0.01,0.02,35.37,-194.35,19.35,58.59,224.03,-6.3,0.0,-11.52,0.0,29.41,-8.63,0.0,-4.53,0.0,53.41,6.6,-6.73,0.0,0.0,0.0,0.2
2013-06-09 06:00:00,-0.0,-84.66,-0.0,-428.11,0.0,0.0,-11.56,0.99,-5.12,-72.66,0.18,-158.59,-0.02,0.01,11.88,-194.35,19.46,58.74,198.47,-6.2,-0.11,-10.83,-0.11,28.85,-8.52,-0.11,-4.09,-0.09,608.7,73.62,-12.01,0.0,-3.8,0.0,0.0
2013-06-09 09:00:00,-0.0,-251.46,-0.0,-519.2,0.0,0.0,-12.14,0.15,-5.12,-133.74,0.11,-176.44,-0.02,0.01,10.18,-194.35,16.92,51.97,163.05,-6.0,-0.11,-9.81,-0.11,28.86,-8.39,-0.12,-3.61,-0.09,951.12,114.46,-11.18,0.0,-4.95,0.0,0.0
2013-06-09 12:00:00,-0.0,-189.28,-0.0,-512.06,0.0,0.0,-8.7,0.15,-5.12,-106.37,0.15,-166.11,-0.02,0.01,11.48,-194.35,15.45,49.54,171.07,-5.99,-0.11,-9.5,-0.1,28.98,-8.38,-0.11,-3.47,-0.08,851.66,96.45,-10.17,0.0,-5.02,0.0,0.0
2013-06-09 15:00:00,0.0,-101.58,0.0,-219.93,0.0,0.0,-2.12,0.05,-5.12,-12.43,0.28,-170.11,-0.01,0.01,29.98,-194.35,15.1,49.16,192.91,-6.18,-0.0,-9.94,-0.0,29.47,-8.41,-0.0,-3.54,-0.0,384.07,40.86,-8.89,0.0,-0.0,0.0,0.73
2013-06-09 18:00:00,-0.0,-20.36,-0.0,-43.73,0.0,0.0,7.64,21.04,-5.12,-0.03,71.97,-177.15,-0.01,0.02,52.67,-194.35,12.78,53.03,212.39,-6.06,0.0,-10.14,0.0,29.52,-8.34,0.0,-3.55,0.0,13.52,0.97,-7.99,0.24,0.0,0.0,1.07
2013-06-09 21:00:00,-0.0,-10.96,0.0,-47.14,0.0,0.0,7.44,4.3,-5.12,-0.04,75.71,-156.73,-0.01,0.01,46.24,-194.35,10.67,46.83,221.77,-5.32,0.0,-9.01,0.0,29.58,-8.24,0.0,-3.52,0.0,0.0,0.0,-3.23,0.21,0.0,0.0,0.9
2013-06-10 00:00:00,-0.0,-7.26,-0.0,-48.28,0.0,0.0,7.25,7.75,-5.12,-0.02,88.99,-138.67,-0.01,0.01,46.36,-194.35,7.28,36.13,199.2,-5.67,0.0,-9.76,0.0,29.64,-8.52,0.0,-4.15,0.0,0.0,0.0,-2.05,0.21,0.0,0.0,1.06
2013-06-10 03:00:00,-0.0,-9.12,-0.0,-59.51,0.0,0.0,8.17,33.2,-5.12,-0.01,78.96,-167.52,-0.01,0.02,49.83,-194.35,3.93,31.19,184.84,-6.87,0.0,-12.47,0.0,29.7,-8.88,0.0,-5.01,-0.0,43.22,5.92,-1.59,0.0,-0.0,0.0,1.52
2013-06-10 06:00:00,-0.0,-56.87,0.0,-355.66,0.0,0.0,-4.33,9.03,-5.12,-39.22,0.07,-219.29,-0.02,0.01,23.84,-194.35,2.92,19.64,197.29,-6.75,-0.02,-11.76,-0.02,29.74,-8.76,-0.02,-4.58,-0.02,561.76,67.45,-4.76,0.0,-0.24,0.0,0.01
2013-06-10 09:00:00,0.0,-289.97,-0.0,-507.8,0.0,0.0,-9.16,0.03,-5.12,-153.39,0.59,-227.74,-0.02,0.01,16.29,-194.35,2.51,15.83,246.49,-6.5,-0.02,-10.67,-0.02,29.75,-8.6,-0.02,-4.01,-0.02,1000.2,112.93,-7.17,0.0,-0.06,0.0,0.01
2013-06-10 12:00:00,-0.0,-295.25,-0.0,-518.82,0.0,0.0,-10.32,0.03,-5.12,-131.65,0.54,-219.74,-0.02,0.01,15.8,-194.35,3.09,12.41,282.65,-6.49,-0.02,-10.28,-0.02,29.75,-8.55,-0.02,-3.77,-0.02,960.26,107.44,-7.51,0.0,-0.05,0.0,0.02
2013-06-10 15:00:00,0.0,-81.65,0.0,-349.43,0.0,0.0,-2.38,0.09,-5.12,-4.69,1.36,-212.84,-0.01,0.01,27.81,-194.35,4.36,14.71,288.9,-6.74,0.0,-10.7,0.0,29.8,-8.55,0.0,-3.74,0.0,467.34,51.45,-5.63,0.0,-0.04,0.0,0.02
2013-06-10 18:00:00,0.0,-3.8,-0.0,-115.84,12.81,0.0,16.38,36.72,-5.12,-0.02,91.73,-202.25,-0.01,0.02,50.22,-194.35,4.85,16.41,275.36,-6.56,0.0,-10.83,0.0,29.83,-8.41,0.0,-3.63,0.0,16.83,1.61,-5.13,2.3,-0.0,0.0,0.89
2013-06-10 21:00:00,-0.0,-10.77,0.0,-133.79,9.95,0.0,20.03,31.8,-5.12,-0.02,93.0,-171.86,-0.01,0.01,42.81,-194.35,4.02,17.16,295.07,-5.61,0.0,-9.5,0.0,29.84,-8.32,0.0,-3.66,0.0,0.0,0.0,-3.12,1.83,0.0,0.0,0.62
2013-06-11 00:00:00,-0.0,-28.15,-0.0,-143.88,11.38,0.0,17.99,23.89,-5.12,-0.02,81.16,-153.03,-0.01,0.01,43.72,-194.35,4.38,19.27,316.88,-5.3,0.0,-8.36,0.0,29.86,-8.27,0.0,-3.18,0.0,0.0,0.0,-1.78,2.44,0.0,0.0,0.48
2013-06-11 03:00:00,0.0,-39.88,-0.0,-160.93,10.6,0.0,13.87,16.24,-5.12,-0.02,69.22,-177.64,-0.01,0.02,46.74,-194.35,4.52,24.74,339.07,-6.15,0.0,-9.62,0.0,29.87,-8.52,0.0,-3.56,-0.0,44.38,6.16,-2.46,1.99,-0.0,0.0,0.84
2013-06-11 06:00:00,0.0,-207.96,-0.0,-454.42,0.0,0.0,-5.26,0.0,-5.12,-75.55,0.04,-225.19,-0.02,0.01,13.79,-194.35,5.31,32.24,352.74,-6.06,0.0,-8.93,0.0,29.9,-8.43,0.0,-3.23,0.0,681.52,84.17,-4.99,0.0,-0.18,0.0,0.0
2013-06-11 09:00:00,-0.0,-100.37,0.0,-562.65,0.0,0.0,-4.15,0.0,-5.12,-56.96,0.04,-232.06,-0.02,0.01,15.65,-194.35,7.31,38.81,410.29,-5.89,0.0,-8.09,0.0,29.92,-8.31,0.0,-2.86,0.0,609.87,72.48,-3.59,0.0,-0.0,0.0,0.0
2013-06-11 12:00:00,-0.0,-367.29,0.0,-666.39,0.0,0.0,-25.87,0.0,-5.12,-150.44,0.02,-225.22,-0.02,0.01,11.72,-194.35,8.82,44.73,423.87,-5.88,0.0,-7.81,0.0,29.94,-8.28,0.0,-2.71,0.0,1021.81,122.0,-3.53,0.0,-0.0,0.0,0.0
2013-06-11 15:00:00,0.0,-68.85,0.0,-497.01,0.0,0.0,-2.17,0.0,-5.12,-25.06,1.22,-218.7,-0.02,0.01,17.62,-194.35,9.94,46.9,405.07,-6.06,0.0,-8.0,0.0,29.98,-8.28,0.0,-2.7,0.0,475.98,54.01,-4.42,0.0,-0.0,0.0,0.0
2013-06-11 18:00:00,-0.0,-8.13,0.0,-211.15,0.0,0.0,9.57,34.14,-5.12,-0.03,86.35,-206.61,-0.01,0.02,48.38,-194.35,8.93,52.34,368.77,-5.91,0.0,-8.18,0.0,29.98,-8.18,0.0,-2.7,0.0,14.14,1.29,-3.54,0.0,-0.0,0.0,0.02
2013-06-11 21:00:00,-0.0,-15.22,-0.0,-275.25,0.0,0.0,9.16,21.01,-5.12,-0.03,75.8,-175.2,-0.01,0.01,46.35,-194.35,11.38,75.82,421.49,-5.24,0.0,-7.76,0.0,29.99,-8.12,0.0,-2.79,0.0,0.0,0.0,-1.92,0.0,0.0,0.0,0.01
2013-06-12 00:00:00,-0.0,-38.75,0.0,-345.58,0.0,0.0,8.82,15.01,-5.12,-0.03,69.43,-154.83,-0.01,0.01,46.12,-194.35,17.2,101.43,474.44,-4.94,0.0,-7.27,0.0,29.99,-8.03,0.0,-2.61,0.0,0.0,0.0,-0.91,0.0,0.0,0.0,0.0
2013-06-12 03:00:00,-0.0,-46.23,0.0,-352.13,0.0,0.0,10.22,5.57,-5.12,-0.03,58.79,-178.96,-0.01,0.02,45.63,-194.35,20.34,119.8,464.16,-5.47,0.0,-7.79,-0.0,29.99,-8.18,0.0,-2.76,-0.0,42.84,5.08,-1.42,0.0,0.0,0.0,0.01
2013-06-12 06:00:00,-0.0,-130.27,0.0,-794.96,0.0,0.0,-22.53,23.23,-5.12,-35.24,0.63,-227.64,-0.02,0.01,14.34,-194.35,22.79,123.03,479.17,-5.44,-0.28,-7.24,-0.29,29.5,-8.15,-0.3,-2.56,-0.26,670.16,77.55,-5.2,0.0,-0.57,0.0,0.0
2013-06-12 09:00:00,-0.0,-374.18,-0.0,-917.52,0.0,0.0,-34.04,0.55,-5.12,-152.59,0.37,-235.64,-0.02,0.01,8.81,-194.35,23.12,116.95,512.15,-5.31,-0.35,-6.67,-0.34,29.35,-8.06,-0.36,-2.32,-0.3,1119.43,135.2,-7.81,0.0,-0.98,0.0,0.0
2013-06-12 12:00:00,0.0,-319.71,0.0,-923.39,0.0,0.0,-34.42,4.85,-5.12,-137.02,0.41,-228.54,-0.02,0.01,6.98,-194.35,21.99,117.21,546.22,-5.31,-0.34,-6.49,-0.32,29.3,-8.04,-0.35,-2.24,-0.28,1030.96,122.2,-12.92,0.0,-1.25,0.0,0.0
2013-06-12 15:00:00,-0.0,-68.8,0.0,-771.54,0.0,0.0,-3.0,0.41,-5.12,-2.18,2.36,-221.89,-0.01,0.01,11.17,-194.35,23.19,119.05,566.95,-5.41,-0.02,-6.58,-0.03,29.76,-8.03,-0.03,-2.21,-0.02,484.45,56.37,-4.45,0.0,-0.03,0.0,0.0
2013-06-12 18:00:00,-0.0,-10.49,0.0,-477.01,0.0,0.0,18.73,41.68,-5.12,-0.02,95.99,-209.62,-0.01,0.02,32.55,-194.35,24.52,119.83,545.26,-5.31,-0.01,-6.78,-0.01,29.72,-7.97,-0.01,-2.25,-0.01,11.04,1.39,-1.75,0.0,-0.01,0.0,0.02
2013-06-12 21:00:00,0.0,-21.42,0.0,-489.88,0.0,0.0,10.84,8.76,-5.12,-0.28,84.03,-176.42,-0.01,0.02,26.17,-194.35,29.24,124.23,597.75,-4.89,-0.01,-6.8,-0.01,29.71,-7.93,-0.01,-2.36,-0.01,0.0,0.0,-1.25,0.0,-0.01,0.0,0.03
2013-06-13 00:00:00,-0.0,-36.6,-0.0,-518.92,0.0,0.0,7.14,4.46,-5.12,-0.04,62.09,-154.53,-0.01,0.01,27.36,-194.35,32.67,132.95,637.17,-4.81,-0.0,-7.15,-0.0,29.71,-7.95,-0.0,-2.59,-0.0,0.0,0.0,-1.48,0.0,-0.0,0.0,0.0
2013-06-13 03:00:00,-0.0,-37.51,-0.0,-549.77,0.0,0.0,8.52,5.47,-5.12,-0.05,61.72,-178.07,-0.01,0.02,28.48,-194.35,33.08,132.26,646.44,-5.27,-0.0,-7.84,-0.0,29.7,-8.09,-0.0,-2.82,-0.0,40.49,5.14,-2.42,0.0,-0.0,0.0,0.0
2013-06-13 06:00:00,-0.0,-141.95,-0.0,-904.91,0.0,0.0,-21.36,0.18,-5.12,-64.78,0.43,-227.45,-0.02,0.01,4.81,-194.35,32.59,132.93,625.91,-5.27,-0.08,-7.43,-0.09,29.49,-8.06,-0.09,-2.64,-0.08,679.77,83.65,-5.39,0.0,-0.68,0.0,0.0
2013-06-13 09:00:00,-0.0,-178.22,-0.0,-1001.04,0.0,0.0,-22.13,5.26,-5.12,-105.29,0.51,-236.03,-0.02,0.01,3.92,-194.35,33.17,137.92,638.59,-5.16,-0.13,-6.88,-0.14,29.43,-7.99,-0.14,-2.41,-0.12,824.57,99.31,-6.33,0.0,-1.18,0.0,0.0
2013-06-13 12:00:00,0.0,-353.7,0.0,-1095.67,0.0,0.0,-32.62,0.23,-5.12,-150.32,1.35,-228.75,-0.02,0.01,4.1,-194.35,32.7,134.36,727.37,-5.15,-0.13,-6.78,-0.14,29.02,-7.97,-0.14,-2.35,-0.12,1035.51,125.79,-5.98,0.0,-1.15,0.0,0.0
2013-06-13 15:00:00,0.0,-100.47,-0.0,-946.35,0.0,0.0,-1.52,1.3,-5.12,-19.08,0.45,-220.97,-0.01,0.01,3.65,-194.35,31.84,138.84,781.14,-5.24,-0.06,-7.01,-0.06,29.31,-7.97,-0.05,-2.39,-0.05,478.09,53.02,-6.62,0.0,-0.35,0.0,0.0
2013-06-13 18:00:00,0.0,-15.08,0.0,-567.73,0.0,0.0,4.0,10.07,-5.12,-0.6,74.15,-207.24,-0.01,0.02,13.96,-194.35,33.41,139.85,692.28,-5.19,-0.01,-7.32,-0.01,29.26,-7.92,-0.01,-2.44,-0.01,16.44,1.41,-1.77,0.0,-0.01,0.0,0.0
2013-06-13 21:00:00,0.0,-21.99,-0.0,-554.94,0.0,0.0,3.79,5.29,-5.12,-0.36,70.03,-176.2,-0.01,0.02,15.11,-194.35,32.46,136.1,684.73,-4.82,-0.01,-7.24,-0.01,29.33,-7.87,-0.01,-2.53,-0.01,0.0,0.0,-1.38,0.0,-0.01,0.0,0.0
2013-06-14 00:00:00,0.0,-22.84,0.0,-516.96,0.0,0.0,4.03,4.15,-5.12,-0.09,79.09,-154.07,-0.01,0.02,14.43,-194.35,29.28,133.37,625.39,-5.02,-0.0,-8.15,-0.0,29.4,-8.07,-0.0,-3.17,-0.0,0.0,0.0,-1.27,0.0,-0.0,0.0,0.0
2013-06-14 03:00:00,-0.0,-24.33,0.0,-502.01,0.0,0.0,14.95,12.07,-5.12,-0.03,94.93,-177.08,-0.01,0.02,17.52,-194.35,25.95,125.7,562.49,-5.67,0.0,-9.59,0.0,29.44,-8.26,0.0,-3.63,0.0,42.77,6.07,-1.8,0.0,0.0,0.0,0.0
2013-06-14 06:00:00,0.0,-114.9,0.0,-883.23,0.0,0.0,-20.61,7.86,-5.12,-52.08,0.32,-224.47,-0.02,0.01,3.84,-194.35,21.34,114.27,572.93,-5.65,-0.19,-9.0,-0.19,29.25,-8.22,-0.2,-3.35,-0.16,689.44,87.61,-4.74,0.0,-0.39,0.0,0.0
2013-06-14 09:00:00,-0.0,-361.46,-0.0,-1054.27,0.0,0.0,-40.19,1.62,-5.12,-158.29,0.32,-231.14,-0.02,0.01,2.14,-194.35,16.55,84.09,555.49,-5.5,-0.2,-8.16,-0.19,29.01,-8.12,-0.2,-2.96,-0.16,1231.24,156.56,-6.3,0.0,-0.43,0.0,0.0
2013-06-14 12:00:00,0.0,-276.57,0.0,-1109.14,0.0,0.0,-23.88,0.67,-5.12,-131.7,0.38,-221.03,-0.02,0.01,1.57,-194.35,12.81,83.31,586.9,-5.49,-0.19,-7.89,-0.19,29.0,-8.09,-0.2,-2.81,-0.16,1142.47,137.99,-7.91,0.0,-0.37,0.0,0.0
2013-06-14 15:00:00,0.0,-38.69,0.0,-820.9,0.0,0.0,-3.04,0.52,-5.12,-0.19,3.48,-212.6,-0.01,0.02,3.8,-194.35,8.6,78.75,590.73,-5.62,-0.05,-8.14,-0.07,28.97,-8.09,-0.06,-2.8,-0.07,529.73,60.39,-4.98,0.0,-0.2,0.0,0.0
2013-06-14 18:00:00,-0.0,-8.2,0.0,-426.45,0.0,0.0,20.37,33.1,-5.12,-0.11,104.02,-199.7,-0.01,0.02,17.28,-194.35,10.91,78.11,547.92,-5.55,-0.03,-8.37,-0.04,28.94,-8.02,-0.03,-2.8,-0.04,18.65,2.02,-2.47,0.0,-0.05,0.0,0.0
2013-06-14 21:00:00,0.0,-22.64,0.0,-486.68,0.0,0.0,20.75,24.2,-5.12,-0.1,109.36,-173.54,-0.01,0.02,18.63,-194.35,18.7,101.98,585.08,-5.02,-0.03,-7.89,-0.05,28.94,-7.97,-0.04,-2.91,-0.04,0.0,0.0,-1.15,0.0,-0.1,0.0,0.0
2013-06-15 00:00:00,0.0,-42.23,0.0,-528.92,0.0,0.0,20.7,24.69,-5.12,-0.07,81.63,-148.49,-0.01,0.02,17.66,-194.35,24.16,123.19,623.02,-4.89,-0.02,-7.81,-0.04,28.95,-8.02,-0.03,-3.03,-0.03,0.0,0.0,-0.87,0.0,-0.04,0.0,0.0
2013-06-15 03:00:00,-0.0,-14.05,-0.0,-544.63,0.0,0.0,11.3,11.21,-5.12,-0.07,46.99,-148.57,-0.01,0.02,19.27,-194.35,25.8,131.85,603.93,-5.45,-0.02,-8.94,-0.04,28.94,-8.14,-0.03,-3.29,-0.03,48.11,6.49,-1.13,0.0,-0.04,0.0,0.0
2013-06-15 06:00:00,-0.0,-96.89,0.0,-1004.81,0.0,0.0,-26.17,31.18,-5.12,-62.25,0.89,-186.71,-0.02,0.01,2.76,-194.35,24.64,129.68,589.28,-5.54,-0.73,-8.46,-0.78,27.89,-8.13,-0.77,-3.06,-0.69,722.73,88.48,-9.03,0.0,-4.03,0.0,0.0
2013-06-15 09:00:00,-0.0,-373.72,-0.0,-1141.38,0.0,0.0,-41.69,2.42,-5.12,-156.84,0.67,-197.43,-0.02,0.01,2.14,-194.35,22.82,106.8,631.96,-5.35,-0.79,-7.63,-0.85,27.64,-7.99,-0.84,-2.69,-0.74,1208.89,156.5,-17.06,0.0,-5.37,0.0,0.0
2013-06-15 12:00:00,-0.0,-357.66,0.0,-1185.84,0.0,0.0,-40.14,1.31,-5.12,-141.87,0.75,-184.57,-0.03,0.01,1.22,-194.35,22.9,105.99,735.55,-5.33,-0.77,-7.39,-0.82,27.55,-7.98,-0.82,-2.59,-0.72,1119.89,141.8,-16.22,0.0,-4.77,0.0,0.0
2013-06-15 15:00:00,-0.0,-118.14,0.0,-1022.79,0.0,0.0,-5.62,3.35,-5.12,-3.97,6.1,-183.12,-0.02,0.02,1.71,-194.35,28.5,125.14,786.38,-5.44,-0.21,-7.61,-0.25,28.68,-8.01,-0.23,-2.61,-0.23,527.6,60.66,-9.37,0.0,-1.04,0.0,0.0
2013-06-15 18:00:00,-0.0,-13.43,-0.0,-587.89,0.0,0.0,11.03,54.24,-5.12,-0.39,77.7,-180.01,-0.01,0.02,8.85,-194.35,31.69,135.52,636.8,-5.39,-0.01,-7.9,-0.02,28.73,-7.97,-0.02,-2.66,-0.02,20.27,1.99,-1.61,0.0,-0.02,0.0,0.0
2013-06-15 21:00:00,0.0,-13.66,0.0,-484.87,0.0,0.0,11.51,46.74,-5.12,-0.42,90.51,-160.92,-0.01,0.02,8.85,-194.35,30.49,132.02,534.59,-4.93,-0.01,-7.56,-0.02,28.71,-7.91,-0.02,-2.73,-0.02,0.0,0.0,-0.86,0.0,-0.02,0.0,0.0
2013-06-16 00:00:00,0.0,-7.62,-0.0,-422.65,0.0,0.0,9.86,33.68,-5.12,-0.28,95.22,-136.98,-0.01,0.02,10.46,-194.35,29.38,127.85,455.92,-4.76,-0.01,-7.59,-0.02,28.69,-7.91,-0.02,-2.9,-0.02,0.0,0.0,-0.8,0.0,-0.02,0.0,0.0
2013-06-16 03:00:00,0.0,-5.77,0.0,-344.32,0.0,0.0,9.4,36.19,-5.12,-0.09,74.99,-132.38,-0.01,0.02,6.78,-194.35,28.05,123.56,344.31,-5.21,-0.01,-8.54,-0.02,28.67,-8.01,-0.02,-3.1,-0.02,50.05,6.39,-1.39,0.0,-0.02,0.0,0.0
2013-06-16 06:00:00,-0.0,-69.82,0.0,-763.15,0.04,0.0,-28.2,47.7,-5.12,-59.56,0.73,-162.42,-0.02,0.01,2.1,-194.35,21.82,104.72,285.6,-5.23,-0.59,-7.99,-0.58,27.3,-7.98,-0.58,-2.86,-0.49,733.94,93.91,-6.58,0.0,-2.33,0.0,0.0
2013-06-16 09:00:00,0.0,-352.87,0.0,-862.66,0.0,0.0,-40.01,1.4,-5.12,-155.88,0.54,-180.15,-0.02,0.01,2.97,-194.35,13.72,81.09,315.4,-5.07,-0.64,-7.24,-0.61,27.08,-7.87,-0.64,-2.54,-0.5,1212.7,172.01,-7.8,0.0,-2.96,0.0,0.0
2013-06-16 12:00:00,-0.0,-330.64,0.0,-846.67,0.0,0.0,-38.25,0.85,-5.12,-146.65,0.55,-171.62,-0.02,0.01,2.66,-194.35,8.66,66.26,371.63,-5.06,-0.6,-7.02,-0.54,27.07,-7.86,-0.59,-2.45,-0.45,1135.59,155.0,-8.06,0.0,-2.31,0.0,0.0
2013-06-16 15:00:00,0.0,-76.93,0.0,-608.0,0.0,0.0,-1.99,1.75,-5.12,-0.05,2.38,-175.13,-0.01,0.01,3.03,-194.35,8.95,56.04,377.06,-5.17,0.0,-7.18,0.0,27.97,-7.9,0.0,-2.44,0.0,545.95,63.53,-2.38,0.0,0.0,0.0,0.0
2013-06-16 18:00:00,0.0,-6.57,-0.0,-157.68,0.0,0.0,16.94,57.69,-5.12,-0.02,88.28,-181.88,-0.01,0.02,18.23,-194.35,9.83,42.49,291.23,-5.14,0.0,-7.42,0.0,27.64,-7.87,0.0,-2.5,0.0,16.41,1.45,-1.64,0.0,0.0,0.0,0.0
2013-06-16 21:00:00,0.0,-5.22,0.0,-159.4,0.03,0.0,16.36,32.79,-5.12,-0.02,93.82,-162.04,-0.01,0.01,19.32,-194.35,13.64,37.29,308.31,-4.78,0.0,-7.22,0.0,27.41,-7.82,0.0,-2.58,0.0,0.0,0.0,-0.42,0.0,0.0,0.0,0.0
2013-06-17 00:00:00,0.0,-10.47,0.0,-165.47,0.03,0.0,16.86,32.19,-5.12,-0.02,77.19,-144.22,-0.01,0.01,21.75,-194.35,16.99,33.33,316.1,-4.63,0.0,-6.89,0.0,27.24,-7.8,0.0,-2.45,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0
2013-06-17 03:00:00,-0.0,-15.04,0.0,-157.51,0.01,0.0,16.89,20.83,-5.12,-0.02,70.49,-174.48,-0.01,0.02,21.13,-194.35,18.14,35.06,308.2,-4.93,0.0,-7.26,0.0,27.1,-7.9,0.0,-2.57,0.0,46.01,5.98,-0.66,0.0,0.0,0.0,0.0
2013-06-17 06:00:00,0.0,-99.61,-0.0,-555.97,0.0,0.0,-27.01,8.93,-5.12,-51.1,1.1,-227.39,-0.03,0.01,5.28,-194.35,13.71,33.74,263.25,-4.92,-0.56,-6.73,-0.53,26.13,-7.88,-0.55,-2.4,-0.45,744.97,95.56,-5.21,0.0,-2.88,0.0,0.0
2013-06-17 09:00:00,-0.0,-373.81,-0.0,-694.23,0.0,0.0,-33.07,1.33,-5.12,-148.86,0.5,-238.37,-0.02,0.01,5.84,-194.35,15.39,35.04,241.09,-4.81,-0.58,-6.12,-0.53,25.9,-7.79,-0.57,-2.14,-0.44,1231.15,162.67,-5.17,0.0,-2.96,0.0,0.0
2013-06-17 12:00:00,0.0,-317.38,0.0,-673.07,0.0,0.0,-34.21,0.79,-5.12,-135.09,0.71,-232.46,-0.02,0.01,5.23,-194.35,19.13,44.5,268.9,-4.81,-0.56,-5.9,-0.52,25.81,-7.78,-0.56,-2.05,-0.43,1117.8,139.68,-5.69,0.0,-2.58,0.0,0.0
2013-06-17 15:00:00,0.0,-74.57,-0.0,-420.44,0.0,0.0,-3.09,1.84,-5.12,-6.36,5.23,-224.51,-0.01,0.02,7.11,-194.35,23.01,61.78,295.23,-4.9,0.0,-5.96,0.0,26.63,-7.8,0.0,-2.02,0.0,472.52,56.95,-1.17,0.0,0.0,0.0,0.0
2013-06-17 18:00:00,0.0,-21.97,-0.0,-127.63,0.0,0.12,10.34,23.49,-5.12,-1.43,71.17,-211.0,-0.01,0.02,27.67,-194.35,24.62,66.37,324.63,-4.85,0.0,-6.22,0.0,26.56,-7.76,0.0,-2.09,0.0,7.77,0.95,-1.4,0.15,0.0,0.0,0.0
2013-06-17 21:00:00,0.0,-27.93,-0.0,-122.6,0.0,0.13,2.68,8.95,-5.12,-0.87,66.98,-178.86,-0.01,0.01,22.75,-194.35,24.07,65.95,333.52,-4.6,0.0,-6.38,0.0,26.51,-7.73,0.0,-2.2,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.0
2013-06-18 00:00:00,-0.0,-25.32,0.0,-87.03,0.0,0.1,9.19,13.11,-5.12,-0.29,86.99,-157.34,-0.01,0.02,25.44,-194.35,16.13,58.13,255.64,-4.56,0.0,-6.49,0.0,26.46,-7.76,0.0,-2.28,0.0,0.0,0.0,-0.8,0.15,0.0,0.0,0.0
2013-06-18 03:00:00,-0.0,-14.09,-0.0,-63.65,0.0,0.0,17.45,20.21,-5.12,-0.04,98.93,-183.04,-0.01,0.02,30.31,-194.35,9.29,58.25,170.96,-4.83,0.0,-6.79,0.0,26.45,-7.85,0.0,-2.38,0.0,45.13,6.01,-0.84,0.0,0.0,0.0,0.0
2013-06-18 06:00:00,-0.0,-66.78,-0.0,-387.42,0.0,0.0,-24.97,11.17,-5.12,-50.43,1.77,-233.59,-0.02,0.01,9.18,-194.35,4.01,48.11,89.75,-4.79,-0.47,-6.26,-0.44,25.42,-7.82,-0.45,-2.22,-0.36,707.94,94.34,-4.4,0.0,-1.81,0.0,0.0
2013-06-18 09:00:00,0.0,-378.15,-0.0,-504.97,0.0,0.0,-30.33,0.64,-5.12,-151.27,0.94,-243.14,-0.02,0.01,8.86,-194.35,2.6,36.41,83.21,-4.7,-0.48,-5.7,-0.43,25.21,-7.74,-0.46,-1.98,-0.35,1212.99,164.11,-3.85,0.0,-1.95,0.0,0.0
2013-06-18 12:00:00,-0.0,-291.74,0.0,-506.42,0.0,0.0,-28.37,0.64,-5.12,-133.99,0.49,-236.97,-0.02,0.01,8.73,-194.35,1.92,37.15,112.28,-4.71,-0.47,-5.49,-0.42,25.17,-7.73,-0.45,-1.9,-0.35,1097.15,140.59,-3.96,0.0,-1.66,0.0,0.0
