snapshot,AC,BEV charger,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,V2G,agriculture electricity,battery charger,battery discharger,electricity,home battery charger,home battery discharger,hydro,industry electricity,offwind-ac,offwind-dc,onwind,residential rural ground heat pump,residential rural resistive heater,residential urban decentral air heat pump,residential urban decentral resistive heater,ror,services rural ground heat pump,services rural resistive heater,services urban decentral air heat pump,services urban decentral resistive heater,solar,solar rooftop,urban central air heat pump,urban central gas CHP,urban central resistive heater,urban central solid biomass CHP,urban central solid biomass CHP CC
2013-01-01 00:00:00,-0.0,-147.28,-0.0,-714.33,13.85,0.0,-4.02,1.03,-5.12,-6.15,45.87,-152.86,-0.01,0.01,30.07,-194.35,28.4,109.47,1112.81,-18.85,0.0,-32.55,-0.19,12.33,-15.73,0.0,-15.57,-0.99,0.0,0.0,-43.12,3.72,-26.64,0.79,19.43
2013-01-01 03:00:00,-0.0,-102.42,-0.0,-655.74,15.73,0.0,-0.87,1.21,-5.12,-7.6,55.21,-118.17,-0.01,0.01,31.12,-194.35,21.82,95.94,1057.4,-29.93,-2.69,-43.22,-12.84,12.38,-18.39,-3.81,-18.22,-10.31,0.0,0.0,-43.91,7.49,-53.35,0.79,21.85
2013-01-01 06:00:00,-0.0,-147.79,-0.0,-627.91,14.62,0.0,-4.58,0.43,-5.12,-29.9,18.61,-119.28,-0.01,0.01,33.67,-194.35,23.11,109.93,989.89,-31.12,-4.56,-44.7,-19.01,12.52,-18.37,-3.53,-18.25,-10.52,139.26,17.42,-44.22,0.0,-59.13,0.79,22.1
2013-01-01 09:00:00,-0.0,-277.21,-0.0,-784.04,8.49,0.0,-37.58,0.0,-5.12,-159.66,0.02,-149.54,-0.02,0.01,14.9,-194.35,21.09,120.79,842.42,-29.46,-1.06,-43.7,-8.2,12.69,-17.41,-0.58,-17.59,-3.44,714.36,76.45,-44.29,0.0,-58.67,0.78,19.9
2013-01-01 12:00:00,0.0,-251.19,-0.0,-702.86,14.47,0.0,-17.05,0.0,-5.12,-142.2,2.92,-157.28,-0.02,0.01,24.99,-194.35,21.16,130.89,839.16,-28.92,-0.4,-42.76,-5.47,12.97,-16.87,-0.1,-16.79,-1.69,554.31,57.64,-44.19,0.17,-51.55,0.79,19.34
2013-01-01 15:00:00,0.0,-91.85,0.0,-522.27,19.81,0.0,4.53,3.99,-5.12,-0.18,44.36,-177.33,-0.01,0.01,46.14,-194.35,21.8,137.76,804.74,-30.32,-2.15,-44.33,-9.21,13.13,-16.86,-0.08,-16.98,-1.44,56.88,5.19,-43.65,9.48,-36.02,0.79,23.53
2013-01-01 18:00:00,0.0,-53.64,-0.0,-489.69,22.25,0.0,10.62,1.13,-5.12,-0.02,66.9,-182.1,-0.01,0.01,49.56,-194.35,26.08,139.18,761.18,-30.54,-2.76,-44.92,-12.77,13.13,-16.19,-0.01,-16.59,-0.92,0.0,0.0,-42.82,9.48,-31.09,0.79,23.24
2013-01-01 21:00:00,0.0,-49.61,-0.0,-449.09,19.75,0.0,10.8,1.04,-5.12,-0.1,51.19,-170.06,-0.01,0.01,47.39,-194.35,26.93,134.7,682.81,-21.51,0.0,-37.37,-0.66,13.18,-14.57,0.0,-14.74,-0.31,0.0,0.0,-41.35,3.48,-15.46,0.79,22.24
2013-01-02 00:00:00,0.0,-51.03,0.0,-406.42,21.23,0.0,8.89,0.91,-5.12,-0.34,38.75,-144.59,-0.01,0.01,45.66,-194.35,26.88,128.31,635.85,-18.68,0.0,-33.81,-0.3,13.19,-15.83,-0.02,-16.6,-1.56,0.0,0.0,-38.62,2.71,-18.38,0.79,22.49
2013-01-02 03:00:00,0.0,-26.71,0.0,-359.02,27.28,0.0,10.42,1.88,-5.12,-0.11,60.74,-134.41,-0.01,0.01,53.44,-194.35,23.66,115.35,605.25,-30.3,-1.67,-43.2,-15.19,13.16,-18.67,-2.89,-17.99,-10.65,0.0,0.0,-43.06,9.18,-42.14,0.8,24.32
2013-01-02 06:00:00,-0.0,-38.97,0.0,-353.35,27.35,0.0,10.52,16.19,-5.12,-17.78,29.2,-185.25,-0.01,0.01,57.93,-194.35,18.64,100.26,598.29,-31.64,-2.19,-44.68,-18.69,13.1,-18.7,-2.34,-18.22,-10.11,110.45,14.99,-43.58,3.95,-40.81,0.8,24.12
2013-01-02 09:00:00,0.0,-193.54,0.0,-607.52,22.71,0.0,-14.09,13.68,-5.12,-147.95,0.51,-215.23,-0.02,0.01,28.87,-194.35,14.6,88.35,625.77,-29.57,-0.5,-43.52,-10.99,13.0,-17.6,-0.38,-17.66,-4.58,668.95,82.76,-43.67,0.78,-37.94,0.8,23.42
2013-01-02 12:00:00,0.0,-148.11,-0.0,-665.08,22.37,0.0,-12.64,16.49,-5.12,-113.03,2.43,-214.62,-0.01,0.01,40.48,-194.35,18.0,95.8,707.8,-28.88,-0.29,-42.54,-7.92,12.98,-16.99,-0.11,-17.03,-2.42,541.28,63.33,-43.16,1.69,-34.77,0.8,23.59
2013-01-02 15:00:00,-0.0,-45.34,0.0,-552.53,26.59,0.0,7.05,12.83,-5.12,-0.04,64.31,-228.75,-0.01,0.01,51.76,-194.35,26.41,127.81,787.94,-30.68,-1.17,-43.3,-11.64,13.0,-16.99,-0.1,-17.01,-2.35,65.71,6.75,-43.6,9.36,-31.43,0.8,24.08
2013-01-02 18:00:00,-0.0,-38.23,-0.0,-597.56,26.45,0.0,9.8,3.24,-5.12,-1.37,59.25,-218.26,-0.01,0.01,53.75,-194.35,31.2,139.77,887.01,-30.97,-1.48,-43.65,-13.32,12.92,-16.25,-0.04,-16.61,-1.48,0.0,0.0,-43.2,9.55,-35.42,0.8,23.59
2013-01-02 21:00:00,-0.0,-98.23,-0.0,-642.58,18.66,0.0,9.33,4.27,-5.12,-2.99,41.11,-193.09,-0.01,0.01,50.42,-194.35,29.12,138.88,953.87,-21.21,-0.0,-36.99,-0.77,12.83,-14.63,0.0,-14.92,-0.35,0.0,0.0,-40.42,1.95,-18.05,0.8,22.49
2013-01-03 00:00:00,-0.0,-144.66,-0.0,-650.11,16.98,0.0,5.98,1.23,-5.12,-1.11,43.09,-165.15,-0.01,0.01,49.09,-194.35,26.04,135.94,974.09,-17.16,0.0,-29.73,-0.13,12.77,-14.99,-0.03,-14.22,-0.98,0.0,0.0,-38.97,2.09,-13.25,0.8,21.88
2013-01-03 03:00:00,0.0,-125.96,-0.0,-611.98,22.0,0.0,5.69,1.86,-5.12,-4.28,64.67,-154.83,-0.01,0.01,46.85,-194.35,25.79,128.86,947.38,-27.87,-0.97,-38.64,-8.9,12.68,-17.74,-1.63,-16.18,-6.44,0.0,0.0,-42.17,10.25,-32.37,0.8,22.58
2013-01-03 06:00:00,0.0,-146.43,-0.0,-585.12,19.4,0.0,1.89,1.09,-5.12,-10.51,28.85,-204.87,-0.01,0.01,47.95,-194.35,24.21,127.44,914.82,-29.15,-1.44,-39.93,-10.67,12.63,-17.72,-1.39,-16.27,-5.94,126.23,16.23,-42.12,1.99,-35.02,0.8,22.52
2013-01-03 09:00:00,-0.0,-246.04,-0.0,-762.92,12.87,0.0,-35.1,0.37,-5.12,-164.5,0.13,-228.83,-0.02,0.0,16.19,-194.35,21.95,122.82,810.61,-27.07,-0.8,-38.13,-8.81,12.62,-16.6,-0.61,-15.25,-3.8,720.28,84.52,-41.92,1.89,-36.55,0.5,21.65
2013-01-03 12:00:00,0.0,-218.1,-0.0,-660.48,8.74,0.0,-24.46,0.25,-5.12,-150.01,0.03,-225.37,-0.02,0.01,26.19,-194.35,21.66,123.58,784.98,-26.45,-0.6,-37.16,-6.59,12.58,-16.04,-0.34,-14.56,-2.25,586.31,67.84,-39.5,1.89,-34.88,0.29,21.93
2013-01-03 15:00:00,0.0,-84.57,-0.0,-471.74,21.97,0.42,6.11,7.3,-5.12,-0.03,65.18,-237.53,-0.01,0.01,44.01,-194.35,18.6,118.89,757.48,-28.17,-1.35,-38.47,-8.43,12.59,-16.04,-0.34,-14.6,-1.99,68.56,7.45,-31.42,12.6,-29.98,0.8,22.16
2013-01-03 18:00:00,-0.0,-57.61,0.0,-487.67,22.05,0.42,11.51,10.45,-5.12,-0.02,83.76,-225.43,-0.01,0.01,39.46,-194.35,17.11,106.35,794.83,-28.44,-1.59,-39.09,-9.46,12.56,-15.32,-0.25,-14.25,-1.33,0.0,0.0,-31.28,17.3,-27.41,0.8,22.04
2013-01-03 21:00:00,0.0,-73.22,0.0,-499.56,18.66,0.42,5.94,4.21,-5.12,-0.03,51.02,-196.57,-0.01,0.01,37.87,-194.35,18.3,96.54,814.08,-19.33,-0.19,-32.02,-0.67,12.55,-13.89,-0.18,-12.73,-0.45,0.0,0.0,-26.45,11.65,-18.01,0.73,20.82
2013-01-04 00:00:00,0.0,-100.88,-0.0,-516.87,18.96,0.42,5.21,3.46,-5.12,-0.03,34.66,-165.94,-0.01,0.01,37.84,-194.35,21.09,115.46,813.25,-15.67,-0.19,-26.98,-0.23,12.55,-14.15,-0.2,-13.32,-0.62,0.0,0.0,-24.79,11.82,-16.76,0.73,20.65
2013-01-04 03:00:00,-0.0,-70.34,0.0,-522.4,20.56,0.42,6.9,2.59,-5.12,-0.03,41.92,-157.32,-0.01,0.01,38.78,-194.35,23.97,126.61,796.93,-25.6,-0.99,-38.12,-5.66,12.55,-16.98,-1.18,-16.19,-4.33,0.0,0.0,-29.25,18.53,-23.92,0.73,21.31
2013-01-04 06:00:00,-0.0,-102.77,0.0,-496.35,21.78,0.42,3.76,6.38,-5.12,-15.87,11.01,-207.6,-0.01,0.01,33.41,-194.35,22.64,125.39,777.68,-26.93,-1.23,-39.98,-8.18,12.55,-16.97,-1.11,-16.39,-4.53,128.13,15.19,-30.1,17.03,-29.78,0.73,21.17
2013-01-04 09:00:00,0.0,-244.74,0.0,-729.5,16.72,0.42,-23.22,3.95,-5.12,-143.67,1.52,-231.05,-0.01,0.01,24.21,-194.35,19.47,121.83,721.62,-24.6,-0.53,-37.79,-3.72,12.53,-15.65,-0.38,-15.04,-1.56,701.35,75.93,-33.05,13.81,-29.9,0.65,19.86
2013-01-04 12:00:00,0.0,-243.89,0.0,-666.93,18.86,0.42,-21.37,0.3,-5.12,-145.05,0.99,-224.94,-0.01,0.01,30.22,-194.35,16.99,117.71,768.48,-24.01,-0.43,-36.53,-2.44,12.56,-15.09,-0.23,-14.1,-0.76,593.44,63.59,-33.39,13.32,-28.13,0.24,19.65
2013-01-04 15:00:00,-0.0,-87.43,0.0,-428.61,22.52,0.42,-2.51,1.56,-5.12,-0.85,51.0,-235.33,-0.01,0.01,47.14,-194.35,17.79,113.95,724.3,-25.91,-0.76,-38.36,-4.48,12.6,-15.09,-0.16,-14.19,-0.71,74.59,7.45,-33.69,16.81,-24.92,0.7,21.62
2013-01-04 18:00:00,0.0,-69.39,0.0,-406.31,22.68,0.42,9.54,13.35,-5.12,-1.09,76.23,-222.42,-0.01,0.01,49.11,-194.35,19.41,104.76,707.18,-26.03,-0.84,-39.25,-5.59,12.62,-14.45,-0.08,-13.74,-0.43,0.0,0.0,-33.67,17.66,-22.64,0.7,21.73
2013-01-04 21:00:00,0.0,-75.15,-0.0,-394.35,17.61,0.42,6.46,2.63,-5.12,-1.4,62.24,-195.99,-0.01,0.01,49.59,-194.35,18.94,100.72,674.1,-17.61,-0.01,-30.19,-0.23,12.74,-13.31,-0.01,-12.12,-0.22,0.0,0.0,-29.18,14.84,-12.76,0.63,21.09
2013-01-05 00:00:00,-0.0,-74.75,0.0,-368.43,19.15,0.42,5.58,2.3,-5.12,-0.35,40.31,-160.89,-0.01,0.01,50.81,-194.35,15.26,94.88,649.21,-16.14,0.0,-27.54,-0.52,12.84,-15.08,-0.15,-14.53,-1.88,0.0,0.0,-28.05,14.95,-18.41,0.63,19.84
2013-01-05 03:00:00,-0.0,-58.53,-0.0,-331.85,23.74,0.42,6.08,4.19,-5.12,-0.17,46.92,-140.84,-0.01,0.01,75.38,-194.35,10.48,76.15,608.59,-26.53,-1.26,-39.7,-9.73,12.93,-17.53,-1.12,-17.16,-5.67,0.0,0.0,-32.35,21.04,-28.05,0.7,23.38
2013-01-05 06:00:00,-0.0,-76.98,-0.0,-281.16,19.97,0.42,3.76,3.96,-5.12,-15.89,6.88,-168.99,-0.01,0.01,70.47,-194.35,7.62,51.37,574.3,-28.03,-1.24,-41.86,-8.77,12.96,-16.83,-0.62,-16.68,-3.37,109.09,13.44,-32.15,24.9,-31.67,0.7,23.87
2013-01-05 09:00:00,-0.0,-221.84,0.0,-523.35,14.31,0.23,-20.94,5.77,-5.12,-139.35,0.53,-200.27,-0.01,0.0,60.81,-194.35,6.75,42.31,561.49,-25.52,-0.5,-39.22,-4.03,13.0,-15.6,-0.14,-15.16,-1.13,649.44,70.12,-34.05,20.2,-27.78,0.59,22.78
2013-01-05 12:00:00,-0.0,-210.18,0.0,-528.65,18.64,0.2,-22.84,6.13,-5.12,-136.4,4.08,-197.49,-0.01,0.0,71.02,-194.35,7.56,44.01,616.5,-24.9,-0.28,-37.81,-3.09,13.02,-15.16,-0.04,-14.26,-0.71,570.13,59.71,-33.86,18.47,-27.5,0.4,22.76
2013-01-05 15:00:00,-0.0,-53.13,0.0,-352.11,27.11,0.42,-2.9,14.81,-5.12,-1.52,45.52,-211.56,-0.01,0.01,86.28,-194.35,6.69,42.93,606.02,-26.86,-0.72,-40.01,-4.77,13.05,-15.53,-0.08,-14.89,-1.03,75.03,7.41,-32.51,27.02,-20.82,0.69,24.91
2013-01-05 18:00:00,0.0,-41.97,0.0,-263.24,27.61,0.42,6.72,14.96,-5.12,-1.11,64.61,-204.45,-0.0,0.01,85.78,-194.35,10.08,59.69,533.69,-27.07,-0.77,-41.11,-5.86,13.07,-15.23,-0.04,-14.86,-0.94,0.0,0.0,-33.74,25.46,-18.43,0.69,25.52
2013-01-05 21:00:00,0.0,-38.9,0.0,-192.81,17.68,0.42,5.58,8.71,-5.12,-0.12,52.23,-186.57,-0.01,0.0,83.17,-194.35,11.62,70.68,427.19,-18.25,0.0,-31.68,-0.33,13.05,-13.97,0.0,-13.3,-0.34,0.0,0.0,-32.93,17.94,-5.68,0.62,25.46
2013-01-06 00:00:00,0.0,-43.61,-0.0,-166.14,14.05,0.42,5.77,5.16,-5.12,-1.89,53.1,-153.41,-0.01,0.0,80.2,-194.35,13.69,82.79,374.15,-17.47,0.0,-29.58,-0.5,13.04,-15.79,-0.11,-15.2,-2.25,0.0,0.0,-33.26,16.75,-7.12,0.68,26.02
2013-01-06 03:00:00,0.0,-52.33,0.0,-167.28,24.38,0.42,6.45,9.94,-5.12,-1.15,46.2,-128.87,-0.01,0.0,80.63,-194.35,15.37,86.29,386.96,-28.29,-1.8,-41.17,-6.89,13.02,-18.09,-1.66,-17.7,-3.91,0.0,0.0,-34.24,25.38,-18.98,0.79,26.02
2013-01-06 06:00:00,0.0,-88.31,0.0,-216.93,22.63,0.42,4.59,14.84,-5.12,-14.39,11.9,-146.51,-0.0,0.01,72.84,-194.35,16.67,97.1,390.99,-29.8,-1.78,-43.42,-5.8,13.0,-17.56,-0.67,-17.38,-2.12,122.87,14.81,-34.27,24.08,-15.16,0.79,26.02
2013-01-06 09:00:00,0.0,-223.46,-0.0,-487.51,12.48,0.0,-17.89,6.62,-5.12,-149.11,0.04,-182.31,-0.01,0.0,63.2,-194.35,12.14,85.94,405.52,-27.8,-0.64,-40.74,-3.57,12.99,-16.41,-0.12,-15.87,-0.95,694.45,74.93,-34.41,22.4,-16.71,0.28,25.95
2013-01-06 12:00:00,0.0,-192.46,-0.0,-461.93,14.67,0.0,-12.99,9.25,-5.12,-124.25,1.92,-182.42,-0.01,0.0,68.72,-194.35,9.37,64.81,460.66,-27.11,-0.56,-39.27,-1.64,12.99,-15.93,-0.06,-14.89,-0.34,570.69,59.64,-33.99,24.48,-16.25,0.34,26.02
2013-01-06 15:00:00,0.0,-76.4,0.0,-216.64,27.33,1.03,-1.62,12.54,-5.12,-1.2,35.61,-199.08,-0.0,0.01,89.7,-194.35,8.14,51.96,451.47,-28.68,-1.43,-39.76,-3.07,12.98,-16.31,-0.11,-14.75,-0.45,73.04,7.25,-30.93,42.02,-9.98,0.8,26.02
2013-01-06 18:00:00,-0.0,-61.46,0.0,-151.38,28.91,1.55,10.01,3.56,-5.12,-3.0,57.45,-199.1,-0.01,0.0,85.17,-194.35,9.4,40.28,429.98,-29.14,-1.11,-40.53,-3.13,12.96,-15.99,-0.03,-14.48,-0.41,0.0,0.0,-25.61,46.41,-7.65,0.8,26.02
2013-01-06 21:00:00,-0.0,-66.25,0.0,-124.65,28.76,2.39,9.52,2.46,-5.12,-0.99,59.0,-182.23,-0.0,0.0,87.94,-194.35,7.07,35.6,366.35,-19.81,0.0,-30.78,-0.29,12.94,-14.45,0.0,-12.39,-0.22,0.0,0.0,-23.74,41.03,-4.55,0.75,26.02
2013-01-07 00:00:00,-0.0,-63.96,0.0,-130.82,30.04,2.39,9.0,2.89,-5.12,-0.91,43.48,-154.18,-0.01,0.0,88.53,-194.35,6.08,38.94,342.69,-19.01,0.0,-28.15,-0.24,12.93,-15.84,-0.05,-13.74,-0.81,0.0,0.0,-22.26,49.94,-4.26,0.8,26.02
2013-01-07 03:00:00,0.0,-44.94,0.0,-136.68,32.6,2.39,12.45,2.99,-5.12,-0.17,66.59,-151.55,-0.0,0.01,87.54,-194.35,6.45,41.73,318.87,-29.38,-4.43,-39.1,-7.01,12.92,-18.35,-3.39,-16.68,-4.44,0.0,0.0,-22.17,74.4,-7.99,0.8,26.02
2013-01-07 06:00:00,0.0,-55.08,0.0,-169.8,32.6,2.42,10.44,7.64,-5.12,-3.72,24.48,-215.0,-0.0,0.01,89.54,-194.35,8.58,43.71,317.96,-30.68,-3.85,-38.48,-6.48,12.92,-18.4,-2.63,-15.97,-3.66,127.06,14.79,-21.18,77.01,-11.57,0.8,26.02
2013-01-07 09:00:00,0.0,-209.81,-0.0,-390.32,26.49,2.65,-14.49,11.09,-5.12,-144.12,0.94,-236.07,-0.01,0.0,79.98,-194.35,12.12,50.39,300.63,-29.04,-1.26,-36.64,-2.71,12.91,-17.43,-0.53,-14.69,-1.04,687.32,73.77,-28.29,55.31,-13.88,0.31,25.87
2013-01-07 12:00:00,-0.0,-187.95,0.0,-358.8,26.7,5.17,-8.14,6.97,-5.12,-133.95,2.51,-234.47,-0.01,0.0,92.17,-194.35,14.44,60.55,313.26,-28.48,-1.09,-35.19,-2.03,12.9,-16.92,-0.22,-13.62,-0.47,580.75,61.55,-29.24,59.32,-12.27,0.23,25.78
2013-01-07 15:00:00,-0.0,-38.09,0.0,-182.27,32.6,2.51,13.55,8.3,-5.12,-0.88,58.28,-246.13,-0.0,0.0,97.99,-194.35,16.0,71.13,311.31,-29.81,-3.25,-33.9,-4.18,12.89,-16.91,-0.21,-11.9,-0.46,70.67,6.33,-27.16,78.47,-12.24,0.8,26.02
2013-01-07 18:00:00,-0.0,-38.46,0.0,-196.86,32.6,2.59,20.88,4.22,-5.12,-1.84,83.85,-233.05,-0.0,0.0,97.56,-194.35,18.08,81.08,345.66,-30.19,-2.26,-33.16,-4.08,12.86,-16.29,-0.02,-10.34,-0.31,0.0,0.0,-23.06,75.87,-12.68,0.8,26.02
2013-01-07 21:00:00,0.0,-72.85,0.0,-229.63,32.6,2.58,12.28,2.27,-5.12,-0.01,50.49,-201.49,-0.0,0.0,97.74,-194.35,19.84,95.11,375.94,-21.43,0.0,-20.52,-0.2,12.85,-14.71,0.0,-7.99,-0.11,0.0,0.0,-22.54,67.3,-4.85,0.8,26.02
2013-01-08 00:00:00,-0.0,-107.63,0.0,-260.06,32.6,2.77,9.5,1.81,-5.12,-1.83,34.48,-168.54,-0.0,0.0,97.97,-194.35,24.22,109.82,413.23,-20.37,-0.11,-16.77,-0.83,12.83,-16.33,-0.36,-9.81,-1.03,0.0,0.0,-22.6,64.1,-4.42,0.8,26.02
2013-01-08 03:00:00,0.0,-92.65,0.0,-236.85,32.6,3.18,10.93,4.93,-5.12,-3.21,43.17,-162.32,-0.0,0.01,96.47,-194.35,24.8,99.4,421.49,-30.36,-9.37,-31.26,-13.48,12.82,-18.58,-5.7,-14.58,-7.09,0.0,0.0,-22.07,78.07,-7.71,0.8,26.02
2013-01-08 06:00:00,0.0,-102.84,0.0,-233.22,32.6,2.58,12.3,1.24,-5.12,-15.86,17.95,-224.7,-0.0,0.0,93.94,-194.35,23.92,87.77,428.96,-31.54,-9.44,-34.26,-14.35,12.8,-18.65,-4.74,-14.8,-6.41,114.15,14.8,-22.56,76.78,-13.78,0.8,26.02
2013-01-08 09:00:00,-0.0,-255.73,-0.0,-384.48,32.41,2.5,-11.82,0.0,-5.12,-139.24,0.27,-242.74,-0.01,0.0,89.4,-194.35,23.48,73.71,387.47,-30.04,-4.87,-31.88,-7.69,12.78,-17.82,-1.63,-13.05,-2.47,610.81,65.86,-28.67,56.21,-10.1,0.8,26.02
2013-01-08 12:00:00,0.0,-214.84,0.0,-330.54,32.6,2.5,-8.02,0.58,-5.12,-118.97,3.37,-239.53,-0.01,0.0,94.75,-194.35,23.68,67.37,347.95,-29.52,-4.38,-33.24,-6.43,12.76,-17.33,-0.91,-13.01,-1.45,527.43,52.13,-28.03,62.19,-8.37,0.72,26.02
2013-01-08 15:00:00,0.0,-61.77,-0.0,-103.36,32.6,2.5,9.25,4.31,-5.12,-0.74,40.68,-251.71,-0.0,0.01,97.88,-194.35,22.92,58.82,299.99,-30.75,-8.1,-33.38,-10.36,12.73,-17.32,-0.9,-12.12,-1.48,69.03,5.47,-23.38,81.03,-9.2,0.8,26.02
2013-01-08 18:00:00,-0.0,-35.29,-0.0,-77.78,32.6,2.5,17.92,3.7,-5.12,-0.84,63.31,-237.87,-0.0,0.0,97.59,-194.35,21.87,60.03,278.51,-31.09,-6.82,-34.67,-10.45,12.71,-16.69,-0.23,-11.33,-0.97,0.0,0.0,-20.7,76.88,-10.25,0.8,26.02
2013-01-08 21:00:00,-0.0,-69.85,-0.0,-73.73,32.6,2.5,15.64,0.97,-5.12,-0.61,42.48,-205.85,-0.01,0.0,97.31,-194.35,20.59,61.55,257.33,-22.46,-0.0,-21.6,-0.81,12.69,-15.12,-0.04,-8.85,-0.43,0.0,0.0,-17.62,70.8,-4.85,0.8,26.02
2013-01-09 00:00:00,0.0,-78.8,0.0,-66.2,32.6,2.5,15.05,0.85,-5.12,-0.53,35.32,-172.21,-0.01,0.0,97.38,-194.35,21.17,61.91,244.02,-19.87,-0.11,-18.43,-1.21,12.67,-16.33,-0.47,-10.85,-1.37,0.0,0.0,-20.17,63.94,-8.23,0.8,26.02
2013-01-09 03:00:00,-0.0,-57.43,0.0,-66.83,32.6,2.51,15.96,5.42,-5.12,-0.44,51.08,-164.17,-0.0,0.0,97.46,-194.35,21.6,62.77,248.85,-30.66,-9.12,-33.87,-13.96,12.66,-18.81,-5.22,-15.83,-7.32,0.0,0.0,-20.98,81.46,-15.09,0.8,26.02
2013-01-09 06:00:00,0.0,-78.56,-0.0,-64.94,32.6,2.51,13.67,3.04,-5.12,-14.13,17.75,-225.74,-0.0,0.0,95.54,-194.35,17.86,61.02,261.21,-31.94,-10.0,-36.93,-14.84,12.66,-18.82,-4.76,-15.96,-6.45,103.37,11.62,-21.33,92.24,-8.02,0.8,26.02
2013-01-09 09:00:00,0.0,-195.5,0.0,-203.35,32.18,1.03,-10.26,17.15,-5.12,-138.67,0.76,-244.01,-0.01,0.0,93.06,-194.35,11.36,58.7,255.68,-30.31,-5.65,-39.16,-8.79,12.65,-17.93,-1.69,-15.9,-2.82,545.06,53.12,-29.62,51.1,-15.56,0.8,26.02
2013-01-09 12:00:00,0.0,-163.55,0.0,-212.97,31.56,1.03,-6.19,18.38,-5.12,-107.52,3.58,-241.15,-0.01,0.0,94.22,-194.35,9.98,51.5,271.51,-29.76,-5.12,-38.33,-7.23,12.65,-17.42,-1.04,-15.14,-1.59,460.72,41.43,-27.01,62.81,-12.72,0.8,26.02
2013-01-09 15:00:00,0.0,-32.61,0.0,-122.89,31.67,3.36,4.1,20.36,-5.12,-0.74,70.34,-250.81,-0.0,0.01,95.85,-194.35,8.16,48.04,302.15,-30.99,-8.53,-38.4,-11.07,12.65,-17.37,-1.02,-14.23,-1.67,55.71,4.0,-17.12,79.59,-15.9,0.8,26.02
2013-01-09 18:00:00,0.0,-40.24,0.0,-140.41,31.67,3.37,12.65,6.2,-5.12,-0.08,85.98,-236.89,-0.0,0.0,96.26,-194.35,7.64,54.59,359.24,-31.31,-7.48,-39.15,-11.18,12.65,-16.71,-0.31,-13.29,-1.13,0.0,0.0,-17.45,78.33,-20.31,0.8,26.02
2013-01-09 21:00:00,0.0,-93.62,0.0,-170.37,29.99,3.07,9.27,1.87,-5.12,-0.62,51.67,-205.66,-0.0,0.0,95.06,-194.35,7.66,60.43,403.64,-22.19,-0.15,-27.05,-1.07,12.66,-15.06,-0.04,-10.86,-0.52,0.0,0.0,-16.67,71.14,-9.92,0.8,26.02
2013-01-10 00:00:00,0.0,-127.52,0.0,-209.3,30.38,1.76,10.62,0.22,-5.12,-0.27,28.62,-175.24,-0.0,0.0,93.63,-194.35,8.62,65.92,461.82,-19.08,0.0,-23.23,-0.44,12.66,-16.17,-0.17,-12.77,-1.02,0.0,0.0,-17.12,70.59,-9.86,0.8,26.02
2013-01-10 03:00:00,-0.0,-125.02,0.0,-215.75,30.9,3.76,9.11,1.29,-5.12,-0.35,51.65,-167.38,-0.0,0.0,85.76,-194.35,8.98,54.79,512.39,-31.19,-5.49,-37.92,-10.36,12.67,-19.07,-3.39,-16.61,-6.25,0.0,0.0,-18.91,82.03,-22.98,0.8,26.02
2013-01-10 06:00:00,0.0,-98.27,-0.0,-226.39,31.44,6.09,9.53,2.6,-5.12,-8.16,13.63,-227.87,-0.0,0.01,82.2,-194.35,9.63,52.43,515.37,-32.51,-6.77,-39.41,-14.71,12.66,-19.05,-3.3,-16.41,-6.88,87.45,10.11,-18.95,83.46,-25.29,0.8,26.02
2013-01-10 09:00:00,-0.0,-206.81,0.0,-415.39,26.68,0.62,-14.31,0.43,-5.12,-125.25,0.01,-244.6,-0.01,0.0,72.85,-194.35,10.41,67.26,535.96,-30.69,-3.01,-41.29,-8.38,12.67,-18.01,-1.03,-16.86,-3.32,517.2,53.49,-24.64,56.83,-28.11,0.77,26.02
2013-01-10 12:00:00,0.0,-187.13,0.0,-408.98,28.41,0.53,-11.3,0.3,-5.12,-109.98,0.02,-241.46,-0.01,0.0,82.83,-194.35,11.62,66.16,542.63,-30.04,-2.49,-40.49,-6.16,12.69,-17.41,-0.46,-16.17,-1.98,454.76,44.45,-26.55,54.95,-26.08,0.8,26.02
2013-01-10 15:00:00,0.0,-81.68,0.0,-260.75,32.42,5.06,0.68,7.57,-5.12,-0.71,56.4,-251.78,-0.0,0.01,90.2,-194.35,13.06,64.63,513.26,-31.76,-5.33,-41.68,-9.82,12.7,-17.41,-0.43,-16.11,-1.97,64.74,5.59,-21.91,75.73,-28.06,0.8,26.02
2013-01-10 18:00:00,-0.0,-67.85,0.0,-265.48,32.41,2.11,6.89,1.38,-5.12,-0.18,65.77,-238.33,-0.0,0.0,88.61,-194.35,14.6,70.06,548.66,-32.11,-4.68,-42.31,-10.97,12.73,-16.72,-0.18,-15.65,-1.46,0.0,0.0,-21.91,76.77,-29.48,0.8,26.02
2013-01-10 21:00:00,-0.0,-113.2,0.0,-226.91,32.44,0.45,7.03,0.65,-5.12,-0.73,38.8,-207.83,-0.0,0.0,87.99,-194.35,15.18,63.64,524.32,-22.69,-0.09,-33.85,-1.48,12.74,-15.11,-0.02,-13.75,-0.73,0.0,0.0,-23.58,63.65,-14.27,0.8,26.02
