,bus0,bus1,length,max_retro,p_nom_opt,p_nom_opt_new,p_nom_opt_retro
GB5 11 - GB5 2,GB5 11,GB5 2,122.0,14.6,27.404,12.807,14.597000000000001
GB5 11 - GB5 5,GB5 11,GB5 5,229.0,9.1,0.006,0.002,0.004
GB5 12 - GB5 7,GB5 12,GB5 7,124.5,0.9,11.191,10.294,0.897
GB5 13 - GB5 17,GB5 13,GB5 17,255.5,7.3,1.836,1.81,0.026
GB5 13 - GB5 2,GB5 13,GB5 2,175.33333333333334,20.139,20.136000000000003,0.01,20.126
GB5 13 - GB5 9,GB5 13,GB5 9,82.0,0.0,24.121,24.121,0.0
GB5 14 - GB5 6,GB5 14,GB5 6,78.0,0.0,2.978,2.978,0.0
GB5 15 - GB5 4,GB5 15,GB5 4,297.0,14.6,5.5,0.0,5.5
GB5 15 - GB5 7,GB5 15,GB5 7,84.66666666666667,22.71,38.644,15.942,22.701999999999998
GB5 16 - GB5 4,GB5 16,GB5 4,235.5,8.2,2.178,0.001,2.177
GB5 16 - GB5 7,GB5 16,GB5 7,263.3333333333333,9.1,9.097000000000001,0.001,9.096
GB5 16 - GB5 8,GB5 16,GB5 8,390.0,7.3,6.9190000000000005,6.908,0.011
GB5 16 - IE4 0,GB5 16,IE4 0,696.0,3.039,2.206,0.0,2.206
GB5 17 - GB5 2,GB5 17,GB5 2,173.0,26.538999999999998,25.831,0.007,25.823999999999998
GB5 17 - GB5 5,GB5 17,GB5 5,241.0,4.5,4.4990000000000006,0.0,4.4990000000000006
GB5 17 - NL0 0,GB5 17,NL0 0,236.0,12.405000000000001,12.405000000000001,0.0,12.405000000000001
GB5 17 - NL0 4,GB5 17,NL0 4,168.0,1.8,1.8,0.0,1.8
GB5 2 - GB5 5,GB5 2,GB5 5,338.0,14.6,11.555,0.0,11.555
GB5 3 - GB5 6,GB5 3,GB5 6,246.0,0.9,8.499,7.646,0.853
GB5 4 - GB5 5,GB5 4,GB5 5,177.0,10.0,10.011,0.013,9.998
GB5 4 - GB5 8,GB5 4,GB5 8,426.0,10.0,3.291,0.0,3.291
GB5 5 - NO3 4,GB5 5,NO3 4,914.0,18.9,0.022,0.0,0.022
GB5 7 - IE4 0,GB5 7,IE4 0,411.0,0.0,35.499,35.499,0.0
GB5 8 - NO3 2,GB5 8,NO3 2,923.0,0.0,0.0,0.0,0.0
GB5 8 - NO3 4,GB5 8,NO3 4,470.0,35.948,34.805,0.0,34.805
GB5 9 - NL0 0,GB5 9,NL0 0,337.0,0.0,0.006,0.006,0.0
GR0 0 - GR0 1,GR0 0,GR0 1,424.0,0.9,14.346,13.45,0.896
GR0 1 - IT0 10,GR0 1,IT0 10,540.0,0.0,6.651,6.651,0.0
GR0 1 - MK0 0,GR0 1,MK0 0,224.0,0.0,1.316,1.316,0.0
HR0 0 - HU0 0,HR0 0,HU0 0,400.3333333333333,2.708,0.164,0.001,0.163
HR0 0 - RS0 1,HR0 0,RS0 1,402.0,0.0,0.001,0.001,0.0
HR0 0 - SI0 0,HR0 0,SI0 0,270.75,3.04,0.37,0.003,0.367
HU0 0 - HU0 1,HU0 0,HU0 1,244.5,15.298000000000002,3.154,0.002,3.152
HU0 0 - SK0 0,HU0 0,SK0 0,240.0,2.933,3.933,1.002,2.931
HU0 1 - RO0 0,HU0 1,RO0 0,283.0,1.203,0.905,0.001,0.904
HU0 1 - RS0 1,HU0 1,RS0 1,351.0,3.279,2.262,0.001,2.261
IT0 0 - IT0 11,IT0 0,IT0 11,166.0,69.463,9.210999999999999,0.002,9.209
IT0 0 - IT0 12,IT0 0,IT0 12,180.0,11.123000000000001,2.713,0.001,2.712
IT0 0 - IT0 15,IT0 0,IT0 15,181.33333333333334,23.608,0.244,0.001,0.243
IT0 0 - IT0 5,IT0 0,IT0 5,239.5,17.264,0.054,0.002,0.052
IT0 0 - IT0 8,IT0 0,IT0 8,204.0,0.9,12.443000000000001,11.544,0.899
IT0 1 - IT0 10,IT0 1,IT0 10,288.3333333333333,19.064,5.62,0.001,5.619
IT0 1 - IT0 14,IT0 1,IT0 14,198.0,0.0,5.248,5.248,0.0
IT0 1 - IT0 9,IT0 1,IT0 9,186.0,10.7,0.09,0.009,0.081
IT0 10 - IT0 3,IT0 10,IT0 3,281.6666666666667,38.488,6.365,0.002,6.3629999999999995
IT0 10 - IT0 9,IT0 10,IT0 9,319.5,0.9,0.902,0.003,0.899
IT0 11 - IT0 12,IT0 11,IT0 12,165.0,13.516,3.9859999999999998,0.002,3.984
IT0 11 - IT0 15,IT0 11,IT0 15,226.0,0.0,0.001,0.001,0.0
IT0 11 - IT0 5,IT0 11,IT0 5,178.5,0.9,0.9,0.004,0.896
IT0 13 - IT0 7,IT0 13,IT0 7,288.5,44.743,1.176,0.029,1.147
IT0 14 - IT0 2,IT0 14,IT0 2,253.5,5.569,6.406,0.838,5.568
IT0 14 - IT0 4,IT0 14,IT0 4,221.5,46.394,0.007,0.002,0.005
IT0 14 - IT0 6,IT0 14,IT0 6,268.0,0.9,0.008,0.0,0.008
IT0 14 - IT0 9,IT0 14,IT0 9,289.0,34.528,0.014,0.002,0.012
IT0 14 - ME0 0,IT0 14,ME0 0,560.0,0.0,0.003,0.003,0.0
IT0 15 - IT0 16,IT0 15,IT0 16,190.66666666666666,65.139,16.798000000000002,0.001,16.797
IT0 15 - IT0 2,IT0 15,IT0 2,155.0,36.67,9.792,0.002,9.79
IT0 15 - IT0 5,IT0 15,IT0 5,155.0,2.923,0.869,0.002,0.867
IT0 15 - IT0 8,IT0 15,IT0 8,258.5,0.9,8.23,7.332,0.898
IT0 16 - SI0 0,IT0 16,SI0 0,198.0,11.304,1.373,0.002,1.371
IT0 3 - IT0 7,IT0 3,IT0 7,248.5,42.937,7.854,0.001,7.853
IT0 3 - IT0 9,IT0 3,IT0 9,390.0,34.528,5.478,0.001,5.476999999999999
IT0 4 - IT0 6,IT0 4,IT0 6,144.33333333333334,9.244,0.28900000000000003,0.002,0.28700000000000003
IT0 4 - IT0 8,IT0 4,IT0 8,350.0,13.495,6.651,0.0,6.651
IT0 4 - IT0 9,IT0 4,IT0 9,205.33333333333334,18.163999999999998,6.794,0.001,6.792999999999999
IT0 4 - IT1 0,IT0 4,IT1 0,484.0,0.0,0.439,0.439,0.0
IT0 6 - IT0 8,IT0 6,IT0 8,191.0,6.722,6.652,0.002,6.65
IT0 8 - IT1 0,IT0 8,IT1 0,562.0,0.0,1.557,1.557,0.0
LT6 0 - LV6 0,LT6 0,LV6 0,222.5,3.3609999999999998,6.135,2.777,3.358
LT6 0 - PL0 6,LT6 0,PL0 6,413.0,0.0,5.998,5.998,0.0
LT6 0 - SE3 3,LT6 0,SE3 3,725.0,0.0,0.347,0.347,0.0
ME0 0 - RS0 0,ME0 0,RS0 0,240.0,0.0,0.002,0.002,0.0
ME0 0 - RS0 1,ME0 0,RS0 1,296.0,0.0,0.006,0.006,0.0
MK0 0 - RS0 0,MK0 0,RS0 0,227.0,0.0,1.093,1.093,0.0
NL0 0 - NL0 2,NL0 0,NL0 2,153.0,2.7,13.322000000000001,10.629,2.693
NL0 0 - NL0 4,NL0 0,NL0 4,197.0,16.905,8.302000000000001,8.268,0.034
NL0 1 - NL0 2,NL0 1,NL0 2,118.33333333333333,1.8,4.745,2.947,1.798
NL0 1 - NL0 3,NL0 1,NL0 3,122.66666666666667,4.363,0.112,0.001,0.111
NL0 1 - NL0 5,NL0 1,NL0 5,160.5,0.9,2.94,2.92,0.02
NL0 3 - NL0 5,NL0 3,NL0 5,130.0,5.4,2.691,0.005,2.686
NL0 3 - NO3 5,NL0 3,NO3 5,820.0,0.0,0.0,0.0,0.0
NL0 4 - NL0 5,NL0 4,NL0 5,105.66666666666667,5.4,12.24,6.845,5.395
NL0 4 - NO3 4,NL0 4,NO3 4,1074.0,0.9,0.025,0.0,0.025
NO3 0 - NO3 2,NO3 0,NO3 2,377.0,0.0,1.393,1.393,0.0
NO3 0 - NO3 3,NO3 0,NO3 3,350.0,0.0,0.042,0.042,0.0
NO3 0 - SE3 5,NO3 0,SE3 5,232.0,0.0,0.756,0.756,0.0
NO3 1 - NO3 3,NO3 1,NO3 3,304.0,0.0,0.16,0.16,0.0
NO3 1 - SE3 4,NO3 1,SE3 4,170.0,0.0,0.054,0.054,0.0
NO3 2 - NO3 4,NO3 2,NO3 4,418.0,34.287,4.505,4.496,0.009000000000000001
NO3 2 - NO3 6,NO3 2,NO3 6,242.0,0.0,1.756,1.756,0.0
NO3 3 - SE3 5,NO3 3,SE3 5,348.0,0.0,0.222,0.222,0.0
NO3 4 - NO3 5,NO3 4,NO3 5,411.6666666666667,8.2,6.824,6.813,0.011
NO3 5 - NO3 6,NO3 5,NO3 6,240.0,0.0,0.192,0.192,0.0
NO3 6 - SE3 6,NO3 6,SE3 6,301.0,0.0,0.746,0.746,0.0
PL0 0 - PL0 6,PL0 0,PL0 6,210.66666666666666,43.150999999999996,3.0580000000000003,0.001,3.0570000000000004
PL0 0 - PL0 7,PL0 0,PL0 7,235.0,2.7,2.237,0.002,2.2350000000000003
PL0 1 - PL0 2,PL0 1,PL0 2,391.0,0.0,0.04,0.04,0.0
PL0 1 - PL0 3,PL0 1,PL0 3,292.5,0.9,2.23,1.331,0.899
PL0 1 - PL0 4,PL0 1,PL0 4,267.0,0.9,8.478,7.579,0.899
PL0 1 - PL0 6,PL0 1,PL0 6,363.0,0.0,0.01,0.01,0.0
PL0 1 - SE3 3,PL0 1,SE3 3,431.0,0.0,0.327,0.327,0.0
PL0 2 - PL0 3,PL0 2,PL0 3,236.0,28.232999999999997,5.178999999999999,0.001,5.178
PL0 2 - PL0 4,PL0 2,PL0 4,242.0,26.433,5.7010000000000005,0.001,5.7
PL0 2 - PL0 5,PL0 2,PL0 5,273.3333333333333,3.6,3.596,0.002,3.5940000000000003
PL0 4 - PL0 5,PL0 4,PL0 5,292.0,0.0,0.308,0.308,0.0
PL0 4 - PL0 6,PL0 4,PL0 6,182.33333333333334,49.266000000000005,7.628,0.001,7.627
PL0 5 - PL0 6,PL0 5,PL0 6,335.0,0.0,0.002,0.002,0.0
PL0 5 - PL0 7,PL0 5,PL0 7,198.5,2.7,2.229,0.001,2.228
PL0 7 - SK0 0,PL0 7,SK0 0,308.0,0.0,0.921,0.921,0.0
PT0 0 - PT0 1,PT0 0,PT0 1,329.0,8.2,1.325,0.002,1.323
PT0 0 - PT0 2,PT0 0,PT0 2,299.5,0.9,0.917,0.022,0.895
RO0 0 - RO0 1,RO0 0,RO0 1,290.6666666666667,7.2,0.1,0.001,0.099
RO0 0 - RO0 2,RO0 0,RO0 2,461.0,0.9,0.307,0.001,0.306
RO0 0 - RS0 0,RO0 0,RS0 0,423.0,0.0,0.002,0.002,0.0
RO0 0 - RS0 1,RO0 0,RS0 1,325.0,0.0,0.001,0.001,0.0
RO0 1 - RO0 2,RO0 1,RO0 2,268.3333333333333,5.4,0.047,0.001,0.046
RS0 0 - RS0 1,RS0 0,RS0 1,243.33333333333334,2.7,2.697,0.002,2.695
SE3 0 - SE3 2,SE3 0,SE3 2,446.0,0.0,0.233,0.233,0.0
SE3 0 - SE3 3,SE3 0,SE3 3,482.0,0.0,1.216,1.216,0.0
SE3 0 - SE3 6,SE3 0,SE3 6,403.0,0.0,1.603,1.603,0.0
SE3 1 - SE3 2,SE3 1,SE3 2,252.0,0.0,0.588,0.588,0.0
SE3 1 - SE3 4,SE3 1,SE3 4,373.0,0.0,0.001,0.001,0.0
SE3 1 - SE3 7,SE3 1,SE3 7,272.0,0.0,0.585,0.585,0.0
SE3 2 - SE3 5,SE3 2,SE3 5,141.0,0.0,0.897,0.897,0.0
SE3 3 - SE3 6,SE3 3,SE3 6,298.5,0.9,0.353,0.003,0.35
SE3 4 - SE3 7,SE3 4,SE3 7,161.0,0.0,0.08,0.08,0.0
SE3 5 - SE3 6,SE3 5,SE3 6,751.0,0.0,0.012,0.012,0.0
