,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,lcoe,lcoe,lcoe,lcoe,lcoe,market_value,market_value,market_value,market_value,market_value,market_value,io,io,io,io,io,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,storage,storage,storage,storage,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used
,offwind-ac,onwind,residential rural solar thermal,residential urban decentral solar thermal,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal,ror,offwind-dc,CO2 sequestration,H2 liquid,H2 storage,Li ion,battery storage,biogas,co2,fossil gas,gas for industry,heat,hot water storage,low voltage,oil,process emissions,solid biomass,solid biomass for industry,transmission lines,onwind,offwind-ac,offwind-dc,solar rooftop,solar,onwind,offwind-ac,offwind-dc,solar rooftop,solar,ror,oil,hydrogen,electricity,gas,total,BEV charger,H2 Electrolysis,H2 Fuel Cell,H2 liquefaction,H2 pipeline retrofitted,V2G,air heat pump,battery storage,electricity distribution grid,ground heat pump,hot water storage,hydroelectricity,methanation,offshore wind,onshore wind,power-to-liquid,resistive heater,solar PV,solar rooftop,solar thermal,H2 storage,Li ion,battery storage,hot water storage,gas,offwind-ac,offwind-dc,oil,onwind,residential rural solar thermal,residential urban decentral solar thermal,ror,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal
DE0 22,,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.01,,,115.92,86.08,127.45,117.48,,,,,58.46,57.35,119.38,,,,,113.94,,,,65.52,59.25,89.47,,,70.94,59.25,114.83,-9.76,27.37,22.79,4.02,44.42,18.05,0.0,1.94,0.14,13.7,18.05,0.83,2.61,6.14,0.04,14.38,0.28,0.0,0.0,0.0,1.88,1.14,16.86,3.6,0.0,0.0,41.02,7.61,10.57,,,,,0.0,0.0,0.0,0.0,0.0,0.0,77.66,100.0,0.0
DE0 23,0.0,3.64,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,,,115.14,85.31,96.76,89.33,,,,,51.15,50.28,91.93,,,,,86.5,51.39,,,,61.52,51.39,63.75,,67.79,61.52,91.49,1.08,-18.03,-9.75,0.37,-26.32,5.26,11.1,0.0,0.04,5.51,5.26,0.05,0.0,1.85,0.44,0.66,0.0,0.0,0.0,20.92,0.12,0.86,6.81,0.0,0.0,1108.24,11.95,0.0,0.91,,0.01,,,84.73,0.0,0.0,0.0,0.0,0.0,13.07,0.02,0.0
DE0 24,,1.63,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,115.55,85.72,119.5,110.85,,,,,57.89,56.9,113.06,,,,,107.63,64.33,,,71.02,63.14,65.42,,,71.08,63.14,111.62,-1.02,1.87,-7.02,1.9,-4.27,6.46,2.38,0.36,0.05,0.0,6.46,0.14,0.0,1.83,0.32,2.04,0.6,0.0,0.0,11.99,0.4,0.79,2.47,1.29,0.0,0.0,14.68,0.01,2.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,11.17,99.99,0.0
DE0 25,,0.01,0.0,0.0,0.0,0.0,0.28,0.01,0.0,0.02,,,116.02,86.19,127.7,119.04,,,,,60.73,60.0,120.99,,,,,115.56,,,,,63.62,92.08,,,70.61,63.62,118.57,2.42,1.88,3.7,0.61,8.62,4.09,0.0,0.21,0.03,29.31,4.09,0.02,0.35,1.58,0.32,1.02,0.2,0.0,0.0,0.18,0.05,0.47,6.39,0.82,0.0,0.0,9.29,1.03,0.99,,,,,1.39,0.0,0.0,0.0,0.0,0.0,34.95,100.0,0.0
DE0 26,,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115.45,85.62,125.68,116.77,,,,,58.48,57.76,118.89,,,,,113.46,53.22,,,71.41,,76.26,,,73.23,65.32,114.92,-13.72,49.95,24.07,9.31,69.61,28.36,0.0,5.44,0.23,23.66,28.36,1.37,0.02,8.25,0.02,22.89,0.19,0.0,0.0,7.44,3.12,3.16,0.01,5.66,0.0,0.0,64.45,0.05,17.06,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.05,100.0,0.0
DE0 27,,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115.75,85.92,126.2,116.97,,,,,59.45,58.57,118.96,,,,,113.53,78.66,,,67.97,,78.66,,,70.49,61.41,114.34,7.94,7.91,1.09,3.34,20.28,8.14,0.0,0.75,0.06,21.01,8.14,0.19,0.01,2.52,0.36,3.74,0.23,0.0,0.0,9.42,0.5,0.97,0.02,1.62,0.0,0.0,18.5,0.02,3.01,,,,,60.95,0.0,0.0,0.0,0.0,0.0,0.08,100.0,0.0
DE0 3,0.47,0.54,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.5,,115.04,85.21,94.18,86.49,,,,,50.36,49.48,89.16,,,,,83.74,43.55,54.9,57.46,,59.95,47.65,58.29,63.56,65.63,59.95,,3.78,-31.76,-21.92,1.37,-48.54,4.0,14.95,0.0,0.03,4.12,4.0,0.01,0.0,1.26,0.36,0.35,0.0,0.0,7.9,16.68,0.06,0.67,7.97,0.0,0.0,1093.04,9.08,0.0,0.31,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,21.31,0.03,0.0
DE0 4,,1.89,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,,,115.34,85.5,114.57,106.26,,,,,56.27,55.35,108.61,,,,,103.18,60.76,,,70.43,62.42,60.76,,,70.43,62.42,106.31,3.28,12.55,4.98,6.62,27.42,18.65,4.46,0.43,0.15,5.84,18.65,0.69,0.0,6.45,0.54,5.1,0.27,0.0,0.0,16.09,1.49,2.72,16.94,2.93,0.0,0.0,42.39,0.01,7.11,,,,,56.46,0.0,0.0,0.0,0.0,0.0,26.77,78.75,0.0
DE0 5,,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,,,115.8,85.97,125.96,116.74,,,,,58.85,57.87,118.6,,,,,113.17,,,,67.14,61.04,80.28,,,71.06,61.04,115.63,-8.82,35.75,16.6,7.51,51.03,24.38,0.0,2.96,0.19,5.2,24.38,1.16,0.06,6.5,0.03,20.76,0.0,0.0,0.0,0.0,2.6,2.13,21.3,4.87,0.0,0.0,55.41,0.19,12.7,,,,,0.03,0.0,0.0,0.0,0.0,0.0,67.0,100.0,0.0
DE0 6,,0.0,0.0,0.0,0.0,0.0,0.72,0.01,0.0,0.01,,,116.23,86.4,130.05,120.34,,,,,60.73,59.73,122.23,,,,,116.79,,,,64.81,60.54,101.63,,,67.88,60.54,117.58,20.08,5.13,3.16,7.48,35.85,8.36,0.0,0.51,0.07,29.44,8.36,0.08,4.68,3.11,0.6,1.76,0.79,0.0,0.0,0.0,0.16,0.97,14.48,1.67,0.0,0.0,19.0,15.92,2.06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.85,100.0,0.0
DE0 7,,0.26,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,,,115.55,85.71,125.81,116.92,,,,,58.05,57.18,119.0,,,,,113.57,52.34,,,69.13,61.41,75.32,,,72.89,63.27,114.96,-14.48,81.13,35.77,13.67,116.1,38.96,0.0,6.96,0.31,25.75,38.96,1.8,0.04,15.88,0.21,29.98,0.03,0.0,0.0,11.65,4.32,4.35,45.25,7.78,0.0,0.0,88.55,0.12,21.43,,,,,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
DE0 8,,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,,,115.51,85.67,114.41,105.75,,,,,56.15,55.35,108.12,,,,,102.69,,,,,62.67,66.03,,,70.29,62.67,107.26,-2.14,8.22,22.39,1.32,29.79,7.63,0.45,0.02,0.06,15.02,7.63,0.22,0.0,3.79,0.33,2.03,0.01,0.0,0.0,0.0,0.65,1.14,6.03,0.01,0.0,0.0,17.34,0.01,2.11,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.83,0.57,0.0
DE0 9,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,,,116.28,86.45,128.09,117.82,,,,,60.48,59.41,119.8,,,,,114.36,,,,65.49,58.29,96.51,,,69.7,58.29,115.01,-8.32,25.13,25.93,4.27,47.02,22.86,0.0,1.89,0.18,6.39,22.86,0.75,0.01,6.03,0.49,13.9,0.73,0.0,0.0,0.0,1.79,2.12,4.38,4.56,0.0,0.0,51.96,0.02,10.18,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.25,100.0,0.0
DK0 0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.17,,114.18,84.35,79.53,71.07,,,,,45.97,44.86,73.75,,,,,68.32,31.11,,53.46,,,44.18,52.71,53.46,64.18,60.72,,-2.05,-85.97,-25.14,-4.45,-117.61,13.41,49.24,0.0,0.6,5.89,13.41,1.51,0.0,8.08,0.32,6.06,0.0,0.0,4.47,60.58,1.86,3.95,0.0,0.0,0.0,2915.6,30.47,0.0,14.1,,0.0,6.96,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
DK3 0,0.0,1.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.0,,114.66,84.83,83.64,74.41,,,,,47.46,46.32,77.11,,,,,71.68,30.02,,,,57.08,49.32,55.74,58.5,65.0,57.08,,-1.34,-3.12,-1.49,0.42,-5.53,7.16,7.47,0.0,0.32,2.03,7.16,0.89,0.0,4.18,0.1,3.31,0.0,0.0,0.0,11.59,1.02,1.87,8.31,0.0,0.0,721.51,16.27,0.0,6.36,,0.0,0.01,,100.0,0.0,0.0,,0.0,0.0,28.58,0.04,0.0
EE6 0,0.0,2.93,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.0,,115.25,85.41,86.98,79.56,,,,,51.55,50.47,82.35,,,,,76.92,45.21,,,,60.28,45.21,55.42,56.62,68.13,60.28,,-2.05,-16.73,-7.52,-0.96,-27.26,5.37,12.38,0.0,0.2,1.45,5.37,0.29,0.0,2.71,0.24,2.61,0.0,0.11,0.0,21.89,0.48,2.13,4.82,0.0,0.0,0.01,12.2,0.0,8.0,,0.0,0.0,,23.37,0.0,0.0,,0.0,0.0,7.76,0.05,0.0
ES0 0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.1,,,,111.68,81.85,72.59,70.24,,,,,34.42,33.29,71.95,,,,,66.52,,,,40.45,36.63,73.14,73.6,,52.93,36.63,,1.65,4.62,-19.97,-1.84,-15.54,17.45,3.88,0.0,0.83,0.73,17.45,0.86,11.57,4.16,0.09,5.53,0.25,0.14,0.0,0.0,0.06,2.52,40.27,3.52,4.14,0.0,39.66,33.67,12.17,,0.0,,,0.0,0.0,0.0,,0.0,0.0,56.61,100.0,0.0
ES0 1,,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.02,,,,112.99,83.16,73.94,70.8,,,,,39.55,38.27,72.57,,,,,67.14,,,,42.07,37.7,67.35,,,53.88,37.7,,6.94,27.2,22.6,-3.34,53.4,40.64,2.29,0.0,1.94,7.55,40.64,1.62,0.01,9.38,0.41,6.85,0.57,0.0,0.0,0.0,1.45,3.71,29.07,8.19,3.8,0.0,92.35,0.02,10.64,,,,,0.0,0.0,0.0,,0.0,0.0,14.64,100.0,0.0
ES0 10,,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,,,,112.77,82.94,73.57,70.33,,,,,29.25,28.96,72.17,,,,,66.74,,,,,38.81,59.32,,,54.42,38.81,,1.69,1.7,-29.73,-1.69,-28.03,2.84,0.03,0.0,0.14,0.65,2.84,0.0,0.0,1.02,0.12,0.17,3.51,0.0,0.0,0.0,0.02,0.23,25.83,0.57,0.0,0.0,6.45,0.01,0.01,,,,,0.0,0.0,0.0,,0.0,0.0,56.7,100.0,0.0
ES0 11,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.11,,,,111.93,82.1,72.71,70.15,,,,,36.64,35.41,71.85,,,,,66.42,,,,40.25,36.35,68.81,75.84,,53.05,36.35,,1.95,-26.25,-42.47,2.48,-64.29,19.83,23.77,0.0,0.95,1.77,19.83,0.9,40.19,4.8,0.14,4.54,0.87,0.0,0.0,0.0,0.71,2.2,99.75,4.0,2.72,0.0,45.07,116.93,8.25,,0.01,,,0.0,0.0,0.0,,0.0,0.0,71.51,100.0,0.0
ES0 12,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,,,113.4,83.57,75.8,72.01,,,,,40.86,39.69,73.95,,,,,68.51,,,,45.86,41.17,61.92,64.42,,56.43,41.17,,0.2,8.37,14.39,-2.53,20.44,7.05,0.0,0.0,0.34,2.88,7.05,0.27,0.0,2.78,0.07,1.21,0.2,0.0,0.0,0.0,0.56,0.71,2.85,1.42,0.04,0.0,16.01,0.01,1.35,,0.01,,,0.0,0.0,0.0,,0.0,0.0,4.94,100.0,0.0
ES0 2,0.0,4.84,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,,112.28,82.45,73.48,67.92,,,,,38.22,37.18,70.32,,,,,64.89,45.7,,,52.16,,45.7,54.17,,56.55,49.01,,1.79,-37.47,-26.93,-1.27,-63.88,14.37,20.6,0.0,0.69,0.9,14.37,0.46,0.0,4.67,0.18,2.17,3.66,0.0,0.0,53.48,1.02,1.29,0.2,2.9,0.0,0.0,32.66,0.0,4.51,,0.0,,,69.72,0.0,0.0,,0.0,0.0,0.44,100.0,0.0
ES0 3,0.0,3.28,0.0,0.0,0.0,0.0,0.46,0.0,0.04,,,,112.88,83.05,73.62,70.62,,,,,39.07,37.66,72.34,,,,,66.91,58.3,,,42.31,37.63,58.3,59.01,,54.18,37.63,,5.15,-57.52,-36.22,0.12,-88.46,8.11,32.75,0.0,0.39,5.4,8.11,0.2,0.28,3.12,0.17,1.57,1.19,0.0,0.0,23.7,0.02,0.99,77.6,1.63,1.68,0.0,18.43,0.83,3.18,,0.01,,,28.92,0.0,0.0,,0.0,0.0,82.59,100.0,0.0
ES0 4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,,,113.07,83.24,75.11,71.69,,,,,41.03,39.94,73.59,,,,,68.15,,,,44.49,40.06,61.31,60.55,,55.54,40.06,,5.28,10.72,24.95,0.44,41.38,8.54,0.0,0.0,0.41,1.14,8.54,0.21,0.0,4.05,0.17,0.97,0.36,0.0,0.0,0.0,0.47,0.68,2.28,1.72,0.0,0.0,19.42,0.01,1.01,,0.0,,,0.0,0.0,0.0,,0.0,0.0,2.39,100.0,0.0
ES0 5,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.09,,,,112.11,82.28,72.97,70.26,,,,,35.67,34.31,71.96,,,,,66.52,,,,39.49,35.18,67.6,69.33,,53.38,37.78,,17.81,-29.96,-15.74,-2.69,-30.57,13.06,24.44,0.0,0.62,0.43,13.06,0.63,12.66,3.03,0.06,4.03,0.0,1.13,0.0,0.0,0.02,1.67,67.57,2.63,3.31,652.76,29.68,36.82,9.65,,0.01,,,0.0,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
ES0 6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,112.4,82.57,73.75,70.53,,,,,37.19,35.92,72.27,,,,,66.84,,,,41.7,,69.66,,,52.85,44.08,,5.04,0.5,7.71,-1.04,12.22,6.81,1.55,0.0,0.32,0.52,6.81,0.02,0.02,1.63,0.28,0.34,2.46,0.0,0.0,0.0,0.04,0.63,0.0,1.37,0.06,0.0,15.47,0.06,0.2,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,100.0,0.0
ES0 7,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.16,0.0,,,113.43,83.6,74.05,71.08,,,,,39.84,38.42,72.78,,,,,67.35,,,,43.19,38.47,61.35,64.09,,54.59,38.47,61.67,7.94,16.02,26.3,-0.21,50.05,32.49,0.98,0.0,1.55,0.9,32.49,1.43,11.79,8.25,0.16,8.59,0.89,0.0,0.0,0.0,0.0,3.75,19.69,6.55,9.65,0.0,73.84,34.29,16.68,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.59,100.0,0.0
ES0 8,0.0,1.04,0.0,0.0,0.0,0.0,0.95,0.0,0.33,,0.0,,112.43,82.6,73.01,70.3,,,,,37.76,36.41,72.02,,,,,66.58,64.85,,,41.26,36.84,64.85,65.44,67.09,53.5,37.58,,1.6,-61.4,16.27,0.57,-42.95,20.28,40.95,0.0,0.97,2.62,20.28,0.86,0.03,6.97,0.14,5.16,2.04,0.0,0.0,15.6,0.61,2.25,87.09,4.09,4.24,2455.75,46.09,0.08,10.78,,0.0,0.04,,22.92,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
ES0 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,113.59,83.76,75.53,71.85,,,,,41.26,40.17,73.76,,,,,68.33,,,,51.41,,62.8,63.7,,55.47,44.69,,0.01,18.0,35.33,2.18,55.51,13.91,0.0,0.0,0.66,4.5,13.91,0.56,0.0,5.42,0.09,2.09,0.5,0.0,0.0,0.0,1.17,1.27,0.0,2.8,0.0,656.68,31.62,0.01,2.63,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,100.0,0.0
ES2 0,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.0,0.0,,0.0,,112.32,82.49,75.75,72.24,,,,,34.94,33.97,74.02,,,,,68.59,58.31,,,,40.37,58.3,60.81,66.01,52.36,40.37,,0.95,0.32,0.96,0.28,2.52,2.92,0.63,0.0,0.14,0.22,2.92,0.16,0.59,0.9,0.01,1.11,0.0,0.01,0.0,1.34,0.02,0.68,2.91,0.59,0.55,0.0,6.63,1.71,1.83,,0.0,0.02,,22.45,0.0,0.0,,0.0,0.0,29.56,100.0,0.0
FI3 0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.42,,116.08,86.25,101.31,91.68,,,,,56.93,56.21,94.81,,,,,89.38,57.33,,60.79,,,57.33,66.14,60.79,72.83,66.1,90.36,-7.34,11.68,1.03,3.49,8.87,8.66,1.54,0.0,0.12,0.86,8.66,0.76,0.0,4.83,0.09,6.43,0.27,0.0,7.09,3.24,1.32,2.26,0.0,0.0,0.0,0.01,19.69,0.01,7.11,,0.0,25.05,,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
FI3 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,,115.79,85.96,96.23,86.81,,,,,56.7,56.01,90.09,,,,,84.66,,,60.01,,,66.08,64.44,60.01,72.05,66.38,85.58,-0.69,8.14,4.98,0.83,13.26,4.14,0.0,0.0,0.06,0.0,4.14,0.14,0.0,3.04,0.3,1.64,1.25,0.0,2.74,0.0,0.65,1.46,0.0,0.0,0.0,0.19,9.42,0.01,4.2,,0.0,77.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
FI3 2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,,116.24,86.41,104.26,94.77,,,,,58.48,57.58,97.83,,,,,92.4,60.91,,,,,60.91,67.8,66.07,73.46,66.5,93.09,0.26,8.03,21.17,3.37,32.83,5.16,0.0,0.0,0.07,1.0,5.16,0.26,0.58,4.32,0.23,5.39,0.41,0.0,0.04,3.66,0.77,1.77,0.01,0.0,0.0,0.04,11.72,2.55,4.12,,0.01,100.0,,2.51,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0
FI3 3,0.0,1.07,0.0,0.0,0.0,0.0,,,0.0,0.01,,,114.91,85.08,86.44,78.28,,,,,54.14,53.25,81.15,,,,,75.72,56.84,,,,,56.84,65.76,,,,77.31,1.24,-7.21,-8.64,0.71,-13.91,1.42,3.41,0.0,0.02,0.0,1.42,0.0,0.0,1.0,0.17,0.34,0.83,0.0,0.0,12.09,0.05,0.46,0.0,0.0,0.0,0.09,3.22,0.0,0.43,,0.0,,,5.12,0.0,0.0,0.0,0.0,0.0,,,0.0
FI3 4,0.15,0.19,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,,115.89,86.06,102.32,92.75,,,,,52.11,51.81,95.83,,,,,90.4,54.15,60.65,,,62.16,54.15,60.65,64.14,70.32,62.16,92.58,-1.5,13.08,-10.08,4.99,6.5,8.47,0.04,0.0,0.11,0.57,8.47,0.74,0.01,4.26,0.08,6.43,0.02,0.0,1.31,7.91,1.26,2.67,18.29,0.98,0.0,0.02,19.26,0.03,8.09,,17.31,100.0,,19.98,0.0,0.0,0.0,0.0,0.0,89.24,62.96,0.0
FR0 0,0.0,1.87,0.0,0.0,0.0,0.0,0.03,0.01,0.02,,,,114.37,84.54,80.27,75.97,,,,,42.88,41.69,77.75,,,,,72.32,57.83,,,47.83,42.3,57.83,64.48,,53.53,42.74,,4.48,-20.41,-8.41,-0.7,-25.04,6.85,11.13,0.0,0.07,2.7,6.85,0.52,0.06,2.86,0.13,2.96,0.69,0.0,0.0,15.82,0.0,1.71,19.8,1.45,1.4,0.0,15.58,0.18,4.98,,0.01,,,83.53,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
FR0 1,,1.64,0.0,0.0,0.0,0.0,0.03,0.01,0.0,,,,114.59,84.76,102.97,95.01,,,,,50.06,49.28,97.14,,,,,91.71,50.73,,,62.57,55.43,58.03,,,63.16,55.43,,-32.04,62.3,13.68,33.25,77.19,65.39,5.62,0.0,0.7,17.16,65.39,4.65,0.0,22.3,0.3,15.08,0.0,0.0,0.0,40.39,6.8,10.16,40.99,13.81,0.0,0.0,148.62,0.01,29.23,,,,,100.0,0.0,0.0,,0.0,0.0,36.06,100.0,0.0
FR0 10,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.27,0.01,,,114.94,85.11,83.27,78.05,,,,,45.35,43.98,79.8,,,,,74.36,,,,46.54,41.73,69.06,80.88,,52.88,41.73,68.73,25.05,-12.88,7.77,0.76,20.69,9.7,6.85,0.0,0.1,1.79,9.7,0.64,6.1,3.85,0.2,4.06,1.64,0.0,0.0,0.0,0.0,1.95,25.11,2.05,4.15,0.0,22.05,17.76,7.85,,0.02,,,0.0,0.0,0.0,0.0,0.0,0.0,91.59,100.0,0.0
FR0 11,,0.41,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,115.12,85.29,104.81,97.12,,,,,51.58,50.76,99.29,,,,,93.86,64.73,,,,56.24,64.73,,,63.41,56.24,,4.07,3.43,5.0,-0.37,12.14,7.77,0.0,0.0,0.08,7.11,7.77,0.08,0.0,3.68,0.58,0.66,0.0,0.0,0.0,5.66,0.18,1.18,7.58,0.9,0.0,0.0,17.67,0.01,0.51,,,,,9.67,0.0,0.0,,0.0,0.0,7.83,54.8,0.0
FR0 12,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.01,,114.18,84.35,96.09,89.59,,,,,45.81,44.58,91.35,,,,,85.92,,,,54.41,48.77,78.48,79.33,77.24,61.04,48.77,79.6,-0.59,8.64,5.19,3.46,16.71,11.1,0.0,0.0,0.12,3.02,11.1,0.6,4.55,4.27,0.43,2.39,0.02,0.0,0.22,0.0,0.71,2.5,17.76,2.34,0.0,0.0,25.23,13.23,3.26,,0.01,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,23.34,100.0,0.0
FR0 13,,0.61,0.0,0.0,0.0,0.0,0.26,0.0,0.24,0.01,,,115.04,85.21,99.81,92.86,,,,,51.88,50.64,94.66,,,,,89.23,80.76,,,54.02,48.15,80.76,,,60.92,49.24,81.33,-5.63,8.87,-35.38,1.26,-30.89,6.7,2.54,0.0,0.07,5.37,6.7,0.29,2.78,2.6,0.08,2.93,4.09,0.0,0.0,14.36,1.24,0.88,30.09,1.41,0.9,0.0,15.23,8.09,1.65,,,,,62.83,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
FR0 14,0.02,1.26,0.0,0.0,0.0,0.0,0.07,0.01,0.3,0.01,,,114.69,84.85,85.54,80.46,,,,,42.53,41.39,82.23,,,,,76.79,51.22,,,44.76,39.66,68.25,70.85,,54.52,42.98,70.34,5.1,-4.39,-16.63,1.99,-13.94,11.74,6.99,0.0,0.13,5.35,11.74,1.14,7.76,6.01,0.08,5.02,1.54,0.0,0.23,15.23,0.0,2.75,26.9,2.48,4.44,0.0,26.67,22.57,7.82,,100.0,,,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
FR0 15,,2.86,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,114.9,85.07,101.9,93.31,,,,,50.63,49.86,95.68,,,,,90.25,55.54,,,,57.87,55.54,,,66.1,57.87,,1.74,-9.72,-9.72,1.92,-15.77,5.17,7.07,0.0,0.06,5.34,5.17,0.21,0.0,2.37,0.2,1.12,0.95,0.0,0.0,19.72,0.35,0.87,6.92,0.13,0.0,0.0,11.75,0.01,1.98,,,,,71.93,0.0,0.0,,0.0,0.0,12.91,11.54,0.0
FR0 16,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115.13,85.3,106.57,98.67,,,,,52.26,51.13,100.6,,,,,95.16,84.42,,,59.24,,84.42,,,62.02,54.26,87.04,-7.98,19.7,28.27,2.76,42.74,15.76,0.0,0.0,0.17,6.29,15.76,0.71,0.01,5.42,0.24,8.48,0.31,0.0,0.0,2.07,1.78,1.81,0.0,3.33,0.0,0.0,35.83,0.01,4.06,,,,,6.31,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
FR0 17,,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,,,,114.62,84.79,104.02,96.67,,,,,50.74,49.78,98.65,,,,,93.21,,,,60.91,55.08,72.96,,,61.39,55.08,,0.79,5.34,10.04,-1.21,14.96,8.1,0.0,0.0,0.09,8.09,8.1,0.26,1.15,3.56,0.4,4.21,0.06,0.0,0.0,0.0,0.4,1.35,11.11,1.71,0.0,0.0,18.42,3.35,2.27,,,,,0.0,0.0,0.0,,0.0,0.0,10.98,100.0,0.0
FR0 18,0.0,4.59,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.33,,113.51,83.68,85.77,78.57,,,,,43.63,42.67,81.05,,,,,75.62,43.38,,,,54.4,45.45,56.28,59.33,62.02,54.4,,-2.94,-48.95,-14.33,-0.61,-66.83,9.03,24.53,0.0,0.1,2.69,9.03,0.58,0.0,4.13,0.2,2.34,0.24,0.0,0.75,42.29,0.7,2.0,12.04,0.0,0.0,0.0,20.52,0.01,4.5,,0.0,100.0,,100.0,0.0,0.0,,0.0,0.0,12.88,0.04,0.0
FR0 19,0.28,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,,114.58,84.75,102.27,93.93,,,,,50.17,49.29,96.2,,,,,90.77,39.03,60.71,,,,56.51,63.48,68.71,65.81,60.11,,-3.47,4.96,-15.54,-3.8,-17.85,10.5,4.2,0.0,0.11,10.71,10.5,0.75,0.0,4.19,0.06,2.86,0.0,0.0,2.73,14.99,1.1,1.68,0.01,0.38,0.0,0.0,23.86,0.01,4.89,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,0.03,17.37,0.0
