snapshot,DAC,OCGT,SMR,agriculture machinery oil emissions,biogas to gas,co2,gas for industry CC,oil emissions,process emissions CC,residential rural gas boiler,residential urban decentral gas boiler,services rural gas boiler,services urban decentral gas boiler,solid biomass for industry CC,urban central gas CHP,urban central gas CHP CC,urban central gas boiler,urban central solid biomass CHP CC
2013-06-10 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.01
2013-06-10 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.62,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.02
2013-06-10 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.61,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.02
2013-06-10 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.83,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,1.12,0.0,0.0,-0.92
2013-06-10 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.88,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.89,0.0,0.0,-0.64
2013-06-11 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-1.33,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,1.19,0.0,0.0,-0.5
2013-06-11 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.74,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.97,0.0,0.0,-0.87
2013-06-11 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-11 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-11 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-11 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-11 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.62,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.02
2013-06-11 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.01
2013-06-12 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.01
2013-06-12 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.62,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.01
2013-06-12 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-12 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-12 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-12 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-12 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.61,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.02
2013-06-12 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.6,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.03
2013-06-13 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-13 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-13 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-13 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-13 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-13 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-13 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-13 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-14 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-14 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-14 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-14 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-14 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-14 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-14 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-14 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-15 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-15 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-15 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-15 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-15 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-15 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-15 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-15 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-16 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-16 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-16 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-16 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-16 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-16 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-16 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-16 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-17 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-17 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-17 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-17 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-17 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-17 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-17 18:00:00,-0.0,0.06,0.0,2.67,-7.89,-0.76,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.07,0.0,0.0,-0.0
2013-06-17 21:00:00,-0.0,0.06,0.0,2.67,-7.89,-0.77,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.07,0.0,0.0,-0.0
2013-06-18 00:00:00,-0.0,0.05,0.0,2.67,-7.89,-0.75,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.07,0.0,0.0,-0.0
2013-06-18 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-18 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-18 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-18 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-18 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-18 18:00:00,-0.0,1.34,0.0,2.67,-7.89,-9.14,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,7.17,0.0,0.0,-0.0
2013-06-18 21:00:00,-0.0,1.34,0.0,2.67,-7.89,-9.86,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,7.88,0.0,0.0,-0.0
2013-06-19 00:00:00,-0.0,1.34,0.0,2.67,-7.89,-6.93,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,4.96,0.0,0.0,-0.0
2013-06-19 03:00:00,-0.0,1.34,0.0,2.67,-7.89,-5.08,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,3.11,0.0,0.0,-0.0
2013-06-19 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-19 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-19 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-19 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-19 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-19 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-20 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-20 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-20 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-20 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-20 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-20 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-20 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-20 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-21 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-21 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-21 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-21 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-21 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-21 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-21 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-21 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-22 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-22 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-22 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-22 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-22 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-22 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-22 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-22 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-23 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-23 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-23 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-23 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-23 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-23 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-23 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.62,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.01
2013-06-23 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.01
2013-06-24 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.62,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.01
2013-06-24 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.1,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.54
2013-06-24 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-24 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-24 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.01
2013-06-24 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.62,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.02
2013-06-24 18:00:00,-0.0,0.0,0.0,2.67,-7.89,0.13,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.77
2013-06-24 21:00:00,-0.0,0.07,0.0,2.67,-7.89,-0.55,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.07,0.0,0.0,-0.22
2013-06-25 00:00:00,-0.0,0.52,0.0,2.67,-7.89,-0.59,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.07,0.0,0.0,-0.64
2013-06-25 03:00:00,-0.0,0.24,0.0,2.67,-7.89,1.24,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.07,0.0,0.0,-2.18
2013-06-25 06:00:00,-0.0,0.76,0.0,2.67,-7.89,-1.45,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.07,0.0,0.0,-0.02
2013-06-25 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-25 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-25 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.54,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.1
2013-06-25 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.28,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.71,0.0,0.0,-1.06
2013-06-25 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.88,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.57,0.0,0.0,-0.32
2013-06-26 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.34,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.41,0.0,0.0,-0.7
2013-06-26 03:00:00,-0.0,0.0,0.0,2.67,-7.89,1.19,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.42,0.0,0.0,-2.24
2013-06-26 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-26 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-26 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-26 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.36,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.28
2013-06-26 18:00:00,-0.0,0.0,0.0,2.67,-7.89,1.29,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-1.92
2013-06-26 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.11,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.52
2013-06-27 00:00:00,-0.0,0.0,0.0,2.67,-7.89,0.51,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-1.15
2013-06-27 03:00:00,-0.0,0.0,0.0,2.67,-7.89,2.8,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.44
2013-06-27 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.18,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.46
2013-06-27 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.3,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.34
2013-06-27 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.29,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.34
2013-06-27 15:00:00,-0.0,0.0,0.0,2.67,-7.89,1.42,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-2.06
2013-06-27 18:00:00,-0.0,0.0,0.0,2.67,-7.89,3.77,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-4.41
2013-06-27 21:00:00,-0.0,0.0,0.0,2.67,-7.89,3.26,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.9
2013-06-28 00:00:00,-0.0,0.0,0.0,2.67,-7.89,3.7,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-4.34
2013-06-28 03:00:00,-0.0,0.0,0.0,2.67,-7.89,5.11,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-5.75
2013-06-28 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.5,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.14
2013-06-28 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-28 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.0
2013-06-28 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.61,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.03
2013-06-28 18:00:00,-0.0,0.0,0.0,2.67,-7.89,0.23,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.86
2013-06-28 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.36,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.28
2013-06-29 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.27,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.37
2013-06-29 03:00:00,-0.0,0.0,0.0,2.67,-7.89,0.07,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.71
2013-06-29 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.51,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.13
2013-06-29 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.52,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.11
