snapshot,DAC,OCGT,SMR,agriculture machinery oil emissions,biogas to gas,co2,gas for industry CC,oil emissions,process emissions CC,residential rural gas boiler,residential urban decentral gas boiler,services rural gas boiler,services urban decentral gas boiler,solid biomass for industry CC,urban central gas CHP,urban central gas CHP CC,urban central gas boiler,urban central solid biomass CHP CC
2013-03-08 18:00:00,-0.0,0.0,0.0,2.67,-7.89,22.45,0.67,27.66,1.58,0.21,1.42,0.01,0.31,-24.05,0.0,0.0,0.96,-25.99
2013-03-08 21:00:00,-0.0,0.0,0.0,2.67,-7.89,24.37,0.67,27.66,1.58,0.0,0.4,0.0,0.23,-24.05,0.0,0.0,0.06,-25.7
2013-03-09 00:00:00,-0.0,0.0,0.0,2.67,-7.89,23.91,0.67,27.66,1.58,0.0,0.49,0.03,0.49,-24.05,0.0,0.0,0.3,-25.85
2013-03-09 03:00:00,-0.0,0.0,0.0,2.67,-7.89,18.34,0.67,27.66,1.58,0.55,2.24,0.31,1.2,-24.05,0.0,0.0,3.29,-26.56
2013-03-09 06:00:00,-0.0,0.0,0.0,2.67,-7.89,16.21,0.67,27.66,1.58,0.58,2.89,0.2,1.0,-24.05,0.0,0.0,4.04,-25.55
2013-03-09 09:00:00,-0.0,0.0,0.0,2.67,-7.89,16.19,0.67,27.66,1.58,0.46,2.24,0.11,0.72,-24.05,0.0,0.0,2.69,-23.04
2013-03-09 12:00:00,-0.0,0.0,0.0,2.67,-7.89,17.32,0.67,27.66,1.58,0.41,2.04,0.08,0.63,-24.05,0.0,0.0,2.86,-23.98
2013-03-09 15:00:00,-0.0,0.0,0.0,2.67,-7.89,17.55,0.67,27.66,1.58,0.74,2.55,0.13,0.73,-24.05,0.08,0.0,3.73,-26.15
2013-03-09 18:00:00,-0.0,0.0,0.0,2.67,-7.89,17.96,0.67,27.66,1.58,0.62,2.69,0.06,0.64,-24.05,0.21,0.0,3.4,-26.22
2013-03-09 21:00:00,-0.0,0.0,0.0,2.67,-7.89,23.71,0.67,27.66,1.58,0.0,0.83,0.01,0.45,-24.05,0.0,0.0,0.62,-26.25
2013-03-10 00:00:00,-0.0,0.0,0.0,2.67,-7.89,22.21,0.67,27.66,1.58,0.0,0.76,0.11,1.09,-24.05,0.32,0.0,1.03,-26.16
2013-03-10 03:00:00,-0.0,0.0,0.0,2.67,-7.89,7.85,0.67,27.66,1.58,0.81,4.43,0.38,2.39,-24.05,2.43,0.0,7.94,-26.87
2013-03-10 06:00:00,-0.0,0.0,0.0,2.67,-7.89,6.16,0.67,27.66,1.58,1.01,5.32,0.32,2.0,-24.05,0.0,0.0,10.09,-25.53
2013-03-10 09:00:00,-0.0,0.0,0.0,2.67,-7.89,9.45,0.67,27.66,1.58,0.6,4.03,0.17,1.4,-24.05,0.0,0.0,6.77,-23.05
2013-03-10 12:00:00,-0.0,0.0,0.0,2.67,-7.89,11.5,0.67,27.66,1.58,0.49,3.83,0.12,1.25,-24.05,0.0,0.0,5.06,-22.89
2013-03-10 15:00:00,-0.0,0.0,0.0,2.67,-7.89,10.37,0.67,27.66,1.58,0.82,4.73,0.17,1.45,-24.05,0.0,0.0,7.65,-25.82
2013-03-10 18:00:00,-0.0,0.0,0.0,2.67,-7.89,9.47,0.67,27.66,1.58,0.91,5.22,0.13,1.41,-24.05,0.0,0.0,8.23,-26.01
2013-03-10 21:00:00,-0.0,0.0,0.0,2.67,-7.89,20.78,0.67,27.66,1.58,0.0,1.82,0.02,0.89,-24.05,0.0,0.0,0.7,-24.83
2013-03-11 00:00:00,-0.0,0.0,0.0,2.67,-7.89,19.96,0.67,27.66,1.58,0.0,1.65,0.2,1.85,-24.05,0.0,0.0,1.1,-25.39
2013-03-11 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-3.2,0.67,27.66,1.58,1.79,7.8,0.65,3.48,-24.05,1.65,0.0,14.09,-26.9
2013-03-11 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-8.3,0.67,27.66,1.58,2.12,8.88,0.7,3.72,-24.05,1.58,0.0,17.49,-26.83
2013-03-11 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-5.05,0.67,27.66,1.58,1.88,7.93,0.62,3.28,-24.05,0.55,0.0,15.15,-24.99
2013-03-11 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-2.64,0.67,27.66,1.58,1.75,7.5,0.56,2.96,-24.05,2.06,0.0,13.46,-26.29
2013-03-11 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-13.03,0.67,27.66,1.58,2.05,8.4,0.56,3.0,-24.05,11.88,0.0,13.5,-27.0
2013-03-11 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-14.35,0.67,27.66,1.58,2.08,8.7,0.4,2.69,-24.05,13.07,0.0,13.78,-27.01
2013-03-11 21:00:00,-0.0,0.0,0.0,2.67,-7.89,6.61,0.67,27.66,1.58,0.01,4.61,0.03,1.9,-24.05,8.49,0.0,4.65,-26.95
2013-03-12 00:00:00,-0.0,0.0,0.0,2.67,-7.89,7.89,0.67,27.66,1.58,0.0,3.1,0.38,2.86,-24.05,8.45,0.0,3.66,-26.99
2013-03-12 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-20.88,0.67,27.66,1.58,2.2,9.42,0.78,4.08,-24.05,16.15,0.0,14.62,-27.02
2013-03-12 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-21.72,0.67,27.66,1.58,2.34,9.73,0.79,4.06,-24.05,13.37,0.0,17.69,-26.91
2013-03-12 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-15.8,0.67,27.66,1.58,2.12,8.96,0.7,3.67,-24.05,11.72,0.0,14.33,-26.33
2013-03-12 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-13.21,0.67,27.66,1.58,2.02,8.58,0.64,3.39,-24.05,12.54,0.0,12.29,-26.91
2013-03-12 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-21.39,0.67,27.66,1.58,2.26,9.28,0.64,3.44,-24.05,19.81,0.0,12.34,-27.02
2013-03-12 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-26.35,0.67,27.66,1.58,2.33,9.51,0.5,3.2,-24.05,25.19,0.0,12.0,-27.02
2013-03-12 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-3.54,0.67,27.66,1.58,0.02,5.37,0.06,2.16,-24.05,18.59,0.0,3.72,-27.01
2013-03-13 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-3.37,0.67,27.66,1.58,0.0,4.55,0.55,3.27,-24.05,18.09,0.0,3.28,-27.02
2013-03-13 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-39.72,0.67,27.66,1.58,2.66,10.47,1.0,4.56,-24.05,33.24,0.0,14.16,-27.02
2013-03-13 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-39.5,0.67,27.66,1.58,2.79,10.8,1.0,4.51,-24.05,26.72,0.0,20.06,-27.02
2013-03-13 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-23.92,0.67,27.66,1.58,2.55,10.01,0.88,4.1,-24.05,16.87,0.0,15.86,-26.98
2013-03-13 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-20.87,0.67,27.66,1.58,2.46,9.47,0.82,3.68,-24.05,16.99,0.0,13.8,-26.99
2013-03-13 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-35.16,0.67,27.66,1.58,2.69,10.5,0.82,3.82,-24.05,28.5,0.0,15.21,-27.02
2013-03-13 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-38.35,0.67,27.66,1.58,2.73,10.68,0.68,3.68,-24.05,31.84,0.0,15.12,-27.02
2013-03-13 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-10.81,0.67,27.66,1.58,0.12,6.62,0.12,2.63,-24.05,22.81,0.0,4.86,-26.98
2013-03-14 00:00:00,-0.0,0.0,0.0,2.67,-7.89,-4.67,0.67,27.66,1.58,0.0,4.67,0.61,3.5,-24.05,18.78,0.0,3.5,-27.02
2013-03-14 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-45.71,0.67,27.66,1.58,3.22,11.86,1.11,4.94,-24.05,30.89,0.0,20.08,-27.02
2013-03-14 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-45.19,0.67,27.66,1.58,3.32,12.11,1.11,4.93,-24.05,25.39,0.0,24.18,-26.48
2013-03-14 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-14.62,0.67,27.66,1.58,3.05,10.48,1.03,4.23,-24.05,2.71,0.0,18.67,-26.2
2013-03-14 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-11.55,0.67,27.66,1.58,2.94,9.74,0.98,3.69,-24.05,4.66,0.0,15.22,-26.33
2013-03-14 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-24.31,0.67,27.66,1.58,3.12,11.05,0.96,3.73,-24.05,15.04,0.0,16.29,-26.51
2013-03-14 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-34.16,0.67,27.66,1.58,3.14,11.32,0.75,3.37,-24.05,28.52,0.0,12.76,-26.35
2013-03-14 21:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.56,0.67,27.66,1.58,0.08,5.28,0.08,2.21,-24.05,15.63,0.0,2.68,-26.04
2013-03-15 00:00:00,-0.0,0.0,0.0,2.67,-7.89,4.8,0.67,27.66,1.58,0.01,3.62,0.56,3.2,-24.05,10.53,0.0,3.5,-26.85
2013-03-15 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-35.3,0.67,27.66,1.58,3.42,11.46,1.1,4.64,-24.05,21.53,0.0,19.53,-27.02
2013-03-15 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-25.47,0.67,27.66,1.58,3.37,11.82,1.1,4.68,-24.05,7.48,0.0,23.39,-27.02
2013-03-15 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-1.66,0.67,27.66,1.58,2.57,7.77,0.81,2.84,-24.05,0.0,0.0,14.0,-26.98
2013-03-15 12:00:00,-0.0,0.0,0.0,2.67,-7.89,1.01,0.67,27.66,1.58,2.48,7.21,0.78,2.52,-24.05,0.83,0.0,11.54,-27.01
2013-03-15 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-4.44,0.67,27.66,1.58,2.84,8.47,0.81,2.62,-24.05,1.22,0.0,14.86,-27.02
2013-03-15 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-5.31,0.67,27.66,1.58,2.88,9.24,0.67,2.53,-24.05,1.36,0.0,15.01,-27.02
2013-03-15 21:00:00,-0.0,0.0,0.0,2.67,-7.89,16.87,0.67,27.66,1.58,0.01,3.88,0.07,1.69,-24.05,0.88,0.0,2.98,-27.02
2013-03-16 00:00:00,-0.0,0.12,0.0,2.67,-7.89,18.35,0.67,27.66,1.58,0.01,1.81,0.49,2.04,-24.05,1.22,0.0,2.35,-27.02
2013-03-16 03:00:00,-0.0,1.45,0.0,2.67,-7.89,-4.23,0.67,27.66,1.58,2.74,7.68,0.91,3.05,-24.05,1.41,0.0,13.37,-27.02
2013-03-16 06:00:00,-0.0,0.7,0.0,2.67,-7.89,-2.44,0.67,27.66,1.58,2.52,7.43,0.79,2.58,-24.05,0.25,0.0,14.55,-27.02
2013-03-16 09:00:00,-0.0,0.0,0.0,2.67,-7.89,13.96,0.67,27.66,1.58,1.18,3.36,0.32,0.99,-24.05,0.0,0.0,6.32,-26.77
2013-03-16 12:00:00,-0.0,0.0,0.0,2.67,-7.89,15.63,0.67,27.66,1.58,1.1,3.05,0.29,0.87,-24.05,0.0,0.0,5.2,-26.77
2013-03-16 15:00:00,-0.0,0.0,0.0,2.67,-7.89,7.27,0.67,27.66,1.58,2.06,4.62,0.54,1.31,-24.05,0.11,0.0,10.47,-27.02
2013-03-16 18:00:00,-0.0,0.0,0.0,2.67,-7.89,4.84,0.67,27.66,1.58,2.1,5.72,0.51,1.54,-24.05,0.34,0.0,11.33,-27.02
2013-03-16 21:00:00,-0.0,0.0,0.0,2.67,-7.89,20.17,0.67,27.66,1.58,0.0,2.12,0.12,1.11,-24.05,0.14,0.0,2.72,-27.02
2013-03-17 00:00:00,-0.0,0.0,0.0,2.67,-7.89,20.67,0.67,27.66,1.58,0.0,1.39,0.4,1.43,-24.05,0.22,0.0,2.28,-27.02
2013-03-17 03:00:00,-0.0,0.0,0.0,2.67,-7.89,4.89,0.67,27.66,1.58,1.96,5.44,0.64,2.0,-24.05,0.92,0.0,10.54,-27.02
2013-03-17 06:00:00,-0.0,0.0,0.0,2.67,-7.89,9.52,0.67,27.66,1.58,1.34,4.03,0.41,1.23,-24.05,0.0,0.0,9.85,-27.02
2013-03-17 09:00:00,-0.0,0.0,0.0,2.67,-7.89,19.5,0.67,27.66,1.58,0.54,1.85,0.16,0.54,-24.05,0.0,0.0,3.8,-27.02
2013-03-17 12:00:00,-0.0,0.0,0.0,2.67,-7.89,20.55,0.67,27.66,1.58,0.49,1.83,0.13,0.5,-24.05,0.0,0.0,2.89,-27.01
2013-03-17 15:00:00,-0.0,0.0,0.0,2.67,-7.89,10.42,0.67,27.66,1.58,1.25,4.22,0.27,0.96,-24.05,2.5,0.0,6.77,-27.02
2013-03-17 18:00:00,-0.0,0.0,0.0,2.67,-7.89,6.1,0.67,27.66,1.58,1.22,4.87,0.2,0.97,-24.05,6.4,0.0,6.62,-27.02
2013-03-17 21:00:00,-0.0,0.0,0.0,2.67,-7.89,19.72,0.67,27.66,1.58,0.0,1.07,0.03,0.48,-24.05,4.79,0.0,0.29,-27.02
2013-03-18 00:00:00,-0.0,0.0,0.0,2.67,-7.89,21.17,0.67,27.66,1.58,0.0,0.52,0.04,0.59,-24.05,3.78,0.0,0.28,-27.02
2013-03-18 03:00:00,-0.0,0.0,0.0,2.67,-7.89,3.28,0.67,27.66,1.58,0.86,4.76,0.54,2.2,-24.05,8.82,0.0,5.93,-27.02
2013-03-18 06:00:00,-0.0,0.0,0.0,2.67,-7.89,1.66,0.67,27.66,1.58,1.2,5.6,0.53,2.32,-24.05,9.62,0.0,5.45,-27.02
2013-03-18 09:00:00,-0.0,0.0,0.0,2.67,-7.89,15.3,0.67,27.66,1.58,0.56,3.92,0.22,1.48,-24.05,2.16,0.0,2.75,-27.02
2013-03-18 12:00:00,-0.0,0.0,0.0,2.67,-7.89,15.85,0.67,27.66,1.58,0.44,3.35,0.12,1.07,-24.05,3.79,0.0,1.76,-27.02
2013-03-18 15:00:00,-0.0,0.0,0.0,2.67,-7.89,7.54,0.67,27.66,1.58,0.85,4.82,0.12,1.14,-24.05,8.19,0.0,3.72,-27.02
2013-03-18 18:00:00,-0.0,0.0,0.0,2.67,-7.89,3.45,0.67,27.66,1.58,0.96,5.54,0.05,0.93,-24.05,10.68,0.0,4.79,-27.02
2013-03-18 21:00:00,-0.0,0.0,0.0,2.67,-7.89,13.93,0.67,27.66,1.58,0.0,1.08,0.0,0.37,-24.05,10.2,0.0,0.2,-26.43
2013-03-19 00:00:00,-0.0,0.0,0.0,2.67,-7.89,12.79,0.67,27.66,1.58,0.0,0.47,0.02,0.79,-24.05,10.94,0.0,0.06,-25.71
2013-03-19 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-1.99,0.67,27.66,1.58,0.79,5.33,0.59,2.94,-24.05,12.45,0.0,6.12,-26.87
2013-03-19 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-6.31,0.67,27.66,1.58,1.35,6.48,0.61,2.87,-24.05,11.71,0.0,9.34,-26.69
2013-03-19 09:00:00,-0.0,0.0,0.0,2.67,-7.89,5.8,0.67,27.66,1.58,0.67,4.44,0.26,1.68,-24.05,6.37,0.0,3.71,-23.57
2013-03-19 12:00:00,-0.0,0.0,0.0,2.67,-7.89,11.29,0.67,27.66,1.58,0.55,3.58,0.15,1.12,-24.05,4.6,0.0,3.44,-25.36
2013-03-19 15:00:00,-0.0,0.0,0.0,2.67,-7.89,8.79,0.67,27.66,1.58,1.01,4.92,0.16,1.14,-24.05,6.01,0.0,4.29,-26.97
2013-03-19 18:00:00,-0.0,0.0,0.0,2.67,-7.89,4.71,0.67,27.66,1.58,1.15,5.93,0.06,1.0,-24.05,9.57,0.0,3.89,-26.93
2013-03-19 21:00:00,-0.0,0.0,0.0,2.67,-7.89,21.11,0.67,27.66,1.58,0.0,1.07,0.0,0.4,-24.05,2.89,0.0,0.69,-26.79
2013-03-20 00:00:00,-0.0,0.0,0.0,2.67,-7.89,20.64,0.67,27.66,1.58,0.0,0.45,0.03,0.98,-24.05,3.41,0.0,0.69,-26.83
2013-03-20 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.29,0.67,27.66,1.58,1.01,6.07,0.67,3.39,-24.05,7.89,0.0,7.65,-27.02
2013-03-20 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-4.14,0.67,27.66,1.58,1.51,7.11,0.66,3.26,-24.05,5.69,0.0,11.43,-26.16
2013-03-20 09:00:00,-0.0,0.0,0.0,2.67,-7.89,4.15,0.67,27.66,1.58,0.84,5.14,0.34,2.07,-24.05,0.77,0.0,8.78,-22.71
2013-03-20 12:00:00,-0.0,0.0,0.0,2.67,-7.89,8.65,0.67,27.66,1.58,0.66,4.44,0.2,1.54,-24.05,2.23,0.0,6.67,-25.03
2013-03-20 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-1.48,0.67,27.66,1.58,1.12,5.74,0.2,1.56,-24.05,14.24,0.0,4.67,-26.69
2013-03-20 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-9.25,0.67,27.66,1.58,1.21,6.46,0.07,1.3,-24.05,24.8,0.0,1.71,-26.92
2013-03-20 21:00:00,-0.0,0.0,0.0,2.67,-7.89,11.98,0.67,27.66,1.58,0.0,1.45,0.0,0.53,-24.05,12.04,0.0,0.23,-26.87
2013-03-21 00:00:00,-0.0,0.0,0.0,2.67,-7.89,12.94,0.67,27.66,1.58,0.0,0.69,0.05,1.31,-24.05,10.78,0.0,0.18,-26.59
2013-03-21 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-17.0,0.67,27.66,1.58,1.46,6.94,0.8,3.74,-24.05,25.79,0.0,4.52,-26.89
2013-03-21 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-9.93,0.67,27.66,1.58,1.89,7.92,0.78,3.6,-24.05,9.19,0.0,12.55,-26.62
2013-03-21 09:00:00,-0.0,0.0,0.0,2.67,-7.89,6.39,0.67,27.66,1.58,1.1,5.31,0.45,2.08,-24.05,0.0,0.0,6.38,-22.35
2013-03-21 12:00:00,-0.0,0.0,0.0,2.67,-7.89,7.18,0.67,27.66,1.58,0.89,4.8,0.28,1.67,-24.05,0.0,0.0,5.49,-20.94
2013-03-21 15:00:00,-0.0,0.0,0.0,2.67,-7.89,8.7,0.67,27.66,1.58,1.44,6.0,0.27,1.72,-24.05,0.48,0.0,6.59,-25.82
2013-03-21 18:00:00,-0.0,0.0,0.0,2.67,-7.89,8.48,0.67,27.66,1.58,1.58,6.57,0.1,1.48,-24.05,0.55,0.0,6.23,-25.62
2013-03-21 21:00:00,-0.0,0.0,0.0,2.67,-7.89,20.12,0.67,27.66,1.58,0.0,1.89,0.0,0.77,-24.05,0.09,0.0,0.72,-24.22
2013-03-22 00:00:00,-0.0,0.0,0.0,2.67,-7.89,20.87,0.67,27.66,1.58,0.0,1.34,0.21,1.63,-24.05,0.13,0.0,0.89,-25.7
2013-03-22 03:00:00,-0.0,0.0,0.0,2.67,-7.89,1.7,0.67,27.66,1.58,2.03,7.08,0.79,3.3,-24.05,2.8,0.0,8.68,-27.02
2013-03-22 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.82,0.67,27.66,1.58,2.28,7.68,0.77,3.16,-24.05,0.0,0.0,12.97,-26.67
2013-03-22 09:00:00,-0.0,0.0,0.0,2.67,-7.89,3.9,0.67,27.66,1.58,1.57,5.08,0.53,1.87,-24.05,0.0,0.0,6.76,-20.35
2013-03-22 12:00:00,-0.0,0.0,0.0,2.67,-7.89,8.87,0.67,27.66,1.58,1.4,4.66,0.45,1.58,-24.05,0.0,0.0,4.87,-22.45
2013-03-22 15:00:00,-0.0,0.0,0.0,2.67,-7.89,8.65,0.67,27.66,1.58,1.86,5.56,0.45,1.62,-24.05,0.0,0.0,7.12,-25.9
2013-03-22 18:00:00,-0.0,0.0,0.0,2.67,-7.89,8.6,0.67,27.66,1.58,1.97,6.13,0.28,1.48,-24.05,0.0,0.0,7.28,-26.37
2013-03-22 21:00:00,-0.0,0.0,0.0,2.67,-7.89,21.87,0.67,27.66,1.58,0.0,2.29,0.03,0.91,-24.05,0.0,0.0,0.39,-26.12
2013-03-23 00:00:00,-0.0,0.0,0.0,2.67,-7.89,21.13,0.67,27.66,1.58,0.0,1.87,0.53,1.94,-24.05,0.0,0.0,0.57,-26.68
2013-03-23 03:00:00,-0.0,0.0,0.0,2.67,-7.89,0.9,0.67,27.66,1.58,2.27,7.14,0.73,2.78,-24.05,0.0,0.0,12.52,-26.98
2013-03-23 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-1.53,0.67,27.66,1.58,2.22,7.45,0.65,2.56,-24.05,0.0,0.0,14.68,-26.67
2013-03-23 09:00:00,-0.0,0.0,0.0,2.67,-7.89,2.78,0.67,27.66,1.58,1.83,5.92,0.51,1.88,-24.05,0.0,0.0,10.68,-24.24
2013-03-23 12:00:00,-0.0,0.0,0.0,2.67,-7.89,5.12,0.67,27.66,1.58,1.76,5.65,0.48,1.72,-24.05,0.0,0.0,8.87,-24.24
2013-03-23 15:00:00,-0.0,0.0,0.0,2.67,-7.89,1.87,0.67,27.66,1.58,2.35,7.16,0.6,2.1,-24.05,0.0,0.0,11.88,-26.6
2013-03-23 18:00:00,-0.0,0.0,0.0,2.67,-7.89,1.16,0.67,27.66,1.58,2.36,7.81,0.57,2.21,-24.05,0.0,0.0,12.27,-27.02
2013-03-23 21:00:00,-0.0,0.0,0.0,2.67,-7.89,17.85,0.67,27.66,1.58,0.36,3.33,0.34,1.56,-24.05,0.0,0.0,2.73,-26.81
2013-03-24 00:00:00,-0.0,0.0,0.0,2.67,-7.89,17.92,0.67,27.66,1.58,0.0,2.14,0.64,2.32,-24.05,0.0,0.0,2.62,-26.28
2013-03-24 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-3.63,0.67,27.66,1.58,2.62,8.23,0.85,3.12,-24.05,0.09,0.0,14.72,-26.63
2013-03-24 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-3.77,0.67,27.66,1.58,2.3,7.95,0.64,2.62,-24.05,0.0,0.0,15.66,-26.03
2013-03-24 09:00:00,-0.0,0.0,0.0,2.67,-7.89,1.62,0.67,27.66,1.58,1.92,6.45,0.53,2.04,-24.05,0.0,0.0,12.0,-25.2
2013-03-24 12:00:00,-0.0,0.0,0.0,2.67,-7.89,4.47,0.67,27.66,1.58,1.85,6.04,0.51,1.84,-24.05,0.0,0.0,10.11,-25.44
2013-03-24 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.49,0.67,27.66,1.58,2.51,7.87,0.63,2.28,-24.05,0.0,0.0,12.82,-26.26
2013-03-24 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-1.23,0.67,27.66,1.58,2.49,8.42,0.59,2.31,-24.05,0.0,0.0,13.29,-26.5
2013-03-24 21:00:00,-0.0,0.0,0.0,2.67,-7.89,17.65,0.67,27.66,1.58,0.14,3.33,0.22,1.47,-24.05,0.0,0.0,2.83,-26.27
2013-03-25 00:00:00,-0.0,0.0,0.0,2.67,-7.89,21.06,0.67,27.66,1.58,0.0,1.64,0.32,1.79,-24.05,0.0,0.0,1.4,-26.84
2013-03-25 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-3.97,0.67,27.66,1.58,2.72,9.09,0.89,3.53,-24.05,0.0,0.0,14.12,-27.02
2013-03-25 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-7.68,0.67,27.66,1.58,2.84,10.15,0.9,3.77,-24.05,0.0,0.0,16.4,-27.02
2013-03-25 09:00:00,-0.0,0.0,0.0,2.67,-7.89,1.77,0.67,27.66,1.58,1.93,7.77,0.62,2.75,-24.05,0.07,0.0,11.37,-26.93
2013-03-25 12:00:00,-0.0,0.0,0.0,2.67,-7.89,5.73,0.67,27.66,1.58,1.75,7.1,0.53,2.31,-24.05,0.0,0.0,8.92,-26.97
2013-03-25 15:00:00,-0.0,0.0,0.0,2.67,-7.89,0.83,0.67,27.66,1.58,2.45,8.83,0.55,2.47,-24.05,0.0,0.0,11.24,-27.02
2013-03-25 18:00:00,-0.0,0.0,0.0,2.67,-7.89,0.52,0.67,27.66,1.58,2.4,9.55,0.35,2.22,-24.05,0.0,0.0,11.34,-27.02
2013-03-25 21:00:00,-0.0,0.0,0.0,2.67,-7.89,20.73,0.67,27.66,1.58,0.0,3.28,0.01,1.2,-24.05,0.0,0.0,1.16,-27.02
2013-03-26 00:00:00,-0.0,0.0,0.0,2.67,-7.89,21.37,0.67,27.66,1.58,0.0,1.58,0.26,2.09,-24.05,0.0,0.0,1.08,-27.02
2013-03-26 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-4.17,0.67,27.66,1.58,2.57,10.24,0.9,4.2,-24.05,0.0,0.0,12.64,-27.02
2013-03-26 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-8.57,0.67,27.66,1.58,2.72,10.54,0.87,4.0,-24.05,0.0,0.0,16.82,-27.02
2013-03-26 09:00:00,-0.0,0.0,0.0,2.67,-7.89,1.48,0.67,27.66,1.58,1.91,8.19,0.67,3.03,-24.05,0.0,0.0,11.11,-27.02
2013-03-26 12:00:00,-0.0,0.0,0.0,2.67,-7.89,5.64,0.67,27.66,1.58,1.74,7.43,0.56,2.53,-24.05,0.0,0.0,8.49,-27.02
2013-03-26 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-1.18,0.67,27.66,1.58,2.48,9.33,0.6,2.69,-24.05,0.13,0.0,12.34,-27.02
2013-03-26 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-2.11,0.67,27.66,1.58,2.47,10.15,0.38,2.43,-24.05,0.16,0.0,12.89,-27.02
2013-03-26 21:00:00,-0.0,0.0,0.0,2.67,-7.89,19.9,0.67,27.66,1.58,0.0,3.48,0.01,1.34,-24.05,0.04,0.0,1.61,-27.02
2013-03-27 00:00:00,-0.0,0.0,0.0,2.67,-7.89,21.17,0.67,27.66,1.58,0.0,1.55,0.17,2.16,-24.05,0.02,0.0,1.32,-27.02
2013-03-27 03:00:00,-0.0,0.0,0.0,2.67,-7.89,-7.2,0.67,27.66,1.58,2.46,10.21,0.94,4.41,-24.05,0.14,0.0,15.42,-27.02
2013-03-27 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-9.59,0.67,27.66,1.58,2.66,10.32,0.92,4.08,-24.05,0.0,0.0,17.99,-27.02
2013-03-27 09:00:00,-0.0,0.0,0.0,2.67,-7.89,1.74,0.67,27.66,1.58,1.78,7.58,0.68,2.9,-24.05,0.0,0.0,11.5,-26.82
2013-03-27 12:00:00,-0.0,0.0,0.0,2.67,-7.89,5.82,0.67,27.66,1.58,1.58,6.66,0.52,2.3,-24.05,0.0,0.0,9.31,-26.83
2013-03-27 15:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.52,0.67,27.66,1.58,2.42,8.63,0.55,2.46,-24.05,2.21,0.0,10.64,-27.02
2013-03-27 18:00:00,-0.0,0.0,0.0,2.67,-7.89,-5.67,0.67,27.66,1.58,2.34,9.14,0.27,2.1,-24.05,8.52,0.0,9.69,-27.02
2013-03-27 21:00:00,-0.0,0.0,0.0,2.67,-7.89,17.91,0.67,27.66,1.58,0.0,2.84,0.0,1.06,-24.05,3.64,0.0,0.93,-27.02
