snapshot,AC,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,battery charger,battery discharger,electricity distribution grid,hydro,offwind-ac,offwind-dc,onwind,ror,solar,urban central gas CHP,urban central solid biomass CHP,urban central solid biomass CHP CC
2013-07-21 06:00:00,0.0,-0.0,-578.3,0.05,0.0,-24.86,-52.1,0.65,-327.88,4.93,11.63,48.33,177.29,13.44,726.82,0.0,0.0,0.0
2013-07-21 09:00:00,0.0,-0.0,-736.14,0.0,0.0,-38.99,-163.24,0.38,-610.22,5.36,7.99,34.9,144.17,13.31,1342.48,0.0,0.0,0.0
2013-07-21 12:00:00,0.0,-0.0,-756.34,0.0,0.0,-38.44,-145.88,0.51,-554.24,4.96,8.81,39.04,179.76,13.44,1248.38,0.0,0.0,0.0
2013-07-21 15:00:00,-0.0,-0.0,-380.2,0.0,0.0,0.1,-0.24,6.29,-445.5,7.01,11.88,47.34,181.49,14.21,557.62,0.0,0.0,0.0
2013-07-21 18:00:00,0.0,-0.0,-84.75,1.4,0.0,24.08,-0.02,79.73,-367.22,57.06,13.46,52.48,193.51,14.2,16.06,0.0,0.0,0.0
2013-07-21 21:00:00,-0.0,0.0,-79.97,1.4,0.0,20.22,-0.02,83.54,-364.95,55.57,11.02,43.71,215.3,14.17,0.0,0.0,0.0,0.0
2013-07-22 00:00:00,-0.0,-0.0,-54.53,1.4,0.0,21.31,-0.02,83.66,-340.78,55.84,7.45,33.49,178.03,14.14,0.0,0.0,0.0,0.0
2013-07-22 03:00:00,-0.0,0.0,-52.04,1.4,0.0,27.22,-0.01,96.82,-346.23,55.6,5.22,30.62,145.05,14.11,22.23,0.0,0.0,0.0
2013-07-22 06:00:00,0.0,0.0,-419.66,0.0,0.0,-25.56,-40.88,0.55,-413.02,5.96,2.17,22.53,105.2,13.33,749.38,0.0,0.0,0.0
2013-07-22 09:00:00,0.0,-0.0,-637.77,0.0,0.0,-41.09,-166.16,0.4,-714.5,7.12,1.09,17.28,109.39,13.15,1411.08,0.0,0.0,0.0
2013-07-22 12:00:00,0.0,0.0,-644.6,0.0,0.0,-38.45,-157.44,0.47,-659.33,8.0,1.66,21.53,138.76,13.23,1316.16,0.0,0.0,0.0
2013-07-22 15:00:00,0.0,-0.0,-262.05,0.0,0.0,-6.36,-1.9,3.78,-506.5,10.01,4.09,29.27,161.15,14.02,554.51,0.0,0.0,0.0
2013-07-22 18:00:00,0.0,0.0,-59.27,7.59,0.0,25.27,-0.09,83.48,-376.62,58.83,7.62,36.58,186.5,14.0,15.78,0.0,0.0,0.33
2013-07-22 21:00:00,0.0,-0.0,-61.64,7.62,0.0,20.75,-0.09,83.78,-370.49,50.63,8.25,40.85,206.04,13.97,0.0,0.0,0.0,0.33
2013-07-23 00:00:00,0.0,0.0,-58.01,7.62,0.0,21.29,-0.09,83.91,-357.92,48.72,6.99,41.27,191.96,13.93,0.0,0.0,0.0,0.33
2013-07-23 03:00:00,-0.0,0.0,-69.38,7.51,0.0,26.26,-0.09,95.13,-363.32,48.61,4.87,40.02,174.02,13.89,22.13,0.0,0.0,0.33
2013-07-23 06:00:00,-0.0,0.0,-416.33,0.0,0.0,-25.57,-48.49,0.34,-446.76,6.18,3.79,31.11,168.91,13.64,713.18,0.0,0.0,0.0
2013-07-23 09:00:00,0.0,0.0,-623.97,0.0,0.0,-40.67,-165.16,0.21,-706.92,5.79,2.0,27.62,156.29,13.24,1331.56,0.0,0.0,0.0
2013-07-23 12:00:00,0.0,0.0,-646.48,0.0,0.0,-34.81,-151.0,0.3,-654.15,7.65,2.94,33.19,209.07,13.61,1219.66,0.0,0.0,0.0
2013-07-23 15:00:00,0.0,-0.0,-284.75,0.0,0.0,-7.17,-0.97,2.82,-532.75,19.11,4.98,49.85,236.46,13.92,498.5,0.0,0.0,0.0
2013-07-23 18:00:00,0.0,-0.0,-87.1,0.0,0.0,24.0,-0.02,86.97,-391.45,55.74,7.36,55.16,222.39,13.9,13.05,0.0,0.0,0.0
2013-07-23 21:00:00,0.0,0.0,-87.03,0.0,0.0,19.93,-0.02,97.22,-371.92,55.51,6.2,63.46,202.75,13.88,0.0,0.0,0.0,0.0
2013-07-24 00:00:00,0.0,-0.0,-81.81,0.0,0.0,20.59,-0.29,73.59,-347.09,56.94,10.1,64.83,189.3,13.84,0.0,0.0,0.0,0.0
2013-07-24 03:00:00,-0.0,0.0,-75.19,0.0,0.0,24.41,-0.02,89.62,-369.32,60.07,7.89,57.63,170.22,13.8,20.87,0.0,0.0,0.0
2013-07-24 06:00:00,0.0,-0.0,-356.12,0.0,0.0,-17.53,-36.54,0.11,-471.89,12.57,4.34,52.45,148.21,13.71,650.68,0.0,0.0,0.0
2013-07-24 09:00:00,-0.0,-0.0,-606.89,0.0,0.0,-34.4,-166.67,0.1,-690.28,13.19,5.2,39.63,158.65,13.36,1268.11,0.0,0.0,0.0
2013-07-24 12:00:00,-0.0,-0.0,-619.09,0.0,0.0,-33.83,-157.83,0.11,-678.72,17.24,5.94,38.84,211.21,13.61,1202.52,0.0,0.0,0.0
2013-07-24 15:00:00,0.0,0.0,-304.96,2.61,0.0,-3.97,-3.75,1.87,-536.97,42.97,6.18,34.29,209.89,13.61,538.21,0.0,0.0,0.0
2013-07-24 18:00:00,0.0,0.0,-54.78,25.82,0.0,24.96,-0.01,81.69,-384.32,76.74,4.58,25.5,166.64,13.56,17.15,0.0,0.0,2.47
2013-07-24 21:00:00,-0.0,0.0,-43.21,25.99,0.0,25.26,-0.01,92.25,-364.35,76.37,3.22,20.56,147.77,13.52,0.0,0.0,0.0,2.64
2013-07-25 00:00:00,-0.0,-0.0,-38.66,25.97,0.0,25.29,-0.01,85.45,-348.39,76.54,2.69,21.08,133.94,13.48,0.0,0.0,0.0,2.62
2013-07-25 03:00:00,-0.0,0.0,-24.11,25.74,0.0,26.52,-0.01,89.51,-358.3,76.8,2.71,18.67,107.92,13.43,18.89,0.0,0.0,2.23
2013-07-25 06:00:00,0.0,0.0,-316.42,0.0,0.0,-23.77,-37.12,0.07,-450.11,33.06,2.93,17.97,86.9,13.34,672.95,0.19,0.0,0.0
2013-07-25 09:00:00,0.0,-0.0,-482.11,0.0,0.0,-41.02,-167.18,0.03,-712.91,33.73,3.46,13.0,67.08,13.0,1272.72,0.19,0.0,0.0
2013-07-25 12:00:00,0.0,-0.0,-492.46,0.0,0.0,-39.23,-160.83,0.06,-692.5,34.32,4.04,15.75,111.34,13.02,1206.31,0.19,0.0,0.0
2013-07-25 15:00:00,0.0,0.0,-249.35,11.63,0.04,-6.56,-0.39,2.67,-525.5,45.19,4.25,19.42,123.36,12.83,557.8,0.67,0.0,3.95
2013-07-25 18:00:00,0.0,0.0,-12.63,26.37,1.59,26.92,-0.01,85.97,-371.04,78.3,3.1,21.62,97.47,12.72,16.2,0.82,0.0,12.6
2013-07-25 21:00:00,-0.0,-0.0,-13.58,26.37,1.97,23.22,-0.39,90.76,-373.33,77.83,2.14,28.01,110.78,12.67,0.0,0.96,0.0,12.6
2013-07-26 00:00:00,-0.0,-0.0,-10.43,26.37,1.96,23.33,-0.01,83.21,-352.61,77.39,2.2,25.24,97.46,12.65,0.0,0.91,0.0,12.34
2013-07-26 03:00:00,0.0,-0.0,-12.12,26.33,1.19,25.05,-0.01,88.44,-361.4,78.62,2.41,23.84,77.11,12.62,24.91,0.28,0.0,12.73
2013-07-26 06:00:00,0.0,0.0,-296.37,10.21,0.0,-22.96,-34.21,0.23,-468.36,30.26,1.65,23.92,56.82,12.53,685.41,0.0,0.0,0.87
2013-07-26 09:00:00,0.0,-0.0,-444.19,8.34,0.0,-35.32,-167.65,0.05,-750.93,29.97,0.85,17.43,48.35,12.06,1280.37,0.0,0.0,0.67
2013-07-26 12:00:00,-0.0,-0.0,-453.56,0.89,0.0,-39.93,-160.47,0.17,-694.71,30.61,0.5,12.15,82.12,12.25,1209.27,0.0,0.0,0.7
2013-07-26 15:00:00,0.0,-0.0,-239.35,17.18,0.0,0.67,-3.39,3.71,-490.94,47.13,0.98,9.85,100.38,12.22,540.71,0.11,0.0,0.74
2013-07-26 18:00:00,0.0,0.0,-21.91,25.41,5.06,21.58,-0.01,90.76,-359.45,75.75,1.52,12.49,101.28,12.12,14.85,12.23,0.0,8.32
2013-07-26 21:00:00,0.0,-0.0,-20.72,25.82,5.06,18.68,-0.02,90.46,-368.89,75.18,2.2,12.16,127.06,12.08,0.0,12.61,0.0,8.33
2013-07-27 00:00:00,-0.0,-0.0,-22.87,25.81,5.06,19.15,-0.01,87.29,-345.9,74.57,3.07,10.78,110.45,12.05,0.0,12.19,0.0,8.34
2013-07-27 03:00:00,-0.0,0.0,-25.98,24.94,5.06,21.08,-0.01,78.59,-344.27,73.23,3.64,10.45,99.02,12.02,22.45,11.44,0.0,8.34
2013-07-27 06:00:00,0.0,0.0,-393.74,0.0,0.83,-22.77,-38.2,0.65,-355.86,22.13,3.47,15.45,84.05,11.38,672.55,0.04,0.0,0.0
2013-07-27 09:00:00,0.0,0.0,-591.29,0.0,0.0,-32.3,-157.41,0.49,-601.81,16.96,2.8,22.49,93.91,11.13,1235.03,0.0,0.0,0.0
2013-07-27 12:00:00,0.0,-0.0,-602.08,0.0,0.0,-37.8,-159.8,0.53,-577.44,13.78,3.77,33.98,163.55,11.08,1150.42,0.0,0.0,0.0
2013-07-27 15:00:00,0.0,-0.0,-408.15,0.0,0.0,-4.58,-0.81,4.85,-397.29,22.12,3.59,41.22,230.93,11.72,496.38,0.0,0.0,0.0
2013-07-27 18:00:00,0.0,-0.0,-110.11,0.0,0.0,12.86,-0.02,105.33,-360.88,34.17,7.23,52.79,238.55,11.71,8.36,0.0,0.0,0.0
2013-07-27 21:00:00,-0.0,-0.0,-154.68,0.0,0.0,5.33,-0.04,89.5,-376.07,23.53,16.69,71.58,312.45,11.7,0.0,0.0,0.0,0.0
2013-07-28 00:00:00,0.0,0.0,-218.7,0.0,0.0,3.86,-0.05,68.16,-372.61,19.94,26.16,92.97,368.59,11.69,0.0,0.0,0.0,0.0
2013-07-28 03:00:00,0.0,0.0,-304.32,0.0,0.0,2.9,-0.11,65.2,-388.74,15.75,27.22,102.97,444.74,11.7,22.69,0.0,0.0,0.0
2013-07-28 06:00:00,0.0,0.0,-745.36,0.03,0.0,-20.89,-43.86,0.68,-416.66,4.26,24.35,114.92,419.48,11.18,651.86,0.0,0.0,0.0
2013-07-28 09:00:00,-0.0,-0.0,-932.43,0.0,0.0,-27.57,-158.15,0.4,-610.22,3.0,18.89,113.48,382.43,11.05,1199.12,0.0,0.0,0.0
2013-07-28 12:00:00,0.0,-0.0,-915.79,0.0,0.0,-24.66,-155.77,0.44,-556.54,3.42,15.8,108.13,412.05,11.16,1101.75,0.0,0.0,0.0
2013-07-28 15:00:00,-0.0,0.0,-610.07,0.0,0.0,-2.12,-0.87,4.22,-427.53,6.54,12.46,104.69,445.88,11.64,455.16,0.0,0.0,0.0
2013-07-28 18:00:00,0.0,-0.0,-263.3,0.0,0.0,13.74,-0.02,97.36,-391.19,23.04,9.64,94.27,394.0,11.67,10.79,0.0,0.0,0.0
2013-07-28 21:00:00,-0.0,0.0,-243.09,0.0,0.0,10.06,-0.06,86.02,-384.81,23.06,15.34,85.42,396.31,11.74,0.0,0.0,0.0,0.0
2013-07-29 00:00:00,-0.0,0.0,-271.79,0.0,0.0,16.43,-0.05,70.5,-364.52,26.32,18.3,92.75,400.22,11.84,0.0,0.0,0.0,0.0
2013-07-29 03:00:00,0.0,0.0,-273.67,0.0,0.0,18.59,-0.05,87.0,-382.13,31.3,20.02,102.44,364.86,12.04,19.61,0.0,0.0,0.0
2013-07-29 06:00:00,0.0,0.0,-611.62,0.0,0.0,-2.25,-32.79,0.14,-406.05,13.56,18.7,106.49,339.54,12.27,562.01,0.0,0.0,0.0
2013-07-29 09:00:00,-0.0,-0.0,-748.14,0.0,0.0,-16.65,-142.78,0.1,-634.75,12.16,18.32,91.26,299.13,12.54,1108.8,0.0,0.0,0.0
2013-07-29 12:00:00,0.0,0.0,-778.21,0.0,0.0,-15.05,-126.33,0.14,-603.49,14.85,17.14,87.01,375.55,12.95,1015.44,0.0,0.0,0.0
2013-07-29 15:00:00,-0.0,0.0,-635.99,0.0,0.0,-1.75,-9.34,3.4,-455.81,24.52,21.38,97.12,461.65,13.41,481.41,0.0,0.0,0.0
2013-07-29 18:00:00,-0.0,0.0,-298.97,0.0,0.0,6.1,-0.04,102.07,-419.23,35.37,22.57,95.54,428.41,13.6,14.59,0.0,0.0,0.0
2013-07-29 21:00:00,0.0,-0.0,-300.16,0.0,0.0,3.57,-0.05,71.25,-406.5,30.13,24.14,91.61,472.37,13.64,0.0,0.0,0.0,0.0
2013-07-30 00:00:00,0.0,-0.0,-278.5,0.0,0.0,3.4,-0.05,59.03,-400.65,27.8,24.01,91.03,460.28,13.65,0.0,0.0,0.0,0.0
2013-07-30 03:00:00,-0.0,0.0,-286.96,0.0,0.0,3.59,-0.05,63.52,-424.32,29.14,24.61,91.24,470.3,13.64,15.29,0.0,0.0,0.0
2013-07-30 06:00:00,0.0,-0.0,-746.0,0.0,0.0,-24.53,-43.26,0.75,-458.51,11.99,25.31,92.47,516.03,13.33,612.41,0.0,0.0,0.0
2013-07-30 09:00:00,-0.0,0.0,-875.18,0.0,0.0,-40.31,-161.41,0.42,-685.65,8.32,24.38,97.84,499.17,13.01,1119.39,0.0,0.0,0.0
2013-07-30 12:00:00,0.0,0.0,-899.94,0.0,0.0,-41.84,-151.73,0.45,-645.38,7.5,23.7,100.62,555.37,12.94,1038.3,0.0,0.0,0.0
2013-07-30 15:00:00,0.0,0.0,-779.46,0.0,0.0,-6.41,-3.09,3.07,-464.93,8.23,25.96,107.21,597.97,13.31,498.14,0.0,0.0,0.0
2013-07-30 18:00:00,-0.0,-0.0,-348.47,0.0,0.0,7.38,-1.49,77.64,-429.52,16.4,26.35,83.75,541.62,13.25,13.08,0.0,0.0,0.0
2013-07-30 21:00:00,0.0,-0.0,-304.59,0.0,0.0,10.12,-0.08,73.17,-407.18,14.83,23.3,62.38,514.86,13.21,0.0,0.0,0.0,0.0
2013-07-31 00:00:00,0.0,0.0,-267.25,0.0,0.0,5.91,-0.08,83.01,-387.56,14.1,18.45,65.61,454.61,13.2,0.0,0.0,0.0,0.0
2013-07-31 03:00:00,0.0,0.0,-223.91,0.0,0.0,11.35,-0.07,99.85,-382.17,15.81,17.69,64.76,364.84,13.2,18.65,0.0,0.0,0.0
2013-07-31 06:00:00,0.0,0.0,-592.35,0.0,0.0,-18.69,-36.69,0.46,-440.08,6.71,16.92,63.95,331.8,12.99,654.96,0.0,0.0,0.0
2013-07-31 09:00:00,0.0,-0.0,-787.13,0.0,0.0,-31.48,-159.79,0.29,-642.78,5.2,16.27,60.28,346.14,12.73,1180.28,0.0,0.0,0.0
2013-07-31 12:00:00,-0.0,0.0,-845.29,0.0,0.0,-33.19,-155.01,0.33,-606.78,4.13,17.53,51.96,421.97,12.62,1131.73,0.0,0.0,0.0
2013-07-31 15:00:00,0.0,-0.0,-628.14,0.0,0.0,-0.19,-0.09,3.72,-429.42,6.27,15.12,53.36,426.67,12.82,539.85,0.0,0.0,0.0
2013-07-31 18:00:00,-0.0,0.0,-229.4,0.0,0.0,24.21,-0.02,99.47,-399.41,37.11,12.52,47.16,383.69,12.73,11.94,0.0,0.0,0.0
2013-07-31 21:00:00,-0.0,-0.0,-218.82,0.0,0.0,20.37,-0.02,94.8,-393.68,39.48,10.84,45.87,388.47,12.69,0.0,0.0,0.0,0.0
2013-08-01 00:00:00,-0.0,0.0,-246.25,0.0,0.0,15.1,-0.02,71.5,-378.81,39.91,10.39,54.61,420.92,12.66,0.0,0.0,0.0,0.0
2013-08-01 03:00:00,-0.0,0.0,-253.92,0.0,0.0,15.93,-0.02,77.98,-389.52,44.38,9.34,62.58,403.31,12.64,17.32,0.0,0.0,0.0
2013-08-01 06:00:00,-0.0,0.0,-714.1,0.0,0.0,-21.38,-44.23,0.88,-393.17,13.08,8.16,64.1,344.3,12.09,730.26,0.0,0.0,0.0
2013-08-01 09:00:00,0.0,0.0,-930.14,0.0,0.0,-42.72,-161.58,0.52,-691.28,12.42,8.0,51.64,352.82,11.66,1388.65,0.0,0.0,0.0
2013-08-01 12:00:00,0.0,-0.0,-932.85,0.0,0.0,-42.32,-155.99,0.57,-671.24,14.34,10.0,55.48,378.09,11.63,1332.3,0.0,0.0,0.0
2013-08-01 15:00:00,-0.0,0.0,-711.11,0.0,0.0,-2.6,-0.08,4.52,-438.75,26.51,14.47,62.04,424.59,12.52,607.88,0.0,0.0,0.0
2013-08-01 18:00:00,-0.0,0.0,-344.12,0.0,0.0,25.68,-0.02,86.88,-386.24,46.12,17.78,82.6,445.17,12.49,13.67,0.0,0.0,0.0
2013-08-01 21:00:00,0.0,-0.0,-391.35,0.0,0.0,14.25,-0.04,87.77,-397.01,40.91,20.95,111.24,500.83,12.47,0.0,0.0,0.0,0.0
2013-08-02 00:00:00,0.0,0.0,-373.48,0.0,0.0,11.29,-0.04,73.52,-376.34,35.16,19.26,114.34,483.83,12.44,0.0,0.0,0.0,0.0
2013-08-02 03:00:00,-0.0,0.0,-365.08,0.0,0.0,15.47,-0.03,92.06,-393.79,36.18,13.18,106.35,468.47,12.42,14.78,0.0,0.0,0.0
2013-08-02 06:00:00,0.0,0.0,-831.43,0.0,0.0,-23.23,-37.24,0.93,-410.25,10.07,7.69,91.84,454.09,11.88,725.66,0.0,0.0,0.0
2013-08-02 09:00:00,0.0,0.0,-1021.83,0.0,0.0,-42.22,-163.42,0.54,-678.73,5.97,4.06,66.78,452.03,11.45,1365.37,0.0,0.0,0.0
2013-08-02 12:00:00,-0.0,0.0,-1037.94,0.0,0.0,-43.25,-160.47,0.58,-665.17,5.92,4.36,47.52,512.72,11.39,1324.34,0.0,0.0,0.0
2013-08-02 15:00:00,0.0,-0.0,-805.0,0.0,0.0,-5.12,-0.22,2.96,-432.4,12.92,9.18,44.63,582.4,12.21,578.43,0.0,0.0,0.0
2013-08-02 18:00:00,0.0,0.0,-403.41,0.0,0.0,13.85,-0.05,78.56,-399.88,18.12,14.0,47.0,608.75,12.18,10.88,0.0,0.0,0.0
2013-08-02 21:00:00,-0.0,-0.0,-478.17,0.0,0.0,10.16,-0.03,79.92,-393.13,15.71,13.96,73.2,666.23,12.16,0.0,0.0,0.0,0.0
2013-08-03 00:00:00,-0.0,-0.0,-477.77,0.0,0.0,8.47,-0.02,90.92,-364.31,14.85,19.53,78.08,618.12,12.13,0.0,0.0,0.0,0.0
2013-08-03 03:00:00,-0.0,0.0,-497.3,0.0,0.0,9.96,-0.02,95.22,-374.44,14.8,24.79,115.81,580.82,12.12,18.25,0.0,0.0,0.0
2013-08-03 06:00:00,0.0,0.0,-920.16,0.0,0.0,-22.03,-43.57,0.53,-409.67,2.77,27.34,125.78,522.33,11.75,704.93,0.0,0.0,0.0
2013-08-03 09:00:00,0.0,0.0,-1097.12,0.0,0.0,-39.89,-162.64,0.36,-662.22,2.36,23.52,113.4,476.79,11.52,1333.9,0.0,0.0,0.0
2013-08-03 12:00:00,0.0,0.0,-1098.33,0.0,0.0,-38.97,-159.92,0.43,-623.35,3.32,21.2,109.63,508.77,11.64,1265.57,0.0,0.0,0.0
2013-08-03 15:00:00,0.0,0.0,-760.62,0.0,0.0,-3.24,-0.07,3.36,-407.73,5.7,18.94,110.84,477.74,11.97,543.11,0.0,0.0,0.0
2013-08-03 18:00:00,0.0,-0.0,-259.17,0.0,0.0,16.17,-0.02,81.13,-360.09,42.79,11.8,81.48,362.35,11.94,11.62,0.0,0.0,0.0
2013-08-03 21:00:00,-0.0,0.0,-215.56,0.0,0.0,19.48,-0.02,84.63,-342.48,48.05,10.51,69.73,313.73,11.94,0.0,0.0,0.0,0.0
2013-08-04 00:00:00,-0.0,0.0,-213.07,0.0,0.0,16.9,-0.06,90.92,-324.11,48.22,10.21,72.38,286.72,11.9,0.0,0.0,0.0,0.0
2013-08-04 03:00:00,0.0,0.0,-182.55,0.0,0.0,18.53,-0.07,84.54,-329.62,51.04,8.34,63.56,256.72,11.84,17.66,0.0,0.0,0.0
2013-08-04 06:00:00,-0.0,0.0,-645.08,0.04,0.0,-20.43,-44.1,0.53,-305.5,5.65,4.93,58.59,229.04,11.4,704.92,0.0,0.0,0.0
2013-08-04 09:00:00,0.0,-0.0,-816.14,0.0,0.0,-37.4,-160.25,0.39,-619.04,3.6,2.76,50.31,225.81,11.19,1338.77,0.0,0.0,0.0
2013-08-04 12:00:00,-0.0,0.0,-816.93,0.0,0.0,-36.9,-155.54,0.42,-570.27,4.78,2.37,48.53,267.89,11.17,1244.47,0.0,0.0,0.0
2013-08-04 15:00:00,0.0,0.0,-480.87,0.0,0.0,-0.36,-0.41,2.83,-415.66,24.91,1.96,43.38,271.77,11.61,540.85,0.0,0.0,0.0
2013-08-04 18:00:00,0.0,0.0,-126.61,8.7,0.0,20.86,-0.02,96.08,-355.01,62.65,1.18,37.27,232.84,11.53,9.94,0.0,0.0,0.59
2013-08-04 21:00:00,-0.0,0.0,-123.06,8.46,0.0,23.39,-0.02,97.38,-361.31,60.73,2.71,45.09,234.6,11.42,0.0,0.0,0.0,0.6
2013-08-05 00:00:00,-0.0,-0.0,-142.49,8.27,0.0,21.23,-0.02,85.8,-354.46,62.09,5.28,50.77,251.65,11.28,0.0,0.0,0.0,0.6
2013-08-05 03:00:00,0.0,0.0,-176.23,7.92,0.0,22.18,-0.02,68.71,-358.98,66.89,6.55,52.83,283.01,11.04,15.49,0.0,0.0,0.6
2013-08-05 06:00:00,0.0,-0.0,-620.23,0.0,0.0,-18.64,-42.54,0.54,-382.63,13.58,5.89,48.44,281.02,10.34,704.22,0.0,0.0,0.0
2013-08-05 09:00:00,0.0,0.0,-821.64,0.0,0.0,-34.97,-161.78,0.28,-681.22,8.62,4.63,41.01,289.83,9.61,1345.63,0.0,0.0,0.0
2013-08-05 12:00:00,-0.0,-0.0,-808.91,0.0,0.0,-31.94,-155.82,0.33,-650.03,8.89,4.18,46.12,335.19,9.27,1242.73,0.0,0.0,0.0
2013-08-05 15:00:00,0.0,-0.0,-533.76,0.0,0.0,-5.81,-3.99,2.58,-452.7,16.63,7.36,68.02,378.4,9.4,513.86,0.0,0.0,0.0
2013-08-05 18:00:00,-0.0,-0.0,-253.32,0.0,0.0,20.34,-0.04,90.13,-415.08,39.92,15.06,76.44,408.47,9.15,8.94,0.0,0.0,0.0
2013-08-05 21:00:00,0.0,0.0,-249.58,0.0,0.0,11.91,-0.59,70.23,-413.05,33.78,21.75,79.5,436.99,9.06,0.0,0.0,0.0,0.0
2013-08-06 00:00:00,0.0,-0.0,-216.91,0.0,0.0,10.0,-1.6,69.8,-392.77,30.33,19.88,79.83,392.41,9.02,0.0,0.0,0.0,0.0
2013-08-06 03:00:00,0.0,-0.0,-181.25,0.0,0.0,13.75,-0.14,110.47,-394.79,33.37,12.83,82.15,296.74,9.0,17.88,0.0,0.0,0.0
2013-08-06 06:00:00,-0.0,0.0,-517.0,0.0,0.0,-15.47,-39.02,0.18,-434.45,7.47,8.23,75.29,194.48,8.87,711.42,0.0,0.0,0.0
2013-08-06 09:00:00,0.0,-0.0,-681.78,0.0,0.0,-31.12,-165.47,0.13,-689.95,6.59,5.1,61.95,152.83,8.46,1333.26,0.0,0.0,0.0
2013-08-06 12:00:00,-0.0,0.0,-638.83,0.0,0.0,-28.01,-153.05,0.16,-599.19,6.02,3.11,43.48,169.13,8.9,1188.28,0.0,0.0,0.0
2013-08-06 15:00:00,-0.0,0.0,-242.88,0.0,0.0,0.29,-0.07,2.96,-475.5,14.49,2.93,33.01,177.36,9.08,478.33,0.0,0.0,0.0
2013-08-06 18:00:00,-0.0,-0.0,-41.15,5.82,5.06,20.03,-0.03,91.05,-378.13,49.55,2.98,24.29,187.03,9.13,8.21,16.15,0.0,0.0
2013-08-06 21:00:00,-0.0,0.0,-46.04,3.53,5.06,24.16,-0.06,91.11,-382.68,45.88,4.84,23.73,212.26,9.25,0.0,8.97,0.0,0.0
2013-08-07 00:00:00,-0.0,0.0,-36.73,4.4,5.06,21.34,-0.06,84.34,-359.45,48.91,6.73,24.42,187.57,9.38,0.0,4.08,0.0,0.0
2013-08-07 03:00:00,-0.0,0.0,-30.17,3.48,6.44,21.16,-0.06,80.49,-369.03,55.09,8.67,26.7,167.29,9.43,16.67,3.84,0.0,0.0
2013-08-07 06:00:00,0.0,0.0,-265.72,0.0,0.35,-8.81,-44.12,0.11,-471.3,13.51,11.47,28.74,145.81,9.42,580.54,0.0,0.0,0.0
2013-08-07 09:00:00,0.0,-0.0,-407.47,0.0,0.19,-27.17,-161.46,0.09,-701.6,10.86,11.09,26.99,133.56,9.32,1105.58,0.0,0.0,0.0
2013-08-07 12:00:00,-0.0,0.0,-399.89,0.0,0.2,-19.27,-148.25,0.11,-644.09,13.88,11.85,29.63,163.28,9.57,982.97,0.0,0.0,0.0
2013-08-07 15:00:00,0.0,0.0,-195.89,0.0,1.29,-2.11,-9.14,3.31,-486.32,28.8,13.67,39.64,194.17,9.74,402.84,0.0,0.0,0.0
2013-08-07 18:00:00,-0.0,0.0,-44.32,0.0,8.8,7.91,-0.04,95.19,-404.94,48.71,9.45,49.57,201.98,9.88,7.83,10.0,0.0,0.0
2013-08-07 21:00:00,0.0,-0.0,-51.49,0.0,8.8,6.24,-0.05,85.73,-394.58,47.13,8.43,51.89,208.94,10.02,0.0,18.91,0.0,0.0
2013-08-08 00:00:00,-0.0,0.0,-50.46,0.0,6.2,5.17,-0.04,73.03,-368.43,45.65,10.43,50.44,199.24,10.17,0.0,18.62,0.0,0.0
2013-08-08 03:00:00,0.0,-0.0,-58.51,0.0,5.06,7.07,-0.02,91.07,-392.26,44.96,9.39,50.04,198.54,10.3,15.19,19.19,0.0,0.0
2013-08-08 06:00:00,0.0,0.0,-328.91,0.0,1.79,-4.24,-50.13,0.12,-440.39,21.61,4.07,38.55,162.31,10.43,584.76,0.0,0.0,0.0
2013-08-08 09:00:00,-0.0,0.0,-587.66,0.0,0.0,-19.16,-158.51,0.1,-671.04,20.06,2.96,41.22,179.16,10.54,1182.34,0.0,0.0,0.0
2013-08-08 12:00:00,-0.0,-0.0,-646.36,0.0,0.0,-14.21,-153.22,0.11,-631.96,18.91,4.17,38.48,276.93,10.85,1096.31,0.0,0.0,0.0
2013-08-08 15:00:00,-0.0,-0.0,-409.64,0.0,0.0,-2.34,-1.13,3.27,-461.7,19.0,6.75,37.05,326.59,11.09,470.08,0.24,0.0,0.73
2013-08-08 18:00:00,0.0,0.0,-183.17,0.38,0.0,11.53,-0.02,93.34,-397.83,43.87,7.34,36.24,367.64,11.22,7.68,1.05,0.0,0.73
2013-08-08 21:00:00,0.0,-0.0,-222.69,0.48,0.0,12.5,-0.02,88.61,-392.2,38.26,7.17,38.89,416.56,11.29,0.0,0.43,0.0,0.73
2013-08-09 00:00:00,-0.0,0.0,-215.9,0.71,0.0,12.87,-0.11,84.49,-391.6,40.03,8.89,46.04,402.49,11.32,0.0,0.03,0.0,0.73
2013-08-09 03:00:00,0.0,-0.0,-185.92,1.03,0.0,15.22,-0.03,78.75,-399.82,40.49,9.82,55.1,357.73,11.38,15.53,0.0,0.0,0.73
2013-08-09 06:00:00,-0.0,0.0,-522.57,0.0,0.0,-9.68,-36.03,0.15,-442.08,12.06,11.86,63.32,315.48,11.44,596.04,0.0,0.0,0.0
2013-08-09 09:00:00,0.0,-0.0,-708.95,0.0,0.0,-26.16,-163.3,0.07,-689.53,11.46,11.94,68.13,283.42,11.46,1201.48,0.0,0.0,0.0
