snapshot,AC,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,battery charger,battery discharger,electricity distribution grid,hydro,offwind-ac,offwind-dc,onwind,ror,solar,urban central gas CHP,urban central solid biomass CHP,urban central solid biomass CHP CC
2013-01-01 00:00:00,-0.0,-0.0,-714.33,13.85,0.0,-4.02,-6.15,45.87,-652.25,30.07,28.4,109.47,1112.81,12.33,0.0,3.72,0.79,19.43
2013-01-01 03:00:00,-0.0,-0.0,-655.74,15.73,0.0,-0.87,-7.6,55.21,-655.53,31.12,21.82,95.94,1057.4,12.38,0.0,7.49,0.79,21.85
2013-01-01 06:00:00,-0.0,-0.0,-627.91,14.62,0.0,-4.58,-29.9,18.61,-702.12,33.67,23.11,109.93,989.89,12.52,139.26,0.0,0.79,22.1
2013-01-01 09:00:00,-0.0,-0.0,-784.04,8.49,0.0,-37.58,-159.66,0.02,-774.16,14.9,21.09,120.79,842.42,12.69,714.36,0.0,0.78,19.9
2013-01-01 12:00:00,0.0,-0.0,-702.86,14.47,0.0,-17.05,-142.2,2.92,-759.06,24.99,21.16,130.89,839.16,12.97,554.31,0.17,0.79,19.34
2013-01-01 15:00:00,0.0,0.0,-522.27,19.81,0.0,4.53,-0.18,44.36,-660.49,46.14,21.8,137.76,804.74,13.13,56.88,9.48,0.79,23.53
2013-01-01 18:00:00,0.0,-0.0,-489.69,22.25,0.0,10.62,-0.02,66.9,-632.7,49.56,26.08,139.18,761.18,13.13,0.0,9.48,0.79,23.24
2013-01-01 21:00:00,0.0,-0.0,-449.09,19.75,0.0,10.8,-0.1,51.19,-564.08,47.39,26.93,134.7,682.81,13.18,0.0,3.48,0.79,22.24
2013-01-02 00:00:00,0.0,0.0,-406.42,21.23,0.0,8.89,-0.34,38.75,-538.0,45.66,26.88,128.31,635.85,13.19,0.0,2.71,0.79,22.49
2013-01-02 03:00:00,0.0,0.0,-359.02,27.28,0.0,10.42,-0.11,60.74,-584.48,53.44,23.66,115.35,605.25,13.16,0.0,9.18,0.8,24.32
2013-01-02 06:00:00,-0.0,0.0,-353.35,27.35,0.0,10.52,-17.78,29.2,-623.47,57.93,18.64,100.26,598.29,13.1,110.45,3.95,0.8,24.12
2013-01-02 09:00:00,0.0,0.0,-607.52,22.71,0.0,-14.09,-147.95,0.51,-718.21,28.87,14.6,88.35,625.77,13.0,668.95,0.78,0.8,23.42
2013-01-02 12:00:00,0.0,-0.0,-665.08,22.37,0.0,-12.64,-113.03,2.43,-676.5,40.48,18.0,95.8,707.8,12.98,541.28,1.69,0.8,23.59
2013-01-02 15:00:00,-0.0,0.0,-552.53,26.59,0.0,7.05,-0.04,64.31,-652.24,51.76,26.41,127.81,787.94,13.0,65.71,9.36,0.8,24.08
2013-01-02 18:00:00,-0.0,-0.0,-597.56,26.45,0.0,9.8,-1.37,59.25,-655.16,53.75,31.2,139.77,887.01,12.92,0.0,9.55,0.8,23.59
2013-01-02 21:00:00,-0.0,-0.0,-642.58,18.66,0.0,9.33,-2.99,41.11,-633.88,50.42,29.12,138.88,953.87,12.83,0.0,1.95,0.8,22.49
2013-01-03 00:00:00,-0.0,-0.0,-650.11,16.98,0.0,5.98,-1.11,43.09,-637.52,49.09,26.04,135.94,974.09,12.77,0.0,2.09,0.8,21.88
2013-01-03 03:00:00,0.0,-0.0,-611.98,22.0,0.0,5.69,-4.28,64.67,-671.3,46.85,25.79,128.86,947.38,12.68,0.0,10.25,0.8,22.58
2013-01-03 06:00:00,0.0,-0.0,-585.12,19.4,0.0,1.89,-10.51,28.85,-733.11,47.95,24.21,127.44,914.82,12.63,126.23,1.99,0.8,22.52
2013-01-03 09:00:00,-0.0,-0.0,-762.92,12.87,0.0,-35.1,-164.5,0.13,-779.0,16.19,21.95,122.82,810.61,12.62,720.28,1.89,0.5,21.65
2013-01-03 12:00:00,0.0,-0.0,-660.48,8.74,0.0,-24.46,-150.01,0.03,-753.24,26.19,21.66,123.58,784.98,12.58,586.31,1.89,0.29,21.93
2013-01-03 15:00:00,0.0,-0.0,-471.74,21.97,0.42,6.11,-0.03,65.18,-677.61,44.01,18.6,118.89,757.48,12.59,68.56,12.6,0.8,22.16
2013-01-03 18:00:00,-0.0,0.0,-487.67,22.05,0.42,11.51,-0.02,83.76,-640.47,39.46,17.11,106.35,794.83,12.56,0.0,17.3,0.8,22.04
2013-01-03 21:00:00,0.0,0.0,-499.56,18.66,0.42,5.94,-0.03,51.02,-588.98,37.87,18.3,96.54,814.08,12.55,0.0,11.65,0.73,20.82
2013-01-04 00:00:00,0.0,-0.0,-516.87,18.96,0.42,5.21,-0.03,34.66,-575.75,37.84,21.09,115.46,813.25,12.55,0.0,11.82,0.73,20.65
2013-01-04 03:00:00,-0.0,0.0,-522.4,20.56,0.42,6.9,-0.03,41.92,-586.77,38.78,23.97,126.61,796.93,12.55,0.0,18.53,0.73,21.31
2013-01-04 06:00:00,-0.0,0.0,-496.35,21.78,0.42,3.76,-15.87,11.01,-663.48,33.41,22.64,125.39,777.68,12.55,128.13,17.03,0.73,21.17
2013-01-04 09:00:00,0.0,0.0,-729.5,16.72,0.42,-23.22,-143.67,1.52,-757.59,24.21,19.47,121.83,721.62,12.53,701.35,13.81,0.65,19.86
2013-01-04 12:00:00,0.0,0.0,-666.93,18.86,0.42,-21.37,-145.05,0.99,-759.52,30.22,16.99,117.71,768.48,12.56,593.44,13.32,0.24,19.65
2013-01-04 15:00:00,-0.0,0.0,-428.61,22.52,0.42,-2.51,-0.85,51.0,-671.49,47.14,17.79,113.95,724.3,12.6,74.59,16.81,0.7,21.62
2013-01-04 18:00:00,0.0,0.0,-406.31,22.68,0.42,9.54,-1.09,76.23,-634.65,49.11,19.41,104.76,707.18,12.62,0.0,17.66,0.7,21.73
2013-01-04 21:00:00,0.0,-0.0,-394.35,17.61,0.42,6.46,-1.4,62.24,-583.63,49.59,18.94,100.72,674.1,12.74,0.0,14.84,0.63,21.09
2013-01-05 00:00:00,-0.0,0.0,-368.43,19.15,0.42,5.58,-0.35,40.31,-555.1,50.81,15.26,94.88,649.21,12.84,0.0,14.95,0.63,19.84
2013-01-05 03:00:00,-0.0,-0.0,-331.85,23.74,0.42,6.08,-0.17,46.92,-573.77,75.38,10.48,76.15,608.59,12.93,0.0,21.04,0.7,23.38
2013-01-05 06:00:00,-0.0,-0.0,-281.16,19.97,0.42,3.76,-15.89,6.88,-609.26,70.47,7.62,51.37,574.3,12.96,109.09,24.9,0.7,23.87
2013-01-05 09:00:00,-0.0,0.0,-523.35,14.31,0.23,-20.94,-139.35,0.53,-708.83,60.81,6.75,42.31,561.49,13.0,649.44,20.2,0.59,22.78
2013-01-05 12:00:00,-0.0,0.0,-528.65,18.64,0.2,-22.84,-136.4,4.08,-698.92,71.02,7.56,44.01,616.5,13.02,570.13,18.47,0.4,22.76
2013-01-05 15:00:00,-0.0,0.0,-352.11,27.11,0.42,-2.9,-1.52,45.52,-599.16,86.28,6.69,42.93,606.02,13.05,75.03,27.02,0.69,24.91
2013-01-05 18:00:00,0.0,0.0,-263.24,27.61,0.42,6.72,-1.11,64.61,-588.98,85.78,10.08,59.69,533.69,13.07,0.0,25.46,0.69,25.52
2013-01-05 21:00:00,0.0,0.0,-192.81,17.68,0.42,5.58,-0.12,52.23,-532.7,83.17,11.62,70.68,427.19,13.05,0.0,17.94,0.62,25.46
2013-01-06 00:00:00,0.0,-0.0,-166.14,14.05,0.42,5.77,-1.89,53.1,-512.62,80.2,13.69,82.79,374.15,13.04,0.0,16.75,0.68,26.02
2013-01-06 03:00:00,0.0,0.0,-167.28,24.38,0.42,6.45,-1.15,46.2,-543.48,80.63,15.37,86.29,386.96,13.02,0.0,25.38,0.79,26.02
2013-01-06 06:00:00,0.0,0.0,-216.93,22.63,0.42,4.59,-14.39,11.9,-572.6,72.84,16.67,97.1,390.99,13.0,122.87,24.08,0.79,26.02
2013-01-06 09:00:00,0.0,-0.0,-487.51,12.48,0.0,-17.89,-149.11,0.04,-680.91,63.2,12.14,85.94,405.52,12.99,694.45,22.4,0.28,25.95
2013-01-06 12:00:00,0.0,-0.0,-461.93,14.67,0.0,-12.99,-124.25,1.92,-655.52,68.72,9.37,64.81,460.66,12.99,570.69,24.48,0.34,26.02
2013-01-06 15:00:00,0.0,0.0,-216.64,27.33,1.03,-1.62,-1.2,35.61,-600.63,89.7,8.14,51.96,451.47,12.98,73.04,42.02,0.8,26.02
2013-01-06 18:00:00,-0.0,0.0,-151.38,28.91,1.55,10.01,-3.0,57.45,-594.57,85.17,9.4,40.28,429.98,12.96,0.0,46.41,0.8,26.02
2013-01-06 21:00:00,-0.0,0.0,-124.65,28.76,2.39,9.52,-0.99,59.0,-551.73,87.94,7.07,35.6,366.35,12.94,0.0,41.03,0.75,26.02
2013-01-07 00:00:00,-0.0,0.0,-130.82,30.04,2.39,9.0,-0.91,43.48,-519.09,88.53,6.08,38.94,342.69,12.93,0.0,49.94,0.8,26.02
2013-01-07 03:00:00,0.0,0.0,-136.68,32.6,2.39,12.45,-0.17,66.59,-545.91,87.54,6.45,41.73,318.87,12.92,0.0,74.4,0.8,26.02
2013-01-07 06:00:00,0.0,0.0,-169.8,32.6,2.42,10.44,-3.72,24.48,-600.02,89.54,8.58,43.71,317.96,12.92,127.06,77.01,0.8,26.02
2013-01-07 09:00:00,0.0,-0.0,-390.32,26.49,2.65,-14.49,-144.12,0.94,-706.0,79.98,12.12,50.39,300.63,12.91,687.32,55.31,0.31,25.87
2013-01-07 12:00:00,-0.0,0.0,-358.8,26.7,5.17,-8.14,-133.95,2.51,-692.89,92.17,14.44,60.55,313.26,12.9,580.75,59.32,0.23,25.78
2013-01-07 15:00:00,-0.0,0.0,-182.27,32.6,2.51,13.55,-0.88,58.28,-609.09,97.99,16.0,71.13,311.31,12.89,70.67,78.47,0.8,26.02
2013-01-07 18:00:00,-0.0,0.0,-196.86,32.6,2.59,20.88,-1.84,83.85,-599.15,97.56,18.08,81.08,345.66,12.86,0.0,75.87,0.8,26.02
2013-01-07 21:00:00,0.0,0.0,-229.63,32.6,2.58,12.28,-0.01,50.49,-563.91,97.74,19.84,95.11,375.94,12.85,0.0,67.3,0.8,26.02
2013-01-08 00:00:00,-0.0,0.0,-260.06,32.6,2.77,9.5,-1.83,34.48,-566.46,97.97,24.22,109.82,413.23,12.83,0.0,64.1,0.8,26.02
2013-01-08 03:00:00,0.0,0.0,-236.85,32.6,3.18,10.93,-3.21,43.17,-609.71,96.47,24.8,99.4,421.49,12.82,0.0,78.07,0.8,26.02
2013-01-08 06:00:00,0.0,0.0,-233.22,32.6,2.58,12.3,-15.86,17.95,-681.51,93.94,23.92,87.77,428.96,12.8,114.15,76.78,0.8,26.02
2013-01-08 09:00:00,-0.0,-0.0,-384.48,32.41,2.5,-11.82,-139.24,0.27,-780.32,89.4,23.48,73.71,387.47,12.78,610.81,56.21,0.8,26.02
2013-01-08 12:00:00,0.0,0.0,-330.54,32.6,2.5,-8.02,-118.97,3.37,-743.82,94.75,23.68,67.37,347.95,12.76,527.43,62.19,0.72,26.02
2013-01-08 15:00:00,0.0,-0.0,-103.36,32.6,2.5,9.25,-0.74,40.68,-650.17,97.88,22.92,58.82,299.99,12.73,69.03,81.03,0.8,26.02
2013-01-08 18:00:00,-0.0,-0.0,-77.78,32.6,2.5,17.92,-0.84,63.31,-612.13,97.59,21.87,60.03,278.51,12.71,0.0,76.88,0.8,26.02
2013-01-08 21:00:00,-0.0,-0.0,-73.73,32.6,2.5,15.64,-0.61,42.48,-566.0,97.31,20.59,61.55,257.33,12.69,0.0,70.8,0.8,26.02
2013-01-09 00:00:00,0.0,0.0,-66.2,32.6,2.5,15.05,-0.53,35.32,-546.67,97.38,21.17,61.91,244.02,12.67,0.0,63.94,0.8,26.02
2013-01-09 03:00:00,-0.0,0.0,-66.83,32.6,2.51,15.96,-0.44,51.08,-586.5,97.46,21.6,62.77,248.85,12.66,0.0,81.46,0.8,26.02
2013-01-09 06:00:00,0.0,-0.0,-64.94,32.6,2.51,13.67,-14.13,17.75,-658.17,95.54,17.86,61.02,261.21,12.66,103.37,92.24,0.8,26.02
2013-01-09 09:00:00,0.0,0.0,-203.35,32.18,1.03,-10.26,-138.67,0.76,-736.15,93.06,11.36,58.7,255.68,12.65,545.06,51.1,0.8,26.02
2013-01-09 12:00:00,0.0,0.0,-212.97,31.56,1.03,-6.19,-107.52,3.58,-699.71,94.22,9.98,51.5,271.51,12.65,460.72,62.81,0.8,26.02
2013-01-09 15:00:00,0.0,0.0,-122.89,31.67,3.36,4.1,-0.74,70.34,-614.82,95.85,8.16,48.04,302.15,12.65,55.71,79.59,0.8,26.02
2013-01-09 18:00:00,0.0,0.0,-140.41,31.67,3.37,12.65,-0.08,85.98,-628.72,96.26,7.64,54.59,359.24,12.65,0.0,78.33,0.8,26.02
2013-01-09 21:00:00,0.0,0.0,-170.37,29.99,3.07,9.27,-0.62,51.67,-600.44,95.06,7.66,60.43,403.64,12.66,0.0,71.14,0.8,26.02
2013-01-10 00:00:00,0.0,0.0,-209.3,30.38,1.76,10.62,-0.27,28.62,-601.89,93.63,8.62,65.92,461.82,12.66,0.0,70.59,0.8,26.02
2013-01-10 03:00:00,-0.0,0.0,-215.75,30.9,3.76,9.11,-0.35,51.65,-662.76,85.76,8.98,54.79,512.39,12.67,0.0,82.03,0.8,26.02
2013-01-10 06:00:00,0.0,-0.0,-226.39,31.44,6.09,9.53,-8.16,13.63,-696.17,82.2,9.63,52.43,515.37,12.66,87.45,83.46,0.8,26.02
2013-01-10 09:00:00,-0.0,0.0,-415.39,26.68,0.62,-14.31,-125.25,0.01,-772.33,72.85,10.41,67.26,535.96,12.67,517.2,56.83,0.77,26.02
2013-01-10 12:00:00,0.0,0.0,-408.98,28.41,0.53,-11.3,-109.98,0.02,-751.16,82.83,11.62,66.16,542.63,12.69,454.76,54.95,0.8,26.02
2013-01-10 15:00:00,0.0,0.0,-260.75,32.42,5.06,0.68,-0.71,56.4,-694.26,90.2,13.06,64.63,513.26,12.7,64.74,75.73,0.8,26.02
2013-01-10 18:00:00,-0.0,0.0,-265.48,32.41,2.11,6.89,-0.18,65.77,-679.77,88.61,14.6,70.06,548.66,12.73,0.0,76.77,0.8,26.02
2013-01-10 21:00:00,-0.0,0.0,-226.91,32.44,0.45,7.03,-0.73,38.8,-645.43,87.99,15.18,63.64,524.32,12.74,0.0,63.65,0.8,26.02
2013-01-11 00:00:00,0.0,-0.0,-190.6,32.59,1.22,6.88,-0.61,24.29,-632.85,86.26,14.61,55.2,490.66,12.77,0.0,72.76,0.8,26.02
2013-01-11 03:00:00,-0.0,-0.0,-148.73,32.6,0.26,7.45,-0.19,27.21,-631.95,88.37,12.74,44.54,443.1,12.79,0.0,84.97,0.8,26.02
2013-01-11 06:00:00,0.0,0.0,-131.68,32.6,5.06,8.26,-5.9,20.02,-675.06,86.98,11.15,37.6,378.9,12.8,101.92,90.53,0.8,26.02
2013-01-11 09:00:00,-0.0,-0.0,-322.88,32.59,0.0,-9.26,-153.2,0.01,-771.98,81.61,8.17,30.88,343.86,12.79,652.4,68.18,0.8,26.02
2013-01-11 12:00:00,0.0,-0.0,-347.08,32.6,0.0,-4.8,-114.3,0.37,-749.04,83.49,4.96,26.17,386.12,12.75,566.52,75.4,0.8,26.02
2013-01-11 15:00:00,-0.0,0.0,-161.29,32.6,0.0,-3.23,-2.45,48.68,-654.35,93.48,5.17,26.7,405.63,12.77,78.17,91.29,0.8,26.02
2013-01-11 18:00:00,-0.0,-0.0,-144.37,32.6,0.0,6.83,-1.07,61.47,-645.21,94.61,5.61,30.17,428.01,12.76,0.0,91.77,0.8,26.02
2013-01-11 21:00:00,-0.0,0.0,-148.84,32.59,0.0,6.4,-0.04,40.33,-626.94,95.99,7.12,34.87,444.43,12.71,0.0,74.53,0.8,26.02
2013-01-12 00:00:00,0.0,-0.0,-174.38,32.59,0.0,3.52,-1.83,29.56,-616.7,96.22,8.89,39.35,473.89,12.64,0.0,69.42,0.8,26.02
2013-01-12 03:00:00,0.0,0.0,-199.31,32.6,0.0,6.31,-0.66,62.43,-679.36,95.88,12.67,50.78,502.87,12.57,0.0,76.41,0.8,26.02
2013-01-12 06:00:00,0.0,0.0,-232.5,32.6,0.0,4.45,-7.72,16.63,-727.18,94.43,15.67,60.36,506.59,12.52,122.45,74.86,0.8,26.02
2013-01-12 09:00:00,-0.0,0.0,-442.02,31.72,0.0,-25.38,-152.35,0.01,-803.23,78.24,17.47,60.01,484.9,12.48,698.43,12.89,0.8,26.02
2013-01-12 12:00:00,0.0,0.0,-374.82,32.41,0.0,-11.18,-129.23,0.01,-752.98,93.63,17.47,53.26,442.53,12.44,551.42,38.22,0.8,26.02
2013-01-12 15:00:00,0.0,-0.0,-186.06,32.6,0.0,6.79,-1.94,33.63,-647.77,97.91,20.49,54.96,401.16,12.43,61.88,87.1,0.8,26.02
2013-01-12 18:00:00,-0.0,0.0,-121.98,32.6,0.0,6.09,-2.1,54.04,-635.4,98.3,23.75,59.93,357.8,12.43,0.0,87.72,0.8,26.02
2013-01-12 21:00:00,0.0,-0.0,-87.22,32.6,0.0,5.34,-2.06,39.45,-577.35,98.05,21.68,56.1,301.65,12.44,0.0,72.5,0.8,26.02
2013-01-13 00:00:00,-0.0,0.0,-48.24,32.6,0.0,6.4,-0.1,28.59,-551.92,98.67,18.19,47.0,254.26,12.44,0.0,75.28,0.8,26.02
2013-01-13 03:00:00,0.0,0.0,-43.91,32.6,0.0,8.62,-0.1,51.47,-579.36,98.63,15.66,43.41,241.96,12.44,0.0,91.74,0.8,26.02
2013-01-13 06:00:00,-0.0,-0.0,-50.43,32.6,0.0,4.71,-12.06,5.48,-631.05,97.62,13.7,44.66,254.94,12.44,108.3,92.27,0.8,26.02
2013-01-13 09:00:00,0.0,0.0,-253.37,32.6,0.0,-10.13,-106.17,0.0,-748.82,92.6,12.47,43.02,245.26,12.44,598.38,54.87,0.8,26.02
2013-01-13 12:00:00,-0.0,-0.0,-232.93,32.6,0.0,-8.54,-89.5,0.0,-734.46,90.5,11.69,40.05,270.64,12.45,509.08,71.57,0.8,26.02
2013-01-13 15:00:00,-0.0,0.0,-126.85,32.6,0.0,8.72,-0.94,28.9,-644.35,98.25,12.46,41.88,330.48,12.47,66.54,113.01,0.8,26.02
2013-01-13 18:00:00,0.0,-0.0,-78.15,32.6,0.0,7.19,-0.57,33.38,-641.34,98.14,11.96,38.49,346.41,12.49,0.0,112.57,0.8,26.02
2013-01-13 21:00:00,0.0,0.0,-68.59,32.6,0.0,5.22,-1.64,20.99,-612.42,97.17,8.55,34.24,343.29,12.52,0.0,101.24,0.8,26.02
2013-01-14 00:00:00,0.0,0.0,-93.28,32.6,0.0,5.52,-3.52,20.97,-596.83,97.26,5.97,26.14,368.69,12.57,0.0,97.1,0.8,26.02
2013-01-14 03:00:00,0.0,-0.0,-129.33,32.6,0.0,5.54,-0.17,47.22,-637.27,98.28,5.75,21.26,403.96,12.6,0.0,112.74,0.8,26.02
2013-01-14 06:00:00,-0.0,-0.0,-175.68,32.6,0.0,7.21,-11.95,55.78,-708.57,97.32,7.93,27.03,437.85,12.63,87.65,103.36,0.8,26.02
2013-01-14 09:00:00,0.0,-0.0,-397.0,32.6,0.0,-3.48,-123.33,0.0,-768.23,91.69,10.91,37.74,456.54,12.64,565.07,58.01,0.8,26.02
2013-01-14 12:00:00,-0.0,-0.0,-444.67,32.6,0.0,-10.23,-89.08,1.36,-781.56,90.67,17.06,52.21,553.47,12.71,477.34,61.3,0.8,26.02
2013-01-14 15:00:00,0.0,0.0,-352.34,32.6,3.01,5.46,-3.45,45.42,-727.91,95.94,25.78,67.74,634.02,12.75,74.38,59.76,0.8,26.02
2013-01-14 18:00:00,-0.0,0.0,-362.48,32.6,1.92,3.76,-9.58,51.62,-719.89,96.17,28.0,82.22,696.98,12.79,0.0,59.05,0.8,26.02
2013-01-14 21:00:00,-0.0,0.0,-321.41,32.6,0.01,1.53,-7.81,26.04,-686.26,96.07,27.73,74.93,663.76,12.82,0.0,53.17,0.8,26.02
2013-01-15 00:00:00,0.0,0.0,-245.95,32.6,2.8,1.86,-5.87,26.56,-664.49,94.73,26.6,67.38,569.75,12.84,0.0,54.34,0.8,26.02
2013-01-15 03:00:00,-0.0,-0.0,-169.78,32.6,6.82,4.76,-3.15,47.82,-686.32,94.6,24.58,52.21,480.04,12.86,0.0,76.12,0.8,26.02
2013-01-15 06:00:00,0.0,0.0,-111.74,32.6,11.49,6.54,-4.1,31.07,-740.02,91.59,26.51,49.18,388.59,12.9,90.75,87.82,0.8,26.02
2013-01-15 09:00:00,0.0,-0.0,-260.3,32.6,1.99,2.11,-109.38,0.53,-779.14,92.66,22.51,44.05,298.81,12.94,531.73,82.06,0.8,26.02
2013-01-15 12:00:00,-0.0,-0.0,-265.42,32.6,7.15,4.13,-82.76,0.28,-744.95,93.67,16.49,33.4,306.02,12.96,471.14,88.44,0.8,26.02
2013-01-15 15:00:00,-0.0,0.0,-80.74,32.6,22.68,13.8,-1.09,25.05,-685.46,96.52,15.51,31.76,292.59,12.98,75.28,121.68,0.8,26.02
2013-01-15 18:00:00,0.0,-0.0,-73.08,32.6,24.37,12.71,-0.29,40.91,-637.77,95.42,14.89,35.0,291.37,12.98,0.0,124.06,0.8,26.02
2013-01-15 21:00:00,0.0,0.0,-97.3,32.6,20.08,7.94,-1.1,24.62,-592.66,95.48,12.09,33.29,302.25,12.98,0.0,122.91,0.8,26.02
2013-01-16 00:00:00,-0.0,-0.0,-115.67,32.6,18.25,6.89,-3.15,22.69,-592.77,95.53,9.8,31.13,332.15,12.99,0.0,122.73,0.8,26.02
2013-01-16 03:00:00,0.0,0.0,-114.44,32.6,22.17,11.76,-0.27,50.13,-637.68,95.07,9.48,31.3,337.3,13.02,0.0,122.74,0.8,26.02
2013-01-16 06:00:00,0.0,0.0,-137.24,32.6,21.36,12.75,-7.54,51.13,-707.97,91.66,9.57,33.94,350.71,13.07,88.59,120.54,0.8,26.02
2013-01-16 09:00:00,-0.0,-0.0,-215.08,32.6,12.04,1.06,-121.23,0.01,-743.37,93.39,9.49,35.48,295.7,13.21,441.37,118.49,0.8,26.02
2013-01-16 12:00:00,-0.0,0.0,-179.39,32.6,11.91,4.23,-76.17,0.47,-733.39,95.67,10.27,28.76,277.83,13.4,368.18,118.8,0.8,26.02
2013-01-16 15:00:00,-0.0,0.0,-103.41,32.6,13.53,18.7,-0.51,56.03,-681.97,95.2,13.84,29.18,322.37,13.48,44.66,119.47,0.8,26.02
2013-01-16 18:00:00,-0.0,0.0,-64.5,32.6,12.32,14.61,-0.53,49.48,-692.44,94.59,15.59,33.11,349.72,13.52,0.0,115.09,0.8,26.02
2013-01-16 21:00:00,-0.0,-0.0,-67.31,32.6,10.38,14.18,-2.52,35.1,-645.79,94.45,13.31,32.83,335.96,13.55,0.0,106.43,0.8,26.02
2013-01-17 00:00:00,0.0,-0.0,-66.08,32.6,10.4,14.89,-1.49,28.85,-641.8,93.98,13.55,32.68,338.1,13.56,0.0,103.91,0.8,26.02
2013-01-17 03:00:00,0.0,-0.0,-77.3,32.6,9.85,11.46,-0.5,56.4,-676.86,93.0,11.67,29.21,358.79,13.58,0.0,111.26,0.8,26.02
2013-01-17 06:00:00,0.0,-0.0,-119.27,32.6,10.31,14.03,-4.77,35.49,-733.24,91.7,9.12,29.56,388.82,13.6,97.0,108.22,0.8,26.02
2013-01-17 09:00:00,0.0,0.0,-308.52,31.66,0.72,-12.11,-127.26,0.38,-781.22,84.8,4.93,32.21,406.85,13.59,548.84,78.29,0.8,26.02
2013-01-17 12:00:00,-0.0,0.0,-369.38,32.27,0.82,-6.08,-109.69,0.85,-746.49,85.86,4.79,29.75,476.52,13.61,481.06,79.28,0.8,26.02
2013-01-17 15:00:00,-0.0,-0.0,-335.65,32.6,1.79,6.23,-0.5,43.5,-712.77,93.85,5.99,35.23,622.42,13.65,72.02,94.81,0.8,26.02
2013-01-17 18:00:00,0.0,-0.0,-365.8,32.6,0.42,5.05,-1.47,41.65,-717.88,92.57,8.52,49.84,728.85,13.64,0.0,85.18,0.8,26.02
2013-01-17 21:00:00,-0.0,0.0,-413.38,32.6,0.42,3.34,-1.79,26.79,-685.81,92.48,10.5,60.76,758.97,13.66,0.0,74.64,0.8,26.02
2013-01-18 00:00:00,-0.0,0.0,-434.82,32.6,0.97,3.49,-0.26,30.72,-706.57,90.63,12.45,73.46,785.3,13.65,0.0,71.55,0.8,26.02
2013-01-18 03:00:00,0.0,0.0,-451.51,32.6,1.03,5.89,-0.38,53.6,-751.63,90.71,16.69,96.48,788.37,13.68,0.0,77.62,0.8,26.02
2013-01-18 06:00:00,-0.0,0.0,-504.72,32.59,0.62,1.83,-6.98,21.3,-789.35,81.35,21.29,125.14,808.34,13.77,92.79,75.2,0.8,26.02
2013-01-18 09:00:00,-0.0,-0.0,-612.07,29.53,0.0,-16.27,-115.42,0.01,-791.43,70.85,27.78,140.84,782.28,13.85,417.44,25.77,0.8,26.02
2013-01-18 12:00:00,-0.0,-0.0,-559.75,31.71,0.0,-16.79,-102.29,0.11,-780.14,73.61,30.99,142.63,760.88,13.95,358.09,20.16,0.8,26.02
2013-01-18 15:00:00,0.0,0.0,-449.53,32.59,0.0,0.75,-7.15,34.57,-764.99,87.44,34.45,145.58,753.67,14.06,44.38,47.35,0.8,26.02
2013-01-18 18:00:00,0.0,-0.0,-442.17,32.6,0.0,0.73,-4.61,46.87,-768.07,86.67,34.91,142.94,783.62,14.24,0.0,45.46,0.8,26.02
2013-01-18 21:00:00,-0.0,-0.0,-416.99,32.08,0.0,3.9,-4.22,35.13,-726.82,87.77,31.87,137.49,743.84,14.54,0.0,34.58,0.8,26.02
2013-01-19 00:00:00,0.0,0.0,-392.32,32.08,0.0,5.06,-4.37,31.43,-714.51,88.81,30.43,135.22,711.83,14.62,0.0,34.89,0.8,26.02
2013-01-19 03:00:00,-0.0,0.0,-362.95,32.6,0.01,4.69,-0.4,42.34,-762.57,90.48,30.07,136.12,679.6,14.62,0.0,68.56,0.8,26.02
2013-01-19 06:00:00,-0.0,-0.0,-334.13,32.6,0.0,2.95,-6.45,10.94,-779.92,86.4,29.07,135.84,617.2,14.63,97.02,67.02,0.8,26.02
2013-01-19 09:00:00,0.0,-0.0,-420.14,32.38,0.0,-12.49,-68.2,0.01,-781.6,71.98,26.49,132.25,606.39,14.65,339.97,31.47,0.8,26.02
2013-01-19 12:00:00,0.0,-0.0,-427.0,32.31,0.0,-8.41,-35.36,0.38,-754.7,77.53,26.07,136.08,600.78,14.67,276.01,34.81,0.8,26.02
2013-01-19 15:00:00,-0.0,0.0,-336.96,32.42,2.57,-3.61,-3.03,34.06,-734.59,86.79,27.47,136.45,633.13,14.71,41.95,41.8,0.8,26.02
2013-01-19 18:00:00,0.0,0.0,-297.38,32.44,3.18,-4.19,-10.25,38.47,-728.49,86.91,29.26,135.05,631.96,14.79,0.0,41.43,0.8,26.02
2013-01-19 21:00:00,0.0,0.0,-273.66,30.76,1.24,-0.87,-8.9,17.01,-687.54,92.41,28.83,131.17,592.26,14.93,0.0,35.52,0.8,26.02
2013-01-20 00:00:00,-0.0,0.0,-237.24,30.64,0.0,-0.81,-16.01,12.34,-673.85,91.51,29.11,130.45,559.93,15.06,0.0,32.02,0.8,26.02
2013-01-20 03:00:00,-0.0,0.0,-228.53,32.26,3.03,0.81,-6.61,16.36,-701.49,92.77,26.35,129.74,550.8,15.17,0.0,42.48,0.8,26.02
2013-01-20 06:00:00,-0.0,0.0,-265.95,30.17,2.59,0.42,-14.24,3.31,-733.22,87.41,23.96,129.27,568.95,15.23,82.75,42.51,0.8,26.02
