snapshot,Fischer-Tropsch,H2 Fuel Cell,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-10-19 18:00:00,44.14,1.89,-5.94,42.19,0.0,0.0,-111.24,20.8,0.0,0.0,4.64,-1.62,5.14
2013-10-19 21:00:00,44.14,1.18,-5.94,35.17,0.0,0.0,-87.66,10.76,0.0,0.0,2.51,-4.98,4.82
2013-10-20 00:00:00,44.14,1.18,-5.94,25.9,0.0,0.0,-78.37,6.59,0.0,0.0,3.18,-3.09,6.41
2013-10-20 03:00:00,44.14,1.97,-5.94,30.3,0.0,0.0,-97.43,13.18,0.0,0.0,4.75,-1.39,10.43
2013-10-20 06:00:00,44.14,1.08,-5.94,38.81,0.0,0.0,-92.17,11.27,1.41,0.0,3.17,-6.7,4.94
2013-10-20 09:00:00,44.14,0.84,-5.94,39.1,0.0,0.0,-87.07,8.65,15.41,0.0,2.61,-20.08,2.32
2013-10-20 12:00:00,44.14,0.81,-5.94,35.58,0.04,0.0,-87.51,7.51,19.15,0.0,2.94,-19.04,2.32
2013-10-20 15:00:00,44.14,3.0,-5.94,32.45,0.31,0.0,-91.54,6.58,4.64,0.0,4.3,-2.59,4.62
2013-10-20 18:00:00,44.14,3.31,-5.94,30.53,0.36,0.0,-85.59,5.48,0.0,0.0,3.48,-1.82,6.04
2013-10-20 21:00:00,44.14,2.37,-5.94,22.7,0.0,0.0,-71.06,2.27,0.0,0.0,2.69,-3.98,6.8
2013-10-21 00:00:00,44.14,2.06,-5.94,20.61,0.18,0.0,-70.39,2.33,0.0,0.0,2.67,-4.15,8.47
2013-10-21 03:00:00,44.02,3.23,-5.94,24.61,0.4,0.0,-86.68,6.33,0.0,0.0,3.64,-2.07,12.44
2013-10-21 06:00:00,44.14,2.65,-5.94,29.86,0.0,0.03,-82.28,5.99,1.33,0.0,2.79,-3.41,4.83
2013-10-21 09:00:00,44.14,1.49,-5.94,30.65,0.0,0.35,-78.26,3.94,18.93,0.0,2.18,-19.49,2.0
2013-10-21 12:00:00,44.14,1.43,-5.94,43.99,0.0,0.41,-78.34,3.43,22.48,0.0,2.23,-35.93,2.09
2013-10-21 15:00:00,44.14,6.57,-5.94,28.9,0.0,1.12,-81.03,4.11,4.32,0.0,3.79,-11.17,5.17
2013-10-21 18:00:00,44.14,6.45,-5.94,25.36,0.11,0.1,-75.44,2.96,0.0,0.0,3.49,-8.05,6.81
2013-10-21 21:00:00,44.14,6.11,-5.94,20.13,0.0,0.0,-64.83,0.65,0.0,0.0,2.67,-10.32,7.39
2013-10-22 00:00:00,44.14,6.1,-5.94,16.06,0.0,0.01,-62.5,1.16,0.0,0.0,3.12,-11.08,8.92
2013-10-22 03:00:00,44.14,6.55,-5.94,17.06,0.0,1.25,-73.52,2.94,0.0,0.0,4.54,-9.0,11.98
2013-10-22 06:00:00,44.14,2.36,-5.94,34.35,0.0,0.0,-70.19,6.89,1.36,0.0,1.15,-17.49,3.38
2013-10-22 09:00:00,44.14,1.55,-5.94,44.42,0.0,0.0,-67.49,5.5,17.01,0.0,0.62,-41.41,1.6
2013-10-22 12:00:00,44.14,1.44,-5.94,52.52,0.0,0.0,-67.64,5.68,18.71,0.0,0.61,-51.11,1.58
2013-10-22 15:00:00,44.14,3.16,-5.94,26.25,0.0,0.0,-69.48,4.53,2.5,0.0,2.66,-11.65,3.83
2013-10-22 18:00:00,44.14,3.05,-5.94,24.58,0.0,0.0,-65.27,3.33,0.0,0.0,1.56,-10.9,5.44
2013-10-22 21:00:00,44.14,2.75,-5.94,21.38,0.0,0.0,-58.17,1.66,0.0,0.0,0.9,-12.31,5.57
2013-10-23 00:00:00,44.14,2.85,-5.94,20.17,0.0,0.0,-60.87,0.88,0.0,0.0,1.33,-8.59,6.02
2013-10-23 03:00:00,44.14,3.4,-5.94,24.45,0.0,0.0,-72.25,1.64,0.0,0.0,2.81,-5.97,7.72
2013-10-23 06:00:00,44.14,2.46,-5.94,44.95,0.0,0.0,-70.46,3.21,1.43,0.0,1.09,-23.74,2.84
2013-10-23 09:00:00,44.14,1.89,-5.94,50.1,0.0,0.0,-67.45,6.72,15.95,0.0,0.66,-47.87,1.79
2013-10-23 12:00:00,44.14,2.0,-5.94,48.37,0.0,0.0,-67.14,5.42,18.45,0.0,0.68,-47.43,1.44
2013-10-23 15:00:00,44.14,3.52,-5.94,35.74,0.0,0.0,-68.95,1.09,3.82,0.0,0.87,-18.57,4.27
2013-10-23 18:00:00,44.14,4.07,-5.94,22.8,0.0,0.0,-66.21,0.32,0.0,0.0,0.57,-10.98,11.22
2013-10-23 21:00:00,44.14,3.1,-5.94,12.87,0.0,0.0,-58.51,0.14,0.0,0.0,0.02,-5.72,9.89
2013-10-24 00:00:00,44.14,3.27,-5.94,18.6,0.0,0.0,-79.43,0.09,0.0,0.0,0.49,-2.51,21.29
2013-10-24 03:00:00,44.14,5.84,-5.94,20.44,0.0,0.0,-104.56,0.16,0.0,0.0,2.02,-2.51,40.4
2013-10-24 06:00:00,44.14,2.39,-5.94,25.8,0.0,0.0,-100.28,1.1,1.1,0.0,1.57,-4.84,34.97
2013-10-24 09:00:00,44.14,1.51,-5.94,41.91,0.0,0.0,-93.85,0.87,16.05,0.0,0.04,-17.8,13.06
2013-10-24 12:00:00,44.14,1.27,-5.94,46.23,0.0,0.0,-93.13,1.03,21.02,0.0,0.09,-22.87,8.14
2013-10-24 15:00:00,44.14,22.44,-5.94,32.61,0.0,0.0,-97.05,0.93,3.89,0.0,3.16,-13.83,9.64
2013-10-24 18:00:00,44.14,22.62,-5.94,25.38,0.0,0.0,-91.61,0.99,0.0,0.0,2.82,-14.31,15.9
2013-10-24 21:00:00,44.14,21.38,-5.94,18.58,0.0,0.0,-74.95,0.67,0.0,0.0,2.36,-17.51,11.27
2013-10-25 00:00:00,44.14,15.82,-5.94,13.34,0.0,0.0,-72.62,0.61,0.0,0.0,4.41,-10.79,11.02
2013-10-25 03:00:00,44.14,13.23,-5.94,14.84,0.0,0.0,-91.72,1.01,0.0,0.0,6.8,-3.98,21.61
2013-10-25 06:00:00,44.14,0.61,-5.94,27.38,0.0,0.0,-86.88,2.24,1.3,0.0,0.55,-1.97,18.56
2013-10-25 09:00:00,44.14,0.0,-5.94,31.84,0.0,0.0,-82.28,1.04,17.16,0.0,0.0,-13.97,8.0
2013-10-25 12:00:00,44.14,0.0,-5.94,40.25,0.0,0.0,-82.23,1.15,20.26,0.0,0.35,-24.69,6.7
2013-10-25 15:00:00,44.14,3.81,-5.94,29.33,0.0,0.0,-85.34,0.93,4.27,0.0,3.38,-7.19,12.61
2013-10-25 18:00:00,44.14,3.78,-5.94,26.18,0.0,0.0,-79.66,0.93,0.0,0.0,3.28,-5.55,12.84
2013-10-25 21:00:00,44.14,3.71,-5.94,18.74,0.0,0.0,-67.46,0.49,0.0,0.0,2.39,-6.81,10.75
2013-10-26 00:00:00,44.14,3.71,-5.94,11.3,0.0,0.0,-62.51,0.33,0.0,0.0,3.26,-5.82,11.54
2013-10-26 03:00:00,44.14,3.84,-5.94,12.84,0.0,0.0,-72.7,0.54,0.0,0.0,4.7,-2.73,15.3
2013-10-26 06:00:00,44.14,0.0,-5.94,29.12,0.0,0.0,-70.0,5.02,1.17,0.0,0.0,-9.55,6.04
2013-10-26 09:00:00,44.14,0.0,-5.94,30.73,0.0,0.0,-67.23,3.94,22.14,0.0,0.0,-29.51,1.71
2013-10-26 12:00:00,44.14,0.0,-5.94,40.63,0.0,0.0,-67.45,3.86,27.05,0.0,0.0,-43.98,1.69
2013-10-26 15:00:00,44.14,0.0,-5.94,31.31,0.0,0.0,-69.61,1.86,5.46,0.0,0.26,-12.16,4.67
2013-10-26 18:00:00,44.14,0.0,-5.94,29.22,0.0,0.0,-66.36,1.25,0.0,0.0,0.39,-8.63,5.93
2013-10-26 21:00:00,44.14,0.0,-5.94,19.31,0.0,0.0,-58.7,0.91,0.0,0.0,0.18,-7.55,7.63
2013-10-27 00:00:00,44.14,0.0,-5.94,21.22,0.0,0.0,-63.53,1.07,0.0,0.0,0.2,-5.64,8.48
2013-10-27 03:00:00,44.14,0.0,-5.94,27.94,0.0,0.0,-76.37,2.21,0.0,0.0,0.96,-5.03,12.08
2013-10-27 06:00:00,44.14,0.0,-5.94,37.42,0.0,0.0,-78.62,3.01,0.79,0.0,0.01,-6.4,5.59
2013-10-27 09:00:00,44.14,0.0,-5.94,57.1,0.0,0.0,-74.18,5.33,18.64,0.0,0.09,-46.98,1.8
2013-10-27 12:00:00,44.14,0.0,-5.94,63.02,0.0,0.0,-72.71,3.99,22.99,0.0,0.32,-57.46,1.64
2013-10-27 15:00:00,44.14,0.0,-5.94,44.69,0.0,0.0,-75.04,3.39,6.51,0.0,0.66,-20.9,2.49
2013-10-27 18:00:00,44.14,0.0,-5.94,44.62,0.0,0.0,-75.34,3.08,0.0,0.0,0.85,-16.86,5.45
2013-10-27 21:00:00,44.14,0.0,-5.94,30.43,0.0,0.0,-65.23,1.94,0.0,0.0,0.3,-13.12,7.47
2013-10-28 00:00:00,44.14,0.0,-5.94,30.09,0.0,0.0,-66.67,1.63,0.0,0.0,0.23,-12.34,8.85
2013-10-28 03:00:00,44.14,0.0,-5.94,41.42,0.0,0.0,-82.59,2.53,0.0,0.0,0.7,-10.09,9.82
2013-10-28 06:00:00,44.14,0.0,-5.94,41.76,0.0,0.0,-87.53,2.72,1.0,0.0,0.49,-11.34,14.69
2013-10-28 09:00:00,44.14,0.0,-5.94,52.51,0.0,0.0,-81.72,4.5,22.02,0.0,0.0,-37.95,2.43
2013-10-28 12:00:00,44.14,0.0,-5.94,74.0,0.0,0.0,-79.55,5.11,26.7,0.0,0.0,-65.76,1.29
2013-10-28 15:00:00,44.14,0.59,-5.94,50.15,0.0,0.0,-81.71,1.55,5.93,0.0,1.55,-19.06,2.78
2013-10-28 18:00:00,44.14,0.62,-5.94,47.26,0.0,0.0,-81.96,1.86,0.0,0.0,1.75,-11.4,3.67
2013-10-28 21:00:00,44.14,0.4,-5.94,37.08,0.0,0.0,-69.93,1.64,0.0,0.0,2.76,-14.63,4.48
2013-10-29 00:00:00,44.14,0.94,-5.94,55.57,0.0,0.0,-99.93,4.51,0.0,0.0,2.48,-7.4,5.62
2013-10-29 03:00:00,44.14,1.95,-5.94,76.0,0.0,0.0,-140.49,11.39,0.0,0.0,7.4,-2.44,7.99
2013-10-29 06:00:00,44.14,1.43,-5.94,87.49,0.0,0.0,-149.64,12.78,1.34,0.0,7.01,-3.46,4.85
2013-10-29 09:00:00,44.14,0.72,-5.94,81.23,0.0,0.0,-135.65,10.29,16.98,0.0,2.04,-17.69,3.88
2013-10-29 12:00:00,44.14,1.82,-5.94,86.14,0.0,0.0,-130.67,9.55,19.79,0.0,4.25,-29.62,0.53
2013-10-29 15:00:00,44.14,6.07,-5.94,73.84,0.0,0.0,-136.21,2.59,4.12,0.0,11.0,-2.74,3.12
2013-10-29 18:00:00,44.14,5.35,-5.94,75.05,0.0,0.0,-136.36,2.55,0.0,0.0,12.06,-1.78,4.93
2013-10-29 21:00:00,44.14,4.72,-5.94,56.28,0.0,0.0,-106.21,0.68,0.0,0.0,6.36,-5.36,5.31
2013-10-30 00:00:00,44.14,5.26,-5.94,57.07,0.0,0.0,-121.77,3.28,0.0,0.0,11.03,-1.26,8.18
2013-10-30 03:00:00,44.14,6.79,-5.94,62.78,0.0,0.0,-179.46,11.42,0.0,0.0,26.87,-0.34,33.72
2013-10-30 06:00:00,44.14,5.67,-5.94,85.93,0.0,0.0,-189.47,14.15,1.1,0.0,24.01,-0.61,21.01
2013-10-30 09:00:00,44.14,3.88,-5.94,89.88,0.0,0.0,-170.35,17.49,19.93,0.0,12.45,-17.19,5.71
2013-10-30 12:00:00,44.14,3.61,-5.94,102.99,0.0,0.0,-163.85,17.31,25.03,0.0,11.43,-36.6,1.87
2013-10-30 15:00:00,44.14,19.48,-5.94,85.48,0.0,0.0,-171.88,2.12,5.68,0.0,17.43,-3.49,6.98
2013-10-30 18:00:00,44.14,20.02,-5.94,83.61,0.0,0.0,-171.37,2.77,0.0,0.0,17.78,-0.42,9.39
2013-10-30 21:00:00,44.14,14.88,-5.94,63.68,0.0,0.0,-128.85,0.5,0.0,0.0,6.47,-2.58,7.69
2013-10-31 00:00:00,44.14,15.56,-5.94,50.57,0.0,0.0,-124.29,1.45,0.0,0.0,11.46,-2.97,10.01
2013-10-31 03:00:00,44.14,21.6,-5.94,57.68,0.0,0.0,-184.91,2.33,0.0,0.0,35.74,-0.55,29.89
2013-10-31 06:00:00,44.14,11.67,-5.94,80.81,0.0,0.0,-193.23,13.18,0.76,0.0,34.35,-0.09,14.33
2013-10-31 09:00:00,44.14,0.0,-5.94,79.74,0.0,0.0,-173.75,21.78,18.86,0.0,2.76,-13.1,25.51
2013-10-31 12:00:00,44.14,0.17,-5.94,93.98,0.0,0.0,-167.39,20.45,24.3,0.0,18.23,-33.04,5.09
2013-10-31 15:00:00,44.14,7.29,-5.94,82.23,0.0,0.0,-175.96,10.26,6.26,0.0,31.1,-6.87,7.49
2013-10-31 18:00:00,44.14,5.96,-5.94,77.14,0.0,0.0,-174.83,13.34,0.0,0.0,32.25,-0.29,8.21
2013-10-31 21:00:00,44.14,4.0,-5.94,57.88,0.0,0.0,-130.38,5.23,0.0,0.0,18.03,-2.48,9.51
2013-11-01 00:00:00,44.14,4.11,-5.94,48.59,0.0,0.0,-116.0,3.05,0.0,0.0,13.75,-2.44,10.73
2013-11-01 03:00:00,44.14,4.87,-5.94,63.64,0.0,0.0,-170.09,12.46,0.0,0.0,34.93,-0.5,16.48
2013-11-01 06:00:00,44.14,3.19,-5.94,83.08,0.0,0.0,-178.28,16.62,0.58,0.0,31.16,-0.82,6.26
2013-11-01 09:00:00,44.14,0.0,-5.94,80.58,0.0,0.0,-160.77,20.44,18.8,0.0,12.9,-16.87,6.71
2013-11-01 12:00:00,44.14,0.17,-5.94,85.91,0.0,0.0,-155.0,15.78,20.87,0.0,19.0,-26.22,1.27
2013-11-01 15:00:00,44.14,3.94,-5.94,75.67,0.0,0.0,-162.67,10.42,4.3,0.0,27.89,-0.7,2.94
2013-11-01 18:00:00,44.14,3.67,-5.94,66.42,0.0,0.0,-161.8,12.56,0.0,0.0,26.01,-0.43,15.36
2013-11-01 21:00:00,44.14,2.91,-5.94,50.2,0.07,0.0,-122.36,5.84,0.0,0.0,12.47,-2.02,14.68
2013-11-02 00:00:00,44.14,0.94,-5.94,39.66,0.12,0.0,-99.21,1.04,0.0,0.0,6.71,-2.54,15.07
2013-11-02 03:00:00,44.14,0.41,-5.94,43.72,0.01,0.0,-137.6,8.22,0.0,0.0,18.05,-0.36,29.34
2013-11-02 06:00:00,44.14,0.0,-5.94,55.34,0.0,0.0,-142.58,11.29,0.67,0.0,12.61,-0.64,25.11
2013-11-02 09:00:00,44.14,0.0,-5.94,75.92,0.0,0.0,-130.1,18.19,14.23,0.0,4.27,-22.93,2.22
2013-11-02 12:00:00,44.14,0.0,-5.94,96.66,0.0,0.0,-126.04,19.17,18.37,0.0,4.75,-52.8,1.69
2013-11-02 15:00:00,44.14,0.0,-5.94,76.7,0.0,0.0,-132.89,14.86,4.86,0.0,8.74,-15.26,4.78
2013-11-02 18:00:00,44.14,0.0,-5.94,78.31,0.0,0.0,-133.81,16.28,0.0,0.0,9.34,-16.35,8.03
2013-11-02 21:00:00,44.14,0.0,-5.94,64.93,0.09,0.0,-104.54,12.97,0.0,0.0,5.92,-24.98,7.4
2013-11-03 00:00:00,44.14,0.0,-5.94,68.72,0.27,0.0,-116.84,14.21,0.0,0.0,8.32,-21.45,8.56
2013-11-03 03:00:00,44.14,0.0,-5.94,79.58,1.57,0.0,-167.2,23.6,0.0,0.0,16.54,-5.73,13.43
2013-11-03 06:00:00,44.14,0.0,-5.94,90.89,0.0,0.0,-173.77,27.16,0.6,0.0,14.26,-3.19,5.84
2013-11-03 09:00:00,44.14,0.0,-5.94,89.74,0.0,0.0,-157.28,29.25,16.0,0.0,10.16,-28.17,2.09
2013-11-03 12:00:00,44.14,0.0,-5.94,98.13,0.0,0.0,-151.82,29.23,22.97,0.0,5.99,-46.1,3.38
2013-11-03 15:00:00,44.14,0.13,-5.94,87.01,0.0,0.0,-160.76,29.67,5.77,0.0,9.85,-12.08,2.2
2013-11-03 18:00:00,44.14,0.0,-5.94,89.26,0.0,0.0,-162.2,29.0,0.0,0.0,11.63,-10.44,4.54
2013-11-03 21:00:00,44.14,0.0,-5.94,77.12,0.0,0.0,-123.55,23.2,0.0,0.0,5.76,-24.04,3.29
2013-11-04 00:00:00,44.14,0.0,-5.94,75.11,0.0,0.0,-125.85,22.31,0.0,0.0,6.66,-20.95,4.51
2013-11-04 03:00:00,44.14,0.0,-5.94,88.53,0.0,0.0,-185.59,31.16,0.0,0.0,19.31,-3.56,11.95
2013-11-04 06:00:00,44.14,0.0,-5.94,93.55,0.0,0.0,-198.37,33.42,0.5,0.0,17.16,-1.93,17.47
2013-11-04 09:00:00,44.14,0.0,-5.94,91.31,0.0,0.0,-178.07,32.39,10.12,0.0,12.01,-14.53,8.55
2013-11-04 12:00:00,44.14,0.0,-5.94,92.0,0.0,0.0,-170.95,29.94,8.05,0.0,14.29,-13.79,2.26
2013-11-04 15:00:00,44.14,0.0,-5.94,90.9,0.0,0.0,-179.26,31.55,0.77,0.0,18.06,-4.53,4.3
2013-11-04 18:00:00,44.14,0.0,-5.94,86.43,0.0,0.0,-179.35,32.28,0.0,0.0,17.49,-4.33,9.27
2013-11-04 21:00:00,44.14,0.0,-5.94,74.41,0.0,0.0,-134.84,18.15,0.0,0.0,8.89,-8.5,3.68
2013-11-05 00:00:00,44.14,0.0,-5.94,64.85,0.0,0.0,-131.02,19.75,0.0,0.0,11.51,-10.42,7.13
2013-11-05 03:00:00,44.14,1.54,-5.94,82.74,0.0,0.0,-195.47,24.59,0.0,0.0,35.7,-2.65,15.33
2013-11-05 06:00:00,44.14,0.79,-5.94,87.64,0.0,0.0,-207.58,35.35,0.21,0.0,31.27,-2.39,16.5
2013-11-05 09:00:00,44.14,0.23,-5.94,87.79,0.0,0.0,-186.11,33.68,11.47,0.0,16.56,-9.29,7.46
2013-11-05 12:00:00,44.14,2.63,-5.94,88.77,0.0,0.0,-178.74,26.87,15.02,0.0,16.13,-13.39,4.49
2013-11-05 15:00:00,44.14,4.06,-5.94,88.33,0.0,0.0,-187.76,22.12,2.06,0.0,30.76,-3.68,5.91
2013-11-05 18:00:00,44.14,4.08,-5.94,88.33,0.0,0.0,-187.56,23.55,0.0,0.0,32.1,-4.02,5.3
2013-11-05 21:00:00,44.14,4.08,-5.94,74.01,0.0,0.0,-139.74,12.92,0.0,0.0,17.8,-8.59,1.3
2013-11-06 00:00:00,44.14,3.77,-5.94,57.86,0.0,0.0,-112.41,5.0,0.0,0.0,15.05,-10.63,3.14
2013-11-06 03:00:00,44.14,3.8,-5.94,65.27,0.0,0.0,-163.73,16.45,0.0,0.0,33.44,-3.13,9.71
2013-11-06 06:00:00,44.0,1.22,-5.94,68.23,0.0,0.0,-172.19,16.62,0.52,0.0,35.82,-1.13,12.83
2013-11-06 09:00:00,44.01,0.29,-5.94,68.49,0.0,0.01,-155.52,22.68,21.68,0.0,18.13,-16.41,2.58
2013-11-06 12:00:00,43.95,0.26,-5.94,75.69,0.55,0.02,-149.99,21.19,29.47,0.0,16.76,-33.88,1.92
2013-11-06 15:00:00,43.96,0.16,-5.94,72.49,0.9,0.36,-157.33,21.12,7.88,0.0,24.29,-12.35,4.45
2013-11-06 18:00:00,44.14,0.61,-5.94,74.34,0.85,0.02,-156.73,19.76,0.0,0.0,26.7,-7.94,4.18
2013-11-06 21:00:00,44.14,0.45,-5.94,71.33,0.03,0.0,-118.66,7.97,0.0,0.0,16.06,-18.74,3.35
2013-11-07 00:00:00,44.14,0.01,-5.94,65.07,0.47,0.0,-100.61,1.09,0.0,0.0,10.98,-19.84,4.62
2013-11-07 03:00:00,44.1,0.0,-5.94,69.08,1.85,0.02,-141.95,10.29,0.0,0.0,19.1,-6.78,10.23
2013-11-07 06:00:00,44.14,0.03,-5.94,75.01,0.65,0.49,-150.32,18.55,1.21,0.0,7.71,-3.76,12.22
2013-11-07 09:00:00,44.14,0.78,-5.94,74.37,0.63,0.12,-136.47,16.36,26.45,0.0,2.56,-26.5,3.48
2013-11-07 12:00:00,44.14,1.16,-5.94,77.88,1.0,0.13,-131.76,16.44,31.12,0.0,4.41,-40.15,1.56
2013-11-07 15:00:00,44.14,1.05,-5.94,62.93,0.77,0.16,-137.62,4.4,6.13,0.0,28.47,-7.11,2.61
2013-11-07 18:00:00,44.14,1.42,-5.94,64.59,0.0,0.2,-137.22,4.4,0.0,0.0,36.85,-12.7,4.24
2013-11-07 21:00:00,44.14,1.16,-5.94,49.88,0.0,0.07,-106.42,0.5,0.0,0.0,29.49,-19.24,6.34
2013-11-08 00:00:00,44.14,2.04,-5.94,51.79,0.0,0.11,-113.45,0.26,0.0,0.0,28.59,-17.48,9.93
2013-11-08 03:00:00,44.14,3.69,-5.94,58.22,0.0,0.31,-163.77,3.71,0.0,0.0,45.67,-10.28,24.24
2013-11-08 06:00:00,44.14,4.0,-5.94,69.27,0.0,0.0,-174.71,4.16,0.88,0.0,35.0,-5.01,28.2
2013-11-08 09:00:00,44.14,0.0,-5.94,91.04,0.0,0.0,-157.57,4.48,16.2,0.0,18.12,-14.3,3.81
2013-11-08 12:00:00,44.14,0.1,-5.94,95.68,0.0,0.0,-151.6,2.16,15.35,0.0,18.19,-19.99,1.9
2013-11-08 15:00:00,44.14,0.2,-5.94,94.33,0.0,0.0,-158.61,2.49,1.64,0.0,25.48,-5.72,1.98
2013-11-08 18:00:00,44.14,0.0,-5.94,90.43,0.0,0.0,-158.45,3.32,0.0,0.0,26.46,-5.74,5.77
2013-11-08 21:00:00,44.14,0.0,-5.94,83.43,0.0,0.0,-121.31,0.29,0.0,0.0,12.87,-15.37,1.88
2013-11-09 00:00:00,44.14,0.0,-5.94,82.49,0.0,0.0,-133.22,0.76,0.0,0.0,18.72,-11.96,5.01
2013-11-09 03:00:00,44.14,0.0,-5.94,88.11,0.0,0.0,-194.43,11.46,0.0,0.0,38.67,-0.15,18.14
2013-11-09 06:00:00,44.14,0.0,-5.94,90.48,0.0,0.0,-203.54,21.57,0.68,0.0,31.83,-0.05,20.82
2013-11-09 09:00:00,44.14,0.0,-5.94,102.48,0.0,0.0,-183.24,25.47,17.27,0.0,13.8,-22.53,8.55
2013-11-09 12:00:00,44.14,0.0,-5.94,107.13,0.0,0.0,-176.36,24.61,25.16,0.0,16.19,-37.65,2.71
2013-11-09 15:00:00,44.14,0.31,-5.94,91.8,0.0,0.0,-187.18,17.32,5.4,0.0,36.49,-4.07,1.74
2013-11-09 18:00:00,44.14,0.23,-5.94,90.95,0.0,0.0,-189.24,22.79,0.0,0.0,36.32,-3.7,4.45
2013-11-09 21:00:00,44.14,0.0,-5.94,80.03,0.0,0.0,-142.67,6.99,0.0,0.0,26.2,-13.83,5.07
2013-11-10 00:00:00,44.14,0.32,-5.94,80.59,0.0,0.0,-153.33,7.77,0.0,0.0,37.88,-16.05,4.62
2013-11-10 03:00:00,44.14,4.34,-5.94,82.96,0.0,0.0,-229.41,27.68,0.0,0.0,58.83,-2.36,19.75
2013-11-10 06:00:00,44.14,8.05,-5.94,92.29,0.0,0.0,-238.95,34.42,0.39,0.0,56.55,-3.95,12.98
2013-11-10 09:00:00,44.14,1.81,-5.94,94.14,0.0,0.0,-214.24,25.38,10.71,0.0,49.27,-11.12,5.84
2013-11-10 12:00:00,44.14,1.69,-5.94,93.52,0.0,0.0,-206.1,17.61,13.26,0.0,51.06,-14.02,4.77
2013-11-10 15:00:00,44.14,9.82,-5.94,87.91,0.0,0.0,-219.62,7.57,2.58,0.0,65.13,-2.55,10.95
2013-11-10 18:00:00,44.14,11.72,-5.94,82.63,0.0,0.0,-221.82,5.41,0.0,0.0,65.32,-1.65,20.16
2013-11-10 21:00:00,44.14,4.14,-5.94,70.78,0.0,0.0,-163.36,1.24,0.0,0.0,60.5,-17.79,6.28
2013-11-11 00:00:00,44.14,4.69,-5.94,59.21,0.0,0.0,-154.53,1.13,0.0,0.0,58.17,-11.89,5.02
2013-11-11 03:00:00,44.14,20.06,-5.94,74.71,0.0,0.0,-238.14,7.1,0.0,0.01,68.09,-1.78,31.74
2013-11-11 06:00:00,44.14,18.9,-5.94,84.06,0.0,0.0,-249.41,8.21,0.06,0.01,62.0,-0.45,38.41
2013-11-11 09:00:00,44.14,0.45,-5.94,89.85,0.0,0.01,-222.68,16.8,17.13,0.0,55.95,-15.83,20.13
2013-11-11 12:00:00,44.14,9.63,-5.94,100.6,0.47,0.4,-213.99,13.05,24.78,0.0,55.88,-34.78,5.75
2013-11-11 15:00:00,44.14,21.75,-5.94,87.77,3.07,0.0,-225.88,12.51,6.56,0.01,65.95,-14.27,4.31
2013-11-11 18:00:00,44.14,20.93,-5.94,89.14,3.46,0.0,-224.33,12.17,0.0,0.01,66.55,-11.84,5.69
2013-11-11 21:00:00,44.14,13.48,-5.94,78.67,2.33,0.0,-162.93,2.05,0.0,0.0,59.84,-34.25,2.61
2013-11-12 00:00:00,44.14,12.63,-5.94,72.34,2.32,0.0,-147.32,2.48,0.0,0.0,59.12,-43.5,3.71
2013-11-12 03:00:00,44.14,19.03,-5.94,79.56,5.6,0.0,-225.23,6.49,0.0,0.02,68.1,-7.43,15.65
2013-11-12 06:00:00,44.14,16.45,-5.94,82.69,2.61,0.58,-236.8,7.04,0.09,0.02,66.72,-0.67,23.07
2013-11-12 09:00:00,44.14,2.08,-5.94,92.46,0.62,1.01,-211.69,3.72,17.68,0.0,55.0,-18.57,19.47
2013-11-12 12:00:00,44.14,11.51,-5.94,96.52,0.81,0.81,-203.41,2.36,25.74,0.02,58.13,-36.85,6.15
2013-11-12 15:00:00,44.14,24.13,-5.94,70.05,8.59,0.09,-214.5,1.94,6.77,0.12,70.28,-16.08,10.42
2013-11-12 18:00:00,44.14,24.66,-5.94,73.02,9.45,0.11,-213.41,2.04,0.0,0.12,70.04,-17.45,13.22
2013-11-12 21:00:00,44.14,22.9,-5.94,61.92,4.86,0.03,-155.94,0.73,0.0,0.09,68.02,-49.43,8.61
2013-11-13 00:00:00,44.14,23.66,-5.94,60.68,3.75,0.01,-153.69,0.75,0.0,0.09,67.73,-52.17,10.98
2013-11-13 03:00:00,44.14,25.8,-5.94,69.6,10.43,0.17,-235.21,7.67,0.0,0.1,70.25,-13.95,26.93
2013-11-13 06:00:00,44.14,23.53,-5.94,77.38,6.13,0.35,-249.31,5.66,0.2,0.03,65.53,-9.38,41.68
2013-11-13 09:00:00,44.14,7.7,-5.94,78.05,2.33,0.29,-222.5,8.48,12.13,0.0,56.35,-13.45,32.4
2013-11-13 12:00:00,44.14,19.89,-5.94,82.46,0.95,0.25,-213.47,4.96,15.38,0.01,61.52,-22.38,12.22
2013-11-13 15:00:00,44.14,29.1,-5.94,78.1,7.68,0.75,-224.97,5.89,2.18,0.05,69.79,-24.54,17.78
2013-11-13 18:00:00,44.14,29.1,-5.94,73.6,8.49,0.81,-224.21,7.77,0.0,0.05,69.61,-28.14,24.71
2013-11-13 21:00:00,44.14,29.1,-5.94,62.8,5.75,0.08,-163.86,0.83,0.0,0.04,69.87,-64.09,21.28
2013-11-14 00:00:00,44.14,29.1,-5.94,69.53,4.42,0.1,-163.97,0.61,0.0,0.04,69.7,-68.54,20.8
