snapshot,Fischer-Tropsch,H2 Fuel Cell,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-01-01 00:00:00,44.14,12.47,-5.94,102.76,3.72,1.37,-198.93,26.38,0.0,1.87,54.69,-42.74,0.2
2013-01-01 03:00:00,44.14,14.16,-5.94,103.2,7.49,24.51,-315.66,52.82,0.0,1.88,61.52,-3.86,15.75
2013-01-01 06:00:00,44.14,13.16,-5.94,103.11,0.0,30.91,-331.58,58.54,0.04,1.88,62.22,-1.53,25.05
2013-01-01 09:00:00,44.14,7.64,-5.94,106.16,0.0,17.32,-294.51,58.08,7.3,1.85,56.03,-5.81,7.72
2013-01-01 12:00:00,44.14,13.02,-5.94,108.5,0.17,15.12,-282.65,51.04,11.04,1.87,54.45,-11.92,1.16
2013-01-01 15:00:00,44.14,17.83,-5.94,104.54,9.48,20.05,-299.51,35.66,2.42,1.89,66.26,-4.93,8.12
2013-01-01 18:00:00,44.14,20.03,-5.94,99.32,9.48,19.79,-296.79,30.78,0.0,1.89,65.44,-0.81,12.66
2013-01-01 21:00:00,44.14,17.77,-5.94,94.42,3.48,1.23,-210.68,15.3,0.0,1.88,62.62,-24.74,0.51
2013-01-02 00:00:00,44.14,19.11,-5.94,87.41,2.71,0.82,-201.93,18.19,0.0,1.88,63.31,-29.76,0.05
2013-01-02 03:00:00,44.14,24.55,-5.94,96.64,9.18,17.88,-321.67,41.72,0.0,1.9,68.48,-0.29,23.38
2013-01-02 06:00:00,44.14,24.61,-5.94,98.18,3.95,27.82,-336.04,40.4,0.02,1.9,67.9,-0.01,33.05
2013-01-02 09:00:00,44.14,20.44,-5.94,103.01,0.78,16.81,-298.4,37.56,7.63,1.9,65.95,-2.62,8.74
2013-01-02 12:00:00,44.14,20.13,-5.94,105.93,1.69,13.62,-286.54,34.42,16.63,1.9,66.42,-15.52,3.09
2013-01-02 15:00:00,44.14,23.93,-5.94,106.29,9.36,18.03,-303.83,31.12,5.06,1.9,67.79,-5.01,7.15
2013-01-02 18:00:00,44.14,23.81,-5.94,103.79,9.55,17.39,-300.55,35.06,0.0,1.9,66.41,-2.11,6.52
2013-01-02 21:00:00,44.14,16.79,-5.94,96.81,1.95,0.75,-212.63,17.87,0.0,1.9,63.33,-25.11,0.12
2013-01-03 00:00:00,44.14,15.28,-5.94,93.2,2.09,0.58,-177.53,13.12,0.0,1.9,61.59,-49.24,0.8
2013-01-03 03:00:00,44.14,19.8,-5.94,99.96,10.25,14.04,-279.52,32.05,0.0,1.9,63.57,-13.34,13.08
2013-01-03 06:00:00,44.14,17.46,-5.94,100.64,1.99,24.07,-289.89,34.67,0.0,1.9,63.4,-7.86,15.43
2013-01-03 09:00:00,44.14,11.59,-5.94,104.36,1.89,8.18,-258.34,36.18,13.98,1.19,60.96,-19.81,1.6
2013-01-03 12:00:00,44.14,7.87,-5.94,101.53,1.89,5.87,-248.65,34.53,26.52,0.69,61.73,-31.93,1.73
2013-01-03 15:00:00,40.13,19.78,-5.94,79.53,12.6,14.96,-263.48,29.68,7.51,1.9,62.38,-8.79,9.71
2013-01-03 18:00:00,40.54,19.84,-5.94,76.53,17.3,16.39,-260.03,27.14,0.0,1.9,62.05,-6.02,10.29
2013-01-03 21:00:00,40.06,16.8,-5.94,63.77,11.65,3.73,-185.4,17.83,0.0,1.73,58.6,-25.84,2.99
2013-01-04 00:00:00,41.02,17.06,-5.94,59.47,11.82,7.48,-165.59,16.59,0.0,1.73,58.13,-43.31,1.52
2013-01-04 03:00:00,41.45,18.5,-5.94,70.13,18.53,24.61,-257.75,23.68,0.0,1.73,59.99,-6.3,11.35
2013-01-04 06:00:00,41.69,19.6,-5.94,72.5,17.03,24.62,-268.38,29.48,0.04,1.73,59.62,-4.52,12.51
2013-01-04 09:00:00,41.43,15.05,-5.94,82.24,13.81,3.18,-239.54,29.6,13.03,1.54,55.92,-11.63,1.3
2013-01-04 12:00:00,37.55,16.97,-5.94,85.99,13.32,1.8,-230.55,27.85,25.5,0.57,55.31,-28.69,0.32
2013-01-04 15:00:00,30.05,20.27,-5.94,85.43,16.81,8.66,-243.9,24.67,7.73,1.68,60.88,-9.83,3.5
2013-01-04 18:00:00,31.54,20.41,-5.94,82.14,17.66,12.36,-241.01,22.42,0.0,1.68,61.19,-8.56,6.12
2013-01-04 21:00:00,28.27,15.85,-5.94,69.63,14.84,4.7,-174.09,12.63,0.0,1.5,59.38,-27.96,1.16
2013-01-05 00:00:00,27.77,17.23,-5.94,66.35,14.95,6.42,-176.52,18.23,0.0,1.5,55.86,-26.3,0.41
2013-01-05 03:00:00,28.97,21.36,-5.94,76.55,21.04,25.25,-270.78,27.77,0.0,1.66,65.84,-1.14,9.42
2013-01-05 06:00:00,26.15,17.97,-5.94,76.21,24.9,23.0,-275.94,31.35,0.06,1.66,67.2,-0.97,14.33
2013-01-05 09:00:00,23.65,12.88,-5.94,83.66,20.2,5.09,-247.05,27.5,14.44,1.4,64.14,-7.03,7.05
2013-01-05 12:00:00,20.69,16.77,-5.94,86.08,18.47,7.6,-238.67,27.23,27.87,0.96,64.09,-28.74,3.57
2013-01-05 15:00:00,14.78,24.4,-5.94,81.2,27.02,15.03,-255.72,20.61,8.56,1.63,70.14,-7.56,5.83
2013-01-05 18:00:00,15.13,24.85,-5.94,81.02,25.46,15.99,-255.65,18.25,0.0,1.65,71.86,-2.23,9.62
2013-01-05 21:00:00,8.46,15.91,-5.94,77.28,17.94,3.14,-184.21,5.62,0.0,1.48,71.69,-12.82,1.43
2013-01-06 00:00:00,7.22,12.64,-5.94,77.33,16.75,6.74,-188.77,7.05,0.0,1.63,73.25,-10.04,2.11
2013-01-06 03:00:00,15.53,21.94,-5.94,78.92,25.38,33.3,-291.56,18.79,0.0,1.88,73.25,-0.02,28.52
2013-01-06 06:00:00,24.2,20.37,-5.94,78.96,24.08,35.71,-297.43,15.01,0.03,1.88,73.25,-0.42,30.29
2013-01-06 09:00:00,20.83,11.23,-5.94,82.83,22.4,22.79,-265.91,16.54,16.41,0.67,73.07,-7.91,12.97
2013-01-06 12:00:00,16.92,13.2,-5.94,84.95,24.48,22.96,-256.77,16.09,29.27,0.81,73.25,-26.21,6.97
2013-01-06 15:00:00,15.36,24.59,-5.94,76.41,42.02,31.85,-275.37,9.88,7.95,1.92,73.25,-13.02,11.08
2013-01-06 18:00:00,19.47,26.02,-5.94,60.35,46.41,40.34,-275.2,7.58,0.0,1.92,73.25,-9.39,15.19
2013-01-06 21:00:00,10.49,25.88,-5.94,55.21,41.03,16.94,-196.5,4.51,0.0,1.78,73.25,-29.78,3.11
2013-01-07 00:00:00,6.63,27.03,-5.94,51.3,49.94,18.4,-197.04,4.22,0.0,1.9,73.25,-32.21,2.5
2013-01-07 03:00:00,15.02,29.34,-5.94,51.12,74.4,49.75,-313.32,7.91,0.0,1.92,73.25,-4.06,20.6
2013-01-07 06:00:00,19.34,29.34,-5.94,49.8,77.01,52.04,-325.33,11.46,0.13,1.91,73.25,-5.54,22.52
2013-01-07 09:00:00,12.02,23.84,-5.94,68.85,55.31,27.71,-289.32,13.74,16.64,0.73,72.83,-7.04,10.61
2013-01-07 12:00:00,10.06,24.03,-5.94,73.26,59.32,21.34,-278.32,12.15,30.16,0.56,72.57,-25.9,6.68
2013-01-07 15:00:00,11.75,29.34,-5.94,67.39,78.47,32.55,-295.25,12.12,8.61,1.92,73.25,-21.8,7.58
2013-01-07 18:00:00,12.76,29.34,-5.94,55.33,75.87,42.84,-291.02,12.55,0.0,1.92,73.25,-17.34,10.43
2013-01-07 21:00:00,6.5,29.34,-5.94,53.65,67.3,18.67,-205.94,4.8,0.0,1.92,73.25,-49.39,5.83
2013-01-08 00:00:00,6.6,29.34,-5.94,53.63,64.1,23.92,-208.36,4.37,0.0,1.92,73.25,-48.88,6.04
2013-01-08 03:00:00,16.28,29.34,-5.94,52.52,78.07,61.3,-334.04,7.64,0.0,1.92,73.25,-11.14,30.79
2013-01-08 06:00:00,16.68,29.34,-5.94,53.59,76.78,64.28,-345.54,13.64,0.1,1.92,73.25,-8.49,30.38
2013-01-08 09:00:00,15.29,29.17,-5.94,69.69,56.21,36.88,-307.06,10.0,14.62,1.92,73.25,-10.56,16.51
2013-01-08 12:00:00,12.83,29.34,-5.94,70.33,62.19,31.16,-295.5,8.29,26.7,1.72,73.25,-24.19,9.81
2013-01-08 15:00:00,13.57,29.34,-5.94,57.78,81.03,47.39,-313.91,9.11,7.97,1.92,73.25,-15.38,13.86
2013-01-08 18:00:00,14.63,29.34,-5.94,50.18,76.88,58.14,-308.93,10.14,0.0,1.92,73.25,-11.18,11.55
2013-01-08 21:00:00,5.85,29.34,-5.94,42.47,70.8,37.58,-217.07,4.81,0.0,1.92,73.25,-49.95,6.93
2013-01-09 00:00:00,6.08,29.34,-5.94,47.46,63.94,38.03,-215.89,8.15,0.0,1.92,73.25,-53.02,6.66
2013-01-09 03:00:00,22.73,29.34,-5.94,48.59,81.46,62.28,-345.58,14.94,0.0,1.92,73.25,-10.66,27.65
2013-01-09 06:00:00,25.98,29.34,-5.94,49.08,92.24,67.03,-360.84,7.94,0.15,1.92,73.25,-6.17,26.01
2013-01-09 09:00:00,23.61,28.96,-5.94,68.74,51.1,45.9,-320.25,15.41,11.6,1.92,73.25,-6.53,12.22
2013-01-09 12:00:00,21.61,28.4,-5.94,64.77,62.81,38.86,-307.67,12.59,20.0,1.91,73.25,-15.47,4.85
2013-01-09 15:00:00,26.09,28.5,-5.94,39.54,79.59,59.89,-326.52,15.74,4.29,1.91,73.25,-6.56,10.2
2013-01-09 18:00:00,26.75,28.5,-5.94,39.34,78.33,59.25,-322.2,20.1,0.0,1.91,73.25,-6.83,7.5
2013-01-09 21:00:00,13.54,26.99,-5.94,37.05,71.14,24.84,-226.99,9.82,0.0,1.91,73.25,-29.27,3.63
2013-01-10 00:00:00,13.66,27.34,-5.94,37.88,70.59,22.69,-215.45,9.76,0.0,1.91,73.25,-38.83,3.12
2013-01-10 03:00:00,28.25,27.81,-5.94,41.78,82.03,62.15,-343.59,22.75,0.0,1.92,73.25,-2.57,12.15
2013-01-10 06:00:00,29.54,28.3,-5.94,42.22,83.46,72.64,-361.75,25.04,0.14,1.91,73.25,-1.73,12.9
2013-01-10 09:00:00,25.16,24.02,-5.94,57.09,56.83,41.92,-320.88,27.83,6.26,1.84,73.25,-2.37,14.97
2013-01-10 12:00:00,22.93,25.57,-5.94,63.54,54.95,35.04,-307.82,25.82,13.15,1.91,73.25,-11.26,8.84
2013-01-10 15:00:00,24.81,29.18,-5.94,51.51,75.73,46.35,-326.33,27.78,3.62,1.92,73.25,-4.16,2.27
2013-01-10 18:00:00,25.56,29.17,-5.94,49.71,76.77,45.19,-323.05,29.19,0.0,1.92,73.25,-4.16,2.38
2013-01-10 21:00:00,15.82,29.2,-5.94,53.2,63.65,14.47,-228.52,14.13,0.0,1.92,73.25,-31.92,0.73
2013-01-11 00:00:00,14.41,29.34,-5.94,47.17,72.76,6.52,-230.26,20.47,0.0,1.92,73.25,-30.36,0.72
2013-01-11 03:00:00,35.42,29.34,-5.94,57.63,84.97,49.09,-370.14,30.84,0.0,1.92,73.25,-0.55,14.15
2013-01-11 06:00:00,37.16,29.34,-5.94,55.4,90.53,60.41,-389.38,31.12,0.0,1.92,73.25,-0.25,16.44
2013-01-11 09:00:00,33.76,29.33,-5.94,86.19,68.18,19.17,-344.77,28.82,8.06,1.92,73.25,-2.29,4.3
2013-01-11 12:00:00,28.44,29.34,-5.94,82.75,75.4,17.69,-330.44,23.17,17.76,1.92,73.25,-14.01,0.66
2013-01-11 15:00:00,31.59,29.34,-5.94,72.3,91.29,24.74,-350.52,25.28,5.34,1.92,73.25,-1.43,2.83
2013-01-11 18:00:00,33.42,29.34,-5.94,69.04,91.77,20.09,-347.34,29.65,0.0,1.92,73.25,-0.15,4.95
2013-01-11 21:00:00,16.67,29.34,-5.94,62.92,74.53,2.82,-245.35,16.42,0.0,1.92,73.25,-27.45,0.87
2013-01-12 00:00:00,18.06,29.34,-5.94,65.31,69.42,5.47,-257.44,20.07,0.0,1.92,73.25,-20.77,1.29
2013-01-12 03:00:00,41.9,29.34,-5.94,74.45,76.41,64.5,-408.48,31.55,0.0,1.92,73.25,-0.17,21.27
2013-01-12 06:00:00,42.05,29.34,-5.94,74.79,74.86,83.17,-419.5,33.32,0.04,1.92,73.25,-0.13,12.82
2013-01-12 09:00:00,39.96,28.54,-5.94,94.07,12.89,74.01,-372.53,35.61,9.56,1.92,73.25,-1.06,9.7
2013-01-12 12:00:00,33.25,29.17,-5.94,95.44,38.22,57.14,-358.37,22.71,17.44,1.92,73.25,-5.63,1.39
2013-01-12 15:00:00,33.43,29.34,-5.94,86.59,87.1,52.55,-385.56,22.35,3.99,1.92,73.25,-0.55,1.51
2013-01-12 18:00:00,35.12,29.34,-5.94,78.27,87.72,59.89,-386.86,25.62,0.0,1.92,73.25,-0.06,1.73
2013-01-12 21:00:00,19.63,29.34,-5.94,61.12,72.5,14.65,-272.19,16.25,0.0,1.92,73.25,-10.54,0.01
2013-01-13 00:00:00,19.05,29.34,-5.94,60.34,75.28,14.06,-270.35,14.88,0.0,1.92,73.25,-11.85,0.02
2013-01-13 03:00:00,40.36,29.34,-5.94,73.94,91.74,90.72,-430.17,25.57,0.0,1.92,73.25,-0.0,9.26
2013-01-13 06:00:00,41.0,29.34,-5.94,78.81,92.27,100.95,-442.93,24.36,0.09,1.92,73.25,-0.01,6.88
2013-01-13 09:00:00,39.65,29.34,-5.94,87.38,54.87,78.89,-392.97,27.05,6.37,1.92,73.25,-0.43,0.61
2013-01-13 12:00:00,32.52,29.34,-5.94,90.67,71.57,57.91,-377.73,19.36,11.39,1.92,73.25,-4.42,0.16
2013-01-13 15:00:00,38.95,29.34,-5.94,75.92,113.01,61.8,-406.45,15.33,2.92,1.92,73.25,-1.01,0.96
2013-01-13 18:00:00,42.75,29.34,-5.94,62.19,112.57,73.74,-408.17,16.81,0.0,1.92,73.25,-0.01,1.54
2013-01-13 21:00:00,23.32,29.34,-5.94,53.83,101.24,14.93,-285.64,8.17,0.0,1.92,73.25,-14.44,0.02
2013-01-14 00:00:00,24.16,29.34,-5.94,48.94,97.1,15.47,-265.61,7.44,0.0,1.92,73.25,-26.07,0.0
2013-01-14 03:00:00,42.8,29.34,-5.94,65.08,112.74,86.93,-431.84,15.05,0.0,1.92,73.25,-0.71,11.37
2013-01-14 06:00:00,43.52,29.34,-5.94,57.72,103.36,118.68,-455.27,15.53,0.06,1.92,73.25,-0.22,18.04
2013-01-14 09:00:00,42.45,29.34,-5.94,82.21,58.01,90.24,-401.98,19.93,6.87,1.92,73.25,-0.69,4.39
2013-01-14 12:00:00,40.61,29.34,-5.94,83.73,61.3,73.21,-384.69,15.82,14.09,1.92,73.25,-3.37,0.72
2013-01-14 15:00:00,42.84,29.34,-5.94,80.75,59.76,97.75,-408.42,22.88,3.84,1.92,73.25,-0.44,2.46
2013-01-14 18:00:00,43.44,29.34,-5.94,78.78,59.05,96.44,-405.03,25.93,0.0,1.92,73.25,-0.39,3.19
2013-01-14 21:00:00,26.47,29.34,-5.94,73.21,53.17,36.61,-282.7,10.39,0.0,1.92,73.25,-15.74,0.0
2013-01-15 00:00:00,26.11,29.34,-5.94,69.36,54.34,31.56,-263.71,7.88,0.0,1.92,73.25,-24.13,0.0
2013-01-15 03:00:00,42.86,29.34,-5.94,65.5,76.12,111.43,-428.07,22.13,0.0,1.92,73.25,-0.12,11.56
2013-01-15 06:00:00,42.87,29.34,-5.94,66.06,87.82,122.34,-452.84,19.97,0.04,1.92,73.25,-0.02,15.18
2013-01-15 09:00:00,41.38,29.34,-5.94,67.95,82.06,89.85,-399.74,14.04,5.06,1.92,73.25,-1.55,2.37
2013-01-15 12:00:00,39.93,29.34,-5.94,63.13,88.44,77.27,-382.29,6.12,11.98,1.92,73.25,-4.26,1.12
2013-01-15 15:00:00,41.26,29.34,-5.94,40.99,121.68,89.08,-405.67,8.2,4.72,1.92,73.25,-0.75,1.9
2013-01-15 18:00:00,41.84,29.34,-5.94,25.8,124.06,99.82,-402.98,11.41,0.0,1.92,73.25,-0.98,2.46
2013-01-15 21:00:00,22.11,29.34,-5.94,23.53,122.91,35.74,-281.78,5.41,0.0,1.92,73.25,-26.51,0.02
2013-01-16 00:00:00,23.48,29.34,-5.94,26.2,122.73,39.29,-278.67,2.76,0.0,1.92,73.25,-34.38,0.01
2013-01-16 03:00:00,42.04,29.34,-5.94,30.97,122.74,130.36,-453.46,10.39,0.0,1.92,73.25,-0.14,18.52
2013-01-16 06:00:00,42.19,29.34,-5.94,32.17,120.54,136.29,-481.35,10.76,0.04,1.92,73.25,-0.0,40.78
2013-01-16 09:00:00,38.98,29.34,-5.94,35.26,118.49,109.16,-424.45,10.37,5.2,1.91,73.25,-1.64,10.05
2013-01-16 12:00:00,38.02,29.34,-5.94,36.05,118.8,98.02,-405.55,8.59,8.51,1.92,73.25,-5.01,3.97
2013-01-16 15:00:00,39.61,29.34,-5.94,35.17,119.47,116.95,-430.31,10.36,1.82,1.92,73.25,-0.46,8.81
2013-01-16 18:00:00,39.9,29.34,-5.94,34.94,115.09,118.17,-427.92,10.46,0.0,1.92,73.25,-0.77,11.55
2013-01-16 21:00:00,25.76,29.34,-5.94,33.77,106.43,52.94,-298.87,4.33,0.0,1.92,73.25,-23.14,0.18
2013-01-17 00:00:00,26.37,29.34,-5.94,29.68,103.91,63.56,-281.12,2.37,0.0,1.92,73.25,-43.39,0.03
2013-01-17 03:00:00,42.86,29.34,-5.94,36.2,111.26,137.66,-458.41,8.21,0.0,1.92,73.25,-2.58,26.22
2013-01-17 06:00:00,43.04,29.34,-5.94,37.75,108.22,144.4,-484.66,10.1,0.02,1.92,73.25,-0.0,42.55
2013-01-17 09:00:00,41.15,28.49,-5.94,67.16,78.29,120.49,-427.45,13.07,6.39,1.92,73.25,-1.13,4.3
2013-01-17 12:00:00,39.33,29.04,-5.94,69.39,79.28,109.27,-408.71,7.79,14.14,1.92,73.25,-10.23,1.44
2013-01-17 15:00:00,41.01,29.34,-5.94,67.96,94.81,122.02,-433.91,10.09,4.16,1.92,73.25,-6.0,1.27
2013-01-17 18:00:00,41.12,29.34,-5.94,66.06,85.18,120.57,-430.79,16.45,0.0,1.92,73.25,-0.12,2.95
2013-01-17 21:00:00,28.82,29.34,-5.94,57.97,74.64,54.72,-300.21,6.02,0.0,1.92,73.25,-20.55,0.01
2013-01-18 00:00:00,27.58,29.34,-5.94,58.32,71.55,67.76,-282.35,5.79,0.0,1.92,73.25,-47.23,0.0
2013-01-18 03:00:00,42.22,29.34,-5.94,68.74,77.62,141.53,-460.86,14.53,0.0,1.92,73.25,-1.34,18.99
2013-01-18 06:00:00,42.23,29.34,-5.94,71.64,75.2,150.06,-486.65,20.0,0.04,1.92,73.25,-1.26,30.15
2013-01-18 09:00:00,41.24,26.58,-5.94,89.17,25.77,133.73,-429.31,31.07,8.77,1.92,73.25,-3.02,6.77
2013-01-18 12:00:00,40.4,28.54,-5.94,89.48,20.16,116.21,-410.65,27.49,17.55,1.92,73.25,-5.61,7.19
2013-01-18 15:00:00,40.8,29.34,-5.94,88.37,47.35,127.23,-436.14,30.58,3.02,1.92,73.25,-2.79,3.0
2013-01-18 18:00:00,41.22,29.34,-5.94,84.4,45.46,129.79,-432.73,31.79,0.0,1.92,73.25,-1.95,3.44
2013-01-18 21:00:00,34.06,28.87,-5.94,78.0,34.58,49.16,-302.53,18.34,0.0,1.92,73.25,-9.74,0.01
2013-01-19 00:00:00,33.64,28.88,-5.94,77.93,34.89,42.09,-289.15,16.95,0.0,1.92,73.25,-14.53,0.06
2013-01-19 03:00:00,42.01,29.34,-5.94,82.21,68.56,128.88,-462.39,32.92,0.0,1.92,73.25,-0.92,10.15
2013-01-19 06:00:00,42.02,29.34,-5.94,83.54,67.02,135.85,-476.63,39.39,0.09,1.92,73.25,-0.03,10.18
2013-01-19 09:00:00,41.97,29.15,-5.94,88.31,31.47,111.94,-422.39,41.66,3.96,1.92,73.25,-0.3,4.99
2013-01-19 12:00:00,41.34,29.07,-5.94,86.81,34.81,100.61,-405.72,38.38,5.16,1.92,73.25,-1.05,1.34
2013-01-19 15:00:00,42.18,29.18,-5.94,84.87,41.8,116.35,-436.83,42.83,1.06,1.92,73.25,-0.59,9.92
2013-01-19 18:00:00,42.78,29.19,-5.94,84.22,41.43,118.13,-439.15,44.55,0.0,1.92,73.25,-0.36,9.97
2013-01-19 21:00:00,33.81,27.69,-5.94,82.17,35.52,38.96,-307.51,27.22,0.0,1.92,73.25,-7.1,0.01
2013-01-20 00:00:00,30.81,27.58,-5.94,76.49,32.02,36.65,-272.82,23.72,0.0,1.92,73.25,-23.73,0.03
2013-01-20 03:00:00,42.44,29.04,-5.94,79.42,42.48,102.14,-433.55,56.0,0.0,1.92,73.25,-3.07,15.86
2013-01-20 06:00:00,42.94,27.15,-5.94,80.43,42.51,110.57,-447.97,59.17,0.07,1.92,73.25,-0.47,16.35
2013-01-20 09:00:00,41.76,27.4,-5.94,84.61,35.62,92.11,-397.16,43.89,5.18,1.92,73.25,-5.18,2.53
2013-01-20 12:00:00,40.56,27.27,-5.94,86.32,43.46,78.11,-381.3,35.74,9.69,1.92,73.25,-10.24,1.15
2013-01-20 15:00:00,40.89,27.15,-5.94,85.23,75.59,74.05,-410.07,34.61,2.26,1.92,73.25,-2.01,3.05
2013-01-20 18:00:00,41.64,27.15,-5.94,83.39,76.6,77.31,-412.72,34.94,0.0,1.92,73.25,-1.42,3.87
2013-01-20 21:00:00,26.65,27.97,-5.94,73.89,56.05,25.2,-289.49,22.51,0.0,1.84,73.25,-11.96,0.02
2013-01-21 00:00:00,25.81,28.31,-5.94,74.49,47.57,16.95,-253.43,19.57,0.0,1.75,73.25,-28.39,0.03
2013-01-21 03:00:00,41.63,28.46,-5.94,86.98,70.92,73.44,-409.27,33.36,0.0,1.79,73.25,-1.34,6.71
2013-01-21 06:00:00,42.11,29.34,-5.94,85.35,71.14,94.48,-434.2,26.55,0.0,1.79,73.25,-0.47,16.58
2013-01-21 09:00:00,38.66,28.98,-5.94,88.12,70.07,55.57,-383.43,24.08,7.59,1.67,72.82,-3.12,4.92
2013-01-21 12:00:00,34.31,29.33,-5.94,89.78,73.57,42.34,-366.56,20.14,19.07,1.7,72.96,-12.41,1.69
2013-01-21 15:00:00,39.55,29.33,-5.94,89.33,81.92,48.25,-388.62,25.36,6.91,1.75,73.25,-2.18,1.07
2013-01-21 18:00:00,40.52,29.33,-5.94,85.24,81.49,49.98,-386.43,29.86,0.0,1.75,73.25,-1.22,2.15
2013-01-21 21:00:00,24.05,29.33,-5.94,69.88,67.1,26.53,-271.41,15.27,0.0,1.72,73.12,-29.87,0.2
2013-01-22 00:00:00,25.37,29.33,-5.94,61.17,66.12,28.2,-264.59,16.66,0.0,1.65,73.25,-31.28,0.04
2013-01-22 03:00:00,42.35,29.33,-5.94,79.37,79.25,84.95,-429.24,30.79,0.0,1.91,73.25,-0.48,14.44
2013-01-22 06:00:00,43.43,29.34,-5.94,76.22,79.65,106.48,-455.03,24.81,0.09,1.91,73.03,-0.01,26.02
2013-01-22 09:00:00,40.57,29.33,-5.94,80.71,58.22,82.8,-401.57,28.05,11.0,1.85,72.73,-2.7,4.94
2013-01-22 12:00:00,37.23,29.34,-5.94,82.29,61.39,75.06,-383.86,20.13,18.58,1.85,73.07,-9.74,0.6
2013-01-22 15:00:00,40.12,29.34,-5.94,72.44,82.89,82.26,-407.21,23.67,4.92,1.92,73.25,-0.58,2.91
2013-01-22 18:00:00,39.66,29.34,-5.94,69.34,83.91,87.04,-404.89,23.69,0.0,1.92,73.25,-0.32,2.99
2013-01-22 21:00:00,21.79,29.34,-5.94,60.37,87.16,30.81,-283.35,9.57,0.0,1.92,73.25,-24.92,0.0
2013-01-23 00:00:00,22.83,29.34,-5.94,59.13,90.67,26.62,-271.6,8.02,0.0,1.92,73.25,-34.26,0.0
2013-01-23 03:00:00,43.89,29.34,-5.94,54.32,100.78,117.18,-442.12,16.87,0.0,1.92,73.25,-1.55,12.05
2013-01-23 06:00:00,43.45,29.34,-5.94,50.99,109.85,134.64,-467.23,13.99,0.19,1.92,73.25,-0.72,16.27
2013-01-23 09:00:00,42.22,29.14,-5.94,53.39,104.36,93.89,-412.29,11.59,8.89,1.91,73.25,-2.29,1.85
2013-01-23 12:00:00,39.75,29.34,-5.94,56.36,105.89,78.22,-394.3,6.33,14.96,1.92,73.25,-6.03,0.24
2013-01-23 15:00:00,41.96,29.34,-5.94,45.3,108.53,102.6,-418.57,11.63,3.65,1.92,73.25,-1.58,7.9
2013-01-23 18:00:00,43.37,29.34,-5.94,44.39,100.76,106.58,-415.65,13.25,0.0,1.92,73.25,-0.36,9.08
2013-01-23 21:00:00,22.71,29.34,-5.94,40.8,101.95,43.38,-289.98,6.46,0.0,1.92,73.25,-24.33,0.43
2013-01-24 00:00:00,21.98,29.34,-5.94,37.4,105.42,44.51,-272.81,2.39,0.0,1.92,73.25,-37.48,0.01
2013-01-24 03:00:00,42.98,29.34,-5.94,42.42,111.95,130.05,-444.3,9.55,0.0,1.92,73.25,-0.91,9.68
2013-01-24 06:00:00,41.4,29.34,-5.94,42.23,120.7,136.37,-469.28,12.07,0.04,1.92,73.25,-0.01,17.9
2013-01-24 09:00:00,41.79,27.66,-5.94,44.05,115.06,95.0,-414.14,11.34,8.46,1.92,73.25,-0.98,2.52
2013-01-24 12:00:00,39.31,29.34,-5.94,39.91,118.93,78.28,-396.15,7.85,19.9,1.92,73.25,-7.5,0.89
2013-01-24 15:00:00,42.35,29.34,-5.94,33.87,120.69,106.73,-420.61,9.76,6.26,1.92,73.25,-1.11,3.48
2013-01-24 18:00:00,43.73,29.34,-5.94,32.95,119.91,108.0,-417.5,11.21,0.0,1.92,73.25,-0.12,3.25
2013-01-24 21:00:00,24.39,29.34,-5.94,35.89,119.1,33.0,-291.12,5.04,0.0,1.92,73.25,-24.89,0.01
2013-01-25 00:00:00,25.62,29.34,-5.94,34.31,116.21,41.95,-286.72,6.45,0.0,1.92,73.25,-36.51,0.12
2013-01-25 03:00:00,43.4,29.34,-5.94,37.18,113.44,146.53,-469.17,12.81,0.0,1.92,73.25,-0.64,17.87
2013-01-25 06:00:00,43.5,29.34,-5.94,47.31,105.28,153.72,-494.75,13.04,0.0,1.92,73.25,-0.01,33.32
2013-01-25 09:00:00,42.56,24.01,-5.94,85.86,66.18,105.7,-436.36,29.24,12.37,1.92,73.25,-0.2,1.4
2013-01-25 12:00:00,40.86,24.18,-5.94,89.53,66.1,84.07,-417.41,27.59,23.6,1.92,73.25,-7.97,0.23
2013-01-25 15:00:00,42.18,29.34,-5.94,82.61,75.01,106.1,-443.49,31.38,7.49,1.92,73.25,-0.38,0.53
2013-01-25 18:00:00,42.81,29.34,-5.94,84.57,60.45,111.84,-439.94,36.19,0.0,1.92,73.25,-0.19,5.69
2013-01-25 21:00:00,30.68,28.94,-5.94,79.14,41.41,37.55,-306.92,25.23,0.0,1.92,73.25,-5.63,0.36
2013-01-26 00:00:00,31.09,28.8,-5.94,78.56,39.78,35.08,-278.77,9.89,0.0,1.92,73.25,-13.69,0.02
2013-01-26 03:00:00,42.91,29.34,-5.94,85.08,53.37,119.22,-446.55,31.94,0.0,1.92,73.25,-0.01,15.47
2013-01-26 06:00:00,43.01,29.27,-5.94,87.63,37.22,123.89,-457.04,41.42,0.0,1.92,73.25,-0.0,25.36
