snapshot,AC,DAC,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,battery charger,battery discharger,electricity distribution grid,hydro,offwind-ac,offwind-dc,onwind,ror,solar,urban central gas CHP,urban central gas CHP CC,urban central solid biomass CHP CC
2013-01-01 00:00:00,0.0,-1.57,0.0,-695.56,0.0,0.0,-2.73,-9.19,41.3,-658.89,32.62,36.72,96.78,1115.05,12.32,0.0,8.93,0.0,24.23
2013-01-01 03:00:00,0.0,-1.57,-0.0,-634.01,0.0,0.0,0.69,-10.31,50.47,-663.92,34.58,30.1,87.48,1055.76,12.35,0.0,14.02,0.0,24.35
2013-01-01 06:00:00,-0.0,-1.57,-0.0,-615.15,0.0,0.0,-3.03,-34.1,13.96,-711.36,35.85,30.3,99.08,988.68,12.49,158.08,2.35,0.0,24.4
2013-01-01 09:00:00,0.0,-1.57,0.0,-907.03,0.0,0.0,-23.72,-157.15,0.27,-770.23,24.62,27.25,106.1,832.98,12.64,831.85,0.0,0.0,24.0
2013-01-01 12:00:00,-0.0,-1.57,-0.0,-806.84,0.0,0.0,-5.72,-144.35,1.93,-748.68,42.92,27.1,111.84,832.75,12.97,652.76,0.67,0.0,24.19
2013-01-01 15:00:00,0.0,-1.57,-0.0,-519.33,0.0,0.0,6.17,-0.18,48.48,-653.55,57.1,28.0,115.71,797.5,13.12,67.09,17.0,0.0,24.44
2013-01-01 18:00:00,0.0,-1.44,-0.0,-460.93,0.0,0.0,7.04,-0.03,73.46,-641.25,59.45,32.38,116.75,759.97,13.13,0.0,17.02,0.0,24.44
2013-01-01 21:00:00,-0.0,-1.44,-0.0,-412.6,0.0,0.0,6.72,-0.25,55.1,-579.61,58.65,32.44,112.97,679.51,13.18,0.0,11.02,0.0,24.31
2013-01-02 00:00:00,0.0,-1.44,0.0,-377.22,0.0,0.0,6.49,-0.18,46.11,-544.0,59.2,31.81,108.11,626.09,13.19,0.0,7.42,0.0,24.41
2013-01-02 03:00:00,0.0,-1.44,-0.0,-327.84,0.0,0.0,7.17,-0.11,67.6,-579.14,62.57,27.23,98.08,591.19,13.16,0.0,16.99,0.0,24.56
2013-01-02 06:00:00,0.0,-1.44,0.0,-320.03,0.0,0.0,6.01,-17.17,35.23,-632.83,62.25,21.43,81.42,584.92,13.1,128.29,14.23,0.0,24.58
2013-01-02 09:00:00,-0.0,-1.57,-0.0,-688.52,0.0,0.0,-5.88,-170.43,0.63,-723.49,51.09,17.89,69.43,608.72,13.0,800.45,4.23,0.0,24.43
2013-01-02 12:00:00,0.0,-1.57,0.0,-716.14,0.0,0.0,-10.31,-115.77,0.89,-691.83,51.12,23.08,77.98,695.85,13.0,636.86,12.35,0.0,24.49
2013-01-02 15:00:00,0.0,-1.57,-0.0,-543.42,0.0,0.0,7.43,-0.72,87.94,-654.13,60.96,33.16,105.85,771.37,13.0,78.0,17.61,0.0,24.52
2013-01-02 18:00:00,0.0,-1.57,-0.0,-548.33,0.0,0.0,6.29,-0.45,69.63,-662.44,57.76,37.87,117.04,869.21,12.89,0.0,17.58,0.0,24.51
2013-01-02 21:00:00,-0.0,-1.57,0.0,-596.9,0.0,0.0,4.1,-3.82,46.36,-634.73,52.91,35.42,116.38,938.31,12.82,0.0,6.39,0.0,24.31
2013-01-03 00:00:00,0.0,-1.57,-0.0,-622.58,0.0,0.0,4.2,-5.86,46.25,-626.31,52.26,32.3,112.6,967.09,12.76,0.0,4.66,0.0,24.19
2013-01-03 03:00:00,0.0,-1.57,0.0,-586.87,0.0,0.0,2.25,-5.55,57.07,-671.0,52.43,31.43,109.09,956.97,12.64,0.0,18.9,0.0,24.2
2013-01-03 06:00:00,0.0,-1.57,-0.0,-556.86,0.0,0.0,-0.58,-12.8,30.31,-757.21,49.89,29.65,104.13,926.44,12.6,140.33,11.45,0.0,24.21
2013-01-03 09:00:00,0.0,-1.57,0.0,-857.04,0.0,0.0,-13.96,-185.57,0.11,-766.85,31.91,26.9,98.21,810.73,12.6,818.71,2.44,0.0,23.36
2013-01-03 12:00:00,0.0,-1.57,0.0,-706.68,0.0,0.0,-20.78,-157.87,0.37,-762.54,28.03,25.84,99.11,783.16,12.58,674.67,2.44,0.0,23.23
2013-01-03 15:00:00,0.0,-1.57,-0.0,-449.08,0.0,0.21,1.14,-0.98,66.42,-690.51,44.74,22.19,94.54,763.15,12.56,82.5,31.27,0.0,23.4
2013-01-03 18:00:00,0.0,-1.44,0.0,-450.34,0.0,0.21,6.2,-0.94,82.59,-654.94,40.55,21.34,86.44,802.4,12.54,0.0,32.0,0.0,23.37
2013-01-03 21:00:00,0.0,-1.44,0.0,-472.71,0.0,0.21,5.67,-0.23,62.02,-608.69,38.62,23.07,81.94,817.3,12.52,0.0,19.6,0.0,22.12
2013-01-04 00:00:00,0.0,-1.44,0.0,-488.57,0.0,0.21,6.45,-0.91,43.42,-587.58,37.58,25.95,97.28,814.42,12.53,0.0,19.55,0.0,21.1
2013-01-04 03:00:00,0.0,-1.44,0.0,-482.41,0.0,0.21,5.55,-0.87,43.86,-606.76,39.2,27.95,107.18,799.73,12.53,0.0,33.08,0.0,22.19
2013-01-04 06:00:00,0.0,-1.44,0.0,-466.78,0.0,0.68,4.55,-21.8,12.75,-676.5,31.65,25.99,106.61,778.83,12.49,145.15,25.55,0.0,22.27
2013-01-04 09:00:00,0.0,-1.57,0.0,-803.32,0.0,1.47,-20.43,-158.56,1.19,-753.74,25.9,22.63,102.79,717.76,12.5,810.44,22.34,0.0,20.59
2013-01-04 12:00:00,-0.0,-1.57,-0.0,-717.65,0.0,1.51,-20.42,-154.12,0.6,-762.69,35.36,19.92,98.21,757.06,12.55,688.53,22.13,0.0,20.56
2013-01-04 15:00:00,0.0,-1.44,-0.0,-413.74,0.0,1.58,-3.72,-0.6,48.2,-678.03,53.17,20.13,95.88,728.79,12.6,88.06,27.81,0.0,21.32
2013-01-04 18:00:00,0.0,-1.44,-0.0,-377.44,0.0,1.58,6.9,-2.35,82.6,-652.12,55.53,20.93,88.57,714.19,12.62,0.0,29.08,0.0,21.36
2013-01-04 21:00:00,0.0,-1.44,0.0,-377.67,0.0,1.58,6.97,-3.96,65.86,-580.54,56.42,20.96,81.9,671.39,12.7,0.0,25.06,0.0,20.75
2013-01-05 00:00:00,0.0,-1.44,0.0,-337.38,0.0,1.58,4.3,-2.54,44.84,-555.5,51.71,17.1,77.24,643.29,12.78,0.0,23.42,0.0,20.59
2013-01-05 03:00:00,0.0,-1.44,0.0,-279.65,0.0,0.4,6.19,-1.97,57.48,-577.25,60.91,12.38,62.77,594.7,12.9,0.0,31.05,0.0,21.53
2013-01-05 06:00:00,-0.0,-1.44,-0.0,-233.37,0.0,0.82,4.68,-14.99,6.76,-623.2,60.69,10.02,41.4,557.54,12.95,123.53,31.65,0.0,22.95
2013-01-05 09:00:00,0.0,-1.57,0.0,-542.18,0.0,0.21,-18.55,-155.0,1.35,-715.36,54.71,8.85,33.61,534.25,12.99,738.73,26.6,0.0,21.34
2013-01-05 12:00:00,0.0,-1.57,0.0,-524.05,0.55,0.21,-22.68,-143.66,2.74,-706.89,60.77,10.63,34.94,571.17,13.0,657.47,25.42,0.0,21.94
2013-01-05 15:00:00,0.0,-1.56,-0.0,-296.23,0.55,0.21,-3.22,-0.27,54.88,-612.91,81.47,10.66,32.94,576.85,13.04,88.06,32.24,0.0,23.29
2013-01-05 18:00:00,-0.0,-1.44,0.0,-221.42,0.55,0.21,7.81,-0.06,67.26,-588.49,78.99,14.14,45.39,528.07,13.07,0.0,32.24,0.0,23.67
2013-01-05 21:00:00,0.0,-1.44,0.0,-157.13,0.55,0.21,6.26,-0.37,57.23,-537.89,77.33,14.19,56.37,421.3,13.05,0.0,25.99,0.0,24.33
2013-01-06 00:00:00,0.0,-1.44,0.0,-127.4,0.55,0.21,5.94,-2.57,55.01,-518.26,74.31,15.32,66.51,368.11,13.04,0.0,24.8,0.0,25.86
2013-01-06 03:00:00,-0.0,-1.35,-0.0,-131.52,0.55,0.21,7.21,-0.83,57.2,-535.39,71.47,16.5,71.48,375.24,13.02,0.0,30.19,0.0,26.0
2013-01-06 06:00:00,0.0,-1.35,0.0,-176.69,0.44,0.21,7.32,-19.64,13.85,-568.06,69.17,17.31,79.71,370.59,13.0,139.63,28.48,0.0,26.02
2013-01-06 09:00:00,-0.0,-1.49,0.0,-512.36,0.44,0.21,-16.11,-162.5,1.23,-687.51,57.88,13.35,67.1,386.68,12.94,787.72,27.26,0.0,25.16
2013-01-06 12:00:00,0.0,-1.31,-0.0,-481.42,0.0,0.29,-14.73,-136.99,3.18,-662.31,63.93,10.87,47.37,449.52,12.99,649.98,32.67,0.0,25.94
2013-01-06 15:00:00,0.0,-1.31,0.0,-185.3,0.55,1.59,-1.34,-1.93,30.83,-597.84,79.73,9.7,36.29,446.37,12.98,84.75,58.9,0.0,26.02
2013-01-06 18:00:00,-0.0,-1.19,0.0,-122.61,0.55,1.6,9.37,-4.9,59.67,-593.56,79.42,11.04,29.4,427.08,12.96,0.0,65.14,0.0,26.02
2013-01-06 21:00:00,-0.0,-1.19,0.0,-98.74,0.55,2.27,9.27,-1.25,65.74,-545.4,80.93,8.58,27.42,361.44,12.94,0.0,51.79,0.0,25.62
2013-01-07 00:00:00,0.0,-1.14,-0.0,-103.37,0.55,2.27,8.66,-0.32,56.81,-511.64,81.14,7.52,31.27,331.4,12.93,0.0,57.88,0.0,26.02
2013-01-07 03:00:00,-0.0,-0.84,0.0,-98.37,0.55,2.27,10.73,-0.46,77.32,-539.24,78.53,7.67,33.84,300.81,12.92,0.0,88.23,0.0,26.02
2013-01-07 06:00:00,0.0,-1.1,0.0,-127.87,0.55,2.27,10.25,-11.08,28.53,-598.61,78.44,9.98,35.59,294.31,12.92,144.3,95.48,0.0,26.02
2013-01-07 09:00:00,0.0,-1.37,0.0,-408.92,0.55,3.16,-13.2,-158.42,2.79,-706.95,69.83,14.17,41.05,276.39,12.88,769.38,73.54,0.0,25.1
2013-01-07 12:00:00,0.0,-1.37,-0.0,-371.53,0.55,3.98,-8.72,-137.45,4.41,-685.89,80.28,17.74,49.54,290.27,12.9,647.4,72.96,0.0,24.91
2013-01-07 15:00:00,-0.0,-1.03,0.0,-160.04,0.55,2.28,17.99,-3.64,70.23,-608.07,88.05,20.06,59.17,289.38,12.89,78.68,107.47,0.0,26.02
2013-01-07 18:00:00,0.0,-1.04,0.0,-167.54,0.55,1.77,18.75,-1.37,93.44,-586.96,88.15,22.41,68.32,322.3,12.86,0.0,102.34,0.0,26.02
2013-01-07 21:00:00,0.0,-1.25,0.0,-192.07,0.55,1.63,10.29,-0.41,57.11,-546.95,88.06,24.53,81.86,345.9,12.85,0.0,91.86,0.0,26.02
2013-01-08 00:00:00,0.0,-1.44,0.0,-216.96,0.55,1.63,9.85,-1.61,35.42,-550.22,89.77,29.24,94.15,379.61,12.83,0.0,91.11,0.0,26.02
2013-01-08 03:00:00,0.0,-1.43,0.0,-197.72,0.55,1.63,10.52,-1.23,50.48,-603.25,90.2,29.28,85.02,395.43,12.82,0.0,101.66,0.0,26.02
2013-01-08 06:00:00,-0.0,-1.37,-0.0,-207.23,0.55,1.63,9.78,-18.9,23.0,-681.74,88.59,28.63,73.75,411.26,12.8,133.07,100.14,0.0,26.02
2013-01-08 09:00:00,-0.0,-1.52,0.0,-421.63,0.55,1.61,-8.15,-149.54,0.37,-782.35,83.91,27.85,61.94,375.07,12.78,694.21,78.85,0.0,26.02
2013-01-08 12:00:00,0.0,-1.37,-0.0,-356.86,0.55,2.27,-5.23,-123.82,2.38,-745.47,87.09,27.64,56.69,341.48,12.76,593.69,82.17,0.0,26.02
2013-01-08 15:00:00,0.0,-1.18,0.0,-96.11,0.55,2.5,9.87,-4.15,46.42,-642.58,92.7,26.69,49.99,296.49,12.73,76.2,103.84,0.0,26.02
2013-01-08 18:00:00,-0.0,-1.17,0.0,-69.78,0.55,2.51,19.52,-0.72,71.58,-606.29,91.0,25.81,50.43,278.18,12.71,0.0,99.61,0.0,26.02
2013-01-08 21:00:00,-0.0,-1.14,0.0,-71.82,0.55,2.51,13.7,-0.69,45.17,-548.22,88.84,25.48,51.37,259.64,12.69,0.0,95.86,0.0,26.02
2013-01-09 00:00:00,0.0,-0.94,0.0,-64.0,0.55,2.51,14.66,-0.87,34.54,-532.33,89.13,25.58,52.89,247.6,12.67,0.0,91.96,0.0,26.02
2013-01-09 03:00:00,0.0,-0.94,0.0,-53.45,0.55,2.51,16.96,-1.29,54.59,-582.45,90.85,23.64,56.14,249.63,12.66,0.0,104.56,0.0,26.02
2013-01-09 06:00:00,0.0,-1.17,-0.0,-61.89,0.55,1.62,16.86,-17.72,23.56,-645.98,89.73,18.58,54.83,259.26,12.66,118.26,104.81,0.0,26.02
2013-01-09 09:00:00,0.0,-1.36,-0.0,-246.84,0.55,1.59,-1.82,-139.65,1.12,-740.45,83.26,12.27,50.89,253.54,12.65,622.48,65.72,0.0,26.02
2013-01-09 12:00:00,0.0,-1.36,0.0,-246.67,0.55,1.59,4.1,-102.59,0.33,-715.47,85.93,10.93,44.74,272.72,12.65,531.39,75.11,0.0,26.02
2013-01-09 15:00:00,0.0,-1.36,-0.0,-125.78,0.55,3.69,7.38,-1.03,77.85,-610.95,88.95,8.73,42.76,308.8,12.65,62.61,99.11,0.0,26.02
2013-01-09 18:00:00,0.0,-1.35,0.0,-124.41,0.55,3.69,9.83,-0.23,93.76,-630.06,88.38,8.29,48.18,368.9,12.65,0.0,95.78,0.0,26.02
2013-01-09 21:00:00,0.0,-1.36,-0.0,-148.43,0.55,3.62,9.36,-0.9,50.97,-597.43,86.27,8.06,54.56,411.2,12.66,0.0,84.88,0.0,25.98
2013-01-10 00:00:00,0.0,-1.36,-0.0,-182.25,0.55,3.62,8.86,-0.51,33.56,-598.9,82.64,8.84,60.73,463.38,12.66,0.0,82.13,0.0,26.02
2013-01-10 03:00:00,0.0,-1.04,0.0,-188.54,0.55,3.67,7.53,-1.06,42.83,-648.97,77.34,9.29,54.18,505.4,12.67,0.0,100.11,0.0,26.02
2013-01-10 06:00:00,-0.0,-0.94,-0.0,-202.89,0.55,5.74,6.93,-9.85,16.8,-696.25,71.79,10.3,53.13,501.99,12.66,102.26,101.74,0.0,26.02
2013-01-10 09:00:00,0.0,-1.17,-0.0,-446.62,0.0,0.06,-8.13,-146.5,0.01,-777.87,62.54,11.17,62.24,521.85,12.66,607.91,75.83,0.0,26.02
2013-01-10 12:00:00,0.0,-1.17,0.0,-416.79,0.55,0.06,-8.87,-130.88,0.39,-763.41,66.72,12.98,61.5,532.03,12.69,528.95,79.22,0.0,26.02
2013-01-10 15:00:00,0.0,-1.07,-0.0,-215.87,0.55,4.15,2.54,-2.77,54.05,-690.9,72.73,14.83,60.25,495.79,12.7,74.91,92.05,0.0,26.02
2013-01-10 18:00:00,0.0,-1.04,-0.0,-195.49,0.55,1.37,4.62,-2.89,66.39,-681.2,72.25,16.89,64.57,521.82,12.72,0.0,93.41,0.0,26.02
2013-01-10 21:00:00,0.0,-1.09,-0.0,-173.13,0.55,0.06,7.78,-3.5,46.41,-645.23,72.29,18.43,60.78,499.12,12.74,0.0,78.73,0.0,26.02
2013-01-11 00:00:00,0.0,-1.09,-0.0,-144.04,0.55,0.06,3.88,-1.63,33.27,-627.35,72.0,18.18,54.85,469.34,12.77,0.0,83.17,0.0,26.02
2013-01-11 03:00:00,-0.0,-0.99,0.0,-111.1,0.55,0.06,5.11,-1.18,39.07,-639.52,73.51,15.58,46.75,427.61,12.79,0.0,105.71,0.0,26.02
2013-01-11 06:00:00,0.0,-0.75,0.0,-101.93,0.55,4.15,5.83,-6.48,35.52,-690.89,72.25,12.84,40.6,364.55,12.8,114.88,110.04,0.0,26.02
2013-01-11 09:00:00,0.0,-1.0,0.0,-361.94,0.55,0.0,-4.9,-172.03,0.01,-782.28,70.62,8.88,33.44,324.77,12.76,754.29,90.78,0.0,26.02
2013-01-11 12:00:00,-0.0,-1.02,-0.0,-351.72,0.55,0.0,-2.23,-134.55,0.97,-767.1,73.89,5.48,28.26,358.32,12.74,654.2,96.15,0.0,26.02
2013-01-11 15:00:00,-0.0,-0.99,0.0,-140.64,0.55,0.0,1.71,-5.27,63.12,-654.69,86.71,6.01,28.46,380.08,12.77,88.53,107.62,0.0,26.02
2013-01-11 18:00:00,0.0,-0.94,-0.0,-108.58,0.55,0.0,6.14,-2.99,78.71,-647.53,88.25,7.63,28.57,402.37,12.76,0.0,109.02,0.0,26.02
2013-01-11 21:00:00,0.0,-1.28,-0.0,-110.22,0.55,0.0,4.52,-0.18,48.6,-622.07,88.78,10.6,30.52,419.97,12.71,0.0,91.46,0.0,26.02
2013-01-12 00:00:00,-0.0,-1.24,-0.0,-134.44,0.55,0.0,2.73,-0.89,38.62,-617.4,90.74,13.23,33.67,446.8,12.64,0.0,88.94,0.0,26.02
2013-01-12 03:00:00,0.0,-1.16,-0.0,-159.54,0.55,0.0,3.38,-0.9,56.55,-667.66,90.64,20.0,43.18,478.45,12.57,0.0,97.91,0.0,26.02
2013-01-12 06:00:00,0.0,-1.12,0.0,-199.25,0.55,0.0,1.56,-13.74,15.32,-727.79,88.1,24.03,51.64,488.21,12.52,137.7,96.24,0.0,26.02
2013-01-12 09:00:00,0.0,-1.35,0.0,-532.41,0.55,0.0,-20.85,-161.72,0.01,-808.84,83.11,24.01,51.17,469.17,12.48,823.21,35.41,0.0,26.02
2013-01-12 12:00:00,0.0,-1.32,-0.0,-427.03,0.55,0.0,-15.22,-136.27,0.31,-765.95,85.98,22.0,44.56,430.11,12.44,665.63,58.16,0.0,26.02
2013-01-12 15:00:00,0.0,-1.26,-0.0,-181.44,0.55,0.0,6.29,-1.32,41.99,-641.8,93.26,23.24,45.55,393.69,12.43,73.3,109.49,0.0,26.02
2013-01-12 18:00:00,0.0,-1.13,-0.0,-101.15,0.55,0.0,7.01,-0.88,46.6,-629.37,93.88,26.77,49.13,356.54,12.43,0.0,113.58,0.0,26.02
2013-01-12 21:00:00,-0.0,-1.38,-0.0,-76.75,0.55,0.0,5.3,-2.99,44.08,-573.3,93.78,24.83,45.72,306.07,12.44,0.0,95.6,0.0,26.02
2013-01-13 00:00:00,-0.0,-1.36,0.0,-50.51,0.55,0.0,5.65,-1.91,41.17,-542.46,93.78,21.62,38.24,261.43,12.44,0.0,95.33,0.0,26.02
2013-01-13 03:00:00,-0.0,-1.21,0.0,-39.9,0.55,0.0,7.43,-0.4,55.22,-574.28,93.95,19.82,36.02,248.1,12.44,0.0,116.22,0.0,26.02
2013-01-13 06:00:00,0.0,-1.23,-0.0,-57.13,0.55,0.0,3.51,-15.43,8.09,-629.74,91.63,17.7,36.96,259.24,12.44,128.36,119.02,0.0,26.02
2013-01-13 09:00:00,-0.0,-1.27,0.0,-335.17,0.55,0.0,-8.96,-122.02,0.12,-762.63,87.9,15.65,35.81,245.46,12.44,730.57,75.49,0.0,26.02
2013-01-13 12:00:00,-0.0,-1.3,0.0,-283.29,0.55,0.0,-7.5,-104.53,0.25,-747.51,85.94,14.74,33.59,271.55,12.45,605.72,93.3,0.0,26.02
2013-01-13 15:00:00,-0.0,-1.16,-0.0,-124.89,0.55,0.0,7.39,-0.79,24.98,-633.34,93.33,15.52,34.97,329.72,12.47,76.75,138.45,0.0,26.02
2013-01-13 18:00:00,0.0,-1.14,-0.0,-61.21,0.55,0.0,7.18,-1.28,37.92,-642.11,92.25,14.13,33.38,344.17,12.49,0.0,137.63,0.0,26.02
2013-01-13 21:00:00,-0.0,-1.33,0.0,-55.68,0.55,0.0,6.08,-2.44,28.21,-610.8,89.93,9.94,28.93,338.18,12.52,0.0,129.86,0.0,26.02
2013-01-14 00:00:00,0.0,-1.28,-0.0,-70.74,0.55,0.0,4.83,-1.4,12.57,-583.49,90.91,7.02,22.58,357.98,12.57,0.0,121.85,0.0,26.02
2013-01-14 03:00:00,0.0,-1.15,0.0,-93.06,0.55,0.0,3.96,-0.9,50.67,-638.99,91.37,6.67,19.68,386.3,12.6,0.0,136.26,0.0,26.02
2013-01-14 06:00:00,0.0,-1.07,-0.0,-132.81,0.55,0.0,5.44,-13.46,56.07,-720.71,91.04,8.93,23.62,419.54,12.63,99.35,124.83,0.0,26.02
2013-01-14 09:00:00,-0.0,-1.22,-0.0,-420.71,0.55,0.0,-4.52,-137.22,0.18,-776.88,83.76,13.29,32.89,432.08,12.63,663.92,75.19,0.0,26.02
2013-01-14 12:00:00,-0.0,-1.25,-0.0,-450.38,0.55,0.0,-12.1,-103.92,2.3,-787.6,79.72,21.18,46.12,521.0,12.71,564.8,80.83,0.0,26.02
2013-01-14 15:00:00,0.0,-1.16,0.0,-323.49,0.55,1.82,3.95,-0.9,60.2,-732.61,90.9,31.98,60.7,597.41,12.75,89.54,82.33,0.0,26.02
2013-01-14 18:00:00,0.0,-0.95,-0.0,-326.0,0.55,2.76,2.48,-10.03,73.05,-725.19,91.27,35.17,73.55,663.66,12.79,0.0,80.85,0.0,26.02
2013-01-14 21:00:00,0.0,-1.1,-0.0,-282.64,0.55,0.01,2.03,-10.52,28.27,-683.24,91.3,35.75,65.64,636.59,12.82,0.0,78.49,0.0,26.02
2013-01-15 00:00:00,0.0,-1.11,-0.0,-223.13,0.55,0.01,3.07,-5.35,30.99,-662.76,90.3,33.62,58.77,558.02,12.84,0.0,78.12,0.0,26.02
2013-01-15 03:00:00,0.0,-0.69,0.0,-158.17,0.55,6.88,4.98,-4.71,49.94,-687.27,90.69,30.96,48.43,477.68,12.86,0.0,101.83,0.0,26.02
2013-01-15 06:00:00,0.0,-0.52,-0.0,-105.28,0.55,9.97,5.48,-4.66,25.78,-744.64,87.22,32.28,48.6,388.75,12.9,104.87,112.67,0.0,26.02
2013-01-15 09:00:00,-0.0,-0.57,-0.0,-321.21,0.55,0.14,4.3,-127.85,0.62,-792.17,86.43,26.53,44.51,299.17,12.94,633.57,107.04,0.0,25.97
2013-01-15 12:00:00,-0.0,-0.6,0.0,-313.44,0.55,4.38,2.03,-89.82,0.51,-756.72,86.68,18.64,34.91,305.27,12.96,560.26,108.39,0.0,25.98
2013-01-15 15:00:00,0.0,-0.7,0.0,-89.39,0.55,21.85,9.46,-0.4,34.82,-680.09,90.24,17.15,32.06,294.06,12.98,88.39,142.99,0.0,26.02
2013-01-15 18:00:00,0.0,-0.66,-0.0,-55.91,0.55,22.22,9.37,-0.17,47.25,-633.22,90.47,16.33,31.97,287.26,12.98,0.0,145.56,0.0,25.97
2013-01-15 21:00:00,0.0,-0.84,0.0,-72.69,0.55,18.51,5.16,-2.14,22.34,-579.34,90.5,13.38,28.25,293.14,12.98,0.0,144.31,0.0,25.87
2013-01-16 00:00:00,-0.0,-0.85,0.0,-89.78,0.55,18.44,6.27,-2.29,18.7,-581.35,90.47,11.84,25.51,319.33,12.99,0.0,144.13,0.0,26.02
2013-01-16 03:00:00,0.0,-0.79,0.0,-84.92,0.55,20.3,7.82,-0.33,65.11,-644.3,89.79,12.69,25.86,325.27,13.02,0.0,143.89,0.0,26.02
2013-01-16 06:00:00,-0.0,-0.75,0.0,-118.45,0.55,19.38,9.02,-11.51,67.72,-720.17,85.87,13.19,28.47,340.48,13.07,104.73,142.37,0.0,25.99
2013-01-16 09:00:00,0.0,-0.83,0.0,-262.92,0.55,9.28,-2.1,-121.98,0.33,-743.37,87.56,12.91,29.87,294.24,13.21,518.07,139.14,0.0,26.02
2013-01-16 12:00:00,-0.0,-0.85,0.0,-212.3,0.55,11.09,-1.38,-83.76,0.52,-732.41,89.57,12.93,24.34,285.39,13.4,429.33,137.54,0.0,26.02
2013-01-16 15:00:00,-0.0,-0.92,0.0,-101.71,0.55,11.0,15.68,-1.53,63.97,-680.54,89.39,15.44,25.13,332.85,13.48,50.69,140.49,0.0,26.02
2013-01-16 18:00:00,0.0,-1.11,0.0,-63.14,0.55,10.05,15.07,-0.83,54.58,-683.04,88.33,17.42,29.1,358.49,13.52,0.0,134.94,0.0,26.02
2013-01-16 21:00:00,0.0,-1.2,-0.0,-47.9,0.55,7.17,12.55,-0.88,27.0,-638.22,87.95,14.9,27.96,345.09,13.55,0.0,125.45,0.0,26.02
2013-01-17 00:00:00,0.0,-1.21,-0.0,-55.76,0.55,7.4,12.32,-0.88,24.84,-631.88,87.23,14.75,28.09,348.21,13.56,0.0,126.73,0.0,26.02
2013-01-17 03:00:00,-0.0,-1.15,-0.0,-62.87,0.55,7.27,14.69,-1.78,63.56,-689.69,88.05,12.99,24.77,366.09,13.58,0.0,137.91,0.0,26.02
2013-01-17 06:00:00,0.0,-1.17,-0.0,-108.83,0.44,7.07,13.83,-11.2,44.49,-745.28,85.4,10.93,24.06,393.62,13.6,110.99,136.02,0.0,26.02
2013-01-17 09:00:00,-0.0,-1.29,0.0,-363.74,0.55,0.98,-9.94,-135.78,0.9,-782.11,81.14,7.33,25.63,405.66,13.57,623.19,107.86,0.0,26.02
2013-01-17 12:00:00,-0.0,-1.3,0.0,-378.55,0.55,0.89,-6.56,-111.35,2.24,-764.74,81.04,7.5,23.53,463.77,13.58,538.74,104.62,0.0,26.02
2013-01-17 15:00:00,-0.0,-1.29,-0.0,-290.67,0.55,2.1,3.78,-1.74,51.35,-721.13,86.49,9.46,27.61,595.55,13.65,78.76,119.5,0.0,26.02
2013-01-17 18:00:00,0.0,-1.32,-0.0,-300.92,0.55,2.1,3.7,-0.34,43.44,-728.75,87.84,13.26,40.46,689.55,13.63,0.0,110.77,0.0,26.02
2013-01-17 21:00:00,0.0,-1.39,-0.0,-340.25,0.55,0.21,1.71,-1.96,32.61,-691.29,82.91,17.0,50.81,711.44,13.61,0.0,98.02,0.0,26.02
2013-01-18 00:00:00,0.0,-1.42,-0.0,-360.96,0.55,1.3,-0.84,-1.15,30.49,-704.8,83.27,19.53,61.0,741.96,13.63,0.0,91.42,0.0,26.02
2013-01-18 03:00:00,0.0,-1.28,0.0,-387.38,0.55,1.55,1.96,-1.53,55.55,-759.86,79.08,24.08,79.63,766.12,13.67,0.0,101.82,0.0,26.02
2013-01-18 06:00:00,0.0,-1.24,0.0,-455.69,0.55,1.38,2.34,-8.5,25.46,-800.46,70.12,29.31,102.42,792.46,13.73,103.02,99.07,0.0,26.02
2013-01-18 09:00:00,-0.0,-1.3,-0.0,-629.48,0.55,0.0,-12.03,-121.55,0.02,-801.27,58.07,35.74,116.05,771.3,13.81,475.76,68.27,0.0,26.02
2013-01-18 12:00:00,-0.0,-1.33,-0.0,-565.82,0.55,0.0,-12.19,-117.33,0.15,-791.36,59.75,38.57,118.08,762.68,13.91,407.07,61.22,0.0,26.02
2013-01-18 15:00:00,0.0,-1.29,0.0,-430.64,0.55,0.0,-1.71,-9.48,37.91,-773.53,75.77,40.96,120.78,769.62,14.06,51.05,79.91,0.0,26.02
2013-01-18 18:00:00,-0.0,-1.28,0.0,-409.84,0.55,0.0,-0.28,-7.41,51.38,-780.28,77.86,39.78,118.35,797.42,14.22,0.0,73.5,0.0,26.02
2013-01-18 21:00:00,-0.0,-1.39,0.0,-384.65,0.55,0.0,1.19,-3.35,35.53,-722.94,77.38,36.14,112.94,756.58,14.52,0.0,51.47,0.0,26.02
2013-01-19 00:00:00,0.0,-1.23,0.0,-368.43,0.55,0.0,1.12,-2.21,31.43,-705.17,76.68,34.98,110.87,727.6,14.59,0.0,53.18,0.0,26.02
2013-01-19 03:00:00,0.0,-1.21,0.0,-341.23,0.55,0.0,3.64,-0.22,40.76,-758.13,79.15,35.46,111.74,696.11,14.62,0.0,92.72,0.0,26.02
2013-01-19 06:00:00,0.0,-1.18,-0.0,-319.72,0.55,0.0,2.28,-5.72,8.64,-789.07,75.7,34.95,111.6,633.49,14.63,116.08,91.74,0.0,26.02
