snapshot,DAC,Fischer-Tropsch,H2 Fuel Cell,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas CHP CC,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-01-01 00:00:00,-6.0,38.33,0.0,-5.94,121.15,8.93,0.0,3.9,-198.93,16.02,0.0,68.21,-53.83,8.15
2013-01-01 03:00:00,-6.0,40.58,0.0,-5.94,122.28,14.02,0.0,36.44,-315.66,45.36,0.0,68.54,-13.81,14.18
2013-01-01 06:00:00,-6.0,41.15,0.0,-5.94,122.9,2.35,0.0,40.68,-331.58,55.75,0.04,68.68,-11.07,23.02
2013-01-01 09:00:00,-6.0,39.8,0.0,-5.94,126.54,0.0,0.0,27.28,-294.51,49.02,6.41,67.56,-20.33,10.16
2013-01-01 12:00:00,-6.0,39.44,0.0,-5.94,129.38,0.67,0.0,23.96,-282.65,38.44,8.27,68.12,-21.93,8.24
2013-01-01 15:00:00,-6.0,39.07,0.0,-5.94,125.97,17.0,0.0,24.96,-299.51,31.34,0.77,68.81,-13.89,17.41
2013-01-01 18:00:00,-5.53,38.01,0.0,-5.94,121.36,17.02,0.0,24.64,-296.79,31.22,0.0,68.81,-13.22,20.41
2013-01-01 21:00:00,-5.53,35.34,0.0,-5.94,115.67,11.02,0.0,2.41,-210.68,18.14,0.0,68.45,-38.6,9.71
2013-01-02 00:00:00,-5.53,35.19,0.0,-5.94,110.4,7.42,0.0,1.86,-201.93,20.37,0.0,68.72,-41.27,10.71
2013-01-02 03:00:00,-5.53,38.52,0.0,-5.94,116.71,16.99,0.0,31.64,-321.67,32.64,0.0,69.14,-11.96,39.45
2013-01-02 06:00:00,-5.53,38.82,0.0,-5.94,118.21,14.23,0.0,34.84,-336.04,32.0,0.03,69.19,-10.37,50.54
2013-01-02 09:00:00,-6.0,39.27,0.0,-5.94,123.14,4.23,0.0,27.99,-298.4,30.07,4.38,68.78,-11.92,24.39
2013-01-02 12:00:00,-6.0,40.25,0.0,-5.94,126.45,12.35,0.0,17.94,-286.54,23.99,10.65,68.94,-17.16,15.06
2013-01-02 15:00:00,-6.0,39.37,0.0,-5.94,124.94,17.61,0.0,27.02,-303.83,29.95,2.04,69.02,-13.4,19.21
2013-01-02 18:00:00,-6.0,39.34,0.0,-5.94,123.87,17.58,0.0,25.28,-300.55,33.41,0.0,69.02,-13.95,17.93
2013-01-02 21:00:00,-6.0,37.52,0.0,-5.94,117.87,6.39,0.0,2.71,-212.63,12.63,0.0,68.45,-32.77,11.76
2013-01-03 00:00:00,-6.0,37.46,0.0,-5.94,112.77,4.66,0.0,2.05,-177.53,7.65,0.0,68.11,-57.14,13.9
2013-01-03 03:00:00,-6.0,39.13,0.0,-5.94,119.42,18.9,0.0,25.88,-279.52,29.7,0.0,68.13,-30.1,20.4
2013-01-03 06:00:00,-6.0,38.94,0.0,-5.94,120.07,11.45,0.0,35.35,-289.89,31.64,0.0,68.16,-25.18,21.39
2013-01-03 09:00:00,-6.0,38.24,0.0,-5.94,123.33,2.44,0.0,16.4,-258.34,36.45,12.41,65.78,-39.79,14.99
2013-01-03 12:00:00,-6.0,37.89,0.0,-5.94,129.04,2.44,0.0,10.9,-248.65,31.96,23.36,65.39,-54.69,14.28
2013-01-03 15:00:00,-6.0,36.49,0.0,-5.94,102.2,31.27,0.0,19.16,-263.48,31.33,4.77,65.89,-32.26,16.56
2013-01-03 18:00:00,-5.53,36.83,0.0,-5.94,99.85,32.0,0.0,23.1,-260.03,27.83,0.0,65.8,-31.26,17.33
2013-01-03 21:00:00,-5.53,36.09,0.0,-5.94,87.6,19.6,0.0,4.36,-185.4,19.81,0.0,62.27,-49.06,16.19
2013-01-04 00:00:00,-5.53,35.88,0.0,-5.94,83.03,19.55,0.0,3.91,-165.59,19.09,0.0,59.41,-59.33,15.52
2013-01-04 03:00:00,-5.53,37.39,0.0,-5.94,93.52,33.08,0.0,26.51,-257.75,26.35,0.0,62.46,-26.28,16.16
2013-01-04 06:00:00,-5.53,36.49,0.0,-5.94,98.52,25.55,0.0,31.15,-268.38,31.8,0.0,62.69,-22.74,16.35
2013-01-04 09:00:00,-6.0,36.79,0.0,-5.94,97.71,22.34,0.0,10.28,-239.54,33.12,8.87,57.96,-27.94,12.35
2013-01-04 12:00:00,-6.0,35.69,0.0,-5.94,99.57,22.13,0.0,5.56,-230.55,28.82,18.13,57.89,-37.87,12.55
2013-01-04 15:00:00,-5.53,35.06,0.0,-5.94,99.65,27.81,0.0,14.59,-243.9,26.32,3.94,60.03,-25.94,13.89
2013-01-04 18:00:00,-5.53,36.02,0.0,-5.94,96.01,29.08,0.0,17.04,-241.01,25.05,0.0,60.13,-26.96,16.1
2013-01-04 21:00:00,-5.53,33.53,0.0,-5.94,82.09,25.06,0.0,4.07,-174.09,12.94,0.0,58.42,-45.28,14.7
2013-01-05 00:00:00,-5.53,32.64,0.0,-5.94,78.67,23.42,0.0,4.58,-176.52,18.93,0.0,57.97,-41.9,13.65
2013-01-05 03:00:00,-5.53,36.03,0.0,-5.94,92.09,31.05,0.0,28.4,-270.78,34.26,0.0,60.62,-14.74,14.52
2013-01-05 06:00:00,-5.53,36.07,0.0,-5.94,93.89,31.65,0.0,26.9,-275.94,33.13,0.0,64.61,-11.82,12.97
2013-01-05 09:00:00,-6.0,32.23,0.0,-5.94,94.46,26.6,0.0,8.81,-247.05,32.18,10.73,60.08,-17.33,11.22
2013-01-05 12:00:00,-6.0,33.12,0.5,-5.94,92.8,25.42,0.0,11.26,-238.67,24.24,21.88,61.76,-33.48,13.09
2013-01-05 15:00:00,-5.97,33.93,0.5,-5.94,86.17,32.24,0.0,21.46,-255.72,20.41,4.85,65.56,-15.57,18.06
2013-01-05 18:00:00,-5.5,35.65,0.5,-5.94,81.19,32.24,0.0,24.98,-255.65,18.5,0.0,66.66,-13.79,21.14
2013-01-05 21:00:00,-5.5,29.62,0.5,-5.94,74.85,25.99,0.0,6.37,-184.21,7.46,0.0,68.49,-29.46,11.8
2013-01-06 00:00:00,-5.5,28.51,0.5,-5.94,74.54,24.8,0.0,10.44,-188.77,8.69,0.0,72.8,-29.92,9.83
2013-01-06 03:00:00,-5.18,34.49,0.5,-5.94,86.37,30.19,0.0,43.61,-291.56,8.67,0.0,73.21,-11.25,36.87
2013-01-06 06:00:00,-5.16,33.94,0.39,-5.94,87.34,28.48,0.0,51.09,-297.43,6.61,0.0,73.25,-10.02,37.44
2013-01-06 09:00:00,-5.72,33.15,0.39,-5.94,93.81,27.26,0.0,30.6,-265.91,11.73,13.91,70.83,-17.67,13.54
2013-01-06 12:00:00,-5.01,32.66,0.0,-5.94,82.17,32.67,0.0,30.72,-256.77,7.37,23.45,73.03,-32.79,18.41
2013-01-06 15:00:00,-5.01,30.67,0.5,-5.94,76.84,58.9,0.0,39.28,-275.37,7.36,4.14,73.27,-23.27,18.64
2013-01-06 18:00:00,-4.55,31.24,0.5,-5.94,61.84,65.14,0.0,50.1,-275.2,5.35,0.0,73.27,-25.49,23.74
2013-01-06 21:00:00,-4.54,27.64,0.5,-5.94,55.02,51.79,0.0,22.06,-196.5,2.65,0.0,72.13,-36.55,11.73
2013-01-07 00:00:00,-4.38,26.83,0.5,-5.94,49.14,57.88,0.0,23.1,-197.04,3.0,0.0,73.27,-38.77,12.4
2013-01-07 03:00:00,-3.2,31.98,0.5,-5.94,49.29,88.23,0.0,61.37,-313.32,5.06,0.0,73.27,-18.98,31.73
2013-01-07 06:00:00,-4.21,35.43,0.5,-5.94,46.73,95.48,0.0,67.13,-325.33,6.15,0.0,73.27,-18.88,29.65
2013-01-07 09:00:00,-5.25,35.26,0.5,-5.94,67.0,73.54,0.0,38.95,-289.32,3.99,14.49,70.66,-20.71,16.8
2013-01-07 12:00:00,-5.25,33.95,0.5,-5.94,68.67,72.96,0.0,33.12,-278.32,3.82,26.08,70.13,-35.68,15.95
2013-01-07 15:00:00,-3.93,30.5,0.5,-5.94,59.35,107.47,0.0,48.99,-295.25,3.18,5.04,73.27,-39.69,16.5
2013-01-07 18:00:00,-4.0,32.95,0.5,-5.94,52.32,102.34,0.0,54.18,-291.02,2.92,0.0,73.27,-37.19,19.66
2013-01-07 21:00:00,-4.78,29.09,0.5,-5.94,49.51,91.86,0.0,24.24,-205.94,1.57,0.0,73.27,-70.17,16.77
2013-01-08 00:00:00,-5.5,29.27,0.5,-5.94,47.8,91.11,0.0,30.36,-208.36,2.15,0.0,73.27,-71.22,16.53
2013-01-08 03:00:00,-5.46,34.5,0.5,-5.94,45.75,101.66,0.0,78.17,-334.04,3.78,0.0,73.27,-27.92,35.73
2013-01-08 06:00:00,-5.23,36.26,0.5,-5.94,49.74,100.14,0.0,81.88,-345.54,4.3,0.04,73.27,-22.31,32.87
2013-01-08 09:00:00,-5.81,34.11,0.5,-5.94,61.08,78.85,0.0,57.2,-307.06,4.33,11.4,73.27,-27.66,25.7
2013-01-08 12:00:00,-5.25,31.91,0.5,-5.94,62.12,82.17,0.0,49.34,-295.5,4.2,20.95,73.27,-36.9,19.11
2013-01-08 15:00:00,-4.51,26.7,0.5,-5.94,48.94,103.84,0.0,69.67,-313.91,4.28,4.89,73.27,-28.47,20.73
2013-01-08 18:00:00,-4.49,27.33,0.5,-5.94,42.87,99.61,0.0,76.77,-308.93,3.39,0.0,73.27,-24.1,19.7
2013-01-08 21:00:00,-4.35,24.71,0.5,-5.94,34.28,95.86,0.0,47.92,-217.07,1.94,0.0,73.27,-66.29,15.15
2013-01-09 00:00:00,-3.6,24.0,0.5,-5.94,39.3,91.96,0.0,47.26,-215.89,1.6,0.0,73.27,-66.98,14.51
2013-01-09 03:00:00,-3.59,29.28,0.5,-5.94,43.22,104.56,0.0,81.61,-345.58,8.57,0.0,73.27,-16.92,31.01
2013-01-09 06:00:00,-4.49,29.84,0.5,-5.94,43.49,104.81,0.0,97.33,-360.84,4.24,0.0,73.27,-13.12,30.89
2013-01-09 09:00:00,-5.21,27.48,0.5,-5.94,66.69,65.72,0.0,70.15,-320.25,14.97,7.4,73.27,-12.5,17.69
2013-01-09 12:00:00,-5.21,26.8,0.5,-5.94,65.97,75.11,0.0,60.92,-307.67,12.65,12.61,73.27,-18.54,9.51
2013-01-09 15:00:00,-5.21,27.24,0.5,-5.94,40.44,99.11,0.0,78.24,-326.52,16.07,1.99,73.27,-13.06,13.86
2013-01-09 18:00:00,-5.18,26.66,0.5,-5.94,40.67,95.78,0.0,78.05,-322.2,19.62,0.0,73.27,-11.47,10.22
2013-01-09 21:00:00,-5.21,23.43,0.5,-5.94,37.73,84.88,0.0,35.07,-226.99,8.84,0.0,73.15,-32.78,7.3
2013-01-10 00:00:00,-5.21,23.6,0.5,-5.94,37.72,82.13,0.0,34.1,-215.45,8.74,0.0,73.25,-40.55,7.09
2013-01-10 03:00:00,-3.98,28.0,0.5,-5.94,40.66,100.11,0.0,81.97,-343.59,18.59,0.0,73.27,-5.28,15.68
2013-01-10 06:00:00,-3.6,28.44,0.5,-5.94,40.19,101.74,0.0,89.15,-361.75,21.37,0.0,73.27,-3.46,20.09
2013-01-10 09:00:00,-4.5,30.17,0.0,-5.94,61.92,75.83,0.0,52.09,-320.88,26.47,2.63,73.27,-1.99,10.91
2013-01-10 12:00:00,-4.5,30.09,0.5,-5.94,61.43,79.22,0.0,47.44,-307.82,24.01,6.95,73.27,-8.19,3.53
2013-01-10 15:00:00,-4.1,31.6,0.5,-5.94,55.02,92.05,0.0,57.23,-326.33,25.86,1.48,73.27,-5.09,4.42
2013-01-10 18:00:00,-3.98,32.52,0.5,-5.94,53.54,93.41,0.0,54.77,-323.05,26.46,0.0,73.27,-5.14,3.63
2013-01-10 21:00:00,-4.19,28.11,0.5,-5.94,49.59,78.73,0.0,19.87,-228.52,15.87,0.0,73.27,-28.47,1.17
2013-01-11 00:00:00,-4.19,28.47,0.5,-5.94,52.44,83.17,0.0,11.36,-230.26,20.76,0.0,73.27,-30.78,1.19
2013-01-11 03:00:00,-3.79,34.0,0.5,-5.94,63.7,105.71,0.0,63.08,-370.14,27.39,0.0,73.27,-3.15,15.34
2013-01-11 06:00:00,-2.85,34.65,0.5,-5.94,59.62,110.04,0.0,71.9,-389.38,27.45,0.0,73.27,-1.31,22.04
2013-01-11 09:00:00,-3.82,32.14,0.5,-5.94,89.08,90.78,0.0,31.12,-344.77,29.59,5.53,73.27,-4.4,6.9
2013-01-11 12:00:00,-3.89,31.25,0.5,-5.94,91.55,96.15,0.0,23.44,-330.44,26.11,13.3,73.27,-17.12,1.79
2013-01-11 15:00:00,-3.79,31.25,0.5,-5.94,81.87,107.62,0.0,34.69,-350.52,26.13,2.98,73.27,-2.0,3.93
2013-01-11 18:00:00,-3.6,32.29,0.5,-5.94,76.99,109.02,0.0,34.39,-347.34,27.68,0.0,73.27,-2.02,4.73
2013-01-11 21:00:00,-4.89,30.43,0.5,-5.94,63.27,91.46,0.0,8.44,-245.35,15.53,0.0,73.27,-28.74,2.01
2013-01-12 00:00:00,-4.74,32.31,0.5,-5.94,63.94,88.94,0.0,13.8,-257.44,17.61,0.0,73.27,-23.81,1.54
2013-01-12 03:00:00,-4.43,38.89,0.5,-5.94,79.36,97.91,0.0,87.21,-408.48,27.48,0.0,73.27,-2.41,16.63
2013-01-12 06:00:00,-4.29,40.65,0.5,-5.94,79.83,96.24,0.0,99.16,-419.5,27.87,0.0,73.27,-1.71,13.9
2013-01-12 09:00:00,-5.16,39.44,0.5,-5.94,107.01,35.41,0.0,78.73,-372.53,34.34,7.44,73.27,-3.19,10.66
2013-01-12 12:00:00,-5.05,38.31,0.5,-5.94,107.41,58.16,0.0,62.32,-358.37,22.47,14.49,73.27,-8.39,0.81
2013-01-12 15:00:00,-4.84,36.24,0.5,-5.94,93.02,109.49,0.0,59.85,-385.56,20.45,1.79,73.27,-2.48,4.19
2013-01-12 18:00:00,-4.32,35.89,0.5,-5.94,83.55,113.58,0.0,67.74,-386.86,21.19,0.0,73.27,-1.93,3.33
2013-01-12 21:00:00,-5.27,30.28,0.5,-5.94,55.34,95.6,0.0,23.84,-272.19,13.92,0.0,73.27,-9.7,0.33
2013-01-13 00:00:00,-5.23,28.56,0.5,-5.94,56.28,95.33,0.0,25.62,-270.35,11.69,0.0,73.27,-10.87,1.12
2013-01-13 03:00:00,-4.62,32.32,0.5,-5.94,76.38,116.22,0.0,113.49,-430.17,20.33,0.0,73.27,-0.8,9.01
2013-01-13 06:00:00,-4.7,32.7,0.5,-5.94,84.6,119.02,0.0,112.04,-442.93,24.37,0.06,73.27,-0.41,7.42
2013-01-13 09:00:00,-4.86,34.76,0.5,-5.94,100.93,75.49,0.0,84.54,-392.97,25.35,3.66,73.27,-0.66,5.92
2013-01-13 12:00:00,-4.98,35.91,0.5,-5.94,101.17,93.3,0.0,59.93,-377.73,19.96,6.57,73.27,-2.12,0.14
2013-01-13 15:00:00,-4.46,35.48,0.5,-5.94,76.94,138.45,0.0,81.58,-406.45,9.65,0.66,73.27,-2.94,3.24
2013-01-13 18:00:00,-4.38,35.1,0.5,-5.94,63.02,137.63,0.0,93.33,-408.17,11.41,0.0,73.27,-0.15,4.36
2013-01-13 21:00:00,-5.08,32.45,0.5,-5.94,52.4,129.86,0.0,21.58,-285.64,5.28,0.0,73.27,-19.7,1.0
2013-01-14 00:00:00,-4.89,32.31,0.5,-5.94,49.33,121.85,0.0,20.98,-265.61,5.03,0.0,73.27,-27.31,0.47
2013-01-14 03:00:00,-4.39,35.25,0.5,-5.94,67.74,136.26,0.0,107.18,-431.84,10.73,0.0,73.27,-1.28,12.5
2013-01-14 06:00:00,-4.08,37.14,0.5,-5.94,66.06,124.83,0.0,134.26,-455.27,10.93,0.0,73.27,-0.81,19.1
2013-01-14 09:00:00,-4.68,38.31,0.5,-5.94,89.27,75.19,0.0,110.89,-401.98,17.37,3.3,73.27,-1.69,6.18
2013-01-14 12:00:00,-4.78,40.09,0.5,-5.94,89.44,80.83,0.0,86.89,-384.69,16.57,7.55,73.27,-2.85,3.09
2013-01-14 15:00:00,-4.45,41.02,0.5,-5.94,86.85,82.33,0.0,109.61,-408.42,24.46,1.01,73.27,-2.64,2.37
2013-01-14 18:00:00,-3.66,41.12,0.5,-5.94,84.12,80.85,0.0,108.75,-405.03,25.65,0.0,73.27,-2.84,3.19
2013-01-14 21:00:00,-4.22,38.74,0.5,-5.94,76.79,78.49,0.0,39.69,-282.7,7.63,0.0,73.27,-22.67,0.39
2013-01-15 00:00:00,-4.23,37.0,0.5,-5.94,74.66,78.12,0.0,33.74,-263.71,6.54,0.0,73.27,-31.56,1.62
2013-01-15 03:00:00,-2.63,36.79,0.5,-5.94,70.13,101.83,0.0,120.82,-428.07,21.51,0.0,73.27,-1.71,13.48
2013-01-15 06:00:00,-1.99,33.61,0.5,-5.94,68.11,112.67,0.0,137.57,-452.84,17.76,0.0,73.27,-0.14,17.41
2013-01-15 09:00:00,-2.18,32.81,0.5,-5.94,71.92,107.04,0.0,103.46,-399.74,13.09,2.86,73.13,-1.73,4.78
2013-01-15 12:00:00,-2.3,32.65,0.5,-5.94,65.23,108.39,0.0,97.47,-382.29,6.5,6.39,73.15,-3.45,3.67
2013-01-15 15:00:00,-2.68,30.49,0.5,-5.94,39.4,142.99,0.0,115.87,-405.67,6.71,1.83,73.27,-0.95,4.15
2013-01-15 18:00:00,-2.53,33.56,0.5,-5.94,27.51,145.56,0.0,120.03,-402.98,7.08,0.0,73.13,-0.98,5.03
2013-01-15 21:00:00,-3.22,31.75,0.5,-5.94,21.52,144.31,0.0,44.56,-281.78,2.08,0.0,72.84,-27.34,0.71
2013-01-16 00:00:00,-3.27,30.5,0.5,-5.94,23.37,144.13,0.0,54.67,-278.67,2.33,0.0,73.25,-41.49,0.59
2013-01-16 03:00:00,-3.04,35.43,0.5,-5.94,33.75,143.89,0.0,145.82,-453.46,6.0,0.0,73.27,-1.32,25.08
2013-01-16 06:00:00,-2.86,36.09,0.5,-5.94,36.39,142.37,0.0,150.1,-481.35,7.03,0.0,73.19,-0.96,45.42
2013-01-16 09:00:00,-3.18,34.61,0.5,-5.94,45.9,139.14,0.0,123.89,-424.45,5.78,4.84,73.27,-4.67,10.29
2013-01-16 12:00:00,-3.24,32.84,0.5,-5.94,44.19,137.54,0.0,116.8,-405.55,4.84,9.59,73.27,-9.1,4.23
2013-01-16 15:00:00,-3.52,31.83,0.5,-5.94,34.7,140.49,0.0,135.36,-430.31,5.79,2.55,73.27,-2.46,17.73
2013-01-16 18:00:00,-4.24,32.86,0.5,-5.94,36.15,134.94,0.0,136.32,-427.92,5.83,0.0,73.27,-1.9,20.11
2013-01-16 21:00:00,-4.59,28.74,0.5,-5.94,32.59,125.45,0.0,73.12,-298.87,4.26,0.0,73.27,-30.4,1.87
2013-01-17 00:00:00,-4.63,27.29,0.5,-5.94,28.84,126.73,0.0,75.27,-281.12,3.91,0.0,73.27,-46.32,2.18
2013-01-17 03:00:00,-4.42,32.05,0.5,-5.94,39.06,137.91,0.0,146.43,-458.41,5.39,0.0,73.27,-2.32,36.47
2013-01-17 06:00:00,-4.47,36.17,0.4,-5.94,38.5,136.02,0.0,153.78,-484.66,5.21,0.0,73.27,-1.18,52.88
2013-01-17 09:00:00,-4.93,36.06,0.5,-5.94,73.15,107.86,0.0,127.89,-427.45,11.47,4.96,73.27,-3.08,6.23
2013-01-17 12:00:00,-4.99,36.43,0.5,-5.94,73.3,104.62,0.0,119.83,-408.71,8.71,11.83,73.27,-10.89,2.03
2013-01-17 15:00:00,-4.94,37.21,0.5,-5.94,73.3,119.5,0.0,128.58,-433.91,10.37,3.27,73.27,-5.75,4.52
2013-01-17 18:00:00,-5.05,37.3,0.5,-5.94,70.08,110.77,0.0,130.45,-430.79,16.86,0.0,73.27,-3.53,6.06
2013-01-17 21:00:00,-5.33,35.39,0.5,-5.94,54.38,98.02,0.0,64.71,-300.21,7.05,0.0,73.27,-22.87,1.03
2013-01-18 00:00:00,-5.44,35.53,0.5,-5.94,54.16,91.42,0.0,68.18,-282.35,5.39,0.0,73.27,-36.28,1.54
2013-01-18 03:00:00,-4.9,38.26,0.5,-5.94,72.76,101.82,0.0,150.91,-460.86,14.5,0.0,73.27,-4.51,24.18
2013-01-18 06:00:00,-4.76,39.3,0.5,-5.94,75.02,99.07,0.0,158.89,-486.65,22.83,0.0,73.27,-3.08,31.53
2013-01-18 09:00:00,-4.97,38.31,0.5,-5.94,94.26,68.27,0.0,125.44,-429.31,29.68,10.1,73.27,-5.17,5.53
2013-01-18 12:00:00,-5.08,37.9,0.5,-5.94,101.97,61.22,0.0,107.72,-410.65,26.69,21.85,73.27,-12.62,3.15
2013-01-18 15:00:00,-4.93,36.68,0.5,-5.94,99.38,79.91,0.0,124.0,-436.14,28.44,3.88,73.27,-4.67,5.58
2013-01-18 18:00:00,-4.91,36.14,0.5,-5.94,97.37,73.5,0.0,131.34,-432.73,30.11,0.0,73.27,-4.15,5.49
2013-01-18 21:00:00,-5.31,34.52,0.5,-5.94,84.07,51.47,0.0,66.16,-302.53,16.64,0.0,73.27,-14.27,1.41
2013-01-19 00:00:00,-4.69,34.4,0.5,-5.94,83.25,53.18,0.0,57.55,-289.15,12.81,0.0,73.27,-16.42,1.22
2013-01-19 03:00:00,-4.65,37.41,0.5,-5.94,96.25,92.72,0.0,132.68,-462.39,30.54,0.0,73.27,-2.64,12.23
2013-01-19 06:00:00,-4.52,37.62,0.5,-5.94,97.87,91.74,0.0,140.47,-476.63,36.66,0.0,73.27,-1.3,10.25
2013-01-19 09:00:00,-4.83,39.42,0.5,-5.94,102.7,57.26,0.0,114.41,-422.39,38.37,2.56,73.27,-1.61,6.25
2013-01-19 12:00:00,-4.57,38.47,0.5,-5.94,100.96,60.84,0.0,103.05,-405.72,36.4,3.33,73.27,-2.75,2.16
2013-01-19 15:00:00,-4.33,38.79,0.5,-5.94,96.02,68.73,0.0,123.54,-436.83,39.12,0.06,73.27,-1.58,8.62
2013-01-19 18:00:00,-4.24,39.53,0.5,-5.94,95.27,65.9,0.0,126.34,-439.15,40.35,0.0,73.27,-1.68,9.83
2013-01-19 21:00:00,-4.42,37.53,0.5,-5.94,91.47,47.79,0.0,49.95,-307.51,24.52,0.0,73.27,-7.99,0.81
2013-01-20 00:00:00,-4.44,38.39,0.5,-5.94,83.58,42.23,0.0,43.48,-272.82,19.46,0.0,73.27,-18.52,0.79
2013-01-20 03:00:00,-4.33,39.38,0.5,-5.94,91.3,70.47,0.0,109.78,-433.55,49.82,0.0,73.27,-6.94,16.22
2013-01-20 06:00:00,-4.28,39.0,0.5,-5.94,93.43,73.51,0.0,116.48,-447.97,47.7,0.0,73.27,-2.83,17.1
2013-01-20 09:00:00,-4.33,39.0,0.0,-5.94,99.35,59.08,0.0,92.94,-397.16,40.54,1.94,73.27,-5.9,7.19
2013-01-20 12:00:00,-4.38,38.45,0.0,-5.94,99.64,64.07,0.0,83.04,-381.3,32.25,5.56,73.27,-9.12,4.45
2013-01-20 15:00:00,-4.31,38.76,0.0,-5.94,98.02,97.54,0.0,80.16,-410.07,32.17,0.83,73.27,-4.14,3.7
2013-01-20 18:00:00,-4.59,38.45,0.0,-5.94,96.42,99.95,0.0,81.97,-412.72,32.55,0.0,73.27,-2.34,2.95
2013-01-20 21:00:00,-5.34,36.74,0.03,-5.94,79.94,79.04,0.0,30.4,-289.49,17.69,0.0,73.27,-17.18,0.82
2013-01-21 00:00:00,-5.46,35.44,0.0,-5.94,73.71,73.72,0.0,23.84,-253.43,14.26,0.0,73.27,-30.17,0.75
2013-01-21 03:00:00,-4.5,37.66,0.37,-5.94,95.1,99.69,0.0,81.32,-409.27,27.42,0.0,73.27,-3.04,7.9
2013-01-21 06:00:00,-4.12,37.43,0.5,-5.94,91.75,100.93,0.0,102.32,-434.2,22.04,0.0,73.16,-1.64,17.74
2013-01-21 09:00:00,-4.42,37.36,0.5,-5.94,99.6,96.93,0.0,57.75,-383.43,19.98,4.86,72.69,-4.53,8.61
2013-01-21 12:00:00,-4.61,36.99,0.5,-5.94,100.02,101.41,0.0,46.93,-366.56,15.36,12.64,72.68,-14.06,4.61
2013-01-21 15:00:00,-4.39,37.49,0.5,-5.94,99.43,106.17,0.0,57.96,-388.62,20.85,3.4,72.71,-5.24,5.67
2013-01-21 18:00:00,-4.12,34.37,0.5,-5.94,89.48,108.18,0.0,64.52,-386.43,26.5,0.0,72.76,-3.66,3.82
2013-01-21 21:00:00,-5.07,32.68,0.5,-5.94,68.87,101.63,0.0,25.89,-271.41,12.36,0.0,73.16,-33.49,0.79
2013-01-22 00:00:00,-5.13,33.4,0.5,-5.94,64.41,95.26,0.0,30.78,-264.59,14.12,0.0,73.16,-36.75,0.75
2013-01-22 03:00:00,-4.36,36.48,0.5,-5.94,83.15,105.67,0.0,99.03,-429.24,27.42,0.0,73.16,-2.71,16.82
2013-01-22 06:00:00,-4.0,37.93,0.5,-5.94,81.06,107.49,0.0,119.08,-455.03,21.5,0.0,73.16,-1.71,25.94
2013-01-22 09:00:00,-4.28,37.86,0.5,-5.94,87.63,89.65,0.0,85.98,-401.57,30.47,8.56,72.3,-5.03,3.86
2013-01-22 12:00:00,-4.42,37.51,0.5,-5.94,90.39,90.98,0.0,73.64,-383.86,23.51,16.34,73.16,-14.47,2.63
2013-01-22 15:00:00,-4.48,36.1,0.5,-5.94,71.62,110.56,0.0,98.19,-407.21,21.53,5.21,73.27,-2.4,3.04
2013-01-22 18:00:00,-4.42,36.04,0.5,-5.94,67.82,112.19,0.0,101.98,-404.89,22.76,0.0,73.27,-1.61,2.29
2013-01-22 21:00:00,-4.08,29.53,0.5,-5.94,56.63,114.32,0.0,37.8,-283.35,7.62,0.0,73.27,-27.79,1.47
2013-01-23 00:00:00,-4.16,27.73,0.5,-5.94,52.98,119.76,0.0,39.2,-271.6,6.5,0.0,73.27,-39.57,1.31
2013-01-23 03:00:00,-2.24,31.0,0.5,-5.94,52.74,125.51,0.0,142.17,-442.12,16.31,0.0,73.27,-1.72,10.52
2013-01-23 06:00:00,-2.1,32.28,0.5,-5.94,49.12,134.87,0.0,154.31,-467.23,11.09,0.04,73.27,-0.39,20.18
2013-01-23 09:00:00,-2.54,33.31,0.5,-5.94,53.45,128.26,0.0,117.51,-412.29,9.8,6.89,73.27,-4.21,1.97
2013-01-23 12:00:00,-2.08,32.66,0.5,-5.94,52.35,129.88,0.0,100.46,-394.3,6.58,13.07,73.27,-7.65,1.16
2013-01-23 15:00:00,-1.91,32.32,0.5,-5.94,44.5,131.44,0.0,126.08,-418.57,9.2,2.13,73.27,-0.12,7.08
2013-01-23 18:00:00,-1.85,31.43,0.5,-5.94,41.58,129.97,0.0,130.01,-415.65,10.01,0.0,73.27,-0.38,7.03
2013-01-23 21:00:00,-2.16,28.11,0.5,-5.94,37.19,124.69,0.0,58.42,-289.98,2.94,0.0,73.27,-28.12,1.07
2013-01-24 00:00:00,-2.17,26.26,0.5,-5.94,37.26,125.05,0.0,56.59,-272.81,2.39,0.0,73.27,-41.13,0.7
2013-01-24 03:00:00,-2.17,29.39,0.5,-5.94,40.13,135.29,0.0,153.67,-444.3,6.27,0.0,73.27,-1.65,15.5
2013-01-24 06:00:00,-1.97,30.64,0.5,-5.94,43.12,142.91,0.0,154.27,-469.28,7.36,0.02,73.27,-0.74,25.83
2013-01-24 09:00:00,-2.67,31.48,0.5,-5.94,50.94,134.31,0.0,113.64,-414.14,7.84,8.76,73.27,-3.03,5.04
2013-01-24 12:00:00,-2.67,31.92,0.5,-5.94,46.25,140.88,0.0,95.13,-396.15,6.13,20.13,73.27,-13.08,3.61
