snapshot,DAC,Fischer-Tropsch,H2 Fuel Cell,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas CHP CC,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-01-01 00:00:00,-6.0,38.33,0.0,-21.63,-5.94,0.0,63.86,-63.85,0.0,-0.02,0.01,72.79,2.89,-75.7,0.02,0.0,-0.02,0.01,0.2,53.17,-31.74,0.0,-0.03,0.01,35.59,3.57,-39.63,0.48,0.0,-0.01,0.01,121.15,8.93,0.0,3.9,-198.93,16.02,0.0,68.21,-53.83,8.15
2013-01-01 03:00:00,-6.0,40.58,0.0,-21.63,-5.94,4.21,101.68,-108.26,2.37,-0.02,0.01,97.76,18.24,-126.33,10.33,0.0,-0.01,0.01,1.85,62.19,-45.54,3.13,-0.02,0.01,41.86,6.39,-56.66,8.42,0.0,-0.0,0.0,122.28,14.02,0.0,36.44,-315.66,45.36,0.0,68.54,-13.81,14.18
2013-01-01 06:00:00,-6.0,41.15,0.0,-21.63,-5.94,5.05,105.44,-114.53,4.04,-0.02,0.01,101.07,18.71,-135.55,15.77,0.0,-0.01,0.0,1.78,62.08,-45.19,2.96,-0.02,0.01,41.72,6.27,-56.67,8.69,0.0,-0.01,0.0,122.9,2.35,0.0,40.68,-331.58,55.75,0.04,68.68,-11.07,23.02
2013-01-01 09:00:00,-6.0,39.8,0.0,-21.63,-5.94,2.51,99.92,-103.39,0.97,-0.03,0.02,102.28,13.79,-122.38,6.3,0.0,-0.01,0.01,0.82,58.86,-38.52,0.48,-0.03,0.02,41.32,4.49,-48.35,2.55,0.0,-0.01,0.01,126.54,0.0,0.0,27.28,-294.51,49.02,6.41,67.56,-20.33,10.16
2013-01-01 12:00:00,-6.0,39.44,0.0,-21.63,-5.94,2.19,98.01,-100.6,0.41,-0.03,0.02,102.92,11.95,-118.83,3.96,0.0,-0.01,0.01,0.44,57.03,-35.92,0.09,-0.03,0.02,40.44,3.49,-45.03,1.1,0.0,-0.02,0.01,129.38,0.67,0.0,23.96,-282.65,38.44,8.27,68.12,-21.93,8.24
2013-01-01 15:00:00,-6.0,39.07,0.0,-21.63,-5.94,4.35,102.78,-109.29,2.16,-0.03,0.02,103.9,17.83,-128.69,6.97,0.0,-0.01,0.01,0.44,56.98,-35.86,0.07,-0.03,0.02,39.9,3.95,-44.94,1.09,0.0,-0.01,0.01,125.97,17.0,0.0,24.96,-299.51,31.34,0.77,68.81,-13.89,17.41
2013-01-01 18:00:00,-5.53,38.01,0.0,-21.63,-5.94,4.01,103.49,-110.08,2.58,-0.02,0.01,102.32,18.69,-130.41,9.4,0.0,-0.01,0.0,0.03,54.68,-33.08,0.01,-0.02,0.01,37.71,3.22,-41.64,0.71,0.0,-0.01,0.01,121.36,17.02,0.0,24.64,-296.79,31.22,0.0,68.81,-13.22,20.41
2013-01-01 21:00:00,-5.53,35.34,0.0,-21.63,-5.94,0.0,72.73,-72.72,0.0,-0.02,0.01,83.06,3.98,-87.51,0.48,0.0,-0.01,0.01,0.0,49.17,-27.54,0.0,-0.02,0.01,32.84,1.57,-34.62,0.21,0.0,-0.01,0.01,115.67,11.02,0.0,2.41,-210.68,18.14,0.0,68.45,-38.6,9.71
2013-01-02 00:00:00,-5.53,35.19,0.0,-21.63,-5.94,0.0,63.07,-63.06,0.0,-0.02,0.01,74.21,1.99,-76.39,0.19,0.0,-0.01,0.01,0.12,53.4,-31.89,0.01,-0.02,0.01,36.85,2.82,-40.67,1.01,0.0,-0.01,0.0,110.4,7.42,0.0,1.86,-201.93,20.37,0.0,68.72,-41.27,10.71
2013-01-02 03:00:00,-5.53,38.52,0.0,-21.63,-5.94,3.05,102.51,-107.11,1.55,-0.02,0.01,95.58,23.01,-128.17,9.57,0.0,-0.01,0.0,2.11,63.12,-45.83,2.22,-0.02,0.01,39.9,11.42,-58.31,6.99,0.0,-0.0,0.0,116.71,16.99,0.0,31.64,-321.67,32.64,0.0,69.14,-11.96,39.45
2013-01-02 06:00:00,-5.53,38.82,0.0,-21.63,-5.94,3.91,107.11,-112.78,1.76,-0.02,0.01,99.33,25.88,-136.73,11.52,0.0,-0.0,0.0,1.97,63.2,-45.33,1.8,-0.02,0.01,40.48,11.13,-58.08,6.47,0.0,-0.0,0.0,118.21,14.23,0.0,34.84,-336.04,32.0,0.03,69.19,-10.37,50.54
2013-01-02 09:00:00,-6.0,39.27,0.0,-21.63,-5.94,1.49,99.93,-101.86,0.45,-0.02,0.01,100.81,16.08,-123.47,6.57,0.01,-0.01,0.0,0.55,59.39,-38.64,0.33,-0.02,0.01,40.86,5.88,-49.52,2.78,0.0,-0.01,0.0,123.14,4.23,0.0,27.99,-298.4,30.07,4.38,68.78,-11.92,24.39
2013-01-02 12:00:00,-6.0,40.25,0.0,-21.63,-5.94,1.34,97.58,-99.17,0.25,-0.02,0.01,101.88,13.14,-119.96,4.92,0.02,-0.01,0.0,0.27,57.33,-36.06,0.09,-0.02,0.01,40.78,3.88,-46.15,1.49,0.01,-0.01,0.0,126.45,12.35,0.0,17.94,-286.54,23.99,10.65,68.94,-17.16,15.06
2013-01-02 15:00:00,-6.0,39.37,0.0,-21.63,-5.94,3.01,103.72,-107.79,1.07,-0.02,0.01,102.64,19.65,-130.06,7.76,0.0,-0.01,0.0,0.27,57.29,-36.01,0.08,-0.02,0.01,40.28,4.29,-46.07,1.5,0.0,-0.01,0.0,124.94,17.61,0.0,27.02,-303.83,29.95,2.04,69.02,-13.4,19.21
2013-01-02 18:00:00,-6.0,39.34,0.0,-21.63,-5.94,2.5,104.68,-108.46,1.28,-0.02,0.01,101.72,20.83,-131.62,9.07,0.0,-0.01,0.0,0.01,54.77,-33.17,0.02,-0.02,0.01,38.48,3.12,-42.61,1.02,0.0,-0.01,0.01,123.87,17.58,0.0,25.28,-300.55,33.41,0.0,69.02,-13.95,17.93
2013-01-02 21:00:00,-6.0,37.52,0.0,-21.63,-5.94,0.0,71.47,-71.46,0.0,-0.02,0.01,84.12,3.16,-87.84,0.56,0.0,-0.01,0.01,0.0,49.26,-27.63,0.0,-0.02,0.01,33.91,1.28,-35.43,0.24,0.0,-0.02,0.01,117.87,6.39,0.0,2.71,-212.63,12.63,0.0,68.45,-32.77,11.76
2013-01-03 00:00:00,-6.0,37.46,0.0,-21.63,-5.94,0.0,57.8,-57.79,0.0,-0.02,0.01,66.1,1.51,-67.68,0.08,0.0,-0.02,0.01,0.01,50.47,-28.86,0.02,-0.02,0.01,32.0,2.56,-35.24,0.68,0.0,-0.01,0.01,112.77,4.66,0.0,2.05,-177.53,7.65,0.0,68.11,-57.14,13.9
2013-01-03 03:00:00,-6.0,39.13,0.0,-21.63,-5.94,2.21,94.09,-97.17,0.88,-0.02,0.02,87.49,17.53,-111.96,6.95,0.0,-0.01,0.01,1.64,59.85,-41.24,1.38,-0.02,0.02,36.88,8.01,-50.08,5.19,0.0,-0.01,0.01,119.42,18.9,0.0,25.88,-279.52,29.7,0.0,68.13,-30.1,20.4
2013-01-03 06:00:00,-6.0,38.94,0.0,-21.63,-5.94,2.23,98.42,-101.85,1.2,-0.02,0.02,91.6,18.46,-118.4,8.34,0.0,-0.01,0.01,1.38,59.77,-40.7,1.18,-0.02,0.02,37.44,7.47,-49.66,4.76,0.0,-0.01,0.01,120.07,11.45,0.0,35.35,-289.89,31.64,0.0,68.16,-25.18,21.39
2013-01-03 09:00:00,-6.0,38.24,0.0,-21.63,-5.94,0.4,91.28,-92.18,0.79,-0.95,0.67,91.36,9.2,-107.25,6.92,0.02,-0.83,0.59,0.16,55.93,-34.77,0.6,-0.96,0.68,36.5,3.17,-42.51,3.08,0.01,-0.81,0.57,123.33,2.44,0.0,16.4,-258.34,36.45,12.41,65.78,-39.79,14.99
2013-01-03 12:00:00,-6.0,37.89,0.0,-21.63,-5.94,0.37,89.13,-89.85,0.64,-0.95,0.67,92.1,7.49,-104.41,5.03,0.04,-0.85,0.6,0.03,53.99,-32.5,0.4,-0.97,0.68,36.06,2.09,-39.73,1.81,0.02,-0.84,0.59,129.04,2.44,0.0,10.9,-248.65,31.96,23.36,65.39,-54.69,14.28
2013-01-03 15:00:00,-6.0,36.49,0.0,-21.63,-5.94,1.57,95.01,-97.56,1.26,-0.95,0.67,94.69,11.62,-113.07,6.99,0.01,-0.83,0.59,0.03,53.95,-32.46,0.4,-0.97,0.68,35.84,2.32,-39.67,1.76,0.0,-0.84,0.59,102.2,31.27,0.0,19.16,-263.48,31.33,4.77,65.89,-32.26,16.56
2013-01-03 18:00:00,-5.53,36.83,0.0,-21.63,-5.94,0.92,95.89,-98.0,1.45,-0.89,0.63,94.22,12.17,-114.05,7.89,0.0,-0.78,0.55,0.0,51.51,-29.92,0.3,-0.91,0.64,34.14,1.59,-36.69,1.2,0.0,-0.82,0.58,99.85,32.0,0.0,23.1,-260.03,27.83,0.0,65.8,-31.26,17.33
2013-01-03 21:00:00,-5.53,36.09,0.0,-21.63,-5.94,0.0,64.99,-64.98,0.26,-0.91,0.64,75.25,1.12,-76.74,0.63,0.0,-0.88,0.62,0.0,46.68,-25.03,0.25,-0.91,0.64,30.01,0.52,-30.74,0.45,0.0,-0.85,0.6,87.6,19.6,0.0,4.36,-185.4,19.81,0.0,62.27,-49.06,16.19
2013-01-04 00:00:00,-5.53,35.88,0.0,-21.63,-5.94,0.0,52.84,-52.84,0.26,-0.89,0.63,63.03,0.3,-63.35,0.28,0.0,-0.86,0.61,0.0,47.62,-25.99,0.26,-0.89,0.63,31.33,0.89,-32.64,0.66,0.0,-0.81,0.57,83.03,19.55,0.0,3.91,-165.59,19.09,0.0,59.41,-59.33,15.52
2013-01-04 03:00:00,-5.53,37.39,0.0,-21.63,-5.94,0.29,86.47,-87.47,0.96,-0.87,0.61,89.65,8.97,-103.33,4.92,0.0,-0.75,0.53,0.43,57.19,-36.86,1.13,-0.88,0.62,38.46,3.98,-46.09,3.86,0.0,-0.69,0.49,93.52,33.08,0.0,26.51,-257.75,26.35,0.0,62.46,-26.28,16.16
2013-01-04 06:00:00,-5.53,36.49,0.0,-21.63,-5.94,0.05,90.88,-91.9,1.17,-0.72,0.51,94.77,8.96,-109.7,6.15,0.0,-0.61,0.43,0.14,57.13,-36.48,1.05,-0.74,0.52,39.01,3.27,-45.88,3.77,0.0,-0.58,0.41,98.52,25.55,0.0,31.15,-268.38,31.8,0.0,62.69,-22.74,16.35
2013-01-04 09:00:00,-6.0,36.79,0.0,-21.63,-5.94,0.0,82.95,-83.32,0.61,-0.84,0.59,93.05,3.79,-99.51,2.88,0.01,-0.72,0.51,0.0,52.67,-31.25,0.46,-0.86,0.6,37.04,1.2,-39.35,1.33,0.0,-0.71,0.5,97.71,22.34,0.0,10.28,-239.54,33.12,8.87,57.96,-27.94,12.35
2013-01-04 12:00:00,-6.0,35.69,0.0,-21.63,-5.94,0.0,80.98,-81.22,0.49,-0.84,0.59,92.78,2.51,-96.87,1.78,0.02,-0.73,0.51,0.0,50.8,-29.23,0.31,-0.86,0.61,35.77,0.57,-36.78,0.66,0.01,-0.74,0.52,99.57,22.13,0.0,5.56,-230.55,28.82,18.13,57.89,-37.87,12.55
2013-01-04 15:00:00,-5.53,35.06,0.0,-21.63,-5.94,0.01,87.37,-88.0,0.79,-0.58,0.41,96.08,5.25,-104.67,3.49,0.0,-0.5,0.35,0.0,50.77,-29.19,0.22,-0.6,0.42,35.6,0.69,-36.72,0.58,0.0,-0.5,0.35,99.65,27.81,0.0,14.59,-243.9,26.32,3.94,60.03,-25.94,13.89
2013-01-04 18:00:00,-5.53,36.02,0.0,-21.63,-5.94,0.02,87.73,-88.45,0.85,-0.51,0.36,95.33,5.92,-105.67,4.55,0.0,-0.46,0.32,0.0,48.6,-26.96,0.15,-0.53,0.37,33.34,0.44,-34.04,0.41,0.0,-0.46,0.33,96.01,29.08,0.0,17.04,-241.01,25.05,0.0,60.13,-26.96,16.1
2013-01-04 21:00:00,-5.53,33.53,0.0,-21.63,-5.94,0.0,59.28,-59.27,0.06,-0.24,0.17,71.56,0.11,-71.82,0.22,0.0,-0.23,0.16,0.0,44.7,-23.06,0.06,-0.25,0.18,28.82,0.16,-29.1,0.19,0.0,-0.24,0.17,82.09,25.06,0.0,4.07,-174.09,12.94,0.0,58.42,-45.28,14.7
2013-01-05 00:00:00,-5.53,32.64,0.0,-21.63,-5.94,0.0,54.11,-54.1,0.03,-0.13,0.09,64.87,0.36,-65.47,0.29,0.0,-0.12,0.08,0.02,50.57,-29.07,0.15,-0.13,0.09,34.5,0.91,-36.85,1.48,0.0,-0.12,0.08,78.67,23.42,0.0,4.58,-176.52,18.93,0.0,57.97,-41.9,13.65
2013-01-05 03:00:00,-5.53,36.03,0.0,-21.63,-5.94,0.41,89.14,-90.64,1.11,-0.06,0.04,93.93,6.52,-108.29,7.86,0.0,-0.05,0.03,0.22,58.81,-38.4,1.01,-0.06,0.04,40.75,3.1,-48.69,4.86,0.0,-0.04,0.03,92.09,31.05,0.0,28.4,-270.78,34.26,0.0,60.62,-14.74,14.52
2013-01-05 06:00:00,-5.53,36.07,0.0,-21.63,-5.94,0.12,94.06,-95.26,1.1,-0.06,0.04,99.17,8.73,-114.96,7.07,0.0,-0.04,0.03,0.05,56.42,-35.36,0.55,-0.06,0.04,39.58,2.78,-45.01,2.66,0.0,-0.04,0.03,93.89,31.65,0.0,26.9,-275.94,33.13,0.0,64.61,-11.82,12.97
2013-01-05 09:00:00,-6.0,32.23,0.0,-21.63,-5.94,0.07,85.61,-86.13,0.48,-0.09,0.06,96.01,4.63,-103.97,3.34,0.01,-0.07,0.05,0.02,52.3,-30.81,0.15,-0.09,0.06,37.09,1.24,-39.25,0.94,0.0,-0.08,0.05,94.46,26.6,0.0,8.81,-247.05,32.18,10.73,60.08,-17.33,11.22
2013-01-05 12:00:00,-6.0,33.12,0.5,-21.63,-5.94,0.16,83.5,-83.9,0.27,-0.09,0.06,94.7,3.91,-101.14,2.52,0.03,-0.07,0.05,0.05,50.82,-29.26,0.04,-0.09,0.06,35.66,1.0,-37.22,0.58,0.01,-0.07,0.05,92.8,25.42,0.0,11.26,-238.67,24.24,21.88,61.76,-33.48,13.09
2013-01-05 15:00:00,-5.97,33.93,0.5,-21.63,-5.94,0.34,89.98,-90.97,0.67,-0.07,0.05,98.59,6.73,-109.39,4.08,0.01,-0.05,0.03,0.12,52.01,-30.56,0.08,-0.07,0.05,36.73,1.3,-38.85,0.84,0.0,-0.06,0.04,86.17,32.24,0.0,21.46,-255.72,20.41,4.85,65.56,-15.57,18.06
2013-01-05 18:00:00,-5.5,35.65,0.5,-21.63,-5.94,0.29,90.66,-91.65,0.7,-0.01,0.01,98.33,7.24,-110.67,5.09,0.0,-0.01,0.0,0.09,50.96,-29.46,0.03,-0.01,0.01,35.63,1.11,-37.54,0.8,0.0,-0.01,0.0,81.19,32.24,0.0,24.98,-255.65,18.5,0.0,66.66,-13.79,21.14
2013-01-05 21:00:00,-5.5,29.62,0.5,-21.63,-5.94,0.11,60.99,-61.1,0.0,-0.01,0.01,73.92,0.58,-74.71,0.22,0.0,-0.01,0.0,0.07,46.71,-25.15,0.0,-0.01,0.01,31.2,0.66,-32.07,0.21,0.0,-0.01,0.0,74.85,25.99,0.0,6.37,-184.21,7.46,0.0,68.49,-29.46,11.8
2013-01-06 00:00:00,-5.5,28.51,0.5,-21.63,-5.94,0.1,58.35,-58.44,0.0,-0.01,0.01,68.31,1.63,-69.98,0.05,0.0,-0.01,0.0,0.28,52.78,-31.52,0.1,-0.01,0.01,35.49,2.74,-39.45,1.22,0.0,-0.01,0.0,74.54,24.8,0.0,10.44,-188.77,8.69,0.0,72.8,-29.92,9.83
2013-01-06 03:00:00,-5.18,34.49,0.5,-21.63,-5.94,2.69,94.74,-98.99,1.55,-0.01,0.0,95.18,15.91,-116.77,5.69,0.0,-0.0,0.0,1.41,60.6,-41.77,1.38,-0.01,0.0,41.03,7.84,-52.25,3.38,0.0,-0.0,0.0,86.37,30.19,0.0,43.61,-291.56,8.67,0.0,73.21,-11.25,36.87
2013-01-06 06:00:00,-5.16,33.94,0.39,-21.63,-5.94,2.7,99.75,-104.03,1.58,-0.0,0.0,100.24,19.2,-124.13,4.69,0.0,-0.0,0.0,0.73,58.73,-38.43,0.6,-0.01,0.0,40.22,6.38,-48.3,1.7,0.0,-0.0,0.0,87.34,28.48,0.0,51.09,-297.43,6.61,0.0,73.25,-10.02,37.44
2013-01-06 09:00:00,-5.72,33.15,0.39,-21.63,-5.94,0.29,93.02,-93.92,0.63,-0.05,0.03,97.59,12.17,-112.1,2.34,0.02,-0.04,0.03,0.03,54.88,-33.42,0.14,-0.05,0.03,38.07,3.43,-42.05,0.56,0.01,-0.04,0.03,93.81,27.26,0.0,30.6,-265.91,11.73,13.91,70.83,-17.67,13.54
2013-01-06 12:00:00,-5.01,32.66,0.0,-21.63,-5.94,0.26,90.68,-91.47,0.54,-0.05,0.03,96.5,10.91,-109.01,1.58,0.03,-0.04,0.03,0.03,53.26,-31.72,0.07,-0.05,0.03,36.69,2.88,-39.84,0.28,0.01,-0.04,0.03,82.17,32.67,0.0,30.72,-256.77,7.37,23.45,73.03,-32.79,18.41
2013-01-06 15:00:00,-5.01,30.67,0.5,-21.63,-5.94,1.98,96.02,-99.31,1.31,-0.0,0.0,96.28,18.86,-118.03,2.88,0.0,-0.0,0.0,0.12,54.54,-33.14,0.11,-0.0,0.0,35.78,5.46,-41.61,0.37,0.0,-0.0,0.0,76.84,58.9,0.0,39.28,-275.37,7.36,4.14,73.27,-23.27,18.64
2013-01-06 18:00:00,-4.55,31.24,0.5,-21.63,-5.94,1.42,97.5,-99.99,1.07,-0.0,0.0,94.67,21.65,-119.35,3.04,0.0,-0.0,0.0,0.06,53.45,-31.93,0.05,-0.0,0.0,33.73,6.07,-40.18,0.38,0.0,-0.0,0.0,61.84,65.14,0.0,50.1,-275.2,5.35,0.0,73.27,-25.49,23.74
2013-01-06 21:00:00,-4.54,27.64,0.5,-21.63,-5.94,0.1,66.16,-66.25,0.0,-0.0,0.0,69.84,10.23,-80.22,0.15,0.0,-0.0,0.0,0.06,48.29,-26.72,0.0,-0.0,0.0,28.28,5.29,-33.69,0.12,0.0,-0.0,0.0,55.02,51.79,0.0,22.06,-196.5,2.65,0.0,72.13,-36.55,11.73
2013-01-07 00:00:00,-4.38,26.83,0.5,-21.63,-5.94,0.1,63.43,-63.52,0.0,-0.0,0.0,63.05,11.79,-74.97,0.14,0.0,-0.0,0.0,0.42,52.89,-31.72,0.04,-0.0,0.0,31.14,7.48,-39.25,0.64,0.0,-0.0,0.0,49.14,57.88,0.0,23.1,-197.04,3.0,0.0,73.27,-38.77,12.4
2013-01-07 03:00:00,-3.2,31.98,0.5,-21.63,-5.94,5.69,98.31,-108.05,4.04,-0.0,0.0,86.48,32.7,-125.57,6.38,0.0,-0.0,0.0,2.7,61.4,-45.51,3.03,-0.0,0.0,37.15,14.86,-56.06,4.05,0.0,-0.0,0.0,49.29,88.23,0.0,61.37,-313.32,5.06,0.0,73.27,-18.98,31.73
2013-01-07 06:00:00,-4.21,35.43,0.5,-21.63,-5.94,6.85,102.68,-113.11,3.58,-0.0,0.0,88.82,38.24,-132.96,5.91,0.0,-0.0,0.0,2.59,61.54,-44.86,2.36,-0.0,0.0,36.77,15.52,-55.63,3.34,0.0,-0.0,0.0,46.73,95.48,0.0,67.13,-325.33,6.15,0.0,73.27,-18.88,29.65
2013-01-07 09:00:00,-5.25,35.26,0.5,-21.63,-5.94,4.03,97.04,-102.22,1.15,-0.0,0.0,88.15,29.61,-120.21,2.43,0.02,-0.0,0.0,1.16,58.25,-38.26,0.48,-0.0,0.0,35.2,11.33,-47.51,0.97,0.01,-0.0,0.0,67.0,73.54,0.0,38.95,-289.32,3.99,14.49,70.66,-20.71,16.8
2013-01-07 12:00:00,-5.25,33.95,0.5,-21.63,-5.94,3.52,95.13,-99.65,1.01,-0.0,0.0,86.85,28.32,-117.0,1.78,0.04,-0.0,0.0,0.71,56.48,-35.74,0.19,-0.0,0.0,33.78,10.11,-44.34,0.44,0.02,-0.0,0.0,68.67,72.96,0.0,33.12,-278.32,3.82,26.08,70.13,-35.68,15.95
2013-01-07 15:00:00,-3.93,30.5,0.5,-21.63,-5.94,5.69,99.67,-108.38,3.02,-0.0,0.0,78.39,44.49,-126.89,4.0,0.01,-0.0,0.0,0.7,56.44,-35.7,0.18,-0.0,0.0,27.83,16.0,-44.27,0.44,0.0,-0.0,0.0,59.35,107.47,0.0,48.99,-295.25,3.18,5.04,73.27,-39.69,16.5
2013-01-07 18:00:00,-4.0,32.95,0.5,-21.63,-5.94,5.59,100.93,-108.66,2.14,-0.0,0.0,77.06,46.86,-127.84,3.92,0.0,-0.0,0.0,0.08,54.34,-32.82,0.03,-0.0,0.0,24.49,16.08,-40.87,0.29,0.0,-0.0,0.0,52.32,102.34,0.0,54.18,-291.02,2.92,0.0,73.27,-37.19,19.66
2013-01-07 21:00:00,-4.78,29.09,0.5,-21.63,-5.94,0.0,71.39,-71.39,0.0,-0.01,0.0,47.21,37.93,-85.26,0.12,0.0,-0.0,0.0,0.0,49.04,-27.41,0.0,-0.0,0.0,18.57,15.49,-34.13,0.06,0.0,-0.0,0.0,49.51,91.86,0.0,24.24,-205.94,1.57,0.0,73.27,-70.17,16.77
2013-01-08 00:00:00,-5.5,29.27,0.5,-21.63,-5.94,0.0,68.05,-68.13,0.09,-0.0,0.0,38.24,40.42,-79.35,0.7,0.0,-0.0,0.0,0.74,54.52,-33.94,0.32,-0.0,0.0,22.52,17.96,-41.44,0.96,0.0,-0.0,0.0,47.8,91.11,0.0,30.36,-208.36,2.15,0.0,73.27,-71.22,16.53
2013-01-08 03:00:00,-5.46,34.5,0.5,-21.63,-5.94,6.64,101.73,-116.95,8.57,-0.0,0.0,69.62,52.42,-134.24,12.2,0.0,-0.0,0.0,3.15,62.19,-48.86,5.15,-0.0,0.0,32.71,20.18,-59.41,6.53,0.0,-0.0,0.0,45.75,101.66,0.0,78.17,-334.04,3.78,0.0,73.27,-27.92,35.73
2013-01-08 06:00:00,-5.23,36.26,0.5,-21.63,-5.94,7.81,105.7,-122.21,8.7,-0.0,0.0,76.61,51.85,-141.51,13.04,0.0,-0.0,0.0,3.0,62.42,-48.1,4.3,-0.0,0.0,33.31,19.62,-58.8,5.87,0.0,-0.0,0.0,49.74,100.14,0.0,81.88,-345.54,4.3,0.04,73.27,-22.31,32.87
2013-01-08 09:00:00,-5.81,34.11,0.5,-21.63,-5.94,5.21,100.56,-110.33,4.56,-0.0,0.0,73.63,47.21,-127.85,6.99,0.02,-0.0,0.0,1.54,59.56,-40.97,1.5,-0.0,0.0,30.13,17.72,-50.15,2.29,0.01,-0.0,0.0,61.08,78.85,0.0,57.2,-307.06,4.33,11.4,73.27,-27.66,25.7
2013-01-08 12:00:00,-5.25,31.91,0.5,-21.63,-5.94,4.7,98.74,-107.57,4.13,-0.0,0.0,74.75,43.82,-124.49,5.87,0.05,-0.0,0.0,1.17,57.87,-38.26,0.85,-0.0,0.0,29.36,16.07,-46.81,1.36,0.02,-0.0,0.0,62.12,82.17,0.0,49.34,-295.5,4.2,20.95,73.27,-36.9,19.11
2013-01-08 15:00:00,-4.51,26.7,0.5,-21.63,-5.94,6.7,102.95,-117.15,7.5,-0.0,0.0,78.31,47.56,-135.24,9.35,0.01,-0.0,0.0,1.17,57.83,-38.21,0.84,-0.0,0.0,28.57,16.81,-46.74,1.36,0.0,-0.0,0.0,48.94,103.84,0.0,69.67,-313.91,4.28,4.89,73.27,-28.47,20.73
2013-01-08 18:00:00,-4.49,27.33,0.5,-21.63,-5.94,6.89,104.06,-117.31,6.36,-0.0,0.0,79.17,47.39,-136.01,9.44,0.0,-0.0,0.0,0.68,55.82,-35.08,0.21,-0.0,0.0,25.96,16.23,-43.08,0.89,0.0,-0.0,0.0,42.87,99.61,0.0,76.77,-308.93,3.39,0.0,73.27,-24.1,19.7
2013-01-08 21:00:00,-4.35,24.71,0.5,-21.63,-5.94,1.28,75.23,-76.51,0.0,-0.0,0.0,47.57,41.63,-89.91,0.71,0.0,-0.0,0.0,0.33,50.52,-29.25,0.03,-0.0,0.0,19.31,16.22,-35.92,0.39,0.0,-0.0,0.0,34.28,95.86,0.0,47.92,-217.07,1.94,0.0,73.27,-66.29,15.15
2013-01-09 00:00:00,-3.6,24.0,0.5,-21.63,-5.94,1.56,66.45,-68.09,0.09,-0.0,0.0,41.64,39.4,-82.09,1.05,0.0,-0.0,0.0,0.62,54.44,-33.86,0.43,-0.0,0.0,24.55,17.25,-43.07,1.27,0.0,-0.0,0.0,39.3,91.96,0.0,47.26,-215.89,1.6,0.0,73.27,-66.98,14.51
2013-01-09 03:00:00,-3.59,29.28,0.5,-21.63,-5.94,5.33,102.49,-116.33,8.51,-0.0,0.0,75.92,50.13,-138.55,12.5,0.0,-0.0,0.0,2.69,62.77,-48.67,4.84,-0.0,0.0,35.51,19.67,-61.78,6.6,0.0,0.0,0.0,43.22,104.56,0.0,81.61,-345.58,8.57,0.0,73.27,-16.92,31.01
2013-01-09 06:00:00,-4.49,29.84,0.5,-21.63,-5.94,6.4,106.54,-122.34,9.39,-0.0,0.0,81.82,52.32,-147.62,13.47,0.0,-0.0,0.0,2.57,62.78,-48.14,4.41,-0.0,0.0,35.52,20.18,-61.56,5.87,0.0,0.0,0.0,43.49,104.81,0.0,97.33,-360.84,4.24,0.0,73.27,-13.12,30.89
2013-01-09 09:00:00,-5.21,27.48,0.5,-21.63,-5.94,4.08,101.05,-110.41,5.27,-0.0,0.0,86.43,38.8,-133.19,7.94,0.02,-0.0,0.0,1.31,59.77,-41.0,1.55,-0.0,0.0,35.25,14.69,-52.46,2.51,0.01,-0.0,0.0,66.69,65.72,0.0,70.15,-320.25,14.97,7.4,73.27,-12.5,17.69
2013-01-09 12:00:00,-5.21,26.8,0.5,-21.63,-5.94,3.61,99.16,-107.57,4.79,-0.0,0.0,86.54,36.27,-129.5,6.64,0.04,-0.0,0.0,0.9,58.02,-38.25,0.95,-0.0,0.0,34.2,13.16,-48.86,1.48,0.01,-0.0,0.0,65.97,75.11,0.0,60.92,-307.67,12.65,12.61,73.27,-18.54,9.51
2013-01-09 15:00:00,-5.21,27.24,0.5,-21.63,-5.94,5.8,103.34,-117.02,7.87,-0.0,0.0,86.24,44.07,-140.53,10.22,0.0,-0.0,0.0,1.03,57.85,-38.18,0.93,-0.0,0.0,31.85,15.36,-48.76,1.55,0.0,-0.0,0.0,40.44,99.11,0.0,78.24,-326.52,16.07,1.99,73.27,-13.06,13.86
2013-01-09 18:00:00,-5.18,26.66,0.5,-21.63,-5.94,6.02,104.37,-117.35,6.95,-0.0,0.0,85.53,45.76,-141.74,10.45,0.0,-0.0,0.0,0.81,55.65,-35.12,0.28,-0.0,0.0,28.88,15.14,-45.04,1.02,0.0,-0.0,0.0,40.67,95.78,0.0,78.05,-322.2,19.62,0.0,73.27,-11.47,10.22
