snapshot,AC,BEV charger,DAC,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,V2G,agriculture electricity,battery charger,battery discharger,electricity,home battery charger,home battery discharger,hydro,industry electricity,offwind-ac,offwind-dc,onwind,residential rural ground heat pump,residential rural resistive heater,residential urban decentral air heat pump,residential urban decentral resistive heater,ror,services rural ground heat pump,services rural resistive heater,services urban decentral air heat pump,services urban decentral resistive heater,solar,solar rooftop,urban central air heat pump,urban central gas CHP,urban central gas CHP CC,urban central resistive heater,urban central solid biomass CHP CC
2013-01-01 00:00:00,0.0,-157.22,-1.57,0.0,-695.56,0.0,0.0,-2.73,1.79,-5.12,-9.19,41.3,-152.86,-0.02,0.01,32.62,-194.35,36.72,96.78,1115.05,-18.85,0.0,-32.55,-0.03,12.32,-15.74,0.0,-15.63,-0.53,0.0,0.0,-51.61,8.93,0.0,-16.18,24.23
2013-01-01 03:00:00,0.0,-113.15,-1.57,-0.0,-634.01,0.0,0.0,0.69,2.47,-5.12,-10.31,50.47,-118.17,-0.02,0.02,34.58,-194.35,30.1,87.48,1055.76,-30.02,-2.64,-43.35,-11.48,12.35,-18.42,-3.48,-18.33,-9.35,0.0,0.0,-52.7,14.02,0.0,-45.82,24.35
2013-01-01 06:00:00,-0.0,-153.11,-1.57,-0.0,-615.15,0.0,0.0,-3.03,0.54,-5.12,-34.1,13.96,-119.28,-0.02,0.02,35.85,-194.35,30.3,99.08,988.68,-31.15,-4.49,-44.87,-17.52,12.49,-18.39,-3.29,-18.34,-9.65,158.08,17.37,-53.39,2.35,0.0,-56.31,24.4
2013-01-01 09:00:00,0.0,-275.86,-1.57,0.0,-907.03,0.0,0.0,-23.72,0.35,-5.12,-157.15,0.27,-149.54,-0.02,0.01,24.62,-194.35,27.25,106.1,832.98,-29.51,-1.07,-43.8,-7.0,12.64,-17.43,-0.53,-17.64,-2.83,831.85,77.02,-53.39,0.0,0.0,-49.52,24.0
2013-01-01 12:00:00,-0.0,-246.28,-1.57,-0.0,-806.84,0.0,0.0,-5.72,0.32,-5.12,-144.35,1.93,-157.28,-0.03,0.01,42.92,-194.35,27.1,111.84,832.75,-28.95,-0.46,-42.89,-4.4,12.97,-16.89,-0.1,-16.84,-1.23,652.76,58.0,-53.39,0.67,0.0,-38.82,24.19
2013-01-01 15:00:00,0.0,-79.01,-1.57,-0.0,-519.33,0.0,0.0,6.17,2.28,-5.12,-0.18,48.48,-177.33,-0.01,0.02,57.1,-194.35,28.0,115.71,797.5,-30.37,-2.4,-44.43,-7.74,13.12,-16.88,-0.08,-17.04,-1.22,67.09,5.18,-53.39,17.0,0.0,-31.66,24.44
2013-01-01 18:00:00,0.0,-53.93,-1.44,-0.0,-460.93,0.0,0.0,7.04,1.49,-5.12,-0.03,73.46,-182.1,-0.01,0.02,59.45,-194.35,32.38,116.75,759.97,-30.59,-2.87,-45.11,-10.45,13.13,-16.2,-0.01,-16.62,-0.79,0.0,0.0,-53.06,17.02,0.0,-31.53,24.44
2013-01-01 21:00:00,-0.0,-52.17,-1.44,-0.0,-412.6,0.0,0.0,6.72,0.76,-5.12,-0.25,55.1,-170.06,-0.01,0.01,58.65,-194.35,32.44,112.97,679.51,-21.51,0.0,-37.4,-0.53,13.18,-14.57,0.0,-14.76,-0.24,0.0,0.0,-51.32,11.02,0.0,-18.32,24.31
2013-01-02 00:00:00,0.0,-44.05,-1.44,0.0,-377.22,0.0,0.0,6.49,0.67,-5.12,-0.18,46.11,-144.59,-0.01,0.01,59.2,-194.35,31.81,108.11,626.09,-18.68,0.0,-33.91,-0.21,13.19,-15.84,-0.01,-16.7,-1.12,0.0,0.0,-49.51,7.42,0.0,-20.57,24.41
2013-01-02 03:00:00,0.0,-28.81,-1.44,-0.0,-327.84,0.0,0.0,7.17,2.7,-5.12,-0.11,67.6,-134.41,-0.01,0.02,62.57,-194.35,27.23,98.08,591.19,-30.36,-1.72,-43.52,-10.63,13.16,-18.73,-2.47,-18.11,-7.77,0.0,0.0,-52.86,16.99,0.0,-32.97,24.56
2013-01-02 06:00:00,0.0,-53.39,-1.44,0.0,-320.03,0.0,0.0,6.01,13.69,-5.12,-17.17,35.23,-185.25,-0.01,0.02,62.25,-194.35,21.43,81.42,584.92,-31.74,-1.96,-45.01,-12.8,13.1,-18.75,-2.0,-18.33,-7.19,128.29,15.07,-53.39,14.23,0.0,-32.32,24.58
2013-01-02 09:00:00,-0.0,-206.63,-1.57,-0.0,-688.52,0.0,0.0,-5.88,16.87,-5.12,-170.43,0.63,-215.23,-0.02,0.01,51.09,-194.35,17.89,69.43,608.72,-29.62,-0.5,-43.81,-7.3,13.0,-17.62,-0.36,-17.78,-3.09,800.45,84.63,-53.21,4.23,0.0,-30.37,24.43
2013-01-02 12:00:00,0.0,-173.42,-1.57,0.0,-716.14,0.0,0.0,-10.31,21.57,-5.12,-115.77,0.89,-214.62,-0.02,0.01,51.12,-194.35,23.08,77.98,695.85,-28.92,-0.28,-42.81,-5.47,13.0,-17.02,-0.1,-17.14,-1.65,636.86,64.43,-52.69,12.35,0.0,-24.23,24.49
2013-01-02 15:00:00,0.0,-45.88,-1.57,-0.0,-543.42,0.0,0.0,7.43,16.08,-5.12,-0.72,87.94,-228.75,-0.01,0.02,60.96,-194.35,33.16,105.85,771.37,-30.75,-1.19,-43.59,-8.62,13.0,-17.01,-0.09,-17.12,-1.66,78.0,6.75,-52.58,17.61,0.0,-30.25,24.52
2013-01-02 18:00:00,0.0,-40.32,-1.57,-0.0,-548.33,0.0,0.0,6.29,2.96,-5.12,-0.45,69.63,-218.26,-0.01,0.01,57.76,-194.35,37.87,117.04,869.21,-31.04,-1.42,-43.95,-10.07,12.89,-16.26,-0.03,-16.7,-1.13,0.0,0.0,-52.99,17.58,0.0,-33.75,24.51
2013-01-02 21:00:00,-0.0,-90.91,-1.57,0.0,-596.9,0.0,0.0,4.1,1.06,-5.12,-3.82,46.36,-193.09,-0.02,0.01,52.91,-194.35,35.42,116.38,938.31,-21.21,-0.0,-37.1,-0.62,12.82,-14.63,-0.0,-14.98,-0.27,0.0,0.0,-50.74,6.39,0.0,-12.76,24.31
2013-01-03 00:00:00,0.0,-128.74,-1.57,-0.0,-622.58,0.0,0.0,4.2,0.51,-5.12,-5.86,46.25,-165.15,-0.01,0.01,52.26,-194.35,32.3,112.6,967.09,-17.16,-0.0,-29.78,-0.09,12.76,-15.0,-0.02,-14.32,-0.75,0.0,0.0,-48.61,4.66,0.0,-7.73,24.19
2013-01-03 03:00:00,0.0,-118.51,-1.57,0.0,-586.87,0.0,0.0,2.25,0.44,-5.12,-5.55,57.07,-154.83,-0.01,0.01,52.43,-194.35,31.43,109.09,956.97,-27.91,-0.98,-38.92,-7.72,12.64,-17.78,-1.54,-16.3,-5.77,0.0,0.0,-51.7,18.9,0.0,-30.0,24.2
2013-01-03 06:00:00,0.0,-165.4,-1.57,-0.0,-556.86,0.0,0.0,-0.58,0.55,-5.12,-12.8,30.31,-204.87,-0.01,0.02,49.89,-194.35,29.65,104.13,926.44,-29.2,-1.34,-40.22,-9.27,12.6,-17.76,-1.31,-16.4,-5.29,140.33,16.13,-51.41,11.45,0.0,-31.96,24.21
2013-01-03 09:00:00,0.0,-227.84,-1.57,0.0,-857.04,0.0,0.0,-13.96,2.48,-5.12,-185.57,0.11,-228.83,-0.02,0.01,31.91,-194.35,26.9,98.21,810.73,-27.1,-0.88,-38.38,-7.69,12.6,-16.62,-0.66,-15.34,-3.42,818.71,84.5,-50.76,2.44,0.0,-36.82,23.36
2013-01-03 12:00:00,0.0,-218.83,-1.57,0.0,-706.68,0.0,0.0,-20.78,0.41,-5.12,-157.87,0.37,-225.37,-0.02,0.01,28.03,-194.35,25.84,99.11,783.16,-26.47,-0.71,-37.37,-5.59,12.58,-16.05,-0.44,-14.64,-2.01,674.67,67.76,-51.47,2.44,0.0,-32.28,23.23
2013-01-03 15:00:00,0.0,-86.64,-1.57,-0.0,-449.08,0.0,0.21,1.14,7.85,-5.12,-0.98,66.42,-237.53,-0.01,0.02,44.74,-194.35,22.19,94.54,763.15,-28.21,-1.4,-38.68,-7.77,12.56,-16.05,-0.44,-14.65,-1.95,82.5,7.44,-41.37,31.27,0.0,-31.64,23.4
2013-01-03 18:00:00,0.0,-59.16,-1.44,0.0,-450.34,0.0,0.21,6.2,8.14,-5.12,-0.94,82.59,-225.43,-0.01,0.01,40.55,-194.35,21.34,86.44,802.4,-28.48,-1.62,-39.34,-8.77,12.54,-15.32,-0.33,-14.31,-1.33,0.0,0.0,-41.41,32.0,0.0,-28.11,23.37
2013-01-03 21:00:00,0.0,-80.57,-1.44,0.0,-472.71,0.0,0.21,5.67,4.59,-5.12,-0.23,62.02,-196.57,-0.01,0.01,38.62,-194.35,23.07,81.94,817.3,-19.33,-0.29,-32.0,-0.7,12.52,-13.89,-0.28,-12.76,-0.5,0.0,0.0,-36.9,19.6,0.0,-20.01,22.12
2013-01-04 00:00:00,0.0,-98.57,-1.44,0.0,-488.57,0.0,0.21,6.45,2.77,-5.12,-0.91,43.42,-165.94,-0.01,0.01,37.58,-194.35,25.95,97.28,814.42,-15.67,-0.28,-27.01,-0.32,12.53,-14.15,-0.29,-13.34,-0.73,0.0,0.0,-35.27,19.55,0.0,-19.28,21.1
2013-01-04 03:00:00,0.0,-76.69,-1.44,0.0,-482.41,0.0,0.21,5.55,2.5,-5.12,-0.87,43.86,-157.32,-0.01,0.01,39.2,-194.35,27.95,107.18,799.73,-25.62,-1.07,-38.25,-5.46,12.53,-16.99,-1.25,-16.28,-4.29,0.0,0.0,-39.93,33.08,0.0,-26.61,22.19
2013-01-04 06:00:00,0.0,-105.43,-1.44,0.0,-466.78,0.0,0.68,4.55,8.81,-5.12,-21.8,12.75,-207.6,-0.01,0.01,31.65,-194.35,25.99,106.61,778.83,-26.94,-1.3,-40.15,-6.83,12.49,-16.98,-1.16,-16.47,-4.19,145.15,15.14,-41.8,25.55,0.0,-32.12,22.27
2013-01-04 09:00:00,0.0,-229.63,-1.57,0.0,-803.32,0.0,1.47,-20.43,2.84,-5.12,-158.56,1.19,-231.05,-0.02,0.01,25.9,-194.35,22.63,102.79,717.76,-24.6,-0.68,-37.88,-3.2,12.5,-15.66,-0.51,-15.08,-1.47,810.44,75.98,-39.86,22.34,0.0,-33.46,20.59
2013-01-04 12:00:00,-0.0,-240.73,-1.57,-0.0,-717.65,0.0,1.51,-20.42,0.98,-5.12,-154.12,0.6,-224.94,-0.02,0.01,35.36,-194.35,19.92,98.21,757.06,-24.02,-0.55,-36.65,-1.97,12.55,-15.11,-0.34,-14.13,-0.73,688.53,63.48,-39.39,22.13,0.0,-29.11,20.56
2013-01-04 15:00:00,0.0,-86.39,-1.44,-0.0,-413.74,0.0,1.58,-3.72,1.86,-5.12,-0.6,48.2,-235.33,-0.01,0.01,53.17,-194.35,20.13,95.88,728.79,-25.92,-0.88,-38.54,-3.88,12.6,-15.1,-0.25,-14.27,-0.64,88.06,7.44,-40.07,27.81,0.0,-26.59,21.32
2013-01-04 18:00:00,0.0,-71.28,-1.44,-0.0,-377.44,0.0,1.58,6.9,6.68,-5.12,-2.35,82.6,-222.42,-0.01,0.01,55.53,-194.35,20.93,88.57,714.19,-26.03,-0.95,-39.43,-5.06,12.62,-14.46,-0.16,-13.82,-0.45,0.0,0.0,-39.95,29.08,0.0,-25.3,21.36
2013-01-04 21:00:00,0.0,-70.69,-1.44,0.0,-377.67,0.0,1.58,6.97,7.73,-5.12,-3.96,65.86,-195.99,-0.01,0.01,56.42,-194.35,20.96,81.9,671.39,-17.61,-0.07,-30.3,-0.25,12.7,-13.31,-0.07,-12.2,-0.21,0.0,0.0,-35.02,25.06,0.0,-13.07,20.75
2013-01-05 00:00:00,0.0,-69.84,-1.44,0.0,-337.38,0.0,1.58,4.3,3.53,-5.12,-2.54,44.84,-160.89,-0.01,0.01,51.71,-194.35,17.1,77.24,643.29,-16.14,-0.04,-27.73,-0.32,12.78,-15.08,-0.17,-14.65,-1.64,0.0,0.0,-33.94,23.42,0.0,-19.12,20.59
2013-01-05 03:00:00,0.0,-48.59,-1.44,0.0,-279.65,0.0,0.4,6.19,3.78,-5.12,-1.97,57.48,-140.84,-0.01,0.01,60.91,-194.35,12.38,62.77,594.7,-26.56,-1.23,-40.03,-8.73,12.9,-17.54,-1.12,-17.27,-5.39,0.0,0.0,-39.64,31.05,0.0,-34.6,21.53
2013-01-05 06:00:00,-0.0,-82.37,-1.44,-0.0,-233.37,0.0,0.82,4.68,4.62,-5.12,-14.99,6.76,-168.99,-0.01,0.01,60.69,-194.35,10.02,41.4,557.54,-28.03,-1.22,-42.16,-7.86,12.95,-16.83,-0.61,-16.83,-2.95,123.53,13.36,-40.39,31.65,0.0,-33.47,22.95
2013-01-05 09:00:00,0.0,-217.74,-1.57,0.0,-542.18,0.0,0.21,-18.55,5.07,-5.12,-155.0,1.35,-200.27,-0.02,0.01,54.71,-194.35,8.85,33.61,534.25,-25.53,-0.53,-39.49,-3.71,12.99,-15.6,-0.16,-15.29,-1.04,738.73,70.1,-39.16,26.6,0.0,-32.5,21.34
2013-01-05 12:00:00,0.0,-215.95,-1.57,0.0,-524.05,0.55,0.21,-22.68,4.52,-5.12,-143.66,2.74,-197.49,-0.01,0.01,60.77,-194.35,10.63,34.94,571.17,-24.9,-0.3,-38.06,-2.8,13.0,-15.17,-0.05,-14.35,-0.64,657.47,59.7,-37.44,25.42,0.0,-24.49,21.94
2013-01-05 15:00:00,0.0,-63.34,-1.56,-0.0,-296.23,0.55,0.21,-3.22,14.19,-5.12,-0.27,54.88,-211.56,-0.01,0.01,81.47,-194.35,10.66,32.94,576.85,-26.83,-0.74,-40.35,-4.54,13.04,-15.52,-0.08,-15.04,-0.94,88.06,7.4,-35.47,32.24,0.0,-20.62,23.29
2013-01-05 18:00:00,-0.0,-47.5,-1.44,0.0,-221.42,0.55,0.21,7.81,22.54,-5.12,-0.06,67.26,-204.45,-0.01,0.01,78.99,-194.35,14.14,45.39,528.07,-27.05,-0.78,-41.5,-5.66,13.07,-15.21,-0.04,-15.06,-0.89,0.0,0.0,-34.73,32.24,0.0,-18.69,23.67
2013-01-05 21:00:00,0.0,-49.35,-1.44,0.0,-157.13,0.55,0.21,6.26,15.95,-5.12,-0.37,57.23,-186.57,-0.01,0.01,77.33,-194.35,14.19,56.37,421.3,-18.22,-0.0,-31.98,-0.24,13.05,-13.95,-0.0,-13.47,-0.24,0.0,0.0,-32.82,25.99,0.0,-7.53,24.33
2013-01-06 00:00:00,0.0,-49.57,-1.44,0.0,-127.4,0.55,0.21,5.94,5.99,-5.12,-2.57,55.01,-153.41,-0.01,0.01,74.31,-194.35,15.32,66.51,368.11,-17.44,-0.0,-29.92,-0.06,13.04,-15.78,-0.11,-15.4,-1.36,0.0,0.0,-32.97,24.8,0.0,-8.78,25.86
2013-01-06 03:00:00,-0.0,-49.01,-1.35,-0.0,-131.52,0.55,0.21,7.21,8.07,-5.12,-0.83,57.2,-128.87,-0.01,0.01,71.47,-194.35,16.5,71.48,375.24,-28.32,-1.72,-41.53,-6.32,13.02,-18.12,-1.54,-17.8,-3.76,0.0,0.0,-38.25,30.19,0.0,-8.75,26.0
2013-01-06 06:00:00,0.0,-93.69,-1.35,0.0,-176.69,0.44,0.21,7.32,20.17,-5.12,-19.64,13.85,-146.51,-0.01,0.01,69.17,-194.35,17.31,79.71,370.59,-29.81,-1.75,-43.65,-5.21,13.0,-17.56,-0.66,-17.49,-1.88,139.63,14.82,-38.68,28.48,0.0,-6.68,26.02
2013-01-06 09:00:00,-0.0,-227.81,-1.49,0.0,-512.36,0.44,0.21,-16.11,3.7,-5.12,-162.5,1.23,-182.31,-0.02,0.0,57.88,-194.35,13.35,67.1,386.68,-27.82,-0.7,-41.16,-2.6,12.94,-16.42,-0.16,-16.05,-0.62,787.72,75.62,-39.84,27.26,0.0,-11.85,25.16
2013-01-06 12:00:00,0.0,-200.33,-1.31,-0.0,-481.42,0.0,0.29,-14.73,1.35,-5.12,-136.99,3.18,-182.42,-0.02,0.01,63.93,-194.35,10.87,47.37,449.52,-27.13,-0.6,-39.71,-1.75,12.99,-15.93,-0.07,-15.08,-0.31,649.98,60.29,-33.66,32.67,0.0,-7.45,25.94
2013-01-06 15:00:00,0.0,-74.82,-1.31,0.0,-185.3,0.55,1.59,-1.34,13.01,-5.12,-1.93,30.83,-199.08,-0.01,0.01,79.73,-194.35,9.7,36.29,446.37,-28.73,-1.46,-40.13,-3.2,12.98,-16.32,-0.13,-14.88,-0.41,84.75,7.25,-32.04,58.9,0.0,-7.43,26.02
2013-01-06 18:00:00,-0.0,-63.38,-1.19,0.0,-122.61,0.55,1.6,9.37,5.85,-5.12,-4.9,59.67,-199.1,-0.01,0.01,79.42,-194.35,11.04,29.4,427.08,-29.18,-1.18,-40.44,-3.37,12.96,-16.0,-0.05,-14.4,-0.42,0.0,0.0,-27.02,65.14,0.0,-5.4,26.02
2013-01-06 21:00:00,-0.0,-61.37,-1.19,0.0,-98.74,0.55,2.27,9.27,2.17,-5.12,-1.25,65.74,-182.23,-0.01,0.0,80.93,-194.35,8.58,27.42,361.44,-19.81,0.0,-30.47,-0.17,12.94,-14.45,0.0,-12.3,-0.14,0.0,0.0,-24.47,51.79,0.0,-2.68,25.62
2013-01-07 00:00:00,0.0,-57.11,-1.14,-0.0,-103.37,0.55,2.27,8.66,1.9,-5.12,-0.32,56.81,-154.18,-0.01,0.0,81.14,-194.35,7.52,31.27,331.4,-19.01,0.0,-28.05,-0.16,12.93,-15.85,-0.05,-13.71,-0.72,0.0,0.0,-22.2,57.88,0.0,-3.03,26.02
2013-01-07 03:00:00,-0.0,-41.64,-0.84,0.0,-98.37,0.55,2.27,10.73,2.67,-5.12,-0.46,77.32,-151.55,-0.0,0.01,78.53,-194.35,7.67,33.84,300.81,-29.46,-4.49,-38.5,-7.09,12.92,-18.39,-3.37,-16.41,-4.5,0.0,0.0,-21.93,88.23,0.0,-5.11,26.02
2013-01-07 06:00:00,0.0,-60.37,-1.1,0.0,-127.87,0.55,2.27,10.25,10.07,-5.12,-11.08,28.53,-215.0,-0.0,0.01,78.44,-194.35,9.98,35.59,294.31,-30.77,-3.98,-39.52,-6.56,12.92,-18.44,-2.62,-16.29,-3.71,144.3,14.78,-20.52,95.48,0.0,-6.21,26.02
2013-01-07 09:00:00,0.0,-218.74,-1.37,0.0,-408.92,0.55,3.16,-13.2,11.02,-5.12,-158.42,2.79,-236.07,-0.01,0.0,69.83,-194.35,14.17,41.05,276.39,-29.09,-1.28,-37.95,-2.7,12.88,-17.46,-0.54,-15.12,-1.08,769.38,73.86,-28.27,73.54,0.0,-4.03,25.1
2013-01-07 12:00:00,0.0,-187.6,-1.37,-0.0,-371.53,0.55,3.98,-8.72,5.66,-5.12,-137.45,4.41,-234.47,-0.01,0.0,80.28,-194.35,17.74,49.54,290.27,-28.53,-1.12,-36.26,-1.98,12.9,-16.93,-0.21,-14.07,-0.48,647.4,61.46,-28.02,72.96,0.0,-3.86,24.91
2013-01-07 15:00:00,-0.0,-46.53,-1.03,0.0,-160.04,0.55,2.28,17.99,5.8,-5.12,-3.64,70.23,-246.13,-0.01,0.01,88.05,-194.35,20.06,59.17,289.38,-29.88,-3.36,-33.26,-4.45,12.89,-16.93,-0.2,-11.72,-0.49,78.68,6.32,-24.56,107.47,0.0,-3.21,26.02
2013-01-07 18:00:00,0.0,-36.08,-1.04,0.0,-167.54,0.55,1.77,18.75,4.92,-5.12,-1.37,93.44,-233.05,-0.01,0.01,88.15,-194.35,22.41,68.32,322.3,-30.27,-2.37,-33.67,-4.35,12.86,-16.3,-0.04,-10.59,-0.33,0.0,0.0,-22.42,102.34,0.0,-2.95,26.02
2013-01-07 21:00:00,0.0,-59.9,-1.25,0.0,-192.07,0.55,1.63,10.29,2.14,-5.12,-0.41,57.11,-201.49,-0.01,0.0,88.06,-194.35,24.53,81.86,345.9,-21.43,0.0,-20.69,-0.13,12.85,-14.71,0.0,-8.15,-0.07,0.0,0.0,-21.46,91.86,0.0,-1.58,26.02
2013-01-08 00:00:00,0.0,-94.86,-1.44,0.0,-216.96,0.55,1.63,9.85,1.84,-5.12,-1.61,35.42,-168.54,-0.01,0.0,89.77,-194.35,29.24,94.15,379.61,-20.37,-0.1,-17.07,-0.78,12.83,-16.34,-0.35,-10.12,-1.06,0.0,0.0,-20.82,91.11,0.0,-2.17,26.02
2013-01-08 03:00:00,0.0,-91.4,-1.43,0.0,-197.72,0.55,1.63,10.52,5.27,-5.12,-1.23,50.48,-162.32,-0.01,0.01,90.2,-194.35,29.28,85.02,395.43,-30.47,-9.52,-31.83,-13.55,12.82,-18.64,-5.72,-14.79,-7.25,0.0,0.0,-19.74,101.66,0.0,-3.82,26.02
2013-01-08 06:00:00,-0.0,-111.78,-1.37,-0.0,-207.23,0.55,1.63,9.78,0.95,-5.12,-18.9,23.0,-224.7,-0.01,0.01,88.59,-194.35,28.63,73.75,411.26,-31.67,-9.67,-34.78,-14.49,12.8,-18.71,-4.77,-15.01,-6.53,133.07,14.7,-21.47,100.14,0.0,-4.34,26.02
2013-01-08 09:00:00,-0.0,-266.28,-1.52,0.0,-421.63,0.55,1.61,-8.15,0.81,-5.12,-149.54,0.37,-242.74,-0.01,0.0,83.91,-194.35,27.85,61.94,375.07,-30.13,-5.07,-32.27,-7.76,12.78,-17.86,-1.67,-13.14,-2.55,694.21,65.77,-25.58,78.85,0.0,-4.38,26.02
2013-01-08 12:00:00,0.0,-225.18,-1.37,-0.0,-356.86,0.55,2.27,-5.23,1.0,-5.12,-123.82,2.38,-239.53,-0.01,0.0,87.09,-194.35,27.64,56.69,341.48,-29.6,-4.59,-31.9,-6.53,12.76,-17.36,-0.94,-12.45,-1.51,593.69,52.08,-25.25,82.17,0.0,-4.24,26.02
2013-01-08 15:00:00,0.0,-61.39,-1.18,0.0,-96.11,0.55,2.5,9.87,4.84,-5.12,-4.15,46.42,-251.71,-0.0,0.01,92.7,-194.35,26.69,49.99,296.49,-30.86,-8.33,-33.94,-10.39,12.73,-17.35,-0.93,-12.28,-1.52,76.2,5.46,-20.37,103.84,0.0,-4.33,26.02
2013-01-08 18:00:00,-0.0,-39.64,-1.17,0.0,-69.78,0.55,2.51,19.52,5.66,-5.12,-0.72,71.58,-237.87,-0.01,0.01,91.0,-194.35,25.81,50.43,278.18,-31.2,-7.07,-35.17,-10.49,12.71,-16.75,-0.24,-11.43,-0.99,0.0,0.0,-18.22,99.61,0.0,-3.42,26.02
2013-01-08 21:00:00,-0.0,-60.1,-1.14,0.0,-71.82,0.55,2.51,13.7,2.66,-5.12,-0.69,45.17,-205.85,-0.01,0.01,88.84,-194.35,25.48,51.37,259.64,-22.56,0.0,-21.18,-0.79,12.69,-15.16,-0.03,-8.62,-0.44,0.0,0.0,-14.71,95.86,0.0,-1.96,26.02
2013-01-09 00:00:00,0.0,-73.2,-0.94,0.0,-64.0,0.55,2.51,14.66,0.71,-5.12,-0.87,34.54,-172.21,-0.01,0.0,89.13,-194.35,25.58,52.89,247.6,-19.93,-0.1,-18.77,-1.17,12.67,-16.35,-0.48,-11.05,-1.41,0.0,0.0,-17.28,91.96,0.0,-1.62,26.02
2013-01-09 03:00:00,0.0,-59.08,-0.94,0.0,-53.45,0.55,2.51,16.96,4.7,-5.12,-1.29,54.59,-164.17,-0.0,0.01,90.85,-194.35,23.64,56.14,249.63,-30.78,-9.46,-34.8,-13.89,12.66,-18.85,-5.38,-16.11,-7.34,0.0,0.0,-19.17,104.56,0.0,-8.66,26.02
2013-01-09 06:00:00,0.0,-78.27,-1.17,-0.0,-61.89,0.55,1.62,16.86,10.9,-5.12,-17.72,23.56,-225.74,-0.0,0.01,89.73,-194.35,18.58,54.83,259.26,-31.99,-10.44,-37.45,-14.97,12.66,-18.86,-4.9,-16.14,-6.52,118.26,11.59,-19.45,104.81,0.0,-4.29,26.02
2013-01-09 09:00:00,0.0,-206.27,-1.36,-0.0,-246.84,0.55,1.59,-1.82,21.78,-5.12,-139.65,1.12,-244.01,-0.02,0.0,83.26,-194.35,12.27,50.89,253.54,-30.36,-5.86,-38.3,-8.82,12.65,-17.96,-1.72,-15.57,-2.79,622.48,53.42,-29.39,65.72,0.0,-15.12,26.02
2013-01-09 12:00:00,0.0,-180.81,-1.36,0.0,-246.67,0.55,1.59,4.1,20.3,-5.12,-102.59,0.33,-241.15,-0.01,0.0,85.93,-194.35,10.93,44.74,272.72,-29.8,-5.32,-37.41,-7.38,12.65,-17.44,-1.05,-14.74,-1.65,531.39,41.49,-28.25,75.11,0.0,-12.78,26.02
2013-01-09 15:00:00,0.0,-29.32,-1.36,-0.0,-125.78,0.55,3.69,7.38,22.28,-5.12,-1.03,77.85,-250.81,-0.01,0.01,88.95,-194.35,8.73,42.76,308.8,-31.06,-8.75,-37.9,-11.35,12.65,-17.39,-1.04,-13.95,-1.72,62.61,3.99,-18.22,99.11,0.0,-16.23,26.02
2013-01-09 18:00:00,0.0,-41.57,-1.35,0.0,-124.41,0.55,3.69,9.83,6.88,-5.12,-0.23,93.76,-236.89,-0.01,0.01,88.38,-194.35,8.29,48.18,368.9,-31.37,-7.73,-38.62,-11.61,12.65,-16.73,-0.31,-12.99,-1.13,0.0,0.0,-18.69,95.78,0.0,-19.82,26.02
2013-01-09 21:00:00,0.0,-91.97,-1.36,-0.0,-148.43,0.55,3.62,9.36,1.68,-5.12,-0.9,50.97,-205.66,-0.01,0.01,86.27,-194.35,8.06,54.56,411.2,-22.25,-0.21,-26.04,-1.05,12.66,-15.07,-0.04,-10.37,-0.49,0.0,0.0,-17.55,84.88,0.0,-8.93,25.98
2013-01-10 00:00:00,0.0,-127.78,-1.36,-0.0,-182.25,0.55,3.62,8.86,0.6,-5.12,-0.51,33.56,-175.24,-0.01,0.01,82.64,-194.35,8.84,60.73,463.38,-19.16,0.0,-21.58,-0.4,12.66,-16.19,-0.16,-11.96,-1.12,0.0,0.0,-17.62,82.13,0.0,-8.83,26.02
2013-01-10 03:00:00,0.0,-116.7,-1.04,0.0,-188.54,0.55,3.67,7.53,1.58,-5.12,-1.06,42.83,-167.38,-0.01,0.01,77.34,-194.35,9.29,54.18,505.4,-31.25,-5.78,-36.02,-10.94,12.67,-19.1,-3.5,-16.16,-6.37,0.0,0.0,-19.11,100.11,0.0,-18.78,26.02
2013-01-10 06:00:00,-0.0,-106.73,-0.94,-0.0,-202.89,0.55,5.74,6.93,6.2,-5.12,-9.85,16.8,-227.87,-0.0,0.01,71.79,-194.35,10.3,53.13,501.99,-32.53,-7.12,-38.07,-15.07,12.66,-19.08,-3.38,-15.99,-6.89,102.26,10.19,-18.87,101.74,0.0,-21.58,26.02
2013-01-10 09:00:00,0.0,-212.66,-1.17,-0.0,-446.62,0.0,0.06,-8.13,1.89,-5.12,-146.5,0.01,-244.6,-0.02,0.0,62.54,-194.35,11.17,62.24,521.85,-30.7,-3.16,-41.47,-9.14,12.66,-18.02,-1.04,-16.92,-3.34,607.91,54.94,-27.43,75.83,0.0,-26.74,26.02
2013-01-10 12:00:00,0.0,-200.42,-1.17,0.0,-416.79,0.55,0.06,-8.87,0.19,-5.12,-130.88,0.39,-241.46,-0.02,0.0,66.72,-194.35,12.98,61.5,532.03,-30.05,-2.7,-40.64,-7.03,12.69,-17.42,-0.5,-16.2,-2.05,528.95,45.06,-26.45,79.22,0.0,-24.25,26.02
2013-01-10 15:00:00,0.0,-77.78,-1.07,-0.0,-215.87,0.55,4.15,2.54,8.65,-5.12,-2.77,54.05,-251.78,-0.01,0.01,72.73,-194.35,14.83,60.25,495.79,-31.77,-5.56,-41.91,-10.57,12.7,-17.41,-0.47,-16.14,-2.03,74.91,5.59,-24.13,92.05,0.0,-26.12,26.02
