snapshot,AC,BEV charger,DAC,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,V2G,agriculture electricity,battery charger,battery discharger,electricity,home battery charger,home battery discharger,hydro,industry electricity,offwind-ac,offwind-dc,onwind,residential rural ground heat pump,residential rural resistive heater,residential urban decentral air heat pump,residential urban decentral resistive heater,ror,services rural ground heat pump,services rural resistive heater,services urban decentral air heat pump,services urban decentral resistive heater,solar,solar rooftop,urban central air heat pump,urban central gas CHP,urban central gas CHP CC,urban central resistive heater,urban central solid biomass CHP CC
2013-03-03 15:00:00,-0.0,-56.38,-1.08,-0.0,-160.19,0.55,0.0,-0.4,6.44,-5.12,-6.89,9.52,-180.1,-0.01,0.01,54.54,-194.35,18.63,34.22,350.45,-33.74,-4.14,-44.84,-12.21,12.84,-18.96,-0.92,-17.73,-2.94,276.98,28.08,-51.61,17.36,0.0,-43.62,25.6
2013-03-03 18:00:00,0.0,-13.19,-1.08,0.0,-87.77,0.55,0.0,15.54,16.36,-5.12,-0.01,115.26,-201.73,-0.01,0.02,59.53,-194.35,19.04,30.79,410.89,-33.78,-4.73,-45.26,-14.62,12.82,-18.67,-0.68,-17.89,-3.06,0.0,0.0,-50.49,23.72,0.0,-38.03,25.94
2013-03-03 21:00:00,0.0,-40.49,-1.15,0.0,-92.23,0.55,0.0,12.99,17.94,-5.12,-0.02,90.19,-188.51,-0.01,0.01,58.67,-194.35,16.51,29.21,418.71,-24.2,-0.19,-41.47,-1.49,12.79,-16.92,-0.09,-17.25,-1.11,0.0,0.0,-48.0,9.34,0.0,-20.25,25.95
2013-03-04 00:00:00,-0.0,-57.65,-1.07,0.0,-76.23,0.55,0.0,10.95,18.09,-5.12,-0.02,72.77,-168.78,-0.01,0.01,57.43,-194.35,15.61,28.28,403.64,-20.52,0.0,-36.36,-0.79,12.76,-17.24,-0.38,-17.26,-1.68,0.0,0.0,-45.57,6.69,0.0,-9.77,26.02
2013-03-04 03:00:00,-0.0,-46.98,-1.02,0.0,-56.62,0.55,0.0,11.9,25.27,-5.12,-0.01,91.73,-167.12,-0.01,0.02,59.65,-194.35,16.86,32.51,389.49,-32.68,-3.13,-45.04,-11.31,12.74,-19.41,-4.07,-18.31,-7.0,0.0,0.0,-51.52,26.34,0.0,-29.38,26.02
2013-03-04 06:00:00,0.0,-168.45,-1.02,0.0,-211.96,0.0,0.0,-7.67,0.31,-5.12,-25.31,0.04,-221.74,-0.01,0.01,50.8,-194.35,16.36,41.7,391.82,-33.26,-7.51,-45.13,-22.58,12.72,-19.41,-5.16,-18.29,-10.38,507.8,57.12,-53.42,0.0,0.0,-53.52,25.62
2013-03-04 09:00:00,-0.0,-280.51,-1.07,-0.0,-751.36,0.0,0.0,-36.32,0.26,-5.12,-170.0,0.01,-235.0,-0.03,0.0,40.27,-194.35,13.0,38.55,288.58,-32.07,-3.59,-43.9,-21.45,11.8,-18.96,-1.94,-17.71,-8.25,1366.88,159.46,-53.16,0.0,0.0,-63.9,19.85
2013-03-04 12:00:00,0.0,-287.07,-1.11,-0.0,-703.86,0.0,0.0,-31.65,0.1,-5.12,-173.12,0.02,-225.46,-0.03,0.0,41.31,-194.35,12.28,41.47,307.45,-31.51,-2.42,-42.62,-13.9,12.49,-18.47,-0.82,-16.86,-3.96,1283.97,136.38,-53.07,0.0,0.0,-49.95,19.86
2013-03-04 15:00:00,0.0,-80.64,-1.06,-0.0,-195.79,0.0,0.0,0.35,28.5,-5.12,-1.35,27.19,-226.26,-0.01,0.02,49.41,-194.35,15.46,49.55,405.3,-32.89,-5.73,-43.73,-17.12,12.66,-18.47,-0.72,-16.78,-3.5,293.61,29.06,-52.82,0.0,0.0,-40.53,25.73
2013-03-04 18:00:00,0.0,-39.23,-1.05,-0.0,-190.47,0.0,0.0,2.01,22.96,-5.12,-0.14,89.75,-233.87,-0.01,0.02,53.07,-194.35,24.34,68.9,602.05,-32.91,-6.82,-44.46,-21.44,12.65,-17.7,-0.32,-16.82,-2.91,0.0,0.0,-53.07,0.0,0.0,-41.09,26.02
2013-03-04 21:00:00,0.0,-64.88,-1.09,0.0,-210.74,0.0,0.0,-1.56,3.21,-5.12,-0.69,52.76,-203.0,-0.02,0.01,50.97,-194.35,21.42,60.65,615.81,-23.45,-0.12,-39.34,-2.73,12.63,-16.0,-0.06,-15.52,-1.17,0.0,0.0,-51.43,0.08,0.0,-11.64,25.37
2013-03-05 00:00:00,-0.0,-83.97,-1.09,-0.0,-188.57,0.0,0.0,-0.84,16.47,-5.12,-1.47,46.19,-179.37,-0.01,0.02,51.01,-194.35,18.84,52.66,567.1,-18.19,-0.02,-31.33,-0.2,12.62,-15.9,-0.07,-15.0,-1.57,0.0,0.0,-48.7,3.57,0.0,-7.45,24.74
2013-03-05 03:00:00,0.0,-42.06,-0.9,-0.0,-156.24,0.0,0.0,6.97,14.63,-5.12,-1.71,78.32,-176.78,-0.01,0.02,53.56,-194.35,19.35,53.44,526.22,-29.44,-1.17,-41.6,-16.35,12.6,-18.68,-2.38,-17.04,-9.51,0.0,0.0,-51.58,9.58,0.0,-35.66,25.91
2013-03-05 06:00:00,0.0,-115.35,-0.82,0.0,-315.94,0.0,0.0,-4.57,3.43,-5.12,-39.58,4.64,-226.92,-0.01,0.01,47.74,-194.35,18.98,58.11,474.78,-30.85,-3.35,-42.41,-22.47,12.6,-18.66,-2.71,-16.99,-10.02,439.76,49.27,-51.82,9.3,0.0,-42.35,25.66
2013-03-05 09:00:00,-0.0,-277.7,-1.07,-0.0,-683.26,0.0,0.0,-32.34,4.86,-5.12,-157.8,3.32,-240.03,-0.02,0.01,43.38,-194.35,13.4,51.88,280.27,-28.47,-1.55,-39.8,-8.14,12.26,-17.55,-0.73,-15.62,-2.85,1244.57,132.33,-51.68,0.0,0.0,-45.02,16.81
2013-03-05 12:00:00,-0.0,-254.62,-1.1,0.0,-574.86,0.0,0.0,-21.62,2.05,-5.12,-127.63,0.04,-230.49,-0.03,0.01,43.09,-194.35,8.84,50.96,324.45,-27.81,-1.22,-37.68,-4.5,12.56,-16.95,-0.42,-14.31,-1.19,1036.22,104.95,-51.33,0.0,0.0,-38.36,20.42
2013-03-05 15:00:00,0.0,-85.71,-1.11,-0.0,-143.35,0.55,0.0,4.82,5.95,-5.12,-5.36,13.23,-232.84,-0.01,0.01,57.21,-194.35,8.5,45.75,428.13,-29.8,-1.76,-39.2,-5.82,12.64,-16.94,-0.38,-14.31,-0.99,229.0,20.88,-49.81,4.1,0.0,-28.5,24.57
2013-03-05 18:00:00,0.0,-47.03,-1.11,0.0,-145.4,0.55,0.0,9.94,8.99,-5.12,-1.15,55.05,-236.97,-0.01,0.02,62.19,-194.35,12.35,47.08,577.45,-30.04,-2.16,-40.65,-8.31,12.66,-16.24,-0.25,-14.44,-0.8,0.0,0.0,-46.98,10.13,0.0,-30.05,24.66
2013-03-05 21:00:00,-0.0,-61.25,-1.15,0.0,-141.94,0.55,0.0,6.24,1.83,-5.12,-1.13,42.99,-203.83,-0.02,0.01,61.91,-194.35,13.76,37.41,541.61,-20.64,-0.2,-33.36,-0.5,12.7,-14.8,-0.03,-12.87,-0.32,0.0,0.0,-40.8,6.46,0.0,-16.5,23.31
2013-03-06 00:00:00,0.0,-52.94,-1.23,0.0,-136.9,0.55,0.0,9.55,0.78,-5.12,-0.87,51.03,-177.13,-0.01,0.01,60.75,-194.35,12.56,26.31,489.44,-16.07,-0.02,-26.27,-0.2,12.78,-14.78,-0.09,-12.68,-0.72,0.0,0.0,-36.89,5.64,0.0,-15.14,22.0
2013-03-06 03:00:00,-0.0,-46.91,-1.43,0.0,-130.8,0.55,0.0,15.36,10.08,-5.12,-1.01,59.52,-175.92,-0.01,0.02,64.06,-194.35,12.76,24.14,480.1,-25.84,-0.94,-37.39,-6.16,12.88,-17.52,-1.17,-15.53,-3.16,0.0,0.0,-38.53,20.27,0.0,-21.81,23.85
2013-03-06 06:00:00,0.0,-67.2,-1.44,0.0,-185.44,0.55,0.0,5.23,0.04,-5.12,-13.19,22.13,-229.21,-0.01,0.01,62.3,-194.35,14.2,28.21,492.36,-27.06,-1.86,-38.75,-7.22,13.0,-17.45,-1.25,-15.51,-3.16,188.05,19.76,-42.27,10.83,0.0,-30.14,23.96
2013-03-06 09:00:00,0.0,-143.43,-1.48,0.0,-326.81,0.0,0.0,-1.06,16.94,-5.12,-58.43,7.59,-243.65,-0.02,0.01,50.48,-194.35,14.58,37.3,440.15,-24.85,-0.99,-35.19,-3.5,13.15,-16.22,-0.48,-13.62,-1.35,490.36,49.35,-42.62,1.86,0.0,-32.05,23.42
2013-03-06 12:00:00,-0.0,-243.82,-1.48,0.0,-510.43,0.0,0.0,-16.68,3.32,-5.12,-83.29,4.79,-236.55,-0.02,0.01,42.87,-194.35,13.83,37.54,434.92,-24.29,-0.72,-32.97,-2.2,13.29,-15.69,-0.25,-12.35,-0.59,804.8,80.08,-45.0,1.62,0.0,-30.52,19.23
2013-03-06 15:00:00,-0.0,-63.08,-1.48,-0.0,-295.95,0.0,0.0,7.4,13.62,-5.12,-2.59,36.79,-238.28,-0.01,0.02,47.26,-194.35,15.54,43.76,524.45,-26.1,-1.2,-34.91,-4.1,13.45,-15.68,-0.23,-12.43,-0.66,210.43,19.61,-42.75,3.58,0.0,-21.55,24.57
2013-03-06 18:00:00,-0.0,-39.26,-1.52,-0.0,-290.02,0.0,0.0,7.54,2.11,-5.12,-0.76,56.57,-239.25,-0.01,0.01,37.9,-194.35,24.24,75.21,689.24,-26.21,-1.47,-36.6,-5.59,13.59,-15.08,-0.12,-12.34,-0.5,0.0,0.0,-42.99,3.08,0.0,-22.92,24.62
2013-03-06 21:00:00,-0.0,-75.29,-1.52,0.0,-366.32,0.0,0.0,5.55,0.48,-5.12,-1.24,47.06,-204.77,-0.01,0.01,33.11,-194.35,30.04,103.41,714.96,-18.16,-0.02,-28.34,-0.39,13.75,-13.84,-0.02,-10.86,-0.27,0.0,0.0,-36.93,0.28,0.0,-14.22,23.02
2013-03-07 00:00:00,0.0,-65.24,-1.52,0.0,-379.39,0.0,0.0,4.98,0.48,-5.12,-0.81,38.14,-176.27,-0.01,0.01,34.4,-194.35,28.17,104.34,691.43,-15.08,-0.0,-23.87,-1.05,13.97,-14.23,-0.2,-11.47,-1.55,0.0,0.0,-33.79,0.0,0.0,-14.59,22.62
2013-03-07 03:00:00,-0.0,-50.71,-1.52,-0.0,-370.02,0.0,0.0,11.17,2.55,-5.12,-0.72,56.43,-175.36,-0.01,0.02,37.93,-194.35,26.79,107.17,685.37,-23.67,-1.72,-34.39,-7.86,14.05,-16.66,-1.6,-14.52,-4.46,0.0,0.0,-36.84,1.03,0.0,-27.2,24.23
2013-03-07 06:00:00,0.0,-117.67,-1.52,0.0,-429.94,0.0,0.0,1.29,0.02,-5.12,-11.37,7.46,-228.85,-0.01,0.02,37.17,-194.35,24.9,109.21,691.79,-24.9,-2.34,-36.24,-8.05,14.09,-16.62,-1.52,-14.58,-3.82,232.98,24.08,-39.75,1.03,0.0,-31.35,23.99
2013-03-07 09:00:00,0.0,-226.69,-1.62,0.0,-663.03,0.0,0.0,-12.45,5.15,-5.12,-118.24,0.04,-242.66,-0.03,0.01,25.88,-194.35,22.09,94.37,663.21,-22.94,-1.21,-32.77,-4.8,14.25,-15.52,-0.63,-12.74,-1.93,705.55,73.26,-41.05,0.0,0.0,-27.39,21.35
2013-03-07 12:00:00,0.0,-228.25,-1.62,0.0,-671.67,0.0,0.0,-10.54,3.0,-5.12,-97.86,0.05,-234.66,-0.02,0.01,28.4,-194.35,22.8,91.86,714.61,-22.42,-0.99,-31.05,-3.53,14.83,-15.04,-0.4,-11.67,-1.26,636.52,65.83,-42.74,0.0,0.0,-24.53,19.78
2013-03-07 15:00:00,-0.0,-53.64,-1.58,-0.0,-572.66,0.0,0.0,-5.03,2.96,-5.12,-2.39,20.85,-236.42,-0.01,0.02,50.22,-194.35,25.92,98.01,804.71,-23.95,-1.78,-32.9,-5.73,15.26,-15.03,-0.38,-11.73,-1.25,171.39,17.09,-39.27,0.29,0.0,-28.48,24.98
2013-03-07 18:00:00,0.0,-55.99,-1.55,-0.0,-523.9,0.0,0.0,4.05,3.57,-5.12,-2.04,73.78,-237.91,-0.01,0.01,52.64,-194.35,28.08,100.23,879.4,-24.17,-1.75,-34.3,-6.7,15.36,-14.52,-0.19,-11.51,-1.09,0.0,0.0,-38.28,0.43,0.0,-29.01,24.84
2013-03-07 21:00:00,-0.0,-97.83,-1.55,0.0,-508.37,0.0,0.0,0.31,1.69,-5.12,-1.75,44.75,-204.78,-0.01,0.01,49.03,-194.35,28.17,104.08,870.46,-16.98,-0.07,-26.53,-1.15,15.41,-13.4,-0.08,-10.16,-0.64,0.0,0.0,-33.57,0.0,0.0,-21.8,24.25
2013-03-08 00:00:00,-0.0,-95.43,-1.55,0.0,-502.84,0.0,0.0,0.31,2.11,-5.12,-2.13,34.42,-174.47,-0.01,0.01,49.25,-194.35,25.94,100.82,854.18,-15.84,-0.06,-23.92,-1.49,15.43,-14.68,-0.46,-11.35,-2.21,0.0,0.0,-33.14,0.0,0.0,-27.45,24.03
2013-03-08 03:00:00,0.0,-59.22,-1.55,0.0,-511.53,0.0,0.0,-0.42,3.27,-5.12,-1.81,56.35,-171.87,-0.01,0.02,49.76,-194.35,22.58,96.86,868.81,-24.08,-4.77,-33.28,-12.03,15.52,-16.7,-3.99,-14.17,-6.68,0.0,0.0,-38.9,0.74,0.0,-38.47,25.03
2013-03-08 06:00:00,0.0,-144.05,-1.54,-0.0,-573.55,0.0,0.0,-5.51,0.19,-5.12,-24.69,4.3,-223.53,-0.01,0.01,37.31,-194.35,22.51,98.44,845.66,-25.02,-6.12,-34.87,-11.21,15.67,-16.69,-3.51,-14.19,-5.47,288.67,32.29,-40.32,0.56,0.0,-40.21,24.35
2013-03-08 09:00:00,0.0,-259.82,-1.54,0.0,-815.49,0.0,0.0,-27.22,0.05,-5.12,-159.21,4.37,-238.78,-0.02,0.01,25.66,-194.35,21.46,95.98,763.11,-23.61,-3.03,-31.79,-7.54,15.9,-15.89,-1.4,-12.52,-3.08,853.16,90.52,-47.35,0.0,0.0,-35.35,12.88
2013-03-08 12:00:00,-0.0,-235.24,-1.54,-0.0,-720.46,0.0,0.0,-17.83,0.05,-5.12,-136.7,0.02,-228.93,-0.02,0.01,31.14,-194.35,19.15,92.81,738.5,-23.19,-2.39,-30.54,-6.48,16.28,-15.5,-0.82,-11.71,-2.25,724.22,73.9,-47.09,0.0,0.0,-32.07,16.13
2013-03-08 15:00:00,-0.0,-70.21,-1.53,-0.0,-494.56,0.0,0.0,-2.55,2.63,-5.12,-3.58,23.83,-228.05,-0.01,0.01,60.41,-194.35,19.66,94.73,719.08,-24.34,-4.41,-32.18,-9.03,16.56,-15.49,-0.77,-11.78,-2.3,196.5,19.01,-42.77,0.0,0.0,-32.93,23.56
2013-03-08 18:00:00,-0.0,-35.49,-1.53,0.0,-378.66,0.0,0.0,1.49,3.39,-5.12,-1.09,90.59,-228.08,-0.01,0.01,62.71,-194.35,22.39,97.57,700.9,-24.49,-4.65,-33.42,-9.49,16.64,-15.03,-0.33,-11.64,-1.84,0.0,0.0,-41.9,0.0,0.0,-33.01,24.43
2013-03-08 21:00:00,0.0,-62.76,-1.55,-0.0,-345.86,0.0,0.0,1.58,1.35,-5.12,-0.72,67.25,-200.22,-0.01,0.01,61.77,-194.35,20.04,92.03,656.02,-17.89,-0.11,-27.2,-1.8,16.69,-13.96,-0.08,-10.59,-0.98,0.0,0.0,-37.96,0.0,0.0,-18.21,22.68
2013-03-09 00:00:00,0.0,-52.69,-1.55,-0.0,-352.02,0.0,0.0,-1.18,1.29,-5.12,-0.31,51.28,-166.99,-0.01,0.01,62.06,-194.35,19.68,90.68,640.0,-16.83,-0.02,-26.52,-1.14,16.73,-15.75,-1.06,-13.3,-3.21,0.0,0.0,-35.3,0.0,0.0,-18.28,23.91
2013-03-09 03:00:00,-0.0,-25.87,-1.53,-0.0,-343.18,0.0,0.0,-1.47,8.27,-5.12,-0.32,66.65,-148.13,-0.01,0.02,61.23,-194.35,17.55,88.36,624.64,-25.2,-5.13,-36.32,-10.94,16.75,-17.22,-4.28,-15.67,-6.35,0.0,0.0,-41.38,0.54,0.0,-27.04,25.51
2013-03-09 06:00:00,0.0,-109.17,-1.46,0.0,-425.51,0.0,0.0,-3.1,2.96,-5.12,-26.58,6.69,-175.11,-0.01,0.01,42.0,-194.35,14.45,87.17,596.97,-26.05,-7.99,-37.71,-12.91,16.75,-16.81,-3.22,-15.11,-5.24,317.21,33.23,-43.3,0.0,0.0,-33.25,24.57
2013-03-09 09:00:00,0.0,-238.35,-1.5,0.0,-693.41,0.0,0.0,-20.87,1.77,-5.12,-165.12,0.01,-201.15,-0.02,0.01,26.36,-194.35,12.72,80.48,558.85,-24.75,-4.23,-35.07,-8.57,16.77,-16.14,-1.42,-13.73,-3.08,903.62,91.1,-44.65,0.0,0.0,-38.93,18.77
2013-03-09 12:00:00,-0.0,-194.18,-1.52,-0.0,-666.69,0.0,0.0,-12.06,1.55,-5.12,-151.07,0.03,-190.23,-0.02,0.01,36.16,-194.35,13.22,80.58,559.88,-24.38,-3.4,-33.87,-7.18,16.98,-15.85,-0.93,-13.01,-2.33,786.29,76.16,-44.99,0.0,0.0,-29.73,20.04
2013-03-09 15:00:00,0.0,-43.61,-1.49,0.0,-452.94,0.0,0.0,-3.58,6.63,-5.12,-4.6,22.81,-191.55,-0.01,0.01,56.35,-194.35,13.63,86.41,593.45,-25.41,-5.28,-35.4,-9.64,17.14,-16.08,-1.24,-13.42,-2.8,228.92,21.93,-40.45,1.28,0.0,-26.44,24.86
2013-03-09 18:00:00,0.0,-16.48,-1.49,0.0,-384.09,0.0,0.0,8.12,24.17,-5.12,-0.07,106.87,-200.63,-0.01,0.02,58.96,-194.35,13.69,87.01,640.28,-25.57,-6.23,-36.72,-11.16,17.22,-15.92,-0.98,-13.62,-2.7,0.0,0.0,-39.07,1.63,0.0,-29.14,25.38
2013-03-09 21:00:00,-0.0,-46.19,-1.59,0.0,-393.42,0.0,0.0,4.41,17.04,-5.12,-0.03,89.38,-183.99,-0.01,0.01,54.81,-194.35,15.23,90.89,646.78,-19.2,-0.36,-30.5,-2.51,17.29,-14.89,-0.26,-12.63,-1.52,0.0,0.0,-32.9,0.07,0.0,-21.65,25.23
2013-03-10 00:00:00,-0.0,-58.09,-1.62,-0.0,-427.26,0.0,0.0,3.47,11.6,-5.12,-0.03,79.4,-152.63,-0.01,0.01,54.51,-194.35,18.15,95.95,684.24,-18.28,-0.04,-31.35,-1.91,17.35,-16.4,-1.86,-15.47,-4.69,0.0,0.0,-36.0,0.94,0.0,-25.86,25.34
2013-03-10 03:00:00,-0.0,-37.27,-1.38,0.0,-463.78,0.1,0.0,2.2,9.04,-5.12,-0.03,66.42,-128.06,-0.01,0.02,56.68,-194.35,22.32,102.72,743.36,-26.69,-8.14,-40.22,-14.91,17.38,-17.77,-6.99,-16.99,-10.19,0.0,0.0,-40.03,7.57,0.0,-41.41,25.53
2013-03-10 06:00:00,0.0,-117.95,-1.33,0.0,-655.0,0.0,0.0,-7.02,0.03,-5.12,-35.34,0.07,-144.69,-0.01,0.01,39.41,-194.35,25.72,103.7,802.39,-27.24,-13.08,-40.53,-21.6,17.45,-17.36,-5.41,-16.59,-9.0,353.36,36.53,-45.49,0.26,0.0,-47.19,25.34
2013-03-10 09:00:00,0.0,-279.75,-1.42,-0.0,-971.97,0.0,0.0,-28.91,0.54,-5.12,-172.88,0.03,-178.49,-0.02,0.01,26.78,-194.35,30.62,106.1,838.51,-25.97,-8.57,-38.26,-15.59,17.54,-16.69,-3.0,-15.42,-5.84,922.75,94.33,-46.82,0.0,0.0,-48.63,20.47
2013-03-10 12:00:00,-0.0,-225.88,-1.45,-0.0,-940.23,0.0,0.0,-24.54,0.16,-5.12,-163.84,0.09,-172.7,-0.02,0.01,31.7,-194.35,33.95,109.7,857.8,-25.65,-7.23,-37.41,-12.93,17.74,-16.45,-2.13,-14.91,-4.32,793.44,77.73,-46.83,0.38,0.0,-47.64,20.92
2013-03-10 15:00:00,-0.0,-65.42,-1.37,0.0,-722.86,0.0,0.0,-6.35,0.28,-5.12,-1.04,12.43,-176.64,-0.01,0.01,53.13,-194.35,37.83,116.03,876.1,-26.68,-9.71,-38.84,-15.83,17.96,-16.67,-2.54,-15.31,-4.95,231.68,21.29,-45.3,1.21,0.0,-44.07,25.09
2013-03-10 18:00:00,-0.0,-36.59,-1.35,0.0,-574.13,0.55,0.0,2.21,2.92,-5.12,-0.3,92.47,-194.49,-0.01,0.02,60.11,-194.35,40.82,118.46,865.29,-26.78,-10.72,-39.79,-18.33,18.04,-16.5,-2.19,-15.45,-4.86,0.0,0.0,-44.25,1.38,0.0,-42.68,25.63
2013-03-10 21:00:00,-0.0,-64.45,-1.56,0.0,-541.34,0.0,0.0,2.98,3.54,-5.12,-0.2,72.8,-181.64,-0.01,0.01,61.2,-194.35,40.06,121.06,816.96,-20.95,-1.06,-34.89,-6.15,18.12,-15.54,-0.52,-14.65,-2.65,0.0,0.0,-41.19,0.24,0.0,-35.11,24.42
2013-03-11 00:00:00,-0.0,-81.57,-1.56,-0.0,-545.92,0.0,0.0,6.4,0.75,-5.12,-0.47,61.33,-156.92,-0.01,0.01,63.44,-194.35,40.46,122.02,823.48,-20.71,-0.05,-35.71,-3.13,18.16,-16.89,-1.86,-16.08,-4.67,0.0,0.0,-41.78,0.4,0.0,-34.59,24.95
2013-03-11 03:00:00,0.0,-41.04,-1.27,-0.0,-539.29,0.55,0.0,0.43,0.76,-5.12,-0.31,66.4,-152.37,-0.01,0.01,65.87,-194.35,39.33,120.54,833.08,-28.67,-10.69,-41.65,-18.82,18.18,-18.47,-9.64,-17.54,-15.21,0.0,0.0,-47.19,16.6,0.0,-46.13,26.0
2013-03-11 06:00:00,-0.0,-113.78,-1.13,0.0,-678.15,0.55,0.0,-8.3,1.7,-5.12,-30.7,2.88,-208.88,-0.01,0.01,54.69,-194.35,39.31,118.42,845.03,-29.16,-16.28,-41.88,-27.15,18.22,-18.39,-9.76,-17.44,-14.9,349.57,33.76,-49.47,17.84,0.0,-43.14,25.99
2013-03-11 09:00:00,-0.0,-232.16,-1.25,-0.0,-966.77,0.55,0.0,-23.84,0.22,-5.12,-159.08,0.2,-229.22,-0.02,0.01,34.96,-194.35,32.94,108.74,818.33,-28.0,-9.3,-40.16,-16.07,18.3,-17.72,-4.9,-16.52,-6.97,908.98,82.91,-48.2,8.38,0.0,-38.69,23.79
2013-03-11 12:00:00,-0.0,-213.15,-1.27,0.0,-912.85,0.55,0.0,-19.92,0.03,-5.12,-151.25,0.33,-225.62,-0.02,0.0,47.47,-194.35,32.89,102.98,833.71,-27.7,-7.62,-39.6,-12.95,18.45,-17.43,-3.16,-16.12,-4.41,790.87,71.96,-49.09,11.3,0.0,-33.69,24.76
2013-03-11 15:00:00,0.0,-79.28,-1.21,0.0,-680.5,0.55,0.0,-9.14,1.58,-5.12,-2.89,16.26,-225.7,-0.01,0.01,62.26,-194.35,37.98,103.36,845.88,-28.68,-11.83,-40.61,-18.61,18.65,-17.43,-3.02,-16.18,-4.32,245.31,21.09,-44.37,37.43,0.0,-33.1,26.0
2013-03-11 18:00:00,0.0,-38.02,-1.18,0.0,-478.85,0.55,0.0,-0.17,5.48,-5.12,-0.17,88.54,-229.78,-0.01,0.01,74.72,-194.35,36.68,99.51,778.64,-28.73,-13.34,-41.26,-22.48,18.72,-17.06,-2.11,-15.99,-3.59,0.0,0.0,-42.63,38.82,0.0,-32.85,26.02
2013-03-11 21:00:00,0.0,-62.46,-1.39,0.0,-430.83,0.12,0.0,1.73,2.48,-5.12,-0.24,71.54,-202.37,-0.01,0.01,73.77,-194.35,34.8,93.44,717.83,-23.25,-2.78,-36.7,-6.02,18.74,-16.17,-0.57,-15.33,-1.31,0.0,0.0,-38.35,22.95,0.0,-26.19,26.02
2013-03-12 00:00:00,-0.0,-88.95,-1.41,-0.0,-391.29,0.12,0.0,0.78,2.51,-5.12,-1.24,61.44,-172.77,-0.01,0.01,75.16,-194.35,33.88,82.58,683.79,-22.07,-0.01,-37.27,-1.12,18.76,-17.67,-1.25,-16.93,-2.36,0.0,0.0,-37.77,24.56,0.0,-18.02,26.02
2013-03-12 03:00:00,0.0,-68.76,-1.26,-0.0,-357.47,0.55,0.0,2.93,9.4,-5.12,-0.85,73.63,-162.41,-0.01,0.01,75.71,-194.35,32.97,75.32,679.07,-30.74,-10.75,-43.63,-18.91,18.78,-19.12,-11.35,-18.18,-17.07,0.0,0.0,-44.63,49.0,0.0,-38.81,26.02
2013-03-12 06:00:00,-0.0,-109.3,-1.17,0.0,-434.37,0.12,0.0,-6.38,0.64,-5.12,-40.06,6.78,-212.85,-0.01,0.01,63.57,-194.35,32.28,69.88,651.59,-31.15,-17.79,-43.74,-30.06,18.78,-19.05,-11.39,-18.09,-17.21,341.54,33.04,-50.53,34.28,0.0,-35.93,26.02
2013-03-12 09:00:00,-0.0,-226.27,-1.24,-0.0,-680.38,0.0,0.0,-23.36,0.02,-5.12,-158.42,0.13,-232.62,-0.02,0.0,47.9,-194.35,28.64,56.35,569.05,-29.98,-9.65,-42.22,-15.2,18.79,-18.48,-5.51,-17.35,-7.43,904.45,79.68,-49.2,24.02,0.0,-37.5,25.24
2013-03-12 12:00:00,-0.0,-212.18,-1.28,0.0,-620.67,0.05,0.0,-8.15,0.02,-5.12,-150.75,0.04,-227.52,-0.02,0.0,58.38,-194.35,24.09,48.89,577.24,-29.67,-7.55,-41.74,-10.28,18.87,-18.2,-3.4,-17.02,-3.73,787.56,69.94,-49.77,27.09,0.0,-36.57,25.81
2013-03-12 15:00:00,-0.0,-84.17,-1.25,0.0,-333.81,0.55,0.0,6.99,1.96,-5.12,-1.93,16.54,-227.01,-0.01,0.01,76.12,-194.35,26.83,55.06,546.09,-30.7,-12.91,-42.72,-18.06,18.96,-18.2,-3.32,-17.09,-3.59,227.8,19.95,-46.75,51.92,0.0,-33.84,26.02
2013-03-12 18:00:00,-0.0,-29.57,-1.22,0.0,-162.17,0.55,0.0,15.98,6.71,-5.12,-0.01,89.56,-232.0,-0.01,0.01,79.49,-194.35,23.59,56.5,465.18,-30.71,-14.38,-43.25,-22.89,18.98,-17.84,-1.94,-16.94,-2.54,0.0,0.0,-44.9,69.5,0.0,-32.23,26.02
2013-03-12 21:00:00,-0.0,-61.78,-1.33,0.0,-135.36,0.55,0.0,12.71,2.67,-5.12,-0.05,79.16,-205.2,-0.01,0.01,82.08,-194.35,15.08,49.79,413.27,-25.15,-1.68,-38.9,-2.53,18.98,-16.93,-0.36,-16.23,-0.85,0.0,0.0,-33.74,58.53,0.0,-19.3,26.02
2013-03-13 00:00:00,0.0,-69.28,-1.28,-0.0,-120.59,0.55,0.0,11.73,2.92,-5.12,-0.11,69.66,-174.1,-0.01,0.01,81.62,-194.35,9.62,41.07,388.49,-23.38,-0.02,-37.52,-0.67,18.92,-18.2,-1.65,-17.54,-2.24,0.0,0.0,-33.79,60.9,0.0,-11.65,26.02
2013-03-13 03:00:00,0.0,-42.13,-1.1,0.0,-108.95,0.55,0.0,18.15,5.13,-5.12,-0.1,94.8,-160.87,-0.01,0.01,81.55,-194.35,13.21,46.44,374.1,-31.47,-14.51,-44.21,-23.28,18.83,-19.21,-14.69,-18.27,-20.18,0.0,0.0,-42.32,87.7,0.0,-25.73,26.02
