lv,1.0,opt,1.0,opt
h2,H2 grid,H2 grid,no H2 grid,no H2 grid
H2 storage,65.53410610155652,61.78062426087361,32.22206589600496,34.93421522211138
Li ion,5.440979503735449,5.440979503735449,5.440979503735449,5.440979503735449
battery storage,1.0739867271518186,0.3469416366604288,1.3081793886701152,0.4432754249874748
hot water storage,1.079330073480404,0.5516445288393264,1.4797112641786472,0.8236602011020188
