Bus,x,y,country
AL0 0,19.894573416123826,41.56180368043655,AL
AT0 0,15.759789571428572,47.89867592857143,AT
AT0 1,10.293250400824324,47.248827431316116,AT
AT0 2,13.580649722486978,47.41309503644294,AT
BA0 0,18.122703744298455,43.81136666515542,BA
BE0 0,3.4485300000000003,51.02277628571428,BE
BE0 1,5.578222249999999,50.3391575625,BE
BE0 2,4.402161785889198,50.630611783540004,BE
BE0 3,5.3430394610317125,50.999712145647244,BE
BE0 4,4.328441625000003,51.216643749999996,BE
BG0 0,26.501920599443473,42.812565770378555,BG
BG0 1,23.71601647619048,42.74049785714286,BG
CH0 0,7.286182983575172,46.69770004296501,CH
CH0 1,8.775187415041131,46.90080334201286,CH
CZ0 0,15.912131589314756,49.87180773780498,CZ
CZ0 1,17.876231446547976,49.69423043419368,CZ
CZ0 2,13.855812198661617,49.88110428695904,CZ
DE0 0,7.351251056995758,52.524342128164214,DE
DE0 1,11.003636691873355,49.77600566476992,DE
DE0 10,8.033811923440657,51.62102431773398,DE
DE0 11,8.405921939856016,53.32047600472727,DE
DE0 12,13.316251949878875,52.444948321271944,DE
DE0 13,9.235517369075184,48.741216335799415,DE
DE0 14,10.6814575,51.2428475,DE
DE0 15,9.687773052631579,53.845147210526314,DE
DE0 16,10.11358298501668,48.12575396985705,DE
DE0 17,7.073488541796553,49.716079907044495,DE
DE0 18,14.213409444444444,51.47640455555555,DE
DE0 19,11.627311625,50.63419775,DE
DE0 2,8.048466595610588,47.852896441836734,DE
DE0 20,12.726287799999998,51.052055800000005,DE
DE0 21,8.826120942647968,52.381445577613924,DE
DE0 22,8.49676320257486,49.33117549635838,DE
DE0 23,12.020901620783512,53.44432267723307,DE
DE0 24,9.143419152403531,51.2615980061255,DE
DE0 25,12.040329,49.519566,DE
DE0 26,7.253046502265999,51.395955517319734,DE
DE0 27,9.793526714285719,49.900178428571415,DE
DE0 3,13.804345835574834,53.83601749894464,DE
DE0 4,10.458679222222223,52.333055333333334,DE
DE0 5,8.539521954447629,50.19178185513433,DE
DE0 6,12.659683333333334,48.5836045,DE
DE0 7,6.713307212250533,51.10998655409679,DE
DE0 8,11.7317504,51.761756000000005,DE
DE0 9,11.477966307692308,48.38742807692308,DE
DK0 0,9.73224872983087,55.99042991134832,DK
DK3 0,12.2839744286048,55.50990254373553,DK
EE6 0,25.879151796111493,58.97990628084798,EE
ES0 0,-5.977488036026828,37.09363316292231,ES
ES0 1,-3.649738144064688,40.16692591050324,ES
ES0 10,-6.113713410174681,41.54491500431793,ES
ES0 11,-4.268171395712794,37.363374243691055,ES
ES0 12,-1.858322047537435,42.17360855643853,ES
ES0 2,-7.8750799332906265,42.68717925299234,ES
ES0 3,-0.19159550232622088,41.51456921334134,ES
ES0 4,-5.160485105883815,42.1645010579622,ES
ES0 5,-1.0318089672386113,38.0344814919323,ES
ES0 6,-6.134115820900003,39.36630517353122,ES
ES0 7,1.7199523063251982,41.645599243477704,ES
ES0 8,-0.7968748356140273,39.447770071547275,ES
ES0 9,-3.3161908697681963,43.02009221678034,ES
ES2 0,2.7388915999999996,39.6729018,ES
FI3 0,22.65401984615385,61.77055992307692,FI
FI3 1,25.73314961538462,64.64869807692308,FI
FI3 2,27.183903285714283,61.67792071428572,FI
FI3 3,26.221422428571426,66.99502557142857,FI
FI3 4,24.988297692307693,60.60704353846154,FI
FR0 0,4.019380588235294,43.90225476470588,FR
FR0 1,2.3983977800000007,48.67537867999997,FR
FR0 10,6.299195593413694,43.8011586702023,FR
FR0 11,4.246418317925024,48.05136066184215,FR
