,bus0,bus1,length,max_retro,p_nom_opt,p_nom_opt_new,p_nom_opt_retro
GB5 11 - GB5 15,GB5 11,GB5 15,82.5,7.3,25.694000000000003,18.399,7.295
GB5 11 - GB5 2,GB5 11,GB5 2,122.0,14.6,27.907,13.309,14.598
GB5 11 - GB5 5,GB5 11,GB5 5,229.0,9.1,0.006,0.002,0.004
GB5 12 - GB5 7,GB5 12,GB5 7,124.5,0.9,9.126000000000001,8.227,0.899
GB5 13 - GB5 17,GB5 13,GB5 17,255.5,7.3,1.355,1.333,0.022
GB5 13 - GB5 2,GB5 13,GB5 2,175.33333333333334,20.139,19.46,0.002,19.458000000000002
GB5 13 - GB5 9,GB5 13,GB5 9,82.0,0.0,11.641,11.641,0.0
GB5 14 - GB5 6,GB5 14,GB5 6,78.0,0.0,2.613,2.613,0.0
GB5 15 - GB5 4,GB5 15,GB5 4,297.0,14.6,10.83,0.0,10.83
GB5 15 - GB5 7,GB5 15,GB5 7,84.66666666666667,22.71,33.14,10.436,22.704
GB5 16 - GB5 4,GB5 16,GB5 4,235.5,8.2,8.176,0.001,8.175
GB5 16 - GB5 7,GB5 16,GB5 7,263.3333333333333,9.1,9.1,0.001,9.099
GB5 16 - GB5 8,GB5 16,GB5 8,390.0,7.3,0.02,0.013,0.007
GB5 16 - IE4 0,GB5 16,IE4 0,696.0,3.039,0.005,0.0,0.005
GB5 17 - GB5 2,GB5 17,GB5 2,173.0,26.538999999999998,27.268,0.742,26.526000000000003
GB5 17 - GB5 5,GB5 17,GB5 5,241.0,4.5,4.4990000000000006,0.0,4.4990000000000006
GB5 17 - NL0 0,GB5 17,NL0 0,236.0,12.405000000000001,12.405000000000001,0.0,12.405000000000001
GB5 17 - NL0 4,GB5 17,NL0 4,168.0,1.8,1.8,0.0,1.8
GB5 2 - GB5 5,GB5 2,GB5 5,338.0,14.6,7.594,0.0,7.594
GB5 3 - GB5 6,GB5 3,GB5 6,246.0,0.9,5.766,4.89,0.876
GB5 4 - GB5 5,GB5 4,GB5 5,177.0,10.0,10.114,0.115,9.999
GB5 4 - GB5 8,GB5 4,GB5 8,426.0,10.0,3.082,0.0,3.082
GB5 5 - NO3 4,GB5 5,NO3 4,914.0,18.9,0.039,0.0,0.039
GB5 7 - IE4 0,GB5 7,IE4 0,411.0,0.0,33.764,33.764,0.0
GB5 8 - NO3 2,GB5 8,NO3 2,923.0,0.0,0.0,0.0,0.0
GB5 8 - NO3 4,GB5 8,NO3 4,470.0,35.948,22.399,0.0,22.399
GB5 9 - NL0 0,GB5 9,NL0 0,337.0,0.0,0.003,0.003,0.0
GR0 0 - GR0 1,GR0 0,GR0 1,424.0,0.9,19.898,19.0,0.898
GR0 1 - IT0 10,GR0 1,IT0 10,540.0,0.0,8.509,8.509,0.0
GR0 1 - MK0 0,GR0 1,MK0 0,224.0,0.0,3.49,3.49,0.0
HR0 0 - HU0 0,HR0 0,HU0 0,400.3333333333333,2.708,0.021,0.001,0.02
HR0 0 - RS0 1,HR0 0,RS0 1,402.0,0.0,0.001,0.001,0.0
HR0 0 - SI0 0,HR0 0,SI0 0,270.75,3.04,0.19,0.002,0.188
HU0 0 - HU0 1,HU0 0,HU0 1,244.5,15.298000000000002,2.624,0.001,2.623
HU0 0 - SK0 0,HU0 0,SK0 0,240.0,2.933,2.045,0.001,2.044
HU0 1 - RO0 0,HU0 1,RO0 0,283.0,1.203,0.353,0.001,0.352
HU0 1 - RS0 1,HU0 1,RS0 1,351.0,3.279,2.502,0.001,2.501
IT0 0 - IT0 11,IT0 0,IT0 11,166.0,69.463,8.943,0.002,8.941
IT0 0 - IT0 12,IT0 0,IT0 12,180.0,11.123000000000001,1.823,0.001,1.822
IT0 0 - IT0 15,IT0 0,IT0 15,181.33333333333334,23.608,0.258,0.001,0.257
IT0 0 - IT0 5,IT0 0,IT0 5,239.5,17.264,0.009000000000000001,0.001,0.008
IT0 0 - IT0 8,IT0 0,IT0 8,204.0,0.9,10.213000000000001,9.313,0.9
IT0 1 - IT0 10,IT0 1,IT0 10,288.3333333333333,19.064,6.361,0.001,6.36
IT0 1 - IT0 14,IT0 1,IT0 14,198.0,0.0,6.429,6.429,0.0
IT0 1 - IT0 9,IT0 1,IT0 9,186.0,10.7,0.16199999999999998,0.013,0.149
IT0 10 - IT0 3,IT0 10,IT0 3,281.6666666666667,38.488,7.066,0.001,7.0649999999999995
IT0 10 - IT0 9,IT0 10,IT0 9,319.5,0.9,0.901,0.002,0.899
IT0 11 - IT0 12,IT0 11,IT0 12,165.0,13.516,2.201,0.002,2.199
IT0 11 - IT0 15,IT0 11,IT0 15,226.0,0.0,0.001,0.001,0.0
IT0 11 - IT0 5,IT0 11,IT0 5,178.5,0.9,0.597,0.002,0.595
IT0 13 - IT0 7,IT0 13,IT0 7,288.5,44.743,2.242,0.023,2.219
IT0 14 - IT0 2,IT0 14,IT0 2,253.5,5.569,5.8629999999999995,0.294,5.569
IT0 14 - IT0 4,IT0 14,IT0 4,221.5,46.394,0.127,0.013,0.114
IT0 14 - IT0 6,IT0 14,IT0 6,268.0,0.9,0.015,0.0,0.015
IT0 14 - IT0 9,IT0 14,IT0 9,289.0,34.528,0.006,0.001,0.005
IT0 14 - ME0 0,IT0 14,ME0 0,560.0,0.0,0.005,0.005,0.0
IT0 15 - IT0 16,IT0 15,IT0 16,190.66666666666666,65.139,10.504,0.001,10.503
IT0 15 - IT0 2,IT0 15,IT0 2,155.0,36.67,5.5489999999999995,0.001,5.548
IT0 15 - IT0 5,IT0 15,IT0 5,155.0,2.923,1.214,0.002,1.212
IT0 15 - IT0 8,IT0 15,IT0 8,258.5,0.9,6.953,6.054,0.899
IT0 16 - SI0 0,IT0 16,SI0 0,198.0,11.304,0.515,0.001,0.514
IT0 3 - IT0 7,IT0 3,IT0 7,248.5,42.937,8.913,0.001,8.912
IT0 3 - IT0 9,IT0 3,IT0 9,390.0,34.528,6.394,0.001,6.393000000000001
IT0 4 - IT0 6,IT0 4,IT0 6,144.33333333333334,9.244,5.311,0.002,5.309
IT0 4 - IT0 8,IT0 4,IT0 8,350.0,13.495,3.921,0.0,3.921
IT0 4 - IT0 9,IT0 4,IT0 9,205.33333333333334,18.163999999999998,6.716,0.001,6.715
IT0 4 - IT1 0,IT0 4,IT1 0,484.0,0.0,0.016,0.016,0.0
IT0 6 - IT0 8,IT0 6,IT0 8,191.0,6.722,6.5360000000000005,0.001,6.535
IT0 8 - IT1 0,IT0 8,IT1 0,562.0,0.0,7.302,7.302,0.0
LT6 0 - LV6 0,LT6 0,LV6 0,222.5,3.3609999999999998,5.369,2.008,3.3609999999999998
LT6 0 - PL0 6,LT6 0,PL0 6,413.0,0.0,5.334,5.334,0.0
LT6 0 - SE3 3,LT6 0,SE3 3,725.0,0.0,1.17,1.17,0.0
ME0 0 - RS0 0,ME0 0,RS0 0,240.0,0.0,0.001,0.001,0.0
ME0 0 - RS0 1,ME0 0,RS0 1,296.0,0.0,0.002,0.002,0.0
MK0 0 - RS0 0,MK0 0,RS0 0,227.0,0.0,3.263,3.263,0.0
NL0 0 - NL0 2,NL0 0,NL0 2,153.0,2.7,7.715,5.018,2.697
NL0 0 - NL0 4,NL0 0,NL0 4,197.0,16.905,3.682,3.651,0.031
NL0 1 - NL0 2,NL0 1,NL0 2,118.33333333333333,1.8,1.803,0.005,1.798
NL0 1 - NL0 3,NL0 1,NL0 3,122.66666666666667,4.363,0.573,0.001,0.572
NL0 1 - NL0 5,NL0 1,NL0 5,160.5,0.9,4.823,4.801,0.022
NL0 3 - NL0 5,NL0 3,NL0 5,130.0,5.4,0.781,0.004,0.777
NL0 3 - NO3 5,NL0 3,NO3 5,820.0,0.0,0.0,0.0,0.0
NL0 4 - NL0 5,NL0 4,NL0 5,105.66666666666667,5.4,5.974,0.577,5.397
NL0 4 - NO3 4,NL0 4,NO3 4,1074.0,0.9,0.028,0.0,0.028
NO3 0 - NO3 2,NO3 0,NO3 2,377.0,0.0,1.511,1.511,0.0
NO3 0 - NO3 3,NO3 0,NO3 3,350.0,0.0,0.261,0.261,0.0
NO3 0 - SE3 5,NO3 0,SE3 5,232.0,0.0,0.538,0.538,0.0
NO3 1 - NO3 3,NO3 1,NO3 3,304.0,0.0,0.114,0.114,0.0
NO3 1 - SE3 4,NO3 1,SE3 4,170.0,0.0,0.03,0.03,0.0
NO3 2 - NO3 4,NO3 2,NO3 4,418.0,34.287,6.114999999999999,6.107,0.008
NO3 2 - NO3 6,NO3 2,NO3 6,242.0,0.0,2.957,2.957,0.0
NO3 3 - SE3 5,NO3 3,SE3 5,348.0,0.0,0.003,0.003,0.0
NO3 4 - NO3 5,NO3 4,NO3 5,411.6666666666667,8.2,10.653,10.644,0.009000000000000001
NO3 5 - NO3 6,NO3 5,NO3 6,240.0,0.0,0.081,0.081,0.0
NO3 6 - SE3 6,NO3 6,SE3 6,301.0,0.0,0.18,0.18,0.0
PL0 0 - PL0 6,PL0 0,PL0 6,210.66666666666666,43.150999999999996,1.0819999999999999,0.001,1.081
PL0 0 - PL0 7,PL0 0,PL0 7,235.0,2.7,1.082,0.001,1.081
PL0 1 - PL0 2,PL0 1,PL0 2,391.0,0.0,0.005,0.005,0.0
PL0 1 - PL0 3,PL0 1,PL0 3,292.5,0.9,0.904,0.004,0.9
PL0 1 - PL0 4,PL0 1,PL0 4,267.0,0.9,5.4,4.5,0.9
PL0 1 - PL0 6,PL0 1,PL0 6,363.0,0.0,0.008,0.008,0.0
PL0 1 - SE3 3,PL0 1,SE3 3,431.0,0.0,0.002,0.002,0.0
PL0 2 - PL0 3,PL0 2,PL0 3,236.0,28.232999999999997,3.577,0.001,3.576
PL0 2 - PL0 4,PL0 2,PL0 4,242.0,26.433,1.817,0.001,1.816
PL0 2 - PL0 5,PL0 2,PL0 5,273.3333333333333,3.6,1.3820000000000001,0.001,1.381
PL0 4 - PL0 5,PL0 4,PL0 5,292.0,0.0,0.002,0.002,0.0
PL0 4 - PL0 6,PL0 4,PL0 6,182.33333333333334,49.266000000000005,7.066999999999999,0.001,7.066
PL0 5 - PL0 6,PL0 5,PL0 6,335.0,0.0,0.001,0.001,0.0
PL0 5 - PL0 7,PL0 5,PL0 7,198.5,2.7,0.263,0.001,0.262
PL0 7 - SK0 0,PL0 7,SK0 0,308.0,0.0,0.61,0.61,0.0
PT0 0 - PT0 1,PT0 0,PT0 1,329.0,8.2,0.155,0.001,0.154
PT0 0 - PT0 2,PT0 0,PT0 2,299.5,0.9,0.266,0.003,0.263
RO0 0 - RO0 1,RO0 0,RO0 1,290.6666666666667,7.2,0.112,0.001,0.111
RO0 0 - RO0 2,RO0 0,RO0 2,461.0,0.9,0.13,0.001,0.129
RO0 0 - RS0 0,RO0 0,RS0 0,423.0,0.0,0.004,0.004,0.0
RO0 0 - RS0 1,RO0 0,RS0 1,325.0,0.0,0.001,0.001,0.0
RO0 1 - RO0 2,RO0 1,RO0 2,268.3333333333333,5.4,0.032,0.001,0.031
RS0 0 - RS0 1,RS0 0,RS0 1,243.33333333333334,2.7,2.699,0.001,2.698
SE3 0 - SE3 2,SE3 0,SE3 2,446.0,0.0,0.09,0.09,0.0
SE3 0 - SE3 3,SE3 0,SE3 3,482.0,0.0,3.273,3.273,0.0
SE3 0 - SE3 6,SE3 0,SE3 6,403.0,0.0,0.563,0.563,0.0
SE3 1 - SE3 2,SE3 1,SE3 2,252.0,0.0,0.281,0.281,0.0
SE3 1 - SE3 4,SE3 1,SE3 4,373.0,0.0,0.022,0.022,0.0
SE3 1 - SE3 7,SE3 1,SE3 7,272.0,0.0,0.188,0.188,0.0
SE3 2 - SE3 5,SE3 2,SE3 5,141.0,0.0,0.458,0.458,0.0
SE3 3 - SE3 6,SE3 3,SE3 6,298.5,0.9,0.492,0.002,0.49
SE3 4 - SE3 7,SE3 4,SE3 7,161.0,0.0,0.018,0.018,0.0
SE3 5 - SE3 6,SE3 5,SE3 6,751.0,0.0,0.012,0.012,0.0
