snapshot,Fischer-Tropsch,H2 Fuel Cell,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural solar thermal,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-05-25 00:00:00,44.14,2.42,-21.63,-5.94,0.0,36.78,-36.78,0.0,0.0,-0.01,0.0,47.54,0.01,-47.55,0.01,0.0,-0.0,0.0,0.0,41.13,-19.5,0.0,-0.01,0.0,26.37,0.01,-26.65,0.27,0.0,-0.0,0.0,44.78,0.0,0.0,-128.0,1.17,0.0,0.0,37.94,-5.48,8.97
2013-05-25 03:00:00,44.14,6.05,-21.63,-5.94,0.0,56.88,-56.88,0.0,0.0,-0.01,0.0,72.34,0.04,-74.11,1.72,0.0,-0.0,0.0,0.0,44.06,-22.45,0.01,-0.01,0.0,30.21,0.02,-30.89,0.67,0.0,-0.0,0.0,63.91,0.0,0.0,-181.11,2.35,0.0,0.0,51.92,-0.18,18.86
2013-05-25 06:00:00,44.14,0.0,-21.63,-5.94,0.0,53.52,-53.5,0.02,0.0,-0.15,0.1,69.3,0.0,-70.06,0.81,0.0,-0.14,0.09,0.0,41.78,-20.13,0.02,-0.15,0.09,27.48,0.0,-27.71,0.28,0.0,-0.14,0.1,75.54,0.0,0.0,-168.66,26.03,2.78,0.0,22.38,-2.63,6.35
2013-05-25 09:00:00,44.14,0.0,-21.63,-5.94,0.0,49.74,-49.72,0.02,0.0,-0.14,0.09,64.61,0.0,-65.0,0.41,0.02,-0.13,0.09,0.0,39.59,-17.95,0.02,-0.13,0.09,24.61,0.0,-24.68,0.1,0.01,-0.14,0.09,72.12,0.0,0.0,-154.69,20.61,22.78,0.0,15.75,-15.17,0.41
2013-05-25 12:00:00,44.14,0.0,-21.63,-5.94,0.0,49.9,-49.88,0.02,0.0,-0.12,0.08,64.73,0.0,-65.09,0.36,0.03,-0.11,0.08,0.0,39.5,-17.86,0.02,-0.11,0.07,24.45,0.0,-24.5,0.07,0.01,-0.12,0.08,81.29,0.0,0.0,-154.54,19.97,26.63,0.0,14.84,-26.72,0.33
2013-05-25 15:00:00,44.14,0.0,-21.63,-5.94,0.0,53.97,-53.96,0.0,0.0,-0.01,0.0,69.79,0.0,-70.45,0.66,0.0,-0.01,0.0,0.0,40.05,-18.42,0.0,-0.01,0.0,25.18,0.0,-25.29,0.11,0.0,-0.0,0.0,76.21,0.0,0.0,-165.14,22.64,7.21,0.0,22.1,-4.01,2.8
2013-05-25 18:00:00,44.14,0.0,-21.63,-5.94,0.0,50.35,-50.35,0.0,0.0,-0.01,0.0,65.61,0.0,-66.1,0.49,0.0,-0.0,0.0,0.0,38.57,-16.94,0.0,-0.01,0.0,23.25,0.0,-23.3,0.06,0.0,-0.0,0.0,72.01,0.0,0.0,-154.22,5.87,0.0,0.0,35.03,-0.31,3.41
2013-05-25 21:00:00,44.14,0.0,-21.63,-5.94,0.0,34.8,-34.79,0.0,0.0,-0.01,0.0,45.49,0.0,-45.49,0.0,0.0,-0.0,0.0,0.0,37.18,-15.55,0.0,-0.01,0.0,21.29,0.0,-21.3,0.02,0.0,-0.0,0.0,50.2,0.0,0.0,-115.21,4.52,0.0,0.0,16.59,-1.32,7.01
2013-05-26 00:00:00,44.14,0.0,-21.63,-5.94,0.0,35.12,-35.11,0.0,0.0,-0.02,0.0,43.42,0.0,-43.42,0.0,0.0,-0.0,0.0,0.0,39.76,-18.13,0.0,-0.02,0.0,23.51,0.0,-23.62,0.12,0.0,-0.0,0.0,42.29,0.0,0.0,-115.64,5.32,0.0,0.0,20.5,-1.0,10.31
2013-05-26 03:00:00,44.14,0.0,-21.63,-5.94,0.0,53.44,-53.44,0.0,0.0,-0.02,0.0,64.84,0.0,-66.02,1.19,0.0,-0.0,0.0,0.0,42.38,-20.75,0.0,-0.02,0.0,26.69,0.0,-27.13,0.44,0.0,-0.0,0.0,53.79,0.0,0.0,-160.68,12.87,0.0,0.0,38.82,-0.47,17.47
2013-05-26 06:00:00,44.14,0.21,-21.63,-5.94,0.0,50.25,-50.23,0.32,0.0,-1.12,0.78,61.97,0.0,-62.34,0.6,0.0,-0.77,0.54,0.0,40.31,-18.65,0.27,-1.03,0.72,24.32,0.0,-24.42,0.32,0.0,-0.77,0.54,73.29,0.0,0.0,-149.66,24.67,4.67,0.0,13.99,-11.85,6.47
2013-05-26 09:00:00,44.14,0.0,-21.63,-5.94,0.0,46.74,-46.8,0.33,0.0,-0.9,0.63,57.91,0.0,-58.08,0.31,0.04,-0.62,0.43,0.0,38.27,-16.69,0.28,-0.8,0.56,21.81,0.0,-21.86,0.22,0.01,-0.62,0.44,74.99,0.0,0.0,-137.88,21.59,30.84,0.0,2.47,-37.58,7.36
2013-05-26 12:00:00,44.14,0.0,-21.63,-5.94,0.0,46.95,-46.99,0.19,0.0,-0.52,0.36,58.07,0.0,-58.22,0.24,0.04,-0.48,0.34,0.0,38.2,-16.61,0.2,-0.52,0.36,21.68,0.0,-21.73,0.18,0.02,-0.49,0.34,76.11,0.0,0.0,-137.91,20.66,33.55,0.0,8.26,-41.04,2.16
2013-05-26 15:00:00,44.14,0.0,-21.63,-5.94,0.0,50.74,-50.74,0.0,0.0,-0.01,0.0,62.48,0.0,-62.8,0.31,0.01,-0.0,0.0,0.0,38.74,-17.11,0.0,-0.01,0.0,22.38,0.0,-22.39,0.01,0.0,-0.0,0.0,61.1,0.0,0.0,-146.94,21.99,8.72,0.0,13.75,-1.89,5.06
2013-05-26 18:00:00,44.14,0.0,-21.63,-5.94,0.0,47.25,-47.25,0.0,0.0,-0.01,0.0,58.75,0.0,-58.88,0.14,0.0,-0.0,0.0,0.0,37.39,-15.76,0.0,-0.01,0.0,20.67,0.0,-20.67,0.01,0.0,-0.0,0.0,58.24,0.0,0.0,-137.24,10.32,0.0,0.0,19.68,-0.61,11.4
2013-05-26 21:00:00,44.14,0.0,-21.63,-5.94,0.0,33.16,-33.16,0.0,0.0,-0.02,0.0,41.49,0.0,-41.49,0.0,0.0,-0.0,0.0,0.0,35.82,-14.19,0.0,-0.01,0.0,18.6,0.0,-18.6,0.0,0.0,-0.0,0.0,43.29,0.0,0.0,-103.65,6.97,0.0,0.0,8.5,-1.72,8.41
2013-05-27 00:00:00,44.14,0.0,-21.63,-5.94,0.0,30.42,-30.41,0.0,0.0,-0.02,0.0,36.62,0.0,-36.62,0.0,0.0,-0.0,0.0,0.0,35.34,-13.71,0.0,-0.02,0.0,17.2,0.0,-17.19,0.0,0.0,-0.0,0.0,37.22,0.0,0.0,-92.82,2.92,0.0,0.0,6.46,-2.51,10.53
2013-05-27 03:00:00,44.14,0.0,-21.63,-5.94,0.0,44.06,-44.06,0.0,0.0,-0.02,0.0,52.51,0.0,-52.54,0.04,0.0,-0.0,0.0,0.0,39.12,-17.49,0.0,-0.02,0.0,21.86,0.0,-21.88,0.03,0.0,-0.0,0.0,47.45,0.0,0.0,-128.38,2.44,0.0,0.0,22.0,-0.42,18.72
2013-05-27 06:00:00,44.14,0.0,-21.63,-5.94,0.0,41.92,-41.91,0.18,0.0,-0.65,0.45,50.37,0.0,-50.41,0.21,0.0,-0.6,0.42,0.0,37.67,-16.03,0.18,-0.65,0.45,20.19,0.0,-20.2,0.19,0.0,-0.62,0.43,60.86,0.0,0.0,-121.8,11.83,4.76,0.0,6.6,-4.48,4.02
2013-05-27 09:00:00,44.14,0.0,-21.63,-5.94,0.0,39.26,-39.31,0.2,0.0,-0.51,0.35,47.23,0.0,-47.32,0.2,0.03,-0.46,0.32,0.0,35.95,-14.38,0.2,-0.51,0.36,18.11,0.0,-18.15,0.17,0.01,-0.49,0.35,64.68,0.0,0.0,-112.93,10.62,30.26,0.0,3.52,-36.12,1.76
2013-05-27 12:00:00,44.14,0.0,-21.63,-5.94,0.0,39.4,-39.44,0.19,0.0,-0.5,0.35,47.27,0.0,-47.35,0.18,0.03,-0.46,0.32,0.0,35.53,-13.94,0.19,-0.51,0.35,17.55,0.0,-17.58,0.16,0.01,-0.5,0.35,77.52,0.0,0.0,-112.0,9.0,31.86,0.0,4.42,-50.61,1.6
2013-05-27 15:00:00,44.14,0.0,-21.63,-5.94,0.0,42.24,-42.24,0.0,0.0,-0.01,0.0,50.58,0.0,-50.59,0.0,0.01,-0.01,0.0,0.0,35.54,-13.91,0.0,-0.01,0.0,17.54,0.0,-17.54,0.0,0.01,-0.0,0.0,65.48,0.0,0.0,-117.52,1.42,8.05,0.0,12.86,-11.33,2.83
2013-05-27 18:00:00,44.14,0.0,-21.63,-5.94,0.0,39.63,-39.62,0.0,0.0,-0.01,0.0,47.98,0.0,-47.97,0.0,0.0,-0.0,0.0,0.0,34.05,-12.41,0.0,-0.01,0.0,15.78,0.0,-15.78,0.0,0.0,-0.0,0.0,51.07,0.0,0.0,-109.97,0.2,0.0,0.0,14.9,-1.45,7.05
2013-05-27 21:00:00,44.14,0.0,-21.63,-5.94,0.0,28.97,-28.97,0.0,0.0,-0.01,0.0,35.5,0.0,-35.49,0.0,0.0,-0.0,0.0,0.0,33.26,-11.63,0.0,-0.01,0.0,14.73,0.0,-14.73,0.0,0.0,-0.0,0.0,32.16,0.0,0.0,-86.64,0.0,0.0,0.0,9.66,-2.53,9.14
2013-05-28 00:00:00,44.14,0.0,-21.63,-5.94,0.0,26.18,-26.18,0.0,0.0,-0.01,0.0,32.84,0.0,-32.84,0.0,0.0,-0.0,0.0,0.0,33.34,-11.71,0.0,-0.01,0.0,15.3,0.0,-15.3,0.0,0.0,-0.0,0.0,32.03,0.0,0.0,-83.04,0.0,0.0,0.0,5.29,-1.67,9.18
2013-05-28 03:00:00,44.14,0.0,-21.63,-5.94,0.0,36.35,-36.34,0.0,0.0,-0.01,0.0,45.52,0.0,-45.53,0.01,0.0,-0.0,0.0,0.0,36.34,-14.71,0.0,-0.01,0.0,19.25,0.0,-19.26,0.01,0.0,-0.0,0.0,49.11,0.0,0.0,-111.76,0.04,0.0,0.0,12.8,-1.09,12.7
2013-05-28 06:00:00,44.14,0.0,-21.63,-5.94,0.0,34.96,-34.96,0.0,0.0,-0.02,0.0,44.19,0.0,-44.19,0.0,0.01,-0.01,0.0,0.0,35.26,-13.63,0.0,-0.02,0.0,17.96,0.0,-17.96,0.0,0.0,-0.01,0.0,58.71,0.0,0.0,-107.22,4.44,3.19,0.0,0.66,-5.89,7.89
2013-05-28 09:00:00,44.14,0.0,-21.63,-5.94,0.0,32.99,-32.99,0.0,0.0,-0.01,0.0,41.63,0.0,-41.66,0.0,0.03,-0.01,0.0,0.0,33.94,-12.31,0.0,-0.01,0.0,16.21,0.0,-16.22,0.0,0.01,-0.01,0.0,62.0,0.0,0.0,-99.84,2.65,20.8,0.0,0.01,-24.56,0.73
2013-05-28 12:00:00,44.14,0.0,-21.63,-5.94,0.0,33.02,-33.02,0.0,0.0,-0.01,0.0,41.56,0.0,-41.59,0.0,0.03,-0.01,0.0,0.0,33.58,-11.95,0.0,-0.01,0.0,15.71,0.0,-15.71,0.0,0.01,-0.01,0.0,66.06,0.0,0.0,-98.85,2.06,18.69,0.0,0.02,-26.9,0.71
2013-05-28 15:00:00,44.14,0.0,-21.63,-5.94,0.0,35.09,-35.09,0.0,0.0,-0.02,0.0,44.15,0.0,-44.15,0.0,0.0,-0.01,0.0,0.0,33.56,-11.93,0.0,-0.02,0.0,15.69,0.0,-15.69,0.0,0.0,-0.01,0.0,67.14,0.0,0.0,-103.23,2.09,4.21,0.0,1.6,-13.24,3.22
2013-05-28 18:00:00,44.14,0.0,-21.63,-5.94,0.0,33.38,-33.38,0.0,0.0,-0.01,0.0,42.38,0.0,-42.38,0.0,0.0,-0.0,0.0,0.0,32.42,-10.79,0.0,-0.01,0.0,14.28,0.0,-14.28,0.0,0.0,-0.0,0.0,51.07,0.0,0.0,-97.73,0.13,0.0,0.0,11.42,-5.31,2.21
2013-05-28 21:00:00,44.14,0.0,-21.63,-5.94,0.0,25.41,-25.41,0.0,0.0,-0.01,0.0,32.36,0.0,-32.36,0.0,0.0,-0.0,0.0,0.0,31.76,-10.12,0.0,-0.01,0.0,13.32,0.0,-13.32,0.0,0.0,-0.0,0.0,33.44,0.0,0.0,-78.8,0.01,0.0,0.0,3.43,-1.76,5.47
2013-05-29 00:00:00,44.14,0.01,-21.63,-5.94,0.0,26.3,-26.29,0.0,0.0,-0.01,0.0,37.57,0.0,-37.57,0.0,0.0,-0.0,0.0,0.0,33.89,-12.26,0.0,-0.01,0.0,18.72,0.0,-18.73,0.01,0.0,-0.0,0.0,32.03,0.0,0.0,-97.11,0.15,0.0,0.0,19.61,-2.32,9.42
2013-05-29 03:00:00,44.14,0.2,-21.63,-5.94,0.0,36.79,-36.78,0.0,0.0,-0.01,0.0,54.23,0.0,-54.65,0.42,0.0,-0.0,0.0,0.0,37.12,-15.49,0.01,-0.01,0.0,23.85,0.0,-24.09,0.24,0.0,-0.0,0.0,35.71,0.0,0.0,-135.84,0.22,0.0,0.0,31.25,-1.71,31.96
2013-05-29 06:00:00,44.14,0.03,-21.63,-5.94,0.0,35.25,-35.22,0.05,0.0,-0.27,0.18,52.11,0.0,-52.34,0.31,0.0,-0.25,0.17,0.0,35.93,-14.27,0.04,-0.27,0.19,22.05,0.0,-22.13,0.17,0.0,-0.28,0.19,59.48,0.0,0.0,-128.47,2.83,3.62,0.0,22.65,-6.65,8.31
2013-05-29 09:00:00,44.14,0.02,-21.63,-5.94,0.0,33.24,-33.23,0.05,0.0,-0.2,0.14,48.97,0.0,-49.05,0.11,0.03,-0.2,0.14,0.0,34.51,-12.87,0.04,-0.21,0.14,19.81,0.0,-19.8,0.05,0.01,-0.23,0.16,57.37,0.0,0.0,-118.76,2.67,25.36,0.0,17.99,-27.61,4.74
2013-05-29 12:00:00,44.14,0.02,-21.63,-5.94,0.0,33.29,-33.27,0.05,0.0,-0.21,0.15,49.01,0.0,-49.06,0.08,0.03,-0.22,0.15,0.0,34.14,-12.49,0.04,-0.22,0.15,19.18,0.0,-19.16,0.04,0.01,-0.25,0.17,61.7,0.0,0.0,-117.68,2.68,29.47,0.0,17.45,-33.52,1.67
2013-05-29 15:00:00,44.14,0.02,-21.63,-5.94,0.0,35.4,-35.4,0.0,0.0,-0.01,0.0,52.35,0.0,-52.52,0.16,0.01,-0.01,0.0,0.0,34.1,-12.47,0.0,-0.01,0.0,19.12,0.0,-19.12,0.01,0.0,-0.0,0.0,54.27,0.0,0.0,-123.58,0.42,7.64,0.0,23.16,-4.06,3.93
2013-05-29 18:00:00,44.14,4.01,-21.63,-5.94,0.0,33.65,-33.64,0.0,0.0,-0.01,0.0,49.74,0.0,-49.83,0.09,0.0,-0.0,0.0,0.0,32.85,-11.22,0.0,-0.01,0.0,17.1,0.0,-17.1,0.0,0.0,-0.0,0.0,45.47,0.0,0.0,-115.45,0.0,0.0,0.0,28.81,-5.91,4.87
2013-05-29 21:00:00,44.14,2.02,-21.63,-5.94,0.0,25.49,-25.48,0.0,0.0,-0.01,0.0,36.49,0.0,-36.48,0.0,0.0,-0.0,0.0,0.0,32.16,-10.53,0.0,-0.01,0.0,15.92,0.0,-15.91,0.0,0.0,-0.0,0.0,31.4,0.0,0.0,-90.38,0.0,0.0,0.0,23.17,-9.79,5.37
2013-05-30 00:00:00,44.14,2.59,-21.63,-5.94,0.0,27.05,-27.05,0.0,0.0,-0.01,0.0,35.2,0.0,-35.2,0.0,0.0,-0.0,0.0,0.0,33.93,-12.3,0.0,-0.01,0.0,16.81,0.0,-16.82,0.01,0.0,-0.0,0.0,24.28,0.0,0.0,-89.73,0.22,0.0,0.0,25.5,-9.89,8.84
2013-05-30 03:00:00,44.14,4.33,-21.63,-5.94,0.0,38.16,-38.15,0.0,0.0,-0.01,0.0,49.73,0.0,-50.08,0.35,0.0,-0.0,0.0,0.0,37.14,-15.51,0.0,-0.01,0.0,21.11,0.0,-21.31,0.21,0.0,-0.0,0.0,33.99,0.0,0.0,-123.14,0.22,0.0,0.0,36.84,-4.45,14.02
2013-05-30 06:00:00,44.14,0.0,-21.63,-5.94,0.0,36.31,-36.31,0.01,0.0,-0.06,0.03,47.72,0.0,-47.84,0.12,0.0,-0.01,0.0,0.0,35.85,-14.22,0.01,-0.06,0.03,19.54,0.0,-19.59,0.06,0.0,-0.01,0.0,48.83,0.0,0.0,-116.31,6.15,3.85,0.0,8.31,-1.46,12.43
2013-05-30 09:00:00,44.14,0.0,-21.63,-5.94,0.0,34.24,-34.23,0.02,0.0,-0.1,0.07,44.98,0.0,-45.01,0.01,0.03,-0.04,0.02,0.0,34.47,-12.84,0.02,-0.1,0.07,17.63,0.0,-17.64,0.01,0.01,-0.03,0.02,41.93,0.0,0.0,-108.08,5.71,27.49,0.0,4.42,-13.69,4.0
2013-05-30 12:00:00,44.14,0.0,-21.63,-5.94,0.0,34.34,-34.33,0.02,0.0,-0.1,0.06,45.04,0.0,-45.08,0.01,0.04,-0.03,0.02,0.0,34.11,-12.48,0.02,-0.1,0.06,17.11,0.0,-17.12,0.01,0.02,-0.03,0.02,45.04,0.0,0.0,-107.31,5.88,29.58,0.0,4.67,-19.42,3.34
2013-05-30 15:00:00,44.14,0.0,-21.63,-5.94,0.0,36.6,-36.59,0.0,0.0,-0.02,0.0,48.03,0.0,-48.1,0.06,0.01,-0.01,0.0,0.0,34.09,-12.45,0.0,-0.02,0.0,17.09,0.0,-17.09,0.0,0.0,-0.01,0.0,48.09,0.0,0.0,-112.46,6.59,7.12,0.0,8.52,-2.56,6.48
2013-05-30 18:00:00,44.14,0.0,-21.63,-5.94,0.0,34.57,-34.57,0.0,0.0,-0.02,0.0,45.56,0.0,-45.58,0.03,0.0,-0.01,0.0,0.0,32.81,-11.17,0.0,-0.02,0.0,15.35,0.0,-15.35,0.0,0.0,-0.01,0.0,46.59,0.0,0.0,-105.1,0.21,0.0,0.0,12.41,-1.47,9.17
2013-05-30 21:00:00,44.14,0.0,-21.63,-5.94,0.0,25.98,-25.97,0.0,0.0,-0.02,0.0,34.02,0.0,-34.02,0.0,0.0,-0.01,0.0,0.0,32.17,-10.53,0.0,-0.02,0.0,14.41,0.0,-14.4,0.0,0.0,-0.0,0.0,35.42,0.0,0.0,-83.52,0.99,0.0,0.0,6.1,-2.16,4.96
2013-05-31 00:00:00,44.14,0.0,-21.63,-5.94,0.0,25.35,-25.35,0.0,0.0,-0.02,0.0,30.15,0.0,-30.15,0.0,0.0,-0.01,0.0,0.0,32.48,-10.84,0.0,-0.02,0.0,13.3,0.0,-13.3,0.01,0.0,-0.0,0.0,24.13,0.0,0.0,-74.96,2.41,0.0,0.0,5.84,-3.43,7.79
2013-05-31 03:00:00,44.14,0.0,-21.63,-5.94,0.0,34.61,-34.61,0.0,0.0,-0.02,0.0,39.97,0.0,-40.24,0.27,0.0,-0.01,0.0,0.0,35.03,-13.4,0.0,-0.02,0.0,16.07,0.0,-16.23,0.17,0.0,-0.0,0.0,29.11,0.0,0.0,-97.4,3.41,0.0,0.0,15.57,-2.09,13.19
2013-05-31 06:00:00,44.14,0.0,-21.63,-5.94,0.0,33.07,-33.04,0.03,0.0,-0.19,0.13,38.42,0.0,-38.49,0.12,0.0,-0.17,0.11,0.0,34.01,-12.36,0.03,-0.18,0.12,14.99,0.0,-15.02,0.08,0.0,-0.16,0.11,40.55,0.0,0.0,-92.3,6.9,3.37,0.0,8.17,-10.25,5.36
2013-05-31 09:00:00,44.14,0.0,-21.63,-5.94,0.0,31.31,-31.3,0.04,0.0,-0.19,0.13,36.59,0.0,-36.61,0.05,0.02,-0.17,0.12,0.0,32.89,-11.26,0.04,-0.18,0.12,13.76,0.0,-13.76,0.04,0.01,-0.17,0.12,40.79,0.0,0.0,-86.89,5.26,23.89,0.0,5.39,-28.73,2.09
2013-05-31 12:00:00,44.14,0.0,-21.63,-5.94,0.0,31.43,-31.41,0.04,0.0,-0.19,0.13,36.71,0.0,-36.73,0.05,0.02,-0.18,0.12,0.0,32.6,-10.97,0.04,-0.18,0.12,13.44,0.0,-13.43,0.04,0.01,-0.18,0.12,52.7,0.0,0.0,-86.53,5.66,26.58,0.0,6.57,-44.75,1.57
2013-05-31 15:00:00,44.14,0.0,-21.63,-5.94,0.0,33.33,-33.31,0.02,0.0,-0.15,0.1,38.74,0.0,-38.79,0.08,0.0,-0.14,0.09,0.0,32.59,-10.94,0.03,-0.15,0.1,13.42,0.0,-13.41,0.03,0.0,-0.14,0.09,66.66,0.0,0.0,-90.04,9.28,7.06,0.0,8.82,-45.31,5.32
2013-05-31 18:00:00,44.14,0.0,-21.63,-5.94,0.0,31.48,-31.47,0.01,0.0,-0.05,0.03,36.83,0.0,-36.85,0.03,0.0,-0.04,0.02,0.0,31.54,-9.91,0.01,-0.05,0.03,12.23,0.0,-12.22,0.01,0.0,-0.04,0.02,38.43,0.0,0.0,-84.64,1.96,0.0,0.0,10.48,-11.5,7.06
2013-05-31 21:00:00,44.14,0.0,-21.63,-5.94,0.0,24.24,-24.23,0.01,0.0,-0.05,0.03,28.99,0.0,-28.99,0.01,0.0,-0.04,0.02,0.0,31.21,-9.57,0.01,-0.05,0.03,11.85,0.0,-11.85,0.01,0.0,-0.03,0.02,22.5,0.0,0.0,-70.44,1.61,0.0,0.0,4.49,-3.78,7.42
2013-06-01 00:00:00,44.14,0.0,-21.63,-5.94,0.0,24.77,-24.77,0.01,0.0,-0.06,0.03,31.84,0.0,-31.84,0.01,0.0,-0.04,0.03,0.0,32.77,-11.13,0.01,-0.06,0.03,15.3,0.0,-15.29,0.01,0.0,-0.04,0.03,31.02,0.0,0.0,-81.3,1.45,0.0,0.0,4.16,-1.27,7.73
2013-06-01 03:00:00,44.14,0.0,-21.63,-5.94,0.0,33.75,-33.74,0.01,0.0,-0.06,0.03,43.75,0.0,-43.76,0.03,0.0,-0.04,0.03,0.0,34.12,-12.49,0.01,-0.06,0.03,17.23,0.0,-17.23,0.02,0.0,-0.04,0.03,38.87,0.0,0.0,-105.21,2.87,0.0,0.0,9.89,-0.82,16.21
2013-06-01 06:00:00,44.14,0.0,-21.63,-5.94,0.0,32.42,-32.39,0.03,0.0,-0.2,0.13,42.11,0.0,-42.09,0.04,0.0,-0.17,0.11,0.0,33.14,-11.49,0.03,-0.19,0.12,15.86,0.0,-15.84,0.03,0.0,-0.17,0.11,43.92,0.0,0.0,-99.92,6.68,3.59,0.0,2.64,-1.61,6.5
2013-06-01 09:00:00,44.14,0.0,-21.63,-5.94,0.0,30.68,-30.66,0.04,0.0,-0.18,0.12,39.78,0.0,-39.78,0.04,0.01,-0.15,0.1,0.0,32.16,-10.53,0.04,-0.16,0.11,14.49,0.0,-14.48,0.04,0.0,-0.16,0.1,38.23,0.0,0.0,-93.6,5.35,24.07,0.0,1.42,-16.0,2.32
2013-06-01 12:00:00,44.14,0.0,-21.63,-5.94,0.0,30.72,-30.71,0.04,0.0,-0.17,0.12,39.78,0.0,-39.79,0.04,0.01,-0.16,0.1,0.0,32.1,-10.47,0.04,-0.16,0.11,14.39,0.0,-14.38,0.04,0.01,-0.16,0.11,50.53,0.0,0.0,-93.45,5.1,28.86,0.0,1.87,-32.81,1.68
2013-06-01 15:00:00,44.14,0.0,-21.63,-5.94,0.0,32.54,-32.54,0.03,0.0,-0.13,0.08,42.2,0.0,-42.2,0.03,0.0,-0.12,0.08,0.0,32.35,-10.72,0.03,-0.12,0.08,14.75,0.0,-14.74,0.03,0.0,-0.12,0.08,45.84,0.0,0.0,-98.22,4.89,8.1,0.0,3.36,-6.54,4.36
2013-06-01 18:00:00,44.14,0.0,-21.63,-5.94,0.0,30.97,-30.97,0.0,0.0,-0.02,0.0,40.31,0.0,-40.31,0.0,0.0,-0.01,0.0,0.0,31.73,-10.1,0.0,-0.01,0.0,13.88,0.0,-13.88,0.0,0.0,-0.01,0.0,39.85,0.0,0.0,-93.48,2.61,0.0,0.0,5.05,-0.8,8.56
2013-06-01 21:00:00,44.14,0.0,-21.63,-5.94,0.0,23.97,-23.96,0.0,0.0,-0.02,0.0,31.01,0.0,-31.01,0.0,0.0,-0.0,0.0,0.0,31.09,-9.46,0.0,-0.02,0.0,12.97,0.0,-12.97,0.0,0.0,-0.0,0.0,26.55,0.0,0.0,-75.85,1.68,0.0,0.0,1.28,-1.41,9.55
2013-06-02 00:00:00,44.14,0.0,-21.63,-5.94,0.0,24.44,-24.43,0.0,0.0,-0.02,0.0,31.54,0.0,-31.54,0.0,0.0,-0.0,0.0,0.0,32.73,-11.1,0.0,-0.02,0.0,15.19,0.0,-15.19,0.0,0.0,-0.0,0.0,23.61,0.0,0.0,-80.6,2.19,0.0,0.0,2.14,-0.94,15.39
2013-06-02 03:00:00,44.14,0.0,-21.63,-5.94,0.0,33.18,-33.18,0.0,0.0,-0.02,0.0,43.17,0.0,-43.17,0.01,0.0,-0.0,0.0,0.0,34.06,-12.43,0.0,-0.02,0.0,17.11,0.0,-17.11,0.0,0.0,-0.0,0.0,31.17,0.0,0.0,-103.98,3.29,0.0,0.0,6.93,-0.45,24.84
2013-06-02 06:00:00,44.14,0.05,-21.63,-5.94,0.0,31.95,-31.84,0.32,0.0,-1.48,1.04,41.59,0.0,-41.56,0.36,0.0,-1.35,0.95,0.0,33.16,-11.44,0.33,-1.44,1.01,15.81,0.0,-15.73,0.33,0.0,-1.37,0.96,52.89,0.0,0.0,-98.82,21.11,3.88,0.0,0.81,-23.68,5.55
2013-06-02 09:00:00,44.14,0.0,-21.63,-5.94,0.0,30.14,-30.16,0.37,0.0,-1.2,0.84,39.22,0.0,-39.3,0.38,0.02,-1.11,0.78,0.0,32.07,-10.49,0.38,-1.15,0.81,14.39,0.0,-14.39,0.34,0.01,-1.18,0.83,59.47,0.0,0.0,-92.61,21.42,27.46,0.0,0.55,-56.53,2.03
2013-06-02 12:00:00,44.14,0.0,-21.63,-5.94,0.0,30.19,-30.21,0.36,0.0,-1.2,0.84,39.24,0.0,-39.31,0.37,0.02,-1.11,0.78,0.0,32.02,-10.43,0.37,-1.15,0.81,14.3,0.0,-14.29,0.33,0.01,-1.18,0.83,62.8,0.0,0.0,-92.46,21.33,30.28,0.0,0.58,-62.62,1.88
2013-06-02 15:00:00,44.14,0.0,-21.63,-5.94,0.0,32.02,-31.98,0.11,0.0,-0.52,0.36,41.67,0.0,-41.66,0.12,0.0,-0.48,0.33,0.0,32.32,-10.67,0.12,-0.48,0.33,14.67,0.0,-14.64,0.11,0.0,-0.48,0.33,53.35,0.0,0.0,-97.12,15.92,9.0,0.0,0.9,-23.5,3.24
2013-06-02 18:00:00,44.14,0.0,-21.63,-5.94,0.0,30.47,-30.47,0.02,0.0,-0.08,0.05,39.82,0.0,-39.82,0.02,0.0,-0.07,0.04,0.0,31.68,-10.05,0.02,-0.07,0.04,13.79,0.0,-13.79,0.02,0.0,-0.06,0.04,34.45,0.0,0.0,-92.48,3.95,0.0,0.0,1.94,-2.71,16.65
