snapshot,Fischer-Tropsch,H2 Fuel Cell,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural solar thermal,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-02-09 12:00:00,28.68,24.46,-21.63,-5.94,12.19,107.0,-129.08,9.89,0.0,0.0,0.0,97.19,54.25,-160.52,9.05,0.03,0.0,0.0,3.32,61.3,-45.82,2.82,0.0,0.0,39.3,18.42,-60.27,2.53,0.01,-0.0,0.0,96.76,92.99,38.71,-380.86,12.16,27.66,1.92,73.25,-10.44,0.63
2013-02-09 15:00:00,28.25,29.34,-21.63,-5.94,16.15,107.37,-140.67,17.15,0.0,-0.0,0.0,96.13,61.93,-174.54,16.47,0.0,0.0,0.0,4.26,61.42,-48.01,3.96,0.0,0.0,38.92,20.82,-63.14,3.4,0.0,0.0,0.0,87.56,123.34,54.49,-410.01,11.9,7.0,1.92,73.25,-1.55,0.42
2013-02-09 18:00:00,32.01,29.34,-21.63,-5.94,15.84,107.43,-142.63,19.36,0.0,0.0,0.0,92.97,62.42,-177.87,22.48,0.0,0.0,0.0,3.54,61.27,-46.28,3.09,-0.0,0.0,37.56,20.09,-61.02,3.36,0.0,0.0,0.0,81.34,123.63,59.47,-412.08,12.58,0.0,1.92,73.25,-0.01,4.47
2013-02-09 21:00:00,12.85,29.34,-21.63,-5.94,0.3,91.13,-92.08,0.65,0.0,-0.0,0.0,85.57,28.42,-116.13,2.15,0.0,0.0,0.0,0.39,59.29,-38.94,0.89,-0.0,0.0,35.67,13.97,-51.32,1.67,0.0,0.0,0.0,65.4,94.91,24.96,-288.85,8.58,0.0,1.92,73.25,-16.45,0.02
2013-02-10 00:00:00,21.0,29.34,-21.63,-5.94,0.06,80.59,-80.75,0.1,0.0,-0.0,0.0,78.47,20.36,-99.75,0.93,0.0,0.0,0.0,3.57,60.76,-45.83,3.13,-0.0,0.0,35.98,19.57,-59.7,4.15,0.0,0.0,0.0,66.91,70.25,30.75,-275.05,6.16,0.0,1.92,73.25,-19.17,0.56
2013-02-10 03:00:00,40.92,29.34,-21.63,-5.94,16.72,106.21,-142.14,19.21,0.0,-0.0,0.0,88.89,60.38,-173.97,24.69,0.0,0.0,0.0,5.86,61.74,-61.94,15.96,0.0,0.0,36.21,25.09,-80.89,19.59,0.0,0.0,0.0,78.56,83.84,106.04,-439.64,13.61,0.0,1.92,73.25,-0.0,18.08
2013-02-10 06:00:00,40.39,28.41,-21.63,-5.94,16.81,107.35,-151.18,27.02,0.0,0.0,0.0,89.53,62.42,-187.4,35.45,0.0,0.0,0.0,5.51,61.63,-56.85,11.34,0.0,0.0,36.23,24.26,-74.56,14.07,0.0,0.0,0.0,87.62,65.62,119.43,-451.89,16.21,0.17,1.92,73.25,-0.01,24.82
2013-02-10 09:00:00,38.59,6.03,-21.63,-5.94,13.18,106.65,-135.57,15.75,0.0,-0.0,0.0,94.08,55.46,-167.95,18.39,0.02,0.0,0.0,4.05,61.17,-49.08,5.49,-0.0,0.0,37.99,20.12,-64.38,6.26,0.01,0.0,0.0,95.75,11.07,93.55,-400.78,55.99,19.17,1.39,73.25,-1.87,13.78
2013-02-10 12:00:00,38.12,7.74,-21.63,-5.94,12.22,106.39,-131.53,12.91,0.0,-0.0,0.0,96.95,52.53,-162.63,13.12,0.02,0.0,0.0,3.37,60.89,-46.37,3.73,-0.0,0.0,39.02,17.87,-60.67,3.77,0.01,0.0,0.0,98.46,15.54,79.51,-385.19,56.81,28.09,1.91,73.25,-13.52,5.21
2013-02-10 15:00:00,35.79,17.83,-21.63,-5.94,15.65,106.95,-143.35,20.75,0.0,-0.0,0.0,95.59,59.69,-176.87,21.59,0.0,0.0,0.0,4.1,61.08,-48.59,5.04,-0.0,0.0,38.6,19.87,-63.57,5.11,0.0,0.0,0.0,94.15,45.75,87.64,-414.77,55.15,6.01,1.92,73.25,-1.28,4.49
2013-02-10 18:00:00,36.94,16.31,-21.63,-5.94,15.03,107.02,-145.39,23.33,0.0,0.0,0.0,92.4,60.22,-180.25,27.63,0.0,0.0,0.0,3.49,60.88,-46.84,4.09,-0.0,0.0,37.36,19.19,-61.43,4.89,0.0,0.0,0.0,92.99,42.32,90.9,-416.9,58.56,0.0,1.92,73.25,-0.01,9.64
2013-02-10 21:00:00,29.03,14.95,-21.63,-5.94,0.36,92.52,-93.96,1.08,0.0,-0.0,0.0,86.82,28.09,-117.74,2.84,0.0,0.0,0.0,0.74,58.71,-38.67,0.85,-0.0,0.0,35.9,13.0,-50.73,1.83,0.0,0.0,0.0,82.94,21.05,36.05,-290.61,41.25,0.0,1.92,73.25,-3.92,0.0
2013-02-11 00:00:00,27.69,14.89,-21.63,-5.94,0.0,79.36,-79.38,0.03,0.0,-0.0,0.0,81.04,16.86,-98.81,0.92,0.0,-0.0,0.0,1.73,60.42,-41.27,0.76,-0.0,0.0,36.58,15.47,-54.16,2.11,0.0,0.0,0.0,80.2,17.97,32.57,-263.87,35.83,0.0,1.92,73.25,-14.51,0.0
2013-02-11 03:00:00,41.99,16.42,-21.63,-5.94,16.22,107.33,-137.94,14.39,0.0,0.0,0.0,89.9,60.81,-170.11,19.39,0.0,0.0,0.0,5.92,61.67,-60.05,14.09,0.0,0.0,36.59,24.5,-78.71,17.62,0.0,0.0,0.0,87.03,36.79,107.84,-429.21,59.05,0.0,1.92,73.25,-0.0,10.84
2013-02-11 06:00:00,42.75,18.19,-21.63,-5.94,17.09,107.48,-146.85,22.27,0.0,0.0,0.0,90.31,62.72,-183.73,30.69,0.0,0.0,0.0,5.84,61.66,-59.67,13.8,0.0,0.0,36.69,24.6,-78.83,17.53,0.0,0.0,0.0,89.38,28.99,133.83,-452.9,42.48,0.21,1.92,73.25,-0.0,27.83
2013-02-11 09:00:00,41.75,9.13,-21.63,-5.94,13.52,107.26,-132.04,11.25,0.0,0.0,0.0,93.94,56.26,-165.06,14.85,0.0,0.0,0.0,4.71,61.59,-50.59,5.92,0.0,0.0,38.09,21.89,-66.82,6.84,0.0,0.0,0.0,94.21,6.48,112.33,-399.98,41.64,7.05,1.92,73.25,-0.02,18.17
2013-02-11 12:00:00,40.96,19.08,-21.63,-5.94,12.36,107.14,-128.19,8.69,0.0,0.0,0.0,96.65,53.1,-159.89,10.15,0.0,0.0,0.0,3.88,61.43,-47.04,3.36,0.0,0.0,39.22,19.27,-62.02,3.53,0.0,0.0,0.0,96.52,12.78,96.14,-382.8,31.82,13.06,1.92,73.25,-2.87,6.07
2013-02-11 15:00:00,37.3,26.79,-21.63,-5.94,16.21,107.4,-139.62,16.02,0.0,0.0,0.0,95.99,60.2,-173.77,17.58,0.0,0.0,0.0,3.93,61.42,-46.97,3.25,0.0,0.0,38.92,19.7,-61.89,3.27,0.0,0.0,0.0,91.08,51.36,96.23,-406.5,26.75,4.31,1.92,73.25,-0.29,3.72
2013-02-11 18:00:00,38.44,26.79,-21.63,-5.94,15.73,107.34,-141.17,18.11,0.0,0.0,0.0,93.63,61.02,-176.66,22.01,0.0,0.0,0.0,2.36,60.86,-43.25,1.65,0.0,0.0,37.87,17.1,-57.2,2.23,0.0,0.0,0.0,86.73,50.83,94.69,-403.41,31.01,0.0,1.92,73.25,-0.02,5.71
2013-02-11 21:00:00,26.54,28.48,-21.63,-5.94,0.01,91.41,-91.74,0.32,0.0,-0.0,0.0,88.94,25.46,-116.1,1.7,0.0,0.0,0.0,0.05,57.13,-35.65,0.11,-0.0,0.0,36.32,9.91,-47.02,0.79,0.0,0.0,0.0,75.07,39.22,25.12,-281.39,20.85,0.0,1.92,73.25,-3.16,0.02
2013-02-12 00:00:00,20.87,29.34,-21.63,-5.94,0.0,75.37,-75.39,0.02,0.0,-0.0,0.0,82.68,12.77,-96.08,0.64,0.0,-0.0,0.0,0.74,59.83,-39.27,0.33,-0.0,0.0,36.79,14.91,-53.04,1.34,0.0,0.0,0.0,72.24,40.71,14.52,-257.24,16.73,0.0,1.92,73.25,-6.42,0.01
2013-02-12 03:00:00,40.97,29.34,-21.63,-5.94,15.86,107.04,-130.2,7.3,0.0,-0.0,0.0,91.15,61.98,-164.82,11.68,0.0,0.0,0.0,5.96,61.59,-57.01,11.08,0.0,0.0,37.01,25.38,-77.01,14.63,0.0,0.0,0.0,86.89,55.0,102.27,-417.15,28.04,0.0,1.92,73.25,-0.0,5.4
2013-02-12 06:00:00,42.59,29.33,-21.63,-5.94,16.95,107.19,-138.79,14.64,0.0,0.0,0.0,91.57,62.9,-178.27,23.79,0.0,0.0,0.0,5.91,61.58,-56.7,10.83,0.0,0.0,37.07,25.09,-77.17,15.01,0.0,0.0,0.0,87.85,74.5,103.99,-440.63,24.32,0.17,1.92,73.25,-0.0,8.65
2013-02-12 09:00:00,38.92,29.27,-21.63,-5.94,12.28,106.57,-124.87,6.02,0.0,0.0,0.0,94.85,55.29,-160.2,10.05,0.01,0.0,0.0,4.73,61.43,-48.11,3.57,-0.0,0.0,38.39,22.33,-65.44,4.72,0.0,0.0,0.0,91.03,57.11,74.94,-389.22,17.39,11.16,1.92,73.25,-0.93,1.09
2013-02-12 12:00:00,31.22,29.34,-21.63,-5.94,10.64,106.33,-121.23,4.26,0.0,0.0,0.0,96.9,51.93,-155.16,6.32,0.01,-0.0,0.0,3.41,61.21,-44.74,1.75,-0.0,0.0,39.21,19.47,-60.74,2.05,0.01,0.0,0.0,90.73,85.31,41.07,-372.43,12.57,21.07,1.92,73.25,-8.32,0.2
2013-02-12 15:00:00,38.38,29.34,-21.63,-5.94,15.89,107.05,-131.93,8.98,0.0,0.0,0.0,95.86,60.52,-168.53,12.14,0.0,0.0,0.0,3.41,61.19,-44.67,1.69,-0.0,0.0,38.25,20.36,-60.61,2.0,0.0,0.0,0.0,67.06,104.03,68.43,-395.26,12.05,6.54,1.92,73.25,-0.47,0.66
2013-02-12 18:00:00,39.34,29.34,-21.63,-5.94,15.53,106.85,-133.44,11.06,0.0,-0.0,0.0,94.1,60.64,-171.44,16.7,0.0,0.0,0.0,1.44,60.43,-41.17,0.92,0.0,0.0,36.09,18.43,-56.04,1.52,0.0,0.0,0.0,53.55,105.19,78.86,-392.41,13.29,0.0,1.92,73.25,-0.01,3.61
2013-02-12 21:00:00,12.1,29.34,-21.63,-5.94,0.01,86.74,-87.15,0.4,0.0,-0.0,0.0,76.07,35.71,-113.02,1.24,0.0,0.0,0.0,0.0,55.53,-33.97,0.07,-0.0,0.0,31.93,13.67,-46.09,0.49,0.0,0.0,0.0,52.71,105.5,14.18,-274.46,8.32,0.0,1.79,73.25,-17.23,0.4
2013-02-13 00:00:00,12.58,29.34,-21.63,-5.94,0.0,72.91,-72.91,0.0,0.0,-0.0,0.0,59.24,34.56,-94.28,0.48,0.0,0.0,0.0,0.84,58.44,-37.92,0.26,-0.0,0.0,32.15,19.05,-52.08,0.89,0.0,0.0,0.0,45.95,100.7,14.9,-252.47,4.41,0.0,1.92,73.25,-24.72,0.09
2013-02-13 03:00:00,34.05,29.34,-21.63,-5.94,12.53,105.01,-125.65,8.1,0.0,-0.0,0.0,89.66,58.61,-161.41,13.14,0.0,0.0,0.0,5.53,61.17,-55.03,9.95,-0.0,0.0,36.94,24.34,-75.61,14.33,0.0,0.0,0.0,57.1,107.95,88.9,-408.86,15.66,0.0,1.92,73.25,-0.0,6.63
2013-02-13 06:00:00,37.95,29.33,-21.63,-5.94,13.86,105.45,-134.04,14.72,0.0,0.0,0.0,91.21,59.06,-174.91,24.64,0.0,0.0,0.0,5.23,61.22,-54.7,9.89,0.0,0.0,36.98,23.94,-75.81,14.9,0.0,0.0,0.0,56.73,98.93,111.77,-432.49,15.89,0.0,1.92,73.25,-0.0,12.63
2013-02-13 09:00:00,35.71,28.73,-21.63,-5.94,10.32,103.55,-120.62,6.75,0.0,-0.0,0.0,94.74,50.78,-157.18,11.65,0.02,0.0,0.0,3.91,60.5,-46.43,3.65,-0.0,0.0,38.29,20.52,-64.29,5.48,0.01,0.0,0.0,88.63,42.64,74.48,-382.04,24.96,16.47,1.92,73.25,-1.33,2.5
2013-02-13 12:00:00,30.54,29.23,-21.63,-5.94,9.03,103.13,-117.07,4.9,0.0,-0.0,0.0,97.04,47.42,-152.18,7.68,0.04,0.0,0.0,2.97,60.0,-43.2,1.86,-0.0,0.0,39.02,17.84,-59.67,2.79,0.02,0.0,0.0,89.18,57.3,51.0,-365.44,22.91,27.29,1.92,73.25,-11.47,0.21
2013-02-13 15:00:00,35.49,29.33,-21.63,-5.94,12.47,105.03,-127.35,9.85,0.0,-0.0,0.0,96.85,54.3,-165.23,14.06,0.01,0.0,0.0,2.97,59.97,-43.14,1.82,-0.0,0.0,38.63,18.23,-59.55,2.68,0.0,0.0,0.0,85.89,78.58,58.88,-387.74,22.48,6.97,1.92,73.25,-1.03,1.91
2013-02-13 18:00:00,34.81,29.33,-21.63,-5.94,12.99,104.32,-129.01,11.7,0.0,0.0,0.0,94.24,55.35,-168.31,18.72,0.0,0.0,0.0,1.68,58.96,-39.78,0.76,-0.0,0.0,37.17,16.01,-55.1,1.92,0.0,0.0,0.0,79.38,75.19,68.45,-385.39,24.46,0.0,1.92,73.25,-0.03,4.55
2013-02-13 21:00:00,20.53,29.3,-21.63,-5.94,0.0,84.16,-84.4,0.25,0.0,-0.0,0.0,84.4,24.53,-111.16,2.24,0.0,0.0,0.0,0.0,54.41,-32.83,0.04,-0.0,0.0,34.61,10.14,-45.3,0.56,0.0,0.0,0.0,72.94,52.1,22.24,-269.89,18.63,0.0,1.92,73.25,-15.27,0.19
2013-02-14 00:00:00,14.15,29.3,-21.63,-5.94,0.0,70.34,-70.34,0.0,0.0,-0.0,0.0,71.89,16.47,-88.71,0.35,0.0,0.0,0.0,0.71,57.0,-36.27,0.19,-0.0,0.0,33.63,14.03,-48.4,0.75,0.0,0.0,0.0,70.89,49.47,19.54,-236.51,5.53,0.0,1.92,73.25,-21.93,0.33
2013-02-14 03:00:00,27.02,29.33,-21.63,-5.94,11.54,102.88,-121.03,6.61,0.0,-0.0,0.0,88.48,53.43,-151.78,9.87,0.0,0.0,0.0,5.34,60.79,-52.55,8.04,-0.0,0.0,36.8,22.65,-70.11,10.66,0.0,0.0,0.0,77.94,57.09,89.68,-382.75,19.53,0.0,1.92,73.25,-0.0,12.9
2013-02-14 06:00:00,30.95,27.84,-21.63,-5.94,12.87,104.82,-128.43,10.74,0.0,-0.0,0.0,92.5,54.86,-162.57,15.21,0.0,0.0,0.0,5.0,60.98,-52.09,7.73,-0.0,0.0,37.46,22.33,-69.83,10.04,0.0,0.0,0.0,83.86,44.15,100.0,-400.89,26.83,0.0,1.92,73.25,-0.0,18.02
2013-02-14 09:00:00,27.57,6.26,-21.63,-5.94,9.21,102.28,-115.68,4.2,0.0,-0.0,0.0,95.26,46.26,-146.35,4.81,0.02,-0.0,0.0,3.55,59.93,-44.26,2.41,-0.0,0.0,38.22,18.74,-59.31,2.35,0.01,-0.0,0.0,93.45,27.33,69.84,-354.77,26.86,17.52,1.92,73.25,-4.23,20.92
2013-02-14 12:00:00,24.96,10.47,-21.63,-5.94,7.89,101.45,-112.38,3.04,0.0,-0.0,0.0,96.95,42.12,-141.96,2.87,0.02,-0.0,0.0,2.58,59.08,-41.22,1.19,-0.0,0.0,38.47,15.67,-55.18,1.02,0.01,-0.0,0.0,98.05,29.42,57.71,-340.06,26.97,29.24,1.92,73.25,-16.71,10.71
2013-02-14 15:00:00,26.48,28.19,-21.63,-5.94,11.48,103.81,-122.28,6.99,0.0,-0.0,0.0,97.49,50.18,-154.25,6.57,0.0,0.0,0.0,2.58,59.02,-41.17,1.2,0.0,0.0,38.12,15.91,-55.09,1.06,0.0,0.0,0.0,96.47,50.24,62.57,-361.11,23.36,8.49,1.92,73.25,-5.68,1.74
2013-02-14 18:00:00,25.73,28.73,-21.63,-5.94,11.99,103.49,-123.63,8.15,0.0,0.0,0.0,96.99,51.06,-156.53,8.48,0.0,0.0,0.0,1.4,57.78,-37.93,0.38,0.0,0.0,37.16,12.98,-50.87,0.73,0.0,0.0,0.0,92.41,64.31,51.28,-357.77,24.0,0.03,1.92,73.25,-0.21,2.24
2013-02-14 21:00:00,6.9,29.34,-21.63,-5.94,0.0,80.83,-80.85,0.02,0.0,-0.0,0.0,87.15,15.44,-103.08,0.49,0.0,0.0,0.0,0.03,52.97,-31.38,0.02,-0.0,0.0,34.76,6.94,-42.01,0.31,0.0,0.0,0.0,80.52,52.62,7.27,-250.27,12.97,0.0,1.92,73.25,-8.76,0.16
2013-02-15 00:00:00,4.1,29.34,-21.63,-5.94,0.0,67.53,-67.53,0.0,0.0,-0.0,0.0,77.77,4.62,-82.73,0.34,0.0,0.0,0.0,0.04,55.93,-34.42,0.07,-0.0,0.0,35.92,7.92,-44.31,0.48,0.0,0.0,0.0,71.0,40.1,3.9,-219.14,12.03,0.0,1.92,73.25,-12.27,1.7
2013-02-15 03:00:00,18.7,29.34,-21.63,-5.94,8.63,103.78,-115.46,3.05,0.0,-0.0,0.0,93.4,42.17,-139.95,4.38,0.0,0.0,0.0,5.42,61.15,-49.68,4.73,-0.0,0.0,38.77,20.56,-63.8,4.47,0.0,0.0,0.0,78.1,84.96,33.59,-351.47,24.48,0.0,1.92,73.25,-0.25,13.31
2013-02-15 06:00:00,27.18,29.34,-21.63,-5.94,10.92,105.99,-122.5,5.59,0.0,0.0,0.0,95.73,47.83,-150.16,6.6,0.0,0.0,0.0,5.08,61.26,-49.28,4.57,0.0,0.0,38.91,20.65,-63.69,4.13,0.0,0.0,0.0,81.58,84.99,43.35,-368.9,23.86,0.06,1.92,73.25,-0.02,9.33
2013-02-15 09:00:00,21.11,24.01,-21.63,-5.94,5.19,103.66,-110.43,1.58,0.0,-0.0,0.0,100.21,33.51,-135.34,1.62,0.0,-0.0,0.0,2.2,60.45,-41.92,0.9,-0.0,0.0,40.5,12.9,-54.2,0.8,0.0,-0.0,0.0,90.07,66.84,22.62,-326.96,20.32,16.95,1.92,73.25,-4.96,0.77
2013-02-15 12:00:00,18.63,24.01,-21.63,-5.94,3.71,102.64,-107.33,0.98,0.0,-0.0,0.0,96.18,34.1,-131.33,1.02,0.02,-0.0,0.0,0.99,59.37,-39.06,0.33,-0.0,0.0,38.35,11.58,-50.44,0.5,0.01,-0.0,0.0,85.86,71.33,17.6,-313.55,18.91,29.05,1.92,73.25,-21.27,0.18
2013-02-15 15:00:00,22.21,29.34,-21.63,-5.94,8.72,105.02,-116.69,2.96,0.0,0.0,0.0,90.49,50.19,-142.47,1.79,0.01,0.0,0.0,1.0,59.31,-39.0,0.32,0.0,0.0,33.4,16.48,-50.35,0.46,0.0,0.0,0.0,52.29,123.66,26.3,-332.61,5.96,9.41,1.92,73.25,-7.4,1.61
2013-02-15 18:00:00,28.5,29.34,-21.63,-5.94,9.14,104.97,-117.87,3.76,0.0,0.0,0.0,81.1,60.73,-144.51,2.68,0.0,0.0,0.0,0.21,57.27,-35.96,0.1,0.0,0.0,25.12,21.04,-46.56,0.4,0.0,0.0,0.0,36.71,125.02,34.47,-329.61,5.54,0.03,1.92,73.25,-1.73,2.47
2013-02-15 21:00:00,12.1,29.34,-21.63,-5.94,0.11,77.17,-77.3,0.02,0.0,0.0,0.0,46.82,48.63,-95.85,0.4,0.0,0.0,0.0,0.06,51.94,-30.39,0.02,-0.0,0.0,18.59,20.44,-39.28,0.25,0.0,0.0,0.0,23.81,113.65,10.43,-233.09,3.33,0.0,1.92,73.25,-32.33,3.5
2013-02-16 00:00:00,9.23,29.34,-21.63,-5.94,0.11,66.54,-66.64,0.0,0.0,-0.0,0.0,39.21,42.04,-81.47,0.22,0.0,0.0,0.0,0.43,58.0,-36.97,0.17,0.0,0.0,24.98,22.0,-47.47,0.48,0.0,0.0,0.0,19.63,116.37,13.12,-222.41,2.4,0.0,1.92,73.25,-41.49,4.57
2013-02-16 03:00:00,27.31,29.34,-21.63,-5.94,8.09,104.28,-114.8,2.43,0.0,0.0,0.0,72.02,63.08,-138.69,3.59,0.0,0.0,0.0,5.47,61.2,-49.51,4.47,0.0,0.0,34.86,24.94,-63.66,3.86,0.0,0.0,0.0,20.48,126.41,59.05,-349.05,5.07,0.0,1.92,73.25,-0.69,12.84
2013-02-16 06:00:00,27.84,29.34,-21.63,-5.94,10.81,106.44,-121.66,4.4,0.0,0.0,0.0,81.42,62.07,-148.86,5.37,0.0,0.0,0.0,3.92,61.14,-45.53,2.09,0.0,0.0,32.95,23.75,-58.8,2.11,0.0,0.0,0.0,31.8,123.2,64.86,-358.22,5.61,0.12,1.92,73.25,-0.59,6.79
2013-02-16 09:00:00,18.45,24.01,-21.63,-5.94,3.5,104.45,-109.46,1.52,0.0,-0.0,0.0,87.85,44.09,-133.89,1.92,0.03,0.0,0.0,0.66,60.0,-39.45,0.42,0.0,0.0,35.08,15.2,-50.98,0.69,0.01,0.0,0.0,72.5,74.08,32.8,-318.91,10.31,19.98,1.7,73.25,-4.28,2.03
2013-02-16 12:00:00,16.26,24.01,-21.63,-5.94,2.15,103.18,-106.35,1.03,0.0,-0.0,0.0,92.53,36.17,-129.86,1.11,0.05,0.0,0.0,0.22,58.55,-37.34,0.19,0.0,0.0,36.19,11.53,-48.14,0.41,0.02,0.0,0.0,75.49,73.95,24.82,-307.05,8.94,29.49,1.5,73.25,-14.85,0.11
2013-02-16 15:00:00,17.14,29.34,-21.63,-5.94,7.74,105.57,-115.64,2.34,0.0,-0.0,0.0,89.87,49.22,-140.85,1.75,0.01,0.0,0.0,0.7,59.7,-39.07,0.3,-0.0,0.0,34.25,15.66,-50.36,0.45,0.01,0.0,0.0,69.46,100.77,33.84,-329.85,7.88,7.5,1.92,73.25,-6.56,1.24
2013-02-16 18:00:00,20.06,29.34,-21.63,-5.94,8.46,105.72,-117.01,2.83,0.0,0.0,0.0,83.74,56.96,-143.19,2.48,0.0,0.0,0.0,0.26,58.85,-37.67,0.19,0.0,0.0,30.81,17.43,-48.68,0.45,0.0,0.0,0.0,60.24,105.44,41.64,-330.97,7.06,0.0,1.92,73.25,-4.52,2.46
2013-02-16 21:00:00,12.4,29.34,-21.63,-5.94,0.0,76.6,-76.6,0.01,0.0,-0.0,0.0,52.82,41.75,-94.91,0.34,0.0,-0.0,0.0,0.0,53.49,-31.89,0.02,-0.0,0.0,23.35,17.61,-41.21,0.25,0.0,-0.0,0.0,54.11,89.89,14.31,-234.81,3.94,0.0,1.92,73.25,-38.58,0.15
2013-02-17 00:00:00,11.28,29.34,-21.63,-5.94,0.0,68.76,-68.76,0.0,0.0,-0.0,0.0,43.88,40.6,-84.6,0.12,0.0,-0.0,0.0,0.78,58.88,-38.2,0.17,-0.0,0.0,27.78,21.1,-49.51,0.63,0.0,-0.0,0.0,51.3,90.39,13.48,-231.35,3.81,0.0,1.92,73.25,-37.56,0.07
2013-02-17 03:00:00,25.24,29.34,-21.63,-5.94,10.94,104.61,-118.89,3.34,0.0,-0.0,0.0,78.25,61.87,-144.61,4.49,0.0,-0.0,0.0,5.81,61.17,-51.22,5.86,-0.0,0.0,36.06,25.51,-66.56,4.99,0.0,-0.0,0.0,59.13,105.92,56.81,-364.26,6.86,0.0,1.92,73.25,-0.71,12.42
2013-02-17 06:00:00,27.72,28.66,-21.63,-5.94,13.27,106.53,-126.0,6.19,0.0,-0.0,0.0,83.97,63.78,-155.49,7.73,0.0,-0.0,0.0,4.69,61.14,-47.07,2.87,-0.0,0.0,34.12,24.51,-61.49,2.86,0.0,-0.0,0.0,61.89,91.83,75.91,-374.3,7.58,0.11,1.92,73.25,-0.2,11.55
2013-02-17 09:00:00,23.39,24.52,-21.63,-5.94,5.8,105.58,-113.31,1.93,0.0,-0.0,0.0,92.71,43.62,-139.75,3.39,0.02,-0.0,0.0,1.41,60.44,-40.76,0.54,-0.0,0.0,37.18,14.88,-53.27,1.2,0.01,-0.0,0.0,77.68,61.88,26.69,-332.95,29.28,13.55,1.92,73.25,-1.29,8.02
2013-02-17 12:00:00,17.53,24.64,-21.63,-5.94,4.38,104.39,-110.08,1.32,0.0,-0.0,0.0,95.68,38.12,-135.48,1.64,0.04,-0.0,0.0,0.7,59.28,-38.58,0.23,-0.0,0.0,37.74,12.01,-50.26,0.5,0.02,-0.0,0.0,82.45,64.73,19.28,-320.41,27.84,18.89,1.92,73.25,-6.73,2.52
2013-02-17 15:00:00,22.7,29.34,-21.63,-5.94,10.39,105.87,-119.75,3.49,0.0,-0.0,0.0,96.14,47.59,-147.0,3.26,0.01,-0.0,0.0,1.44,60.11,-40.38,0.46,-0.0,0.0,37.74,14.23,-52.6,0.62,0.0,-0.0,0.0,77.18,80.78,35.16,-344.31,28.65,2.46,1.92,73.25,-3.11,1.91
2013-02-17 18:00:00,27.04,29.34,-21.63,-5.94,10.66,106.26,-121.16,4.24,0.0,-0.0,0.0,86.79,57.72,-149.53,5.03,0.0,-0.0,0.0,0.83,59.5,-38.92,0.22,-0.0,0.0,32.69,17.43,-50.85,0.73,0.0,-0.0,0.0,70.95,79.42,44.58,-345.67,24.72,0.0,1.92,73.25,-1.67,2.04
2013-02-17 21:00:00,10.48,29.27,-21.63,-5.94,0.23,79.03,-79.25,0.0,0.0,-0.0,0.0,65.04,33.78,-99.06,0.24,0.0,0.0,0.0,0.06,53.88,-32.32,0.0,-0.0,0.0,27.6,14.45,-42.25,0.21,0.0,0.0,0.0,66.63,69.87,11.42,-243.75,19.4,0.0,1.92,73.25,-32.61,0.03
2013-02-18 00:00:00,8.06,29.23,-21.63,-5.94,0.23,70.39,-70.61,0.0,0.0,-0.0,0.0,54.09,32.8,-86.96,0.07,0.0,-0.0,0.0,0.33,57.29,-36.02,0.04,-0.0,0.0,28.86,17.61,-46.86,0.4,0.0,0.0,0.0,63.73,67.93,12.32,-230.83,13.66,0.0,1.92,73.25,-33.35,0.01
2013-02-18 03:00:00,34.99,29.34,-21.63,-5.94,12.77,104.38,-121.22,4.08,0.0,0.0,0.0,82.64,59.86,-147.7,5.19,0.0,0.0,0.0,5.9,60.97,-52.08,6.84,0.0,0.0,37.06,24.59,-67.63,5.99,0.0,0.0,0.0,64.81,80.4,62.54,-371.45,24.05,0.0,1.92,73.25,-0.15,6.23
2013-02-18 06:00:00,38.83,29.34,-21.63,-5.94,14.58,105.73,-128.76,8.45,0.0,0.0,0.0,86.2,63.61,-159.01,9.2,0.0,0.0,0.0,5.76,60.99,-51.71,6.59,0.0,0.0,36.79,24.8,-67.65,6.06,0.0,0.0,0.0,71.97,73.45,77.72,-390.99,22.99,0.09,1.92,73.25,-0.04,7.39
2013-02-18 09:00:00,34.86,7.68,-21.63,-5.94,7.79,105.12,-115.99,3.08,0.0,-0.0,0.0,97.97,41.66,-143.16,3.51,0.02,0.0,0.0,3.28,60.56,-43.95,1.74,-0.0,0.0,39.56,16.28,-57.51,1.65,0.01,0.0,0.0,97.85,22.96,52.44,-346.15,33.76,14.14,1.92,73.25,-1.37,14.59
